"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","typeStatus","infraspecificEpithet","verbatimLongitude","verbatimLatitude","class","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","dayIdentified","fieldNumber","individualCount","relatedCatalogItem"
"88","2019-10-07 09:13:04-03","UEFS","HUEFS","20215","PreservedSpecimen","Plantae","Angiospermae","Ericales","Symplocaceae","Symplocos","rhamnifolia","Symplocos rhamnifolia","A.DC.","França, F.","1256","1995","07","09",NA,"Brasil","Bahia","Abaíra","Catolés Caminho Boa Vista para Bicota.","-41.6636009216309","-13.2496995925903",NA,NA,"HUEFS0020215","HUEFS0020215","N.Santiago","1200","1600",NA,NA,NA,NA,"Asteranae","1998","05","26531","auto",NA,NA,NA,NA
"89","2019-10-07 09:13:04-03","UEFS","HUEFS","203090","PreservedSpecimen","Plantae","Angiospermae","Ericales","Symplocaceae","Symplocos","rhamnifolia","Symplocos rhamnifolia","A.DC.","Azevêdo-Gonçalves, C.F.de","1121","2006","05","05",NA,"Brasil","Bahia","Mucugê","Guiné. Mata Capão.","-41.3708000183105","-13.0052995681763",NA,NA,"HUEFS0203090","HUEFS0203090","L.P.Queiroz",NA,NA,NA,NA,NA,NA,"Asteranae","2018","08","52493","auto",NA,NA,NA,NA
"90","2019-09-04 19:27:37-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Symplocaceae","Symplocos","rhamnifolia","Symplocos rhamnifolia",NA,"J. S. Blanchet","3244",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"91","2019-01-23 12:48:37-02","F","FMNH-SEEDPLANTS","V0073748F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Symplocaceae","Symplocos","rhamnifolia","Symplocos rhamnifolia",NA,"J. S. Blanchet","3244",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0073748F","V0073748F_01",NA,NA,NA,"Isotype",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"92","2019-01-23 12:48:37-02","F","FMNH-SEEDPLANTS","V0073749F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Symplocaceae","Symplocos","rhamnifolia","Symplocos rhamnifolia",NA,"J. S. Blanchet","3244",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0073749F","V0073749F_01",NA,NA,NA,"Isotype",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"93","2018-04-06 15:25:46-03","F","FMNH-SEEDPLANTS","V0437485F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Symplocaceae","Symplocos","rhamnifolia","Symplocos rhamnifolia",NA,"H. S. Irwin & et al.","32625","1971","2","19","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0437485F","V0437485F_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"94","2020-07-23 12:23:43-03","CEPLAC","CEPEC","82930","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","rhamnifolia","Symplocos rhamnifolia",NA,"R. C. Forzza","1386","1999","04","27",NA,"Brasil","Bahia","MORRO DO CHAPÉU","Cachoeira do Ferro Doido.","-41.1561012268066","-11.5500001907349",NA,NA,NA,NA,"J. A. Kallunki",NA,NA,NA,NA,NA,NA,NA,NA,NA,"98143","auto",NA,NA,NA,"30/12/2002"
"95","2020-07-23 12:23:43-03","CEPLAC","CEPEC","20304","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","rhamnifolia","Symplocos rhamnifolia",NA,"R. M. Harley","19376","1999","02","05",NA,"Brasil","Bahia","MORRO DO CHAPÉU","19.5Km SE cidade, BA-052, Rod. p/ Mundo Novo. Próx. ao Rio Ferro Doido.","-41.033333","-11.633333",NA,NA,NA,NA,"R. M. Harley",NA,NA,NA,NA,"41W2'","11S38'",NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1977"
"96","2020-07-23 12:23:43-03","CEPLAC","CEPEC","30522","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","rhamnifolia","Symplocos rhamnifolia",NA,"R. M. Harley","22393","1980","05","22",NA,"Brasil","Bahia","LENÇÓIS","14Km ao NW Lencois. Serra do Brejao.","-41.45","-12.45",NA,NA,NA,NA,"A. Bida",NA,NA,NA,NA,"41W27'","12S27'",NA,NA,NA,NA,NA,NA,NA,NA,"22/05/1996"
"97","2020-07-23 12:23:43-03","CEPLAC","CEPEC","92391","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","rhamnifolia","Symplocos rhamnifolia",NA,"T. Laessoe",NA,"1992","03","23",NA,"Brasil","Bahia","ABAÍRA","Campo do Ouro Fino (baixo).","-41.9","13.25",NA,NA,NA,NA,"Y. B. Harvey",NA,NA,NA,NA,"41W54'","13N15'",NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1998"
"98","2020-07-23 12:23:43-03","CEPLAC","CEPEC","92390","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","rhamnifolia","Symplocos rhamnifolia",NA,"B. Stannard",NA,"1992","03","28",NA,"Brasil","Bahia","ABAÍRA","Campo do Ouro Fino (baixo). Beira do rio.","-41.9","3.25",NA,NA,NA,NA,"Y. B. Harvey",NA,NA,NA,NA,"41W54'","3N15'",NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1998"
"99","2020-07-23 12:23:43-03","CEPLAC","CEPEC","92388","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","rhamnifolia","Symplocos rhamnifolia",NA,"B. Stannard",NA,"1992","03","24",NA,"Brasil","Bahia","ABAÍRA","Garimpo do Bicota. Beira do riacho.","-41.9","13.333333",NA,NA,NA,NA,"Y. B. Harvey",NA,NA,NA,NA,"41W54'","13N20'",NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1998"
"100","2021-04-08 17:13:17-03","UESB","HUESB","6005","S","Plantae","Dicotyledoneae",NA,"Symplocaceae","Symplocos","rhamnifolia","Symplocos rhamnifolia","DC.","Guedes, M.L.; Loureiro, D.M.; Guaré, F.; et al.; Loureiro, D.M.; Guaré, F.; et al.","9749","2002","09","06",NA,"Brasil","Bahia","Morro do Chapéu","Chapada Diamantina. Caminho para a Cachoeira do Ferro Doido.","-42.5","-11.55",NA,"Ocasional.; Arbusto: 3,0m. Folhas coriáceas, discolores. Inflorescências axilares.Flores esverdeadas.",NA,NA,"Guedes, M.L.",NA,NA,NA,NA,"-42.5","-11.55",NA,"2002","12",NA,NA,NA,NA,NA,NA
"101","2019-11-01 15:11:16-03","UnB","UB","91923","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Symplocaceae","Symplocos","rhamnifolia","Symplocos rhamnifolia","A.DC.","Assis, MC","20",NA,NA,NA,"Southern America","Brasil","Distrito Federal","Brasília",NA,"-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"Incógnito",NA,NA,NA,NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA
"102","2019-05-06 12:02:36-03","UFU","HUFU","11914","S","Plantae",NA,NA,"Symplocaceae","Symplocos","rhamnifolia","Symplocos rhamnifolia","A.DC.","Leenza, E.O.; Barbosa, A.A.A.","14","1995","08","10",NA,"Brasil","Minas Gerais","Uberlândia","Reserva do Clube Caça e Pesca Itororó","-48.2771987915039","-18.9186000823975",NA,"Árvore, ca. 4 m. Flores creme e frutos imaturos verde.; Cerrado s.s.","HUFU00026404","HUFU00026404",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA
"103","2020-08-20 14:55:52-03","UFSC","FLOR","46261","PreservedSpecimen","Plantae",NA,"Ericales","Symplocaceae","Symplocos","rhamnifolia","Symplocos rhamnifolia","A.DC.","França, F.; Melo, E.; Queiroz, L.P. de & Ganev, W.","1256","1995","07","09",NA,"Brasil","Bahia","Abaíra","Caminho Boa Vista para Bicota.","-41.6636009216309","-13.2496995925903",NA,"árvore com tronco suberoso, ramos mutantes, flores com pétalas brancas, filetes brancos e ovário esverdeado, 6m altura","FLOR0046261",NA,NA,"1200","1200",NA,NA,NA,NA,NA,NA,NA,"26531","auto",NA,NA,NA,NA
"104","2017-09-11 17:14:08-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Symplocaceae","Symplocos","rhamnifolia","Symplocos rhamnifolia","A.DC.","Blanchet, JS","3244",NA,NA,NA,"Southern America","Brazil","Bahia",NA,"Crescit in prov. Bahia ad Igreja Velha.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2014-09-23 11:02:25-03","G","G-DC","G00142411","S","Plantae",NA,NA,"Symplocaceae","Symplocos","rhamnifolia","Symplocos rhamnifolia","A. DC.","Blanchet, J. S.","3244","1841",NA,"00","AMERIQUE DU SUD","Brazil","Bahia",NA,NA,"-41.99722222","-12.18305556",NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=122155&base=img&lang=en","G00142411","G00142411","CAT.HERB.PRODR.",NA,NA,"HOLOTYPUS of Symplocos rhamnifolia A. DC.",NA,"-41.99722222","-12.18305556",NA,"2007","01",NA,NA,"01",NA,NA,NA
"106","2020-10-22 10:13:53-03","IBt","SP","348806","S","Plantae",NA,NA,"Symplocaceae","Symplocos","rhamnifolia","Symplocos rhamnifolia","A.DC.","Laessoe, T","H53305","1992","03","23",NA,"Brasil","Bahia","Abaíra",NA,"-41.6636009216309","-13.2496995925903",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26531","auto",NA,NA,NA,NA
"107","2020-10-22 10:13:53-03","IBt","SP","351650","S","Plantae",NA,NA,"Symplocaceae","Symplocos","rhamnifolia","Symplocos rhamnifolia","A.DC.","Melo, E","3399","2001","04","20",NA,"Brasil","Bahia","Morro do Chapéu",NA,"-41.1561012268066","-11.5500001907349",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"98143","auto",NA,NA,NA,NA
"108","2014-09-23 10:59:50-03","G","G","G00164146","S","Plantae",NA,NA,"Symplocaceae","Symplocos","rhamnifolia","Symplocos rhamnifolia","A. DC.","Blanchet, J. S.","3244",NA,NA,NA,"AMERIQUE DU SUD","Brazil",NA,NA,NA,"-53.08972222","-10.77305556",NA,"Coordinate uncertainty: Precision at the level of country Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=167635&base=img&lang=en","G00164146","G00164146","Bida, A.",NA,NA,"ISOTYPUS of Symplocos rhamnifolia A. DC.",NA,"-53.08972222","-10.77305556",NA,"1994","01",NA,NA,"01",NA,NA,NA
"109","2014-09-23 10:59:50-03","G","G","G00016293","S","Plantae",NA,NA,"Symplocaceae","Symplocos","rhamnifolia","Symplocos rhamnifolia","A. DC.","Blanchet, J. S.","3244",NA,NA,NA,"AMERIQUE DU SUD","Brazil",NA,NA,NA,"-53.08972222","-10.77305556",NA,"Coordinate uncertainty: Precision at the level of country Image URL: No picture available on the institution's web site","G00016293",NA,"?",NA,NA,"TYPUS of Symplocos rhamnifolia A. DC.",NA,"-53.08972222","-10.77305556",NA,NA,NA,NA,NA,NA,NA,NA,NA
