"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","typeStatus"
"17","2015-10-02 04:52:05-03","MNHN","RECOLNAT_MNHN_P","P00163052","PreservedSpecimen",NA,"Myrtaceae","Myrcia","diaphana","Myrcia diaphana","(O.Berg) N.Silveira",NA,NA,NA,NA,"Sello",NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00163052' target='other'> <mi>dwc_moreinfo</mi></a>","P00163052","P00163052_01",NA,NA,NA,"hb",NA,NA,NA,NA
"18","2020-12-11 11:39:23-03","UFMG","BHCB","97181","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","diaphana","Myrcia diaphana","(O.Berg) N.Silveira",NA,"2005",NA,NA,"Júnior, AJF; Antunes, K; Valente, AMS; Matozinhos, CN; Assis, LCS; Neto, OJB; Nobre, PH; Sal","123","2004","02","25","Brasil","Minas Gerais","Rio Preto","Serra da Cavaleira D'anta, Fazenda da Tiririca. Estrada de acesso à Fazenda Tiririca.","-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,"Árvore com ca. 10m; frutos vermelho claro e escuro.","BHCB012614","BHCB012614","Dicotyledon",NA,"Southern America",NA,"20815","auto",NA,NA
"19","2021-02-11 17:20:44-03","UFPR","UPCB","2472","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","diaphana","Myrcia diaphana","(O.Berg) N.Silveira","Lannoy, L.C.","2018","09","25","Mattos, A.de",NA,"1949","09",NA,"Brasil","Paraná",NA,"Monte Alegre",NA,NA,NA,NA,NA,NA,NA,"UPCB0024766","UPCB0024766",NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-02-11 17:20:44-03","UFPR","UPCB","5973","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","diaphana","Myrcia diaphana","(O.Berg) N.Silveira","Lannoy, L.C.","2018","11",NA,"Hatschbach, G.","13386","1966","12","30","Brasil","Paraná","Guaratuba","Pedra Branca de Araraquara","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"Arvoreta, 6m, flor alva. Mata..","UPCB0024105","UPCB0024105",NA,NA,NA,NA,"41937","auto",NA,NA
"21","2021-02-11 17:20:44-03","UFPR","UPCB","3532","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","diaphana","Myrcia diaphana","(O.Berg) N. Silveira","Lannoy, L.C.","2018","09","25","Hatschbach, G.","8700","1961","11","05","Brasil","Paraná","Guaratuba","Pedra Branca de Araraquara","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"Arvoreta, flor alva. Mata às margens de rio..","UPCB0024080","UPCB0024080",NA,NA,NA,NA,"41937","auto",NA,NA
"22","2020-07-10 09:47:57-03","MBML","MBML-HERBARIO","16189",NA,"Plantae","Myrtaceae","Myrcia","diaphana","Myrcia diaphana","(O.Berg) N.Silveira","M. Sobral/Março-2007",NA,NA,NA,"L. Kollmann; et al","5413","2002","01","30","Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075","40W33'11","19S54'27",NA,NA,"Arvoreto 6m. Frutos vermelhos e pretos.","MBML016189","MBML016189",NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-07-10 09:47:57-03","MBML","MBML-HERBARIO","44467",NA,"Plantae","Myrtaceae","Myrcia","diaphana","Myrcia diaphana","(O.Berg) N.Silveira","M. Sobral/Março-2016",NA,NA,NA,"F. Z. Saiter; A.Z. Monico","338","2009","11","27","Brasil","Espírito Santo","Santa Maria de Jetibá","São Sebastião de Belém, fragmento florestal do Projeto Muriqui","-40.7461013793945","-20.040599822998",NA,NA,NA,NA,"Com flores brancas, ao lado da árvore fonte MP 020","MBML044467","MBML044467",NA,NA,NA,NA,"31867","auto",NA,NA
"24","2017-11-24 14:11:46-02","UFLA","ESAL","18839","S","Plantae","Myrtaceae","Myrcia","diaphana","Myrcia diaphana","(O.Berg) N.Silvei","M. Sobral",NA,NA,NA,"Van den Berg, E","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Poços de Caldas","rio das antas","-46.5614013671875","-21.7877998352051",NA,NA,NA,NA,"árvore; ; ;",NA,NA,NA,NA,NA,NA,"23696","auto",NA,NA
"25","2019-11-22 16:09:16-03","UEFS","HUEFS","87906","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","diaphana","Myrcia diaphana","(O.Berg) N.Silveira",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HUEFS0087906",NA,"Angiospermae","Myrtales",NA,NA,NA,NA,"Rosanae","Tipo"
"26","2019-09-04 19:14:13-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Myrtaceae","Aulomyrcia","diaphana","Aulomyrcia diaphana",NA,NA,NA,NA,NA,"F. Sellow",NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,"Spermatophyta",NA,"South America",NA,NA,NA,"Dicotyledoneae","Isotype"
"27","2019-01-23 11:02:18-02","F","FMNH-SEEDPLANTS","V0064708F","PreservedSpecimen","Plantae","Myrtaceae","Aulomyrcia","diaphana","Aulomyrcia diaphana",NA,NA,NA,NA,NA,"F. Sellow",NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"V0064708F","V0064708F_01","Spermatophyta",NA,"South America",NA,NA,NA,"Dicotyledoneae","Isotype"
"28","2020-11-23 11:39:24-03","IAC","IAC","43133","S","Plantae","Myrtaceae-2.Myrtoideae","Myrcia","diaphana","Myrcia diaphana","(O.Berg) N.Silveira","M.E.G. Sobral","2012","06","08","L.C. Bernacci; G.A.D.C. Franco; G. Durigan; E.L.M. Catharino; E.Q. Santos & E. Furlan","3426","2000","08","08","Brasil","São Paulo","Ibiúna","Próximo ao distrito de Caucaia do Alto (Cotia - SP), fragmento Pedro, indivíduo P 80.3","-47.092482","-23.714883","-47.092482","-23.714883",NA,NA,"sp1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-11-23 11:39:24-03","IAC","IAC","48586","S","Plantae","Myrtaceae-2.Myrtoideae","Myrcia","diaphana","Myrcia diaphana","(O.Berg) N.Silveira","E. Ramos & T.B. Conforti","2006","10","24","E. Ramos & T.B. Conforti","121","2006","10","24","Brasil","Minas Gerais","Caldas","Balneário de Pocinhos","-46.3861","-21.9236","-46.3861","-21.9236",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-12-09 10:46:08-03","UFSJ","HUFSJ","5066","S","Plantae","Myrtaceae","Myrcia","diaphana","Myrcia diaphana","(O.Berg) N.Silveira","Sobral, M","2013",NA,NA,"Magalhães Silva, MR; et al.","34","2012","12","08","Brasil","Minas Gerais","Monte Verde de Cima","Trilha para a Cachoeira do Arco Íris.",NA,NA,NA,NA,NA,NA,"Arbusto ca. 1m. Frutos imaturos verdes, beira da trilha.","HUFSJ005066",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-12-09 10:46:08-03","UFSJ","HUFSJ","3331","S","Plantae","Myrtaceae","Myrcia","diaphana","Myrcia diaphana","(O.Berg) N.Silveira","Sobral, M","2012",NA,NA,"Boone, W","773","1985","09","19","Brasil","Espírito Santo","Santa Teresa",NA,"-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"Árvore com 8m, DAP 12 cm, ramos da inflorescência, botões e frutos com manchas avermelhadas.","HUFSJ003331",NA,NA,NA,NA,NA,"23813","auto",NA,NA
"32","2019-02-27 14:03:05-03","UFSJ","HUFSJ","3332","S","Plantae","Myrtaceae","Myrcia","diaphana","Myrcia diaphana","(O.Berg) N.Silveira","Sobral, M","2012",NA,NA,"Demuner, V; Bausen, E","669","2000","02","01","Brasil","Espírito Santo","Santa Teresa","Pedra da Onça. Ao lado da trilha, lado esuqerdo subindo a rocha.","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"Arbusto de 4m, frutos imaturos de cor verde.","HUFSJ003332",NA,NA,NA,NA,NA,"23813","auto",NA,NA
"33","2019-02-27 14:03:05-03","UFSJ","HUFSJ","5104","S","Plantae","Myrtaceae","Myrcia","diaphana","Myrcia diaphana","(O.Berg) N.Silveira","Sobral, M","2013",NA,NA,"Kollmann, L; Bausen, E","1475","1999","01","06","Brasil","Espírito Santo","Santa Teresa","Reserva Biológica de Santa Lúcia.","-40.6002998352051","-19.9356002807617",NA,NA,"650","650","Arbusto de 3m, frutos pretos maduros.","HUFSJ005104",NA,NA,NA,NA,NA,"23813","auto",NA,NA
"34","2020-11-12 17:02:00-03","UEL","FUEL","44035","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","diaphana","Myrcia diaphana","(O.Berg) N.Silveira","Sobral, M","2009","07","31","Estevan, DA; et al.","1025","2005","07","05","Brasil","Paraná","Ventania","Fazenda Califórnia de Henrique Sato","-50.308417","-24.143083","-50.308417","-24.143083",NA,NA,NA,"FUEL012091",NA,"Tracheophyta","Myrtales",NA,NA,NA,NA,NA,NA
"35","2020-11-12 17:02:00-03","UEL","FUEL","22660","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","diaphana","Myrcia diaphana","(O.Berg) N.Silveira","Sobral, M","2009","07","31","Francisco, EM; Cavalheiro, AL; Fadelli, L; Teixeira, OM","s.n.","1998","10","30","Brasil","Paraná","São Jerônimo da Serra","Rancho Carolina, bosque da sede, bosque da sede","-50.7411003112793","-23.7275009155273",NA,NA,NA,NA,NA,"FUEL012090",NA,"Tracheophyta","Myrtales",NA,NA,"30511","auto",NA,NA
"36","2019-11-21 10:12:03-03","IBt","SP","198431","S","Plantae","Myrtaceae","Myrcia","diaphana","Myrcia diaphana","(O.Berg) N.Silveira","Kawasaki, ML","1998",NA,NA,"Forero, E; Jung, SL; Melo, MMRF; Wanderley, MGL; Barros, F","8419","1980","09","24","Brasil","São Paulo","Mogi Guaçu","Fazenda Campininha, Pádua Sales","-46.9421997070312","-22.372200012207",NA,NA,"600","600",NA,NA,NA,NA,NA,NA,NA,"39309","auto",NA,NA
"37","2019-11-21 10:12:03-03","IBt","SP","64850","S","Plantae","Myrtaceae","Myrcia","diaphana","Myrcia diaphana","(O.Berg) N.Silveira","Kawasaki, ML","1998",NA,NA,"Mattos, J","9648","1961","12","28","Brasil","São Paulo","Mogi Guaçu","perto de Pádua Sales, Fazenda Campininha. Num capão;","-46.9421997070312","-22.372200012207",NA,NA,NA,NA,"Árvore 4m alt., frutos imaturos.","SP029749","SP029749",NA,NA,NA,NA,"39309","auto",NA,NA
