"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","class","order","continentOcean","phylum","coordinatePrecision","geoFlag","fieldNumber","preparationType","individualCount"
"11","2019-11-21 14:44:02-03","UFJF","CESJ","56576","PreservedSpecimen","Plantae","Ranunculaceae","Anemone","sellowii","Anemone sellowii","Pritz.","D.S. Santiago","2013","02",NA,"L. Menini Neto; F.R.G. Salimena; V.A.O. Dittrich; F.S. Souza; L.C.Pereira; R.Macedo; P.H. Nobre","793","2010","07","25","Brasil","MInas Gerais","Baependi","Parque Estadual da Serra do Papagaio, Mata de Araucaria. 22º 08.279S, 44º 43.528W. 1644 m.s.m.","-44.731333","-22.141083","-44.731333","-22.141083","1644","1644","Erva terrestre, no interior de floresta de Araucaria e Podocarpus. Frequente entre 1700 e 2000 m alt., em ambiente úmido. Folhas discolores, pecíolo róseo, flores com sépalas e pétalas alvas, às vezes com a face abaxial rósea.","CESJ056576",NA,NA,NA,"América do Sul","Angiosperma",NA,NA,NA,NA,NA
"12","2019-11-21 14:44:02-03","UFJF","CESJ","60245","PreservedSpecimen","Plantae","Ranunculaceae","Anemone","sellowii","Anemone sellowii","Pritz.","D.S. Santiago","2013","02",NA,"D.S. Santiago; J. H. Campos","84","2012","08","16","Brasil","MInas Gerais","Baependi","Parque Estadual da Serra do Papagaio","-44.8899993896484","-21.9589004516602",NA,NA,NA,NA,"Erva, ca. 20 cm, face interna das pétalas alvas e face externa lilases. Face abaxial da folha e caule levemente arroxeados. No interior da Mata de Araucária, próximo a casa do pesquisador.","CESJ060245",NA,NA,NA,"América do Sul","Angiosperma","29865","auto",NA,NA,NA
"13","2019-11-21 14:44:02-03","UFJF","CESJ","60955","PreservedSpecimen","Plantae","Ranunculaceae","Anemone","sellowii","Anemone sellowii","Pritz.",NA,NA,NA,NA,"D.S. Santiago; R.J.V.Alves; K. Antunes","233","2012","11","23","Brasil","MInas Gerais","Baependi","Parque Estadual da Serra do Papagaio, No interior da Mata de Araucária.","-44.8899993896484","-21.9589004516602",NA,NA,NA,NA,"Erva, ca. 15 cm. Área úmida, pétalas brancas. Obs.: Ocorreu como epífita acidental.","CESJ060955",NA,NA,NA,"América do Sul","Angiosperma","29865","auto",NA,NA,NA
"14","2019-11-21 14:44:02-03","UFJF","CESJ","60967","PreservedSpecimen","Plantae","Ranunculaceae","Anemone","sellowii","Anemone sellowii","Pritz.",NA,NA,NA,NA,"D.S. Santiago; F.R.G. Salimena; P.H. Nobre","245","2012","11","24","Brasil","MInas Gerais","Baependi","Parque Estadual da Serra do Papagaio, No interior da Mata de Araucária.","-44.8899993896484","-21.9589004516602",NA,NA,NA,NA,"Erva, ca. 40 cm. Fruto verde.","CESJ060967",NA,NA,NA,"América do Sul","Angiosperma","29865","auto",NA,NA,NA
"15","2021-03-01 16:38:42-03","UNICAMP","UEC","80700","S","Plantae","Ranunculaceae","Anemone","sellowii","Anemone sellowii","Pritz.","Marcondes-Ferreira, W","2008","11",NA,"Kirizawa, M","223","1978","08","20","Brazil","São Paulo",NA,"Casa Grande",NA,NA,NA,NA,NA,NA,"Pedunculo carnoso. Pétalas branco-roseas externamente.; Barranco pedregoso, úmido, na sombra da mata.","UEC171535","UEC171535",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"16","2021-03-01 16:38:42-03","UNICAMP","UEC","94391","S","Plantae","Ranunculaceae","Anemone","sellowii","Anemone sellowii","Pritz.","Marcondes-Ferreira, W","2008","11",NA,"Silva, L","5844","1940","11","21","Brazil","São Paulo",NA,"Est. Exp. Boracea",NA,NA,NA,NA,NA,NA,"Herbáceo.","UEC171534","UEC171534",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"17","2019-08-20 10:23:43-03","UNICAMP","UEC","120102","S","Plantae","Ranunculaceae","Anemone","sellowii","Anemone sellowii","Pritz.","Meireles, LD","2002","11",NA,"Meireles, LD","425","2001","06","30","Brazil","Minas Gerais","Camanducaia","Monte Verde, Floresta Ombrófila Densa Alto-Montana","-46.1446990966797","-22.7553005218506",NA,NA,NA,NA,"Erva rizomatosa, folhas róseas, estames brancos, carpídeos verdes.","UEC087153","UEC087153",NA,NA,NA,"Magnoliopsida","22140","auto",NA,NA,NA
"18","2019-08-20 10:23:43-03","UNICAMP","UEC","120147","S","Plantae","Ranunculaceae","Anemone","sellowii","Anemone sellowii","Pritz.","Meireles, LD","2002","11",NA,"Meireles, LD","295","2001","05","15","Brazil","Minas Gerais","Camanducaia","Monte Verde, Floresta Ombrófila Densa Alto-Montana","-46.1446990966797","-22.7553005218506",NA,NA,NA,NA,"Erva rizomatosa, folhas com pecíolos e face abaxial arroxeados ou não, flores com pétalas alvas-lilases, estames brancos e aquênios.","UEC057036","UEC057036",NA,NA,NA,"Magnoliopsida","22140","auto",NA,NA,NA
"19","2021-03-01 16:38:42-03","UNICAMP","UEC","83903","S","Plantae","Ranunculaceae","Anemone","sellowii","Anemone sellowii","Pritz.",NA,NA,NA,NA,"Koch, I; Árbocz, GF; Macias, L; Goldenberg, R; Belinello, R","503","1996","05","24","Brazil","Rio de Janeiro","Itatiaia","Estr. vicinal de acesso ao Pico das Agulhas Negras","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,"Erva inteira, estolonífera, flores rosas, estógma vináceo no subosque.; mata de altitude","UEC171538","UEC171538",NA,NA,NA,"Magnoliopsida","19648","auto",NA,NA,NA
"20","2021-03-01 16:38:42-03","UNICAMP","UEC","85216","S","Plantae","Ranunculaceae","Anemone","sellowii","Anemone sellowii","Pritz.","Marcondes-Ferreira, W","2008","11",NA,"Kiyama, CY; Rossi, L; Simão-Bianchini, R; Shirasuna, RT; Rossi, L","33","1994","09","04","Brazil","São Paulo","Salesópolis","Estação Biológica de Boracéia - Estrada, Mata próxima a baragem do Rio Claro.","-45.8400001525879","-23.5300006866455",NA,NA,NA,NA,"Erva, folhas com faze adacial verde e abaxial lilás com nervuras mais escuras. Cálice lilás, corola mais clara.","UEC171536","UEC171536",NA,NA,NA,"Magnoliopsida","18032","auto",NA,NA,NA
"21","2021-03-01 16:38:42-03","UNICAMP","UEC","108726","S","Plantae","Ranunculaceae","Anemone","sellowii","Anemone sellowii","Pritz.","Semir, J; Bittrich, V","1999","09",NA,"Freitas, L","698","1999","08","18","Brazil","São Paulo","São José do Barreiro","Campo de altitude","-44.5699996948242","-22.6399993896484",NA,NA,NA,NA,"Erva, 20cm. Corola branco com pequenas manchas purpúreas, fineceu verde, anteras branco esverdeado.","UEC171537","UEC171537",NA,NA,NA,"Magnoliopsida","30784","auto",NA,NA,NA
"22","2020-10-14 10:05:51-03","FURB","FURB","33726","PreservedSpecimen","Plantae","Ranunculaceae","Anemone","sellowii","Anemone sellowii","Pritz.","Verdi M.","2020","04","12","Dreveck, S.; Verdi, M.","2429","2010","10","13","Brasil","Santa Catarina","São Bento do Sul","Minas de Caulin - APA Rio Vermelho/Humbold.","-49.2238889","-26.2819445","-49.2238889","-26.2819445","995","995","Plano de Manejo APA do Rio Vermelho/Humbold - local de ocorrência de Chusquea, parte abaxial da flor rosada. Habitat: Floresta Ombrófila Mista; Estágio Médio Habito: erva terrícola; flor estames e flor branca","FURB40367","FURB40367",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-11-08 08:55:47-03","FURB","FURB","54463","PreservedSpecimen","Plantae","Ranunculaceae","Anemone","sellowii","Anemone sellowii","Pritz.","Funez, L.A.","2017","08",NA,"Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","699","2017","07","27","Brasil","Santa Catarina","Rio dos Cedros",NA,"-49.32","-26.55","-49.3200000","-26.5500000","893","893","flor branca Habitat: interior da U.A. Habito: erva","FURB54463","FURB54463",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-10-14 10:05:51-03","FURB","FURB","60424","PreservedSpecimen","Plantae","Ranunculaceae","Anemone","sellowii","Anemone sellowii","Pritz.","Kassner-Filho, A.","2018","08","16","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Althoff, L.F.","3300","2018","08","16","Brasil","Santa Catarina","São Bonifácio",NA,"-48.8719445","-27.8983333","-48.8719445","-27.8983333",NA,NA,"flor branca, verso da pétala rosada Habitat: interior da unidade amostral Habito: erva terrícola","FURB60424","FURB60424",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-12-21 16:42:30-03","MBM","MBM","38362","PreservedSpecimen","Plantae","Ranunculaceae","Anemone","sellowii","Anemone sellowii","Pritzel","Lourteig, A.",NA,NA,NA,"Hatschbach, G.","12033",NA,NA,NA,"Brazil","Paraná","Quatro Barras","Monte Alegre","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,NA,"MBM038362","MBM038362",NA,NA,"Southern America",NA,"17116","auto",NA,NA,NA
"26","2015-09-04 01:30:50-03","MNHN","RECOLNAT_MNHN_P","P02377908","PreservedSpecimen",NA,"Ranunculaceae","Anemone","sellowii","Anemone sellowii","Pritz.",NA,NA,NA,NA,"Vianna, S.",NA,"1951","3","1","Brasil","São Paulo",NA,"Barreiro, Co.; Serra da Bocaina; Lageado Farm.",NA,NA,NA,NA,"1600",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02377908' target='other'> <mi>dwc_moreinfo</mi></a>","P02377908","P02377908_01",NA,NA,NA,NA,NA,NA,"2753","hb",NA
"27","2015-09-04 01:30:50-03","MNHN","RECOLNAT_MNHN_P","P02377909","PreservedSpecimen",NA,"Ranunculaceae","Anemone","sellowii","Anemone sellowii","Pritz.",NA,NA,NA,NA,"Reitz|Klein",NA,"1960","9","7","Brasil","Santa Catarina",NA,"Serra da BOa Vista, São José.",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02377909' target='other'> <mi>dwc_moreinfo</mi></a>","P02377909","P02377909_01",NA,NA,NA,NA,NA,NA,"9863","hb",NA
"28","2015-09-04 01:30:50-03","MNHN","RECOLNAT_MNHN_P","P02377910","PreservedSpecimen",NA,"Ranunculaceae","Anemone","sellowii","Anemone sellowii","Pritz.",NA,NA,NA,NA,"Smith, L.B.|Klein, R.",NA,"1956","11","24","Brasil","Santa Catarina",NA,"Campina, Riozinho, Bom Retiro.",NA,NA,NA,NA,"1000",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02377910' target='other'> <mi>dwc_moreinfo</mi></a>","P02377910","P02377910_01",NA,NA,NA,NA,NA,NA,"7913","hb",NA
"29","2015-09-04 01:30:50-03","MNHN","RECOLNAT_MNHN_P","P02377911","PreservedSpecimen",NA,"Ranunculaceae","Anemone","sellowii","Anemone sellowii","Pritz.",NA,NA,NA,NA,"Reitz|Kelin",NA,"1957","10","24","Brasil","Santa Catarina",NA,"Serra da Boa Vista, S. José.",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02377911' target='other'> <mi>dwc_moreinfo</mi></a>","P02377911","P02377911_01",NA,NA,NA,NA,NA,NA,"5398","hb",NA
"30","2015-09-04 01:30:50-03","MNHN","RECOLNAT_MNHN_P","P02377912","PreservedSpecimen",NA,"Ranunculaceae","Anemone","sellowii","Anemone sellowii","Pritz.",NA,NA,NA,NA,"Reitz|Klein",NA,"1957","10","24","Brasil","Santa Catarina",NA,"Serra da Boa Vista, S. José.",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02377912' target='other'> <mi>dwc_moreinfo</mi></a>","P02377912","P02377912_01",NA,NA,NA,NA,NA,NA,"5398","hb",NA
"31","2015-06-18 11:52:30-03","MNHN","RECOLNAT_MNHN_P","P00674184","PreservedSpecimen",NA,"Ranunculaceae","Anemone","sellowii","Anemone sellowii","Pritz.","Lourteig",NA,NA,NA,"Princesse Isabel|Glaziou, A.",NA,"1872","4","1","Brésil","Rio de Janero",NA,"Itatiaia",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00674184' target='other'> <mi>dwc_moreinfo</mi></a>","P00674184","P00674184_01",NA,NA,NA,NA,NA,NA,NA,"hb",NA
"32","2015-09-04 01:30:49-03","MNHN","RECOLNAT_MNHN_P","P02377903","PreservedSpecimen",NA,"Ranunculaceae","Anemone","sellowii","Anemone sellowii","Pritz.",NA,NA,NA,NA,"Glaziou",NA,"1871","6","7","Brasil","Rio de Janeiro","Itatiaia",NA,"-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02377903' target='other'> <mi>dwc_moreinfo</mi></a>","P02377903","P02377903_01",NA,NA,NA,NA,"19648","auto","4744","hb",NA
"33","2015-09-04 01:30:50-03","MNHN","RECOLNAT_MNHN_P","P02377913","PreservedSpecimen",NA,"Ranunculaceae","Anemone","sellowii","Anemone sellowii","Pritz.",NA,NA,NA,NA,"Kuhlmann, M.",NA,"1958","3","15","Brasil","São Paulo","Salesópolis","Boracéia, margens do rio Claro.","-45.8400001525879","-23.5300006866455",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02377913' target='other'> <mi>dwc_moreinfo</mi></a>","P02377913","P02377913_01",NA,NA,NA,NA,"18032","auto","4333","hb",NA
"34","2015-09-04 01:30:50-03","MNHN","RECOLNAT_MNHN_P","P02377914","PreservedSpecimen",NA,"Ranunculaceae","Anemone","sellowii","Anemone sellowii","Pritz.",NA,NA,NA,NA,"Kuhlmann, M.",NA,"1949","11","25","Brasil","São Paulo","Campos do Jordão","Fazenda da Guarda.","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02377914' target='other'> <mi>dwc_moreinfo</mi></a>","P02377914","P02377914_01",NA,NA,NA,NA,"21048","auto","2186","hb",NA
"35","2015-09-04 01:30:49-03","MNHN","RECOLNAT_MNHN_P","P02377902","PreservedSpecimen",NA,"Ranunculaceae","Anemone","sellowii","Anemone sellowii","Pritz.",NA,NA,NA,NA,"Glaziou, A.",NA,"1871","6","7","Brasil","Rio de Janeiro","Itatiaia","ItBrésil (Rio Janeiro_ Itatiaia.","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02377902' target='other'> <mi>dwc_moreinfo</mi></a>","P02377902","P02377902_01",NA,NA,NA,NA,"19648","auto","4744","hb",NA
"36","2015-09-04 01:30:49-03","MNHN","RECOLNAT_MNHN_P","P02377901","PreservedSpecimen",NA,"Ranunculaceae","Anemone","sellowii","Anemone sellowii","Pritz.",NA,NA,NA,NA,"Hatschbach, G.",NA,"1964","12","15","Brasil","Paraná","Quatro Barras","Monte Alegre.","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02377901' target='other'> <mi>dwc_moreinfo</mi></a>","P02377901","P02377901_01",NA,NA,NA,NA,"17116","auto","12033","hb",NA
"37","2015-09-04 01:30:50-03","MNHN","RECOLNAT_MNHN_P","P02377915","PreservedSpecimen",NA,"Ranunculaceae","Anemone","sellowii","Anemone sellowii","Pritz.",NA,NA,NA,NA,"Hunt, D.R.",NA,"1966","7","23","Brasil","Rio de Janeiro","Itatiaia","Parque Nacional.","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02377915' target='other'> <mi>dwc_moreinfo</mi></a>","P02377915","P02377915_01",NA,NA,NA,NA,"19648","auto","6401","hb",NA
"38","2015-09-04 01:30:50-03","MNHN","RECOLNAT_MNHN_P","P02377907","PreservedSpecimen",NA,"Ranunculaceae","Anemone","sellowii","Anemone sellowii","Pritz.",NA,NA,NA,NA,"Smith, L.B.|Klein, R.",NA,"1956","11","24","Brasil","Santa Catarina","Bom Retiro","Pinheiral.","-49.489200592041","-27.7971992492676",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02377907' target='other'> <mi>dwc_moreinfo</mi></a>","P02377907","P02377907_01",NA,NA,NA,NA,"35974","auto","7913","hb",NA
"39","2015-09-04 01:30:49-03","MNHN","RECOLNAT_MNHN_P","P02377904","PreservedSpecimen",NA,"Ranunculaceae","Anemone","sellowii","Anemone sellowii","Pritz.",NA,NA,NA,NA,"Dusén, P.",NA,NA,"7","14","Brasil","Rio de Janeiro","Itatiaia","Serra do Itatiaia.","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02377904' target='other'> <mi>dwc_moreinfo</mi></a>","P02377904","P02377904_01",NA,NA,NA,NA,"19648","auto",NA,"hb",NA
"40","2018-11-21 08:06:00-02","MO","MOBOT","101082959","PreservedSpecimen","Plantae","Ranunculaceae","Anemone","sellowii","Anemone sellowii","Pritz.","Sara B. Hoot (UWM)",NA,NA,NA,"Alexander C. Brade","Brade 21191","1951","10","10","Brazil","São Paulo",NA,"Estado de São Paulo-Serra da Bocaina.",NA,NA,NA,NA,"1600.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,"1"
"41","2018-11-21 08:52:00-02","MO","MOBOT","101082974","PreservedSpecimen","Plantae","Ranunculaceae","Anemone","sellowii","Anemone sellowii","Pritz.","Sara B. Hoot (UWM)",NA,NA,NA,"Per Dusén","Dusén 685","1902","7","14","Brazil",NA,NA,"Serra do Itatiaia, inter 1 a Maciera et Mont Serrat in silva.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,"1"
"42","2011-02-18 15:11:00-02","MO","MOBOT","3416329","PreservedSpecimen","Plantae","Ranunculaceae","Anemone","sellowii","Anemone sellowii","Pritz.","M.E. Olson",NA,NA,NA,"Apparicio P. Duarte","Duarte 3843","1954","7","12","Brazil","Rio de Janeiro",NA,"Estado do Rio , Serra do Itatiaia, Registro.",NA,NA,NA,NA,"1600.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA
"43","2020-09-04 16:38:11-03","FVD","FVD","98","MachineObservation","Plantae","Ranunculaceae","Anemone","sellowii","Anemone sellowii","Pritz.","M.O. Pellegrini","2018","06",NA,NA,NA,"2014","09","14","Brasil","Minas Gerais","Santa Rita de Jacutinga","Serra da Bandeira","-45.993611","-22.021667","45°59'37W","22°01'18S","1610","1610","Erva com perianto alvo e estames amarelos em interior de mata úmida; Domínio fitogeográfico: Floresta atlântica; Vegetação: Floresta montana","FVD00098","FVD00098_v1 FVD00098_v2 FVD00098_v3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-07-15 14:43:36-03","UNESP-RC","HRCB","65026","PreservedSpecimen","Plantae","Ranunculaceae","Anemone","sellowii","Anemone sellowii","Pritz.",NA,NA,NA,NA,"Grupo Verde",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia. Trilha dos Três Picos.","-44.604389","-22.431889","044°36'15.8W","22°25'54,8S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-09-12 05:00:02-03","US","US","2444895","PreservedSpecimen","Plantae","Ranunculaceae","Anemone","sellowii","Anemone sellowii","Pritz.",NA,NA,NA,NA,"R. Reitz & R. M. Klein","9863","1960","9","7","Brazil","Santa Catarina","São José","Serra da Boa Vista","-48.627498626709","-27.6152992248535",NA,NA,"1000",NA,NA,"US01341674","US01341674_01","Dicotyledonae","Ranunculales","South America - Neotropics",NA,"12814","auto",NA,NA,"1"
"46","2020-09-12 05:00:02-03","US","US","2121305","PreservedSpecimen","Plantae","Ranunculaceae","Anemone","sellowii","Anemone sellowii","Pritz.",NA,NA,NA,NA,"P. K. Dusén","685","1902","7","14","Brazil",NA,NA,"Serra do Itatiaia",NA,NA,NA,NA,NA,NA,NA,"US01341678","US01341678_01","Dicotyledonae","Ranunculales","South America",NA,NA,NA,NA,NA,"1"
"47","2020-09-12 05:00:02-03","US","US","1483230","PreservedSpecimen","Plantae","Ranunculaceae","Anemone","sellowii","Anemone sellowii","Pritz.",NA,NA,NA,NA,"P. K. Dusén","685","1902","7","14","Brazil","Rio de Janeiro","Itatiaia","Serra do Itatiaia","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,NA,"US01341679","US01341679_01","Dicotyledonae","Ranunculales","South America - Neotropics",NA,"19648","auto",NA,NA,"1"
"48","2020-09-12 05:00:02-03","US","US","762578","PreservedSpecimen","Plantae","Ranunculaceae","Anemone","sellowii","Anemone sellowii","Pritz.",NA,NA,NA,NA,"J. N. Rose & P. G. Russell","20453","1915","7","26","Brazil","Rio de Janeiro","Itatiaia",NA,"-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,NA,"US01341677","US01341677_01","Dicotyledonae","Ranunculales","South America - Neotropics",NA,"19648","auto",NA,NA,"1"
