"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","year","month","day","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","individualCount","typeStatus","class","relatedCatalogItem"
"11","2021-03-24 17:10:02-03","UFES","SAMES","5409","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","coelomatica","Pouteria coelomatica","Rizzini","Giaretta,A.","Giaretta,A.O.","1078",NA,"Brasil","Espírito Santo","São Mateus","Bairro Quadrado. Floresta de restinga sobre cordão arenoso. fundos do campus do CEUNES, próximo ao rio São Mateus.","-39.8588981628418","-18.716100692749",NA,"Frutos verdes, látex leitoso. Habito: Árvore","SAMES05409",NA,"2011","11","30","56510","auto","2011","11","30","-397922222.0","-186877777.0",NA,NA,NA,NA,NA,NA,NA
"12","2019-11-19 14:09:26-03","UFRPE","PEUFR","9266","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","coelomatica","Pouteria coelomatica","Rizzini","C. T. Rizzini","M. T. Monteiro","23500",NA,"Brasil","Bahia","Itamarajú","Fazenda Boa-Vista","-39.5311012268066","-17.0391998291016",NA,"Látex branco em quantidade. Flores esverdeadas, com pouco perfume.","PEUFR009266",NA,"1976","05","04","55932","auto","1971","07","24",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2019-12-06 19:30:21-03","UFES","VIES","25209","S","Plantae",NA,NA,"Sapotaceae","Pouteria","coelomatica","Pouteria coelomatica","Rizzini",NA,"Assis, A.M.; Cribari, R.S.; Santos, J.","4451",NA,"Brasil","Espírito Santo","Presidente Kennedy","Restinga entre Marobá e Praia das Neves.","-40.951111","-21.240556",NA,NA,"VIES025209","VIES025209",NA,NA,NA,NA,NA,"2017","11","24","40º57'4''W","21º14'26''S","8","8",NA,NA,NA,NA,NA
"14","2019-12-06 19:30:21-03","UFES","VIES","25307","S","Plantae",NA,NA,"Sapotaceae","Pouteria","coelomatica","Pouteria coelomatica","Rizzini",NA,"Assis, A.M.; Cribari, R.S.; Santos, J.","4449",NA,"Brasil","Espírito Santo","Presidente Kennedy","Restinga entre Marobá e Praia das Neves.","-40.9525","-21.225556",NA,NA,"VIES025307","VIES025307",NA,NA,NA,NA,NA,"2017","11","25","40º57'9''W","21º13'32''S","8","8",NA,NA,NA,NA,NA
"15","2019-12-06 19:30:21-03","UFES","VIES","25775","S","Plantae",NA,NA,"Sapotaceae","Pouteria","coelomatica","Pouteria coelomatica","Rizzini",NA,"Assis, A.M.; Cipriano, R. & Coutinho, H.","2934",NA,"Brasil","Espírito Santo","Conceição da Barra","APA de Conceição da Barra - Quadrado - restinga plesitocênica.","-39.7775","-18.646389",NA,NA,"VIES025775","VIES025775",NA,NA,NA,NA,NA,"2012","01","04","39º46'39''W","18º38'47''S","16","16",NA,NA,NA,NA,NA
"16","2021-02-12 18:12:33-03","UFES","VIES","36991","S","Plantae",NA,NA,"Sapotaceae","Pouteria","coelomatica","Pouteria coelomatica","Rizzini",NA,"Gurtler, J.; Dutra, S.C.","JAC 509",NA,"Brasil","Espírito Santo","Nova Venécia","Fazenda Santa Rita. Ao pé da pedra da torre (P7).","-40.439444","-18.782222",NA,NA,"VIES036991","VIES036991",NA,NA,NA,NA,NA,"2018","02","23","40º26'22''W","18º46'56''S",NA,NA,NA,NA,NA,NA,NA
"17","2020-04-27 16:11:41-03","UFES","VIES","39363","S","Plantae",NA,NA,"Sapotaceae","Pouteria","coelomatica","Pouteria coelomatica","Rizzini","Wandekoken, D.T.","Wandekoken, D.T.; Lourenço-Junior, J. & Pereira, O.J.","53",NA,"Brasil","Espírito Santo","Guarapari","Parque Estadual Paulo Cesar Vinha.","-40.423889","-20.5975",NA,"Floresta não-inundável.","VIES039363",NA,"2016","10","01",NA,NA,"2016","02","01","40º25'26''W","20º35'51''S",NA,NA,NA,NA,NA,NA,NA
"18","2019-12-06 19:30:21-03","UFES","VIES","45636","S","Plantae",NA,NA,"Sapotaceae","Pouteria","coelomatica","Pouteria coelomatica","Rizzini",NA,"Silva, H.L.; Guarnier, J.C; Mota, R.H; Valadares, R.T.","320",NA,"Brasil","Espírito Santo","Guarapari","Parque Estadual Paulo César Vinha.","-40.411389","-20.602222",NA,NA,"VIES045636","VIES045636",NA,NA,NA,NA,NA,"2019","07","25","40º24'41''W","20º36'8''S",NA,NA,NA,NA,NA,NA,NA
"19","2019-06-27 10:26:52-03","UFES","VIES","23247","S","Plantae",NA,NA,"Sapotaceae","Pouteria","coelomatica","Pouteria coelomatica","Rizzini",NA,"Giaretta, A.O.; Monteiro, M.M. & Oliveira, I.R.","747",NA,"Brasil","Espírito Santo","Conceição da Barra","Itaúnas, Mata de restinga sobre cordão arenoso arenoso próximo de uma área entre cordões dominada por Montrichardia. Área atrás da fazendo Jequitaia.","-39.7322006225586","-18.5932998657227",NA,NA,"VIES023247",NA,NA,NA,NA,"41644","auto","2010","02","04",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-06-27 10:26:52-03","UFES","VIES","36290","S","Plantae",NA,NA,"Sapotaceae","Pouteria","coelomatica","Pouteria coelomatica","Rizzini",NA,"Alves-Araújo, A.; Amorim, B.S.; Maciel, J.R.","1649",NA,"Brasil","Espírito Santo","Conceição da Barra","Parque Estadual de Itaúnas. Trilha da restinga.","-39.7322006225586","-18.5932998657227",NA,NA,"VIES036290","VIES036290",NA,NA,NA,"41644","auto","2014","03","22",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-09-27 18:06:29-03","UFES","VIES","19230","S","Plantae",NA,NA,"Sapotaceae","Pouteria","coelomatica","Pouteria coelomatica","Rizzini","Fabris, L.C.","Fabris, L.C.; Dutra, S.S.","874",NA,"Brasil","Espírito Santo","Linhares","Degredo.","-40.0722007751465","-19.3910999298096",NA,NA,"VIES019230","VIES019230","2008","12","19","48094","auto","2008","12","19",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-04-27 16:11:41-03","UFES","VIES","13814","S","Plantae",NA,NA,"Sapotaceae","Pouteria","coelomatica","Pouteria coelomatica","Rizzini","Siqueira, G.S.","Farias, G.L.","278",NA,"Brasil","Espírito Santo","Linhares","Reserva Biológica de Comboios.","-40.0722007751465","-19.3910999298096",NA,NA,"VIES013814","VIES013814","2009","08","31","48094","auto","1989","05","22",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-09-27 18:06:27-03","UFES","VIES","13654","S","Plantae",NA,NA,"Sapotaceae","Pouteria","coelomatica","Pouteria coelomatica","Rizzini","Siqueira, G.S.","Flores, T.B.; Siqueira, G.","953",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale.","-40.0722007751465","-19.3910999298096",NA,NA,"VIES013654","VIES013654","2010","10","30","48094","auto","2010","10","26",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-06-27 10:26:52-03","UFES","VIES","40048","S","Plantae",NA,NA,"Sapotaceae","Pouteria","coelomatica","Pouteria coelomatica","Rizzini",NA,"Gomes, J.M.L.","4183",NA,"Brasil","Espírito Santo","Presidente Kennedy","Praia das Neves.","-41.0466995239258","-21.0988998413086",NA,NA,"VIES040048","VIES040048",NA,NA,NA,"24088","auto","2015","01","21",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-04-27 16:11:41-03","UFES","VIES","29477","S","Plantae",NA,NA,"Sapotaceae","Pouteria","coelomatica","Pouteria coelomatica","Rizzini","Giaretta, A.O.","Cavalcanti, A.C.S.; Sá, C.F.C.; Araújo, D.S.D. & Pereira, M.C.A.","259",NA,"Brasil","Espírito Santo","Presidente Kennedy","Praia das Neves.","-41.0466995239258","-21.0988998413086",NA,NA,"VIES029477",NA,"2011","10",NA,"24088","auto","2008","10","17",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-04-27 16:11:41-03","UFES","VIES","19599","S","Plantae",NA,NA,"Sapotaceae","Pouteria","coelomatica","Pouteria coelomatica","Rizzini","Fabris, L.C.","Menezes, L.F.T.; Oliveira, A.G.; Souza, M.C.; Monteiro, R.F. & Saavedra, M.M.","1817",NA,"Brasil","Espírito Santo","São Mateus",NA,"-39.8588981628418","-18.716100692749",NA,NA,"VIES019599","VIES019599","2008","11","05","56510","auto","2008","01","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-06-27 10:26:52-03","UFES","VIES","33283","S","Plantae",NA,NA,"Sapotaceae","Pouteria","coelomatica","Pouteria coelomatica","Rizzini",NA,"Moreira, L.N.","45",NA,"Brasil","Espírito Santo","Cachoeiro de Itapemirim","Floresta Nacional Pacotuba.","-41.1128005981445","-20.8488998413086",NA,NA,"VIES033283",NA,NA,NA,NA,"35694","auto","2007","07","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-06-27 10:26:52-03","UFES","VIES","23241","S","Plantae",NA,NA,"Sapotaceae","Pouteria","coelomatica","Pouteria coelomatica","Rizzini",NA,"Giaretta, A.O.; Lopes, L.C.M.; Ribeiro, M. & Amaral, M.V.","690",NA,"Brasil","Espírito Santo","Conceição da Barra","Itaúnas, Mata de restinga sobre cordão arenoso arenoso próximo de uma área entre cordões dominada por Montrichardia. Área atrás da fazendo Jequitaia.","-39.7322006225586","-18.5932998657227",NA,NA,"VIES023241",NA,NA,NA,NA,"41644","auto","2010","01","14",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-06-27 10:26:52-03","UFES","VIES","36315","S","Plantae",NA,NA,"Sapotaceae","Pouteria","coelomatica","Pouteria coelomatica","Rizzini",NA,"Alves-Araújo, A.; Souza, W.O. & Moraes, Q.S.","1750",NA,"Brasil","Espírito Santo","Conceição da Barra","Parque Estadual de Itaúnas. Trilha da restinga.","-39.7322006225586","-18.5932998657227",NA,NA,"VIES036315","VIES036315",NA,NA,NA,"41644","auto","2014","11","06",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-04-27 16:11:41-03","UFES","VIES","13855","S","Plantae",NA,NA,"Sapotaceae","Pouteria","coelomatica","Pouteria coelomatica","Rizzini","Assis, A.M.","Assis, A.M.; Peixoto, L.; Selma, S. & Pereira, O.J.","612",NA,"Brasil","Espírito Santo","Guarapari","Parque Estadual Paulo César Vinha.","-40.5110015869141","-20.6580009460449",NA,NA,"VIES013855","VIES013855","1998","09","03","28401","auto","1998","09","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-04-27 16:11:41-03","UFES","VIES","14763","S","Plantae",NA,NA,"Sapotaceae","Pouteria","coelomatica","Pouteria coelomatica","Rizzini","Assis, A.M.","Assis, A.M.","555",NA,"Brasil","Espírito Santo","Guarapari","Parque Estadual Paulo César Vinha.","-40.5110015869141","-20.6580009460449",NA,NA,"VIES014763","VIES014763","1998","08","23","28401","auto","1998","08","23",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-04-27 16:11:41-03","UFES","VIES","19228","S","Plantae",NA,NA,"Sapotaceae","Pouteria","coelomatica","Pouteria coelomatica","Rizzini","Fabris, L.C.","Fabris, L.C.","858",NA,"Brasil","Espírito Santo","Guarapari","Parque Estadual Paulo César Vinha.","-40.5110015869141","-20.6580009460449",NA,NA,"VIES019228","VIES019228","1992","05","13","28401","auto","1992","05","15",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-04-27 16:11:41-03","UFES","VIES","19822","S","Plantae",NA,NA,"Sapotaceae","Pouteria","coelomatica","Pouteria coelomatica","Rizzini","Assis, A.M.","Assis, A.M.; Pereira, O.J.","620",NA,"Brasil","Espírito Santo","Guarapari","Parque Estadual Paulo César Vinha.","-40.5110015869141","-20.6580009460449",NA,NA,"VIES019822","VIES019822","1998","09","05","28401","auto","1998","09","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-04-27 16:11:41-03","UFES","VIES","19229","S","Plantae",NA,NA,"Sapotaceae","Pouteria","coelomatica","Pouteria coelomatica","Rizzini","Fabris, L.C.","Fabris, L.C.","812",NA,"Brasil","Espírito Santo","Guarapari","Setiba.","-40.5110015869141","-20.6580009460449",NA,NA,"VIES019229","VIES019229","1992","07","08","28401","auto","1992","07","08",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-04-27 16:11:41-03","UFES","VIES","14764","S","Plantae",NA,NA,"Sapotaceae","Pouteria","coelomatica","Pouteria coelomatica","Rizzini","Fabris, L.C.","Fabris, L.C.","811",NA,"Brasil","Espírito Santo","Guarapari","Setiba - Km 33.","-40.5110015869141","-20.6580009460449",NA,NA,"VIES014764","VIES014764","1992","09","24","28401","auto","1992","09","24",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-09-27 18:06:29-03","UFES","VIES","19231","S","Plantae",NA,NA,"Sapotaceae","Pouteria","coelomatica","Pouteria coelomatica","Rizzini","Fabris, L.C.","Fabris, L.C.; et al.","875",NA,"Brasil","Espírito Santo","Linhares","Degredo.","-40.0722007751465","-19.3910999298096",NA,NA,"VIES019231","VIES019231","2008","12","19","48094","auto","2008","12","19",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-04-27 16:11:41-03","UFES","VIES","26446","S","Plantae",NA,NA,"Sapotaceae","Pouteria","coelomatica","Pouteria coelomatica","Rizzini","Fabris, L.C.","Folli, D.A.","2137",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale.","-40.0722007751465","-19.3910999298096",NA,NA,"VIES026446","VIES026446","2010","11","08","48094","auto","1993","12","27",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-04-27 16:11:41-03","UFES","VIES","13949","S","Plantae",NA,NA,"Sapotaceae","Pouteria","coelomatica","Pouteria coelomatica","Rizzini","Fabris, L.C.","Folli, D.A.","2165",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale.","-40.0722007751465","-19.3910999298096",NA,NA,"VIES013949","VIES013949","2010","11","08","48094","auto","1994","01","13",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-02-12 18:12:33-03","UFES","VIES","14951","S","Plantae",NA,NA,"Sapotaceae","Pouteria","coelomatica","Pouteria coelomatica","Rizzini","Pereira, O.J.","Pereira, O.J.; et al.","s.n.",NA,"Brasil","Espírito Santo","Presidente Kennedy","Praia das Neves.","-41.0466995239258","-21.0988998413086",NA,NA,"VIES014951","VIES014951","1997","04","27","24088","auto","1997","04","27",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-04-27 16:11:41-03","UFES","VIES","14954","S","Plantae",NA,NA,"Sapotaceae","Pouteria","coelomatica","Pouteria coelomatica","Rizzini","L.C. Fabris","Pereira, O.J.; et al.","5847",NA,"Brasil","Espírito Santo","Presidente Kennedy","Praia das Neves.","-41.0466995239258","-21.0988998413086",NA,NA,"VIES014954","VIES014954","2009","03","25","24088","auto","1997","04","28",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-06-27 10:26:52-03","UFES","VIES","40089","S","Plantae",NA,NA,"Sapotaceae","Pouteria","coelomatica","Pouteria coelomatica","Rizzini",NA,"Gomes, J.M.L.","4271",NA,"Brasil","Espírito Santo","Presidente Kennedy","Restinga.","-41.0466995239258","-21.0988998413086",NA,NA,"VIES040089","VIES040089",NA,NA,NA,"24088","auto","2012","10","14",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-09-27 18:06:27-03","UFES","VIES","10738","S","Plantae",NA,NA,"Sapotaceae","Pouteria","coelomatica","Pouteria coelomatica","Rizzini","Zambom, O.","Zambom, O.","304",NA,"Brasil","Espírito Santo","Vila Velha","Interlagos.","-40.2924995422363","-20.3297004699707",NA,NA,"VIES010738","VIES010738","1996","10","11","27156","auto","1996","10","11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2012-10-18 15:48:00-03","MO","MOBOT","48062","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","coelomatica","Pouteria coelomatica","Rizzini","A. Alves-Araújo","Ariane L. Peixoto|et al.","Peixoto 4003","South America","Brazil","Rio de Janeiro",NA,"Jacarepaguà, represa de Camorin. Floresta Atlantica de encosta. Transect 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1987","1","19",NA,NA,NA,NA,"87-1","2",NA,NA,NA
"44","2020-07-10 09:49:21-03","MBML","MBML-HERBARIO","9207",NA,"Plantae",NA,NA,"Sapotaceae","Pouteria","coelomatica","Pouteria coelomatica","Rizzini","A. Alves Araújo/25-03-2014","L. Kollmann; E. Bausen","1508",NA,"Brasil","Espírito Santo","Santa Teresa","Santo Antônio","-40.589167","-19.922222",NA,"Beira da estrada. Árvore 25m. DAP 60cm. Fuste 12m. Frutos verdes. Seiva branca.","MBML009207",NA,NA,NA,NA,NA,NA,"1999","01","07","40W35'21","19S55'20",NA,NA,NA,NA,NA,NA,NA
"45","2021-02-04 10:30:15-03","UFRPE","HST","3546","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","coelomatica","Pouteria coelomatica","Rizzini","C.T. Rizzini","M.T.Monteiro","23500",NA,"Brasil","Bahia","Itamarajú","Fazenda Boa Vista","-39.5311012268066","-17.0391998291016",NA,"Flores esverdeadas, com pouco perfume; látex branco em quantidade.","HST003546",NA,"1976","11","04","55932","auto","1971","07","24",NA,NA,NA,NA,NA,NA,"ISOTYPUS",NA,NA
"46","2021-02-25 10:11:52-03","CVRD","CVRD","14733","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pouteria","coelomatica","Pouteria coelomatica","Rizzini","Domingos A. Folli","Folli, D.A.","7172","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Acá preto","CVRD014733",NA,"2014","01","16","48094","auto","2014","01","16",NA,NA,"15","15",NA,NA,NA,"Magnoliopsida",NA
"47","2021-02-25 10:11:52-03","CVRD","CVRD","460","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pouteria","coelomatica","Pouteria coelomatica","Rizzini","Terry D. Pennington","Silva, I.A.","114","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Acá preto","CVRD000460","CVRD000460","1995","01","03","48094","auto","1979","11","12",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA
"48","2021-02-25 10:11:52-03","CVRD","CVRD","13252","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pouteria","coelomatica","Pouteria coelomatica","Rizzini","Geovane S. Siqueira","Flores, T.B.","953","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Acá preto","CVRD013252",NA,"2010","10","30","48094","auto","2010","10","26",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA
"49","2021-02-25 10:11:52-03","CVRD","CVRD","4755","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pouteria","coelomatica","Pouteria coelomatica","Rizzini","Luis Cláudio Fabris","Folli, D.A.","2137","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Acá preto","CVRD004755",NA,"2010","11","08","48094","auto","1993","12","27",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA
"50","2021-02-25 10:11:52-03","CVRD","CVRD","5807","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pouteria","coelomatica","Pouteria coelomatica","Rizzini",NA,"Simonelli, M.","872","América do Sul","BRASIL","ES","Linhares","Ao lado do aceiro viveiro de espera","-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Acá preto","CVRD005807",NA,NA,NA,NA,"48094","auto","1997","12","03",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA
"51","2021-02-25 10:11:52-03","CVRD","CVRD","2258","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pouteria","coelomatica","Pouteria coelomatica","Rizzini","Geovane S. Siqueira","Farias, G.L.","278","América do Sul","BRASIL","ES","Linhares","Ao lado da Fazenda Cata-vento.","-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Acá preto","CVRD002258",NA,"2009","08","31","48094","auto","1989","05","22",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA
