"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","stateProvince","preparationType","infraspecificEpithet","coordinatePrecision","geoFlag","class","previousCatalogNumber","fieldNumber","typeStatus","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","02705431","PreservedSpecimen","Plantae","Hymenophyllaceae","Hymenophyllum","rufum","Hymenophyllum rufum","Fée",NA,NA,NA,NA,"R. Engelmann","RE732","2010","07","07","Brazil","Teresópolis","Caminho das Orquídeas, próximo ao Rio Paquequer. Parque Nacional da Serra dos Órgãos","-43.021111","-22.460556",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2997484' target='other'> <mi>dwc_moreinfo</mi></a>","NY02705431","NY02705431_01","Pteridophyta","Hymenophyllales","South America","Rio de Janeiro","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","807974","PreservedSpecimen","Plantae","Hymenophyllaceae","Hymenophyllum","rufum","Hymenophyllum rufum","Fée","E. Rosenstock",NA,NA,NA,"P. K. H. Dusén","164","1902","05","15","Brazil",NA,"Serra do Itatiaya.","-44.610136","-22.371691",NA,NA,"2200","2200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=802852' target='other'> <mi>dwc_moreinfo</mi></a>","NY00807974","NY00807974_01","Pteridophyta","Hymenophyllales","South America","Rio de Janeiro","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-11-13 09:19:58-03","UFRJ","RFA","29466","PreservedSpecimen","Plantae","Hymenophyllaceae","Hymenophyllum","rufum","Hymenophyllum rufum","Fée",NA,NA,NA,NA,"F. Segadas-Vianna","141","1944","02","24","Brasil","Petrópolis","Morro do Açú, Serra dos Órgãos","-43.1786003112793","-22.5049991607666",NA,NA,NA,NA,NA,"RFA41776",NA,NA,NA,NA,"Rio de Janeiro",NA,NA,"36524","auto",NA,NA,NA,NA,NA
"14","2020-06-29 11:30:50-03","UFRJ","RFA","13653","PreservedSpecimen","Plantae","Hymenophyllaceae","Hymenophyllum","rufum","Hymenophyllum rufum","Fée","Sehnem, A",NA,NA,NA,"Dombrowski, L. T.","2878","1968","02","07","Brasil","Piraquara","Mananciais da Serra.","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"Epífita em pau podre Habito: Epífita","RFA41775",NA,NA,NA,NA,"Paraná",NA,NA,"12577","auto",NA,NA,NA,NA,NA
"15","2020-11-13 09:19:58-03","UFRJ","RFA","29467","PreservedSpecimen","Plantae","Hymenophyllaceae","Hymenophyllum","rufum","Hymenophyllum rufum","Fée","C.V. Morton","1964",NA,NA,"F. Segadas-Vianna","662","1945","01","11","Brasil","Petrópolis","Morro do Assú. Serra dos Órgãos","-43.1786003112793","-22.5049991607666",NA,NA,NA,NA,"Epífita sobre árvore de mata muito úmida e sombria. Em grande quantidade","RFA41777",NA,NA,NA,NA,"Rio de Janeiro",NA,NA,"36524","auto",NA,NA,NA,NA,NA
"16","2021-04-05 09:58:42-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","16257","S","Plantae","Hymenophyllaceae","Hymenophyllum","rufum","Hymenophyllum rufum","Fée",NA,NA,NA,NA,"Windisch, P.G.","8737","1997","04","27","Brasil","São José dos Ausentes","Distr. Silveiras, Pico Montenegro, coxilhas com campo e formações de araucária","-50.0657997131348","-28.7483005523682",NA,NA,NA,NA,"GEOGRAFIA: Sobre tronco, na mata nebular.;",NA,NA,"Tracheophyta","Hymenophyllales","América do Sul","Rio Grande do Sul",NA,NA,"42598","auto","Polypodiopsida",NA,NA,NA,NA
"17","2019-12-04 15:26:15-03","PUCPR","HUCP","21718","S","Plantae","Hymenophyllaceae","Hymenophyllum","rufum","Hymenophyllum rufum","Fée","Michelon, C",NA,NA,NA,"Selusniaki, M","2275","2008","07","18","Brasil","Balsa Nova",NA,"-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,NA,NA,NA,"Monilofita",NA,NA,"Paraná",NA,NA,"27346","auto",NA,NA,NA,NA,NA
"18","2019-12-04 15:26:15-03","PUCPR","HUCP","20621","S","Plantae","Hymenophyllaceae","Hymenophyllum","rufum","Hymenophyllum rufum","Fée","Selusniaki, M","2009",NA,NA,"Selusniaki, M","2842","2009","07",NA,"Brasil","Balsa Nova",NA,"-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,NA,NA,NA,"Monilofita",NA,NA,"Paraná",NA,NA,"27346","auto",NA,NA,NA,NA,NA
"19","2019-12-04 15:26:15-03","PUCPR","HUCP","20137","S","Plantae","Hymenophyllaceae","Hymenophyllum","rufum","Hymenophyllum rufum","Fée","Michelon, C","2008","09","10","Michelon, C","294","2008","09","03","Brasil","Balsa Nova","São Luiz do Purunã","-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,NA,NA,NA,"Monilofita",NA,NA,"Paraná",NA,NA,"27346","auto",NA,NA,NA,NA,NA
"20","2019-12-04 15:26:15-03","PUCPR","HUCP","19574","S","Plantae","Hymenophyllaceae","Hymenophyllum","rufum","Hymenophyllum rufum","Fée","Michelon, C","2008","09","17","Fracaro, L","s.n.","2008","06","10","Brasil","Lapa","Parque Estadua do Monge","-49.7158012390137","-25.7696990966797",NA,NA,NA,NA,NA,NA,NA,"Monilofita",NA,NA,"Paraná",NA,NA,"49965","auto",NA,NA,NA,NA,NA
"21","2019-12-04 15:26:15-03","PUCPR","HUCP","19145","S","Plantae","Hymenophyllaceae","Hymenophyllum","rufum","Hymenophyllum rufum","Fée","Michelon, C","2008",NA,NA,"Mazzeto, V","s.n.","2008","06","10","Brasil","Lapa","Parque Estadua do Monge","-49.7158012390137","-25.7696990966797",NA,NA,NA,NA,NA,NA,NA,"Monilofita",NA,NA,"Paraná",NA,NA,"49965","auto",NA,NA,NA,NA,NA
"22","2020-11-26 18:08:31-03","CPAN-UFMS","COR","14495","PreservedSpecimen","Plantae","Hymenophyllaceae","Hymenophyllum","rufum","Hymenophyllum rufum","Fée","E.L.M. Assis",NA,NA,NA,"E.L.M. Assis; P.H. Labiak; M. Zanon; L. Grokovisk","851","2006","02","16","Brasil","Curitiba","Serra do Mar - estrada da Graciosa. Floresta montana; ; morro.","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Paraná",NA,NA,"25180","auto",NA,NA,NA,NA,NA
"23","2020-02-08 10:41:47-03","NBC","NL-BOTANY","L.3612564","PreservedSpecimen","Plantae","Hymenophyllaceae","Sphaerocionium","rufum","Sphaerocionium rufum","Copel.",NA,NA,NA,NA,"Reitz R; Klein RM",NA,"1960","10","13","Brazil",NA,"Santa Catarina- Brasil. Serra da Boa Vista, Sae Jose. Rancho Queimado. Epifito da mata.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3612564 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3612564","NL-L3612564",NA,"Hymenophyllales","Southern America",NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA
"24","2020-02-08 10:41:47-03","NBC","NL-BOTANY","L.3612565","PreservedSpecimen","Plantae","Hymenophyllaceae","Sphaerocionium","rufum","Sphaerocionium rufum","Copel.",NA,NA,NA,NA,"Wacket L",NA,"1906","01","01","Brazil",NA,"S. Paulo, Serra do Mar.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3612565 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3612565","NL-L3612565",NA,"Hymenophyllales","Southern America",NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA
"25","2020-02-08 10:41:47-03","NBC","NL-BOTANY","L.3612566","PreservedSpecimen","Plantae","Hymenophyllaceae","Sphaerocionium","rufum","Sphaerocionium rufum tuberosa",NA,NA,NA,NA,NA,"Wacket L",NA,"1906","01","01","Brazil",NA,"Est. S. Paulo. Rio Grande, in sylva primaera ad artorum trancos.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3612566 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3612566","NL-L3612566",NA,"Hymenophyllales","Southern America",NA,NA,"tuberosa",NA,NA,"Pteropsida",NA,NA,NA,NA
"26","2020-11-04 11:21:14-03","ESALQ","ESA","55065","PreservedSpecimen","Plantae","Hymenophyllaceae","Hymenophyllum","rufum","Hymenophyllum rufum","Fée","Salino, A.","2007","04","20","Salino, A.","11996.0","2007","04","05","Brasil","Limite de município Painel / Urupema","Fazenda Farofa, trilha do rio Caveira. Vegetação Secundária de Floresta Ombrófila Mista Aluvial",NA,NA,NA,NA,"1360","1360","Epífita em xaxim (Dicksonia sellowiana)","ESA055065",NA,"Pteridophyta",NA,NA,"Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-11-04 11:21:14-03","ESALQ","ESA","95543","PreservedSpecimen","Plantae","Hymenophyllaceae","Hymenophyllum","rufum","Hymenophyllum rufum","Fée","Gonzatti, F.","2017","12","14","Paula-Souza, J.; Zuloaga, F.O.; Morrone, O.; Tsuji, R.; Silveira, M.F.","5865.0","2006","07","13","Brasil","Teresópolis","Parque Nacional da Serra dos Órgãos. Trilha para a Pedra do Sino","-43","-22.45","-43","-22.45","1170","1170","Epífita","ESA095543",NA,"Pteridophyta",NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-08-27 13:35:33-03","IAP","PACA-AGP","115379","PreservedSpecimen","Plantae","Hymenophyllaceae","Hymenophyllum","rufum","Hymenophyllum rufum","Fée","Graeff, V., Padoin, T.O.H., Silva, V.L.","2015","01","13","Graeff, V.","6","2014","11","25","Brasil","Rolante","mata ciliar do Arroio Furnas, afluente do Rio Rolante","-50.457778","-29.564444","50º27'28W","29º33'52S","158","158","Habitat: epífito reptante","PACA115379",NA,"Pteridophyta","Polypodiales",NA,"RS",NA,NA,NA,NA,"Filicopsida",NA,NA,NA,NA
"29","2019-08-27 13:35:33-03","IAP","PACA-AGP","116503","PreservedSpecimen","Plantae","Hymenophyllaceae","Hymenophyllum","rufum","Hymenophyllum rufum","Fée","Silva, V. L.",NA,NA,NA,"Mallmann & Silva",NA,"2015","05","18","Brasil","Cambará do Sul","Parque do Itaimbezinho","-50.118544","-29.134469","50º07'06.76W","29º08'04.09S",NA,NA,"Hábito: corticícola","PACA116503",NA,"Pteridophyta","Polypodiales",NA,"RS",NA,NA,NA,NA,"Filicopsida",NA,NA,NA,NA
"30","2019-08-27 13:35:33-03","IAP","PACA-AGP","116504","PreservedSpecimen","Plantae","Hymenophyllaceae","Hymenophyllum","rufum","Hymenophyllum rufum","Fée","Silva, V. L.",NA,NA,NA,"Mallmann & Silva",NA,"2017","05","18","Brasil","Cambará do Sul","Parque do Itaimbezinho","-50.118572","-29.134469","50º07'06.86W","29º08'04.09S",NA,NA,"Hábito: corticícola","PACA116504",NA,"Pteridophyta","Polypodiales",NA,"RS",NA,NA,NA,NA,"Filicopsida",NA,NA,NA,NA
"31","2019-10-18 16:50:23-03","IAP","PACA-AGP","116505","PreservedSpecimen","Plantae","Hymenophyllaceae","Hymenophyllum","rufum","Hymenophyllum rufum","Fée","Silva, V. L.",NA,NA,NA,"Mallmann & Silva",NA,"2015","05","18","Brasil","Cambará do Sul","Parque do Itaimbezinho","-50.118572","-29.134469","50º07'06.86W","29º08'04.09S",NA,NA,"Hábito: corticícola","PACA116505",NA,"Pteridophyta","Polypodiales",NA,"RS",NA,NA,NA,NA,"Filicopsida",NA,NA,NA,NA
"32","2019-08-27 13:35:33-03","IAP","PACA-AGP","74897","PreservedSpecimen","Plantae","Hymenophyllaceae","Hymenophyllum","rufum","Hymenophyllum rufum","Fée","Sehnem","1942",NA,NA,"Sehnem, A.","980","1942","01","14","Brasil",NA,"Aparados da Serra - Serra da Rocinha",NA,NA,NA,NA,"1000","1000","Revisado por P.G. Windisch em 1997 Habitat: ad lignum putridum","PACA074897",NA,"Pteridophyta","Polypodiales",NA,"RS",NA,NA,NA,NA,"Filicopsida",NA,NA,NA,NA
"33","2019-08-27 13:35:33-03","IAP","PACA-AGP","75003","PreservedSpecimen","Plantae","Hymenophyllaceae","Hymenophyllum","rufum","Hymenophyllum rufum","Fée","Sehnem","1950",NA,NA,"Sehnem, A.","4358a","1950","01","18","Brasil",NA,"Serra da Rocinha - Aparados da Serra",NA,NA,NA,NA,"1000","1000","Revisado por P.G. Windisch em 1997 Habitat: epiphytum","PACA075003",NA,"Pteridophyta","Polypodiales",NA,"RS",NA,NA,NA,NA,"Filicopsida",NA,NA,NA,NA
"34","2019-08-27 13:35:33-03","IAP","PACA-AGP","75011","PreservedSpecimen","Plantae","Hymenophyllaceae","Hymenophyllum","rufum","Hymenophyllum rufum","Fée","Sehnem","1962",NA,NA,"Camargo, O. R.","10742a","1962","07","28","Brasil","Bom Jesus","arredores da cidade","-50.4166984558105","-28.6678009033203",NA,NA,NA,NA,"Revisado por P.G. Windisch em 1997","PACA075011",NA,"Pteridophyta","Polypodiales",NA,"RS",NA,NA,"55856","auto","Filicopsida",NA,NA,NA,NA
"35","2019-08-27 13:35:33-03","IAP","PACA-AGP","75002","PreservedSpecimen","Plantae","Hymenophyllaceae","Hymenophyllum","rufum","Hymenophyllum rufum","Fée","Sehnem","1950",NA,NA,"Sehnem, A.","4358","1950","01","18","Brasil","Bom Jesus","Serra da Rocinha","-50.4166984558105","-28.6678009033203",NA,NA,"1000","1000","NB: ao meu ver H. lineare Sw. var. brasiliense Rosenst. é sinônimo deste!&nf;Revisado por P.G. Windisch em 1977 Habitat: epiphytum","PACA075002",NA,"Pteridophyta","Polypodiales",NA,"RS",NA,NA,"55856","auto","Filicopsida",NA,NA,NA,NA
"36","2019-08-27 13:35:33-03","IAP","PACA-AGP","99198","PreservedSpecimen","Plantae","Hymenophyllaceae","Hymenophyllum","rufum","Hymenophyllum rufum","Fée","A. Sehnem","1950",NA,NA,"Sehnem, A.","5099","1950","12","19","Brasil","São Francisco de Paula","Serra do Faxinal","-50.5835990905762","-29.4480991363525",NA,NA,"1000","1000","Habitat: ad rupem in silva nebulari","PACA099198",NA,"Pteridophyta","Polypodiales",NA,"RS",NA,NA,"76715","auto","Filicopsida",NA,NA,NA,NA
"37","2019-08-27 13:35:33-03","IAP","PACA-AGP","90825","PreservedSpecimen","Plantae","Hymenophyllaceae","Hymenophyllum","rufum","Hymenophyllum rufum","Fée","P. G. Windisch","1997","04",NA,"Windisch, P. G.","8737","1997","04","27","Brasil","São José dos Ausentes","Distrito Silveiras, Pico Montenegro, coxilhas com campo e formações de araucária.","-50.0657997131348","-28.7483005523682",NA,NA,"1300","1400","HASU 7444 Habitat: Sobre o tronco, na mata nebular.","PACA090825",NA,"Pteridophyta","Polypodiales",NA,"RS",NA,NA,"42598","auto","Filicopsida",NA,NA,NA,NA
"38","2019-08-27 13:35:33-03","IAP","PACA-AGP","90808","PreservedSpecimen","Plantae","Hymenophyllaceae","Hymenophyllum","rufum","Hymenophyllum rufum","Fée","P. G. Windisch","1997","04",NA,"Windisch, P. G.","8754","1997","04","27","Brasil","São José dos Ausentes","Distrito Silveiras, Pico Montenegro, coxilhas com campo e formações de araucária, limite do planalto.","-50.0657997131348","-28.7483005523682",NA,NA,"1300","1400","HASU 8694 Habitat: Mata nebular, na borda do canyon, sobre rocha.","PACA090808",NA,"Pteridophyta","Polypodiales",NA,"RS",NA,NA,"42598","auto","Filicopsida",NA,NA,NA,NA
"39","2019-08-27 13:35:33-03","IAP","PACA-AGP","104948","PreservedSpecimen","Plantae","Hymenophyllaceae","Hymenophyllum","rufum","Hymenophyllum rufum","Fée","Windisch","1997","04",NA,"Windisch, P. G.","8753","1997","04","27","Brasil","São José dos Ausentes","Distr. Silveiras, Pico Montenegro.","-50.0657997131348","-28.7483005523682",NA,NA,NA,NA,"HASU 8006. Habitat: Mata nebular, na borda do Cannyon, sobre rocha, misturado com H. crispum (8751).","PACA104948",NA,"Pteridophyta","Polypodiales",NA,"RS",NA,NA,"42598","auto","Filicopsida",NA,NA,NA,NA
"40","2019-08-27 13:35:33-03","IAP","PACA-AGP","74898","PreservedSpecimen","Plantae","Hymenophyllaceae","Hymenophyllum","rufum","Hymenophyllum rufum","Fée","Brade","1949",NA,NA,"Reitz, R.","3358","1948","12","20","Brasil","Bom Retiro","Campo dos Padres","-49.489200592041","-27.7971992492676",NA,NA,"1800","1800","Revisado por P.G. Windisch em 1997 Habitat: epifita da mata","PACA074898",NA,"Pteridophyta","Polypodiales",NA,"SC",NA,NA,"35974","auto","Filicopsida",NA,NA,NA,NA
"41","2019-08-27 13:35:33-03","IAP","PACA-AGP","75009","PreservedSpecimen","Plantae","Hymenophyllaceae","Hymenophyllum","rufum","Hymenophyllum rufum","Fée","Sehnem","1957",NA,NA,"Sehnem, A.","6968","1957","01","16","Brasil","Bom Retiro","Campo dos Padres","-49.489200592041","-27.7971992492676",NA,NA,"1700","1700","Revisado por P.G. Windisch em 1997 Habitat: ad Dicksoniae","PACA075009",NA,"Pteridophyta","Polypodiales",NA,"SC",NA,NA,"35974","auto","Filicopsida",NA,NA,NA,NA
"42","2019-08-27 13:35:33-03","IAP","PACA-AGP","75030","PreservedSpecimen","Plantae","Hymenophyllaceae","Hymenophyllum","rufum","Hymenophyllum rufum","Fée","P. Windisch","1997","05",NA,"Sehnem, A.",NA,"1957","01","16","Brasil","Bom Retiro","Campo dos Padres","-49.489200592041","-27.7971992492676",NA,NA,"1700","1700","Habitat: ad Dicksonian","PACA075030",NA,"Pteridophyta","Polypodiales",NA,"SC",NA,NA,"35974","auto","Filicopsida",NA,NA,NA,NA
"43","2020-12-20 21:17:58-03","UFV","VIC","040144","PreservedSpecimen","Plantae","Hymenophyllaceae","Hymenophyllum","rufum","Hymenophyllum rufum","Fée",NA,NA,NA,NA,"Pereira, J.B.S.; Meyer, F.","184","2008","02","17","Brasil","Campina grande do Sul","Parque Estadual Pico do Paraná, Pico Itapiroca.",NA,NA,NA,NA,NA,NA,"Rupicola de mata nebular. Floresta Ombrofila densa altamontana.","VIC040144","VIC040144",NA,NA,NA,"Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-02-27 16:43:57-03","UFSC","CTBS","384","PreservedSpecimen","Plantae","Hymenophyllaceae","Hymenophyllum","rufum","Hymenophyllum rufum","Fée","Gasper, A.L.","2010","06","08","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2052","2010","05","13","Brasil","Praia Grande","Serra do Faxinal","-50.022778","-29.178889","50°01'22W","29°10'44S","958","958","Floresta Ombrófila Densa Alto Montana; Estágio Avançado., interior do fragmento, epífita de arbórea",NA,NA,NA,NA,NA,"Santa Catarina",NA,NA,NA,NA,NA,"FURB 25800",NA,NA,NA
"45","2021-03-24 17:09:13-03","UFES","SAMES","7304","PreservedSpecimen","Plantae","Hymenophyllaceae","Hymenophyllum","rufum","Hymenophyllum rufum","Fée","Cadorin,T.J.","2010","05","29","Cadorin,T.J.","2434",NA,NA,NA,"Brasil","Joinville","Rio Manso","-48.8456001281738","-26.3043994903564","-491400000.0","-262800000.0","770","770","Coleta no interior do fragmento Habitat: Floresta Ombrófila Densa Habito: Epífita","SAMES07304",NA,NA,NA,NA,"Santa Catarina",NA,NA,"37150","auto",NA,NA,NA,NA,NA
"46","2020-02-04 08:17:12-03","ASU","ASU-PLANTS","ASU0024907","PreservedSpecimen","Plantae","Hymenophyllaceae","Hymenophyllum","rufum","Hymenophyllum rufum","Fée","F. B. Matos",NA,NA,NA,"J. M. Silva","6990","2008","11","20","Brazil",NA,"Serra São Luis do Puruna, próximo do Cristo (Mun. Balsa Nova).","-49.6167","-25.6",NA,NA,NA,NA,NA,NA,NA,"Pteridophyta","Hymenophyllales",NA,"Parana",NA,NA,NA,NA,"Polypodiopsida",NA,NA,NA,NA
"47","2019-11-21 14:52:47-03","UFJF","CESJ","60645","PreservedSpecimen","Plantae","Hymenophyllaceae","Hymenophyllum","rufum","Hymenophyllum rufum","Fée","F. Gonzatti","2017","02",NA,"S.G. Furtado; L. Menini Neto; D.R. Gonzaga","148","2012","10","12","Brasil","Baependi","Parque Estadual da Serra do Papagaio, Floresta Ombrófila Mista, entre 1700-1900m.","-45.237611","-22.241583","-45.237611","-22.241583",NA,NA,"Epífita no interior da floresta, próximo ao curso d'água. Escamas ferrugíneas.","CESJ060645",NA,"Polypodiopsida",NA,"América do Sul","MInas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA
