"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","county","class","verbatimLongitude","verbatimLatitude","fieldNumber","minimumElevationInMeters","maximumElevationInMeters","identifiedBy","individualCount","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag"
"11","2015-09-03 21:18:22-03","MNHN","RECOLNAT_MNHN_P","P02176456","PreservedSpecimen",NA,NA,NA,"Bromeliaceae","Aechmea","basi-lateralis","Aechmea basi-lateralis","(Lem.) L.B.Sm.",NA,"Granville, J.J.|Sarthou, C.|Veyret, Y.",NA,"1989","8","6",NA,"Guyane française",NA,"Guyane Française. Station des Nouragues, Bassin de l´ Approuague - Arataye 300m au Sud-Ouest du Camp. Chemin des Cascades. Guiana Francesa","-52.7","4.05","hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02176456' target='other'> <mi>dwc_moreinfo</mi></a>","P02176456","P02176456_01",NA,NA,NA,NA,"11077","80",NA,NA,NA,NA,NA,NA,NA,NA
"12","2015-09-03 21:12:05-03","MNHN","RECOLNAT_MNHN_P","P01675922","PreservedSpecimen",NA,NA,NA,"Bromeliaceae","Disteganthus","basilateralis","Disteganthus basilateralis","Lem.",NA,"Leprieur, F.M.R.",NA,"1849","7","1",NA,"Guyane française",NA,"Cayenne",NA,NA,"hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01675922' target='other'> <mi>dwc_moreinfo</mi></a>","P01675922","P01675922_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2015-09-03 21:20:49-03","MNHN","RECOLNAT_MNHN_P","P02176047","PreservedSpecimen",NA,NA,NA,"Bromeliaceae","Disteganthus","basilateralis","Disteganthus basilateralis","Lem.",NA,"Cremers, G.|Crozier, F.",NA,"1997","4","21",NA,"Guyane française",NA,"Guyane Française. Mont Chauve. Guiana Francesa","-52.73333","3.81667","hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02176047' target='other'> <mi>dwc_moreinfo</mi></a>","P02176047","P02176047_01",NA,NA,NA,NA,"15164","100",NA,NA,NA,NA,NA,NA,NA,NA
"14","2015-09-03 21:17:31-03","MNHN","RECOLNAT_MNHN_P","P01745522","PreservedSpecimen",NA,NA,NA,"Bromeliaceae","Disteganthus","calatheoides","Disteganthus calatheoides","(L.B.Sm.) L.B.Sm. & Read",NA,"Tostain, O.|Pelletier, V.|Deville, T.",NA,"2008","1","9",NA,"Guyane française",NA,"Montagne Boroukin (Mgne des Chevaux). Guiana Francesa","-52.3875","4.69806","hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01745522' target='other'> <mi>dwc_moreinfo</mi></a>","P01745522","P01745522_01",NA,NA,NA,NA,"1239","30",NA,NA,NA,NA,NA,NA,NA,NA
"15","2015-09-03 21:20:49-03","MNHN","RECOLNAT_MNHN_P","P02176048","PreservedSpecimen",NA,NA,NA,"Bromeliaceae","Disteganthus","calatheoides","Disteganthus calatheoides","(L.B.Sm.) L.B.Sm. & Read",NA,"Granville, J.J.",NA,"1991","2","25",NA,"Guyane française",NA,"Guyane Française. Station des Nouragues, Bassin de l´ Approuague, Arataye. Pied du versant SE de l´ Inselberg, 500m au NE du camp Haut. Guiana Francesa","-52.7","4.05","hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02176048' target='other'> <mi>dwc_moreinfo</mi></a>","P02176048","P02176048_01",NA,NA,NA,NA,"11185","120",NA,"Versieux",NA,NA,NA,NA,NA,NA
"16","2015-09-03 21:20:59-03","MNHN","RECOLNAT_MNHN_P","P02176055","PreservedSpecimen",NA,NA,NA,"Bromeliaceae","Disteganthus","calatheoides","Disteganthus calatheoides","(L.B.Sm.) L.B.Sm. & Read",NA,"Cremers, G.",NA,"1991","4","17",NA,"Guyane française",NA,"Guyane Française. Savane Roche du Quatorze Juillet, Bassin du Bas-Oyapock. Guiana Francesa","-51.86667","3.96667","hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02176055' target='other'> <mi>dwc_moreinfo</mi></a>","P02176055","P02176055_01",NA,NA,NA,NA,"12247","50",NA,NA,NA,NA,NA,NA,NA,NA
"17","2015-09-03 21:20:59-03","MNHN","RECOLNAT_MNHN_P","P02176056","PreservedSpecimen",NA,NA,NA,"Bromeliaceae","Disteganthus","calatheoides","Disteganthus calatheoides","(L.B.Sm.) L.B.Sm. & Read",NA,"Granville, J.-J. de",NA,"1985","9","4",NA,"Guyane française",NA,"Montagne Bellevue de l´Inini extremité orientale. Guiana Francesa",NA,NA,"hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02176056' target='other'> <mi>dwc_moreinfo</mi></a>","P02176056","P02176056_01",NA,NA,NA,NA,"8051","600",NA,NA,NA,NA,NA,NA,NA,NA
"18","2014-11-17 10:22:00-02","MO","MOBOT","100380337","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Disteganthus","basi-lateralis","Disteganthus basi-lateralis","Lem.",NA,"Thomas B. Croat|Geneviève Ferry","Croat 102967","2011","3","12","South America","French Guiana","Cayenne","Trail to La Virginie Inselberg located S of N2 Hwy between Regina and St. Georges, departing N2 Hwy at 122.8 km marker, to 3 km S; in forest along trail and on granite stones of inselberg.","-52.1349166","4.1844444",NA,NA,NA,NA,NA,NA,NA,NA,"4720","73.00000000","120.00000000","E. J. Gouda (U)","2",NA,NA,NA,NA,NA
"19","2015-11-12 06:21:00-02","MO","MOBOT","2999944","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Disteganthus","basi-lateralis","Disteganthus basi-lateralis","Lem.",NA,"F.M.R. Leprieur","Leprieur s.n.",NA,NA,NA,"South America","French Guiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carl Mez",NA,NA,NA,NA,NA,NA
"20","2020-08-31 09:20:16-03","INPA","INPA","283645","S","Plantae","Monocotyledon","Poales","Bromeliaceae","Disteganthus","basi-lateralis","Disteganthus basi-lateralis","Lem.",NA,"Dácio, IMS","1453","2017","12","13","Southern America","Brasil","Roraima","Conglomerado RR-153.","-61.497501373291","2.89582991600037",NA,NA,"INPA0283645",NA,"Alto Alegre",NA,NA,NA,NA,NA,NA,"Nogueira, MGC",NA,"2019","04","12","327834","auto"
"21","2020-09-12 05:00:02-03","US","US","2427462","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Aechmea","calatheoides","Aechmea calatheoides","L.B. Sm.","Isotype","H. S. Irwin","47527","1960","8","14","South America - Neotropics","Brazil","Amapá","E of Colonia Agricola de Oiapoque.",NA,NA,NA,NA,"US00091462","US00091462_01",NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA
"22","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Disteganthus","basi-lateralis","Disteganthus basi-lateralis",NA,NA,"P. Acevedo-Rodriguez, S. A. Mori, A. Perez, O. Poncy, F. Crozier & E. Lucas","12340","2003","2","21","South America","French Guiana",NA,"Camp Aratai; Sentier Botanique","-52.5961","3.9947",NA,"US",NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,"Mori, S. A.","1",NA,NA,NA,NA,NA
"23","2020-09-12 05:00:02-03","US","US","3349321","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Disteganthus","basi-lateralis","Disteganthus basi-lateralis",NA,NA,"G. Cremers & J.-J. de Granville","14219","1995","11","24","South America - Neotropics","French Guiana",NA,"Route Regina-Saint-Georges, D.Z. 5, Bassin de l'Approuague","-52.01","4.03",NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,"100",NA,"Cremers, G.","1",NA,NA,NA,NA,NA
"24","2020-09-12 05:00:02-03","US","US","3238518","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Disteganthus","basi-lateralis","Disteganthus basi-lateralis",NA,NA,"G. Cremers","11511","1991","1","12","South America - Neotropics","French Guiana",NA,"Crique Kapiri, R.N. 2, Bassin de l'Approuague","-52.08","4.11",NA,NA,"US00654803",NA,NA,"Monocotyledonae",NA,NA,NA,"50",NA,"Gouda, E. J.","1",NA,NA,NA,NA,NA
"25","2020-09-12 05:00:02-03","US","US","3066207","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Disteganthus","basi-lateralis","Disteganthus basi-lateralis",NA,NA,"G. Cremers","8272","1983","12","3","South America - Neotropics","French Guiana",NA,"Crique Nouciri, confluent de l'Oyapock N de Camopi, ENE du Grand Croissant","-52.04","3.59",NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,"200","260","Grant, T. R.","1",NA,NA,NA,NA,NA
"26","2020-09-12 05:00:02-03","US","US","3142834","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Disteganthus","basi-lateralis","Disteganthus basi-lateralis",NA,NA,"J.-J. de Granville","10182","1987","11","22","South America - Neotropics","French Guiana",NA,"Belizon, R.N. 2, PK 18, route forestiere","-52.33","4.41",NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,"25",NA,"Gouda, E. J.","1",NA,NA,NA,NA,NA
"27","2020-09-12 05:00:02-03","US","US","3096495","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Disteganthus","basi-lateralis","Disteganthus basi-lateralis",NA,NA,"W. J. Kress & D. E. Stone","88 2536","1988","9","9","South America - Neotropics","French Guiana",NA,"Roura to Kaw, road between",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"27","Gouda, E. J.","1",NA,NA,NA,NA,NA
"28","2020-09-12 05:00:02-03","US","US","3212421","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Disteganthus","basi-lateralis","Disteganthus basi-lateralis",NA,NA,"G. Cremers","12337","1991","4","19","South America - Neotropics","French Guiana",NA,"Savane Roche du Quatorze Juillet, Bassin du Bas-Oyapock","-51.86","3.96",NA,NA,"US00654804",NA,NA,"Monocotyledonae",NA,NA,NA,"50",NA,"Gouda, E. J.","1",NA,NA,NA,NA,NA
"29","2020-09-12 05:00:02-03","US","US","2707496","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Disteganthus","basi-lateralis","Disteganthus basi-lateralis",NA,NA,"J.-J. de Granville","B 4725","1973","2","15","South America - Neotropics","French Guiana",NA,"Crique Roche Fendé (affl. de la Comté)","-52.56","4.36",NA,NA,"US00154663",NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,"Gouda, E. J.","1",NA,NA,NA,NA,NA
"30","2020-09-12 05:00:02-03","US","US","3360273","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Disteganthus","basi-lateralis","Disteganthus basi-lateralis",NA,NA,"C. Feuillet & Montagne Torte Exped. members","9947","1988","6","12","South America - Neotropics","French Guiana","Régina","Eastern plateau of Montagne Tortue, 11 km WNW of Approuague river. On the plateau","-52.3667","4.3",NA,NA,"US00601617",NA,NA,"Monocotyledonae",NA,NA,NA,"400","465","Kress, W. J., (US), Smithsonian Institution - National Museum of Natural History (UNITED STATES)","1",NA,NA,NA,NA,NA
"31","2020-09-12 05:00:02-03","US","US","3189405","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Disteganthus","basi-lateralis","Disteganthus basi-lateralis",NA,NA,"J.-J. de Granville, C. Sarthou & Y. Veyret","11077","1989","8","6","South America - Neotropics","French Guiana",NA,"Station des Nouragues, Bassin de l'Approuague, Arataye","-52.7","4.09",NA,NA,"US00654805",NA,NA,"Monocotyledonae",NA,NA,NA,"80",NA,"Gouda, E. J.","1",NA,NA,NA,NA,NA
"32","2020-09-12 05:00:02-03","US","US","2907829","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Disteganthus","basi-lateralis","Disteganthus basi-lateralis",NA,NA,"J.-J. de Granville","4262","1980","12","14","South America - Neotropics","French Guiana",NA,"Montagne Cacao, SE de Cayenne","-52.45","4.55",NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,"400",NA,"Gouda, E. J.","1",NA,NA,NA,NA,NA
"33","2020-09-12 05:00:02-03","US","US","3066206","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Disteganthus","basi-lateralis","Disteganthus basi-lateralis",NA,NA,"Cremers","(8272)?","1983","12","3","South America","French Guiana",NA,"Guyane Francaise. Sommet de l' inselberg. M.E N E du grand Croissant, haute crique Nouciri (Affluent de l' Oyapock, N de Camopi.",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,"200","260",NA,"1",NA,NA,NA,NA,NA
"34","2020-09-12 05:00:02-03","US","US","3214997","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Disteganthus","basi-lateralis","Disteganthus basi-lateralis",NA,NA,"D. Larpin","656","1989","11",NA,"South America - Neotropics","French Guiana",NA,"Station des Nouragues, Bassin de l'Approuague, Arataye","-52.7","4.05",NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,"100",NA,"Gouda, E. J.","1",NA,NA,NA,NA,NA
"35","2020-09-12 05:00:02-03","US","US","3674293","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Disteganthus","basi-lateralis","Disteganthus basi-lateralis",NA,NA,"P. Acevedo-Rodriguez, S. A. Mori, A. Perez, O. Poncy, F. Crozier & E. Lucas","12340","2003","2","21","South America - Neotropics","French Guiana",NA,"Camp Aratai; Sentier Botanique","-52.5961","3.9947",NA,"US",NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,"Mori, S. A.","1",NA,NA,NA,NA,NA
"36","2020-09-12 05:00:02-03","US","US","3214999","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Disteganthus","basi-lateralis","Disteganthus basi-lateralis",NA,NA,"G. Cremers","10854","1989","11","19","South America - Neotropics","French Guiana",NA,"Station des Nouragues, Bassin de l'Approuague, Arataye","-52.7","4.05",NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,"100",NA,"Gouda, E. J.","1",NA,NA,NA,NA,NA
"37","2020-09-12 05:00:02-03","US","US","3098003","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Disteganthus","basi-lateralis","Disteganthus basi-lateralis",NA,NA,"W. J. Kress & D. E. Stone","88 2522","1988","9","5","South America - Neotropics","French Guiana","Cayenne","Cayenne, 50 km from, on the hwy to Régina, after the turn-off to Cacao","-52.36","4.56",NA,NA,"US00154659",NA,NA,"Monocotyledonae",NA,NA,NA,"27",NA,"Gouda, E. J.","1",NA,NA,NA,NA,NA
"38","2019-09-05 14:19:33-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Bromeliaceae","Disteganthus","basi-lateralis","Disteganthus basi-lateralis",NA,"Type [status unknown]","F. R. Leprieur",NA,"1869",NA,NA,"South America","French Guiana",NA,NA,"-52.9708","3.8558",NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
