"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","locality","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","typeStatus","class","relationshipType","relatedCatalogItem","fieldNumber","individualCount","sex"
"32","2021-03-15 16:37:00-03","NY","NYBG","1182393","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","fasciculata","Daphnopsis fasciculata","(Meisn.) Nevling","L. Rossi","R. M. Klein","1609","1955","09","29","Brazil","Santa Catarina","Itajaí","-48.6617","-26.9081",NA,NA,"NY01182393","NY01182393_01",NA,NA,NA,"Cunhas, Itajaí","15","15","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1402085' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malvales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","1182356","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","fasciculata","Daphnopsis fasciculata","(Meisn.) Nevling","L. Rossi","H. S. Irwin","9091","1965","10","09","Brazil","Distrito Federal","Brasília","-47.88","-15.73",NA,NA,"NY01182356","NY01182356_01",NA,NA,NA,"Confluence of Rio Torto with Lagoa Paranoá, Brasília","975","975","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1401130' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malvales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","17524","PreservedSpecimen","Plantae","Thymelaeaceae","Funifera","fasciculata","Funifera fasciculata","Meisn.",NA,"J. F. Widgren","1025",NA,NA,NA,"Brazil","Minas Gerais",NA,NA,NA,NA,NA,"NY00017524","NY00017524_01",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=733634' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malvales","South America","sheet",NA,NA,"type",NA,NA,NA,NA,NA,NA
"35","2021-02-18 09:30:50-03","UNESP-IBB","BOTU","24893","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","fasciculata","Daphnopsis fasciculata","(Meisn.) Nevling","Paschoal, M.E.S.","Paschoal, M.E.S.","2943","2002","03","20","Brasil","São Paulo","Agudos",NA,NA,"9999","9999","BOTU024893",NA,"2002","03","20",NA,NA,NA,"Arvoreta, folhas cartáceas, flores verde-amareladas, frutos verdes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-02-18 09:30:50-03","UNESP-IBB","BOTU","5286","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","fasciculata","Daphnopsis fasciculata","(Meisn.) Nevling",NA,"Amaral Jr., A.","137","1993","03","17","Brasil","São Paulo","São Luiz do Paraitinga",NA,NA,"9999","9999","BOTU005286",NA,NA,NA,NA,NA,NA,NA,"Árvore. Frutos pequenos, marrons.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-02-08 11:10:24-03","UNESP-IBB","BOTU","30218","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","fasciculata","Daphnopsis fasciculata","(Meisn.) Nevling",NA,"Galhego, A.A.","50","1993","08","05","Brasil","São Paulo","Botucatu","-48.434167","-22.872222","48°26'3w","22°52'20s","BOTU030218",NA,NA,NA,NA,NA,NA,NA,"Jardim Botânico UNESP Botucatu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-06-29 11:32:46-03","UFRJ","RFA","20618","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","beta","Daphnopsis beta","Taub.",NA,"P. Nunes",NA,NA,NA,NA,"Brasil","Paraná","São Mateus do Sul","-50.3828010559082","-25.8742008209229",NA,NA,"RFA50072",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31353","auto",NA,NA,NA,NA,NA,NA,NA
"39","2020-11-13 09:21:02-03","UFRJ","RFA","17542","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","fasciculata","Daphnopsis fasciculata","(Meisn.) Nevling","G.G. Hatschbach","G.G. Hatschbach","30586","1972","10","31","Brasil","Paraná","Lapa","-49.7158012390137","-25.7696990966797",NA,NA,"RFA50086",NA,NA,NA,NA,"Johanisdorf",NA,NA,"Arbusto de 1,50 m, flor creme",NA,NA,NA,NA,"49965","auto",NA,NA,NA,NA,NA,NA,NA
"40","2020-11-13 09:21:02-03","UFRJ","RFA","13273","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","fasciculata","Daphnopsis fasciculata","(Meisn.) Nevling","G.G. Hatschbach","G.G. Hatschbach","24048","1970","03","24","Brasil","Paraná","Bocaiúva do Sul","-49.1150016784668","-25.2061004638672",NA,NA,"RFA50082",NA,NA,NA,NA,"Sesmaria, Rio Capivari",NA,NA,"Arbusto 1,80 m, flor alvescente",NA,NA,NA,NA,"61623","auto",NA,NA,NA,NA,NA,NA,NA
"41","2020-11-13 09:21:02-03","UFRJ","RFA","9319","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","fasciculata","Daphnopsis fasciculata","(Meisn.) Nevling","G.G. Hatschbach","G.G. Hatschbach","22112","1969","08","27","Brasil","Paraná","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,"RFA50084",NA,NA,NA,NA,"Ipanema","3","3","Arbusto de flor creme",NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA
"42","2020-06-29 11:32:46-03","UFRJ","RFA","31298","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","fasciculata","Daphnopsis fasciculata","(Meisn.) Nevling","C.M. Oliveira","C.M. Vieira; M.A. Louzada; I. Aximoff; J.C. Gomes","1513","2003","02","19","Brasil","Rio de Janeiro","Silva Jardim","-42.3917007446289","-22.6508007049561",NA,NA,"RFA50064",NA,NA,NA,NA,"REBIO Poço das Antas, proximidades da trilha da Casa do Morcego",NA,NA,"Parcela: C; Altura: 10 m; CAP: 18 cm",NA,NA,NA,NA,"29995","auto",NA,NA,NA,NA,NA,NA,NA
"43","2020-06-29 11:32:46-03","UFRJ","RFA","7010","PreservedSpecimen","Plantae","Thymelaeaceae","Funifera","fasciculata","Funifera fasciculata","Meisn.",NA,"Reitz; Klein","2111","1954","09","24","Brasil","Santa Catarina","Itajaí","-48.6618995666504","-26.9078006744385",NA,NA,"RFA50075",NA,NA,NA,NA,"Cunhas","10","10","Arvoreta 6 m de altura; frutos maduros vermelhos",NA,NA,NA,NA,"27253","auto",NA,NA,NA,NA,NA,NA,NA
"44","2020-06-29 11:32:46-03","UFRJ","RFA","7009","PreservedSpecimen","Plantae","Thymelaeaceae","Funifera","fasciculata","Funifera fasciculata","Meisn.","R. Reitz","R. Klein","1548","1955","08","26","Brasil","Santa Catarina","Itajaí","-48.6618995666504","-26.9078006744385",NA,NA,"RFA50076",NA,"1956",NA,NA,"Cunhas",NA,NA,"Arvoreta de 4 m de altura de flor branca, estames amarelos",NA,NA,NA,NA,"27253","auto",NA,NA,NA,NA,NA,NA,NA
"45","2020-11-24 17:11:07-03","UTFPR","DVPR","2814","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","fasciculata","Daphnopsis fasciculata","(Meisn.) Nevling","Dias, MC","Francisco, EM; Alves, J","s.n.","1998","09","22","Brasil","Paraná","Mauá da Serra","-51.2294006347656","-23.9013996124268",NA,NA,"DVPR002814",NA,"1999",NA,NA,"Sítio São Jorge",NA,NA,"Árvore 4m, frutos verdes.; Interior da mata.","Magnoliophyta",NA,NA,NA,"16036","auto",NA,NA,NA,NA,NA,NA,NA
"46","2020-11-24 17:11:07-03","UTFPR","DVPR","3351","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","fasciculata","Daphnopsis fasciculata","(Meisn.) Nevling","Estevan, DA","?","s.n.","2014","09","14","Brasil","Paraná","Pinhais","-49.1925010681152","-25.4447002410889",NA,NA,"DVPR003351",NA,"2016",NA,NA,"Centro Paranaense de Referência em Agroecologia.",NA,NA,"Árvore 9 m, restos de flores.","Magnoliophyta",NA,NA,NA,"10418","auto",NA,NA,NA,NA,NA,NA,NA
