"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","recordNumber","year","month","day","locality","occurrenceRemarks","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","sex"
"11","2020-09-23 10:43:11-03","E","E","188500","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","fagara","Zanthoxylum fagara",NA,NA,"Spruce, R.","PE",NA,NA,NA,NA,NA,NA,NA,NA,"E00188500",NA,NA,NA,NA,"4293","1905","01","28",NA,"<a href=http://data.rbge.org.uk/herb/E00188500 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","W. Tropical South America","herbarium specimen of unspecif","BGBASE:194185",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-09-23 10:43:11-03","E","E","177915","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","fagara","Zanthoxylum fagara",NA,NA,"Hassler, E.","PY","Central",NA,NA,NA,NA,NA,NA,NA,"E00177915",NA,NA,NA,NA,"12267","1905","03","27","In regione lacus Ypacaray","<a href=http://data.rbge.org.uk/herb/E00177915 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E. Tropical South America","herbarium specimen of unspecif","BGBASE:194133",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-09-23 10:43:11-03","E","E","188501","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","fagara","Zanthoxylum fagara",NA,NA,"Spruce, R.","PE",NA,NA,NA,NA,NA,NA,NA,NA,"E00188501",NA,NA,NA,NA,"4293","1905","01","28",NA,"<a href=http://data.rbge.org.uk/herb/E00188501 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","W. Tropical South America","herbarium specimen of unspecif","BGBASE:194188",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-09-23 10:43:11-03","E","E","4415","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","fagara","Zanthoxylum fagara",NA,NA,"Chagas e Silva, F.","BR","Paraná",NA,NA,NA,NA,NA,NA,NA,"E00004415",NA,NA,NA,NA,"1530","1992","08","27",NA,"<a href=http://data.rbge.org.uk/herb/E00004415 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E. Tropical South America","herbarium specimen of unspecif","BGBASE:16744",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-09-23 10:43:11-03","E","E","177943","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","fagara","Zanthoxylum fagara",NA,NA,"Ratter, J.A.; Pott, A.; Pott, V.; Martins, F. & Tamashiro, J.Y.","BR","Mato Grosso do Sul",NA,NA,NA,NA,NA,NA,NA,"E00177943",NA,NA,NA,NA,NA,"1987","11","23",NA,"<a href=http://data.rbge.org.uk/herb/E00177943 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E. Tropical South America","herbarium specimen of unspecif","BGBASE:194187",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-09-23 10:43:11-03","E","E","188496","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","fagara","Zanthoxylum fagara",NA,NA,"Steinbach, Jose","BO",NA,NA,NA,NA,NA,NA,NA,NA,"E00188496",NA,NA,NA,NA,"7463","1905","04","09",NA,"<a href=http://data.rbge.org.uk/herb/E00188496 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","W. Tropical South America","herbarium specimen of unspecif","BGBASE:194174",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-09-23 10:43:11-03","E","E","177916","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","fagara","Zanthoxylum fagara",NA,NA,"Hassler, E.","PY","Central",NA,NA,NA,NA,NA,NA,NA,"E00177916",NA,NA,NA,NA,"11896","1905","03","27","In region lacus Ypacaray","<a href=http://data.rbge.org.uk/herb/E00177916 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E. Tropical South America","herbarium specimen of unspecif","BGBASE:194135",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-09-23 10:43:11-03","E","E","202036","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","fagara","Zanthoxylum fagara",NA,NA,"Pennington, T.D.; Daza, A.","PE",NA,NA,NA,NA,NA,NA,NA,NA,"E00202036",NA,NA,NA,NA,"16714","1999","11","17",NA,"<a href=http://data.rbge.org.uk/herb/E00202036 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","W. Tropical South America","herbarium specimen of unspecif","BGBASE:209476",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-09-23 10:43:11-03","E","E","188506","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","fagara","Zanthoxylum fagara",NA,NA,"Hartweg, K.T.","CO",NA,NA,NA,NA,NA,NA,NA,NA,"E00188506",NA,NA,NA,NA,"933",NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00188506 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","W. Tropical South America","herbarium specimen of unspecif","BGBASE:194193",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-09-23 10:43:11-03","E","E","177914","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","fagara","Zanthoxylum fagara",NA,NA,"Fiebrig, K.","PY",NA,NA,NA,NA,NA,NA,NA,NA,"E00177914",NA,NA,NA,NA,"152","1902","09","29",NA,"<a href=http://data.rbge.org.uk/herb/E00177914 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E. Tropical South America","herbarium specimen of unspecif","BGBASE:194132",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-09-23 10:43:11-03","E","E","4416","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","fagara","Zanthoxylum fagara",NA,NA,"Chagas e Silva, F.","BR","Paraná",NA,NA,NA,NA,NA,NA,NA,"E00004416",NA,NA,NA,NA,"1463","1991","07","16",NA,"<a href=http://data.rbge.org.uk/herb/E00004416 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E. Tropical South America","herbarium specimen of unspecif","BGBASE:16743",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-09-23 10:43:11-03","E","E","177917","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","fagara","Zanthoxylum fagara",NA,NA,"Fiebrig, K.","PY",NA,NA,NA,NA,NA,NA,NA,NA,"E00177917",NA,NA,NA,NA,"152","1902","09","29","Cordillera de Altos","<a href=http://data.rbge.org.uk/herb/E00177917 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E. Tropical South America","herbarium specimen of unspecif","BGBASE:194136",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-09-23 10:43:11-03","E","E","177931","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","fagara","Zanthoxylum fagara",NA,NA,"Reineck, E.M.","BR","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,"E00177931",NA,NA,NA,NA,"16",NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00177931 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E. Tropical South America","herbarium specimen of unspecif","BGBASE:194151",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2017-02-01 14:08:00-02","NY","NYBG","55847","PreservedSpecimen","Plantae","Rutaceae","Fagara","pterota","Fagara pterota guaranitica","Chodat & Hassl.",NA,"E. Hassler","Paraguay","Concepción",NA,NA,NA,NA,NA,NA,NA,"NY00055847","NY00055847_01",NA,NA,NA,"7296","1902","09",NA,"Paraguariam Septentrionalem","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=18163' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Sapindales","guaranitica","isotype",NA,NA,NA,NA,NA,NA,NA
"25","2016-09-28 13:17:00-03","NY","NYBG","382581","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","fagara","Zanthoxylum fagara",NA,"C. R. Reynel","T. M. Pedersen","Argentina","Corrientes","Mburucuyá",NA,NA,NA,NA,NA,NA,"NY00382581",NA,NA,NA,NA,"8689","1967","10","30","Estancia Santa Maria","On label the date was (30/1o - 1967) <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=48904' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","382590","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","fagara","Zanthoxylum fagara culantrillo","(Kunth) Reynel","C. R. Reynel","G. Jönsson","Brazil","Paraná","Jaguariaíva","-49.713647","-24.340602",NA,NA,NA,NA,"NY00382590","NY00382590_01",NA,NA,NA,"377a","1914","05","18","Jaguariahyva","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=740585' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Sapindales","culantrillo",NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","306175","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","fagara","Zanthoxylum fagara","(L.) Sarg.","M. H. Nee","M. H. Nee","Bolivia","Santa Cruz","Andrés Ibáñez","-63.25","-17.92",NA,NA,"470","470","NY00306175",NA,NA,NA,NA,"48781","1998","03","28","One of the most natural pampas grasslands left between Santa Cruz and Pedro Lorenzo, along highway from Santa Cruz to Abapó, 5.4 km S of turnoff at km. 13.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=721881' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","568843","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","fagara","Zanthoxylum fagara","(L.) Sarg.","M. F. Melo","A. G. d. Silva","Brazil","Pernambuco",NA,"-36.38","-8.2",NA,NA,"920","1030","NY00568843","NY00568843_01",NA,NA,NA,"142","1999","09","18","Brejo da Madre de Deus-PE. Mata do Bituri.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=48899' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","402571","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","fagara","Zanthoxylum fagara culantrillo","(Kunth) Reynel","C. R. Reynel","S. A. Renvoize","Argentina","Corrientes",NA,NA,NA,NA,NA,NA,NA,"NY00402571",NA,NA,NA,NA,"3684","1978","11","30","Concepcion. Tabay, Estancia Abuelita Justa.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=740580' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Sapindales","culantrillo",NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","402539","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","fagara","Zanthoxylum fagara culantrillo","(Kunth) Reynel",NA,"H. Wawra","Brazil","Rio de Janeiro","Cantagalo","-42.3681","-21.9811",NA,NA,NA,NA,"NY00402539","NY00402539_01",NA,NA,NA,"304","1879",NA,NA,"Cantagallo","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=740588' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Sapindales","culantrillo",NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","382591","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","fagara","Zanthoxylum fagara culantrillo","(Kunth) Reynel","C. R. Reynel","P. K. H. Dusén","Brazil","Paraná","Ponta Grossa","-50.077154","-25.140873",NA,NA,NA,NA,"NY00382591","NY00382591_01",NA,NA,NA,"13027","1911","09","22","Ponta Grossa","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=740586' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Sapindales","culantrillo",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","568841","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","fagara","Zanthoxylum fagara","(L.) Sarg.","M. F. Melo","A. G. d. Silva","Brazil","Pernambuco",NA,"-36.4","-8.18",NA,NA,"962","1020","NY00568841","NY00568841_01",NA,NA,NA,"76","1999","06","16","Brejo da Madre de Deus-PE. Mata do Cassange.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=48897' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","568844","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","fagara","Zanthoxylum fagara","(L.) Sarg.","M. F. Melo","A. M. d. Silva","Brazil","Pernambuco",NA,"-36.38","-8.2",NA,NA,"920","1030","NY00568844","NY00568844_01",NA,NA,NA,"17","1999","09","14","Brejo da Madre de Deus-PE. Mata do Bituri.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=48900' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","568842","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","fagara","Zanthoxylum fagara","(L.) Sarg.","M. F. Melo","A. G. d. Silva","Brazil","Pernambuco",NA,"-36.38","-8.2",NA,NA,"920","1030","NY00568842","NY00568842_01",NA,NA,NA,"123","1999","08","18","Brejo da Madre de Deus-PE. Mata do Bituri.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=48898' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2016-09-28 13:17:00-03","NY","NYBG","568840","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","fagara","Zanthoxylum fagara",NA,"M. F. Melo","A. G. d. Silva","Brazil","Pernambuco",NA,"-36.4","-8.18",NA,NA,"565","960","NY00568840","NY00568840_01",NA,NA,NA,"10","1999","05","10","Brejo da Madre de Deus-PE. Mata do Malhada.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=48896' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","382586","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","fagara","Zanthoxylum fagara culantrillo","(Kunth) Reynel","J. A. Kallunki","L. M. Nascimento","Brazil","Pernambuco","Brejo da Madre de Deus","-36.3892","-8.2014",NA,NA,NA,NA,"NY00382586","NY00382586_01",NA,NA,NA,"206","1999","01","19","Brejo da Madre de Deus","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=740574' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Sapindales","culantrillo",NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","382582","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","fagara","Zanthoxylum fagara","(L.) Sarg.","M. H. Nee","M. H. Nee","Bolivia","Santa Cruz","Florida","-64.1041667","-18.03",NA,NA,"1240","1240","NY00382582",NA,NA,NA,NA,"44715","1994","01","28","7 km (by air) N of Pampa Grande, just E of Las Juntas on main highway from Samaipata to Comarapa","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=48892' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2016-09-29 22:20:00-03","NY","NYBG","929315","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","fagara","Zanthoxylum fagara fagara","(L.) Sarg.",NA,"J. A. Ratter","Brazil","Mato Grosso do Sul",NA,"-57.18","-19.8",NA,NA,NA,NA,"NY00929315","NY00929315_01",NA,NA,NA,"R.5953","1987","11","13","Fazenda Acurizal at Estação de Carandazal.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1034764' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Sapindales","fagara",NA,NA,NA,NA,NA,NA,NA,NA
"39","2016-09-27 15:46:00-03","NY","NYBG","382592","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","fagara","Zanthoxylum fagara culantrillo","(Kunth) Reynel","C. R. Reynel","M. Pietrangeli","Venezuela","Táchira",NA,"-72.1","8.08",NA,NA,"1500","1500","NY00382592",NA,NA,NA,NA,"207","1989","10","06","Dist. Jaureguí Cuenca del río El Valle, 10 km noreste del Pueblo El Cobre. Ruta entre San Cristobal La Grita. Arbustales presentes detras del Barranco de La Quinta.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=740576' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Sapindales","culantrillo",NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","382578","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","fagara","Zanthoxylum fagara","(L.) Sarg.","C. R. Reynel","A. Sagástegui A.","Peru","Cajamarca","Contumazá",NA,NA,NA,NA,"1750","1750","NY00382578",NA,NA,NA,NA,"13028","1988","02","05","Andaloy (San Benito - Yetón)","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=48901' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","382585","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","fagara","Zanthoxylum fagara culantrillo","(Kunth) Reynel",NA,"G. G. Hatschbach","Brazil","Santa Catarina","Herval d'Oeste","-51.4944","-27.1936",NA,NA,NA,NA,"NY00382585","NY00382585_01",NA,NA,NA,"61091","1994","09","17","Rod. BR-470","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=740583' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Sapindales","culantrillo",NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","382587","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","fagara","Zanthoxylum fagara culantrillo","(Kunth) Reynel","C. R. Reynel","K. Mizoguchi","Brazil","Paraná","Maringá","-51.9383","-23.4256",NA,NA,"850","850","NY00382587","NY00382587_01",NA,NA,NA,"943","1978","09","17",NA,"Herb. Oomoto Kameyama Botanical Garden No. 19977 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=740581' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Sapindales","culantrillo",NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","309872","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","fagara","Zanthoxylum fagara culantrillo","(Kunth) Reynel","M. H. Nee","M. H. Nee","Bolivia","Santa Cruz","Florida","-63.93","-18.15",NA,NA,"1400","1400","NY00309872",NA,NA,NA,NA,"48606","1998","03","08","On side of Mairana valley, above the road from Mairana to Quirusillas, 2.5 km from turnoff from Mairana-Samaipata highway, 5 km (by air) SE of Mairana.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=460293' target='other'> <mi>dwc_moreinfo</mi></a>","South America",NA,NA,"Magnoliophyta","Sapindales","culantrillo",NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","382576","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","fagara","Zanthoxylum fagara","(L.) Sarg.","J. A. Kallunki","I. M. Andrade","Brazil","Pernambuco","Brejo da Madre de Deus","-36.3708333","-8.15",NA,NA,NA,NA,"NY00382576","NY00382576_01",NA,NA,NA,"63","1995","05","24","Brejo da Madre de Deus, Fazenda Bituri.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=48902' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","04034781","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","fagara","Zanthoxylum fagara lentiscifolium","(Humb. & Bonpl.) Reynel",NA,"P. Acevedo-Rodríguez","Brazil","Mato Grosso do Sul",NA,"-56.7289","-21.1089",NA,NA,"590",NA,"NY04034781",NA,NA,NA,NA,"16617","2017","09","01","Serra da Bodoquena, northwestern side of the southern sector along road to Laudjá","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4337962' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Sapindales","lentiscifolium",NA,NA,NA,NA,NA,NA,NA,NA
