"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","decimalLongitude","decimalLatitude","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","dayIdentified","class","individualCount"
"15","2019-08-27 13:28:35-03","IAP","PACA-AGP","8758","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Hatiora","rosea","Hatiora rosea","(Lagerh.) Barthlott","D. Bauer","Rambo, B.",NA,"1942","01","14",NA,"Brasil","RS","Serra da Rocinha",NA,NA,NA,"VULNERÁVEL Habitat: In silvula nebulari epiphytica. Fenofase: estéril","PACA008758",NA,"Bom Jesus","-50.4166984558105","-28.6678009033203","2004","04",NA,NA,"55856","auto","02","Magnoliatae",NA
"16","2019-08-27 13:28:35-03","IAP","PACA-AGP","52779","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Hatiora","rosea","Hatiora rosea","(Lagerh.) Barthlott","D. Bauer","Rambo, B.",NA,"1953","02","02",NA,"Brasil","RS","Serra da Rocinha.",NA,NA,NA,"VULNERÁVEL Habitat: In silvula nebulari ad arbores. Fenofase: estéril","PACA052779",NA,"Bom Jesus","-50.4166984558105","-28.6678009033203","2004","04",NA,NA,"55856","auto","02","Magnoliatae",NA
"17","2019-08-27 13:28:35-03","IAP","PACA-AGP","50169","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Hatiora","rosea","Hatiora rosea","(Lagerh.) Barthlott","D. Bauer","Rambo, B.",NA,"1950","12","18",NA,"Brasil","RS","Taimbezinho",NA,NA,NA,"VULNERÁVEL Habitat: In araucarieto epiphytica. Fenofase: estéril","PACA050169",NA,"São Francisco de Paula","-50.5835990905762","-29.4480991363525","2004","04",NA,NA,"76715","auto","02","Magnoliatae",NA
"18","2019-08-27 13:28:35-03","IAP","PACA-AGP","115502","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Hatiora","rosea","Hatiora rosea","(Lagerh.) Barthlott","Kieling- Rubio, M. A.","Rocha, L.D.","5","2013","11","27",NA,"Brasil","RS","nascente do Rio dos Sinos",NA,NA,NA,"Habitat: epífito","PACA115502",NA,"Caraá","-50.291056","-29.706944","2013","11","50º17'27.8W","29º42'25.0S",NA,NA,"27","Magnoliatae",NA
"19","2021-04-07 11:42:03-03","UFMS","CGMS","45724","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Schlumbergera","rosea","Schlumbergera rosea","(Lagerh.) Calvente & Zappi",NA,"E.F. Costa; E. Barbosa","12","2004","09","29",NA,"Brasil","Paraná","Torre da Vigia.",NA,NA,NA,"Flor rosada. Fruto ausente. Rupicola. Habitat: Alto do morro. Habito: Cacto.","CGMS1075693",NA,"Piraquara","-49.0633010864258","-25.4416999816895","2021",NA,NA,NA,"12577","auto",NA,NA,NA
"20","2020-10-14 10:00:27-03","FURB","FURB","28536","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Schlumbergera","rosea","Schlumbergera rosea","(Lagerh.) Calvente & Zappi","Calvente, A","Cadorin, T.J.; Grosch, B. & Lopes, C.P.","2942","2010","07","06",NA,"Brasil","Santa Catarina","Cubatão.","1169","1169",NA,"Epífita IFFSC e1065a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita; flor botão floral rosa","FURB01203","FURB01203","Joinville","-49.05","-26.1016667","2011","11","-49.0500000","-26.1016667",NA,NA,"24",NA,NA
"21","2021-03-16 17:51:28-03","UCS","HUCS","24979","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Cactaceae","Hatiora","rosea","Hatiora rosea","(Lagerheim) Barthlott","Hatschbach, G.;","Costa, E.F.","21","2004","09","29",NA,"Brasil","Paraná","Torre da Vigia",NA,NA,NA,"Flor lilás; epífita - interior da mata nebular",NA,NA,"Piraquara","-49.0633010864258","-25.4416999816895","2004",NA,NA,NA,"12577","auto",NA,NA,NA
"22","2019-08-16 08:38:53-03","UTFPR","HCF","2071","S","Plantae",NA,NA,"Cactaceae","Schlumbergera","rosea","Schlumbergera rosea","(Lagerh.) Calvente & Zappi","A. Soller","E.F. Costa","12","2004","09","29",NA,"Brasil","PR","Torre da Vigia",NA,NA,NA,"rupícola, flor rosada. Alto do morro.",NA,NA,"Piraquara","-49.0633010864258","-25.4416999816895","2011","08",NA,NA,"12577","auto","25",NA,NA
"23","2020-06-29 09:29:58-03","UFRRJ","RBR","46374","S","Plantae",NA,NA,"Cactaceae","Hatiora","rosea","Hatiora rosea","(Lagerh.) Barthlott",NA,"T.C. Alves","88","2019","04","30",NA,"Brasil","Rio de Janeiro","Serra dos Órgãos. PARNASO","2016","2016",NA,NA,"RBR00046374","RBR00046374","Petrópolis","-43.054444","-22.476667",NA,NA,"43º3'16''W","22º28'36''S",NA,NA,NA,NA,NA
"24","2020-12-21 16:19:44-03","MBM","MBM","77123","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hatiora","rosea","Hatiora rosea","(Lagerheim) Barhlott","Zappi, D.C.; Taylor, N.P.","Kummrow, R.","2021","1982","09","15","Southern America","Brazil","Paraná","Serra do Araçatuba",NA,NA,NA,NA,"MBM077123","MBM077123","Guaratuba","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"41937","auto",NA,NA,NA
"25","2020-12-21 16:19:44-03","MBM","MBM","395052","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hatiora","rosea","Hatiora rosea","(Lagerheim) Barhlott","Ariati, V.","Ariati, V.; Lozano, E.D.; Kersten, R.; Lozano, E.D.; Kersten, R.","1042","2009",NA,NA,"Southern America","Brazil","Paraná","Morro Caratuva",NA,NA,NA,"Epífita, flor rosa.; Floresta Ombrófila Densa Altomontana.","MBM395052","MBM395052","Campina Grande do Sul","-48.832306","-25.239225","2009",NA,"-48.832306","-25.239225",NA,NA,NA,NA,NA
"26","2020-12-21 16:19:44-03","MBM","MBM","266777","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hatiora","rosea","Hatiora rosea","(Lagerheim) Barhlott","Hatschbach, G.","Barboza, E.; Ribas, O.S.; Costa, E.F.; Ribas, O.S.; Costa, E.F.","685","2001","10","23","Southern America","Brazil","Paraná","Serra Capivari",NA,NA,NA,NA,"MBM266777","MBM266777","Campina Grande do Sul","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"55154","auto",NA,NA,NA
"27","2020-12-21 16:19:44-03","MBM","MBM","72044","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hatiora","rosea","Hatiora rosea","(Lagerheim) Barhlott","Zappi, D.C.; Taylor, N.P.","Hatschbach, G.","11712","1964","10","28","Southern America","Brazil","Paraná","Serra Capivari Grande",NA,NA,NA,NA,"MBM072044",NA,"Campina Grande do Sul","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"55154","auto",NA,NA,NA
"28","2020-12-21 16:19:44-03","MBM","MBM","45965","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hatiora","rosea","Hatiora rosea","(Lagerheim) Barhlott","Zappi, D.C.; Taylor, N.P.","Hatschbach, G.","11712","1964","10","28","Southern America","Brazil","Paraná","Serra Capivari Grande",NA,NA,NA,NA,"MBM045965","MBM045965","Campina Grande do Sul","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"55154","auto",NA,NA,NA
"29","2020-12-21 16:19:44-03","MBM","MBM","89658","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hatiora","rosea","Hatiora rosea","(Lagerheim) Barhlott","Zappi, D.C.; Taylor, N.P.","Kummrow, R.","2407","1981","11","09","Southern America","Brazil","Paraná","Serra do Araçatuba",NA,NA,NA,NA,"MBM089658","MBM089658","Guaratuba","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"41937","auto",NA,NA,NA
"30","2020-12-21 16:19:44-03","MBM","MBM","21055","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hatiora","rosea","Hatiora rosea","(Lagerheim) Barhlott","Zappi, D.C.; Taylor, N.P.","Hatschbach, G.","25389","1970","11","13","Southern America","Brazil","Paraná","Serra Marumbi, Pico Olimpo",NA,NA,NA,NA,"MBM021055","MBM021055","Morretes","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"30514","auto",NA,NA,NA
"31","2020-12-21 16:19:44-03","MBM","MBM","301840","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hatiora","rosea","Hatiora rosea","(Lagerheim) Barhlott","Hatschbach, G.","Costa, E.F.; Barboza, E.; Barboza, E.","21","2004","09","29","Southern America","Brazil","Paraná","Torre da Vigia",NA,NA,NA,NA,"MBM301840","MBM301840","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"12577","auto",NA,NA,NA
"32","2020-12-21 16:19:44-03","MBM","MBM","301839","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hatiora","rosea","Hatiora rosea","(Lagerheim) Barhlott","Hatschbach, G.","Costa, E.F.; Barboza, E.; Barboza, E.","12","2004","09","29","Southern America","Brazil","Paraná","Torre da Vigia",NA,NA,NA,NA,"MBM301839","MBM301839","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"12577","auto",NA,NA,NA
"33","2020-12-21 16:19:44-03","MBM","MBM","3638","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hatiora","rosea","Hatiora rosea","(Lagerheim) Barhlott","Zappi, D.C.; Taylor, N.P.","Hatschbach, G.","17336","1967","10","04","Southern America","Brazil","Paraná","Pico Caratuva",NA,NA,NA,NA,"MBM003638","MBM003638","Quatro Barras","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,"17116","auto",NA,NA,NA
"34","2020-10-01 14:16:04-03","JBB","HEPH","17922","S","Plantae","Dicotyledon","Caryophyllales","Cactaceae","Hatiora","rosea","Hatiora rosea","(Lagerheim) Barthlott","Hatschbach, G","Barbosa, E; Ribas, OS","685","2001","10","23","Southern America","Brasil","Paraná","Serra Capivari Grande",NA,NA,NA,NA,NA,NA,"Campina Grande do Sul","-49.0553016662598","-25.3055992126465","2001",NA,NA,NA,"55154","auto",NA,NA,NA
"35","2021-02-11 17:18:26-03","UFPR","UPCB","47314","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hatiora","rosea","Hatiora rosea","(Langerheim) Barthlott","Cervi, A.C.","Cervi, A.C.","7053","1997","10","27",NA,"Brasil","Paraná","Serra Capivari Grande",NA,NA,NA,"Flores alvas com anteras amarelas. Esta planta floresceu em cultivo em Curitiba no dia 16.X.2000..",NA,NA,"Quatro Barras","-49.0769004821777","-25.3656005859375","2003","12",NA,NA,"17116","auto","04",NA,NA
"36","2021-02-11 17:18:26-03","UFPR","UPCB","34600","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hatiora","rosea","Hatiora rosea","(Langerheim) Barthlott","Santos, E.P.","Santos, E.P.","547","1998","09","11",NA,"Brasil","Paraná","Serra de Araçatuba, Morro dos Perdidos",NA,NA,NA,"Epífita, corola rósea. Interior de mata nebular, 1210 m de altitude..",NA,NA,"Guaratuba","-48.5746994018555","-25.8827991485596","1998","01",NA,NA,"41937","auto","01",NA,NA
"37","2020-08-31 09:17:48-03","INPA","INPA","126754","S","Plantae","Dicotyledon Superasterids","Caryophyllales","Cactaceae","Hatiora","rosea","Hatiora rosea","(Lagerh.) Barthlott","Scheinvar, LS","Kummrow, R","2021","1982","09","15","Southern America","Brasil","Paraná",NA,NA,NA,NA,NA,"INPA0126754","INPA0126754 INPA0126754_e",NA,NA,NA,"1983",NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-09-12 05:00:02-03","US","US","2743472","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Hatiora","rosea","Hatiora rosea","(Lagerh.) Barthlott","Taylor, N. P.; Zappi, D. C.","G. Hatschbach","17336","1967",NA,NA,"South America","Brazil","Paraná",NA,NA,NA,NA,NA,"US00177384","US00177384_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1"
"39","2020-09-12 05:00:02-03","US","US","2700768","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Hatiora","rosea","Hatiora rosea","(Lagerh.) Barthlott","Taylor, N. P.; Zappi, D. C.","G. Hatschbach","25389","1970","11","13","South America","Brazil","Paraná",NA,"1500","1500",NA,NA,"US00177383","US00177383_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1"
"40","2020-09-12 05:00:02-03","US","US","2743146","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Hatiora","rosea","Hatiora rosea","(Lagerh.) Barthlott","Taylor, N. P.; Zappi, D. C.","L. B. Smith & R. Reitz","14234","1965","1","3","South America","Brazil","Santa Catarina",NA,"1400","1400",NA,NA,"US00177386","US00177386_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1"
"41","2020-09-12 05:00:02-03","US","US","1954537","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Hatiora","rosea","Hatiora rosea","(Lagerh.) Barthlott","Taylor, N. P.; Zappi, D. C.","R. Reitz","2391","1948","12","16","South America","Brazil","Santa Catarina",NA,"2000","2000",NA,NA,"US00177388","US00177388_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1"
"42","2020-09-12 05:00:02-03","US","US","2743147","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Hatiora","rosea","Hatiora rosea","(Lagerh.) Barthlott","Taylor, N. P.; Zappi, D. C.","L. B. Smith & R. Reitz","14238","1965","1","3","South America","Brazil","Santa Catarina",NA,"1400","1400",NA,NA,"US00177385","US00177385_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1"
"43","2020-09-12 05:00:02-03","US","US","2321413","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Hatiora","rosea","Hatiora rosea","(Lagerh.) Barthlott","Taylor, N. P.; Zappi, D. C.","R. Reitz & R. M. Klein","5238","1957","10","18","South America","Brazil","Santa Catarina",NA,"1400","1400",NA,NA,"US00177387","US00177387_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1"
"44","2020-09-12 05:00:02-03","US","US","3074349","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Hatiora","rosea","Hatiora rosea","(Lagerh.) Barthlott","Taylor, N. P.","R. A. Wasum","2289","1986","11","8","South America - Neotropics","Brazil","Ceará",NA,"1000","1000",NA,NA,"US00008389","US00008389_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1"
"45","2019-12-09 17:29:39-03","UFPR","EFC","13258","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Schlumbergera","rosea","Schlumbergera rosea","(Lagerh.) Calvente & Zappi","Vieira, R.S.","Vieira, R.S.","583","2014","10","31",NA,"Brasil","Paraná","Serra do Capivari - Morro Capivari Grande",NA,NA,NA,"Epífita em floresta altomontana. Flores rosadas com anteras amarelas.","EFC013258",NA,"Campina Grande do Sul","-48.4919","-25.0906","2014","10","-48.4919","-25.0906",NA,NA,"31",NA,NA
"46","2019-12-09 17:29:39-03","UFPR","EFC","13265","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Schlumbergera","rosea","Schlumbergera rosea","(Lagerh.) Calvente & Zappi","Vieira, R.S.","Vieira, R.S.","590","2014","10","31",NA,"Brasil","Paraná","Serra do Capivari - Morro Capivari Grande",NA,NA,NA,"Epífita em floresta altomontana. Flores brancas com anteras amarelas.","EFC013265",NA,"Campina Grande do Sul","-48.4919","-25.0906","2014","10","-48.4919","-25.0906",NA,NA,"31",NA,NA
"47","2019-12-09 17:29:39-03","UFPR","EFC","12367","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Schlumbergera","rosea","Schlumbergera rosea","(Lagerh.) Calvente & Zappi","Vieira, R.S.","Vieira, R.S.; Pereira, T.K.","329","2013","11","10",NA,"Brasil","Paraná","Serra do Ibitiraquire - Morro Cerro Verde","1591","1591",NA,"Epífita com flores rosadas, no interior da floresta","EFC012367",NA,"Campina Grande do Sul","-48.5017","-25.1524","2014","03","-48.5017","-25.1524",NA,NA,"26",NA,NA
"48","2019-11-13 11:17:20-03","USP","SPF","191742","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hatiora","rosea","Hatiora rosea","(Lagerh.) Barthlott","Calvente, AM","Vieira, FCS","1965","2007","11","14",NA,"Brasil","Santa Catarina","Serra do Quiriri",NA,NA,NA,NA,"SPF00191742",NA,"Garuva","-49.598275","-20.102817","2009",NA,"-49.598275","-20.102817",NA,NA,NA,NA,NA
"49","2021-03-25 13:51:53-03","UNIVILLE","JOI","15068","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalidopsis","rosea","Rhipsalidopsis rosea","(Lagerh.) Britton & Rose","Mancinelli, W. S.","Mancinelli, W.S.","1298","2010","09","30",NA,"Brasil","Santa Catarina","Serra Queimada.","1300","1300",NA,"; HABITAT: mata nebular; HABITO: Epífita","JOI015068","JOI015068","Joinville","-48.8456001281738","-26.3043994903564","2010","09",NA,NA,"37150","auto","30",NA,NA
"50","2021-02-08 12:39:03-03","UFRGS","ICN","132229","S","Plantae","Dicotyledon",NA,"Cactaceae","Hatiora","rosea","Hatiora rosea","(Lagerh.) Barthlott","Bauer, D","Bauer, D","25","2004","02","17","América do Sul","Brasil","RS",NA,NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável).; Epífita com frutos maduros, verde-amarelados.; em interior de mata nebular",NA,NA,"Cambará do Sul","-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,"30776","auto",NA,NA,NA
"51","2021-02-08 12:39:03-03","UFRGS","ICN","132263","S","Plantae","Dicotyledon",NA,"Cactaceae","Hatiora","rosea","Hatiora rosea","(Lagerh.) Barthlott","Waechter, JL; Bauer, D","Bauer, D; Waechter, JL","60","2004","11","09","América do Sul","Brasil","RS","a caminho de Fortaleza",NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável).; Epífita. Planta de pequeno porte, ereta a pendente, com frutos imaturos verdes e flores brancas abertas.; em interior de mata nebular.",NA,NA,"Cambará do Sul","-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,"30776","auto",NA,NA,NA
"52","2021-02-08 12:39:03-03","UFRGS","ICN","062141","S","Plantae","Dicotyledon",NA,"Cactaceae","Hatiora","rosea","Hatiora rosea","(Lagerh.) Barthlott","Bauer, D","Sobral, M; Stehmann, JR","2795",NA,NA,NA,"América do Sul","Brasil","RS","Faxinal",NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável).; Epífita; flores brancas.; Em interior de mata.",NA,NA,"Cambará do Sul","-50.1446990966797","-29.0478000640869","2004","04",NA,NA,"30776","auto","08",NA,NA
"53","2021-02-08 12:39:03-03","UFRGS","ICN","132264","S","Plantae","Dicotyledon",NA,"Cactaceae","Hatiora","rosea","Hatiora rosea","(Lagerh.) Barthlott","Waechter, JL; Bauer, D","Bauer, D; Waechter, JL","61","2004","11","09","América do Sul","Brasil","RS","a caminho de Fortaleza",NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável).; Epífita. Planta de pequeno porte, ereta a pendente, com flores fenecidas, rosadas.; em interior de mata nebular.",NA,NA,"Cambará do Sul","-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,"30776","auto",NA,NA,NA
"54","2020-04-16 11:05:24-03","MCN-FZBRS","HAS","22664","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cactaceae","Hatiora","rosea","Hatiora rosea","(Lagerh.) Barthlott","Bauer, D.","Abruzzi, M.L.","1155","1986","11",NA,NA,"Brasil","Rio Grande do Sul","Parque Nacional dos Aparados da Serra",NA,NA,NA,"Projeto CNPq 85 Expedições Botânicas. Em matinha nebular, epífito, flores rosa escuras; Coleção Viva do JB.","HAS0022664",NA,"Cambará do Sul","-50.1446990966797","-29.0478000640869","2004","04",NA,NA,"30776","auto","20",NA,NA
