"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","locality","coordinatePrecision","geoFlag","recordNumber","imagecode","typeStatus","continentOcean","preparationType","previousCatalogNumber","phylum","order","class","relatedCatalogItem","infraspecificEpithet","relationshipType","individualCount","fieldNumber","sex"
"3044","2021-02-08 12:50:49-03","UFRGS","ICN","065254","S","Plantae","Commelinaceae","Commelina","diffusa","Commelina diffusa","Burm. f.","Barreto, R","1996","12","12","Sobral, M; Schimidt, R","1985","09",NA,"Brasil","RS","Osório","-50.2696990966797","-29.8866996765137",NA,NA,NA,NA,"Flores azuis.; Erva em beira de estrada.",NA,"Aguapé","27350","auto","4133",NA,NA,"América do Sul",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"3045","2021-02-08 12:50:49-03","UFRGS","ICN","016187","S","Plantae","Commelinaceae","Commelina","diffusa","Commelina diffusa","Burm. f.","Barreto, R","1996","12","12","Rambo, E","1950","03","06","Brasil","RS","Osório","-50.2696990966797","-29.8866996765137",NA,NA,NA,NA,"Flor azul.; Beira do banhado",NA,"Faz. Do Arroio","27350","auto","46150",NA,NA,"América do Sul",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"3046","2021-02-08 12:50:49-03","UFRGS","ICN","085704","S","Plantae","Commelinaceae","Commelina","diffusa","Commelina diffusa","Burm. f.","Barreto, R","1996","12","12","Sobral, M; Jarenkow, JA","1987","01",NA,"Brasil","RS","Pelotas","-52.3424987792969","-31.771900177002",NA,NA,NA,NA,NA,NA,"Horto Botânico UFPEL.","51462","auto","5447",NA,NA,"América do Sul",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"3047","2021-02-08 12:50:49-03","UFRGS","ICN","034548","S","Plantae","Commelinaceae","Commelina","diffusa","Commelina diffusa","Burm. f.","Longhi",NA,NA,NA,"Longhi; Bins; Butignol","1977","05","05","Brasil","RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"PLANDEL nº XIV-141 E 475775 UTM N6679050",NA,"Ilha da Casa de Pólvora","29946","auto","s.n.",NA,NA,"América do Sul",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"3048","2021-02-08 12:50:49-03","UFRGS","ICN","124891b","S","Plantae","Commelinaceae","Commelina","diffusa","Commelina diffusa","Burm. f.","Ferrarese, MD","2014","07","24","Avancini, CAM","1999","12","27","Brasil","RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,NA,NA,"Morro Santana","29946","auto",NA,NA,NA,"América do Sul",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"3049","2021-02-08 12:50:49-03","UFRGS","ICN","137892","S","Plantae","Commelinaceae","Commelina","diffusa","Commelina diffusa","Burm. f.","Ferrarese, MD","2015","11","17","Hagelund, K","1970","08","30","Brasil","RS","Porto Mauá","-54.668098449707","-27.5753002166748",NA,NA,NA,NA,"Doação de Karner Hagelund",NA,NA,"9855","auto","5920",NA,NA,"América do Sul",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"3050","2021-02-08 12:50:49-03","UFRGS","ICN","138837","S","Plantae","Commelinaceae","Commelina","diffusa","Commelina diffusa","Burm. f.","Ferrarese, MD","2014","07","26","Hagelund, K","1970","03","08","Brasil","RS","Santo Ângelo","-54.2630996704102","-28.2992000579834",NA,NA,NA,NA,"Doação Karner Hagelund",NA,"Granja Piratini","25915","auto","5849",NA,NA,"América do Sul",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"3051","2021-02-08 12:50:49-03","UFRGS","ICN","088023","S","Plantae","Commelinaceae","Commelina","diffusa","Commelina diffusa","Burm. f.","Barreto, R","1996","12","12","Stehmann, JR","1986","01",NA,"Brasil","RS","Tenente Portela","-53.75830078125","-27.3710994720459",NA,NA,NA,NA,NA,NA,"Parque Estadual do Turvo","14404","auto","s.n.",NA,NA,"América do Sul",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"3052","2021-02-08 12:50:49-03","UFRGS","ICN","047481","S","Plantae","Commelinaceae","Commelina","diffusa","Commelina diffusa","Burm. f.","Irgang, B",NA,NA,NA,"Pfadenhauer","1978","02",NA,"Brasil","RS","Torres","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"Dunas secundárias, planície úmida.",NA,"12km ao Sul de Torres.","20837","auto","351",NA,NA,"América do Sul",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"3053","2021-02-08 12:50:49-03","UFRGS","ICN","137888","S","Plantae","Commelinaceae","Commelina","diffusa","Commelina diffusa","Burm. f.","Ferrarese, MD","2015","11","17","Hagelund, K","1987","03","27","Brasil","RS","Torres","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"Doação de Karner Hagelund",NA,"atrás do Aeroporto","20837","auto","16124",NA,NA,"América do Sul",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"3054","2021-02-08 12:50:49-03","UFRGS","ICN","137896","S","Plantae","Commelinaceae","Commelina","diffusa","Commelina diffusa","Burm. f.","Ferrarese, MD","2015","11","17","Hagelund, K","1967","01","26","Brasil","RS","Torres","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"Doação de Karner Hagelund",NA,"Lagoa Jacaré","20837","auto","5089",NA,NA,"América do Sul",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"3055","2021-02-08 12:50:49-03","UFRGS","ICN","027368","S","Plantae","Commelinaceae","Commelina","diffusa","Commelina diffusa","Burm. f.","Barreto, R","1996","12","12","Mariath","1973","06","02","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Floricultura Schonenwald",NA,NA,"0028",NA,NA,"América do Sul",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"3056","2021-02-08 12:50:49-03","UFRGS","ICN","164782","S","Plantae","Commelinaceae","Commelina","diffusa","Commelina diffusa","Burm. f.","Ferrarese, MD","2014","07","20","Matzenbacher, NI","2010","05","31","Brasil","RS","Guaíba","-51.386111","-30.180833","-51.386111","-30.180833",NA,NA,"borda de mata",NA,"Fazenda São Maximiano 30°10'51''S 51°23'10''W",NA,NA,"3044",NA,NA,"América do Sul",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"3057","2021-02-08 12:50:49-03","UFRGS","ICN","168326","S","Plantae","Commelinaceae","Commelina","diffusa","Commelina diffusa","Burm. f.","Ferrarese, MD","2014","07","20","Silva Filho, PJS","2009","03","24","Brasil","RS","Viamão","-51.017222","-30.069722","-51.017222","-30.069722",NA,NA,"Flores brancas; Borda da mata",NA,"Bairro Tarumã região de entorno do Lago Tarumã. 30° 4'11.51S - 51° 1'2.40O",NA,NA,"1133",NA,NA,"América do Sul",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"3058","2021-02-08 12:50:49-03","UFRGS","ICN","168332","S","Plantae","Commelinaceae","Commelina","diffusa","Commelina diffusa","Burm. f.","Ferrarese, MD","2015","11","17","Silva Filho, PJS","2010","03","27","Brasil","RS","Viamão","-51.021111","-30.068889","-51.021111","-30.068889",NA,NA,"Flores azuladas; Beira do lago",NA,"Bairro Tarumã região de entorno do Lago Tarumã. 30° 4'8.37S - 51° 1'16.97O",NA,NA,"1139",NA,NA,"América do Sul",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"3059","2021-02-08 12:50:49-03","UFRGS","ICN","021738","S","Plantae","Commelinaceae","Commelina","diffusa","Commelina diffusa","Burm. f.","Porto, ML",NA,NA,NA,"Lindman, JC; et alii","1972","03","27","Brasil","RS","Canela","-50.815601348877","-29.3656005859375",NA,NA,NA,NA,"Trans.613",NA,"8Km N Canela, Parque Estadual do Caracol","16452","auto","s.n.",NA,NA,"América do Sul",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"3060","2021-02-08 12:50:49-03","UFRGS","ICN","009611","S","Plantae","Commelinaceae","Commelina","diffusa","Commelina diffusa","Burm. f.","Barreto, R","1996","12","12","Porto, ML; Oliveira, PL","1971","02","02","Brasil","RS","Cruz Alta","-53.6063995361328","-28.638599395752",NA,NA,NA,NA,NA,NA,"10km de Júlio de Castilhos.","44498","auto","s.n.",NA,NA,"América do Sul",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"3061","2021-02-08 12:50:49-03","UFRGS","ICN","137886","S","Plantae","Commelinaceae","Commelina","diffusa","Commelina diffusa","Burm. f.","Ferrarese, MD","2015","11","17","Hagelund, K",NA,NA,NA,"Brasil","RS","Giruá","-54.3497009277344","-28.028299331665",NA,NA,NA,NA,"Doação de Karner Hagelund",NA,"Granja Sodal","23862","auto","2221",NA,NA,"América do Sul",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"3062","2021-02-08 12:50:49-03","UFRGS","ICN","005516","S","Plantae","Commelinaceae","Commelina","diffusa","Commelina diffusa","Burm. f.","Barreto, R","1996","12","12","Ferreira, A","1967","05","02","Brasil","RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"Herbário Ferreira; Erva quase rastejante. Flores azuis,estames amarelados não muito abundantes. Nos lugares mais úmidos.",NA,"Aterro Praia de Belas","29946","auto","221",NA,NA,"América do Sul",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"3063","2021-02-08 12:50:49-03","UFRGS","ICN","132117","S","Plantae","Commelinaceae","Commelina","diffusa","Commelina diffusa","Burm. f.","Mentz, LA; Vendruscolo, GS",NA,NA,NA,"Vendruscolo, GS","2003","06","10","Brasil","RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"Material testemunho do levantamento etnobotânico de Giovana S. Vendruscolo (= 237).",NA,"Bairro Ponta Grossa","29946","auto","358",NA,NA,"América do Sul",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"3064","2021-02-08 12:50:49-03","UFRGS","ICN","044722","S","Plantae","Commelinaceae","Commelina","diffusa","Commelina diffusa","Burm. f.","Barreto, R","1996","12","12","Schweiger, E","1923","11",NA,"Brasil","RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"Escola de Engenharia de Porto Alegre. Instituto de Agronomia e Veterinaria. Herbario do Museu Botanico.",NA,"Banhado da Olaria","29946","auto","s.n.",NA,NA,"América do Sul",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"3065","2021-02-08 12:50:49-03","UFRGS","ICN","044723","S","Plantae","Commelinaceae","Commelina","diffusa","Commelina diffusa","Burm. f.","Barreto, R","1996","12","12","Schweiger, E","1923","12",NA,"Brasil","RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"Escola de Engenharia de Porto Alegre. Instituto de Agronomia e Veterinaria. Herbario do Museu Botanico.",NA,"Banhado da Olaria","29946","auto","s.n.",NA,NA,"América do Sul",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"3066","2021-02-08 12:50:49-03","UFRGS","ICN","137893","S","Plantae","Commelinaceae","Commelina","diffusa","Commelina diffusa","Burm. f.","Ferrarese, MD","2015","11","17","Hagelund, K","1977","02","13","Brasil","RS","Santo Ângelo","-54.2630996704102","-28.2992000579834",NA,NA,NA,NA,"Doação de Karner Hagelund",NA,"Granja Piratini","25915","auto","11165",NA,NA,"América do Sul",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"3067","2021-02-08 12:50:49-03","UFRGS","ICN","137890","S","Plantae","Commelinaceae","Commelina","diffusa","Commelina diffusa","Burm. f.","Ferrarese, MD","2015","11","17","Hagelund, K","1977","01","31","Brasil","RS","Torres","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"Doação de Karner Hagelund",NA,NA,"20837","auto","11092",NA,NA,"América do Sul",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"3068","2021-02-08 12:50:49-03","UFRGS","ICN","137894","S","Plantae","Commelinaceae","Commelina","diffusa","Commelina diffusa","Burm. f.","Ferrarese, MD","2015","11","17","Hagelund, K","1977","01","08","Brasil","RS","Torres","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"Doação de Karner Hagelund",NA,"Lagoa Jacaré","20837","auto","10801",NA,NA,"América do Sul",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"3069","2021-02-08 12:50:49-03","UFRGS","ICN","137884","S","Plantae","Commelinaceae","Commelina","diffusa","Commelina diffusa","Burm. f.","Ferrarese, MD","2015","11","17","Hagelund, K","1984","02","02","Brasil","SC","São João do Sul","-49.810001373291","-29.2233009338379",NA,NA,NA,NA,"Doação de Karner Hagelund",NA,NA,"13742","auto","15007",NA,NA,"América do Sul",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"3070","2021-02-08 12:50:49-03","UFRGS","ICN","005474","S","Plantae","Commelinaceae","Commelina","diffusa","Commelina diffusa","Burm. f.","Barreto, R","1996","12","12","Ferreira, A; Irgang, B; Viana, E; Homrich, M; Ceroni","1968","11","11","Brasil","SC","Sombrio","-49.61669921875","-29.113899230957",NA,NA,NA,NA,"Em água parada, flores azuis.",NA,"Lagoa do Sombrio","16515","auto","s.n.",NA,NA,"América do Sul",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"3071","2021-02-08 12:50:50-03","UFRGS","ICN","137885","S","Plantae","Commelinaceae","Commelina","obliqua","Commelina obliqua","Vahl","Ferrarese, MD","2013","07","20","Hagelund, K","1984","02","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Doação de Karner Hagelund",NA,"Colônia São Pedro",NA,NA,"14943",NA,NA,NA,NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"3072","2021-02-08 12:50:50-03","UFRGS","ICN","004883","S","Plantae","Commelinaceae","Commelina","obliqua","Commelina obliqua","Vahl","Barreto, R","1996","10","18","Irgang, B","1968","05","04","Brasil","RS","Gravataí","-50.9919013977051","-29.9444007873535",NA,NA,NA,NA,"Flores azuis.",NA,"Itacolomí","25424","auto","381",NA,NA,"América do Sul",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"3073","2021-02-08 12:50:50-03","UFRGS","ICN","167393","S","Plantae","Commelinaceae","Commelina","obliqua","Commelina obliqua","Vahl","Ferrarese, MD","2015","11","17","Kieling-Rubio, MA","2010","03","17","Brasil","RS","Guaíba","-51.3250007629395","-30.113899230957",NA,NA,"150","150","terrícola",NA,"Fazenda São Maximiano","28343","auto","1025",NA,NA,"América do Sul",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"3074","2021-02-08 12:50:50-03","UFRGS","ICN","004839","S","Plantae","Commelinaceae","Commelina","obliqua","Commelina obliqua","Vahl","Barreto, R","1996","10","18","Ceroni, Z; Homrich, M; Irgang, B",NA,NA,NA,"Brasil","RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"Flores azuis.",NA,"Agronomia(Morro)","29946","auto","357",NA,NA,"América do Sul",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"3075","2021-02-08 12:50:50-03","UFRGS","ICN","043006","S","Plantae","Commelinaceae","Commelina","obliqua","Commelina obliqua","Vahl","Barreto, R","1996","10","18","Arzivenco, L","1975","03","27","Brasil","RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,NA,NA,"Aterro Praia de Belas","29946","auto","s.n.",NA,NA,"América do Sul",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"3076","2021-02-08 12:50:50-03","UFRGS","ICN","034549","S","Plantae","Commelinaceae","Commelina","obliqua","Commelina obliqua","Vahl","Barreto, R","1996","09","15","Longhi; Bins; Toffoli","1977","06","03","Brasil","RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"PLADEL Nº LV-393. UTM E-476.860 N-6680.700",NA,"Ilha das flores","29946","auto","s.n.",NA,NA,"América do Sul",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"3077","2021-02-08 12:50:50-03","UFRGS","ICN","005333","S","Plantae","Commelinaceae","Commelina","obliqua","Commelina obliqua","Vahl","Barreto, R","1996","10","18","Irgang, B","1968","11","05","Brasil","RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"Flores azuis.",NA,"Teresópolis","29946","auto","397",NA,NA,"América do Sul",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"3078","2021-02-08 12:50:50-03","UFRGS","ICN","081419","S","Plantae","Commelinaceae","Commelina","obliqua","Commelina obliqua","Vahl","Barreto, R","1996","10","18","Irgang, B","1982","03","30","Brasil","RS","Santo Ângelo","-54.2630996704102","-28.2992000579834",NA,NA,NA,NA,NA,NA,"Ruínas de São Miguel.","25915","auto","s.n.",NA,NA,"América do Sul",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"3079","2021-02-08 12:50:50-03","UFRGS","ICN","004819","S","Plantae","Commelinaceae","Commelina","obliqua","Commelina obliqua","Vahl","Barreto, R","1996","10","18","Irgang, B","1966","06","10","Brasil","RS","Sapiranga","-51.0069007873535","-29.6380996704102",NA,NA,NA,NA,NA,NA,"Ferrabraz","11711","auto","s.n.",NA,NA,"América do Sul",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"3080","2021-02-08 12:50:50-03","UFRGS","ICN","042158","S","Plantae","Commelinaceae","Commelina","obliqua","Commelina obliqua","Vahl","Barreto, R","1996","10","18","Arzivenco, L","1976","04","16","Brasil","RS","Taquara","-50.7806015014648","-29.6506004333496",NA,NA,NA,NA,NA,NA,"Taquara a Rolante","22252","auto","s.n.",NA,NA,"América do Sul",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"3081","2021-02-08 12:50:50-03","UFRGS","ICN","095022","S","Plantae","Commelinaceae","Commelina","obliqua","Commelina obliqua","Vahl",NA,NA,NA,NA,"Irgang, BE; et al.","1982","10","14","Brasil","RS","Tenente Portela","-53.75830078125","-27.3710994720459",NA,NA,NA,NA,NA,NA,"Derrubadas","14404","auto","s.n.",NA,NA,"América do Sul",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"3082","2021-02-08 12:50:50-03","UFRGS","ICN","005930","S","Plantae","Commelinaceae","Commelina","obliqua","Commelina obliqua","Vahl","Barreto, R","1996","10","18","Ceroni, Z; et alii","1969","12","20","Brasil","RS","Tenente Portela","-53.75830078125","-27.3710994720459",NA,NA,NA,NA,"Uso:c/tripa seca",NA,"Parque Estadual do Turvo","14404","auto","s.n.",NA,NA,"América do Sul",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"3083","2021-02-08 12:50:50-03","UFRGS","ICN","137889","S","Plantae","Commelinaceae","Commelina","obliqua","Commelina obliqua","Vahl","Ferrarese, MD","2014","06","18","Hagelund, K","1984","06","11","Brasil","RS","Torres","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,NA,NA,"Colônia São Pedro","20837","auto","15200",NA,NA,"América do Sul",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"3084","2021-02-08 12:50:50-03","UFRGS","ICN","137883","S","Plantae","Commelinaceae","Commelina","obliqua","Commelina obliqua","Vahl","Ferrarese, MD","2015","11","18","Hagelund, K","1984","02","28","Brasil","RS","Torres","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"Doação de Karner Hagelund",NA,"entre Morro Azul e Morrinhos","20837","auto","14871",NA,NA,"América do Sul",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"3085","2021-02-08 12:50:50-03","UFRGS","ICN","137902","S","Plantae","Commelinaceae","Commelina","obliqua","Commelina obliqua","Vahl","Ferrarese, MD","2013","07","10","Hagelund, K","1975","01","07","Brasil","RS","Torres","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"Doação de Karner Hagelund",NA,"Lagoa Jacaré","20837","auto","8508",NA,NA,"América do Sul",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"3086","2021-02-08 12:50:50-03","UFRGS","ICN","028082","S","Plantae","Commelinaceae","Commelina","obliqua","Commelina obliqua","Vahl","Barreto, R","1996","10","18","Batista, L; Lorscheitter, ML","1972","07","10","Brasil","RS","Torres","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,NA,NA,"Parque de Torres. Baixada S atrás dunas prim.","20837","auto","s.n.",NA,NA,"América do Sul",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"3087","2021-02-08 12:50:50-03","UFRGS","ICN","114918","S","Plantae","Commelinaceae","Commelina","obliqua","Commelina obliqua","Vahl","Ferrarese, MD","2015","11","17","Müller, SC","1997","12","10","Brasil","RS","Viamão","-51.0233001708984","-30.0811004638672",NA,NA,"35","35","Floresta de restinga arenosa, interior da mata",NA,"localidade de Morro Grande","41667","auto","3",NA,NA,"América do Sul",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"3088","2021-02-08 12:50:50-03","UFRGS","ICN","042753","S","Plantae","Commelinaceae","Commelina","obliqua","Commelina obliqua","Vahl","Barreto, R","1996","10","18","Arzivenco, L","1996","10","18","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Curitiba-Florianópolis pela BR 101, divisa PR-SC.",NA,NA,"s.n.",NA,NA,"América do Sul",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"3089","2021-02-08 12:50:50-03","UFRGS","ICN","143030","S","Plantae","Commelinaceae","Commelina","obliqua","Commelina obliqua","Vahl","Ferrarese, MD","2015","11","17","Inácio, CD","2005","01","17","Brasil","RS","Derrubadas","-53.8608016967773","-27.2646999359131",NA,NA,"440","440","Erva apoiante, flores roxas (encontrava-se sobre Chusquea sp.); Interior de floresta, solo argiloso.",NA,"Parque Estadual do Turvo","18158","auto","46",NA,NA,"América do Sul",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"3090","2021-02-08 12:50:50-03","UFRGS","ICN","140412","S","Plantae","Commelinaceae","Commelina","obliqua","Commelina obliqua","Vahl","Ferrarese, MD","2015","11","17","Inácio, CD","2005","01","17","Brasil","RS","Derrubadas","-53.8608016967773","-27.2646999359131",NA,NA,"440","440","Erva; Interior de floresta, área com solos úmidos em períodos alagáveis.",NA,"Parque Estadual do Turvo","18158","auto","45",NA,NA,"América do Sul",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"3091","2021-02-08 12:50:50-03","UFRGS","ICN","153922","S","Plantae","Commelinaceae","Commelina","obliqua","Commelina obliqua","Vahl","Ferrarese, MD","2014","06","18","Lima, LF","2006","03","30","Brasil","RS","Guaíba","-51.3250007629395","-30.113899230957",NA,NA,NA,NA,"Banhado.",NA,"Fazenda São Maximiano BR 116 Km 308","28343","auto","s.n.",NA,NA,"América do Sul",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"3092","2021-02-08 12:50:50-03","UFRGS","ICN","019359","S","Plantae","Commelinaceae","Commelina","obliqua","Commelina obliqua","Vahl","Barreto, R","1996","09","15","Irmão Besió","1942","02","10","Brasil","RS","Soledade","-52.5102996826172","-28.8183002471924",NA,NA,NA,NA,"Flora Brasiliensis",NA,"Espumoso","42411","auto","8512",NA,NA,"América do Sul",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"3093","2021-02-08 12:50:50-03","UFRGS","ICN","124429","S","Plantae","Commelinaceae","Murdannia","nudiflora","Murdannia nudiflora","(L.) Brenan","Kinupp, VF",NA,NA,NA,"Kinupp, VF; Resende, U","2002","03","01","Brasil","MT","Jauru","-58.583333","-15.466667","-58.583333","-15.466667","192","192","Erva de 0,20m de altura. frutos imaturos verdes. Solo areno-argiloso e úmido; pastagem.",NA,"Pousada Dona Júlia margem do Rio Jauru estrada Indiavaí-Jauru Km 3 próximo à ponte. Expedição Aquarap/2002 Sítio 2 Ponto 4. 15°28' S 58°35' W",NA,NA,"2215",NA,NA,"América do Sul",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"3094","2020-09-17 10:40:38-03","UEPA","MFS","009209","PreservedSpecimen","Plantae","Commelinaceae","Commelina","diffusa","Commelina diffusa","Burm.f.","Silva, CAS",NA,NA,NA,"Silva, GC","2018","04","21","Brasil","Pará","Altamira","-52.210331","-3.198617","-52.210331","-3.198617",NA,NA,"Arbusto de aproximadamente 3m de altura com botões florais e flores roxas.","MFS009209","Rio Xingu, Comunidade Costa Júnior",NA,NA,"s.n.","MFS009209 MFS009209_e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3095","2020-09-17 10:40:38-03","UEPA","MFS","008031","PreservedSpecimen","Plantae","Commelinaceae","Murdannia","nudiflora","Murdannia nudiflora","(L.) Brenan","Cardoso, A",NA,NA,NA,"Cardoso, A","2017","05","11","Brasil","Pará","Conceição do Araguaia","-49.376111","-7.925833","-49.376111","-7.925833",NA,NA,"Erva, crescendo em drenagem de canga, flores azuladas.","MFS008031","Corrego em canga",NA,NA,"2485","MFS008031 MFS008031_e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3096","2021-03-03 22:00:02-03","FLAS","FLAS","190123","PreservedSpecimen","Plantae","Commelinaceae","Commelina","diffusa","Commelina diffusa","Burm.f.",NA,NA,NA,NA,"J. Richard Abbott",NA,NA,NA,"Ecuador","Esmeraldas","Quinindé",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15101",NA,NA,NA,"Preserved herbarium specimen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3097","2021-03-03 22:00:02-03","FLAS","FLAS","188501","PreservedSpecimen","Plantae","Commelinaceae","Commelina","diffusa","Commelina diffusa","Burm.f.",NA,NA,NA,NA,"J. Richard Abbott",NA,NA,NA,"Bolivia","Santa Cruz","Andres Ibañez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17273",NA,NA,NA,"Preserved herbarium specimen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3098","2021-03-22 16:23:02-03","FEPAGRO","BLA","15052","PreservedSpecimen","Plantae","Commelinaceae","Commelina","nudiflora","Commelina nudiflora","L.","E. X. Pinheiro",NA,NA,NA,"E. X. Pinheiro","1985","01","03","Brasil","Rio Grande do Sul","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"<ll>dwc_commonname:</ll> erva-da-santa-luzia","BLA015052","IPZ","29946","auto",NA,NA,NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA
