"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relationshipType","relatedCatalogItem","typeStatus","fieldNumber","individualCount","sex"
"11","2020-06-29 11:31:04-03","UFRJ","RFA","4839","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","reniformis","Utricularia reniformis","A.St.-Hil.",NA,NA,NA,NA,"P. Occhioni","915","1947","03","12","Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,NA,"RFA37031",NA,NA,NA,NA,NA,"19648","auto",NA,NA,NA,NA,NA,NA,NA
"12","2020-11-13 09:20:05-03","UFRJ","RFA","22826","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","reniformis","Utricularia reniformis","A.St.-Hil.","L.B. Smith",NA,NA,NA,"F. Segadas-Vianna","758","1945","06","07","Brasil","Rio de Janeiro","Itatiaia","Várzea das Flores, Planalto","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,NA,"RFA37030",NA,NA,NA,NA,NA,"19648","auto",NA,NA,NA,NA,NA,NA,NA
"13","2020-06-29 11:31:04-03","UFRJ","RFA","30739","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","reniformis","Utricularia reniformis","A.St.-Hil.","A.D. Moreira","2011","07","17","K.T. Ribeiro; B. Medina","256","2000","02","02","Brasil","Rio de Janeiro","Itatiaia","Planalto do Itatiaia. Parque Nacional do Itatiaia, Maciço das Prateleiras","-44.666667","-22.5","44º40'W","22º30'S","2400","2400","Moita 107. ca. 40cm; frutos 1cm, verde-claros. Envolvendo o fruto, pétalas roxo pálido","RFA20363",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-06-29 11:31:04-03","UFRJ","RFA","40629","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","reniformis","Utricularia reniformis","A.St.-Hil.","H. Dolsan","2014","11","14","H. Dolsan","2","2014","11","14","Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia, parte alta, estrada para o parque.","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,"Planta rupícola, presa a pedra próxima a um córrego. Flores lilases d]som duas máculas amarelas.","RFA34352",NA,NA,NA,NA,NA,"19648","auto",NA,NA,NA,NA,NA,NA,NA
"15","2020-06-29 11:31:04-03","UFRJ","RFA","40628","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","reniformis","Utricularia reniformis","A.St.-Hil.","H. Dolsan","2014","11","15","H. Dolsan","3","2014","11","15","Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia, parte alta, estrada para o planalto.","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,"Planta rupícola, presa a pedra próxima a um córrego. Flores lilases com duas máculas amarelas.","RFA34358",NA,NA,NA,NA,NA,"19648","auto",NA,NA,NA,NA,NA,NA,NA
"16","2020-11-13 09:20:05-03","UFRJ","RFA","22827","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","reniformis","Utricularia reniformis","A.St.-Hil.","L.B. Smith","1961",NA,NA,"F. Segadas-Vianna; L. Dau; W.T. Ormond; G.C. Machline","1187","1953",NA,NA,"Brasil","Rio de Janeiro","Resende","Serra do Itatiaia","-44.4467010498047","-22.468900680542",NA,NA,NA,NA,NA,"RFA37032",NA,NA,NA,NA,NA,"36089","auto",NA,NA,NA,NA,NA,NA,NA
"17","2021-03-30 12:43:05-03","EAO","IAN","94149","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","reniformis","Utricularia reniformis","A.St.-Hil.",NA,NA,NA,NA,"Glaziou, AFM","2886","1880",NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN094149",NA,"Dicotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-01-20 14:40:34-03","UPM","MACK","420","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","reniformis","Utricularia reniformis","A. St.-Hil.","V. C. Souza",NA,NA,NA,"A. C. V. Crestani","22","2009","07","11","Brasil","SP","Cananéia","Ilha do Cardoso","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA
"19","2019-12-04 15:25:20-03","PUCPR","HUCP","22319","S","Plantae","Lentibulariaceae","Utricularia","reniformis","Utricularia reniformis","A. St. Hil.","Baleeiro, PC",NA,NA,NA,"Lozano, E; Ariati, V; Scholz, I","162","2009","11","07","Brasil","Paraná","Campina Grande do Sul",NA,"-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,NA,"HUCP00012921","HUCP00012921","Eudicotiledonea",NA,NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA
"20","2019-12-04 15:25:20-03","PUCPR","HUCP","21067","S","Plantae","Lentibulariaceae","Utricularia","reniformis","Utricularia reniformis","A. St. Hil.","Selusniaki, M",NA,NA,NA,"Selusniaki, M","1964","2007","12","09","Brasil","Paraná","Balsa Nova",NA,"-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,NA,"HUCP00012982","HUCP00012982","Eudicotiledonea",NA,NA,NA,"27346","auto",NA,NA,NA,NA,NA,NA,NA
"21","2019-10-09 11:18:21-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","reniformis","Utricularia reniformis","A.St.-Hil.","Hatschbach, G","1998",NA,NA,"Ribas, OS; Cordeiro, J; Pereira, LBS","2135","1997","12","15","Brasil","Paraná","Tijucas do Sul","Serra Papanduva","-49.183333","-25.916667","-49.183333","-25.916667","1500","1500","ereta. Flor lilás com guias de néctar amarelos.; úmido.",NA,NA,"Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-10-09 11:18:21-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","reniformis","Utricularia reniformis","A.St.-Hil.","Hatschbach, G","2006",NA,NA,"Silva, JM; Barbosa, E; Marinero, F","2283","2006","02","07","Brasil","Paraná","Tijucas do Sul","Serra Papanduva","-49.1988983154297","-25.9281005859375",NA,NA,"1673","1673","ereta.; local úmido.",NA,NA,"Dicotyledon",NA,"Southern America",NA,"25228","auto",NA,NA,NA,NA,NA,NA,NA
"23","2020-02-08 09:33:13-03","NBC","NL-BOTANY","L.2828195","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","reniformis","Utricularia reniformis","A.St.-Hil.",NA,NA,NA,NA,"Ule EHG",NA,"1900","01","01","Brazil",NA,NA,"Auf Bäumen der Serra de Macahé. Estado de Rio de Janeiro.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2828195 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2828195","NL-L2828195",NA,"Lamiales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"24","2020-02-08 09:33:13-03","NBC","NL-BOTANY","U.1419589","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","reniformis","Utricularia reniformis","A.St.-Hil.",NA,NA,NA,NA,"Camerik AM",NA,"1975","03","15","Brazil",NA,NA,"Brasil, Est Rio de Janeiro, Parque Nac. do Itatiaia.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1419589 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1419589","NL-U1419589",NA,"Lamiales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"25","2020-02-08 09:33:13-03","NBC","NL-BOTANY","U.1419590","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","reniformis","Utricularia reniformis","A.St.-Hil.",NA,NA,NA,NA,"Camerik AM",NA,"1975","03","15","Brazil",NA,NA,"Brasil, Est Rio de Janeiro, Parque Nac. do Itatiaia.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1419590 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1419590","NL-U1419590",NA,"Lamiales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"26","2020-02-08 09:33:13-03","NBC","NL-BOTANY","U.1419591","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","reniformis","Utricularia reniformis","A.St.-Hil.",NA,NA,NA,NA,"Hatschbach GG; Haas JH de",NA,"1967","01","12","Brazil",NA,NA,"Flora Brasiliae Australis. Est. Paraná. Upper Rio do Corvo in Serra do Mar, S of old road Curitiba - Morretes.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1419591 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1419591","NL-U1419591",NA,"Lamiales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"27","2020-02-08 09:33:13-03","NBC","NL-BOTANY","U.1419592","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","reniformis","Utricularia reniformis","A.St.-Hil.",NA,NA,NA,NA,"Maas PJM; Martinelli G",NA,"1977","10","11","Brazil",NA,NA,"Flora Brasiliensis. Edo. Rio de Janeiro, Parque Nacional do Itatiaia, Abrigo Rebouças.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1419592 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1419592","NL-U1419592",NA,"Lamiales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"28","2020-02-08 09:33:13-03","NBC","NL-BOTANY","U.1419593","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","reniformis","Utricularia reniformis","A.St.-Hil.",NA,NA,NA,NA,"Lindeman JC; Haas JH de",NA,"1967","04","16","Brazil",NA,NA,"Flora Brasiliae Australis. Est. Rio de Janeiro. Parque Nacional do Itatiaia. Prateleiras.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1419593 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1419593","NL-U1419593",NA,"Lamiales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"29","2020-02-08 09:33:13-03","NBC","NL-BOTANY","U.1419594","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","reniformis","Utricularia reniformis","A.St.-Hil.",NA,NA,NA,NA,"Lindeman JC; Haas JH de",NA,"1967","02","23","Brazil",NA,NA,"Flora Brasiliae Australis. Est. Paraná. Serra do Mar. Atlantic slope above Bela Bista, near old road from Curitiba to Morretes.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1419594 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1419594","NL-U1419594",NA,"Lamiales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"30","2020-11-04 11:12:12-03","ESALQ","ESA","75904","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","reniformis","Utricularia reniformis","A.St.-Hil.","Souza, J.P.; IV/2001",NA,NA,NA,"Souza, F.M.; Duarte, A.R.; Sampaio, D.; Bernhardt, R.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E.","156.0","2001","04","14","Brasil","São Paulo","São Paulo","Parque Estadual da Serra do Mar, Núcleo Curucutu. Subosque de Pinus com ca. 40 anos de plantio","-46.44","-23.59","-46.44","-23.59","800","800","Erva, flores lilases com faixa longitudinal amarela e alva no centro do lábio inferior. Borda.","ESA075904","ESA075904","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-11-04 11:12:12-03","ESALQ","ESA","100899","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","reniformis","Utricularia reniformis",NA,"Alice Correa, M","2002",NA,NA,"Cordeiro, I.",NA,"1988","10","24","Brasil","São Paulo","Salesopólis/Caraguatatuba",NA,NA,NA,NA,NA,NA,NA,NA,"ESA100899","ESA100899","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-11-04 11:12:12-03","ESALQ","ESA","100739","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","reniformis","Utricularia reniformis",NA,"Correa, M.A. & Mamede, M.C.H.","2002",NA,NA,"Custódio Filho, A.","1915.0","1983","11","24","Brasil","São Paulo","Biritiba Mirim",NA,NA,NA,NA,NA,NA,NA,NA,"ESA100739","ESA100739","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-11-04 11:12:12-03","ESALQ","ESA","37414","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","reniformis","Utricularia reniformis","A.St.-Hil.","Hatschbach, G.",NA,NA,NA,"Cordeiro, J. ; Ribas, O.S.","1366.0","1996","11","30","Brasil","Paraná","Campina Grande do Sul",NA,"-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,NA,"ESA037414",NA,"Magnoliophyta",NA,NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA
"34","2020-11-04 11:12:12-03","ESALQ","ESA","2330","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","reniformis","Utricularia reniformis","A.St.-Hil.","Hatschbach, G.",NA,NA,NA,"Kummrow, R.","2280.0","1983","04","13","Brasil","Paraná","Guaratuba",NA,"-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,NA,"ESA002330",NA,"Magnoliophyta",NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA
"35","2020-11-04 11:12:12-03","ESALQ","ESA","76057","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","reniformis","Utricularia reniformis","A.St.-Hil.","Souza, J.P.; IV/2001",NA,NA,NA,"Souza, J.P.; Souza, V.C.; Ivanauskas, N.M.; Rodrigues, R.R.; Gandolfi, S.; Tamashiro, J.Y.","3554.0","2001","04","14","Brasil","São Paulo","São Paulo","Parque Estadual da Serra do Mar, Núcleo Curucutu. Trilha para o Mirante","-46.6300010681152","-23.5400009155273","-46,743,056","-23,991,667","850","850","Erva, flores roxas com mancha longitudinal amarela e branca no centro. Campo.","ESA076057","ESA076057","Magnoliophyta",NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"36","2020-11-04 10:56:02-03","ESALQ","ESA","112443","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","reniformis","Utricularia reniformis","A.St.-Hil. & Girard","Gonella, P.M.",NA,NA,NA,"Colleta, G.D.","332.0","2010","01","12","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó","-41.8683013916016","-20.4333000183105",NA,NA,NA,NA,NA,"ESA112443",NA,NA,NA,NA,NA,"21645","auto",NA,NA,NA,NA,NA,NA,NA
"37","2020-11-04 11:12:12-03","ESALQ","ESA","44896","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","reniformis","Utricularia reniformis","A.St.-Hil.","Souza, J.P. (XII/1997)",NA,NA,NA,"Souza, J.P. ; Souza, V.C.","2022.0","1997","12","16","Brasil","São Paulo","Itararé","Fazenda Santa Maria do Espinho e Saco Grande","-491.535","-241.614","-491,535","-241,614",NA,NA,"Erva terrestre, flores lilases, parte central do lábio inferior com manchas longitudinais amarelas e brancas","ESA044896",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-11-04 11:12:12-03","ESALQ","ESA","99231","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","reniformis","Utricularia reniformis",NA,"Krieger, L.","1989","04","01","Krieger, L.","23585.0","1989","04","01","Brasil","Minas Gerais","Parque Nacional do Caparaó",NA,NA,NA,NA,NA,NA,NA,NA,"ESA099231","ESA099231","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-11-04 11:12:12-03","ESALQ","ESA","64465","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","reniformis","Utricularia reniformis","A.St.-Hil.","Souza, J.P.",NA,NA,NA,"Souza, V.C.; Souza, J.P.; Forster, W.; Mazine, F.F.","23308.0","2000","02","17","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó. Arredores do Terreirão. Campo de altitude","-41.49","-20.25","-41.49","-20.25","2300","2300","Erva; flores roxas com fauce amarela","ESA064465","ESA064465","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-11-04 11:12:12-03","ESALQ","ESA","75905","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","reniformis","Utricularia reniformis","A.St.-Hil.","Souza, J.P.; IV/2001",NA,NA,NA,"Farah, F.T.; Aguiar, S.; Breier, T.B.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E.","2094.0","2001","04","11","Brasil","São Paulo","São Paulo","Parque Estadual da Serra do Mar, Núcleo Curucutu. Trilha do Campo. Floresta ribeirinha altomontana com campo adjacente.","-46.44","-23.59","-46.44","-23.59","800","800","Erva, flores lilases com mancha amarela no centro. Campo.","ESA075905",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-11-04 11:12:12-03","ESALQ","ESA","91321","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","reniformis","Utricularia reniformis",NA,NA,NA,NA,NA,"Souza, V.C. ; Kinupp, V.F.","30532.0","2005","01","21","Brasil","Santa Catarina","Praia Grande","Descida da Serra do Faxinal. Estrada Cambará do Sul (RS) - Praia Grande (SC) , cerca de 5 Km da divisa. Borda de floresta de encosta.","-49.9502983093262","-29.1966991424561",NA,NA,NA,NA,"Erva; corola roxa com fauce amarela. Em barranco úmido.","ESA091321","ESA091321","Magnoliophyta",NA,NA,NA,"21549","auto",NA,NA,NA,NA,NA,NA,NA
"42","2020-11-04 11:12:12-03","ESALQ","ESA","82609","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","reniformis","Utricularia reniformis","A.St.-Hil.","Fromm-Trinta, E.",NA,NA,NA,"Confúcio, U.","9433.0","1970","10","01","Brasil","Minas Gerais","Juiz de Fora","Serra de Ibitipoca","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,NA,"ESA082609","ESA082609","Magnoliophyta",NA,NA,NA,"36144","auto",NA,NA,NA,NA,NA,NA,NA
"43","2021-01-14 15:31:24-03","MN","R","223814","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","reniformis","Utricularia reniformis","A. St.-Hil.","Moreira A.D.R.","2014","11","16","Lourenço, A.R.","50","2014","11","15","Brasil","Minas Gerais","Parque Estadual do Ibitipoca","Circuito das Águas",NA,NA,NA,NA,NA,NA,"Fixa junto a Briófitas na beira do rio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-31 13:40:25-03","MN","R","232508","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","reniformis","Utricularia reniformis","A. St.-Hil.","Bove, C.P.","2002","08","31","Bove, C.P. 1070; Salimena, F. & Nobre. P.",NA,"2002","08","31","Brasil","Minas Gerais","Ibitipoca","Parque Estadual de Ibitipoca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-01-14 15:31:24-03","MN","R","3610","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","reniformis","Utricularia reniformis","A. St.-Hil.","Fromm-Trinta, E.","1968",NA,NA,"Glaziou, A.F.M.","2886","1868","09","07","Brasil","Rio de Janeiro","Serra dos Órgãos","Frade",NA,NA,NA,NA,NA,NA,"Plantas do Brasil Central.","R000003610","R000003610_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-01-14 15:31:24-03","MN","R","231868","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","reniformis","Utricularia reniformis","A. St.-Hil.",NA,NA,NA,NA,"Alves, R.J.V.","8823","2012",NA,NA,"Brasil","Minas Gerais","Carrancas",NA,"-44.6425018310547","-21.4874992370605",NA,NA,NA,NA,NA,"R010034789","R010034789",NA,NA,NA,NA,"21143","auto",NA,NA,NA,NA,NA,NA,NA
