"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","recordNumber","infraspecificEpithet","phylum","order","continentOcean","preparationType","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber"
"22","2021-04-05 14:33:19-03","UNESC","CRI","7941","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","axillaris","Piptocarpha axillaris","(Less.) Baker","Vanilde Citadini- Zanette","Beatriz Wessler; Bruna Alberton","2007","09","06","Brasil","Santa Catarina","Içara","SANTEC Resíduos.","-49.300278","-28.713889","49º18'1''W","28º42'50''S","52","52","Habitat: interior da mata","CRI001094","CRI001094","2007","09","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-04-05 14:33:19-03","UNESC","CRI","14548","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","axillaris","Piptocarpha axillaris","(Less.) Baker","Renato Colares","Renato Colares; Altamir Antunes; Guilherme Lodetti; Aline Guislon & Bruna Ghislandi","2018","03","20","Brasil","Santa Catarina","Grão Pará","Parque Estadual da Serra Furada","-49.212778","-28.186667","49º12'46''W","28º11'12''S",NA,NA,"Habito: Arbóreo","CRI013845",NA,"2018","03","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-04-05 14:33:19-03","UNESC","CRI","1872","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","axillaris","Piptocarpha axillaris","(Less.) Baker","A. L. Cabrera","R. Klein","1962","09","17","Brasil","Santa Catarina","Caçador","Rio dos Bugres.","-51.015278","-26.775833","51º0'55''W","26º46'33''S","933","933","Habitat: mata Habito: árvore","CRI001106","CRI001106",NA,NA,NA,"3116",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-04-05 14:24:59-03","UNESC","CRI","809","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","axillaris","Piptocarpha axillaris minor","Baker","Vanilde Citadini- Zanette","Vanilde Citadini-Zanette; Aurélio José de Aguiar & Valdemar Piazza Boff","1991","09","12","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.298889","-28.285278","49º17'56''W","28º17'7''S","300","300",NA,"CRI001478","CRI001478_1 CRI001478_2",NA,NA,NA,"1172","minor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-04-05 14:24:59-03","UNESC","CRI","11977","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","axillaris","Piptocarpha axillaris","(Less.) Baker","Aline Votri Guislon","Karoline Ceron; San Custódio & Robson dos Santos","2012","06","28","Brasil","Santa Catarina","Grão Pará",NA,"-49.421389","-28.136944","49º25'17''W","28º8'13''S","450","450","Habito: Árvore","CRI010123","CRI010123","2015","10","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-04-05 14:24:59-03","UNESC","CRI","816","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","axillaris","Piptocarpha axillaris","(Less.) Baker","Vanilde Citadini- Zanette","Vanilde Citadini-Zanette; Aurélio José de Aguiar & Valdemar Piazza Boff","1991","09","12","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.298889","-28.285278","49º17'56''W","28º17'7''S","300","300",NA,"CRI001103","CRI001103",NA,NA,NA,"1179",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-04-05 14:33:19-03","UNESC","CRI","1293","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","axillaris","Piptocarpha axillaris","(Less.) Baker","Marcos Sobral","J. J. Zocche","1992","07","20","Brasil","Santa Catarina","Forquilhinha","Parque Ecológico.","-49.4725","-28.748056","49º28'21''W","28º44'53''S","28","28","Habitat: interior da mata","CRI001473","CRI001473",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-04-05 14:24:59-03","UNESC","CRI","12236","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","axillaris","Piptocarpha axillaris","(Less.) Baker","A. Korte","A. Korte; A. Kniess","2009","11","05","Brasil","Santa Catarina","Leoberto Leal","Rio Feijão.","-49.230556","-27.450278","49º13'50''W","27º27'1''S","850","850","Flor branca. Doação Herbário FURB (19077) Habito: Arbóreo","CRI010417",NA,"2009","11","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","797949","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","axillaris","Piptocarpha axillaris","(Less.) Baker","G. L. Smith","R. Reitz","1957","09","07","Brazil","Santa Catarina",NA,"Campo Novo, Mafra","-49.849819","-26.072275",NA,NA,"800","800","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=160554' target='other'> <mi>dwc_moreinfo</mi></a>","NY00797949","NY00797949_01",NA,NA,NA,"4856",NA,"Magnoliophyta","Asterales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","797970","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","axillaris","Piptocarpha axillaris","(Less.) Baker","H. E. Robinson","G. G. Hatschbach","1982","07","06","Brazil","Paraná","Morretes","Estaçao Marumbi","-48.918884","-25.439421",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=160521' target='other'> <mi>dwc_moreinfo</mi></a>","NY00797970","NY00797970_01",NA,NA,NA,"44992",NA,"Magnoliophyta","Asterales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","797967","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","axillaris","Piptocarpha axillaris","(Less.) Baker","G. L. Smith","J. E. Leite","1941","07",NA,"Brazil","Rio Grande do Sul","Sao Leopoldo","Arredores de Sao Leopoldo","-51.18","-29.75",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=160546' target='other'> <mi>dwc_moreinfo</mi></a>","NY00797967","NY00797967_01",NA,NA,NA,"368",NA,"Magnoliophyta","Asterales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","797942","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","axillaris","Piptocarpha axillaris","(Less.) Baker","N. A. Rosa","N. A. Rosa","1980","11","15","Brazil","São Paulo","Sao Paulo","Reserva do Instituto de Botânica de Sao Paulo","-46.63","-23.5403",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=160555' target='other'> <mi>dwc_moreinfo</mi></a>","NY00797942","NY00797942_01",NA,NA,NA,"3725",NA,"Magnoliophyta","Asterales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","797973","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","axillaris","Piptocarpha axillaris","(Less.) Baker",NA,"H. F. L. Filho","1970","09","15","Brazil","São Paulo",NA,"Rodovia Campinas-S. Paulo km.-34",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=160532' target='other'> <mi>dwc_moreinfo</mi></a>","NY00797973","NY00797973_01",NA,NA,NA,"1029",NA,"Magnoliophyta","Asterales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","885573","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","axillaris","Piptocarpha axillaris","(Less.) Baker","G. M. Barroso","G. G. Hatschbach","1967","01","15","Brazil","Paraná","Ponta Grossa","Bank of Rio Tibagí.","-50.1617","-25.095",NA,NA,"600","700","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1002098' target='other'> <mi>dwc_moreinfo</mi></a>","NY00885573","NY00885573_01",NA,NA,NA,"16524",NA,"Magnoliophyta","Asterales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","797936","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","axillaris","Piptocarpha axillaris","(Less.) Baker","G. L. Smith","R. Reitz","1956","09","20","Brazil","Santa Catarina",NA,"Ibirama","-49.534691","-27.013976",NA,NA,"150","150","Lenho na xiloteca <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=160552' target='other'> <mi>dwc_moreinfo</mi></a>","NY00797936","NY00797936_01",NA,NA,NA,"3739",NA,"Magnoliophyta","Asterales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","797939","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","axillaris","Piptocarpha axillaris","(Less.) Baker","G. L. Smith","F. C. Hoehne","1917","08","07","Brazil","São Paulo","Sao Paulo","Butantan","-46.724373","-23.565521",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=160526' target='other'> <mi>dwc_moreinfo</mi></a>","NY00797939","NY00797939_01",NA,NA,NA,"384",NA,"Magnoliophyta","Asterales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","797956","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","axillaris","Piptocarpha axillaris","(Less.) Baker",NA,"O. Handro","1931","08","05","Brazil","São Paulo",NA,"Capital. Nativa no Parque do Estado e Jardim Botânico",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=160547' target='other'> <mi>dwc_moreinfo</mi></a>","NY00797956","NY00797956_01",NA,NA,NA,NA,NA,"Magnoliophyta","Asterales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","797974","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","axillaris","Piptocarpha axillaris","(Less.) Baker","G. L. Smith","G. G. Hatschbach","1980","07","22","Brazil","Paraná","Piraquara","Roça Nova","-49.0631","-25.4419",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=160525' target='other'> <mi>dwc_moreinfo</mi></a>","NY00797974","NY00797974_01",NA,NA,NA,"43030",NA,"Magnoliophyta","Asterales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","797961","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","axillaris","Piptocarpha axillaris","(Less.) Baker","F. C. Hoehne","F. C. Hoehne","1931","08","06","Brazil","São Paulo",NA,"Parque do Estado de Sao Paulo","-46.621883","-23.654505",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=160540' target='other'> <mi>dwc_moreinfo</mi></a>","NY00797961","NY00797961_01",NA,NA,NA,"28121",NA,"Magnoliophyta","Asterales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","797944","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","axillaris","Piptocarpha axillaris","(Less.) Baker","G. L. Smith","P. K. H. Dusén","1915","07","14","Brazil","Paraná","Jaguariaíva","Jaguariahyva","-49.713647","-24.340602",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=160528' target='other'> <mi>dwc_moreinfo</mi></a>","NY00797944","NY00797944_01",NA,NA,NA,"17092",NA,"Magnoliophyta","Asterales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","797941","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","axillaris","Piptocarpha axillaris","(Less.) Baker","G. M. Barroso","A. C. Brade","1950","07","12","Brazil","Rio de Janeiro",NA,"Serra do Itatiaia- Registro",NA,NA,NA,NA,"1600","1600","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=160522' target='other'> <mi>dwc_moreinfo</mi></a>","NY00797941","NY00797941_01",NA,NA,NA,"20406",NA,"Magnoliophyta","Asterales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","797968","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","axillaris","Piptocarpha axillaris","(Less.) Baker","H. E. Robinson","P. I. Oliveira","1982","07","13","Brazil","Paraná","Sao José dos Pinhais","Colônia Santos Andrade","-49.2064","-25.5347",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=160520' target='other'> <mi>dwc_moreinfo</mi></a>","NY00797968","NY00797968_01",NA,NA,NA,"584",NA,"Magnoliophyta","Asterales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","797976","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","axillaris","Piptocarpha axillaris","(Less.) Baker","H. E. Robinson","H. S. Irwin","1964","10","04","Brazil","Mato Grosso",NA,"Ca. 15 km S. of Garapú","-52.57","-13.2",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=160519' target='other'> <mi>dwc_moreinfo</mi></a>","NY00797976","NY00797976_01",NA,NA,NA,"6655",NA,"Magnoliophyta","Asterales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","797971","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","axillaris","Piptocarpha axillaris","(Less.) Baker","W. Hoehne","W. Hoehne","1949","08","04","Brazil","São Paulo","Sao Paulo","Jabaquara","-46.63","-23.5403",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=160536' target='other'> <mi>dwc_moreinfo</mi></a>","NY00797971","NY00797971_01",NA,NA,NA,"3206",NA,"Magnoliophyta","Asterales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"46","2021-03-15 16:37:00-03","NY","NYBG","797946","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","axillaris","Piptocarpha axillaris","(Less.) Baker",NA,"B. Rambo","1951","07","14","Brazil","Santa Catarina","Florianópolis","In insula Florianopolis","-48.4934807","-27.5942613",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=160557' target='other'> <mi>dwc_moreinfo</mi></a>","NY00797946","NY00797946_01",NA,NA,NA,"50290",NA,"Magnoliophyta","Asterales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"47","2021-03-15 16:37:00-03","NY","NYBG","797934","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","axillaris","Piptocarpha axillaris","(Less.) Baker","Á. L. Cabrera","R. M. Klein","1955","08","04","Brazil","Santa Catarina",NA,"Morro da Fazenda, Itajaí",NA,NA,NA,NA,"20","20","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=160544' target='other'> <mi>dwc_moreinfo</mi></a>","NY00797934","NY00797934_01",NA,NA,NA,"1509",NA,"Magnoliophyta","Asterales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"48","2021-03-15 16:37:00-03","NY","NYBG","797935","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","axillaris","Piptocarpha axillaris","(Less.) Baker","G. L. Smith","R. Reitz","1959","09","04","Brazil","Santa Catarina",NA,"Sanga da Areia, Jacinto Machado","-49.766476","-29.084523",NA,NA,"200","200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=160551' target='other'> <mi>dwc_moreinfo</mi></a>","NY00797935","NY00797935_01",NA,NA,NA,"9042",NA,"Magnoliophyta","Asterales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
