"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","continentOcean","country","preparationType","occurrenceRemarks","barcode","year","locality","imagecode","month","day","stateProvince","county","decimalLongitude","decimalLatitude","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","typeStatus","infraspecificEpithet","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","fieldNumber","individualCount","relatedCatalogItem","previousCatalogNumber","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","566465","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Centrosema","arenarium","Centrosema arenarium","Benth.","G. P. Lewis","1991","South America","Brazil","sheet","Photographs <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=22020' target='other'> <mi>dwc_moreinfo</mi></a>","NY00566465","1991","5 km S of Rio de Contas on estrada de terra to Livramento do Brumado","NY00566465_01","04","16","Bahia",NA,"-41.82","-13.62",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","566467","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Centrosema","arenarium","Centrosema arenarium","Benth.","R. M. Harley","16414","South America","Brazil","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=22018' target='other'> <mi>dwc_moreinfo</mi></a>","NY00566467","1974","Monte Santo","NY00566467_01","02","20","Bahia","Monte Santo","-39.33","-10.45","G. P. Lewis; M. P. Lima","610","610",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","566464","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Centrosema","arenarium","Centrosema arenarium","Benth.","R. C. Forzza","1117","South America","Brazil","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=22012' target='other'> <mi>dwc_moreinfo</mi></a>","NY00566464","1999","Estrada Livramento-Rio de Contas, a 3 km de Rio de Contas","NY00566464_01","04","10","Bahia",NA,NA,NA,"L. P. de Queiroz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","566470","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Centrosema","arenarium","Centrosema arenarium","Benth.","A. H. Gentry","50173","South America","Brazil","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=22016' target='other'> <mi>dwc_moreinfo</mi></a>","NY00566470","1985","CD-090, 8 km W of Crato","NY00566470_01","02","15","Ceará","Crato","-39.83","-7.25","A. Fernandes","800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","6386","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Centrosema","arenarium","Centrosema arenarium glabrescens","Chodat & Hassl.","E. Hassler","8087","South America","Paraguay","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=531117' target='other'> <mi>dwc_moreinfo</mi></a>","NY00006386",NA,"Ad marginem rivi Estrella (Apa).","NY00006386_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype","glabrescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-12-15 11:14:38-03","FUNED","FUNED-POL","4654","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Centrosema","cf. arenarium","Centrosema cf. arenarium",NA,"Bastos, E.M.A.F.",NA,NA,"Brasil",NA,NA,"POL004654","2011","Fazenda Coqueiros Mata Seca",NA,"04","08","MG","Janaúba","-43.463056","-15.709167",NA,NA,NA,NA,NA,"43W 27' 47","15S 42' 33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-12-15 11:14:38-03","FUNED","FUNED-POL","4674","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Centrosema","cf. arenarium","Centrosema cf. arenarium",NA,"Bastos, E.M.A.F.",NA,NA,"Brasil",NA,NA,"POL004674","2011","Fazenda Coqueiros Mata Seca","POL004674_p01 POL004674_p02 POL004674_p03 POL004674_p04 POL004674_p05 POL004674_p06 POL004674_p07 POL004674_p08","04","08","MG","Janaúba","-43.463056","-15.709167",NA,NA,NA,NA,NA,"43W 27' 47","15S 42' 33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-04-08 17:41:19-03","EAO","IAN","102510","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Centrosema","arenarium","Centrosema arenarium","Benth.","Magalhães, MG","1460",NA,NA,NA,NA,"IAN102510",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-04-08 17:41:19-03","EAO","IAN","105076","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Centrosema","arenarium","Centrosema arenarium","Benth.","Ducke, A","2631",NA,NA,NA,NA,"IAN105076",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-04-08 17:41:19-03","EAO","IAN","23023","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Centrosema","arenarium","Centrosema arenarium","Benth.","Gardner, A","1558","Southern America","Brasil",NA,NA,"IAN023023",NA,NA,"IAN023023_f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-04-08 17:41:19-03","EAO","IAN","63794","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Centrosema","arenarium","Centrosema arenarium","Benth.","Pires, JM; Black, GA","3350","Southern America","Brasil",NA,NA,"IAN063794","1951","Serra do Cipó","IAN063794 IAN063794_e IAN063794_e1","01","16","Minas Gerais",NA,NA,NA,"Barbosa, VP",NA,NA,NA,NA,NA,NA,"1975","02","02",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-04-08 17:41:19-03","EAO","IAN","93101","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Centrosema","arenarium","Centrosema arenarium","Benth.","sc","s.n.",NA,NA,NA,NA,"IAN093101",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-04-08 17:41:19-03","EAO","IAN","93101","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Centrosema","arenarium","Centrosema arenarium","Benth.","sc","s.n.",NA,NA,NA,NA,"IAN093101",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-04-08 17:41:19-03","EAO","IAN","23022","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Centrosema","arenarium","Centrosema arenarium dasyanthum","Benth.","Gardner, A","356","Southern America","Brasil",NA,NA,"IAN023022",NA,NA,"IAN023022_f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dasyanthum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-04-08 17:41:19-03","EAO","IAN","23421","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Centrosema","arenarium","Centrosema arenarium latissimum","Benth.","Ducke, A","16387","Southern America","Brasil",NA,NA,"IAN023421",NA,NA,"IAN023421_f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latissimum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-04-08 17:41:19-03","EAO","IAN","23422","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Centrosema","arenarium","Centrosema arenarium lisboa","Benth.","Lisbôa, PLB","2309","Southern America","Brasil",NA,NA,"IAN023422",NA,NA,"IAN023422_f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lisboa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-04-08 17:41:19-03","EAO","IAN","23422","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Centrosema","arenarium","Centrosema arenarium lisboa","Benth.","Lisbôa","2309","Southern America","Brasil",NA,NA,"IAN023422",NA,NA,"IAN023422_f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lisboa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-04-08 17:41:19-03","EAO","IAN",NA,"PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Centrosema","arenarium","Centrosema arenarium vexillatum","Benth.","Schomburgk, R","373",NA,"Guiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"vexillatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-04-08 17:41:19-03","EAO","IAN","14575","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Centrosema","arenarium","Centrosema arenarium","Benth.","Magalhães, MG","2000","Southern America","Brasil",NA,"Flores violaceas, trepadeira.","IAN014575","1942","Serra do Curral, Cerrado, pouco frequente.","IAN014575 IAN014575_e IAN014575_e1","03","29","Minas Gerais","Belo Horizonte","-43.937801361084","-19.9207992553711","Barbosa, VP",NA,NA,NA,NA,NA,NA,"1975","02","02","17082","auto",NA,NA,NA,NA,NA,NA
"30","2013-07-03 10:54:10-03","EBDA","BAH","8191","S","Plantae",NA,NA,"Fabaceae","Centrosema","arenarium","Centrosema arenarium","Benth.","Moruz, C.V. & Arouck Ferreira",NA,NA,"Brasil",NA,"Erva, haste pilosa, flores vermelhas.",NA,"1988","Brasil, Bahia, Lençois, Coqueiro.",NA,"03","11","Bahia","Lençóis","-41.39","-12.5631",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47385","auto",NA,NA,NA,NA,NA,NA
"31","2020-05-29 01:15:45-03","UFBA","ALCB","026237","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Centrosema","arenarium","Centrosema arenarium","Benth.","Guedes, ML; et al.","3533","Southern America","Brasil",NA,"Planta escadente com folíolos tomentosos, ásperos. Flores de cor lilás. Frutos imaturos de cor verde.","ALCB029799","1993","Picadão. Área da Aracruz Celulose","ALCB029799","08","23","Bahia","Taboatã",NA,NA,"Lopes, KB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-05-29 01:15:45-03","UFBA","ALCB","038782","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Centrosema","arenarium","Centrosema arenarium","Benth.","Roque, N; Bautista, HP; Hind, DJN; Harley, RM","PCD&nf;4496","Southern America","Brasil",NA,"Transição caatinga-campo rupestre.","ALCB029805","1996","Chapada Diamantina, Serra do Tombador","ALCB029805 ALCB029805_1","11","19","Bahia","Rio de Contas","-41.795","-13.630556","Guedes, ML","1100","1100",NA,NA,"-41.795","-13.630556","2020","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-10-09 11:15:31-03","UFBA","ALCB","09436","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Centrosema","arenarium","Centrosema arenarium","Benth.","Mattos Silva, LA; Santos, TS dos","s/n","Southern America","Brasil",NA,"Flor violeta com a parte inferior branca.; Solo arenoso. Próximo ao nivel do mar.","ALCB029612","1980","Extremo Sul, Km 5 da rodovia Nova Viçosa/Posto da Mata (BR 101)","ALCB029612","05","21","Bahia","Nova Viçosa","-39.366667","-17.883333","Lima, HC",NA,NA,NA,NA,"-39.366667","-17.883333","1981","10","06",NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-05-29 01:15:45-03","UFBA","ALCB","137959","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Centrosema","arenarium","Centrosema arenarium","Benth.","Soares, AS; Carvalho, JV; Silva, LJG","30","Southern America","Brasil",NA,"Folhas verdes levemente discolores. Cálice verde e corola roxa. Fruto imaturo verde.; Vegetação de afloramento rochoso.","ALCB068427",NA,"Lajedo da Porangaba.","ALCB068427",NA,NA,"Bahia","Boa Nova","-40.2725","-14.322222","Guedes, ML","889","889",NA,NA,"-40.2725","-14.322222","2020","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-05-29 01:15:45-03","UFBA","ALCB","20792","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Centrosema","arenarium","Centrosema arenarium","Benth.","Pinto, GCP","313/81","Southern America","Brasil",NA,"Semi-escandante. Flores liláses.; Mais agropecuária.","ALCB029742","1981","Piemonte da Diamantina","ALCB029742","09","03","Bahia","Caém","-40.416667","-11.133333","Guedes, ML",NA,NA,NA,NA,"-40.416667","-11.133333","2020","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-10-09 11:15:31-03","UFBA","ALCB","94235","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Centrosema","arenarium","Centrosema arenarium","Benth.","Melo, E; Guedes, ML; Gomes, FS; Matos, LP","7422","Southern America","Brasil",NA,"volúvel. Folhas coriáceas, concolores. Frutos verdes.; degradada.","ALCB029642","2009","Serra Geral, Distrito de São Domingos, Fazenda São Domingos","ALCB029642","12","10","Bahia","Licínio de Almeida","-42.5125","-14.463889","Queiroz, LP de","920","920",NA,NA,"-42.5125","-14.463889","2010","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-10-09 11:15:31-03","UFBA","ALCB","94329","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Centrosema","arenarium","Centrosema arenarium","Benth.","Melo, E; Guedes, ML; Gomes, FS; Matos, LP","7473","Southern America","Brasil",NA,"Trepadeira volúvel. Folhas cartáceas. Flores lilases.","ALCB029613","2009","Serra Geral, Serra do salto, ca. 1 Km do povoado de Riacho Fundo","ALCB029613","12","11","Bahia","Licínio de Almeida","-42.522778","-14.565","Queiroz, LP de","770","770",NA,NA,"-42.522778","-14.565","2010","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-05-29 01:15:45-03","UFBA","ALCB","99504","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Centrosema","arenarium","Centrosema arenarium","Benth.","Roque, N; Alunos de Botânica III","3006","Southern America","Brasil",NA,"ca. de 1,7 m de alt. Folhas discolores. Sépalas verdes. Pétalas violetas. Botões verdes. Frutos imaturos verdes.","ALCB029759","2011","Piemonte da Diamantina","ALCB029759 ALCB029759_1","06","03","Bahia","Jacobina","-40.506389","-11.169722","Guedes, ML","491","491",NA,NA,"-40.506389","-11.169722","2020","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-02-08 09:11:49-03","NBC","NL-BOTANY","L.1964518","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Centrosema","arenarium","Centrosema arenarium","Benth.","Fiebrig K",NA,"Southern America","Paraguay",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1964518 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1964518","1908","N.Paraguay: Zwischen Rio Apa und Rio Aquidaban.","NL-L1964518","01","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"40","2020-02-08 09:11:49-03","NBC","NL-BOTANY","U.1242473","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Centrosema","arenarium","Centrosema arenarium","Benth.","Harley RM; et al.",NA,"Southern America","Brazil",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1242473 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1242473","1980","Estado da Bahia. Serra feral de Caitite. 9.5km S. of Caitite on road to Brejinhos das Ametista. G5.","NL-U1242473","04","13",NA,NA,"-42.5","-14.116667",NA,NA,NA,NA,NA,"-42.5","-14.116667",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"41","2020-02-08 09:11:49-03","NBC","NL-BOTANY","U.1242474","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Centrosema","arenarium","Centrosema arenarium","Benth.","Harley RM; et al.",NA,"Southern America","Brazil",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1242474 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1242474","1974","Estado da Bahia. Serra Curral Feio. 16km North West of Lagoinha (5.5km S.W. of Delfino) on side road to Minas do Mimoso.","NL-U1242474","04","04",NA,NA,"-41.333333","-10.366667",NA,NA,NA,NA,NA,"-41.333333","-10.366667",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"42","2020-02-08 09:11:49-03","NBC","NL-BOTANY","U.1242475","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Centrosema","arenarium","Centrosema arenarium","Benth.","Gentry AH; Zardini EM; Fernandes A",NA,"Southern America","Brazil",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1242475 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1242475","1985","Cerra: CE-090, 8 km W of Crato. 'mata' vegetation on slopes of Chapada do Araripe.","NL-U1242475","02","15",NA,NA,"-39.833333","-7.25",NA,NA,NA,NA,NA,"-39.833333","-7.25",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"43","2020-02-08 09:11:49-03","NBC","NL-BOTANY","U.1242476","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Centrosema","arenarium","Centrosema arenarium","Benth.","Mexia YEJ",NA,"Southern America","Brazil",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1242476 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1242476","1931","State of Minas Geraes. Diamantina. Near km 997.5 of railroad, on overgrown slope.","NL-U1242476","05","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"44","2020-11-04 11:08:39-03","ESALQ","ESA","51165","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Centrosema","arenarium","Centrosema arenarium",NA,"Flores, T.B. et al.",NA,NA,"Brasil",NA,NA,"ESA051165","2005",NA,"ESA051165","08","27","São Paulo","Cananéia","-47.9199981689453","-25.0100002288818","Flores, T.B.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA
"45","2020-11-04 11:08:39-03","ESALQ","ESA","134696","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Centrosema","arenarium","Centrosema arenarium","Benth.","Barroso, R.M.; Kochanovski, F.J.; Montebeller,C.; Leme, F.M.; Bacci, L.F.; Marcelo-Peña, J.L.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.; Ivanauskas, N.M.","68.0",NA,"Brasil",NA,"Trepadeira. Frutos secos e verdes. Flores com pétalas rosa-clara.","ESA134696","2015","Instituto de Zootecnia. Fragmento de Floresta Estacional Semidecidual degradada",NA,"07","01","São Paulo","Nova Odessa","-47.28078","-22.7677","Mansur, A.","585","585",NA,NA,"-47.28078","-22.7677","2015","07","21",NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-11-04 11:08:39-03","ESALQ","ESA","78968","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Centrosema","arenarium","Centrosema arenarium","Benth.","Mello Barreto","10695.0",NA,"Brasil",NA,NA,"ESA078968","1940",NA,"ESA078968","03","05","Minas Gerais","Betim","-44.198299407959","-19.9678001403809",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15199","auto",NA,NA,NA,NA,NA,NA
"47","2020-11-04 11:08:39-03","ESALQ","ESA","11014","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Centrosema","brachypodum","Centrosema brachypodum","Benth.","Bernacci, L.C. et al.","21459.0",NA,"Brasil",NA,NA,"ESA011014","1988",NA,NA,"05","18","São Paulo","Atibaia","-46.5499992370605","-23.1100006103516","Queiroz, L.P.",NA,NA,NA,NA,NA,NA,"1998",NA,NA,"21675","auto",NA,NA,NA,NA,NA,NA
