"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","typeStatus","yearIdentified","monthIdentified","dayIdentified","class","individualCount"
"15","2020-09-12 05:00:02-03","US","US","2851021","PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Stenandrium","hatschbachii","Stenandrium hatschbachii","Wassh.",NA,"G. Hatschbach","41518","1978","7","24","South America - Neotropics","Brazil","Minas Gerais",NA,"Grao-mogol, Arredores.",NA,NA,NA,NA,"US00478695","US00478695_01",NA,NA,NA,NA,NA,NA,"Isotype",NA,NA,NA,"Dicotyledonae","1"
"16","2020-09-12 05:00:02-03","US","US","2954750","PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Stenandrium","hatschbachii","Stenandrium hatschbachii","Wassh.",NA,"G. Hatschbach & A. Kasper","41640","1978","10","22","South America - Neotropics","Brazil","Minas Gerais",NA,"10 km NO de Grão Mogol.",NA,NA,NA,NA,"US02865365","US02865365_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1"
"17","2020-09-12 05:00:02-03","US","US","3375893","PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Stenandrium","hatschbachii","Stenandrium hatschbachii","Wassh.",NA,"A. M. Carvalho, J. G. Járdim, F. Juchum, A. P. Chautems & S. Ferrucci","6520","1998","8","2","South America - Neotropics","Brazil","Minas Gerais",NA,"Mun. de Grão-Mogol. Campo Rupestre, atrás da cidade. Trilha do Barão.",NA,NA,NA,NA,"US02865364","US02865364_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1"
"18","2019-11-13 11:14:05-03","USP","SPF","20932","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Stenandrium","hatschbachii","Stenandrium hatschbachii","Wassh.","Kameyama, C","Pirani, JR","CFSC13436","1990","09","06",NA,"Brasil","Minas Gerais","Grão Mogol",NA,"-42.9","-16.55",NA,NA,"SPF00020932","SPF00020932",NA,NA,NA,NA,"-42.9","-16.55",NA,NA,NA,NA,NA,NA
"19","2019-11-13 11:14:05-03","USP","SPF","39706","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Stenandrium","hatschbachii","Stenandrium hatschbachii","Wassh.","Kameyama, C","Cavalcanti, TB","CFCR8405","1985","09","04",NA,"Brasil","Minas Gerais","Grão Mogol",NA,"-42.8897018432617","-16.5594005584717",NA,NA,"SPF00039706",NA,"67219","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-11-13 11:14:05-03","USP","SPF","39827","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Stenandrium","hatschbachii","Stenandrium hatschbachii","Wassh.","Kameyama, C","Pirani, JR","CFCR8498","1985","09","05",NA,"Brasil","Minas Gerais","Grão Mogol",NA,"-42.8897018432617","-16.5594005584717",NA,NA,"SPF00039827",NA,"67219","auto",NA,NA,NA,NA,NA,"1987",NA,NA,NA,NA
"21","2019-11-13 11:14:05-03","USP","SPF","43826","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Stenandrium","hatschbachii","Stenandrium hatschbachii","Wassh.","Kameyama, C","Giulietti, AM","CFCR99242x","1986","07","24",NA,"Brasil","Minas Gerais","Grão Mogol",NA,"-42.8897018432617","-16.5594005584717",NA,NA,"SPF00043826",NA,"67219","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-11-13 11:14:05-03","USP","SPF","44458","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Stenandrium","hatschbachii","Stenandrium hatschbachii","Wassh.","Kameyama, C","Cordeiro, I","CFCR9993","1986","09","02",NA,"Brasil","Minas Gerais","Grão Mogol",NA,"-42.8897018432617","-16.5594005584717",NA,NA,"SPF00044458",NA,"67219","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-11-13 11:14:05-03","USP","SPF","62423","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Stenandrium","hatschbachii","Stenandrium hatschbachii","Wassh.","Pirani, JR","Harley, RM","25028","1988","10","15",NA,"Brasil","Minas Gerais","Grão Mogol",NA,"-42.8897018432617","-16.5594005584717",NA,NA,"SPF00062423",NA,"67219","auto",NA,NA,NA,NA,NA,"2004",NA,NA,NA,NA
"24","2019-11-13 11:14:05-03","USP","SPF","124575","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Stenandrium","hatschbachii","Stenandrium hatschbachii","Wassh.","Kameyama, C","Mello-Silva, R","1440","1997","09","27",NA,"Brasil","Minas Gerais","Grão Mogol",NA,"-42.8897018432617","-16.5594005584717",NA,NA,"SPF00124575",NA,"67219","auto",NA,NA,NA,NA,NA,"1997",NA,NA,NA,NA
"25","2019-11-13 11:14:05-03","USP","SPF","22866","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Stenandrium","hatschbachii","Stenandrium hatschbachii","Wassh.","Pirani, JR","Cordeiro, I","CFCR939","1981","04","15",NA,"Brasil","Minas Gerais","Grão Mogol",NA,"-42.8897018432617","-16.5594005584717",NA,NA,"SPF00022866",NA,"67219","auto",NA,NA,NA,NA,NA,"2004",NA,NA,NA,NA
"26","2019-11-13 11:14:05-03","USP","SPF","39629","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Stenandrium","hatschbachii","Stenandrium hatschbachii","Wassh.","Kameyama, C","Pirani, JR","CFCR8322","1985","09","03",NA,"Brasil","Minas Gerais","Grão Mogol",NA,"-42.8897018432617","-16.5594005584717",NA,NA,"SPF00039629","SPF00039629","67219","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-11-13 11:14:05-03","USP","SPF","39643","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Stenandrium","hatschbachii","Stenandrium hatschbachii","Wassh.","Kameyama, C","Zappi, DC","CFCR8336","1985","09","03",NA,"Brasil","Minas Gerais","Grão Mogol",NA,"-42.8897018432617","-16.5594005584717",NA,NA,"SPF00039643",NA,"67219","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-11-13 11:14:05-03","USP","SPF","39669","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Stenandrium","hatschbachii","Stenandrium hatschbachii","Wassh.","Kameyama, C","Cavalcanti, TB","CFCR8366","1985","09","04",NA,"Brasil","Minas Gerais","Grão Mogol","Vale do Rio Itacambiruçu.","-42.8897018432617","-16.5594005584717",NA,NA,"SPF00039669","SPF00039669","67219","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-10-07 09:15:17-03","UEFS","HUEFS","88378","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Acanthaceae","Stenandrium","hatschbachii","Stenandrium hatschbachii","Wassh.",NA,"Cordeiro, I.","CFCR939","1981","04","15",NA,"Brasil","Minas Gerais","Grão Mogol","Cristália.","-42.8897018432617","-16.5594005584717",NA,NA,"HUEFS0088378","HUEFS0088378","67219","auto",NA,NA,NA,NA,NA,NA,NA,NA,"Asteranae",NA
"30","2015-03-13 19:31:30-03","F","FMNH-SEEDPLANTS","V0267578F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Acanthaceae","Stenandrium","hatschbachii","Stenandrium hatschbachii",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0267578F","V0267578F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA
"31","2019-11-01 14:51:46-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Acanthaceae","Stenandrium","hatschbachii","Stenandrium hatschbachii","Wassh.","Kameyama, C","Pirani, JR; Silva, TRS; Campos, MTVA; Esteves, GL","13436","1990","09","06","Southern America","Brasil","Minas Gerais","Grão Mogol","Subida para o Morro pano da Ema","-42.9","-16.55",NA,"Erva 40cm alt. pouco ramificada, entre arbustos no campo rupestre, a ca. 900m alt. Calice vináceo, corola com tubo e 2 lobos superiores lilases, os 3 lobos inferiores alvos. Fruto imaturo verde.",NA,NA,NA,NA,NA,NA,"-42.9","-16.55",NA,NA,NA,NA,NA,NA
"32","2019-11-01 14:51:46-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Acanthaceae","Stenandrium","hatschbachii","Stenandrium hatschbachii","Wassh.","Zanatta, MRV","Faria, JEQ; Zanatta, MRV; Kuhlmann, M","8393","2017","11","18","Southern America","Brasil","Minas Gerais","Cristália","Magem da estrada sentido Grão Mogol/Cristália, ca. 800 m depois da ponte do rio Itacambiruçu","-42.895556","-16.593889",NA,"Arbusto ca. 1 m de altura, caule com ritidoma claro, estriado, frutos imaturos verdes; Cerrado rupestre em solo arenoso",NA,NA,NA,NA,"660","660","-42.895556","-16.593889",NA,"2017","11",NA,NA,NA
"33","2019-11-01 14:51:46-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Acanthaceae","Stenandrium","hatschbachii","Stenandrium hatschbachii","Wassh.","Kameyama, C","Pirani, JR; Kawasaki, ML; Mello Silva, R; Cavalcanti, DC; Zappi, DC","8322","1985","09","03","Southern America","Brasil","Minas Gerais","Grão Mogol","Córrego da Morte","-42.8897018432617","-16.5594005584717",NA,"Arbusto 50cm. Flores com 3 lobos da corda brancos e um lobo roxo. Frutos verdes",NA,NA,"67219","auto",NA,NA,NA,NA,NA,"1990",NA,NA,NA,NA
"34","2021-01-27 09:58:32-03","UnB","UB","146755","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Acanthaceae","Stenandrium","hatschbachii","Stenandrium hatschbachii","Wassh.","Zanatta, MRV","Cavalcanti, TB; Zappi, DC; Pirani, JR; Kawasaki, ML; Mello Silva, R","8366","1985","09","04","Southern America","Brasil","Minas Gerais","Grão Mogol","Vale do Rio Itacambiruçu.","-42.8897018432617","-16.5594005584717",NA,"Subarbusto entre rochas, 4,0cm. Flores cor de vinho profundo.",NA,NA,"67219","auto",NA,NA,NA,NA,NA,"2020",NA,NA,NA,NA
"35","2019-11-21 09:57:50-03","IBt","SP","313611","S","Plantae",NA,NA,"Acanthaceae","Stenandrium","hatschbachii","Stenandrium hatschbachii","Wassh.","Kameyama, C","Mello-Silva, R; et al.","1440","1997","09","27",NA,"Brasil","Minas Gerais","Grão Mogol","Contrafortes a leste da trilha da tropa, que vai da cidade até Periperi passando pelo alto da serra, nas encostas à esquerda do Ribeirão do Inferno. Altos da serra","-42.8897018432617","-16.5594005584717",NA,NA,NA,NA,"67219","auto","1160","1160",NA,NA,NA,NA,NA,NA,NA,NA
