"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","coordinatePrecision","geoFlag","dayIdentified","typeStatus","fieldNumber","individualCount"
"101","2021-02-25 10:13:04-03","CVRD","CVRD","13002","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","monosperma","Eugenia monosperma","Vell.","Geovane S. Siqueira","Siqueira, G.S.","546","2010","04","14","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,NA,"RFL - 089/86 perto da Vanilla sp. nov. <ll>dwc_commonname:</ll> Cardoso","CVRD013002",NA,"2010","04",NA,NA,"Magnoliopsida",NA,"48094","auto","30",NA,NA,NA
"102","2021-02-25 10:13:04-03","CVRD","CVRD","5223","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","monosperma","Eugenia monosperma","Vell.","Domingos A. Folli","Folli, D.A.","2586","1995","04","18","América do Sul","BRASIL","ES","Linhares","João Pedro.","-40.0722007751465","-19.3910999298096",NA,NA,NA,"<ll>dwc_commonname:</ll> Cardoso","CVRD005223",NA,"2005","11",NA,NA,"Magnoliopsida",NA,"48094","auto","30",NA,NA,NA
"103","2021-02-25 10:13:04-03","CVRD","CVRD","13230","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","monosperma","Eugenia monosperma","Vell.","Geovane S. Siqueira","Mello-Silva, R.","3277","2010","12","02","América do Sul","BRASIL","ES","Linhares","RFL-134/97","-40.0722007751465","-19.3910999298096",NA,NA,NA,"Col. adic. J. C. Lopes & G.S.Siqueira <ll>dwc_commonname:</ll> Cardoso","CVRD013230",NA,"2010","12",NA,NA,"Magnoliopsida",NA,"48094","auto","02",NA,NA,NA
"104","2021-02-25 10:13:04-03","CVRD","CVRD","6472","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","monosperma","Eugenia monosperma","Vell.","Marcelo C. Souza","Folli, D.A.","3596","2000","03","04","América do Sul","BRASIL","ES","Linhares","RFL 89/II-2","-40.0722007751465","-19.3910999298096",NA,NA,NA,"<ll>dwc_commonname:</ll> Cardoso","CVRD006472",NA,"2005","11",NA,NA,"Magnoliopsida",NA,"48094","auto","23",NA,NA,NA
"105","2020-09-12 05:00:02-03","US","US","1124179","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Eugenia","compactiflora","Eugenia compactiflora","(Mart.) Spring ex Mart.",NA,"Glaziou, --",NA,NA,NA,NA,"South America - Neotropics","Brazil","Rio de Janeiro","Rio de Janeiro",NA,"-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"US01897805","US01897805_01 US01897805_02",NA,NA,NA,NA,"Dicotyledonae",NA,"57442","auto",NA,NA,NA,"1"
"106","2020-09-12 05:00:02-03","US","US","938756","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Eugenia","linguaeformis","Eugenia linguaeformis","O. Berg",NA,"F. Sellow",NA,NA,NA,NA,"South America - Neotropics","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US01898203","US01898203_01 US01898203_02",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1"
"107","2020-09-02 16:33:52-03","Cenargen","CEN","62591","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","monosperma","Eugenia monosperma","Vell.","M. L. Kawasaki","Mizué Kirizawa","3188","1995","08","22",NA,"Brasil","SP","BERTIOGA","Rodovia BR101, Km 216. Loteamento Chacara de Itapanha... Floresta de Restinga.","-46.138599395752","-23.8544006347656",NA,NA,"Exsicatas","Frutos vermelhos a negros. Solo com serrapilheira. Doação do Instituto de Botânica - SP. São Paulo.","CEN00062591","CEN00062591","1995","09",NA,NA,NA,NA,"37616","auto",NA,NA,NA,"1"
"108","2019-11-13 11:26:43-03","USP","SPF","200053","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","compactiflora","Eugenia compactiflora","Spring ex Mart.",NA,"Farág, PRC","551","1998","07","11",NA,"Brasil","Rio de Janeiro","Armação dos Búzios",NA,NA,NA,NA,NA,NA,NA,"SPF00200053",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2019-11-13 11:26:45-03","USP","SPF","98480","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","linguiformis","Eugenia linguiformis","O.Berg","Anônimo","Morais, MD","29337","1993","11","11",NA,"Brasil","São Paulo","Ubatuba",NA,"-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"SPF00098480",NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA
"110","2019-11-13 11:26:45-03","USP","SPF","199996","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","monosperma","Eugenia monosperma","Vell.","Siqueira, GS","Mello-Silva, R","3277","2010","12","02",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale","-40.084167","-19.135278","61","61",NA,NA,"SPF00199996",NA,"2010",NA,"-40.084167","-19.135278",NA,NA,NA,NA,NA,NA,NA,NA
"111","2019-11-13 11:26:45-03","USP","SPF","223760","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","monosperma","Eugenia monosperma","Vell.","Giaretta, A","Fraga, CN","3433","2012","06","02",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Parque Estadual da Serra da Tiririca. Subida para o Alto Mourão pela trilha da estrada entre Itaipu/Itaquatiara e Itaipuassu.","-43.022222","-22.970833","314","314",NA,NA,"SPF00223760",NA,"2016","06","-43.022222","-22.970833",NA,NA,NA,NA,NA,NA,NA,NA
"112","2019-10-07 09:35:13-03","UEFS","HUEFS","87641","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Eugenia","compactiflora","Eugenia compactiflora","Spring ex Mart.",NA,"Martius, K.F.P.von","472",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"HUEFS0087641",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,"Tipo",NA,NA
"113","2019-10-07 09:35:20-03","UEFS","HUEFS","204333","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Eugenia","monosperma","Eugenia monosperma","Vell.","M.Sobral","Lima, H.C.de","7649","2013","05","16",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Copacabana, Morro São João, trilha entre Ladeira dos Tabajar e Vila Militar.","-43.187778","-22.962778",NA,NA,NA,"Mata degradada.","HUEFS0204333",NA,"2019","06","43W11'16''","22S57'46''","Rosanae",NA,NA,NA,NA,NA,NA,NA
"114","2019-10-07 09:35:20-03","UEFS","HUEFS","87483","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Eugenia","monosperma","Eugenia monosperma","Vell.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HUEFS0087483",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,"Tipo",NA,NA
"115","2019-09-04 18:35:30-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Eugenia","compactiflora","Eugenia compactiflora",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,"Type [status unknown]",NA,NA
"116","2018-05-14 17:02:44-03","F","FMNH-SEEDPLANTS","V0348944F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Eugenia","monosperma","Eugenia monosperma",NA,"RRC ID Flag","J. P. P. Carauta","3702","1981","4","10","South America","Brazil","Rio de Janeiro",NA,NA,"-42.5","-22",NA,NA,NA,NA,"V0348944F","V0348944F_01 V0348944F_02",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,"3702",NA
"117","2020-04-29 16:30:12-03","UFVJM","HDJF","4259","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","monosperma","Eugenia monosperma","Vell.","Faria, JEQ","Faria, JEQ; Vasconcelos, TNC; Stadnik, AMS","6304","2016","07","15","Southern America","Brasil","São Paulo","Ubatuba","Margem da BR-101 entre Paraty e Ubatuba","-44.903889","-23.318056","24","24",NA,NA,"HDJF004259","HDJF004259_01","2016","07","-44.903889","-23.318056",NA,NA,NA,NA,NA,NA,NA,NA
"118","2020-11-23 11:39:08-03","IAC","IAC","28901","S","Plantae",NA,NA,"Myrtaceae-2.Myrtoideae","Eugenia","monosperma","Eugenia monosperma","Vell.","F.F. Mazine-Capelo","L.C. Bernacci; E.G. Cardoso; O. Camargo & S.M.P. Falivene","272","1994","05","19",NA,"Brasil","São Paulo","Pariquera-Açu","IAC, Estação Experimental","-47.8811","-24.715",NA,NA,NA,NA,NA,NA,"2011","04","-47.8811","-24.7150",NA,NA,NA,NA,"19",NA,NA,NA
"119","2020-11-23 11:39:08-03","IAC","IAC","45960","S","Plantae",NA,NA,"Myrtaceae-2.Myrtoideae","Eugenia","monosperma","Eugenia monosperma","Vell.","M.L. Kawasaki","M. Kirizawa et al.","3188","1995","08","22",NA,"Brasil","São Paulo","Bertioga","Rodovia BR 101, km 216, loteamento Chácaras de Itapanhau","-46.1386","-23.8544",NA,NA,NA,NA,NA,NA,"1995","09","-46.1386","-23.8544",NA,NA,NA,NA,"20",NA,NA,NA
"120","2020-11-23 11:39:08-03","IAC","IAC","49053","S","Plantae",NA,NA,"Myrtaceae-2.Myrtoideae","Eugenia","monosperma","Eugenia monosperma","Vell.","M.E.G. Sobral","J.A.M.A. Gomes; L.C. Bernacci; O.A. Santos; S. Santos & F.J. Benedetti","408","2006","11","09",NA,"Brasil","São Paulo","Ubatuba","Fazenda Capricórnio, Parcela G (Parque Estadual da Serra do Mar, Núcleo Picinguaba)","-45.080223","-23.373498",NA,NA,NA,"subparcela 22, indivíduo G 362",NA,NA,"2006","11","-45.080223","-23.373498",NA,NA,NA,NA,"01",NA,NA,NA
"121","2020-11-23 11:39:08-03","IAC","IAC","49151","S","Plantae",NA,NA,"Myrtaceae-2.Myrtoideae","Eugenia","monosperma","Eugenia monosperma","Vell.","E. Ramos et al.","E. Ramos; H.R. Gonçalves & S. Santos","362","2007","01","06",NA,"Brasil","São Paulo","Ubatuba","Fazenda Capricórnio, Núcleo Picinguaba/PESM, Parcela F","-45.079123","-23.381067",NA,NA,NA,"Subparcela 14 indivíduo F0166.&nf;Nome popular: araçarana",NA,NA,"2007","01","-45.079123","-23.381067",NA,NA,NA,NA,"06",NA,NA,NA
"122","2020-11-23 11:39:08-03","IAC","IAC","53730","S","Plantae",NA,NA,"Myrtaceae-2.Myrtoideae","Eugenia","monosperma","Eugenia monosperma","Vell.","L.D. Meireles","M.C.R. Campos; M.A. Assis; A. Guaraldo & R. Belinelo","494","2006","05","08",NA,"Brasil","São Paulo","Ubatuba","Núcleo Picinguaba/PESM, trilha da Casa da Farinha","-45.0711","-23.4339",NA,NA,NA,"Parcela E, subparcela 51, Indivíduo E0662",NA,NA,"2017","09","-45.0711","-23.4339",NA,NA,NA,NA,"15",NA,NA,NA
"123","2020-07-23 12:15:47-03","CEPLAC","CEPEC","37609","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","monosperma","Eugenia monosperma",NA,"M. Sobral","D. A. Folli","371","1982","04","28",NA,"Brasil","Espírito Santo","LINHARES","Reserva Florestal da CVRD. Est. FARINHA-SECA, ant. 221, Km 4, 4,160, a direita.","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/03/1987","48094","auto",NA,NA,NA,NA
"124","2019-02-27 14:02:50-03","UFSJ","HUFSJ","3707","S","Plantae",NA,NA,"Myrtaceae","Eugenia","monosperma","Eugenia monosperma","Vell.","Folli, DA","Folli, DA","2586","1995","04","18",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale.","-40.0722007751465","-19.3910999298096",NA,NA,NA,"Porte arbóreo, botão e flor branca, altura total 3m.","HUFSJ003707",NA,"2005","11",NA,NA,NA,NA,"48094","auto","30",NA,NA,NA
"125","2019-02-27 14:02:50-03","UFSJ","HUFSJ","3706","S","Plantae",NA,NA,"Myrtaceae","Eugenia","monosperma","Eugenia monosperma","Vell.","Souza, MC","Folli, DA","3596","2000","03","04",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale.","-40.0722007751465","-19.3910999298096",NA,NA,NA,"Porte arbóreo, botão verde, flor rosa.","HUFSJ003706",NA,"2005","11",NA,NA,NA,NA,"48094","auto","23",NA,NA,NA
"126","2019-02-27 14:02:50-03","UFSJ","HUFSJ","2433","S","Plantae",NA,NA,"Myrtaceae","Eugenia","monosperma","Eugenia monosperma","Vell.","Siqueira, GS","Siqueira, GS","546","2010","04","14",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale.","-40.0722007751465","-19.3910999298096",NA,NA,NA,"Porte arbóreo, botão branco, flor rosa, fuste cilindrica.","HUFSJ002433",NA,"2010","04",NA,NA,NA,NA,"48094","auto","30",NA,NA,NA
"127","2019-02-27 14:02:50-03","UFSJ","HUFSJ","2432","S","Plantae",NA,NA,"Myrtaceae","Eugenia","monosperma","Eugenia monosperma","Vell.","Sobral, M","Folli, DA","371","1982","04","28",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale.","-40.0722007751465","-19.3910999298096",NA,NA,NA,"Porte arbóreo, descamação em placas, fuste cilindrica, casca áspera.","HUFSJ002432",NA,"1985","08",NA,NA,NA,NA,"48094","auto","05",NA,NA,NA
"128","2019-11-13 16:04:53-03","UNISANTA","HUSC","1393","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","monosperma","Eugenia monosperma","Vell.","Kawasaki, M.L.","Martins, S.E.; Rossi, L.; Mello, Z.R.","281","1998","08","31",NA,"Brasil","São Paulo","Bertioga","Estrada da captação, próximo a Petrobras.","-46.138599395752","-23.8544006347656",NA,NA,NA,"Árvore, 4m de altura. Frutos vináceosa negros.; Restigna Paludosa alta.",NA,NA,"1999",NA,NA,NA,NA,NA,"37616","auto",NA,NA,NA,NA
"129","2019-11-13 16:04:53-03","UNISANTA","HUSC","1650","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","monosperma","Eugenia monosperma","Vell.","Kawasaki, M.L.","Martins, S.E.; Sampaio, P.S.P.; Lima, E.S.","397","1999","03","11",NA,"Brasil","São Paulo","Bertioga","São Lourenço, Rod. SP-55, km 211,5. Fazenda da Família Pinto.","-46.138599395752","-23.8544006347656",NA,NA,NA,"Arvoreta, 5m de altura. Botões florais creme-esverdeados.; Floresta de restinga paludosa sobre solo turfoso.",NA,NA,"1999",NA,NA,NA,NA,NA,"37616","auto",NA,NA,NA,NA
"130","2019-11-13 16:04:53-03","UNISANTA","HUSC","11681","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","monosperma","Eugenia monosperma","Vell.","M.Magenta; Martins","M.Magenta; et al.","736","2011","06","16",NA,"Brasil","São Paulo","Guarujá","Serra do Guararu, condomínio Iporanga, área B (captação).","-46.25","-23.9899997711182",NA,NA,NA,"Arvoreta com 2,5m de altura com frutos vermelhos maduros.; Floresta ombrofila densa.",NA,NA,"2012","08",NA,NA,NA,NA,"18989","auto",NA,NA,NA,NA
"131","2019-11-13 16:04:53-03","UNISANTA","HUSC","10055","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","monosperma","Eugenia monosperma","Vell.","Naksato, M.V.","Scolari, G.O.; Nakasato, M.V.","116","2007","04","22",NA,"Brasil","São Paulo","Peruíbe","Bairro do Guaraú.","-46.9900016784668","-24.3199996948242",NA,NA,NA,"Árvore com 5,85m de altura.; Trecho de floresta altas de restinga.",NA,NA,"2007","06",NA,NA,NA,NA,"21922","auto","12",NA,NA,NA
"132","2019-11-13 16:04:53-03","UNISANTA","HUSC","10860","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","monosperma","Eugenia monosperma","Vell.","et al.; Sugiyama, M.","Boldrin, A.H.L.; et al.","366","2007","01",NA,NA,"Brasil","São Paulo","Santos","Sitio Sandi.","-46.3300018310547","-23.9599990844727",NA,NA,NA,"Árvore.; Floresta Baixa de Restinga.",NA,NA,"2007","04",NA,NA,NA,NA,"26836","auto","24",NA,NA,NA
"133","2020-11-04 17:29:59-03","UEM","HUEM","7194","S","Plantae",NA,NA,"Myrtaceae","Eugenia","monosperma","Eugenia monosperma","Vell.","F.F.Mazine","Catharino, ELM","777","1986","05","30",NA,"Brasil","São Paulo","Iguape","Peropava, Fazenda Boa Vista","-47.616667","-24.566667",NA,NA,NA,"árvore, 8 m de altura. Frutos imaturos arroxeados. Embrião eugenóide. Em derrubada.","HUEM000008465","HUEM000008465","2003","01","-47.616667","-24.566667",NA,NA,NA,NA,NA,NA,NA,NA
"134","2019-11-01 15:05:40-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","monosperma","Eugenia monosperma","Vell.","Faria, JEQ","Faria, JEQ; Vasconcelos, TNC; Stadnik, AMS","6304","2016","07","15","Southern America","Brasil","São Paulo","Ubatuba","Margem da BR-101 entre Paraty e Ubatuba","-44.903889","-23.318056","24","24",NA,"Arvoreta ca. 3 m de altura, frutos imaturos avermelhados e maduros negros; Restinga arbórea",NA,NA,"2016","07","-44.903889","-23.318056",NA,NA,NA,NA,NA,NA,NA,NA
"135","2019-11-01 15:05:40-03","UnB","UB","167999","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","monosperma","Eugenia monosperma","Vell.","Giaretta, A","Silva, NT","58359","1964","07","11","Southern America","Brasil","Bahia","Itabuna","Estação esperimental de Jussari","-39.28","-14.79",NA,NA,NA,"Arvorezinha de 4m x 2cm diâm., com frutos.; Mata",NA,NA,"2016","05","-39.28","-14.79",NA,NA,NA,NA,NA,NA,NA,NA
"136","2019-11-01 15:05:40-03","UnB","UB","193166","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","monosperma","Eugenia monosperma","Vell.","Mazine-Capelo, FF","Sztutman, M; Walmir","314","1999","06","12","Southern America","Brasil","São Paulo","Pariquera-Açu","Parque Estadual dda Campina do Encantado - Morro do Carrapato","-47.8800010681152","-24.7099990844727",NA,NA,NA,"Árvore 6m. Fruto vinho escuro, globoso; cualifloria; Floresta ombrófila densa. Floresta alta de restinga",NA,NA,"1999","06",NA,NA,NA,NA,"17990","auto",NA,NA,NA,NA
"137","2019-10-03 10:04:12-03","UFSCar","SORO","4087","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","linguiformis","Eugenia linguiformis","Berg",NA,NA,"29803","1983","11","11",NA,"Brasil","São Paulo","Ubatuba","Morro do Puruba, planície litorânea","-45.0699996948242","-23.4300003051758",NA,NA,NA,"Arbusto com 3 metros de altura, frutos imaturos verdes.",NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA
"138","2019-10-03 10:04:13-03","UFSCar","SORO","7415","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","monosperma","Eugenia monosperma","Vell.","F.F.Mazine","Leitão-Filho, H.F.; Rodrigues, R.R.; Santin, D.A.; Nave, A.G.; Sanchez, M.; Mansano, V.; Seoane, C.E.S.","34725","1996","01","30",NA,"Brasil","São Paulo","Ubatuba","Trilha da Casa da Farinha.","-44.852789",NA,NA,NA,NA,"Transição entre planíce e encosta atlântica. Árvore com 6 metros de altura, floração branca, cauliflora.",NA,NA,"2007","03","44°51'10,04W","23°21'095,44S",NA,NA,NA,NA,"26",NA,NA,NA
"139","2019-10-03 10:04:13-03","UFSCar","SORO","2611","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","monosperma","Eugenia monosperma","Vell.",NA,"Farah, F.T.; et al.","2173","2001","04","12",NA,"Brasil","São Paulo","São Paulo","P.E. Serra do Mar","-46.7","-23.983333",NA,NA,NA,NA,NA,NA,NA,NA,"46°42'W","23°59'S",NA,NA,NA,NA,NA,NA,NA,NA
"140","2019-10-03 10:04:13-03","UFSCar","SORO","4164","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","monosperma","Eugenia monosperma","Vell.",NA,NA,NA,"1945","07","28",NA,"Brasil","São Paulo","Alto da Serra","Estação Biológica",NA,NA,NA,NA,NA,"Mata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2019-12-05 14:48:38-03","UFSCar","SORO","7758","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","monosperma","Eugenia monosperma","Vell.","C.P. Caliari","Caliari, C.P.; Rosalem, S.; Staniscia, J.; Strabeli, T.F.; Rodrigues, O.C.","2519","2009","07","09",NA,"Brasil","São Paulo","Iguape","Estrada Barra do Ribeira, ao chegar no bairro Icapara pegar a estrada que é oposta a este bairro e seguir reto até onde não der mais, virar a esquerda e seguir até onde der (no encanamento aflorado).","-47.463833","-24.672817",NA,NA,NA,NA,NA,NA,NA,NA,"47°27'49,8''W","24°40'22,14''S",NA,NA,NA,NA,NA,NA,NA,NA
"142","2019-12-05 14:48:38-03","UFSCar","SORO","7771","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","monosperma","Eugenia monosperma","Vell.","E.H.P.Barreto","Barreto, E.H.P.; Pascalicchio, F.F.; Garcia, R.J.F.; Figliori, A.R.","743","2016","03","29",NA,"Brasil","São Paulo","São Paulo","Várzea do Rio Embu-Guaçu. Estrada do Mambu, 1000. Borda de mata.","-46.795278","-23.935",NA,NA,NA,"Arvoreta, 2m alt., casca rugosa; flores brancas.",NA,NA,"2016","04","46°47'43''W","23°56'06''S",NA,NA,NA,NA,NA,NA,NA,NA
"143","2019-10-03 10:04:13-03","UFSCar","SORO","7705","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","monosperma","Eugenia monosperma","Vell.","M.L.Kawasaki","Fávero, O.A.; Born, G.C.C.; Martins, O.T.","510","1992","05","31",NA,"Brasil","São Paulo","Iguape","Estação Ecológica Juréia-Itatins, caminho para a Cachoeira Preta, na Cachoeira do Guilherme.","-47.5499992370605","-24.7000007629395",NA,NA,NA,"Árvore espontânea; frutos isolados, vermelhos, presos no caule e de sabor doce; mata de planície; nome vulgar: vapê-guaçu.",NA,NA,NA,NA,NA,NA,NA,NA,"55628","auto",NA,NA,NA,NA
"144","2019-10-03 10:04:13-03","UFSCar","SORO","7709","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","monosperma","Eugenia monosperma","Vell.","M.L.Kawasaki","Fávero, O.A.; Born, G.C.C.; Martins, O.T.","372","1992","02","16",NA,"Brasil","São Paulo","Iguape","Estação Ecológica Juréia-Itatins, na beira do Rio Comprido, próximo ao porto do Aguapeu.","-47.5499992370605","-24.7000007629395",NA,NA,NA,"Árvore espontânea; flor isolada, presa ao caule e muito bonita; brejo; nome vulgar:vapê-mirim.",NA,NA,NA,NA,NA,NA,NA,NA,"55628","auto",NA,NA,NA,NA
"145","2019-10-03 10:04:13-03","UFSCar","SORO","4177","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","monosperma","Eugenia monosperma","Vell.",NA,"de Morais, M.D.; et al.","29337","1993","11","11",NA,"Brasil","São Paulo","Ubatuba","Estrada do Poruba","-45.0699996948242","-23.4300003051758",NA,NA,NA,"árvore 3m com botões.",NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA
"146","2020-08-20 20:40:26-03","UFSC","FLOR","45450","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Eugenia","monosperma","Eugenia monosperma","Vell.","Sobral, M.","Equipe Acaraú","385","2005","07","04",NA,"Brasil","São Paulo","Bertioga","Morro do Tatu.","-46.028333","-23.751389","10","10",NA,"árvore, Fruto Maduro, roxo, 5m altura. sp. muito frequente na área","FLOR0045450",NA,"2006",NA,"46º1'42''W","23º45'5''S",NA,NA,NA,NA,NA,NA,NA,NA
"147","2020-08-20 20:40:26-03","UFSC","FLOR","45553","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Eugenia","monosperma","Eugenia monosperma","Vell.","Reis, A.","Reis, A.","2044","2004","03","02",NA,"Brasil","São Paulo","Bertioga",NA,"-46.138599395752","-23.8544006347656","17","17",NA,"arvoreta, flor branca, 4m altura. Plantas da Fazenda Acaraú.","FLOR0045553",NA,"2006",NA,NA,NA,NA,NA,"37616","auto",NA,NA,NA,NA
"148","2020-08-20 14:58:16-03","UFSC","FLOR","57557","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Eugenia","monosperma","Eugenia monosperma","Vell.","Ribeiro, C.L.","Equipe Acaraú","890","2006","08","01",NA,"Brasil","São Paulo","Bertioga",NA,"-46.138599395752","-23.8544006347656","10","10",NA,"árvore, fruto imaturo e verde, altura da planta: 4. 23K 0395458/7372731. Habitat: floresta","FLOR0057557",NA,"2019","12",NA,NA,NA,NA,"37616","auto","16",NA,NA,NA
"149","2021-03-04 15:45:24-03","IF","SPSF","31049","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","monosperma","Eugenia monosperma",NA,"O.T. Aguiar","S.E.Martins & P.S.P. Sampaio","397","1999","03","11","América do Sul","Brasil","SP","Bertioga","São Lourenço","-46.138599395752","-23.8544006347656",NA,NA,NA,"COLETA: Arvoreta de 5m de altura. Botões florais creme-esverdeados.; GEOGRAFIA: Floresta de Restinga paludosa, sobre solo turfoso. Rod. SP-55, km 211,5.;",NA,NA,"2016","07",NA,NA,"Magnoliopsida",NA,"37616","auto","05",NA,NA,NA
"150","2021-03-04 15:45:24-03","IF","SPSF","16399","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","monosperma","Eugenia monosperma","Vell.","O.T. Aguiar","J.E.L.S. Ribeiro","486","1988","08","07","América do Sul","Brasil","SP","Ubatuba","Parque Estadual da Serra do Mar - Núcleo Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,"COLETA: XLS: SPSFAntigo&nf;Árvore 4m de altura; frutos amarelos.; GEOGRAFIA: Trilha da Casa da Farinha;",NA,NA,"2011","10",NA,NA,"Magnoliopsida",NA,"34265","auto","18",NA,NA,NA
"151","2021-03-04 15:45:24-03","IF","SPSF","16405","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","monosperma","Eugenia monosperma","Vell.","O.T. Aguiar","R.Romero","289","1941","05","09","América do Sul","Brasil","SP","Ubatuba","Parque Estadual da Serra do Mar - Núcleo Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,"COLETA: XLS: SPSFAntigo&nf;Árvore 3mde altura, frutos roxos.; GEOGRAFIA: Trilha do Picadão da Barra;",NA,NA,"2011","10",NA,NA,"Magnoliopsida",NA,"34265","auto","18",NA,NA,NA
