"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","phylum","class","order","individualCount","continentOcean","preparationType","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","infraspecificEpithet","fieldNumber","typeStatus","relatedCatalogItem"
"11","2020-06-29 11:28:45-03","UFRJ","RFA","34378","PreservedSpecimen","Plantae","Amaryllidaceae","Hippeastrum","striatum","Hippeastrum striatum","(Lam.) Moore","R.S. Candido","2008","08","29","R.S. Candido; A.C.G.Ramos; M.M.Moreira","103","2008","09","06","Brasil","Rio de Janeiro","Rio de Janeiro","Restinga de Grumari (APA), Av. Estado da Guanabara","-43.2075004577637","-22.9027996063232",NA,NA,"Erva ca. 40cm de alt. Flores alaranjadas,base das tépalas esverdeadas,em mata de restinga sombreada,proximo a bromélias.","RFA22180",NA,NA,NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA
"12","2020-06-29 11:28:45-03","UFRJ","RFA","34379","PreservedSpecimen","Plantae","Amaryllidaceae","Hippeastrum","striatum","Hippeastrum striatum","(Lam.) Moore",NA,NA,NA,NA,"R.S. Candido; A.C.G.Ramos; M.M.Moreira","102","2008","09","06","Brasil","Rio de Janeiro","Rio de Janeiro","Restinga de Grumari (APA), Av. Estado da Guanabara","-43.2075004577637","-22.9027996063232",NA,NA,"Flores alaranjadas a vermelho, base das tépalas esverdeadas, em moita de cactos, a 10 m da estrada Habito: Erva","RFA30488",NA,NA,NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA
"13","2020-06-29 11:28:45-03","UFRJ","RFA","34374","PreservedSpecimen","Plantae","Amaryllidaceae","Hippeastrum","striatum","Hippeastrum striatum","(Lam.) Moore","R.S. Candido","2008","08","29","R.S. Candido; R.C. Lopes, M.M. Moreira, R.S. Couto.","98","2008","08","29","Brasil","Rio de Janeiro","Macaé","Restinga de Carapebus","-36.533333","-22.239444","36º32'0''W","22º14'22''S","Erva ca. 1m de alt., flores alaranjadas base das tépalas esverdeadas, mancha vinosa no início do tubo nectarífero, borda da moita","RFA22174",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-06-29 11:28:45-03","UFRJ","RFA","34370","PreservedSpecimen","Plantae","Amaryllidaceae","Hippeastrum","striatum","Hippeastrum striatum","(Lam.) Moore","R.S. Candido","2008","08","28","R.S. Candido; R.C.Lopes, M.M.Moreira, R.S.Couto","87","2008","08","28","Brasil","Rio de Janeiro","Rio das Ostras","Restinga da Praia das Areias Negras","-41.928056","-22.537222","41º55'41''W","22º32'14''S","Erva ca. 1 m de altura. 2 flores alaranjadas, base das tépalas amarelo-esverdeado, interior do tubo nectarífero vináceo, encosta vertente voltada para o mar, rupícolas, sobre rocha, próximo a bromélias Habito: Erva","RFA30486",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-06-29 11:28:45-03","UFRJ","RFA","34373","PreservedSpecimen","Plantae","Amaryllidaceae","Hippeastrum","striatum","Hippeastrum striatum","(Lam.) Moore","R.S. Candido","2008","08","28","R.S. Candido; R. C. Lopes, M. M. Moreira, R. S. Couto","86","2008","08","28","Brasil","Rio de Janeiro","Rio das Ostras","Restinga da Praia das Areias Negras","-41.929722","-22.516667","41º55'47''W","22º31'S","Erva ca. 50 cm, 2 flores alaranjadas base das pétalas amarelo-esverdiado, interior do tubo nectarífero vináceo, sobre rocha, próximo a bromélias.","RFA22172",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-06-29 11:28:45-03","UFRJ","RFA","34375","PreservedSpecimen","Plantae","Amaryllidaceae","Hippeastrum","striatum","Hippeastrum striatum","(Lam.) Moore","R.S. Candido","2008","08","16","R.S. Candido; R.C.Lopes; M.M.Moreira; R.S.Couto","66","2008","08","14","Brasil","Rio de Janeiro","Maricá","Itaipuaçu. Alto Morão, beira do início da trilha para Alto Mourão.","-43.026111","-22.95","43º1'34''W","22º57'S","Erva ca. 40 cm de alt. Flores alaranjadas, base das tépalas esverdeadas.","RFA22175",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-06-29 11:28:45-03","UFRJ","RFA","39679","PreservedSpecimen","Plantae","Amaryllidaceae","Hippeastrum","striatum","Hippeastrum striatum","(Lam.) Moore","R.S. Candido","2009","01","13","R.S. Candido","83","2009","01","13","Brasil","Rio de Janeiro","Cabo Frio","Próxima a aroeira a cactos, á esquerda da estrada para a praia das Conchas","-41.983333","-22.866667","41º59'W","22º52'S","Erva estéril.","RFA24703",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-06-29 11:28:45-03","UFRJ","RFA","39692","PreservedSpecimen","Plantae","Amaryllidaceae","Hippeastrum","striatum","Hippeastrum striatum","(Lam.) Moore","R.S. Candido","2008","08","29","R.S. Candido; R. C. Lopes. R. S. Couto, A. C. G. Ramos.","89","2008","08","28","Brasil","Rio de Janeiro","Rio das Ostras","Restinga do Praia Virgem","-41.916667","-22.516667","41º55'W","22º31'S","Erva ca. 60 cm, início da frutificação.","RFA24724",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-06-29 11:28:45-03","UFRJ","RFA","39700","PreservedSpecimen","Plantae","Amaryllidaceae","Hippeastrum","striatum","Hippeastrum striatum","(Lam.) Moore","R.S.Candido","2008","12","12","R.S.Candido; G.B.Aguilar, D.D.Cruz","126","2008","12","11","Brasil","Rio de Janeiro","Paraty","Trindade, entre a praia do Rancho e a praia de Fora","-44.7225","-23.357222","44º43'21''W","23º21'26''S","Erva ca. 1 m de altura; Flores alaranjadas com interior amarelo esverdeado. Heliófila, à 50 m do mar Habito: Erva","RFA30476",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-06-29 11:28:45-03","UFRJ","RFA","40000","PreservedSpecimen","Plantae","Amaryllidaceae","Hippeastrum","striatum","Hippeastrum striatum","(Lam.) Moore","Carla Candido e Karina Peres","2014","10","24","Caroline Martins Brandão","8","2014","10","06","Brasil","Rio de Janeiro","Rio de Janeiro","Restinga de Grumari (APA).","-43.520833","-23.046667","43º31'15''W","23º2'48''S","Erva, 0,6m de altura; folha simples, alterna, verde; flor com 3 sépalas vermelhas, 3 pétalas vermelhas e guia de nectário esverdeado.","RFA32222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-06-29 11:28:45-03","UFRJ","RFA","40600","PreservedSpecimen","Plantae","Amaryllidaceae","Hippeastrum","striatum","Hippeastrum striatum","(Lam.) Moore","Rosana C. Lopes","2014","12","11","P.S. Vargas","7","2014","11","04","Brasil","Rio de Janeiro","Rio de Janeiro","Restinga de Grumari (APA), próximo ao quiosque 'Xuxa'.","-43.5325","-23.048056","43º31'57''W","23º2'53''S","Erva, bulbosa; inflorescência com flores vistosas; flores com tépalas laranja com detalhes esverdeados na fauce.","RFA32223",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-06-29 11:28:45-03","UFRJ","RFA","34372","PreservedSpecimen","Plantae","Amaryllidaceae","Hippeastrum","striatum","Hippeastrum striatum","(Lam.) Moore","R.S.Candido","2008","08","28","R.S.Candido; R.C.Lopes, M.M.Moreira, R.S.Couto","88","2008","08","28","Brasil","Rio de Janeiro","Rio das Ostras","Restinga da Praia Virgem","-41.9449996948242","-22.5268993377686","41º55'77''W","22º31'92''S","Erva ca. 50 cm de altura. Flores alaranjadas, próximo ao mar Habito: Erva","RFA30472",NA,NA,NA,NA,NA,NA,NA,NA,NA,"17620","auto",NA,NA,NA,NA
"23","2020-06-29 11:28:45-03","UFRJ","RFA","35632","PreservedSpecimen","Plantae","Amaryllidaceae","Hippeastrum","striatum","Hippeastrum striatum","(Lam.) Moore","R. S. Candido","2008","10","01","R. S . Candido; A. C. G. Ramos, M. M. Moreira , R. A . Cotrim, C. J. U. B.","108","2008","10","01","Brasil","Rio de Janeiro","Rio de Janeiro","Restinga de Grumari (APA)","-43.2075004577637","-22.9027996063232",NA,NA,"Erva ca. 60 cm, folhas verde, base vinosa, flores laranjas interior amarelo esverdeado, estigma trífido.","RFA22978",NA,NA,NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA
"24","2020-06-29 11:28:45-03","UFRJ","RFA","35631","PreservedSpecimen","Plantae","Amaryllidaceae","Hippeastrum","striatum","Hippeastrum striatum","(Lam.) Moore","R. S. Candido","2008","10","01","R. S. Candido; A. C. G. Ramos, M. M. Moreira, R. A. Cotrim, C. J. U. Bornstein.","107","2008","10","01","Brasil","Rio de Janeiro","Rio de Janeiro","Restinga de Grumari (APA).","-43.2075004577637","-22.9027996063232",NA,NA,"Erva ca. 70cm, flores laranjas com interior amarelo esverdeado.","RFA32221",NA,NA,NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA
"25","2020-06-29 11:28:45-03","UFRJ","RFA","32735","PreservedSpecimen","Plantae","Amaryllidaceae","Hippeastrum","striatum","Hippeastrum striatum","(Lam.) Moore",NA,NA,NA,NA,"R.C. Lopes; N.T. Rios, Humberto, D.M.C. Santos.","210","2006","09","21","Brasil","Rio de Janeiro","Rio de Janeiro","Restinga de Grumari (APA).","-43.2075004577637","-22.9027996063232",NA,NA,"Folha verde única, 0,70cm, flor laranja.","RFA32219",NA,NA,NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA
"26","2020-06-29 11:28:45-03","UFRJ","RFA","42547","PreservedSpecimen","Plantae","Amaryllidaceae","Hippeastrum","striatum","Hippeastrum striatum","(Lam.) Moore","R.S. Candido","2008","11","27","R.S. Candido; R.C. Lopes; R.S. Couto","115","2008","11","27","Brasil","Rio de Janeiro","Angra dos Reis","à 80 m da entrada do Colégio Naval","-44.3180999755859","-23.0067005157471",NA,NA,"Erva ca. 50 cm de altura. Folhas verdes base vinosa; flores laranja-avermelhado, interior amarelo esverdeado com estrias vinosas","RFA36863",NA,NA,NA,NA,NA,NA,NA,NA,NA,"32988","auto",NA,NA,NA,NA
"27","2020-06-29 11:28:45-03","UFRJ","RFA","39701","PreservedSpecimen","Plantae","Amaryllidaceae","Hippeastrum","striatum","Hippeastrum striatum","(Lam.) Moore","R.S Candido","2008","11","27","R.S Candido; R.C.Lopes,R.S.Couto","116","2008","11","27","Brasil","Rio de Janeiro","Angra dos Reis","à 80 m da entrada do Colégio Naval","-44.3180999755859","-23.0067005157471",NA,NA,"Erva ca. 1m de altura. Folhas verde base vinosa,flores laranja,avermelhado,interior amarelo esverdeado com estrias vinosas,em encosta.","RFA24739",NA,NA,NA,NA,NA,NA,NA,NA,NA,"32988","auto",NA,NA,NA,NA
"28","2020-06-29 11:28:45-03","UFRJ","RFA","34376","PreservedSpecimen","Plantae","Amaryllidaceae","Hippeastrum","striatum","Hippeastrum striatum","(Lam.) Moore","R. S. Candido","2008","08","29","R. S. Candido; R. C. Lopes, M. M. Moreira, R. S. Couto","96","2008","08","29","Brasil","Rio de Janeiro","Macaé","Restinga de Carapebus, a 50 m da estrada de barro para a Lagoa de Carapebus.","-41.7868995666504","-22.3708000183105",NA,NA,"Erva ca. 50 cm de alt. flores alaranjadas dentro da mata de restinga.","RFA22177",NA,NA,NA,NA,NA,NA,NA,NA,NA,"47209","auto",NA,NA,NA,NA
"29","2020-11-13 09:18:46-03","UFRJ","RFA","39697","PreservedSpecimen","Plantae","Amaryllidaceae","Hippeastrum","striatum","Hippeastrum striatum","(Lam.) Moore","R.S. Candido","2007","09","30","R.C. Lopes; R.S. Candido","309 a","2007","09","29","Brasil","Rio de Janeiro","Macaé","Restinga de Jurubatiba","-41.7868995666504","-22.3708000183105",NA,NA,"Erva, sem folhas, escapo ca.1,30 m com 4 flores,flor laranja com base esverdeada.Moita de cactos.Ciófila.","RFA24732",NA,NA,NA,NA,NA,NA,NA,NA,NA,"47209","auto",NA,NA,NA,NA
"30","2020-11-13 09:18:46-03","UFRJ","RFA","39695","PreservedSpecimen","Plantae","Amaryllidaceae","Hippeastrum","striatum","Hippeastrum striatum","(Lam.) Moore","R.S.Candido","2007","09","30","R.C. Lopes; R.S.Candido","309","2007","09","29","Brasil","Rio de Janeiro","Macaé","Restinga de Jurubatiba","-41.7868995666504","-22.3708000183105",NA,NA,"Erva sem folhas, escapo ca. 1,00 m de altura com 4 flores, flor laranja com base esverdeada. Moita de cactos. Ciófila Habito: Erva","RFA30473",NA,NA,NA,NA,NA,NA,NA,NA,NA,"47209","auto",NA,NA,NA,NA
"31","2020-06-29 11:28:45-03","UFRJ","RFA","39691","PreservedSpecimen","Plantae","Amaryllidaceae","Hippeastrum","striatum","Hippeastrum striatum","(Lam.) Moore","R.S. Candido","2008","12","12","R.S. Candido; G.B Angular D.D.Cruz","130","2008","12","11","Brasil","Rio de Janeiro","Paraty","Praia de Fora. Sob pedra, próximo á Araceae e Clusia, á 30m do mar.","-44.7131004333496","-23.2178001403809",NA,NA,"Erva, flores alaranjadas, interior amarelo esverdeado com estrias vinosas, sem paraperigônio.","RFA24722",NA,NA,NA,NA,NA,NA,NA,NA,NA,"34470","auto",NA,NA,NA,NA
"32","2020-06-29 11:28:45-03","UFRJ","RFA","39690","PreservedSpecimen","Plantae","Amaryllidaceae","Hippeastrum","striatum","Hippeastrum striatum","(Lam.) Moore","R.S. Candido","2008","12","13","R.S. Candido; G.B Angular; D.D.Cruz","139","2008","12","12","Brasil","Rio de Janeiro","Paraty","Praia do Sono. Sob pedra, saindo da trilha no inicio das casas dos moradores","-44.7131004333496","-23.2178001403809",NA,NA,"Erva, escapo ca. 60cm, flores alaranjadas, interior amarelo esverdeado com estrias vinosas, sem paraperigônio.","RFA24720",NA,NA,NA,NA,NA,NA,NA,NA,NA,"34470","auto",NA,NA,NA,NA
"33","2020-06-29 11:28:45-03","UFRJ","RFA","34371","PreservedSpecimen","Plantae","Amaryllidaceae","Hippeastrum","striatum","Hippeastrum striatum","(Lam.) Moore","R.S. Candido","2008","08","28","R.S. Candido; R.C.Lopes, M.M.Moreira, R.S.Couto","90","2008","08","28","Brasil","Rio de Janeiro","Rio das Ostras","Restinga da Praia Virgem","-41.9449996948242","-22.5268993377686","41º55'78''W","22º31'92''S","Erva ca. 60 cm de altura; Flores alaranjadas em moita de cactos Habito: Erva","RFA30484",NA,NA,NA,NA,NA,NA,NA,NA,NA,"17620","auto",NA,NA,NA,NA
"34","2020-06-29 11:28:45-03","UFRJ","RFA","39693","PreservedSpecimen","Plantae","Amaryllidaceae","Hippeastrum","striatum","Hippeastrum striatum","(Lam.) Moore","R.S. Candido","2009","01","13","R.S. Candido","144","2009","01","13","Brasil","Rio de Janeiro","Rio de Janeiro","Restinga de Grumari (APA)","-43.2075004577637","-22.9027996063232",NA,NA,"Erva ca.70cm, final da frutificação.Mata de restinga,sombreado,á 100m do mar.","RFA24726",NA,NA,NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA
"35","2020-06-29 11:28:45-03","UFRJ","RFA","33705","PreservedSpecimen","Plantae","Amaryllidaceae","Hippeastrum","striatum","Hippeastrum striatum","(Lam.) Moore","R. S. Candido","2008","03","17","R. S. Candido",NA,"2007","10","10","Brasil","Rio de Janeiro","Rio de Janeiro","Restinga de Grumari (APA), no interior da mata.","-43.2075004577637","-22.9027996063232",NA,NA,"Erva ca. 50 cm de alt. Folhas com ca. 30 cm de comprimento, verdes, glabras, com a base avermelhada. Escapo com 2 flores. Flor muito vistosa alaranjada com a base internamente esverdeada e externamente avermelhada.","RFA21910",NA,NA,NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA
"36","2020-11-04 10:59:02-03","ESALQ","ESA","6422","PreservedSpecimen","Plantae","Amaryllidaceae","Hippeastrum","striatum","Hippeastrum striatum",NA,"Dutilh, J.",NA,NA,NA,"Furuya, R.Y.",NA,"1990","10","27","Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,NA,"ESA006422","ESA006422","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,"27904","auto",NA,NA,NA,NA
"37","2015-07-02 14:00:13-03","JBP","HPL","312","S","Plantae","Amaryllidaceae","Hippeastrum","striatum","Hippeastrum striatum","H. E. Moore.","H. Lorenzi","2001","09","21","H. Lorenzi","2921","2001","09","21","Brasil","RJ","Petrópolis","Na súbida da serra em beira de mata.","-43.1786","-22.505",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36524","auto",NA,NA,NA,NA
"38","2015-07-02 14:00:13-03","JBP","HPL","313","S","Plantae","Amaryllidaceae","Hippeastrum","striatum","Hippeastrum striatum","(Lam.) H. E. Moore.","E.R. Salviani & H. Lorenzi","2000","10","06","E.R. Salviani & H. Lorenzi","1605","2000","10","06","Brasil","SP","Tapiraí","Cidade.","-47.5","-23.96",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41034","auto",NA,NA,NA,NA
"39","2015-07-02 14:00:13-03","JBP","HPL","315","S","Plantae","Amaryllidaceae","Hippeastrum","striatum","Hippeastrum striatum",NA,"R. Tsuji","2004","05","25","A.G. Ribeiro","211","1996","10","23","Brasil","SP","Embú",NA,"-46.85","-23.64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6851","auto",NA,NA,NA,NA
"40","2015-07-02 14:00:13-03","JBP","HPL","12198","S","Plantae","Amaryllidaceae","Hippeastrum","striatum","Hippeastrum striatum",NA,"J. Dutilh","2012","07","27","H. Lorenzi","6925","2010","10","07","Brasil","SP","Nova Odessa","Coletado em cultivo no Jardim Botânico Plantarum; originário de Bocaiuva, Paraná (Alto da Serra). Pétalas e sépalas róseo-alaranjadas com listras brancas no seu interior que se unem na base no centro da garganta.","-47.29","-22.77",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8440","auto",NA,NA,NA,NA
"41","2015-07-02 14:00:13-03","JBP","HPL","311","S","Plantae","Amaryllidaceae","Hippeastrum","striatum","Hippeastrum striatum","H. E. Moore.","H. Lorenzi","2001","09","05","H. Lorenzi","2898","2001","09","05","Brasil","SP","Brotas","Em montanha rochosa, semi sombreada.","-48.12","-22.28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26585","auto",NA,NA,NA,NA
"42","2019-02-15 11:32:32-02","IPA","IPA","9149","S","Plantae","Amaryllidaceae","Hippeastrum","rutilum","Hippeastrum rutilum crocatum","(Ker Gawl.) Baker",NA,NA,NA,NA,"Fr.Krieger; Pickel, B.; Pickel, B.","5762","1942","10",NA,"Brasil","São Paulo",NA,"Santo Amaro, Seminário do Esp. Santo.",NA,NA,NA,NA,"Erva da Mata (capoeira). Flores cor de tijolo.","IPA0009149",NA,"Plantae",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,"crocatum",NA,NA,NA
"43","2019-02-15 11:32:32-02","IPA","IPA","9149","S","Plantae","Amaryllidaceae","Hippeastrum","rutilum","Hippeastrum rutilum crocatum","(Ker Gawl.) Baker",NA,NA,NA,NA,"Fr.Krieger; Pickel, B.; Pickel, B.","5762","1942","10",NA,"Brasil","São Paulo",NA,"Santo Amaro, Seminário do Esp. Santo.",NA,NA,NA,NA,"Erva da Mata (capoeira). Flores cor de tijolo.","IPA0009149",NA,"Plantae",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,"crocatum",NA,NA,NA
"44","2019-11-21 14:30:02-03","UFJF","CESJ","10406","PreservedSpecimen","Plantae","Amaryllidaceae","Hippeastrum","striatum","Hippeastrum striatum","(Lam.) H.E.Moore","R.S. Candido","2008","07","09","L. Krieger","CESJ10406","1971","04","05","Brasil","Rio de Janeiro","Rio das Ostras",NA,"-41.9449996948242","-22.5268993377686",NA,NA,"Na restinga, em botão.","CESJ010406","CESJ010406","Angiosperma",NA,NA,NA,"América do Sul",NA,NA,NA,"17620","auto",NA,NA,NA,NA
"45","2021-04-07 11:40:39-03","UFMS","CGMS","57781","PreservedSpecimen","Plantae","Amaryllidaceae","Hippeastrum","striatum","Hippeastrum striatum","(Lam.) Moore","Julie Dutilh","2018","04","23","A. Pott; V.J. Pott; G. Hatschbach; J. Silva; A.C.M. Cristaldo","10571","2002","11","09","Brasil","Mato Grosso do Sul","Bonito","Assentamento Guaicurus, MS-339, 14,5Km do entroncamento com a MS-382, Serra da Bodoquena.","-56.8588889","-20.8961111","-56,8588889","-20,8961111","Flor vermelha. Base das tépalas com faixa esbranquiçada, filetes vermelhos e estigma rosado. Habitat: Vegetação secundária de floresta calcária. Solo litólico. Relevo encosta de serra. Esparsa. Habito: Erva bulbosa.","CGMS001095",NA,NA,NA,NA,NA,NA,NA,"580","580",NA,NA,NA,NA,NA,NA
