"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","phylum","class","order","continentOcean","typeStatus","fieldNumber","preparationType","individualCount"
"25","2019-08-27 13:30:43-03","IAP","PACA-AGP","113792","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","A.A. de Oliveira","2010","09","21","M. Verdi","5000","2010","06","15","Brasil","SC","São Martinho","Hoepers/Vagem do cedro/Parque estadual da Serra do Tabuleiro.","-48.87","-28.08","48°52'12W","28°04'48S","517","517","FURB 28742 Habitat: interior do fragmento Fenofase: Flor creme Hábito: arbórea Ecossistema: floresta ombrófila densa","PACA113792",NA,NA,NA,"Magnoliophyta","Magnoliatae","Laurales",NA,NA,NA,NA,NA
"26","2019-08-27 13:30:43-03","IAP","PACA-AGP","113793","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","A. Quinet","2010","09","15","A. Stival-Santos","2347","2010","04","06","Brasil","SC","Angelina","Linha do Chaves.","-48.96","-27.54","48°57'36W","27°32'24S","718","718","FURB 23866 Habitat: interior do fragmento Fenofase: botão floral Hábito: arvoreta Ecossistema: floresta ombrófila densa","PACA113793",NA,NA,NA,"Magnoliophyta","Magnoliatae","Laurales",NA,NA,NA,NA,NA
"27","2019-08-27 13:30:43-03","IAP","PACA-AGP","113794","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","A. Quinet","2010","09","15","T.J. Cadorin","1804","2010","03","30","Brasil","SC","Biguaçu","Amâncio.","-48.78","-27.36","48°46'48W","27°21'36S","440","440","FURB 23708 Habitat: interior do fragmento Ecossistema: floresta ombrófila densa","PACA113794",NA,NA,NA,"Magnoliophyta","Magnoliatae","Laurales",NA,NA,NA,NA,NA
"28","2019-08-27 13:30:43-03","IAP","PACA-AGP","113795","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","A.A. de Oliveira","2010","09","21","M. Verdi","5016","2010","06","15","Brasil","SC","São Martinho","Hoepers/Vargem do Cedro/Parque Estadual da Serra do Tabuleiro.","-48.87","-28.08","48°52'12W","28°04'48S","517","517","FURB 28749 Habitat: interior do fragmento Fenofase: Flor creme Hábito: arbórea Ecossistema: floresta ombrófila densa","PACA113795",NA,NA,NA,"Magnoliophyta","Magnoliatae","Laurales",NA,NA,NA,NA,NA
"29","2019-08-27 13:30:43-03","IAP","PACA-AGP","50329","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","G. Pedralli","1979","08","15","Rambo, B.",NA,"1951","07","18","Brasil","SC","Florianópolis","in summo monte Cambirela","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"fr. novo Habitat: in silvula campestri Fenofase: fs","PACA050329",NA,"27000","auto","Magnoliophyta","Magnoliatae","Laurales",NA,NA,NA,NA,NA
"30","2019-08-27 13:30:43-03","IAP","PACA-AGP","3112","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","Emrich-Rambo","1957","10","31","Sehnem, A.",NA,"1938","06","28","Brasil","SC","Palhoça","Rancho Queimado","-48.6678009033203","-27.645299911499",NA,NA,NA,NA,"Habitat: in silva Fenofase: flor","PACA003112",NA,"31105","auto","Magnoliophyta","Magnoliatae","Laurales",NA,NA,NA,NA,NA
"31","2020-12-21 16:37:25-03","IAP","PACA-AGP","113796","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","A.A. de Oliveira","2010","09","22","Korte & Kniess","2491","2010","04","01","Brasil","SC","Ascurra","Ilze Grande.","-49.3755989074707","-26.9552993774414",NA,NA,NA,NA,"FURB 28789 Habitat: interior do fragmento Fenofase: botão floral Hábito: arbórea Ecossistema: floresta ombrófila densa","PACA113796",NA,"11742","auto","Magnoliophyta","Magnoliatae","Laurales",NA,NA,NA,NA,NA
"32","2019-08-27 13:30:43-03","IAP","PACA-AGP","65513","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","I. de Vattimo","1956",NA,NA,"Reitz, R.","568","1953","04","23","Brasil","SC","Blumenau","Morro Spitzkopf","-49.0661010742188","-26.9193992614746",NA,NA,"800","800","arvoreta alt. 6m; HBR 9383 Habitat: mata Fenofase: flor","PACA065513",NA,"34291","auto","Magnoliophyta","Magnoliatae","Laurales",NA,NA,NA,NA,NA
"33","2019-08-27 13:30:43-03","IAP","PACA-AGP","65507","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","I. de Vattimo","1956",NA,NA,"Reitz, R.","1846","1954","05","14","Brasil","SC","Itajaí","Morro da Fazenda","-48.6618995666504","-26.9078006744385",NA,NA,"100","100","arvore alt. 10m; HBR 9413 Habitat: mata Fenofase: flor","PACA065507",NA,"27253","auto","Magnoliophyta","Magnoliatae","Laurales",NA,NA,NA,NA,NA
"34","2019-08-27 13:30:43-03","IAP","PACA-AGP","65506","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","I. de Vattimo","1956",NA,NA,"Reitz, R.","1844","1954","05","14","Brasil","SC","Itajaí","Morro da Fazenda","-48.6618995666504","-26.9078006744385",NA,NA,"100","100","arvore alt. 10m, HBR 9414 Habitat: mata Fenofase: flor","PACA065506",NA,"27253","auto","Magnoliophyta","Magnoliatae","Laurales",NA,NA,NA,NA,NA
"35","2019-11-21 14:38:11-03","UFJF","CESJ","59429","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","A.Quinet","2010","09","15","F.C.S.Vieira; R.V.Carvalho; H.Tomporowski","2210","2010","05","25","Brasil","Santa Catarina","Nova Trento","Rio Veado, Lat.:27º21'38,00S; Lon.:49º08'13,00O; Alt.:479m.","-48.9296989440918","-27.2858009338379",NA,NA,NA,NA,"Floresta Ombrófila Densa; estádio suces. médio. Em interior de fragmento.","CESJ059429",NA,"28055","auto","Angiosperma",NA,NA,"América do Sul",NA,NA,NA,NA
"36","2019-11-21 14:38:11-03","UFJF","CESJ","59429","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","A.Quinet","2010","09","15","F.C.S.Vieira; R.V.Carvalho; H.Tomporowski","2210","2010","05","25","Brasil","Santa Catarina","Nova Trento","Rio Veado, Lat.:27º21'38,00S; Lon.:49º08'13,00O; Alt.:479m.","-49.136944","-27.360556","-49.136944","-27.360556","479","479","Floresta Ombrófila Densa; estádio suces. médio. Em interior de fragmento.","CESJ059429",NA,NA,NA,"Angiosperma",NA,NA,"América do Sul",NA,NA,NA,NA
"37","2019-11-27 13:49:42-03","UFS","ASE","39485","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","Seubert, RC","2014","08","20","Seubert, RC; Sampaio, DK; Hofschneider, E; Rezini, JA; Gebien, W","48","2014","08","20","Brasil","Santa Catarina","Indaial","Faxinal do Bepe, Parque Nacional da Serra do Itajaí.","-49.1315","-27.078","-49.1315","-27.078",NA,NA,"Arvoreta.; Floresta Ombrófila Densa Montana. Encosta.","ASE0041006",NA,NA,NA,"Magnoliophyta",NA,NA,"Southern America",NA,NA,NA,NA
"38","2021-03-01 16:32:45-03","UNICAMP","UEC","82369","S","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","Baitello, JB","1998","05","23","Garcia, RJF; Ferreira, GMP; Pimentel, CMA; Ramos, VA; Silva, DM","870","1996","05","15","Brazil","São Paulo","Parelheiros","Mata ao redor da Represa Billings.","-46.691667","-23.851667","-46.691667","-23.851667",NA,NA,"Árvore, 6m alt,; caule aromático ao corte, flores brancas.; Mata","UEC138297","UEC138297",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"39","2021-03-01 16:32:45-03","UNICAMP","UEC","78621","S","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","Baitello, JB",NA,NA,NA,"Godoy, SAP; et al.","633","1995","06","23","Brazil","São Paulo","Parelheiros","Jd Novo Parelheiros, sítio Sr. José Guilguer Reimberg (José Toco), a direita na Estrada Eng Marsilac, após o entroncamento com a Estrada da Colônia. Trilha após aclive.","-46.735","-23.835556","-46.735","-23.835556",NA,NA,"Árvore, ca 11,0m alt. DAP 0,30m. Botões florais creme esverdeados. Frutos imaturos marrom claro.","UEC138388","UEC138388",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"40","2021-03-01 16:32:45-03","UNICAMP","UEC","121770","S","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","Baitello, JB",NA,NA,NA,"Farah, FT; Aguiar, S; Breier, TB; Rodrigues, RR; Souza, VC; Tamashiro, JY","2340","2001","04","18","Brazil","São Paulo","Itanhaém","Loteamento Mramba II, 6 km de Itanhaém em direção a Peruíbe.","-46.922306","-24.230861","-46.922306","-24.230861","5","10","Árvore, 4 m alt.; Botões verdes.; Floresta de restinga paludosa com predomínio de guanandi (Calophyllum brasiliense Cambess) em alguns trechos.","UEC014286","UEC014286",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"41","2021-03-01 16:32:45-03","UNICAMP","UEC","73515","S","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","Esteves, RL","1994","04","19","Baitello, JB","648","1994","03","31","Brazil","São Paulo","Cunha","Parque Estadual da Serra do Mar, ao longo do Rio Paraibúna.","-44.9599990844727","-23.0699996948242",NA,NA,NA,NA,"Árvore, 8,5 m de altura, flores jovens creme.; solo úmido, próximo ao rio.","UEC014282","UEC014282","38855","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"42","2021-03-01 16:32:45-03","UNICAMP","UEC","36112","S","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil",NA,NA,NA,NA,"Shepherd, GJ; Tamashiro, JY","15836","1984","03","26","Brazil","São Paulo","Paraibuna","Usina hidrelétrica de Paraíbuna","-45.6599998474121","-23.3799991607666",NA,NA,NA,NA,"Arvoreta 8m, botões florais creme esverdeados.","UEC138444","UEC138444","30824","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"43","2020-10-14 10:02:21-03","FURB","FURB","1014","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","Quinet, A","2010","09","15","Sobral, M.",NA,"2001","02","09","Brasil","Santa Catarina","Indaial","Faxinal do Bepe.","-49.2091667","-27.1141667","-49.2091667","-27.1141667",NA,NA,"Projeto FNMA. Florística.","FURB27725","FURB27725",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-11-27 09:30:03-03","FURB","FURB","1045","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","Quinet, A","2010","09","15","Vieira, A.O.S.",NA,"2001","07","04","Brasil","Santa Catarina","Blumenau","Parque Spitzkopf.","-49.1080556","-27.0169444","-49.1080556","-27.0169444",NA,NA,NA,"FURB27718","FURB27718",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-10-14 10:02:21-03","FURB","FURB","10605","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","Quinet, A","2010","09","15","Grippa, C.R.; Bachmann, V.","602","2007","10","12","Brasil","Santa Catarina","Apiúna","Jundiá.","-49.2547222","-27.1202778","-49.2547222","-27.1202778","350","350","Florística do Plano de Manejo do Parque Nacional da Serra do Itajaí. Campo VII. Habitat: Floresta Ombrófila Densa; Habito: arbórea;","FURB27705","FURB27705",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-10-14 10:02:21-03","FURB","FURB","10772","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","Quinet, A","2010","09","15","Grippa, C.R.; Godoy, M.B. & Souza, N.L. de","669","2007","05","13","Brasil","Santa Catarina","Indaial","Encano Alto.","-49.1705556","-26.9966666","-49.1705556","-26.9966666","365","365","Florística do Plano de Manejo do Parque Nacional da Serra do Itajaí. Campo II. Habitat: Floresta Ombrófila Densa; Habito: arbórea;","FURB27706","FURB27706",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-10-14 10:02:21-03","FURB","FURB","10905","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","Quinet, A","2010","09","15","Grippa, C.R.; Souza, N.L. de; Costa Silva, F. da & Bachmann, V.","685","2007","07","12","Brasil","Santa Catarina","Indaial","Warnow Alto.","-49.2683334","-27.0475","-49.2683334","-27.0475000","300","300","Florística do Plano de Manejo do Parque Nacional da Serra do Itajaí. Campo IV. Habitat: Floresta Ombrófila Densa; Habito: arbórea;","FURB27721","FURB27721",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-10-14 10:02:21-03","FURB","FURB","13591","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","Quinet, A","2010","09","15","Verdi, M.; Hasckel, R.P. & Klemz, G.","2416","2009","06","30","Brasil","Santa Catarina","Botuverá","Localidade de ''.","-49.0519444","-27.2686111","-49.0519444","-27.2686111","874","874","Florística IFFSC 468(Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: árvore; flor botão creme","FURB27707","FURB27707 FURB27707_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
