"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","phylum","class","order","continentOcean","typeStatus","fieldNumber","preparationType","individualCount"
"98","2020-06-29 09:30:38-03","UFRRJ","RBR","46045","S","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","A. Quinet","2018","05","23","J.O. Mendonça-Junior","s/n","2015","08","14","Brasil","Rio de Janeiro","Araruama","Fazenda Soubara Grande. Vegetação secundária próxima à área de pastagem. APA do Rio São João/Mico-leão-dourado","-42.21","-22.59","42º12'36''W","22º35'24''S","23","23",NA,"RBR00046045",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2020-12-21 16:31:19-03","MBM","MBM","154476","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","Baitello, J.B.","2008","03","06","Hatschbach, G.; Webster, G.; Webster, G.","57910","1992","08","31","Brazil","Paraná","Paranaguá","Estrada para as Praias, próximo ao Rio da Vila","-48.5092010498047","-25.5200004577637",NA,NA,"5","10","Árvore 8m, tronco 20 cm. Mata pluvial da planície litorânea.","MBM154476","MBM154476","24916","auto",NA,NA,NA,"Southern America",NA,NA,NA,NA
"100","2020-12-21 16:31:19-03","MBM","MBM","25539","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","Assis, L.C.S.",NA,NA,NA,"Hatschbach, G.","714","1947","05","11","Brazil","Paraná","Piraquara","Florestal","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,"MBM025539","MBM025539","12577","auto",NA,NA,NA,"Southern America",NA,NA,NA,NA
"101","2020-12-21 16:31:19-03","MBM","MBM","372688","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","Brotto, M.L.","2019","05","13","Stival-Santos, A.; Legal, E.; Meyer, D.; Silveira, S.; Legal, E.; Meyer, D.; Silveira, S.","2531","2010","04","24","Brazil","Santa Catarina","Angelina","Barra Clara","-49.077778","-27.504722","-49.077778","-27.504722","382","382","Arbórea, 5m.; Floresta Ombrófila Densa. Beira de estrada.","MBM372688","MBM372688",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"102","2020-12-21 16:31:19-03","MBM","MBM","396732","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","Brotto, M.L.","2013","01","31","Augusto-Silva, M.","112","2012","09","10","Brazil","Santa Catarina","Garuva",NA,"-48.866714","-26.068931","-48.866714","-26.068931","55","55","Arbórea no estrato médio, altura 10m.; Floresta Ombrófila Densa Submontana.","MBM396732","MBM396732",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"103","2020-12-21 16:31:19-03","MBM","MBM","406554","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","Brotto, M.L.","2016","11","22","Silva, J.M.","9361","2016","07","15","Brazil","Paraná","Guaratuba","Balneário Eliane","-48.583333","-25.911389","-48.583333","-25.911389","10","10","Árvore com 5 m de altura; flor creme.; Floresta Ombrófila Densa das Terras Baixas.","MBM406554","MBM406554",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"104","2020-12-21 16:31:19-03","MBM","MBM","407201","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","Moraes, P.L.R.","2016","10","12","Moraes, P.L.R.; Rohwer, J.G.; Brotto, M.L.; Rohwer, J.G.; Brotto, M.L.","5441","2016","10","12","Brazil","Paraná","Guaratuba",NA,"-48.586667","-25.907778","-48.586667","-25.907778","16","16","Árvore 12 m, flores galhadas, flor branca.; Floresta Ombrófila Densa das Terras Baixas.","MBM407201","MBM407201",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"105","2020-12-21 16:31:19-03","MBM","MBM","407203","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","Moraes, P.L.R.","2016","10","12","Moraes, P.L.R.; Rohwer, J.G.; Brotto, M.L.; Rohwer, J.G.; Brotto, M.L.","5438","2016","10","12","Brazil","Paraná","Guaratuba",NA,"-48.586667","-25.907778","-48.586667","-25.907778","16","16","Árvore 6 m, botões florais.; Floresta Ombrófila Densa das Terras Baixas.","MBM407203","MBM407203",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"106","2020-12-21 16:31:19-03","MBM","MBM","408845","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","Brotto, M.L.","2017","03","31","Silva, J.M.","9709","2016","12","22","Brazil","Paraná","Guaratuba","Balneário Nereidas","-48.598889","-25.925556","-48.598889","-25.925556","15","15","Árvore com 5 m de altura; flor bege.; Floresta Ombrófila Densa das Terras Baixas.","MBM408845","MBM408845",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"107","2020-12-21 16:31:19-03","MBM","MBM","409920","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","Brotto, M.L.","2017","12","18","Brotto, M.L.; Völtz, R.R.; Völtz, R.R.","2558","2017","12","06","Brazil","Paraná","Adrianópolis","estrada da Berneck a Tatupeba","-48.727667","-24.76125","-48.727667","-24.76125","867","867","Árvore com 10 metros de altura; frutos imaturos verdes e flores secas.; Floresta Ombrófila Densa Montana.","MBM409920","MBM409920",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"108","2020-12-21 16:31:19-03","MBM","MBM","409929","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","Brotto, M.L.","2017","12","18","Brotto, M.L.; Völtz, R.R.; Völtz, R.R.","2567","2017","12","06","Brazil","Paraná","Adrianópolis","estrada da Berneck a Tatupeba","-48.706389","-24.823056","-48.706389","-24.823056","908","908","Árvore com 7 metros de altura; fruto imaturos.; Floresta Ombrófila Densa Submontana.","MBM409929","MBM409929",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"109","2020-12-21 16:31:19-03","MBM","MBM","412755","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","Brotto, M.L.","2017","10","05","Völtz, R.R.","1369","2017","09","27","Brazil","Paraná","Antonina","Fazenda Guaricica, SPVS","-48.674444","-25.242222","-48.674444","-25.242222","305","305","Arvoreta 6 m alt.; frutos verdes; folhas com face abaxial glauca; Floresta Ombrófila Densa Submontana secundária, em topo de morro .; Floresta Ombrófila Densa Submontana.","MBM412755","MBM412755",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"110","2020-12-21 16:31:19-03","MBM","MBM","41810","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","Teixeira, B.C.",NA,NA,NA,"Handro, O.","643",NA,NA,NA,"Brazil","São Paulo",NA,"Estação Biológica, Campo Grande",NA,NA,NA,NA,NA,NA,NA,"MBM041810","MBM041810",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"111","2020-12-21 16:31:19-03","MBM","MBM","423831","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","Seubert, R.C.","2014","08","20","Seubert, R.C.; Sampaio, D.K.; Hofschneider, E.; Rezini, J.A.; Gebien, W.; Sampaio, D.K.; Hofschneider, E.; Rezini, J.A.; Gebien, W.","48","2014","08","20","Brazil","Santa Catarina","Indaial","Faxinal do Bepe, Parque Nacional da Serra do Itajaí","-49.220833","-27.118889","-49.220833","-27.118889","724","724","Arvoreta.; FOD montana, encosta.","MBM423831",NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"112","2020-12-21 16:31:19-03","MBM","MBM","425138","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","Brotto, M.L.","2019","11","06","Brotto, M.L.; Barboza, E.; Barboza, E.","3709","2019","07","07","Brazil","Santa Catarina","Palhoça","Parque Estadual da Serra do Tabuleiro, Morro Cambirela","-48.664722","-27.72","-48.664722","-27.72","556","556","Árvore com 7 m de altura; frutos imaturos no início do desenvolvimento.; Floresta Ombrófila Densa Submontana de porte baixo.","MBM425138",NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"113","2020-12-21 16:31:19-03","MBM","MBM","25738","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","Vattimo, I. de","1956",NA,NA,"Reitz; Klein, R.M.; Klein, R.M.","568","1953","04","23","Brazil","Santa Catarina","Blumenau","Morro Spitzkopf","-49.0661010742188","-26.9193992614746",NA,NA,"800","800","Mata. Arvoreta 6m alt. Flor esverdeada.; Arvoreta 6m, flor esverdeada.; Mata.","MBM025738","MBM025738","34291","auto",NA,NA,NA,"Southern America","PARATYPE",NA,NA,NA
"114","2020-12-21 16:31:19-03","MBM","MBM","211951","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil",NA,NA,NA,NA,"Reitz; Klein, R.M.; Klein, R.M.","568","1953","04","23","Brazil","Santa Catarina","Blumenau","Morro Spitzkopf","-49.0661010742188","-26.9193992614746",NA,NA,"800","800","Mata. Arvoreta 6m alt. Flor esverdeada.","MBM211951","MBM211951","34291","auto",NA,NA,NA,"Southern America",NA,NA,NA,NA
"115","2020-12-21 16:31:19-03","MBM","MBM","388145","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","Brotto, M.L.","2013","08","02","Bonaldi, R.A.","551","2012","10","10","Brazil","Santa Catarina","Garuva","Linha de transmissão elétrica","-48.8549995422363","-26.0266990661621",NA,NA,NA,NA,"Árvore, 14m de altura.; Floresta Ombrófila Densa Submontana.","MBM388145","MBM388145","22441","auto",NA,NA,NA,"Southern America",NA,NA,NA,NA
"116","2020-12-21 16:31:19-03","MBM","MBM","388145","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","Brotto, M.L.","2013","08","02","Bonaldi, R.A.","551","2012","10","10","Brazil","Santa Catarina","Garuva","Linha de transmissão elétrica","-48.8549995422363","-26.0266990661621",NA,NA,NA,NA,"Árvore, 14m de altura.; Floresta Ombrófila Densa Submontana.","MBM388145","MBM388145","22441","auto",NA,NA,NA,"Southern America",NA,NA,NA,NA
"117","2020-12-21 16:31:19-03","MBM","MBM","211862","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil",NA,NA,NA,NA,"Reitz, R.; Klein, R.M.; Klein, R.M.","1846","1954","05","14","Brazil","Santa Catarina","Itajaí","Morro da Fazenda","-48.6618995666504","-26.9078006744385",NA,NA,NA,NA,"Árvore 10m flor esverdeada.; Mata.","MBM211862","MBM211862","27253","auto",NA,NA,NA,"Southern America","PARATYPE",NA,NA,NA
"118","2020-12-21 16:31:19-03","MBM","MBM","223758","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","Baitello, J.B.",NA,NA,NA,"Moraes, P.L.R. de; et al.; et al.","992",NA,NA,NA,"Brazil","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho","-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,NA,"MBM223758","MBM223758","27904","auto",NA,NA,NA,"Southern America",NA,NA,NA,NA
"119","2020-12-21 16:31:19-03","MBM","MBM","266702","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","Brotto, M.L.","2019","05","13","Hatschbach, G.; Barboza, E.; Lorenzi, H.; Barboza, E.; Lorenzi, H.","72728","2001","11","27","Brazil","Paraná","Guaraqueçaba","Rod. PR-405, km 5-6","-48.3288993835449","-25.3066997528076",NA,NA,"5","10","Árvore 8m, fruto preto.; Restinga arbórea.","MBM266702","MBM266702","37295","auto",NA,NA,NA,"Southern America",NA,NA,NA,NA
"120","2020-12-21 16:31:19-03","MBM","MBM","265027","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","Baitello, J.B.","2008","06","03","Britez, R.M.","1791","1987","09","26","Brazil","Paraná","Paranaguá","Ilha do Mel. Ponta Oeste","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"Árvore de 13,00 m. com flores imaturas, em floresta pluvial da planície litorânea; folhas aromáticas","MBM265027","MBM265027","24916","auto",NA,NA,NA,"Southern America",NA,NA,NA,NA
"121","2020-12-21 16:31:19-03","MBM","MBM","129733","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","Baitello, J.B.","2008","06","03","Hatschbach, G.; Silva, J.M.; Silva, J.M.","52777",NA,NA,NA,"Brazil","Santa Catarina","Garuva","Rodovia Guaratuba - Garuva","-48.8549995422363","-26.0266990661621",NA,NA,"3","5","Árvore 8m, flor creme. Mata pluvial da planície litorânea","MBM129733","MBM129733","22441","auto",NA,NA,NA,"Southern America",NA,NA,NA,NA
"122","2020-12-21 16:31:19-03","MBM","MBM","25749","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","Vattimo, I. de","1956",NA,NA,"Reitz; Klein, R.M.; Klein, R.M.","1844","1954","05","14","Brazil","Santa Catarina","Itajaí","Morro da Fazenda","-48.6618995666504","-26.9078006744385",NA,NA,"100","100","Mata. Árvore 10m alt. flor esverdeada.; Árvore 10m, flor esverdeada.; Mata.","MBM025749","MBM025749","27253","auto",NA,NA,NA,"Southern America","PARATYPE",NA,NA,NA
"123","2015-09-03 18:55:17-03","MNHN","RECOLNAT_MNHN_P","P02008059","PreservedSpecimen",NA,"Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo",NA,NA,NA,NA,"Glaziou, A.",NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,"Brésil. (Rio Jan.)",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02008059' target='other'> <mi>dwc_moreinfo</mi></a>","P02008059","P02008059_01",NA,NA,NA,NA,NA,NA,NA,"19787","hb",NA
"124","2015-09-03 18:55:17-03","MNHN","RECOLNAT_MNHN_P","P02008060","PreservedSpecimen",NA,"Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo",NA,NA,NA,NA,"Glaziou, A.",NA,"1893","6","5","Brasil","Rio de Janeiro","Nova Friburgo","Alto Macahé","-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02008060' target='other'> <mi>dwc_moreinfo</mi></a>","P02008060","P02008060_01","33190","auto",NA,NA,NA,NA,NA,"20449","hb",NA
"125","2015-09-03 18:55:17-03","MNHN","RECOLNAT_MNHN_P","P02008061","PreservedSpecimen",NA,"Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo",NA,NA,NA,NA,"Glaziou, A.",NA,"1893","5","16","Brasil","Rio de Janeiro","Nova Friburgo","Brésil (Rio Jan.) Alto Macahé","-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,"Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02008061' target='other'> <mi>dwc_moreinfo</mi></a>","P02008061","P02008061_01","33190","auto",NA,NA,NA,NA,NA,"20450","hb",NA
"126","2015-09-03 18:55:18-03","MNHN","RECOLNAT_MNHN_P","P02008063","PreservedSpecimen",NA,"Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo",NA,NA,NA,NA,"Glaziou, A.",NA,"1893","4","16","Brasil","Rio de Janeiro","Nova Friburgo","Brésil. (Rio Jan.) Alto Macahé","-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,"Nome vulgar: canella <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02008063' target='other'> <mi>dwc_moreinfo</mi></a>","P02008063","P02008063_01","33190","auto",NA,NA,NA,NA,NA,"20451","hb",NA
"127","2015-09-03 18:55:18-03","MNHN","RECOLNAT_MNHN_P","P02008062","PreservedSpecimen",NA,"Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo",NA,NA,NA,NA,"Glaziou, A.",NA,"1893","5","16","Brasil","Rio de Janeiro","Nova Friburgo","Brésil. Rio Jan. Alto Macahé","-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,"Herbier de A. Glaziou donné par Mme SIMARD, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02008062' target='other'> <mi>dwc_moreinfo</mi></a>","P02008062","P02008062_01","33190","auto",NA,NA,NA,NA,NA,"20450","hb",NA
"128","2015-09-03 18:55:18-03","MNHN","RECOLNAT_MNHN_P","P02008064","PreservedSpecimen",NA,"Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo",NA,NA,NA,NA,"Hoehne, F.C.",NA,"1932","7","1","Brasil","São Paulo","São Paulo","Nativa do Jardim Botânico","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02008064' target='other'> <mi>dwc_moreinfo</mi></a>","P02008064","P02008064_01","53584","auto",NA,NA,NA,NA,NA,NA,"hb",NA
"129","2020-10-01 14:25:29-03","JBB","HEPH","31285","S","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","Seubert, RC","2014","03","25","Seubert, RC; Sampaio, DK; Hofschneider, E; Rezini, JA; Gebien, W","86","2014","03","25","Brasil","Santa Catarina","Indaial","Parque Nacional da Serra do Itajaí, Faxinal do Bepe","-49.203333","-27.118333","-49.203333","-27.118333","693","693",NA,NA,NA,NA,NA,"Magnoliid",NA,"Laurales","Southern America",NA,NA,NA,NA
"130","2021-02-11 17:19:22-03","UFPR","UPCB","95042","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","Brotto, M.L.","2017","10",NA,"Völtz, R.R.","1369","2017","09","27","Brasil","Paraná","Antonina","Fazenda Guaricia - SPVS","-48.674444","-25.242222","-48.674444","-25.242222","305","305","Floresta Ombrófila Densa Submontana secundaria, em topo de morro. Arvoreta 6 m alt.; frutos verdes, folhas com face abaxial glauca","UPCB0035640",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2021-02-11 17:19:22-03","UFPR","UPCB","6150","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","Brotto, M.L.","2008","02","21","Reitz, P.R.","568","1953","04","23","Brasil","Santa Catarina","Blumenau","Morro Spitzkopf","-49.0661010742188","-26.9193992614746",NA,NA,"800","800","Arvoreta, 6m, flor esverdeada. Mata..",NA,NA,"34291","auto",NA,NA,NA,NA,NA,NA,NA,NA
"132","2021-02-11 17:19:22-03","UFPR","UPCB","42974","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","Vattimo, I. de","1956","01","01","Reitz, R.","568","1953","04","23","Brasil","Santa Catarina","Blumenau","Morro Spitzkopf","-49.0661010742188","-26.9193992614746",NA,NA,"800","800","Arvoreta, 6m, flor esverdeada. Mata..",NA,NA,"34291","auto",NA,NA,NA,NA,NA,NA,NA,NA
"133","2021-02-11 17:19:22-03","UFPR","UPCB","1969","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","Vattimo, I. de","1956","01","01","Reitz, R.","568","1953","04","23","Brasil","Santa Catarina","Blumenau","Morro Spitzkopf","-49.0661010742188","-26.9193992614746",NA,NA,"800","800","Arvoreta, 6m, flor esverdeada. Mata..",NA,NA,"34291","auto",NA,NA,NA,NA,NA,NA,NA,NA
"134","2021-02-11 17:19:22-03","UFPR","UPCB","21181","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","Baitello, J.B.","1993","06",NA,"Negrelle, R.R.B.","A415","1992","10","10","Brasil","Santa Catarina","Itapoá","Reserva Volta Velha","-48.6161003112793","-26.1168994903564",NA,NA,NA,NA,"Rebrota de árvore caída, com frutos jovens..",NA,NA,"18121","auto",NA,NA,NA,NA,NA,NA,NA,NA
"135","2018-06-22 05:25:00-03","MO","MOBOT","1537787","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","Henk van der Werff (MO)",NA,NA,NA,"Pe. Raulino Reitz|Roberto M. Klein","Reitz 1855","1954","5","14","Brazil","Santa Catarina",NA,"Morro da Fazenda, Itajaí.",NA,NA,NA,NA,"70.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America","Isotype",NA,NA,NA
"136","2018-06-22 05:25:00-03","MO","MOBOT","1537788","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","Henk van der Werff (MO)",NA,NA,NA,"Pe. Raulino Reitz|Roberto M. Klein","Reitz 1844","1954","5","14","Brazil","Santa Catarina",NA,"Morro da Fazenda, Itajai.",NA,NA,NA,NA,"100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA
"137","2018-06-22 05:25:00-03","MO","MOBOT","1537791","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil",NA,NA,NA,NA,"Pe. Raulino Reitz|Roberto M. Klein","Reitz 568","1953","4","23","Brazil","Santa Catarina",NA,"Morro Spitzkopf, Blumenau.",NA,NA,NA,NA,"800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA
"138","2018-06-22 05:25:00-03","MO","MOBOT","1537792","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil",NA,NA,NA,NA,"Pe. Raulino Reitz|Roberto M. Klein","Reitz 1815","1954","4","28","Brazil","Santa Catarina",NA,"Morro da Fazenda, Itajaí.",NA,NA,NA,NA,"350.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA
"139","2010-11-13 04:25:00-02","MO","MOBOT","1537794","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil",NA,NA,NA,NA,"Roberto M. Klein","Klein 764","1954","3","25","Brazil","Santa Catarina",NA,"Morro da Fazenda, Itajaí.",NA,NA,NA,NA,"350.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA
"140","2018-06-22 05:25:00-03","MO","MOBOT","1537796","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","H. van der Werff (MO)",NA,NA,NA,"Pe. Raulino Reitz|Roberto M. Klein","Reitz 1834","1954","5","14","Brazil","Santa Catarina",NA,"Morro da Fazenda, Itajaí.",NA,NA,NA,NA,"50.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA
"141","2018-06-22 05:25:00-03","MO","MOBOT","1537798","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","H. van der Werff (MO)",NA,NA,NA,"Pe. Raulino Reitz|Roberto M. Klein","Reitz 1846","1954","5","14","Brazil","Santa Catarina",NA,"Morro da Fazanda, Itajaí.",NA,NA,NA,NA,"100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA
"142","2020-11-10 04:40:00-03","MO","MOBOT","100874441","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil",NA,NA,NA,NA,"Pedro L. R. de Moraes|H. van der Werff|Matheus C. Vergne|Henrique Ribeíro|et al.","Moraes 4127","2014","11","21","Brazil","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho.","-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,NA,NA,NA,"27904","auto",NA,NA,NA,"South America",NA,NA,NA,"1"
"143","2020-11-10 04:40:00-03","MO","MOBOT","100874362","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil",NA,NA,NA,NA,"Pedro L. R. de Moraes|H. van der Werff|Matheus C. Vergne|Henrique Ribeíro|T. Arruda|L. Souza|D. Soares","Moraes 4037","2014","11","20","Brazil","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho.","-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,NA,NA,NA,"27904","auto",NA,NA,NA,"South America",NA,NA,NA,"1"
"144","2020-11-10 04:40:00-03","MO","MOBOT","100876266","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil",NA,NA,NA,NA,"Pedro L. R. de Moraes|H. van der Werff|Matheus C. Vergne|Henrique Ribeíro|et al.","Moraes 4045","2014","11","20","Brazil","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botlho.","-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,NA,NA,NA,"27904","auto",NA,NA,NA,"South America",NA,NA,NA,"1"
"145","2021-01-09 21:48:37-03","UNICENTRO","HUCO","3784","S","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","Ruiz, E.C.Z.","2012","01","30","Ruiz, E.C.Z.; et al.; et al.","s.n.","2012","01","30","Brasil","Paraná","Fernandes Pinheiro","Assungui","-50.5475006103516","-25.4132995605469",NA,NA,NA,NA,"Projeto Imbituvão; Arbóreo, flor branca; Floresta Ombrófila Mista; HABITAT: Floresta Ombrófila Mista; DESC: Arbóreo, flor branca","HUCO003784",NA,"27771","auto",NA,NA,NA,NA,NA,NA,NA,NA
"146","2021-01-09 21:48:37-03","UNICENTRO","HUCO","5291","S","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","Oliveira","2010",NA,NA,"Stival- Santos","2281","2010","03","30","Brasil","Santa Catarina","Botuverá",NA,"-49.0746994018555","-27.1993999481201",NA,NA,NA,NA,"FURB 28783; Arbórea; FOD; HABITAT: FOD; DESC: Arbórea",NA,NA,"20562","auto",NA,NA,NA,NA,NA,NA,NA,NA
"147","2021-01-09 21:48:37-03","UNICENTRO","HUCO","5427","S","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","Quinet A.","2010","09","15","Stival- Santos A.; Meyer D.; Silveira S.","2604","2010","04","20","Brasil","Santa Catarina","Major Gercino",NA,"-48.9514007568359","-27.4181003570557",NA,NA,NA,NA,"FURB 25903; Arbórea; FOD; HABITAT: FOD; DESC: Arbórea",NA,NA,"26953","auto",NA,NA,NA,NA,NA,NA,NA,NA
