"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","recordNumber","locality","imagecode","stateProvince","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","county","infraspecificEpithet","coordinatePrecision","geoFlag","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","individualCount","fieldNumber","sex"
"13","2021-03-15 16:37:00-03","NY","NYBG","00995247","PreservedSpecimen","Plantae","Sapindaceae","Matayba","guianensis","Matayba guianensis","I. Cordeiro","1981","04","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1090821' target='other'> <mi>dwc_moreinfo</mi></a>","NY00995247","Magnoliophyta","Sapindales","Aubl.","P. Acevedo-Rodríguez","CFCR931","Estr. Grão Mogol - Cristália.","NY00995247_01","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","448255","PreservedSpecimen","Plantae","Sapindaceae","Matayba","guianensis","Matayba guianensis","J. G. Jardim","1993","03","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=350171' target='other'> <mi>dwc_moreinfo</mi></a>","NY00448255","Magnoliophyta","Sapindales","Aubl.","P. Acevedo-Rodríguez","94","Reserva Biológica do Mico-leao (IBAMA). Entrada no km 46 da Rod. BA-001 Ilhéus/Una.","NY00448255_01","Bahia","-39.08","-15.15",NA,NA,"Una",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00995307","PreservedSpecimen","Plantae","Sapindaceae","Matayba","guianensis","Matayba guianensis","H. S. Irwin","1971","01","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1091178' target='other'> <mi>dwc_moreinfo</mi></a>","NY00995307","Magnoliophyta","Sapindales","Aubl.","B. T. Styles","30533","Serra do Espinhaço, middle slopes of Serra da Piedade, ca. 40 km E. of Belo Horizonte, BR-31","NY00995307_01","Minas Gerais","-43.67613","-19.82237","1800","1800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","01139217","PreservedSpecimen","Plantae","Sapindaceae","Matayba","guianensis","Matayba guianensis","W. Rodrigues","1961","10","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1482550' target='other'> <mi>dwc_moreinfo</mi></a>","NY01139217","Magnoliophyta","Sapindales","Aubl.","T. D. Pennington","3400",NA,"NY01139217_01","Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00995322","PreservedSpecimen","Plantae","Sapindaceae","Matayba","guianensis","Matayba guianensis","D. Philcox","1967","11","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1091211' target='other'> <mi>dwc_moreinfo</mi></a>","NY00995322","Magnoliophyta","Sapindales","Aubl.","T. D. Pennington","3236","Km 267, Xavantina-Cachimbo road.","NY00995322_01","Mato Grosso","-51.77","-12.82",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","01139153","PreservedSpecimen","Plantae","Sapindaceae","Matayba","guianensis","Matayba guianensis discolor","N. T. da Silva","1979","02","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1477677' target='other'> <mi>dwc_moreinfo</mi></a>","NY01139153","Magnoliophyta","Sapindales","(Radlk.) T.D.Penn.","T. D. Pennington","5011","campina da serraria Xingú, solo de areia branca.","NY01139153_01","Pará","-52.0510769","-1.5964373",NA,NA,"Gurupá","discolor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","01139178","PreservedSpecimen","Plantae","Sapindaceae","Matayba","guianensis","Matayba guianensis","R. Spruce","1850","06",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1477825' target='other'> <mi>dwc_moreinfo</mi></a>","NY01139178","Magnoliophyta","Sapindales","Aubl.","T. D. Pennington","s.n.","In vicinibus Santarem, Prov.Pará.","NY01139178_01","Pará","-54.740486","-2.449614",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00995336","PreservedSpecimen","Plantae","Sapindaceae","Matayba","guianensis","Matayba guianensis","J. A. Ratter","1972","08","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1091340' target='other'> <mi>dwc_moreinfo</mi></a>","NY00995336","Magnoliophyta","Sapindales","Aubl.",NA,"R2313","Vale de Sonhos. (80 km N of Barra do Garças on the road to Xavantina).","NY00995336_01","Mato Grosso","-52.2567","-15.8903",NA,NA,"Barra do Garças",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00995277","PreservedSpecimen","Plantae","Sapindaceae","Matayba","guianensis","Matayba guianensis","E. P. Heringer","1979","10","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1091008' target='other'> <mi>dwc_moreinfo</mi></a>","NY00995277","Magnoliophyta","Sapindales","Aubl.","P. Acevedo-Rodríguez","2148","Bacia do Rio São Bartolomeu.","NY00995277_01","Distrito Federal","-47.9294","-15.7797",NA,NA,"Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00995271","PreservedSpecimen","Plantae","Sapindaceae","Matayba","guianensis","Matayba guianensis","R. M. Harley","1968","10","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1090985' target='other'> <mi>dwc_moreinfo</mi></a>","NY00995271","Magnoliophyta","Sapindales","Aubl.",NA,"10828","18 km along the Suiá Missu road which leaves the main road c. 20 km north of base camp.","NY00995271_01","Mato Grosso","-51.77","-12.82",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00995287","PreservedSpecimen","Plantae","Sapindaceae","Matayba","guianensis","Matayba guianensis","D. R. Hunt","1966","06","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1091132' target='other'> <mi>dwc_moreinfo</mi></a>","NY00995287","Magnoliophyta","Sapindales","Aubl.",NA,"6189","Jataí-Caiaponia road, 40 kms from Caiaponia.","NY00995287_01","Goiás","-51.8103","-16.9569","600","1000","Caiapônia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","448270","PreservedSpecimen","Plantae","Sapindaceae","Matayba","guianensis","Matayba guianensis","G. V. Somner","1982","12","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=350164' target='other'> <mi>dwc_moreinfo</mi></a>","NY00448270","Magnoliophyta","Sapindales","Aubl.","T. D. Pennington","303","Restinga da Praia Seca, Cômoros da Lagoa Pitanguinha.","NY00448270_01","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00995253","PreservedSpecimen","Plantae","Sapindaceae","Matayba","guianensis","Matayba guianensis","D. C. Daly","1980","09","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1090920' target='other'> <mi>dwc_moreinfo</mi></a>","NY00995253","Magnoliophyta","Sapindales","Aubl.","P. Acevedo-Rodríguez","D373","Km 447 - Km 430 of BR 316, Codó to Peritoró.","NY00995253_01","Maranhão","-44","-4.57",NA,NA,"Codó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","01139174","PreservedSpecimen","Plantae","Sapindaceae","Matayba","guianensis","Matayba guianensis","B. A. Krukoff","1936","08","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1477816' target='other'> <mi>dwc_moreinfo</mi></a>","NY01139174","Magnoliophyta","Sapindales","Aubl.","T. D. Pennington","7968","along road to Aleixo.","NY01139174_01","Amazonas","-59.955906","-3.075656",NA,NA,"Manaus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00995261","PreservedSpecimen","Plantae","Sapindaceae","Matayba","guianensis","Matayba guianensis","G. M. Araújo","1992","11","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1090953' target='other'> <mi>dwc_moreinfo</mi></a>","NY00995261","Magnoliophyta","Sapindales","Aubl.","H. T. Beck","394","Estação Ecológica do Panga.","NY00995261_01","Minas Gerais","-48.2769","-18.9186",NA,NA,"Uberlândia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","448285","PreservedSpecimen","Plantae","Sapindaceae","Matayba","guianensis","Matayba guianensis","L. Riedel",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=350153' target='other'> <mi>dwc_moreinfo</mi></a>","NY00448285","Magnoliophyta","Sapindales","Aubl.","P. Acevedo-Rodríguez","s.n.","Brasilia","NY00448285_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","01139155","PreservedSpecimen","Plantae","Sapindaceae","Matayba","guianensis","Matayba guianensis discolor","E. P. Killip","1929","11","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1477679' target='other'> <mi>dwc_moreinfo</mi></a>","NY01139155","Magnoliophyta","Sapindales","(Radlk.) T.D.Penn.","T. D. Pennington","30458","Ilha do Mosqueiro, near Para","NY01139155_01","Pará","-48.3828","-1.1458",NA,NA,NA,"discolor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","01139186","PreservedSpecimen","Plantae","Sapindaceae","Matayba","guianensis","Matayba guianensis","J. M. Pires","1961","10","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1477935' target='other'> <mi>dwc_moreinfo</mi></a>","NY01139186","Magnoliophyta","Sapindales","Aubl.","T. D. Pennington","51406","Rio Araguari. Vicinity Camp 12.","NY01139186_01","Amapá","-52.13","1.18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","01139206","PreservedSpecimen","Plantae","Sapindaceae","Matayba","guianensis","Matayba guianensis","G. T. Prance","1966","11","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1477956' target='other'> <mi>dwc_moreinfo</mi></a>","NY01139206","Magnoliophyta","Sapindales","Aubl.","T. D. Pennington","3377","Road humaitá to Lábrea, Km 20","NY01139206_01","Amazonas","-63.1875658","-7.5925367",NA,NA,"Humaitá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00995263","PreservedSpecimen","Plantae","Sapindaceae","Matayba","guianensis","Matayba guianensis","R. de Lemos Fróes","1932","10","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1090960' target='other'> <mi>dwc_moreinfo</mi></a>","NY00995263","Magnoliophyta","Sapindales","Aubl.","T. D. Pennington","1980","Maracassumé River Region. Campo de Boa Esperanca.","NY00995263_01","Maranhão",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00995342","PreservedSpecimen","Plantae","Sapindaceae","Matayba","guianensis","Matayba guianensis","B. G. S. Ribeiro","1976","01","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1091366' target='other'> <mi>dwc_moreinfo</mi></a>","NY00995342","Magnoliophyta","Sapindales","Aubl.","T. D. Pennington","1263","Margem da Estrada Colombo - Anajatuba. [Municipios Anajatuba or Itapecuru Mirim].","NY00995342_01","Maranhão",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00995248","PreservedSpecimen","Plantae","Sapindaceae","Matayba","guianensis","Matayba guianensis","I. Cordeiro","1992","11","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1090909' target='other'> <mi>dwc_moreinfo</mi></a>","NY00995248","Magnoliophyta","Sapindales","Aubl.","P. Acevedo-Rodríguez","938","Terreno mais elevado na várzea do rio Paraná.","NY00995248_01","Mato Grosso do Sul","-52.4219","-21.7144",NA,NA,"Bataguaçú",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","448264","PreservedSpecimen","Plantae","Sapindaceae","Matayba","guianensis","Matayba guianensis","R. Reitz","1958","01","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=350141' target='other'> <mi>dwc_moreinfo</mi></a>","NY00448264","Magnoliophyta","Sapindales","Aubl.","R. Reitz","6210","Corrêa, Corupá.","NY00448264_01","Santa Catarina","-49.2431","-26.4256","600","600","Corupá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","01139170","PreservedSpecimen","Plantae","Sapindaceae","Matayba","guianensis","Matayba guianensis","M. G. da Silva","1979","01","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1477808' target='other'> <mi>dwc_moreinfo</mi></a>","NY01139170","Magnoliophyta","Sapindales","Aubl.","T. D. Pennington","4071","Vilhena, arredores do aeroporto","NY01139170_01","Rondônia","-60.099174","-12.694217",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","448283","PreservedSpecimen","Plantae","Sapindaceae","Matayba","guianensis","Matayba guianensis","L. Riedel","1823","08",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=350129' target='other'> <mi>dwc_moreinfo</mi></a>","NY00448283","Magnoliophyta","Sapindales","Aubl.","T. D. Pennington","13","Mandiocca.","NY00448283_01","Rio de Janeiro","-43.0406","-22.6531",NA,NA,"Magé",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","448252","PreservedSpecimen","Plantae","Sapindaceae","Matayba","guianensis","Matayba guianensis","D. A. Folli","1979","09","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=350185' target='other'> <mi>dwc_moreinfo</mi></a>","NY00448252","Magnoliophyta","Sapindales","Aubl.",NA,"102/79","Reserva Florestal da CVRD. Est. 142, km 1,685 lado dereito.","NY00448252_01","Espírito Santo","-40.0719","-19.3911",NA,NA,"Linhares",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","01139202","PreservedSpecimen","Plantae","Sapindaceae","Matayba","guianensis","Matayba guianensis","U. N. Maciel","1978","12","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1477952' target='other'> <mi>dwc_moreinfo</mi></a>","NY01139202","Magnoliophyta","Sapindales","Aubl.","T. D. Pennington","225","Margem da estrada Pindobal-Porto Novo","NY01139202_01","Pará","-54.960964","-2.593669",NA,NA,"Santarém",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","01139230","PreservedSpecimen","Plantae","Sapindaceae","Matayba","guianensis","Matayba guianensis","C. A. Cid Ferreira","1983","06","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1482839' target='other'> <mi>dwc_moreinfo</mi></a>","NY01139230","Magnoliophyta","Sapindales","Aubl.","T. D. Pennington","3853","Rio Madeira afluente do Rio amazonas, a 8Km da cidade de Borba","NY01139230_01","Amazonas","-59.5939","-4.3881",NA,NA,"Borba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","00995281","PreservedSpecimen","Plantae","Sapindaceae","Matayba","guianensis","Matayba guianensis","E. P. Heringer","1979","11","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1091016' target='other'> <mi>dwc_moreinfo</mi></a>","NY00995281","Magnoliophyta","Sapindales","Aubl.","P. Acevedo-Rodríguez","2717","Bacia do Rio São Bartolomeu.","NY00995281_01","Distrito Federal","-47.9294","-15.7797",NA,NA,"Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","00995284","PreservedSpecimen","Plantae","Sapindaceae","Matayba","guianensis","Matayba guianensis","E. P. Heringer","1980","11","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1091025' target='other'> <mi>dwc_moreinfo</mi></a>","NY00995284","Magnoliophyta","Sapindales","Aubl.","P. Acevedo-Rodríguez","5630","Bacia do Rio São Bartolomeu.","NY00995284_01","Distrito Federal","-47.9294","-15.7797",NA,NA,"Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","00995285","PreservedSpecimen","Plantae","Sapindaceae","Matayba","guianensis","Matayba guianensis","E. P. Heringer","1965","10","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1091027' target='other'> <mi>dwc_moreinfo</mi></a>","NY00995285","Magnoliophyta","Sapindales","Aubl.","P. Acevedo-Rodríguez","10618","Seminário Católico.","NY00995285_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
