"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","typeStatus","infraspecificEpithet"
"11","2021-03-15 16:37:00-03","NY","NYBG","640395","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","grahamii","Manihot grahamii","Hook.",NA,NA,NA,NA,"J. A. Ratter",NA,"1972","10","20","Brazil","Minas Gerais","Januária","Approx 10 km W of Januária","-44.5","-15.5",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=611605' target='other'> <mi>dwc_moreinfo</mi></a>","NY00640395","NY00640395_01",NA,NA,"Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","640406","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","grahamii","Manihot grahamii","Hook.","W. Punt; J. C. Lindeman",NA,NA,NA,"J. C. Lindeman","3349","1966","11","21","Brazil","Paraná",NA,"Near entrance of National Park Iguaçú",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=611587' target='other'> <mi>dwc_moreinfo</mi></a>","NY00640406","NY00640406_01",NA,NA,"Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","640351","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","grahamii","Manihot grahamii","Hook.","M. L. L. Martins",NA,NA,NA,"E. Pereira","7716","1963","11","06","Brazil","Paraná","Guarapuava","Guarapuava, Alto Cavernoso","-51.4581","-25.3956",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=645939' target='other'> <mi>dwc_moreinfo</mi></a>","NY00640351","NY00640351_01",NA,NA,"Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","640399","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","grahamii","Manihot grahamii","Hook.","S. F. Smith",NA,NA,NA,"R. A. Wasum","5312","1989","02","09","Brazil","Rio Grande do Sul",NA,"Nova Petrópolis",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=611595' target='other'> <mi>dwc_moreinfo</mi></a>","NY00640399","NY00640399_01",NA,NA,"Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","640397","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","grahamii","Manihot grahamii","Hook.","A. C. Allem",NA,NA,NA,"G. G. Hatschbach","37366","1975","10","26","Brazil","Paraná","Medianeira","Jardinópolis","-54.0939","-25.2956",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=611590' target='other'> <mi>dwc_moreinfo</mi></a>","NY00640397","NY00640397_01",NA,NA,"Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","640398","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","grahamii","Manihot grahamii","Hook.","S. F. Smith",NA,NA,NA,"R. A. Wasum","5312","1989","02","09","Brazil","Rio Grande do Sul",NA,"Nova Petrópolis",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=611594' target='other'> <mi>dwc_moreinfo</mi></a>","NY00640398","NY00640398_01",NA,NA,"Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","1065526","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","grahamii","Manihot grahamii","Hook.","J. M. Mendoza F.",NA,NA,NA,"H. de F. Leitão Filho","10984","1979","11",NA,"Brazil","São Paulo","Bragança Paulista","Rod. p/ Joanópolis +/- 15km.","-46.54","-22.9503",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1237958' target='other'> <mi>dwc_moreinfo</mi></a>","NY01065526","NY01065526_01",NA,NA,"Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","640408","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","grahamii","Manihot grahamii","Hook.","A. C. Allem",NA,NA,NA,"G. G. Hatschbach","35860","1975","01","01","Brazil","Paraná","Rio Branco do Sul","Curiola","-49.3142","-25.1903",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=611592' target='other'> <mi>dwc_moreinfo</mi></a>","NY00640408","NY00640408_01",NA,NA,"Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","640391","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","grahamii","Manihot grahamii","Hook.","G. L. Webster",NA,NA,NA,"G. L. Webster","25915","1986","12","04","Brazil","Rio Grande do Sul","Arroio do Meio","Scrub along road c. 33 km NW of Lajeado, 12 km SE of Pouso Novo","-52.17","-28.67",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=611598' target='other'> <mi>dwc_moreinfo</mi></a>","NY00640391","NY00640391_01","300","300","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","640396","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","grahamii","Manihot grahamii","Hook.","A. C. Allem",NA,NA,NA,"G. G. Hatschbach","37366","1975","10","26","Brazil","Paraná","Medianeira","Jardinópolis","-54.0939","-25.2956",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=611589' target='other'> <mi>dwc_moreinfo</mi></a>","NY00640396","NY00640396_01",NA,NA,"Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"21","2016-09-27 02:32:00-03","NY","NYBG","640394","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","grahamii","Manihot grahamii",NA,"G. L. Webster",NA,NA,NA,"W. J. Hahn","965","1982","12","16","Paraguay","Canindeyú",NA,"Guadalupe, 30 km from road to Puerto Adela. Tall forest to 25 m. Dense understory. Rolling hills","-54.5","-24.5",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=611604' target='other'> <mi>dwc_moreinfo</mi></a>","NY00640394",NA,"360","360","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","640400","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","grahamii","Manihot grahamii","Hook.","G. G. Hatschbach",NA,NA,NA,"G. G. Hatschbach","20266","1968","11","11","Brazil","Paraná","Bocaiúva do Sul","Rio Putuña","-49.115","-25.2061",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=611599' target='other'> <mi>dwc_moreinfo</mi></a>","NY00640400","NY00640400_01",NA,NA,"Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","640407","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","grahamii","Manihot grahamii","Hook.","W. Punt; J. C. Lindeman",NA,NA,NA,"J. C. Lindeman","3441","1966","11","29","Brazil","Paraná",NA,"Parque Nacional do Iguaçú; near road to Capanema, S. of Jardinópolis",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=611588' target='other'> <mi>dwc_moreinfo</mi></a>","NY00640407","NY00640407_01",NA,NA,"Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","640401","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","grahamii","Manihot grahamii","Hook.","A. C. Allem",NA,NA,NA,"G. G. Hatschbach","50811","1986","11","25","Brazil","Paraná","Bocaiúva do Sul","Colônia Joao XXIII","-49.115","-25.2061",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=611591' target='other'> <mi>dwc_moreinfo</mi></a>","NY00640401","NY00640401_01",NA,NA,"Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","640402","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","grahamii","Manihot grahamii","Hook.","S. M. Silva",NA,NA,NA,"M. Borgo","348","1998","12","11","Brazil","Paraná","Fênix","Parque Estadual de Vila Rica do Espírito Santo","-51.9792","-23.9161",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=611597' target='other'> <mi>dwc_moreinfo</mi></a>","NY00640402","NY00640402_01",NA,NA,"Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","640405","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","grahamii","Manihot grahamii","Hook.","S. F. Smith",NA,NA,NA,"R. Reitz","17696","1965","12","15","Brazil","Paraná",NA,"Rio Cavernoso, Guarapuava",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=611596' target='other'> <mi>dwc_moreinfo</mi></a>","NY00640405","NY00640405_01","800","800","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","1065514","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","grahamii","Manihot grahamii","Hook.","M. L. L. Martins",NA,NA,NA,"P. E. Gibbs","3249","1979","10","26","Brazil","São Paulo",NA,"ca. 50 km S de Itapetininga, estrada a Registro. Reserva Florestal de Carlos Botelho.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1237936' target='other'> <mi>dwc_moreinfo</mi></a>","NY01065514","NY01065514_01",NA,NA,"Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"28","2016-09-27 12:58:00-03","NY","NYBG","640392","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","grahamii","Manihot grahamii",NA,"D. J. Rogers; S. G. Appan",NA,NA,NA,"J. E. Montes","9524","1950","10","24","Argentina","Misiones","Iguazú","Iguazú, Puerto Segundo km 17",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=611602' target='other'> <mi>dwc_moreinfo</mi></a>","NY00640392",NA,NA,NA,"Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-11-13 09:19:40-03","UFRJ","RFA","8229","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","grahamii","Manihot grahamii","Hook.","G.G. Hatschbach",NA,NA,NA,"G.G. Hatschbach","12553","1965","04","13","Brasil","Paraná","Laranjeiras do Sul","Serra da União","-52.4160995483398","-25.4078006744385",NA,NA,"Arbusto 2 m de altura","RFA40425",NA,NA,NA,NA,NA,NA,NA,"28404","auto",NA,NA,NA,NA,NA,NA
"30","2020-11-24 17:10:38-03","UTFPR","DVPR","4726","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","grahamii","Manihot grahamii","Hook.","Caxambu, MG","2015","01","07","Caxambu, MG; et al.","5871","2014","12","04","Brasil","Paraná","Fênix","RPPN Porto Velho, Propriedade de Ivan Luis de Castro Bittencourt.","-51.57093","-23.53466","-51.57093","-23.53466","arvoreta ca. 3m, heliófita. Flores de cálice verde e corola verde-amarelada.; Solo: latossolo vermelho. Relevo: suave-ondulado. Vegetação: Floresta Estacional Semidecidual Submontana.","DVPR004726",NA,"324","324","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-11-24 17:10:38-03","UTFPR","DVPR","4750","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","grahamii","Manihot grahamii","Hook.","Caxambu, MG","2015","10","25","Caxambu, MG; Siqueira, EL; Chagas, MP","6966","2015","10","02","Brasil","Paraná","Céu Azul","Parque Nacional do Iguaçu - cercanias da BR- 277.","-53.44462","-25.06273","-53.44462","-25.06273","arbusto ca. 4 m, heliófito. Botões florais verdes.; Relevo: suave-ondualdo.","DVPR004750",NA,"635","635","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-11-24 17:10:38-03","UTFPR","DVPR","4736","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","grahamii","Manihot grahamii","Hook.","Caxambu, MG","2015","04","04","Caxambu, MG; Siqueira, E L","5922","2015","03","04","Brasil","Paraná","Fênix","RPPN Vila Rica- Propriedade de Bernad Philippe Marie Philibert de Laguiche","-51.58007","-23.51598","-51.58007","-23.51598","arvoreta ca. 3 m, heliófita. Frutos imaturos verde. Látex alvo.; Relevo:suave-ondulado-Vegetação: Floresta Estacional Semidecidual Submontana","DVPR004736",NA,"370","370","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-11-24 17:10:38-03","UTFPR","DVPR","2553","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","grahamii","Manihot grahamii","Hook.","Assumpção, MZ","2009","09","08","Kinupp, VF; et al.","109","1996","12","13","Brasil","Paraná","Reserva","Estrada Imbaú-Reserva","-50.8506011962891","-24.6502990722656",NA,NA,"Arvoreta 4,5-5m, botões florais verdes, flores interna avermelhadas, frutos imaturos com pedúnculo avermelhado.; Beira da estrada.","DVPR002553",NA,NA,NA,"Magnoliophyta",NA,NA,NA,"43627","auto",NA,NA,NA,NA,NA,NA
"34","2019-12-04 15:25:08-03","PUCPR","HUCP","24330","S","Plantae","Euphorbiaceae","Manihot","grahamii","Manihot grahamii","Hook., F.","Selusniaki, M",NA,NA,NA,"Michelon, C","1325",NA,NA,NA,"Brasil","Paraná","Telêmaco Borba",NA,"-50.6156005859375","-24.3239002227783",NA,NA,NA,"HUCP00011003","HUCP00011003",NA,NA,"Eudicotiledonea",NA,NA,NA,"35037","auto",NA,NA,NA,NA,NA,NA
"35","2021-03-02 16:28:50-03","CPAN-UFMS","COR","8408","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","grahamii","Manihot grahamii","Hook.","Mendoza, M.","2016","01","21","Damasceno-Júnior, G. A.; Garcia, M. M.","1802","1999","11","29","Brasil","Mato Grosso do Sul","Bonito","Entorno da Gruta do Lago Azul","-56.590556","-21.141944","56º35'26''W","21º8'31''S","Arvoreta, 4 m de altura; flor creme Habito: Arvoreta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-11-26 18:07:58-03","CPAN-UFMS","COR","6458","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","grahamii","Manihot grahamii","Hook.","A.C.Allen",NA,NA,NA,"J.Cordeiro;F.Deodato","1259","1995","12","07","Brasil","Paraná","Itapecuru","Rio Açungui. capoeira; ;.",NA,NA,NA,NA,"Com Flor: virosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-02 16:28:50-03","CPAN-UFMS","COR","11343","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","grahamii","Manihot grahamii","Hook.","Mendoza, M.","2016","01","21","Damasceno-Júnior, G. A.; Maria, V. R.; Batilani, J.; Pott, A. & Velasques, J.","4144","2005","12","15","Brasil","Mato Grosso do Sul","Bodoquena","Fazenda Rancho Branco; mata ciliar Salobrinha","-56.778611","-20.685278","56º46'43''W","20º41'7''S","Arbusto, 5 m de altura; flor creme; fruto com anel alaranjado na base Habito: Arbusto",NA,NA,"155","155",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-11-26 18:07:58-03","CPAN-UFMS","COR","11484","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","grahamii","Manihot grahamii","Hook.","M. Mendoza",NA,NA,NA,"Damasceno Júnior,G.A.;Maria,V.R.;Batilani,J.;Pott,A;Velasques,J.","3977","2005","12","09","Brasil","Mato Grosso do Sul","Porto Murtinho","Fazenda Harmonia - Rio Perdido. Mata Ciliar do Perdido; ; curso dágua encaixado entre morros.","-57.8824996948242","-21.6989002227783",NA,NA,"Com Flor: amarela",NA,NA,"433","433",NA,NA,NA,NA,"185577","auto",NA,NA,NA,NA,NA,NA
"39","2020-11-26 18:07:58-03","CPAN-UFMS","COR","7458","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","grahamii","Manihot grahamii","Hook.","A.C. Allem",NA,NA,NA,"J.M. Silva, E. Barbosa & L.M. Abe","2589","1998","11","01","Brasil","Paraná","Fênix","Fazenda Água Azul. Floresta degradada; ;.","-51.9791984558105","-23.9160995483398",NA,NA,"Com Flor: vinosa Habito: Arbusto de 3m",NA,NA,"1525","1525",NA,NA,NA,NA,"16297","auto",NA,NA,NA,NA,NA,NA
"40","2019-10-09 11:14:39-03","UFBA","ALCB","40503","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","grahamii","Manihot grahamii","Hook.f.","Hatschbach, G","1997",NA,NA,"Silva, JM; Mieko, L","2195","1997","11","11","Brasil","Paraná","Tunas","Estrada para o Parque das Lauráceas, Chácara Paraíso. Beira de roça",NA,NA,NA,NA,"Ca. 3 m de altura, flor vinosa.","ALCB053995",NA,NA,NA,"Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-02-08 09:49:20-03","NBC","NL-BOTANY","L.1060312","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","grahamii","Manihot grahamii","Hook.",NA,NA,NA,NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,NA,"Brazil","Paraná",NA,"rainforest near Pinheirinho, ca. 25 km SW of Medianeira",NA,NA,NA,NA,"rain forest<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1060312 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1060312","NL-L1060312",NA,NA,NA,"Malpighiales","Southern America",NA,NA,NA,"Magnoliopsidae","U 0052167 | Uw 14045",NA,NA,NA,NA
"42","2020-02-08 09:49:20-03","NBC","NL-BOTANY","L.1060313","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","grahamii","Manihot grahamii","Hook.",NA,NA,NA,NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,NA,"Brazil","Paraná",NA,"rainforest near Pinheirinho, ca. 25 km SW of Medianeira",NA,NA,NA,NA,"rain forest<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1060313 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1060313","NL-L1060313",NA,NA,NA,"Malpighiales","Southern America",NA,NA,NA,"Magnoliopsidae","Uw14045",NA,NA,NA,NA
"43","2020-02-08 09:49:20-03","NBC","NL-BOTANY","L.1060314","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","grahamii","Manihot grahamii","Hook.",NA,NA,NA,NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,NA,"Brazil","Paraná",NA,"rainforest near Pinheirinho, ca. 25 km SW of Medianeira",NA,NA,NA,NA,"rain forest<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1060314 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1060314","NL-L1060314",NA,NA,NA,"Malpighiales","Southern America",NA,NA,NA,"Magnoliopsidae","Uw14045",NA,NA,NA,NA
"44","2020-02-08 09:49:20-03","NBC","NL-BOTANY","U 0052168","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","grahamii","Manihot grahamii","Hook.",NA,NA,NA,NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,NA,"Brazil","Paraná",NA,"rainforest near Pinheirinho, ca. 25 km SW of Medianeira",NA,NA,NA,NA,"rain forest<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200052168 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0052168",NA,NA,NA,NA,"Malpighiales","Southern America",NA,NA,NA,"Magnoliopsidae","Uw 14045",NA,NA,NA,NA
"45","2020-02-08 09:49:20-03","NBC","NL-BOTANY","U 0075484","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","grahamii","Manihot grahamii","Hook.",NA,NA,NA,NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,NA,"Brazil","Paraná",NA,"rainforest near Pinheirinho, ca. 25 km SW of Medianeira",NA,NA,NA,NA,"rain forest<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200075484 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0075484",NA,NA,NA,NA,"Malpighiales","Southern America",NA,NA,NA,"Magnoliopsidae","Uw14045",NA,NA,NA,NA
