"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","scientificNameAuthorship","yearIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","typeStatus"
"116","2021-02-09 10:12:20-03","UENF","HUENF","9333","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Paratecoma","peroba","Paratecoma peroba",NA,"Beatriz; Nascimento, M.T.",NA,"2006","05","05",NA,"Brasil",NA,"Brasil",NA,NA,NA,NA,"MC/MP Trilha","HUENF00009337",NA,NA,NA,"(Record) Kuhlm.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2021-03-25 12:03:50-03","UENF","HUENF","165","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Paratecoma","peroba","Paratecoma peroba",NA,"Archanjo, K.M.P.A.",NA,"2010","03","24",NA,"Brasil","Rio de Janeiro","São Francisco de Itabapoana","Fazenda Imburi.","-41.1","-21.325556",NA,NA,"CARP00010653",NA,"41","41","(Record) Kuhlm.",NA,NA,NA,NA,NA,NA,NA,"41º6'W","21º19'32''S",NA,NA,NA
"118","2021-02-09 10:12:20-03","UENF","HUENF","10538","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Paratecoma","peroba","Paratecoma peroba",NA,"Faitanin, M.A.; Viana, H.; Broggio, I.S.; Nascimento, M.T.",NA,"2017","07","10",NA,"Brasil","Rio de Janeiro","São Francisco de Itabapoana","Estação Ecológica de Guaxindiba, E.E.E. Guaxindiba.","-41.094444","-21.391389",NA,"P3 - PPBIO; número da planta 40","HUENF00011181",NA,NA,NA,"(Record) Kuhlm.",NA,NA,NA,NA,NA,NA,NA,"41º5'40''W","21º23'29''S",NA,NA,NA
"119","2021-02-09 10:12:20-03","UENF","HUENF","9214","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Paratecoma","peroba","Paratecoma peroba",NA,"s/c",NA,"1995","07","27",NA,"Brasil","Rio de Janeiro","São Francisco de Itabapoana","Estação Ecológica Estadual de Guaxindiba","-41.094444","-21.391389",NA,"MD 8","HUENF00009218",NA,"39","39","(Record) Kuhlm.",NA,NA,NA,NA,NA,NA,NA,"41º5'40''W","21º23'29''S",NA,NA,NA
"120","2021-02-09 10:12:20-03","UENF","HUENF","4066","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Paratecoma","peroba","Paratecoma peroba",NA,"Nascimento, M.T.","39",NA,NA,NA,NA,"Brasil","Rio de Janeiro","São Francisco de Itabapoana","Mata do Funil","-41.204167","-21.554722",NA,NA,"HUENF00004069",NA,"31","31","(Record) Kuhlm.",NA,NA,NA,NA,NA,NA,NA,"41º12'15''W","21º33'17''S",NA,NA,NA
"121","2021-02-09 10:12:20-03","UENF","HUENF","2914","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Paratecoma","peroba","Paratecoma peroba","Nascimento, M.T.","Gaglianone, M.C.; et al.",NA,"2005","10","19",NA,"Brasil","Rio de Janeiro","São Francisco de Itabapoana","Mata do Carvão Estação Ecológica Estadual de Guaxindiba","-41.066667","-21.4",NA,"Sp 36 / Mata de tabuleiro / árvore","HUENF00002916",NA,NA,NA,"(Record) Kuhlm.",NA,NA,NA,NA,NA,NA,NA,"41º4'W","21º24'S",NA,NA,NA
"122","2021-02-09 10:12:20-03","UENF","HUENF","10162","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Paratecoma","peroba","Paratecoma peroba",NA,"Pessanha, S.","3","2017","07","13",NA,"Brasil","Rio de Janeiro","Campos dos Goytacazes","Campus da UENF, ao lado da guarita principal.","-41.3244018554688","-21.7541999816895",NA,"Coleta para o curso da 12º semana do produtor rural.","HUENF00010835",NA,NA,NA,"(Record) Kuhlm.",NA,"62761","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2021-03-25 12:03:50-03","UENF","HUENF","234","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Paratecoma","peroba","Paratecoma peroba",NA,"Pessanha, S.","3","2017","07","13",NA,"Brasil","Rio de Janeiro","Campos dos Goytacazes","Campus UENF - guarita principal.","-41.3244018554688","-21.7541999816895",NA,"Árvore mais ou menos 10 metros","CARP00011188",NA,NA,NA,"(Record) Kuhlm.",NA,"62761","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2021-02-09 10:12:20-03","UENF","HUENF","10842","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Paratecoma","peroba","Paratecoma peroba",NA,"Archanjo, K.M.P.A.","4159","2010","02","11",NA,"Brasil","Rio de Janeiro","Natividade","Fazenda Nestoda.","-41.9733009338379","-21.042200088501",NA,NA,"HUENF00011487",NA,NA,NA,"(Record) Kuhlm.",NA,"18409","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2021-03-25 12:03:50-03","UENF","HUENF","167","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Paratecoma","peroba","Paratecoma peroba",NA,"Nascimento, M.T.",NA,"2010","03","25",NA,"Brasil","Rio de Janeiro","São Francisco de Itabapoana","Fragmento Cláudio.","-40.9613990783691","-21.3019008636475",NA,NA,"CARP00010655",NA,NA,NA,"(Record) Kuhlm.",NA,"48091","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2021-02-25 10:12:30-03","CVRD","CVRD","11709","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Paratecoma","peroba","Paratecoma peroba","Domingos A. Folli","Folli, D.A.","6209","2008","10","13","América do Sul","BRASIL","ES","Linhares",NA,"-40.060705","-19.137616",NA,"<ll>dwc_commonname:</ll> Peroba amarela","CVRD011709",NA,"38","38","(Record) Kuhlm.","2008",NA,NA,"Magnoliopsida",NA,"10","13","-40,060705","-19,137616",NA,NA,NA
"127","2021-02-25 10:12:30-03","CVRD","CVRD","1162","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Paratecoma","peroba","Paratecoma peroba","Marcos de Souza Menandro","Folli, D.A.","537","1984","11","08","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Peroba amarela","CVRD001162",NA,NA,NA,"(Record) Kuhlm.","1984","48094","auto","Magnoliopsida",NA,"11","09",NA,NA,NA,NA,NA
"128","2021-02-25 10:12:30-03","CVRD","CVRD","967","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Paratecoma","peroba","Paratecoma peroba","Marcos de Souza Menandro","Folli, D.A.","404","1982","11","09","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Peroba amarela","CVRD000967",NA,NA,NA,"(Record) Kuhlm.","1982","48094","auto","Magnoliopsida",NA,"11","22",NA,NA,NA,NA,NA
"129","2021-02-25 10:12:30-03","CVRD","CVRD","8908","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Paratecoma","peroba","Paratecoma peroba","Domingos A. Folli","Luz, A.A. da","238","2004","09","30","América do Sul","BRASIL","ES","Linhares","Inst. Terra","-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Peroba amarela","CVRD008908",NA,NA,NA,"(Record) Kuhlm.","2004","48094","auto","Magnoliopsida",NA,"09","30",NA,NA,NA,NA,NA
"130","2021-02-25 10:12:30-03","CVRD","CVRD","414","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Paratecoma","peroba","Paratecoma peroba","A. H. Gentry","Folli, D.A.","137","1979","10","10","América do Sul","BRASIL","ES","Linhares","Próximo ao aceiro. Ponto de ref. 15 para a BR. 101","-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Peroba amarela","CVRD000414","CVRD000414",NA,NA,"(Record) Kuhlm.","1980","48094","auto","Magnoliopsida",NA,"01","27",NA,NA,NA,NA,NA
"131","2021-02-25 10:12:30-03","CVRD","CVRD","3400","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Paratecoma","peroba","Paratecoma peroba","Domingos A. Folli","Souza, V.D.","182","1991","08","26","América do Sul","BRASIL","ES","Santa Teresa","Lado direito, próximo ao Canal.","-40.6002998352051","-19.9356002807617",NA,"<ll>dwc_commonname:</ll> Peroba amarela","CVRD003400",NA,NA,NA,"(Record) Kuhlm.","1991","23813","auto","Magnoliopsida",NA,"08","26",NA,NA,NA,NA,NA
"132","2020-09-12 05:00:02-03","US","US","USw31392","PreservedSpecimen","Plantae",NA,"Lamiales","Bignoniaceae","Paratecoma","peroba","Paratecoma peroba",NA,"C. Fae","RBW 58",NA,NA,NA,"South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"133","2020-09-12 05:00:02-03","US","US","USw19307","PreservedSpecimen","Plantae",NA,"Lamiales","Bignoniaceae","Paratecoma","peroba","Paratecoma peroba",NA,"C. Frejnik","472",NA,NA,NA,"South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"134","2020-09-12 05:00:02-03","US","US","3175670","PreservedSpecimen","Plantae",NA,"Lamiales","Bignoniaceae","Paratecoma","peroba","Paratecoma peroba",NA,NA,"004318?","1987","12","1","South America - Neotropics","Brazil","Espírito Santo",NA,"ES, Santa Teresa, São João de Petrópolis.",NA,NA,NA,NA,"US03206989","US03206989_01",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"135","2020-09-12 05:00:02-03","US","US","USw31550","PreservedSpecimen","Plantae",NA,"Lamiales","Bignoniaceae","Paratecoma","peroba","Paratecoma peroba",NA,"M. Barreto","RBW 1666",NA,NA,NA,"South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"136","2020-09-12 05:00:02-03","US","US","USw2561","PreservedSpecimen","Plantae",NA,"Lamiales","Bignoniaceae","Paratecoma","peroba","Paratecoma peroba",NA,"H. N. Whitford","s.n.",NA,NA,NA,"South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"137","2020-09-12 05:00:02-03","US","US","2123976","PreservedSpecimen","Plantae",NA,"Lamiales","Bignoniaceae","Paratecoma","peroba","Paratecoma peroba",NA,"J. Evangelista De Oliveira","351","1941","5","9","South America - Neotropics","Brazil","Minas Gerais",NA,"Restosde mata - fazenda das Antilhas - municipio de Tombos.",NA,NA,NA,NA,"US03206990","US03206990_01",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"138","2021-03-15 18:26:05-03","USP","SPF","189791","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Paratecoma","peroba","Paratecoma peroba","Anônimo","Pessoa, SVA","1216","2007","10","23",NA,"Brasil","Rio de Janeiro","Silva Jardim","Área FSH2","-42.333333","-22.516666",NA,"Indivíduo 2148. Arvoreta, ca. 10m de altura, heliófila, flores com cálice verde e corola amarala, ind. FSH2 66.","SPF00189791",NA,NA,NA,"(Record) Kuhlm.",NA,NA,NA,NA,NA,NA,NA,"-42.333333","-22.516666",NA,NA,NA
"139","2021-03-15 18:26:05-03","USP","SPF","199252","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Paratecoma","peroba","Paratecoma peroba","Zuntini, AR","Zuntini, AR","266","2008","05","05",NA,"Brasil","Espírito Santo","Linhares","estrada da Jurema, ca3 km de Juncado","-40.102185","-19.075683",NA,"Arvore, 15m Estéril. Foliolos discolores","SPF00199252",NA,"72","72","(Record) Kuhlm.",NA,NA,NA,NA,NA,NA,NA,"-40.102185","-19.075683",NA,NA,NA
"140","2021-03-15 18:26:05-03","USP","SPF","199249","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Paratecoma","peroba","Paratecoma peroba","Menandro, MS","Folli, DA","537","1984","11","08",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural da CVRDAceiro Antonio Espelta (Sta Terezinha), Km 0.38Mata de tabuleiro.","-40.0722007751465","-19.3910999298096",NA,"Arborea, 32m alt. Botão verde. Flor branca. Seiva incolor.","SPF00199249",NA,NA,NA,"(Record) Kuhlm.","1984","48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2021-03-15 18:26:05-03","USP","SPF","199248","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Paratecoma","peroba","Paratecoma peroba","Menandro, MS","Folli, DA","404","1982","11","09",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural da CVRDEstrPelada, Km 0.25Mata de tabuleiro.","-40.0722007751465","-19.3910999298096",NA,"Arborea, 31m de alt. BotNao verde. Flor branca. Seiva incolor","SPF00199248",NA,NA,NA,"(Record) Kuhlm.","1982","48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2021-03-15 18:26:05-03","USP","SPF","199250","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Paratecoma","peroba","Paratecoma peroba","Folli, DA","Souza, V","182","1991","08","26",NA,"Brasil","Espírito Santo","Santa Teresa","Reserva Natural da CVRD, Sítio Arlindo Dalcol - São Jde Petrópolis, lado direito próximo ao canal","-40.6002998352051","-19.9356002807617",NA,"Árvore, fruto imaturo verde, maduro marrom, descmação em ripas; Pasto","SPF00199250",NA,NA,NA,"(Record) Kuhlm.","1991","23813","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2021-03-15 18:26:05-03","USP","SPF","199251","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Paratecoma","peroba","Paratecoma peroba","Folli, DA","Luz, AA","238","2004","09","30",NA,"Brasil","Minas Gerais","Aimorés","InstTerra Estrada da aroeiraCapoeira.","-41.0638999938965","-19.4958000183105",NA,"Arborea, 13m de alt. Botão verde. Flor branca. Seiva incolor.","SPF00199251",NA,NA,NA,"(Record) Kuhlm.","2004","54161","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2020-03-15 15:18:45-03","F","FMNH-SEEDPLANTS","V0432628F","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Paratecoma","peroba","Paratecoma peroba",NA,"Mello Barreto","5114","1936","1","3","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0432628F","V0432628F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2019-06-11 12:56:54-03","F","FMNH-SEEDPLANTS","V0445652F","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Paratecoma","peroba","Paratecoma peroba","RRC ID Flag","J. G. Kuhlmann",NA,"1930",NA,NA,"South America","Brazil","Minas Gerais",NA,NA,"-44","-18",NA,NA,"V0445652F","V0445652F_01 V0445652F_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2019-01-25 15:34:11-02","IAC","IAC","3341","S","Plantae",NA,NA,"Bignoniaceae","Paratecoma","peroba","Paratecoma peroba","H.L.M. Barreto","H.L.M. Barreto","s/nº","1936","01","03",NA,"Brasil","Minas Gerais","Belo Horizonte","Jardim Botânico de Belo Horizonte, 14347","-43.9378","-19.9208",NA,NA,NA,NA,NA,NA,"(Record) Kuhlm.","1936",NA,NA,NA,NA,"01","03","-43.9378","-19.9208",NA,NA,NA
"147","2020-09-22 13:46:51-03","USP","SPFW","4816","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Paratecoma","peroba","Paratecoma peroba","Serviço Florestal","Sem coletor","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,"Ministério da Agricultura, Serviço Florestal, Seção de Tecnologia",NA,NA,NA,NA,"(Record) Kuhlm.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2019-11-01 14:55:31-03","UnB","UB","118632","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Bignoniaceae","Paratecoma","peroba","Paratecoma peroba",NA,"Ladeira, JL","536","1972","10","20","Southern America","Brasil","Minas Gerais","Viçosa",NA,"-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,NA,NA,"(Record & Mell) Kuhlm.",NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
