"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","scientificNameAuthorship","yearIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","typeStatus"
"15","2021-03-01 16:26:38-03","UNICAMP","UEC","52058","S","Plantae","Magnoliopsida",NA,"Bignoniaceae","Paratecoma","peroba","Paratecoma peroba","Heringer, EP","Heringer, EP","18616","1982","10","17",NA,"Brazil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,"árvore de grande porte, vulgar na mata","UEC140744","UEC140744",NA,NA,"(Record & Mell) Kuhlm.","1982","28215","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-06-27 10:24:15-03","UFES","VIES","33248","S","Plantae",NA,NA,"Bignoniaceae","Paratecoma","peroba","Paratecoma peroba",NA,"Moreira, L.N.","10","2007","05","14",NA,"Brasil","Espírito Santo","Cachoeiro de Itapemirim","Floresta Nacional Pacotuba.","-41.1128005981445","-20.8488998413086",NA,NA,"VIES033248","VIES033248",NA,NA,"(Record) Kuhlm.",NA,"35694","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-04-05 11:05:56-03","UNESP-IBB","BOTUW","138","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Paratecoma","peroba","Paratecoma peroba",NA,NA,NA,NA,NA,NA,NA,"Brasil","Espírito Santo",NA,"Comp. Vale do Rio Doce","-40.533333","-19.866667",NA,NA,"BOTUW000138",NA,NA,NA,"(Record & Mell) Kuhlm.",NA,NA,NA,NA,NA,NA,NA,"40°32'W","19°52'S",NA,NA,NA
"18","2020-06-29 09:29:50-03","UFRRJ","RBR","1269","S","Plantae",NA,NA,"Bignoniaceae","Paratecoma","peroba","Paratecoma peroba",NA,"D.A. Folli","13779","1979","10","10",NA,"Brasil","Espírito Santo","Linhares","Reserva Florestal da CRVD, Estrada Santa Terezinha, próximo ao aceiro, Km 0,455.","-40.0722007751465","-19.3910999298096",NA,NA,"RBR00001269","RBR00001269",NA,NA,"(Record) Kuhlm.",NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2013-04-01 09:19:00-03","IPT","BCTW","168","S","Plantae","Magnoliophyta",NA,NA,"Paratecoma","peroba","Paratecoma peroba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Record) Kuhlm.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"20","2013-04-01 09:19:00-03","IPT","BCTW","165","S","Plantae","Magnoliophyta",NA,NA,"Paratecoma","peroba","Paratecoma peroba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Record) Kuhlm.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"21","2013-04-01 09:19:00-03","IPT","BCTW","6740","S","Plantae","Magnoliophyta",NA,NA,"Paratecoma","peroba","Paratecoma peroba","IPT",NA,NA,NA,NA,NA,NA,"Brasil","Espírito Santo","Vitória",NA,"-40.3378","-20.3194",NA,NA,NA,NA,NA,NA,"(Record) Kuhlm.",NA,"15291","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"22","2013-04-01 09:19:00-03","IPT","BCTW","376","S","Plantae","Magnoliophyta",NA,NA,"Paratecoma","peroba","Paratecoma peroba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Record) Kuhlm.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"23","2013-04-01 09:19:00-03","IPT","BCTW","5058","S","Plantae","Magnoliophyta",NA,NA,"Paratecoma","peroba","Paratecoma peroba","IPT",NA,NA,NA,NA,NA,NA,"Brasil","Espírito Santo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Record) Kuhlm.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"24","2013-04-01 09:19:00-03","IPT","BCTW","5727","S","Plantae","Magnoliophyta",NA,NA,"Paratecoma","peroba","Paratecoma peroba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Record) Kuhlm.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"25","2013-04-01 09:19:00-03","IPT","BCTW","167","S","Plantae","Magnoliophyta",NA,NA,"Paratecoma","peroba","Paratecoma peroba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Record) Kuhlm.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"26","2013-04-01 09:19:00-03","IPT","BCTW","5730","S","Plantae","Magnoliophyta",NA,NA,"Paratecoma","peroba","Paratecoma peroba",NA,NA,NA,NA,NA,NA,NA,"Brasil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Record) Kuhlm.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"27","2013-04-01 09:19:00-03","IPT","BCTW","13028","S","Plantae","Magnoliophyta",NA,NA,"Paratecoma","peroba","Paratecoma peroba",NA,NA,NA,NA,NA,NA,NA,"Brasil","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Record) Kuhlm.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"28","2013-04-01 09:19:00-03","IPT","BCTW","164","S","Plantae","Magnoliophyta",NA,NA,"Paratecoma","peroba","Paratecoma peroba",NA,NA,NA,NA,NA,NA,NA,"Brasil","Espírito Santo",NA,"Baixo Rio Doce",NA,NA,NA,NA,NA,NA,NA,NA,"(Record) Kuhlm.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"29","2013-04-01 09:19:00-03","IPT","BCTW","5729","S","Plantae","Magnoliophyta",NA,NA,"Paratecoma","peroba","Paratecoma peroba",NA,NA,NA,NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Record) Kuhlm.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"30","2013-04-01 09:19:00-03","IPT","BCTW","375","S","Plantae","Magnoliophyta",NA,NA,"Paratecoma","peroba","Paratecoma peroba",NA,NA,NA,NA,NA,NA,NA,"Brasil","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Record) Kuhlm.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"31","2013-04-01 09:19:00-03","IPT","BCTW","11798","S","Plantae","Magnoliophyta",NA,NA,"Paratecoma","peroba","Paratecoma peroba",NA,NA,NA,NA,NA,NA,NA,"Brasil","Distrito Federal","Brasília",NA,"-47.9297","-15.7797",NA,NA,NA,NA,NA,NA,"(Record) Kuhlm.",NA,"70570","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"32","2013-04-01 09:19:00-03","IPT","BCTW","4617","S","Plantae","Magnoliophyta",NA,NA,"Paratecoma","peroba","Paratecoma peroba","IPT",NA,NA,NA,NA,NA,NA,"Brasil","Espírito Santo","Colatina",NA,"-40.6306","-19.5394",NA,NA,NA,NA,NA,NA,"(Record) Kuhlm.",NA,"57036","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"33","2013-04-01 09:19:00-03","IPT","BCTW","162","S","Plantae","Magnoliophyta",NA,NA,"Paratecoma","peroba","Paratecoma peroba",NA,NA,NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Tombos",NA,"-42.0228","-20.9047",NA,NA,NA,NA,NA,NA,"(Record) Kuhlm.",NA,"16749","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"34","2013-04-01 09:19:00-03","IPT","BCTW","5006","S","Plantae","Magnoliophyta",NA,NA,"Paratecoma","peroba","Paratecoma peroba","IPT",NA,NA,NA,NA,NA,NA,"Brasil","Espírito Santo","Cachoeiro de Itapemirim",NA,"-41.1128","-20.8489",NA,NA,NA,NA,NA,NA,"(Record) Kuhlm.",NA,"35694","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"35","2013-04-01 09:19:00-03","IPT","BCTW","2641","S","Plantae","Magnoliophyta",NA,NA,"Paratecoma","peroba","Paratecoma peroba",NA,NA,NA,NA,NA,NA,NA,"Brasil","Espírito Santo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Record) Kuhlm.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"36","2013-04-01 09:19:00-03","IPT","BCTW","7621","S","Plantae","Magnoliophyta",NA,NA,"Paratecoma","peroba","Paratecoma peroba",NA,NA,NA,NA,NA,NA,NA,"Brasil","São Paulo","São Paulo","Horto Florestal","-46.63","-23.54",NA,NA,NA,NA,NA,NA,"(Record) Kuhlm.",NA,"53584","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"37","2013-04-01 09:19:00-03","IPT","BCTW","5411","S","Plantae","Magnoliophyta",NA,NA,"Paratecoma","peroba","Paratecoma peroba","IPT",NA,NA,NA,NA,NA,NA,"Brasil","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Record) Kuhlm.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"38","2013-04-01 09:19:00-03","IPT","BCTW","4063","S","Plantae","Magnoliophyta",NA,NA,"Paratecoma","peroba","Paratecoma peroba","IPT",NA,NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Governador Valadares","Vale do Rio Doce","-41.9494","-18.8511",NA,NA,NA,NA,NA,NA,"(Record) Kuhlm.",NA,"50833","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"39","2013-04-01 09:19:00-03","IPT","BCTW","372","S","Plantae","Magnoliophyta",NA,NA,"Paratecoma","peroba","Paratecoma peroba",NA,NA,NA,NA,NA,NA,NA,"Brasil","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Record) Kuhlm.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"40","2013-04-01 09:19:00-03","IPT","BCTW","374","S","Plantae","Magnoliophyta",NA,NA,"Paratecoma","peroba","Paratecoma peroba",NA,NA,NA,NA,NA,NA,NA,"Brasil","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Record) Kuhlm.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"41","2013-04-01 09:19:00-03","IPT","BCTW","3464","S","Plantae","Magnoliophyta",NA,NA,"Paratecoma","peroba","Paratecoma peroba",NA,NA,NA,NA,NA,NA,NA,"Brasil","Minas Gerais",NA,"Rio Doce",NA,NA,NA,NA,NA,NA,NA,NA,"(Record) Kuhlm.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"42","2013-04-01 09:19:00-03","IPT","BCTW","4320","S","Plantae","Magnoliophyta",NA,NA,"Paratecoma","peroba","Paratecoma peroba","IPT",NA,NA,NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Record) Kuhlm.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"43","2013-04-01 09:19:00-03","IPT","BCTW","163","S","Plantae","Magnoliophyta",NA,NA,"Paratecoma","peroba","Paratecoma peroba",NA,NA,NA,NA,NA,NA,NA,"Brasil","Espírito Santo",NA,"Baixo Rio Doce",NA,NA,NA,NA,NA,NA,NA,NA,"(Record) Kuhlm.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"44","2013-04-01 09:19:00-03","IPT","BCTW","9359","S","Plantae","Magnoliophyta",NA,NA,"Paratecoma","peroba","Paratecoma peroba","IPT",NA,NA,NA,NA,NA,NA,"Brasil","Espírito Santo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Record) Kuhlm.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"45","2013-04-01 09:19:00-03","IPT","BCTW","11110","S","Plantae","Magnoliophyta",NA,NA,"Paratecoma","peroba","Paratecoma peroba",NA,NA,NA,NA,NA,NA,NA,"Brasil","Espírito Santo",NA,"Norte do Estado",NA,NA,NA,NA,NA,NA,NA,NA,"(Record) Kuhlm.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"46","2013-04-01 09:19:00-03","IPT","BCTW","8557","S","Plantae","Magnoliophyta",NA,NA,"Paratecoma","peroba","Paratecoma peroba",NA,NA,NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro","Macaé",NA,"-41.7869","-22.3708",NA,NA,NA,NA,NA,NA,"(Record) Kuhlm.",NA,"47209","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"47","2013-04-01 09:19:00-03","IPT","BCTW","5728","S","Plantae","Magnoliophyta",NA,NA,"Paratecoma","peroba","Paratecoma peroba",NA,NA,NA,NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Record) Kuhlm.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"48","2013-04-01 09:19:00-03","IPT","BCTW","16252","S","Plantae","Magnoliophyta",NA,NA,"Paratecoma","peroba","Paratecoma peroba",NA,NA,NA,NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,"Universidade Federal de Viçosa",NA,NA,NA,NA,"(Record) Kuhlm.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"49","2013-04-01 09:19:00-03","IPT","BCTW","8098","S","Plantae","Magnoliophyta",NA,NA,"Paratecoma","peroba","Paratecoma peroba",NA,NA,NA,NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Record) Kuhlm.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"50","2013-04-01 09:19:00-03","IPT","BCTW","4339","S","Plantae","Magnoliophyta",NA,NA,"Paratecoma","peroba","Paratecoma peroba","IPT",NA,NA,NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,"I.T.I. de Belo Horizonte",NA,NA,NA,NA,"(Record) Kuhlm.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"51","2013-04-01 09:19:00-03","IPT","BCTW","12067","S","Plantae","Magnoliophyta",NA,NA,"Paratecoma","peroba","Paratecoma peroba",NA,NA,NA,NA,NA,NA,NA,"Brasil","Espírito Santo",NA,NA,NA,NA,NA,"Seção Inventário Florestal",NA,NA,NA,NA,"(Record) Kuhlm.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"52","2013-04-01 09:19:00-03","IPT","BCTW","11193","S","Plantae","Magnoliophyta",NA,NA,"Paratecoma","peroba","Paratecoma peroba",NA,NA,NA,NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Record) Kuhlm.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"53","2013-04-01 09:19:00-03","IPT","BCTW","4278","S","Plantae","Magnoliophyta",NA,NA,"Paratecoma","peroba","Paratecoma peroba","IPT",NA,NA,NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Record) Kuhlm.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"54","2013-04-01 09:19:00-03","IPT","BCTW","12066","S","Plantae","Magnoliophyta",NA,NA,"Paratecoma","peroba","Paratecoma peroba",NA,NA,NA,NA,NA,NA,NA,"Brasil","Espírito Santo",NA,NA,NA,NA,NA,"Seção Inventário Florestal",NA,NA,NA,NA,"(Record) Kuhlm.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"55","2013-04-01 09:19:00-03","IPT","BCTW","8251","S","Plantae","Magnoliophyta",NA,NA,"Paratecoma","peroba","Paratecoma peroba",NA,NA,NA,NA,NA,NA,NA,"Brasil","Espírito Santo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Record) Kuhlm.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"56","2013-04-01 09:19:00-03","IPT","BCTW","166","S","Plantae","Magnoliophyta",NA,NA,"Paratecoma","peroba","Paratecoma peroba",NA,NA,NA,NA,NA,NA,NA,"Brasil","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Record) Kuhlm.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"57","2013-04-01 09:19:00-03","IPT","BCTW","13033","S","Plantae","Magnoliophyta",NA,NA,"Paratecoma","peroba","Paratecoma peroba",NA,NA,NA,NA,NA,NA,NA,"Brasil","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Record) Kuhlm.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"58","2013-04-01 09:19:00-03","IPT","BCTW","3411","S","Plantae","Magnoliophyta",NA,NA,"Paratecoma","peroba","Paratecoma peroba",NA,NA,NA,NA,NA,NA,NA,"Brasil","Minas Gerais",NA,"Rio Doce",NA,NA,NA,NA,NA,NA,NA,NA,"(Record) Kuhlm.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"59","2013-04-01 09:19:00-03","IPT","BCTW","3412","S","Plantae","Magnoliophyta",NA,NA,"Paratecoma","peroba","Paratecoma peroba",NA,NA,NA,NA,NA,NA,NA,"Brasil","Minas Gerais",NA,"Rio Doce",NA,NA,NA,NA,NA,NA,NA,NA,"(Record) Kuhlm.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"60","2013-04-01 09:19:00-03","IPT","BCTW","3983","S","Plantae","Magnoliophyta",NA,NA,"Paratecoma","peroba","Paratecoma peroba","IPT",NA,NA,NA,NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Record) Kuhlm.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-12-21 16:18:29-03","MBM","MBM","255578","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Paratecoma","peroba","Paratecoma peroba","Barreto, M.","Barreto, M.","5114","1936","01","03","Southern America","Brazil","Minas Gerais","Tombos","Patrimônio","-42.0228004455566","-20.9046993255615",NA,NA,"MBM255578","MBM255578",NA,NA,"(Record) Kuhlm.",NA,"16749","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
