"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","class","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","typeStatus"
"11","2020-02-08 09:27:59-03","NBC","NL-BOTANY","U.1580760","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Rudgea","gardenioides","Rudgea gardenioides","(Cham.) Müll.Arg.",NA,"Lindeman JC; Haas JH de",NA,"1967","03","30","Southern America","Brazil",NA,NA,"Flora Brasiliae Australis. Est. Parana. Serra do Mar, above old road Curitiba- Morretes, near Upper Rio do Corvo in scrub.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1580760 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1580760","NL-U1580760",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"12","2020-02-08 09:27:59-03","NBC","NL-BOTANY","WAG.1457544","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Rudgea","gardenioides","Rudgea gardenioides","(Cham.) Müll.Arg.",NA,"Hatschbach GG",NA,"1956","11","23","Southern America","Brazil",NA,NA,"Est Parana, Campina Gde do Sul. Caminho ao Morro Cerro Verde.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1457544 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1457544","NL-WAG1457544",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"13","2020-11-04 11:18:57-03","ESALQ","ESA","115043","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Rudgea","gardenioides","Rudgea gardenioides",NA,NA,"Devecchi, M.F.","98.0","2011","04","20",NA,"Brasil","Espírito Santo","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"ESA115043","ESA115043",NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA
"14","2020-11-04 12:16:07-03","ESALQ","ESA","134228","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","gardenioides","Rudgea gardenioides","(Cham.) Müll. Arg.",NA,"C.P. Caliari et al.","2238.0","2009","04","14",NA,"Brasil","Paraná","Telêmaco Borba","Parque Ecológico da Klabin. Borda da mata. Floresta ombrófila mista próximo a curso de rio com presenaça marcante de Pteridophyta no subosque.","-50.6156005859375","-24.3239002227783",NA,NA,NA,"Arvoreta, ca. 1,8 m.","ESA134228",NA,NA,NA,"35037","auto",NA,NA,NA,NA,NA,NA,NA
"15","2020-11-04 11:18:57-03","ESALQ","ESA","7326","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Rudgea","gardenioides","Rudgea gardenioides","(Cham.) Müll. Arg.","Zappi, D.C.","Rodrigues, R.R. ; Morellato, L.P.C.",NA,"1986","03","27",NA,"Brasil","São Paulo","Jundiaí",NA,"-46.8800010681152","-23.1800003051758",NA,NA,NA,NA,"ESA007326","ESA007326",NA,NA,"17840","auto",NA,NA,NA,NA,NA,NA,NA
"16","2020-11-04 11:18:57-03","ESALQ","ESA","123742","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Rudgea","gardenioides","Rudgea gardenioides",NA,"Ferreira, M.A.P.","Colletta, G.D. ; Ferreira, M.A.P.","1130.0","2013","05","01",NA,"Brasil","São Paulo","Tapiraí","Reserva Particular da Votorantim (CBA), UHE Fumaça, trilha do Chagas.","-47.5","-23.9599990844727",NA,NA,NA,"Arbusto, 4m","ESA123742",NA,"2013","05","41034","auto",NA,"01",NA,NA,NA,NA,NA
"17","2020-11-04 12:16:07-03","ESALQ","ESA","134173","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","gardenioides","Rudgea gardenioides",NA,NA,"Faraco, A.G.; Silveira, G.A.R.; Silva, K.F.; Moura, T.M.; Mineiro-Matos, L.M., Rodrigues, R.R.","620.0","2009","04","22",NA,"Brasil","Paraná","Telêmaco Borba","Parque Estadual da Klabin, trilha ecológica","-50.6156005859375","-24.3239002227783",NA,NA,NA,"arbusto, ca 1,5 m, fruto verde imaturo","ESA134173",NA,NA,NA,"35037","auto",NA,NA,NA,NA,NA,NA,NA
"18","2020-11-04 12:16:07-03","ESALQ","ESA","134230","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","gardenioides","Rudgea gardenioides","(Cham.) Müll. Arg.",NA,"C.P. Caliari et al.","2240.0","2009","04","14",NA,"Brasil","Paraná","Telêmaco Borba","Parque Ecológico da Klabin. Borda da mata. Floresta ombrófila mista próximo a curso de rio com presenaça marcante de Pteridophyta no subosque.","-50.6156005859375","-24.3239002227783",NA,NA,NA,"Árvore, ca. 4 m., frutos verdes","ESA134230",NA,NA,NA,"35037","auto",NA,NA,NA,NA,NA,NA,NA
"19","2021-03-31 13:41:33-03","MN","R","212335","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","gardenioides","Rudgea gardenioides","(Cham.) Müll. Arg.","Paiva, A.M.","Paiva, A.M.","663","2011","01","29",NA,"Brasil","Rio de Janeiro","Paty do Alferes","Alameda Palmares","-43.4185981750488","-22.4286003112793","800","800",NA,NA,NA,NA,"2011","03","18359","auto",NA,"21",NA,NA,NA,NA,NA
"20","2020-12-20 21:19:20-03","UFV","VIC","004982","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","gardenioides","Rudgea gardenioides","(Cham.) M.Arg.",NA,NA,"s.n.","1967","11","30",NA,"Brasil","Paraná","Quatro Barras",NA,"-49.0769004821777","-25.3656005859375",NA,NA,NA,"Arvotreta de 5 m, fruto alaranjado, mata pluvial face norte do morro.","VIC004982","VIC004982",NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA,NA
"21","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0046303","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Rudgea","gardenioides","Rudgea gardenioides","(Cham.) M??ll.Arg.","G. Hatschbach","J. M. Silva; O. S. Ribas, J. Cordeiro, E. Barbosa","2818","1998","7","29",NA,"Brazil","Parana",NA,"Postinho (Mun. Tijucas do Sul).","-49.1789","-25.9269",NA,NA,NA,"Arvore, 5 m, fruto esverdeado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-11-21 14:44:40-03","UFJF","CESJ","49903","PreservedSpecimen","Plantae","Angiosperma",NA,"Rubiaceae","Rudgea","gardenioides","Rudgea gardenioides","(Cham.) Müll.Arg.","J.A. Oliveira","M.G. Rezende; R.C.L. Elias; F.R.G. Salimena; P.H. Nobre; S.A. Roman; F.S. Souza","97","2008","03","28","América do Sul","Brasil","Minas Gerais","Caldas","Pocinhos do Rio Verde, Pedra Branca","-46.386100769043","-21.9235992431641",NA,NA,NA,"Árvore ca.8 m, no interior da mata. Frutos alaranjados.","CESJ049903",NA,"2009","10","25710","auto",NA,NA,NA,NA,NA,NA,NA
"23","2019-11-21 14:44:40-03","UFJF","CESJ","52136","PreservedSpecimen","Plantae","Angiosperma",NA,"Rubiaceae","Rudgea","gardenioides","Rudgea gardenioides","(Cham.) Müll.Arg.","J.A. Oliveira","M.G. Rezende; F.S. Souza; T.M. Machado","193","2008","09","14","América do Sul","Brasil","Minas Gerais","Caldas","Pocinhos do Rio Verde, Serra da Pedra Branca","-46.386100769043","-21.9235992431641",NA,NA,NA,"Arbusto ca. 1,5m no interior da mata, abundante no local. Frutos alaranjados e avermermelhados. 21° 58' 42,2 S 46° 22' 15,7 W DATUM SAD 69","CESJ052136",NA,"2009","10","25710","auto",NA,NA,NA,NA,NA,NA,NA
"24","2019-11-21 14:44:40-03","UFJF","CESJ","52153","PreservedSpecimen","Plantae","Angiosperma",NA,"Rubiaceae","Rudgea","gardenioides","Rudgea gardenioides","(Cham.) Müll.Arg.","J.A. Oliveira","A.S.M. Valente; F.S. Souza; T.M. Machado; M.G. Rezende; P.O. Garcia; R.C.L. Elias","500","2008","09","14","América do Sul","Brasil","Minas Gerais","Caldas","Pocinhos do Rio Verde, Serra da Pedra Branca.","-46.386100769043","-21.9235992431641",NA,NA,NA,"Arbusto ca. 2,5m alt., no interior da mata, próximo à trilha. Ca. 1790m altitude. Frutos imaturos verdes, maduros avermelhados. Folhas discolores.","CESJ052153",NA,"2009","10","25710","auto",NA,NA,NA,NA,NA,NA,NA
"25","2021-03-01 16:40:15-03","UNICAMP","UEC","161835","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Rudgea","gardenioides","Rudgea gardenioides","(Cham.) Müll.Arg.","Arzolla, FARDP","Arzolla, FARDP; et al.","1144","2007","11","08",NA,"Brazil","São Paulo","Guarulhos","Parque Estadual da Cantareira, Núcleo Cabuçu, Trilha da Cachoeira","-46.531878","-23.392308","800","800",NA,"Árvore, 8 metros, botões florais esverdeados","UEC009611","UEC009611","2007","11",NA,NA,NA,NA,"-46.531878","-23.392308",NA,NA,NA
"26","2021-03-01 16:40:15-03","UNICAMP","UEC","40585","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Rudgea","gardenioides","Rudgea gardenioides","(Cham.) Müll.Arg.",NA,"Webster, GL","25421","1984","10","15",NA,"Brazil","São Paulo","Jundiaí","Serra do Japí, montane thickets on upper ridges","-46.866667","-23.183333","1050","1150",NA,"Shrub 2,5m hight, flowers fragrant;corolla white","UEC101121","UEC101121",NA,NA,NA,NA,NA,NA,"-46.866667","-23.183333",NA,NA,NA
"27","2021-03-01 16:40:15-03","UNICAMP","UEC","115138","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Rudgea","gardenioides","Rudgea gardenioides","(Cham.) Müll.Arg.","Cardoso-Leite, E","Leite, EC","633","1998","06","04",NA,"Brazil","São Paulo","Jundiaí","Reserva Biológica Municipal da Serra do Japí","-46.25","-23.25",NA,NA,NA,"5,5m","UEC101120","UEC101120",NA,NA,NA,NA,NA,NA,"-46.25","-23.25",NA,NA,NA
"28","2021-03-01 16:40:15-03","UNICAMP","UEC","24320","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Rudgea","gardenioides","Rudgea gardenioides","(Cham.) Müll.Arg.","Zappi, DC","Sakane, M; et al.","6558","1977","10","22",NA,"Brazil","São Paulo","São Paulo","Intituto de Botânica do Estado de São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,"Árvore até 5m, flores brancas","UEC101119","UEC101119","2001",NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"29","2019-08-16 08:40:57-03","UTFPR","HCF","4553","S","Plantae",NA,NA,"Rubiaceae","Rudgea","gardenioides","Rudgea gardenioides","(Cham.) Müll.Arg.","J. Cordeiro & E. Barboza","M.G. Caxambu","1256","2006","11","17",NA,"Brasil","PR","Piraquara","Morro do Canal","-49.0633010864258","-25.4416999816895",NA,NA,NA,"árvore ca. 8m de altura. Em pré-floração. Tronco com casca grossa, gretada.",NA,NA,"2008",NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA
"30","2019-08-16 08:40:57-03","UTFPR","HCF","24186","S","Plantae",NA,NA,"Rubiaceae","Rudgea","gardenioides","Rudgea gardenioides","(Cham.) Müll.Arg.","J. Jardim","J.M. Silva","3920","2003","11","27",NA,"Brasil","PR","Piraquara","Torre da Vigia","-49.0633010864258","-25.4416999816895",NA,NA,NA,"árvore, 5 m, flor creme. Floresta Atlântica.",NA,NA,"2009",NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA
"31","2013-04-01 09:19:40-03","IPT","BCTW","14428","S","Plantae","Magnoliophyta",NA,NA,"Rudgea","gardenioides","Rudgea gardenioides","(Cham.) Müll. Arg.",NA,NA,NA,NA,NA,NA,NA,"Brasil","Mato Grosso do Sul","Ribas do Rio Pardo",NA,"-53.7592","-20.4431",NA,NA,NA,"Lâmina IF: 700",NA,NA,NA,NA,"151627","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA
"32","2013-04-01 09:19:40-03","IPT","BCTW","2269","S","Plantae","Magnoliophyta",NA,NA,"Rudgea","gardenioides","Rudgea gardenioides","(Cham.) Müll. Arg.",NA,NA,NA,NA,NA,NA,NA,"Brasil","São Paulo","São Paulo","Parque Nacional das Fontes do Ipiranga (PEFI)","-46.63","-23.54",NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA
"33","2020-12-21 16:43:55-03","MBM","MBM","425462","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","gardenioides","Rudgea gardenioides","Muell. Arg.","Gomes, M.","Rosa, P.; Baez, C.; Lima, T.; Maurenza, D.; Baez, C.; Lima, T.; Maurenza, D.","1003","2016","08","25","Southern America","Brazil","Rio de Janeiro","Santa Maria Madalena","Parque Estadual do Desengano, Mata da trilha para o Pico do Desengano.","-41.929444","-21.878889","971","971",NA,"Arbusto. Heliófila, em área de clareira na mata. Frutos imaturos verdes com mancha roxa no ápice. Altura: 4 m.","MBM425462",NA,"2016","12",NA,NA,NA,"13","-41.929444","-21.878889",NA,NA,NA
"34","2020-12-21 16:43:55-03","MBM","MBM","293843","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","gardenioides","Rudgea gardenioides","Muell. Arg.","Jardim, J.","Silva, J.M.; Barboza, E.; Costa, E.F.; Barboza, E.; Costa, E.F.","3920","2003","11","27","Southern America","Brazil","Paraná","Piraquara","Torre da Vigia","-49.0633010864258","-25.4416999816895",NA,NA,NA,"Árvore, 5m, flor creme. Floresta atlântica","MBM293843","MBM293843","2009","07","12577","auto",NA,NA,NA,NA,NA,NA,NA
"35","2020-12-21 16:43:55-03","MBM","MBM","187867","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","gardenioides","Rudgea gardenioides","Muell. Arg.","Hatschbach, G.","Ribas, O.S.; Barboza, E.; Silva, L.B.P.; Barboza, E.; Silva, L.B.P.","1004",NA,NA,NA,"Southern America","Brazil","Santa Catarina","Campo Alegre","Rodeio Grande","-49.2655982971191","-26.1924991607666",NA,NA,NA,NA,"MBM187867","MBM187867",NA,NA,"37493","auto",NA,NA,NA,NA,NA,NA,NA
"36","2020-12-21 16:43:55-03","MBM","MBM","2243","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","gardenioides","Rudgea gardenioides","Muell. Arg.","Smith, S.F.; L.B.","Hatschbach, G.","15269","1966","11","23","Southern America","Brazil","Paraná","Campina Grande do Sul","Caminho ao Cerro Verde","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"MBM002243","MBM002243",NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA
"37","2020-12-21 16:43:55-03","MBM","MBM","66480","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","gardenioides","Rudgea gardenioides","Muell. Arg.","Jardim, J.","Buttura, E.","173","1979","08","28","Southern America","Brazil","Paraná","Guaíra","Sete Quedas","-54.2557983398438","-24.0799999237061",NA,NA,NA,"Terreno arenoso e seco","MBM066480","MBM066480","2009","07","33984","auto",NA,NA,NA,NA,NA,NA,NA
"38","2020-12-21 16:43:55-03","MBM","MBM","165701","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","gardenioides","Rudgea gardenioides","Muell. Arg.","Hatschbach, G.","Kummrow, R.; Silva, J.M.; Silva, J.M.","3365","1994","01","21","Southern America","Brazil","Paraná","Guaratuba","Serra do Araçatuba","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"MBM165701","MBM165701",NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA
"39","2020-12-21 16:43:55-03","MBM","MBM","134876","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","gardenioides","Rudgea gardenioides","Muell. Arg.","Hatschbach, G.","Roderjan, C.V.","1939","1989","12","05","Southern America","Brazil","Paraná","Quatro Barras",NA,"-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,"MBM134876","MBM134876",NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA,NA
"40","2020-12-21 16:43:55-03","MBM","MBM","2146","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","gardenioides","Rudgea gardenioides","Muell. Arg.","Smith, S.F.; L.B.","Hatschbach, G.","16223","1967","03","30","Southern America","Brazil","Paraná","Quatro Barras","Encosta Morro Mãe Catira","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,"MBM002146",NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA,NA
"41","2020-12-21 16:43:55-03","MBM","MBM","125322","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","gardenioides","Rudgea gardenioides","Muell. Arg.","Kirkbride, J.H.; J.H.","Ribas, O.S.; Silva, J.M.; Silva, J.M.","13","1988","11","23","Southern America","Brazil","Paraná","Quatro Barras","Morro Mãe Catira","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,"MBM125322","MBM125322",NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA,NA
"42","2020-12-21 16:43:55-03","MBM","MBM","129287","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","gardenioides","Rudgea gardenioides","Muell. Arg.","Hatschbach, G.","Silva, J.M.; Cordeiro, J.; Cordeiro, J.","612","1989","01","31","Southern America","Brazil","Paraná","Quatro Barras","Morro Sete","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,"MBM129287","MBM129287",NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA,NA
"43","2020-12-21 16:43:55-03","MBM","MBM","134875","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","gardenioides","Rudgea gardenioides","Muell. Arg.","Hatschbach, G.","Roderjan, C.V.; Botelho, J.E.A.; Botelho, J.E.A.","804","1989","11","27","Southern America","Brazil","Paraná","Quatro Barras","Serra da Baitaca, Morro Anhangava","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,"MBM134875","MBM134875",NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA,NA
"44","2020-12-21 16:43:55-03","MBM","MBM","234306","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","gardenioides","Rudgea gardenioides","Muell. Arg.","Hatschbach, G.","Silva, J.M.; O.S. Ribas, O.S.; Barboza, E.; O.S. Ribas, O.S.; Barboza, E.","2818",NA,NA,NA,"Southern America","Brazil","Paraná","Tijucas do Sul","Postinho","-49.1988983154297","-25.9281005859375",NA,NA,NA,NA,"MBM234306",NA,NA,NA,"25228","auto",NA,NA,NA,NA,NA,NA,NA
"45","2020-12-21 16:43:55-03","MBM","MBM","100753","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","gardenioides","Rudgea gardenioides","Muell. Arg.","Zigrid","Rosa, N.A.; Pires, J.M.; Pires, J.M.","3774","1980","11","16","Southern America","Brazil","São Paulo","São Paulo","Reserva Instituto de Botânica de São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"MBM100753","MBM100753",NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"46","2020-12-21 16:43:55-03","MBM","MBM","391173","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","gardenioides","Rudgea gardenioides","Muell. Arg.","Ferreira, M.A.P.","Colletta, G.D.; Ferreira, M.A.P.; Ivanauskas, N.M.; Campos-Rocha, A.; Souza, D.; Ferreira, M.A.P.; Ivanauskas, N.M.; Campos-Rocha, A.; Souza, D.","1130","2013","05","01","Southern America","Brazil","São Paulo","Tapiraí","Reserva Particular de Votorantim (CBA), UHE de Fumaça, trilha do Chagas","-47.5","-23.9599990844727",NA,NA,NA,"Arbusto, 4m.","MBM391173","MBM391173","2013","05","41034","auto",NA,"01",NA,NA,NA,NA,NA
"47","2020-12-21 16:43:55-03","MBM","MBM","408391","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","gardenioides","Rudgea gardenioides","Muell. Arg.","Cordeiro, J.; Völtz, R.R.","Völtz, R.R.","1103","2016","11","11","Southern America","Brazil","Paraná","Piraquara","Serra do Marumbi, trilha para o morro do Canal","-48.986111","-25.514444","1185","1185",NA,"Arvoreta 3 m alt.; casca externa suberosa, fissurada, fissuras descontínuas formando alvéolos; flores com pétalas alvas; vegetação secundária herbáceo-arbustica de encosta.; Floresta Ombrófila Densa Montana.","MBM408391","MBM408391","2016","12",NA,NA,NA,"20","-48.986111","-25.514444",NA,NA,NA
"48","2020-12-21 16:43:55-03","MBM","MBM","154872","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","gardenioides","Rudgea gardenioides","Muell. Arg.","Hatschbach, G.","Cordeiro, J.; Poliquesi, C.B.; Poliquesi, C.B.","917","1992","11","19","Southern America","Brazil","Santa Catarina","Campo Alegre","Serra do Iquererim","-49.2655982971191","-26.1924991607666",NA,NA,NA,NA,"MBM154872","MBM154872",NA,NA,"37493","auto",NA,NA,NA,NA,NA,NA,NA
