"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","recordNumber","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","locality","decimalLongitude","decimalLatitude","imagecode","county","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","infraspecificEpithet","relatedCatalogItem","relationshipType","fieldNumber","individualCount","typeStatus","sex"
"648","2020-06-15 15:30:10-03","UNESP-RC","HRCB","45315","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","Tessmann, G.","1953","03","16",NA,"Brasil",NA,NA,"Erva, flor parda-esverdeada",NA,"1074",NA,NA,"(Retz.) Link","Alves, M.","Paraná","Baia de Paranaguá",NA,NA,NA,"Ilha do Mel",NA,NA,NA,NA,"2013","10","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"649","2020-06-15 15:30:10-03","UNESP-RC","HRCB","54155","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","Scatena, V.L.","2009","10","27",NA,"Brasil",NA,NA,"Herbácea ocorrendo em solo arenoso",NA,"341",NA,NA,"(Retz.) Link","Martins, S.","Tocantins","Ponto do Rio Novo","-46.758694","-10.556056",NA,"Mateiros",NA,NA,NA,NA,"2009","11","03","46º45'31.3W","10º33'21,8S",NA,NA,NA,NA,NA,NA,NA,NA
"650","2020-06-15 15:30:10-03","UNESP-RC","HRCB","54157","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","Scatena, V.L.","2009","10","27",NA,"Brasil",NA,NA,"Herbácea ocorrendo em solo arenoso",NA,"343",NA,NA,"(Retz.) Link","Martins, S.","Tocantins","Ponto do Rio Novo","-46.758694","-10.556056",NA,"Mateiros","371","371",NA,NA,"2009","11","03","46º45'31.3W","10º33'21,8S",NA,NA,NA,NA,NA,NA,NA,NA
"651","2020-06-15 15:30:10-03","UNESP-RC","HRCB","57240","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","Araújo, D.","2011","11","24",NA,"Brasil",NA,NA,"Erva ereta",NA,"1921",NA,NA,"(Retz.) Link","Alves, M.","Pernambuco","RPPN Pedra Danta","-35.859722","-8.691389",NA,"Lagoa dos Gatos",NA,NA,NA,NA,"2013","10","02","35º51'35W","8º41'29S",NA,NA,NA,NA,NA,NA,NA,NA
"652","2017-11-24 14:10:31-02","UFLA","ESAL","13519","S","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","Villela, EA; et al.",NA,NA,NA,NA,"Brasil",NA,NA,"erva; 1.0; amarronzada;; palustre",NA,"s.n.",NA,NA,"(Retz.) Link",NA,"Minas Gerais","Rio Velho - Capivari","-44.9253005981445","-21.1700000762939",NA,"Ijaci",NA,NA,"8622","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"653","2017-11-24 14:10:31-02","UFLA","ESAL","13454","S","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","Carvalho, DA",NA,NA,NA,NA,"Brasil",NA,NA,"erva; 0.80; ;; palustre",NA,"s.n.",NA,NA,"(Retz.) Link",NA,"Minas Gerais","Represa de Camargos","-44.6577987670898","-21.2980995178223",NA,"Itutinga",NA,NA,"24458","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"654","2018-08-31 12:41:43-03","UFLA","ESAL","25586","S","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","Melo, PHA; Torres, DM",NA,NA,NA,NA,"Brasil",NA,NA,"erva; 924m; ;",NA,"3182",NA,NA,"(Retz.) Link","J. Gonçalves","Minas Gerais","Área da casa de força","-44.603333","-21.976111",NA,"Aiuruoca",NA,NA,NA,NA,NA,NA,NA,"-44.603333","-21.976111",NA,NA,NA,NA,NA,NA,NA,NA
"655","2017-11-24 14:10:31-02","UFLA","ESAL","26405","S","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","Melo, PHA",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,"4258",NA,NA,"(Retz.) Link","J.Gonçalves","Minas Gerais","EIA-RIMA Projetos Fazendão e Brumado - VALE",NA,NA,NA,"Mariana e Catas Altas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"656","2017-11-24 14:10:31-02","UFLA","ESAL","26406","S","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","Melo, PHA",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,"4369",NA,NA,"(Retz.) Link",NA,"Minas Gerais","EIA-RIMA Projetos Fazendão e Brumado - VALE",NA,NA,NA,"Mariana e Catas Altas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"657","2017-11-24 14:10:31-02","UFLA","ESAL","27497","S","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","Costa, G Conceiçã; Fonseca, WO; Alcântar",NA,NA,NA,NA,"Brasil",NA,NA,"erva; ; ; castanhos",NA,"652",NA,NA,"(Retz.) Link","J. Gonçalves","Bahia",NA,NA,NA,NA,"Conceição das Almas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"658","2018-10-09 16:31:14-03","UFLA","ESAL","27580","S","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","Gonçaves, J; Mourão, B; Pereira M.",NA,NA,NA,NA,"Brasil",NA,NA,"; ; ;",NA,"66",NA,NA,"(Retz.) Link","Gonçalves, J","Minas Gerais","Estrada para Luminarias, area de brejo","-44.999444","-21.245278",NA,"Lavras",NA,NA,NA,NA,NA,NA,NA,"-44.999444","-21.245278",NA,NA,NA,NA,NA,NA,NA,NA
"659","2018-10-09 16:31:14-03","UFLA","ESAL","27605","S","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","Gonçaves, J; Mourão, B; Arruda, L",NA,NA,NA,NA,"Brasil",NA,NA,"; ; ;",NA,"72",NA,NA,"(Retz.) Link","Gonçalves, J","Minas Gerais","Estrada para o funil, brejo","-44.999444","-21.245278",NA,"Lavras",NA,NA,NA,NA,NA,NA,NA,"-44.999444","-21.245278",NA,NA,NA,NA,NA,NA,NA,NA
"660","2018-10-09 16:31:14-03","UFLA","ESAL","27621","S","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","Gonçaves, J; Sobral, M",NA,NA,NA,NA,"Brasil",NA,NA,"; ; ;",NA,"14",NA,NA,"(Retz.) Link","Gonçalves, J","Minas Gerais","Estrada para Luminarias, area de brejo","-44.999444","-21.245278",NA,"Lavras",NA,NA,NA,NA,NA,NA,NA,"-44.999444","-21.245278",NA,NA,NA,NA,NA,NA,NA,NA
"661","2018-10-09 16:31:14-03","UFLA","ESAL","27671","S","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","Gonçaves, J; Mourão, B; Pereira, M",NA,NA,NA,NA,"Brasil",NA,NA,"; ; ;",NA,"67",NA,NA,"(Retz.) Link","Gonçalves, J","Minas Gerais","Estrada para Luminarias, area de brejo","-44.999444","-21.245278",NA,"Lavras",NA,NA,NA,NA,NA,NA,NA,"-44.999444","-21.245278",NA,NA,NA,NA,NA,NA,NA,NA
"662","2017-11-24 14:10:31-02","UFLA","ESAL","27976","S","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","Sobral, M",NA,NA,NA,NA,"Brasil",NA,NA,"erva; ; ;",NA,"15632",NA,NA,"(Retz.) Link","J.Gonçalves","Minas Gerais","Serra do Lenheiro",NA,NA,NA,"São João del-Rei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"663","2018-10-09 16:31:14-03","UFLA","ESAL","7225","S","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","Gavilanes, ML",NA,NA,NA,NA,"Brasil",NA,NA,"erva; 0.80; ;; formação antrópica",NA,"1.132",NA,NA,"(Retz.) Link","J.Gonçalves","Minas Gerais","Sítio Três Barras","-44.999444","-21.245278",NA,"Lavras",NA,NA,NA,NA,NA,NA,NA,"-44.999444","-21.245278",NA,NA,NA,NA,NA,NA,NA,NA
"664","2017-11-24 14:10:31-02","UFLA","ESAL","6985","S","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","Carvalho, DA",NA,NA,NA,NA,"Brasil",NA,NA,"erva; 0.50; ;; campo rupestre",NA,"s.n.",NA,NA,"(Retz.) Link","J.Gonçalves","Minas Gerais","Serra da Bocaina, Morro da Janela","-44.8711013793945","-21.3169002532959",NA,"Itumirim","11","11","16596","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"665","2017-11-24 14:10:31-02","UFLA","ESAL","6485","S","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","Carvalho, DA",NA,NA,NA,NA,"Brasil",NA,NA,"erva; 0.30; ;; campo rupestre",NA,"s.n.",NA,NA,"(Retz.) Link","J.Gonçalves","Minas Gerais","Serra da Bocaina, Morro da Janela","-44.8711013793945","-21.3169002532959",NA,"Itumirim","11","11","16596","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"666","2019-12-19 11:18:29-03","UFG","UFG","26765","S","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","Sampaio, A.B.; et al.","2001","05","07",NA,"Brasil",NA,NA,NA,"UFG0026765","502",NA,NA,"(Retz.) Link","Proença, C.","Tocantins","Região do Jalapão","-46.133333","-10.55","UFG0026765","Mateiros",NA,NA,NA,NA,"2001","08","30","-46.133333","-10.55",NA,NA,NA,NA,NA,NA,NA,NA
"667","2019-12-19 11:18:29-03","UFG","UFG","44233","S","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","Resende, I.L.M.","2008","05","02",NA,"Brasil",NA,NA,NA,"UFG0044233","150",NA,NA,"(Retz.) Link","Resende, I.L.M.","Goiás",NA,"-48.9533004760742","-16.9727993011475","UFG0044233","Bela Vista de Goiás",NA,NA,"39117","auto","2010","05","04","-48480.8333","-17013.1667",NA,NA,NA,NA,NA,NA,NA,NA
"668","2019-12-19 11:18:29-03","UFG","UFG","44401","S","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","Resende, I.L.M.","2008","12","15",NA,"Brasil",NA,NA,NA,"UFG0044401","809",NA,NA,"(Retz.) Link","Resende, I.L.M.","Goiás",NA,"-48.9533004760742","-16.9727993011475",NA,"Bela Vista de Goiás",NA,NA,"39117","auto","2010","05","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"669","2021-01-26 13:53:45-03","IMA","MAC","64871","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","M.C.S.Esteves; E.V.Cézar; G.Cury","2018","04","17",NA,"Brasil",NA,NA,"Erva ca. 30 cm. Inflorescência creme.; Mata Atlântica.","MAC0064871","7",NA,NA,"(Retz.) Link","A.P.Prata","Alagoas","APA do Catolé e Fernão Velho, Beira do açude.","-35.795836","-9.5",NA,"Satuba",NA,NA,NA,NA,"2018",NA,NA,"-35.795836","-9.5",NA,NA,NA,NA,NA,NA,NA,NA
"670","2021-01-26 13:53:45-03","IMA","MAC","10699","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","R.P.Lyra-Lemos; M.N.Rodrigues; R.C.C.Marq","1999","10","18",NA,"Brasil",NA,NA,"Erva. Flores ferrugíenas.; Margem de lagoa.","MAC0010699","4402",NA,NA,"(Retz.) Link","M.Alves","Alagoas","margem da lagoa Manguaba, próximo ao riacho","-35.8950004577637","-9.710280418396",NA,"Marechal Deodoro",NA,NA,"15565","auto","2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"671","2021-01-26 14:12:34-03","CPACT","ECT","1207","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","R.Wasum","2005","04","18",NA,"Brasil",NA,NA,NA,"ECT0001207","2626","Embryophyta",NA,"(Retz.) Link","M.T.Strong","Paraná","Margens do Rio Iguaçu. Habitat: orla da mata.","-50.432222","-25.895556","ECT0001207","São Mateus do Sul","763","763",NA,NA,"2006","01","01","50º25'56''W","25º53'44''S",NA,NA,NA,NA,NA,NA,NA,NA
"672","2021-03-01 11:55:41-03","UFPE","UFP","14883","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","Luceño, M; Alves, M; Vanzela, ALL; Mendes A.P.; Rocha, EA; Costa; Silva, MB; Romero, I","1996","06","27",NA,"Brasil",NA,NA,"Frequente.; Frequente.","UFP014883","UFP14883",NA,"Poales","(Retz.) Link",NA,"Tocantins",NA,"-41.4","-11.766667",NA,"Dianapólis","620","620",NA,NA,NA,NA,NA,"-41.4","-11.766667",NA,NA,NA,NA,NA,NA,NA,NA
"673","2021-03-01 11:55:41-03","UFPE","UFP","15202","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","Luceño, M; Alves, M; Vanzela, ALL; Mendes A.P.; Rocha, EA; Costa; Silva, MB; Romero, I","1996","06","22",NA,"Brasil",NA,NA,"Frequente.; Frequente.","UFP015202","UFP15202",NA,"Poales","(Retz.) Link",NA,"Bahia",NA,"-41.266667","-12.95",NA,"Mucugê","825","825",NA,NA,NA,NA,NA,"-41.266667","-12.95",NA,NA,NA,NA,NA,NA,NA,NA
"674","2021-03-01 11:55:41-03","UFPE","UFP","14903","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","Luceño, M; Alves, M; Vanzela, ALL; Mendes A.P.; Rocha, EA; Costa; Silva, MB; Romero, I","1996","06","25",NA,"Brasil",NA,NA,"Frequente; Frequente","UFP014903","UFP14903",NA,"Poales","(Retz.) Link",NA,"Bahia",NA,"-41.8","-13.583333",NA,"Rio das Contas","1100","1100",NA,NA,NA,NA,NA,"-41.8","-13.583333",NA,NA,NA,NA,NA,NA,NA,NA
"675","2021-03-01 11:55:41-03","UFPE","UFP","14402","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","Luceño, M; Alves, M; Vanzela, ALL; Mendes A.P.; Rocha, EA; Costa; Silva, MB; Romero, I","1996","06","25",NA,"Brasil",NA,NA,"Frequente.; Frequente.","UFP014402","UFP14402",NA,"Poales","(Retz.) Link","Luceño, M","Bahia",NA,NA,NA,NA,"Rio das Contas",NA,NA,NA,NA,"1996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"676","2021-03-01 11:55:41-03","UFPE","UFP","39283","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","T.Koyama; M.Koyama; Lima, E de","1970","02","24",NA,"Brasil",NA,NA,"Common sedge in wet sandy soil.; Common sedge in wet sandy soil.","UFP039283","13769",NA,"Poales","(Retz.) Link","R.Kral","Mato Grosso",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1988","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"677","2021-03-01 11:55:41-03","UFPE","UFP","39285","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","T.Koyama; M.Koyama; P.G.Windsch","1970","02","07",NA,"Brasil",NA,NA,"Abundant in large sedge swamp; Abundant in large sedge swamp","UFP039285","13712",NA,"Poales","(Retz.) Link","R.Kral","MInas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1988","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"678","2021-03-01 11:55:41-03","UFPE","UFP","39287","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","C.F.S.Muniz","1982","03","23","Southern America","Paraguai",NA,NA,"Terreno argiloso.; Terreno argiloso.","UFP039287","434",NA,"Poales","(Retz.) Link","R.Kral",NA,NA,NA,NA,NA,"Prov. do Baixo Paraná",NA,NA,NA,NA,"1988","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"679","2021-03-01 11:55:41-03","UFPE","UFP","42358","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","A.L.Woolston","1985","05","24","Southern America","Paraguai",NA,NA,"Cespitose herb, culms 20-70cm. Wet low campo.; Cespitose herb, culms 20-70cm. Wet low campo.","UFP042358","984",NA,"Poales","(Retz.) Link","R.Kral","San Pedro",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1988","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"680","2021-03-01 11:55:41-03","UFPE","UFP","60574","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","Fraga, CN; Forzza, RC; Goldenberg, R","2009","04","08",NA,"Brasil",NA,NA,"Erva terrestre, inflorescência castanha.; Erva terrestre, inflorescência castanha.","UFP060574","2468",NA,"Poales","(Retz.) Link",NA,"Espírito Santo",NA,"-41.086111","-20.516111",NA,"Castelo","1100","1100",NA,NA,NA,NA,NA,"-41.086111","-20.516111",NA,NA,NA,NA,NA,NA,NA,NA
"681","2021-03-01 11:55:41-03","UFPE","UFP",NA,"PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","Fraga, CN; Forzza, RC; Goldenberg, R","2009","04","08",NA,"Brasil",NA,NA,"Erva terrestre, inflorescência castanha.; Erva terrestre, inflorescência castanha.",NA,"2468",NA,"Poales","(Retz.) Link",NA,"Espírito Santo",NA,"-41.086111","-20.516111",NA,"Castelo","1100","1100",NA,NA,NA,NA,NA,"-41.086111","-20.516111",NA,NA,NA,NA,NA,NA,NA,NA
"682","2021-03-01 11:55:41-03","UFPE","UFP","86351","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","Aona, LYS","2010","05","06",NA,"Brasil",NA,NA,"Caule cilíndrico.; Área alagada e vorda de lago.","UFP086351","1327",NA,"Poales","(Retz.) Link",NA,"Bahia",NA,"-38.9900016784668","-12.6263999938965",NA,"Muritiba",NA,NA,"21641","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"683","2021-03-01 11:55:41-03","UFPE","UFP",NA,"PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","Aona, LYS","2010","05","06",NA,"Brasil",NA,NA,"Caule cilíndrico.; Área alagada e vorda de lago.",NA,"1327",NA,"Poales","(Retz.) Link",NA,"Bahia",NA,"-38.9900016784668","-12.6263999938965",NA,"Muritiba",NA,NA,"21641","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"684","2020-09-25 10:43:08-03","UFPE","UFP","42311","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","F.C.Hoehne","1927","05","03",NA,"Brasil",NA,NA,NA,"UFP042311","s.n.",NA,"Poales","(Retz.) Link","R.Kral","Minas Gerais",NA,"-45.9364013671875","-22.2299995422363",NA,"Pouso Alegre",NA,NA,"20835","auto","1988","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"685","2020-09-25 10:43:08-03","UFPE","UFP","39284","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","F.C.Hoehne","1927","05","14",NA,"Brasil",NA,NA,"Brejos.; Brejos.","UFP039284","s.n.",NA,"Poales","(Retz.) Link","R.Kral","São Paulo",NA,"-46.8199996948242","-22.4300003051758",NA,"Itapira",NA,NA,"19933","auto","1988","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"686","2021-03-01 11:55:41-03","UFPE","UFP","39282","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","G.Hashimoto","1949","01","06",NA,"Brasil",NA,NA,"Planta do campo seco.; Planta do campo seco.","UFP039282","601",NA,"Poales","(Retz.) Link","R.Kral","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,"São Paulo",NA,NA,"53584","auto","1988","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"687","2021-03-01 11:55:41-03","UFPE","UFP","58915","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","Martins, S; Alves-Araújo, A; Mendes, K; Pinheiro, I","2009","01","05",NA,"Brasil",NA,NA,"Herbácea na margem de riacho entre rochas.; Herbácea na margem de riacho entre rochas.; Vegetação arbustiva-arbórea.","UFP058915","329",NA,"Poales","(Retz.) Link","Martins, S","Sergipe",NA,"-37.315299987793","-10.7578001022339",NA,"Areia Branca",NA,NA,"11840","auto","2008","01","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"688","2021-03-01 11:55:41-03","UFPE","UFP","15137","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","Luceño, M; Alves, M; Vanzela, ALL; Mendes A.P.; Rocha, EA; Costa; Silva, MB; Romero, I","1996","06","20",NA,"Brasil",NA,NA,"Frequente.; Frequente.","UFP015137","UFP15137",NA,"Poales","(Retz.) Link",NA,"Bahia",NA,"-41.3899993896484","-12.563099861145",NA,"Lençóis",NA,NA,"47385","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"689","2021-03-01 11:55:41-03","UFPE","UFP","34935","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","Alves, M; Alves, V; Arruda, R; M.Fantinati; Lima, L; A.Yoshitake; Carvalho, A","2000","08","24",NA,"Brasil",NA,NA,"Erva cespitosa, margem do córrego em solo arenoso-pedregoso, base das folhas e glumas marrons.; Erva cespitosa, margem do córrego em solo arenoso-pedregoso, base das folhas e glumas marrons.","UFP034935","2138",NA,"Poales","(Retz.) Link",NA,"Minas Gerais",NA,"-43.7449989318848","-19.513599395752",NA,"Jaboticatubas","1000","1100","31264","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"690","2020-09-25 10:43:08-03","UFPE","UFP","12194","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","Luceño, M; Vanzela, ALL","1995","12",NA,NA,"Brasil",NA,NA,NA,"UFP012194","UFP12194",NA,"Poales","(Retz.) Link","Luceño, M","Paraná",NA,"-50.5802993774414","-23.9108009338379",NA,"Sapopema",NA,NA,"21990","auto","1996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"691","2021-03-01 11:55:41-03","UFPE","UFP","11156","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","Rodrigues, SM",NA,NA,NA,NA,"Brasil",NA,NA,"Erva ereta com 60 cm. Inflorescência amarronzada.; Erva ereta com 60 cm. Inflorescência amarronzada.","UFP011156","UFP11156",NA,"Poales","(Retz.) Link","Luceño, M","Piauí",NA,"-45.3438987731934","-9.83166980743408",NA,"Gilbués",NA,NA,"69776","auto","1995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"692","2021-03-01 11:55:41-03","UFPE","UFP","39286","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","Soares, E","1921","01","09",NA,"Brasil",NA,NA,"Terrenos brejosos.; Terrenos brejosos.","UFP039286","s.n.",NA,"Poales","(Retz.) Link","R.Kral","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,"São Paulo",NA,NA,"53584","auto","1988","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"693","2020-09-12 05:00:02-03","US","US","2371494","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","R. Freund & S. Freund","1961","12","2","South America - Neotropics","Suriname",NA,NA,NA,NA,"R 4 B",NA,"Cyperales","(Retz.) Link","Svenson, H. K.",NA,"Kaysergebergte Airstrip, south central Suriname, 45 km above confl. with Lucie R.","-56.46","3.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA,NA
"694","2020-09-12 05:00:02-03","US","US","1802995","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","J. Saer","1929",NA,NA,"South America - Neotropics","Venezuela",NA,NA,NA,"US02088196","318",NA,"Cyperales","(Retz.) Link",NA,"Lara","Between Yaritagua o Duaca",NA,NA,"US02088196_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA,NA
"695","2020-09-12 05:00:02-03","US","US","1120730","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","H. F. Pittier","1921","7","23","South America - Neotropics","Venezuela",NA,NA,NA,"US02088194","9640",NA,"Cyperales","(Retz.) Link",NA,NA,"In swamp, Lagune del Espino, near Caracas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA,NA
"696","2020-09-12 05:00:02-03","US","US","2846023","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","G. Davidse, M. Ramia & R. Montes","1973","12","4","South America - Neotropics","Venezuela",NA,NA,NA,"US00866000","4890",NA,"Cyperales","(Retz.) Link","Davidse, G.","Bolívar","Gran Sabana, km 202, S of El Dorado along road to Santa Elena, Salto Cama","-61.21","5.4",NA,NA,"1000",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA,NA
"697","2020-09-12 05:00:02-03","US","US","3154330","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata",NA,"1933","9",NA,"South America - Neotropics","Brazil",NA,NA,NA,"US02088231","2914",NA,"Cyperales","(Retz.) Link",NA,"Pernambuco","Tapera",NA,NA,"US02088231_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA,NA
"698","2020-09-12 05:00:02-03","US","US","1175344","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","C. Osten","1910","3","13","South America","Uruguay",NA,NA,NA,"US02088208","5343",NA,"Cyperales","(Retz.) Link",NA,"Montevideo","Carrasco",NA,NA,"US02088208_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA,NA
"699","2020-09-12 05:00:02-03","US","US","1124159","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","M. Glaziou","1889","1","24","South America","Brazil",NA,NA,NA,"US02088235","17867",NA,"Cyperales","(Retz.) Link",NA,NA,"Serra da Leubevio [interpreted], Minas",NA,NA,"US02088235_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA,NA
"700","2020-09-12 05:00:02-03","US","US","1199245","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","A. Goeldi",NA,NA,NA,"South America - Neotropics","Brazil",NA,NA,NA,"US02088234","1036",NA,"Cyperales","(Retz.) Link",NA,"Pará",NA,NA,NA,"US02088234_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA,NA
