"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","individualCount","class","relatedCatalogItem"
"11","2021-03-01 16:26:43-03","UNICAMP","UEC","158161","S","Plantae","Magnoliopsida",NA,"Bignoniaceae","Tabebuia","riodocensis","Tabebuia riodocensis","A.H.Gentry","Zuntini, AR","Zuntini, AR; Souza, M; Siqueira, GS","116","2007","09","18",NA,"Brazil","Espírito Santo","Linhares","Reserva Natural da CVDR (Reserva de Linhares), Estrada Ipê amarelo, km 0,46; lado direito, beira da estrada. Coleta IAS-063.","-40.0722007751465","-19.3910999298096",NA,"Árvore, 35m. botões esverdeados. Cálice bege e corola amarela.","UEC015173","UEC015173",NA,"2007","10",NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA
"12","2020-04-27 16:08:57-03","UFES","VIES","23935","S","Plantae",NA,NA,"Bignoniaceae","Handroanthus","riodocensis","Handroanthus riodocensis","(A.H.Gentry) S.Grose","Assis, A.M.","Assis, A.M.; Cribari, R. S.; Vago, A. M. & Santos, R.","2531","2010","08","07",NA,"Brasil","Espírito Santo","Serra","Vertente sudeste. Acesso pelo Bairro Jardim Tropical (Trilha de FURNAS). APA Mestre Álvaro","-40.307222","-20.18",NA,NA,"VIES023935","VIES023935",NA,"2010","08","07",NA,NA,"40º18'26''W","20º10'48''S","225","225",NA,NA,NA
"13","2020-04-27 16:08:57-03","UFES","VIES","23959","S","Plantae",NA,NA,"Bignoniaceae","Handroanthus","riodocensis","Handroanthus riodocensis","(A.H.Gentry) S.Grose","Assis, A.M.","Santos, R.; Assis, A.M.; Cribari, R.S. & Boelho, R.M.","14","2010","10","08",NA,"Brasil","Espírito Santo","Serra","Vertente sudeste. Acesso pelo Bairro Jardim Tropical (Trilha de FURNAS). APA Mestre Álvaro","-40.3075","-20.183056",NA,NA,"VIES023959","VIES023959",NA,"2010","10","08",NA,NA,"40º18'27''W","20º10'59''S","180","180",NA,NA,NA
"14","2021-04-05 11:05:56-03","UNESP-IBB","BOTUW","132","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Tabebuia","riodocensis","Tabebuia riodocensis","A. Gentry",NA,NA,NA,NA,NA,NA,NA,"Brasil","Espírito Santo",NA,"Comp. Vale do Rio Doce","-40.533333","-19.866667",NA,NA,"BOTUW000132",NA,NA,NA,NA,NA,NA,NA,"40°32'W","19°52'S",NA,NA,NA,NA,NA
"15","2020-06-29 09:29:49-03","UFRRJ","RBR","1112","S","Plantae",NA,NA,"Bignoniaceae","Handroanthus","riodocensis","Handroanthus riodocensis","(A.H.Gentry) S.Grose","T.A. Amorim","I.A. Silva","11","1978","07","25",NA,"Brasil","Espírito Santo","Linhares","Reserva Florestal da CVRD. Linhares, ES. Estrada 151, Km 0.186, talhão 502.","-40.0722007751465","-19.3910999298096",NA,NA,"RBR00001112","RBR00001112","Paratipo","2018","08","14","48094","auto",NA,NA,NA,NA,NA,NA,NA
"16","2020-06-29 09:29:49-03","UFRRJ","RBR","1265","S","Plantae",NA,NA,"Bignoniaceae","Handroanthus","riodocensis","Handroanthus riodocensis","(A.H.Gentry) S.Grose","R.A. Coelho","I.A. Silva","5679","1979","08","24",NA,"Brasil","Espírito Santo","Linhares","Reserva Florestal de Linhares, Estrada 161","-40.0722007751465","-19.3910999298096",NA,NA,"RBR00001265","RBR00001265",NA,"2016","11","09","48094","auto",NA,NA,NA,NA,NA,NA,NA
"17","2009-09-29 12:11:00-03","MO","MOBOT","100218324","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Handroanthus","riodocensis","Handroanthus riodocensis","(A.H. Gentry) S.O. Grose","A.R. Zuntini","A.R. Zuntini","Zuntini 115","2007","9","18","South America","Brazil","Espírito Santo",NA,"Sooretama: Reserva Natural da Companhia Vale do Rio Doce (Reserva de Linhares). Estrada da Gávea, km 14,5, lado esquerdo, 200 m antes da estrada do Parajú.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"18","2009-09-29 12:14:00-03","MO","MOBOT","100218325","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Tabebuia","riodocensis","Tabebuia riodocensis","A.H. Gentry","A.R. Zuntini","A.R. Zuntini","Zuntini 116","2007","9","18","South America","Brazil","Espírito Santo",NA,"Sooretama: Reserva Natural da Companhia Vale do Rio Doce (Reserva de Linhares). Estrada Ipê amarelo, km 0,46, lado direito, na beira da estrada. Coleta IAS-063.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"19","2013-12-01 05:44:00-02","MO","MOBOT","1043729","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Tabebuia","riodocensis","Tabebuia riodocensis","A.H. Gentry","A. Gentry, 1988 (MO)","Romeu P. Belém","Belém 3762","1968","6","27","South America","Brazil","Minas Gerais",NA,"Rod. BR 4 km 924.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2012-10-17 05:07:00-03","MO","MOBOT","1044810","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Tabebuia","riodocensis","Tabebuia riodocensis","A.H. Gentry","A. Gentry, 1988 (MO)","Talmon S. dos Santos","Santos 1892","1971","8","23","South America","Brazil","Bahia",NA,"Jussari, km 5 da rod. a Palmira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2012-07-28 05:08:00-03","MO","MOBOT","1044830","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Tabebuia","riodocensis","Tabebuia riodocensis","A.H. Gentry","A. Gentry, 1988 (MO)","* SILVA","SILVA 11","1978","7","25","South America","Brazil","Espírito Santo",NA,"Proced. Reserva Florestal da CVRD, Linhares",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2012-07-28 05:08:00-03","MO","MOBOT","1047757","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Tabebuia","riodocensis","Tabebuia riodocensis","A.H. Gentry","A. Gentry, 1988 (MO)","* SILVA","SILVA 257","1981","9","9","South America","Brazil","Espírito Santo",NA,"Reserva Florestal da CVRD Est. Orelha de Macaco km 1,494",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2008-05-27 22:02:00-03","MO","MOBOT","1047758","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Tabebuia","riodocensis","Tabebuia riodocensis","A.H. Gentry","A. Gentry (MO)","D.A. Folli","Folli 322","1981","9","3","South America","Brazil","Espírito Santo",NA,"Reserva Florestal da CVRD Est. Mac Pele de Sapo km 4,935",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2008-05-27 22:02:00-03","MO","MOBOT","1047759","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Tabebuia","riodocensis","Tabebuia riodocensis","A.H. Gentry","A. Gentry, 1988 (MO)","D.A. Folli","Folli 100","1979","8","31","South America","Brazil","Espírito Santo",NA,"Reserva Florestal da CVRD Est. Carneiro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2012-07-28 05:08:00-03","MO","MOBOT","1047760","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Tabebuia","riodocensis","Tabebuia riodocensis","A.H. Gentry","A. Gentry, 1988 (MO)","* SILVA","SILVA 56","1979","8","24","South America","Brazil","Espírito Santo",NA,"Reserva Florestal da CVRD Est. Mac P de Sapo km 1,950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2011-02-10 09:20:00-02","MO","MOBOT","1272434","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Tabebuia","riodocensis","Tabebuia riodocensis","A.H. Gentry","A. Gentry, 1988 (MO)","I.A. Silva","Silva 252","1981","8","17","South America","Brazil","Espírito Santo",NA,"ant. 143, km 0.476",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2011-02-10 09:21:00-02","MO","MOBOT","1272437","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Tabebuia","riodocensis","Tabebuia riodocensis","A.H. Gentry","A. Gentry, 1988 (MO)","I.A. Silva","Silva 64","1979","8","28","South America","Brazil","Espírito Santo",NA,"Gavea, ant X-2, km 8045, lado direito.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2011-02-10 09:20:00-02","MO","MOBOT","1296280","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Tabebuia","riodocensis","Tabebuia riodocensis","A.H. Gentry","A.H. Gentry","I.A. Silva","Silva 63","1979","8","28","South America","Brazil","Espírito Santo",NA,"Reserva Florestal da CVRD. Linhares Esp. Santo Est. GÁVEA, ant. X-2, Km 7.810, lado esquerdo.",NA,NA,NA,NA,NA,NA,"Isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2011-02-26 17:55:00-03","MO","MOBOT","3393423","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Tabebuia","riodocensis","Tabebuia riodocensis","A.H. Gentry",NA,"D.A. Folli","Folli 100","1979",NA,NA,"South America","Brazil",NA,NA,"Reserva Florestal da CVRD. Linhares Esp. Santo Est., lado direito.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2008-05-27 22:02:00-03","MO","MOBOT","3393683","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Tabebuia","riodocensis","Tabebuia riodocensis","A.H. Gentry","Alywn H. Gentry","I","I 064","1979",NA,NA,"South America","Brazil",NA,NA,"Reserva Florestal da CVRD. Linhares Esp. Santo Est. X-2, km 8,045 aldo direito.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2008-05-27 22:02:00-03","MO","MOBOT","3393826","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Tabebuia","riodocensis","Tabebuia riodocensis","A.H. Gentry","Alwyn H. Gentry","I","I 011","1978",NA,NA,"South America","Brazil",NA,NA,"Reserva Florestal da CVRD. Linhares AEsp. Santo est. 151.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2008-05-27 22:02:00-03","MO","MOBOT","3393963","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Tabebuia","riodocensis","Tabebuia riodocensis","A.H. Gentry","Alywn H. Gentry","I","I 056","1979",NA,NA,"South America","Brazil",NA,NA,"Reserva florestal da CVRD. Linhares Esp. Santo Est. 161, km 1950 lado esquerdo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2008-05-27 22:02:00-03","MO","MOBOT","3394318","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Tabebuia","riodocensis","Tabebuia riodocensis","A.H. Gentry","Alywn H. Gentry","I","I 252","1981",NA,NA,"South America","Brazil",NA,NA,"Reserva Florestal da CVRD. Linhares Esp. Santo Est. Peroba-amarela., ant. 143, km 0.476, lado esquerdo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2008-05-27 22:02:00-03","MO","MOBOT","3394707","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Tabebuia","riodocensis","Tabebuia riodocensis","A.H. Gentry","Alwyn H. Gentry","I","I 257","1981",NA,NA,"South America","Brazil",NA,NA,"Reserva Florestal da CVRD. Linhares Esp. Santo Est. Orelha-de Macaco, km 1494, lado direito",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-06-15 15:29:09-03","UNESP-RC","HRCB","49169","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Handroanthus","riodocensis","Handroanthus riodocensis","(A.H.Gentry) S.O.Grose","Lorenzi, H.","Lombardi","7126","2008","01","23",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural da Companhia Vale do Rio Doce (CVRD)","-39.966667","-19.133333",NA,"Prensado em álcool. Cultivado no Arboreto. Árvore ca. 11m, folíolos herbáceos, estéril.",NA,NA,NA,"2008","01",NA,NA,NA,"39º58'W","19º08'S",NA,NA,NA,NA,NA
"36","2021-02-25 10:12:29-03","CVRD","CVRD","336","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Handroanthus","riodocensis","Handroanthus riodocensis","(A.H. Gentry) S. O. Grose","A. H. Gentry","Silva, I.A.","64","1979","08","28","América do Sul","BRASIL","ES","Linhares",NA,"-39.952659","-19.192589",NA,"<ll>dwc_commonname:</ll> Ipê amarelo","CVRD000336",NA,"PARATYPUS","1988","05","30",NA,NA,"-39,952659","-19,192589","29","29",NA,"Magnoliopsida",NA
"37","2021-02-25 10:12:29-03","CVRD","CVRD","335","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Handroanthus","riodocensis","Handroanthus riodocensis","(A.H. Gentry) S. O. Grose","A. H. Gentry","Silva, I.A.","63","1979","08","28","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Ipê amarelo","CVRD000335","CVRD000335","HOLOTYPUS","1988","05","30","48094","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA
"38","2021-02-25 10:12:29-03","CVRD","CVRD","10469","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Handroanthus","riodocensis","Handroanthus riodocensis","(A.H. Gentry) S. O. Grose","Domingos A. Folli","Folli, D.A.","5712","2007","09","25","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Ipê amarelo","CVRD010469",NA,NA,"2007","09","25","48094","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA
"39","2021-02-25 10:12:29-03","CVRD","CVRD","328","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Handroanthus","riodocensis","Handroanthus riodocensis","(A.H. Gentry) S. O. Grose","A. H. Gentry","Silva, I.A.","56","1979","08","24","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Ipê amarelo","CVRD000328",NA,"PARATYPUS","1988","05","30","48094","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA
"40","2021-02-25 10:12:29-03","CVRD","CVRD","10433","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Handroanthus","riodocensis","Handroanthus riodocensis","(A.H. Gentry) S. O. Grose","Domingos A. Folli","Folli, D.A.","5689","2007","08","23","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,"Próximo a Casa do Calimã <ll>dwc_commonname:</ll> Ipê amarelo","CVRD010433",NA,NA,"2007","08","23","48094","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA
"41","2021-02-25 10:12:29-03","CVRD","CVRD","10449","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Handroanthus","riodocensis","Handroanthus riodocensis","(A.H. Gentry) S. O. Grose","Geovane S. Siqueira","Siqueira, G.S.","356","2007","09","18","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,"Coleta IAS - 63 Holotypo <ll>dwc_commonname:</ll> Ipê amarelo","CVRD010449",NA,NA,"2007","09","18","48094","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA
"42","2021-02-25 10:12:29-03","CVRD","CVRD","786","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Handroanthus","riodocensis","Handroanthus riodocensis","(A.H. Gentry) S. O. Grose","A. H. Gentry","Silva, I.A.","257","1981","09","09","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Ipê amarelo","CVRD000786",NA,"PARATYPUS","1988","05","30","48094","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA
"43","2021-02-25 10:12:29-03","CVRD","CVRD","775","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Handroanthus","riodocensis","Handroanthus riodocensis","(A.H. Gentry) S. O. Grose","A. H. Gentry","Silva, I.A.","252","1981","08","17","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Ipê amarelo","CVRD000775","CVRD000775","PARATYPUS","1988","05","30","48094","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA
"44","2021-02-25 10:12:29-03","CVRD","CVRD","2922","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Handroanthus","riodocensis","Handroanthus riodocensis","(A.H. Gentry) S. O. Grose","Marcos de Souza Menandro","Folli, D.A.","1227","1990","10","12","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Ipê amarelo","CVRD002922","CVRD002922",NA,"1990","10","12","48094","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA
"45","2021-02-25 10:12:29-03","CVRD","CVRD","780","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Handroanthus","riodocensis","Handroanthus riodocensis","(A.H. Gentry) S. O. Grose","A. H. Gentry","Folli, D.A.","322","1981","09","03","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Ipê amarelo","CVRD000780","CVRD000780",NA,"1988","05","30","48094","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA
"46","2021-02-25 10:12:29-03","CVRD","CVRD","67","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Handroanthus","riodocensis","Handroanthus riodocensis","(A.H. Gentry) S. O. Grose","A. H. Gentry","Silva, I.A.","11","1978","07","25","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Ipê amarelo","CVRD000067","CVRD000067",NA,"1988","05","30","48094","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA
"47","2021-02-25 10:12:29-03","CVRD","CVRD","10450","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Handroanthus","riodocensis","Handroanthus riodocensis","(A.H. Gentry) S. O. Grose","Geovane S. Siqueira","Siqueira, G.S.","355","2007","09","18","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,"Próximo a entrada para á estrada do Parajú 200 m, lado esquerdo. <ll>dwc_commonname:</ll> Ipê amarelo","CVRD010450",NA,NA,"2007","09","18","48094","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA
"48","2021-02-25 10:12:29-03","CVRD","CVRD","377","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Handroanthus","riodocensis","Handroanthus riodocensis","(A.H. Gentry) S. O. Grose","A. H. Gentry","Folli, D.A.","100","1979","08","31","América do Sul","BRASIL","ES","Linhares","Bloco 2 - 38 - I, Sítio 16","-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Ipê amarelo","CVRD000377",NA,"PARATYPUS","1988","05","30","48094","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA
"49","2021-02-25 10:12:29-03","CVRD","CVRD","12735","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Handroanthus","riodocensis","Handroanthus riodocensis","(A.H. Gentry) S. O. Grose","Alexandre R. Zuntini","Zuntini, A.R. et al.","116","2007","09","18","América do Sul","BRASIL","ES","Linhares","lado direito, na beira da estrada. Coleta IAS-063","-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Ipê amarelo","CVRD012735",NA,NA,"2007","09","18","48094","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA
