"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","phylum","order","recordNumber","continentOcean","minimumElevationInMeters","maximumElevationInMeters","preparationType","infraspecificEpithet","class","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","fieldNumber","individualCount","typeStatus"
"11","2021-03-30 12:38:58-03","EAO","IAN","84620","PreservedSpecimen","Plantae","Hypericaceae","Hypericum","mutilum","Hypericum mutilum","L.",NA,"Black, GA","1953","07","11","Estados Unidos",NA,NA,"Wayside weed, shade.&nf;Wasington, D.C.",NA,NA,NA,NA,NA,"IAN084620",NA,"Dicotiledônea",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-02-08 09:53:30-03","NBC","NL-BOTANY","L.2412660","PreservedSpecimen","Plantae","Guttiferae","Hypericum","mutilum","Hypericum mutilum","L.",NA,"Pedersen TM","1974","12","17","Argentina",NA,NA,"Carambola. Estancia 'Buena Vista'. Dep. Concepcion. Prov. Corrientes.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2412660 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2412660","NL-L2412660",NA,"Malpighiales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-02-08 09:53:30-03","NBC","NL-BOTANY","L.2412661","PreservedSpecimen","Plantae","Guttiferae","Hypericum","mutilum","Hypericum mutilum","L.",NA,"Pedersen TM","1967","10","19","Argentina",NA,NA,"Estancia,,La Soledad'. Santiago. Dep. Misiones.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2412661 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2412661","NL-L2412661",NA,"Malpighiales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-02-08 09:53:30-03","NBC","NL-BOTANY","L.2412663","PreservedSpecimen","Plantae","Guttiferae","Hypericum","mutilum","Hypericum mutilum","L.",NA,"Sellow F",NA,NA,NA,"Brazil",NA,NA,"Brasilia.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2412663 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2412663","NL-L2412663",NA,"Malpighiales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-02-08 09:53:30-03","NBC","NL-BOTANY","U.1204644","PreservedSpecimen","Plantae","Guttiferae","Hypericum","mutilum","Hypericum mutilum","L.",NA,"Pedersen TM","1951","01","13","Argentina",NA,NA,"Estancia Santa Teresa, on the bank of the Santa Lucía, DEp: Mburucuyá, prov. Corrientes.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1204644 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1204644","NL-U1204644",NA,"Malpighiales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-02-08 09:53:30-03","NBC","NL-BOTANY","U.1204952","PreservedSpecimen","Plantae","Guttiferae","Hypericum","mutilum","Hypericum mutilum","L.",NA,"Lindeman JC; Haas JH de","1966","12","29","Brazil",NA,NA,"Flora Brasiliae Australis, hab. est. Paraná, Rio Grande do Sul near canoas, 15 km N. of Pôrto Alegre.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1204952 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1204952","NL-U1204952",NA,"Malpighiales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-02-08 09:53:30-03","NBC","NL-BOTANY","U.1204670","PreservedSpecimen","Plantae","Guttiferae","Hypericum","mutilum","Hypericum mutilum mutilum",NA,NA,"León H; et al.","1986","06","15","Colombia",NA,NA,"Depto. de Nariño, reserva natural La Planada near Ricaurte.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1204670 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1204670","NL-U1204670",NA,"Malpighiales",NA,"Southern America",NA,NA,NA,"mutilum","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-11-04 11:11:17-03","ESALQ","ESA","118525","PreservedSpecimen","Plantae","Hypericaceae","Hypericum","mutilum","Hypericum mutilum",NA,"Rodrigues, M.E.F.","Rodrigues, M.E.F.","2008","12","01","Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,"ESA118525","ESA118525","Magnoliophyta",NA,"469.0",NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA
"19","2021-01-14 15:31:15-03","MN","R","7515","PreservedSpecimen","Plantae","Hypericaceae","Hypericum","mutilum","Hypericum mutilum","L.",NA,"Glaziou, A.F.M.","1876","11","20","Brasil","Rio de Janeiro","Itatiaia",NA,"-44.5633010864258","-22.4960994720459",NA,NA,"Plantas do Brasil Central","R000007515","R000007515_001",NA,NA,"8284",NA,NA,NA,NA,NA,NA,"19648","auto",NA,NA,NA,NA,NA,NA
"20","2019-08-27 13:33:39-03","IAP","PACA-AGP","8529","PreservedSpecimen","Plantae","Guttiferae","Hypericum","mutilum","Hypericum mutilum","L.","Emrich-Rambo","Rambo, B.","1942","01","13","Brasil","RS","Bom Jesus","Rio dos Touros","-50.4166984558105","-28.6678009033203",NA,NA,"Habitat: in paludosis Fenofase: flor e fruto","PACA008529",NA,"Magnoliophyta","Theales",NA,NA,NA,NA,NA,NA,"Magnoliatae","55856","auto","1954","08","03",NA,NA,NA
"21","2019-08-27 13:33:39-03","IAP","PACA-AGP","33298","PreservedSpecimen","Plantae","Guttiferae","Hypericum","mutilum","Hypericum mutilum","L.","Emrich-Rambo","Emrich, K.","1946","02","26","Brasil","RS","Canela","Caracol","-50.815601348877","-29.3656005859375",NA,NA,"Habitat: ad rivum Fenofase: flor e fruto","PACA033298",NA,"Magnoliophyta","Theales",NA,NA,NA,NA,NA,NA,"Magnoliatae","16452","auto","1954","08","03",NA,NA,NA
"22","2019-08-27 13:33:39-03","IAP","PACA-AGP","30832","PreservedSpecimen","Plantae","Guttiferae","Hypericum","mutilum","Hypericum mutilum","L.","Emrich-Rambo","Rambo, B.","1946","01","31","Brasil","RS","Caxias do Sul","Vila Oliva","-51.1794013977051","-29.1681003570557",NA,NA,"Habitat: in paludosis Fenofase: flor e fruto","PACA030832",NA,"Magnoliophyta","Theales",NA,NA,NA,NA,NA,NA,"Magnoliatae","49662","auto","1954","08","03",NA,NA,NA
"23","2019-08-27 13:33:39-03","IAP","PACA-AGP","56656","PreservedSpecimen","Plantae","Guttiferae","Hypericum","mutilum","Hypericum mutilum","L.","Emrich-Rambo","Rambo, B.","1955","02","08","Brasil","RS","Caxias do Sul","Vila Oliva","-51.1794013977051","-29.1681003570557",NA,NA,"Habitat: in paludosis Fenofase: flor","PACA056656",NA,"Magnoliophyta","Theales",NA,NA,NA,NA,NA,NA,"Magnoliatae","49662","auto","1955","04","10",NA,NA,NA
"24","2019-08-27 13:33:39-03","IAP","PACA-AGP","40180","PreservedSpecimen","Plantae","Guttiferae","Hypericum","mutilum","Hypericum mutilum","L.","Emrich-Rambo","Rambo, B.","1949","01","27","Brasil","RS","Farroupilha","Santa Rita","-51.3478012084961","-29.2250003814697",NA,NA,"SEM MATERIAL Habitat: in palude Fenofase: flor e fruto","PACA040180",NA,"Magnoliophyta","Theales",NA,NA,NA,NA,NA,NA,"Magnoliatae","19545","auto","1954","08","03",NA,NA,NA
"25","2019-08-27 13:33:39-03","IAP","PACA-AGP","39533","PreservedSpecimen","Plantae","Guttiferae","Hypericum","mutilum","Hypericum mutilum","L.","Emrich-Rambo","Rambo, B.","1949","01","07","Brasil","RS","Gravataí","Cachoeirinha","-50.9919013977051","-29.9444007873535",NA,NA,"Habitat: in paludosis herbosis Fenofase: flor e fruto","PACA039533",NA,"Magnoliophyta","Theales",NA,NA,NA,NA,NA,NA,"Magnoliatae","25424","auto","1954","08","03",NA,NA,NA
"26","2019-08-27 13:33:39-03","IAP","PACA-AGP","32643","PreservedSpecimen","Plantae","Guttiferae","Hypericum","mutilum","Hypericum mutilum","L.","Emrich-Rambo","Henz, E.","1945","11","05","Brasil","RS","Montenegro","Pareci","-51.4611015319824","-29.6886005401611",NA,NA,"Habitat: in paludosis Fenofase: flor e fruto","PACA032643",NA,"Magnoliophyta","Theales",NA,NA,NA,NA,NA,NA,"Magnoliatae","21601","auto","1954","08","03",NA,NA,NA
"27","2019-08-27 13:33:39-03","IAP","PACA-AGP","31717","PreservedSpecimen","Plantae","Guttiferae","Hypericum","mutilum","Hypericum mutilum","L.","Emrich-Rambo","Rambo, B.","1945","12","12","Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,NA,"Habitat: in palude Fenofase: flor e fruto","PACA031717",NA,"Magnoliophyta","Theales",NA,NA,NA,NA,NA,NA,"Magnoliatae","29946","auto","1954","08","03",NA,NA,NA
"28","2019-08-27 13:33:39-03","IAP","PACA-AGP","36139","PreservedSpecimen","Plantae","Guttiferae","Hypericum","mutilum","Hypericum mutilum","L.","Emrich-Rambo","Rambo, B.","1948","02",NA,"Brasil","RS","São Francisco de Paula","Cambara","-50.5835990905762","-29.4480991363525",NA,NA,"Habitat: in palude Fenofase: flor e fruto","PACA036139",NA,"Magnoliophyta","Theales",NA,NA,NA,NA,NA,NA,"Magnoliatae","76715","auto","1954","08","03",NA,NA,NA
"29","2019-08-27 13:33:39-03","IAP","PACA-AGP","4274","PreservedSpecimen","Plantae","Guttiferae","Hypericum","mutilum","Hypericum mutilum","L.","Emrich-Rambo","Rambo, B.","1941","02","06","Brasil","RS","São Francisco de Paula","Cambará","-50.5835990905762","-29.4480991363525",NA,NA,"Habitat: in paludosis Fenofase: flor","PACA004274",NA,"Magnoliophyta","Theales",NA,NA,NA,NA,NA,NA,"Magnoliatae","76715","auto","1954","08","03",NA,NA,NA
"30","2019-08-27 13:33:39-03","IAP","PACA-AGP","11561","PreservedSpecimen","Plantae","Guttiferae","Hypericum","mutilum","Hypericum mutilum","L.","Emrich-Rambo","P. Buck SJ","1944","01",NA,"Brasil","RS","São Francisco de Paula","Fazenda Englert","-50.5835990905762","-29.4480991363525",NA,NA,"Habitat: in paludosis Fenofase: flor e fruto","PACA011561",NA,"Magnoliophyta","Theales",NA,NA,NA,NA,NA,NA,"Magnoliatae","76715","auto","1954","08","03",NA,NA,NA
"31","2019-08-27 13:33:39-03","IAP","PACA-AGP","53916","PreservedSpecimen","Plantae","Guttiferae","Hypericum","mutilum","Hypericum mutilum","L.","Emrich-Rambo","Rambo, B.","1953","02","20","Brasil","RS","São Francisco de Paula","Serra do Fachinal","-50.5835990905762","-29.4480991363525",NA,NA,"SEM MATERIAL Habitat: in paludosis herbosis Fenofase: flor e fruto","PACA053916",NA,"Magnoliophyta","Theales",NA,NA,NA,NA,NA,NA,"Magnoliatae","76715","auto","1954","08","03",NA,NA,NA
"32","2019-08-27 13:33:39-03","IAP","PACA-AGP","38591","PreservedSpecimen","Plantae","Guttiferae","Hypericum","mutilum","Hypericum mutilum","L.","Emrich-Rambo","Rambo, B.","1948","12","07","Brasil","RS","São Leopoldo","ad montem das Cabras","-51.1472015380859","-29.7602996826172",NA,NA,"Habitat: in palude Fenofase: flor e fruto","PACA038591",NA,"Magnoliophyta","Theales",NA,NA,NA,NA,NA,NA,"Magnoliatae","10287","auto","1954","08","03",NA,NA,NA
"33","2019-08-27 13:33:39-03","IAP","PACA-AGP","38996","PreservedSpecimen","Plantae","Guttiferae","Hypericum","mutilum","Hypericum mutilum","L.","Emrich-Rambo","Rambo, B.","1948","12","20","Brasil","RS","São Leopoldo","ad montem Steinkopf","-51.1472015380859","-29.7602996826172",NA,NA,"Habitat: in paludosis Fenofase: flor e fruto","PACA038996",NA,"Magnoliophyta","Theales",NA,NA,NA,NA,NA,NA,"Magnoliatae","10287","auto","1954","08","03",NA,NA,NA
"34","2019-08-27 13:33:39-03","IAP","PACA-AGP","52809","PreservedSpecimen","Plantae","Guttiferae","Hypericum","mutilum","Hypericum mutilum","L.","Emrich-Rambo","Emrich, K.","1953","01",NA,"Brasil","RS","Canela","Caracol","-50.815601348877","-29.3656005859375",NA,NA,"Habitat: in paludosis dumetosis Fenofase: flor e fruto","PACA052809",NA,"Magnoliophyta","Theales",NA,NA,NA,NA,NA,NA,"Magnoliatae","16452","auto","1954","08","03",NA,NA,NA
"35","2019-08-27 13:33:39-03","IAP","PACA-AGP","3846","PreservedSpecimen","Plantae","Guttiferae","Hypericum","mutilum","Hypericum mutilum","L.","Emrich-Rambo","Rambo, B.","1941","01","05","Brasil","RS","Caxias do Sul","São Valentino","-51.1794013977051","-29.1681003570557",NA,NA,"Habitat: in paludosis Fenofase: flor","PACA003846",NA,"Magnoliophyta","Theales",NA,NA,NA,NA,NA,NA,"Magnoliatae","49662","auto","1954","08","03",NA,NA,NA
"36","2019-08-27 13:33:39-03","IAP","PACA-AGP","59422","PreservedSpecimen","Plantae","Guttiferae","Hypericum","mutilum","Hypericum mutilum","L.","Emrich-Rambo","Camargo, O. R.","1956","12","10","Brasil","RS","Farroupilha",NA,"-51.3478012084961","-29.2250003814697",NA,NA,"Habitat: in paludosis Fenofase: flor","PACA059422",NA,"Magnoliophyta","Theales","1036",NA,NA,NA,NA,NA,"Magnoliatae","19545","auto","1957","05","03",NA,NA,NA
"37","2019-08-27 13:33:39-03","IAP","PACA-AGP","45692","PreservedSpecimen","Plantae","Guttiferae","Hypericum","mutilum","Hypericum mutilum","L.","Emrich-Rambo","Rambo, B.","1950","02","07","Brasil","RS","Farroupilha","Santa Rita","-51.3478012084961","-29.2250003814697",NA,NA,"Habitat: in palude Fenofase: flor e fruto","PACA045692",NA,"Magnoliophyta","Theales",NA,NA,NA,NA,NA,NA,"Magnoliatae","19545","auto","1954","08","03",NA,NA,NA
"38","2019-08-27 13:33:39-03","IAP","PACA-AGP","52089","PreservedSpecimen","Plantae","Guttiferae","Hypericum","mutilum","Hypericum mutilum","L.","Emrich-Rambo","Rambo, B.","1952","02","20","Brasil","RS","São Francisco de Paula","Jaquirana","-50.5835990905762","-29.4480991363525",NA,NA,"Habitat: in paludosis herbosis Fenofase: flor e fruto","PACA052089",NA,"Magnoliophyta","Theales",NA,NA,NA,NA,NA,NA,"Magnoliatae","76715","auto","1954","08","03",NA,NA,NA
"39","2019-08-27 13:33:39-03","IAP","PACA-AGP","54012","PreservedSpecimen","Plantae","Guttiferae","Hypericum","mutilum","Hypericum mutilum","L.","Emrich-Rambo","Rambo, B.","1953","01","20","Brasil","RS","São Francisco de Paula","Serra do Fachinal","-50.5835990905762","-29.4480991363525",NA,NA,"SEM MATERIAL Habitat: in sphagneto Fenofase: flor e fruto","PACA054012",NA,"Magnoliophyta","Theales",NA,NA,NA,NA,NA,NA,"Magnoliatae","76715","auto","1954","08","03",NA,NA,NA
"40","2019-08-27 13:33:39-03","IAP","PACA-AGP","32272","PreservedSpecimen","Plantae","Guttiferae","Hypericum","mutilum","Hypericum mutilum","L.","Emrich-Rambo","Rambo, B.","1946","02","16","Brasil","RS","São Francisco de Paula","Tainhas","-50.5835990905762","-29.4480991363525",NA,NA,"Habitat: in palude Fenofase: flor e fruto","PACA032272",NA,"Magnoliophyta","Theales",NA,NA,NA,NA,NA,NA,"Magnoliatae","76715","auto","1954","08","03",NA,NA,NA
"41","2019-08-27 13:33:39-03","IAP","PACA-AGP","1928","PreservedSpecimen","Plantae","Guttiferae","Hypericum","mutilum","Hypericum mutilum","L.","Emrich-Rambo","Rambo, B.","1936","01","28","Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,"Habitat: in subpaludosis graminosis Fenofase: flor e fruto","PACA001928",NA,"Magnoliophyta","Theales",NA,NA,NA,NA,NA,NA,"Magnoliatae","10287","auto","1954","08","03",NA,NA,NA
"42","2019-08-27 13:33:39-03","IAP","PACA-AGP","38769","PreservedSpecimen","Plantae","Guttiferae","Hypericum","mutilum","Hypericum mutilum","L.","Emrich-Rambo","Rambo, B.","1948","12","14","Brasil","RS","São Sebastião do Caí","Conceição","-51.3755989074707","-29.5867004394531",NA,NA,"Habitat: in palude Fenofase: flor","PACA038769",NA,"Magnoliophyta","Theales",NA,NA,NA,NA,NA,NA,"Magnoliatae","12036","auto","1954","08","03",NA,NA,NA
"43","2020-03-09 19:24:32-03","UFJF","CESJ","73075","PreservedSpecimen","Plantae","Hypericaceae","Hypericum","mutilum","Hypericum mutilum","L.","C. Vogel-Ely","S.A.L. Bordignon; A. Knob",NA,NA,NA,"Brasil","Rio Grande do Sul","Caxias do Sul","Criúva","-51.1794013977051","-29.1681003570557",NA,NA,NA,"CESJ073075",NA,"Angiosperma",NA,"122","América do Sul",NA,NA,NA,NA,NA,"49662","auto","2013","09","18",NA,NA,NA
"44","2019-08-20 10:15:52-03","UNICAMP","UEC","106869","S","Plantae","Hypericaceae","Hypericum","mutilum","Hypericum mutilum","L.",NA,"Leitão Filho, HF; Rodrigues, RR; Lisboa, MLG; Grecco, MDN; Cardoso-Leite, E; Goldenberg, R","1996","01","29","Brazil","São Paulo","Ubatuba","Estrada Ubatuba-São Luiz Paraitinga, 3km","-44.852778","-23.375","-44.852778","-23.375","Flores, Mata de planície. Herbácea, flores alaranjadas. 0,5m de altura.","UEC114217","UEC114217","Magnoliopsida",NA,"34487",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-08-20 10:15:52-03","UNICAMP","UEC","125269","S","Plantae","Hypericaceae","Hypericum","mutilum","Hypericum mutilum","L.","Bittrich, V","Tozzi, AMGA; Kinoshita, LS","2000","11","23","Brazil","Minas Gerais","Santana do Riacho","Lapinha, Pico do Breu, Serra do Cipó, campo rupestre.","-43.7","-19.166667","-43.7","-19.166667","Flores, Erva, frutos imaturos verdes (base do Pico do Breu).","UEC114192","UEC114192","Magnoliopsida",NA,"604",NA,"1126","1126",NA,NA,NA,NA,NA,"2000","12",NA,NA,NA,NA
"46","2019-10-14 10:24:18-03","UNICAMP","UEC","175359","S","Plantae","Hypericaceae","Hypericum","mutilum","Hypericum mutilum","L.","Vogel Ely","Sobral, M; Barbosa, AM; Gontijo, D","2012","10","25","Brazil","Minas Gerais","Carandaí",NA,"-43.790833","-20.938889","-43.790833","-20.938889",NA,"UEC029575","UEC029575","Magnoliopsida",NA,"15086",NA,NA,NA,NA,NA,NA,NA,NA,"2017","02","23",NA,NA,NA
"47","2019-08-20 10:15:52-03","UNICAMP","UEC","80233","S","Plantae","Hypericaceae","Hypericum","mutilum","Hypericum mutilum","L.",NA,"Leitão Filho, HF; Rodrigues, RR; Lisboa, MLG; Grecco, MDN; Cardoso-Leite, E; Goldenberg, R","1996","01","29","Brazil","São Paulo","Ubatuba","Estrada Ubatuba-São Luiz Paraitinga, 3km","-44.852778","-23.375","-44.852778","-23.375","Flores, Mata de planície. Herbácea, flores alaranjadas. 0,5m de altura.","UEC065511","UEC065511","Magnoliopsida",NA,"34487",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2019-08-20 10:15:52-03","UNICAMP","UEC","23012","S","Plantae","Hypericaceae","Hypericum","mutilum","Hypericum mutilum","L.",NA,"Leitão Filho, HF; Martins, FR; Shepherd, GJ","1980","12","11","Brazil","Minas Gerais","Lavras","Poço Bonito.","-44.999698638916","-21.2453002929688",NA,NA,"Flores, Herbáceo até 30cm, flores amarelas, nas proximidades do curso da água.","UEC114220","UEC114220","Magnoliopsida",NA,"12015",NA,NA,NA,NA,NA,NA,"20044","auto",NA,NA,NA,NA,NA,NA
"49","2019-08-20 10:15:52-03","UNICAMP","UEC","38084","S","Plantae","Hypericaceae","Hypericum","mutilum","Hypericum mutilum","L.","Sobral, M","Sobral, M; Silva, R","1986","02",NA,"Brazil","Rio Grande do Sul","Canela","Junto à sede da Fl. Nac Canela.","-50.815601348877","-29.3656005859375",NA,NA,"Flores, Flores amarelas.","UEC142882","UEC142882","Magnoliopsida",NA,"4913",NA,NA,NA,NA,NA,NA,"16452","auto","1986","02",NA,NA,NA,NA
"50","2019-08-20 10:15:52-03","UNICAMP","UEC","5522","S","Plantae","Hypericaceae","Hypericum","mutilum","Hypericum mutilum","L.",NA,"Gibbs, PE; Kinoshita, LS; Leitão Filho, HF; Andrade, JB","1976","11","08","Brazil","São Paulo","Cunha","Estrada Guaratinguetá.","-44.9599990844727","-23.0699996948242",NA,NA,"Flores, Subarbusto até 50cm, flores amarelas.","UEC114223","UEC114223","Magnoliopsida",NA,"3412",NA,NA,NA,NA,NA,NA,"38855","auto",NA,NA,NA,NA,NA,NA
