"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","year","month","day","phylum","order","identifiedBy","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","county","scientificNameAuthorship","typeStatus","imagecode","decimalLongitude","decimalLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","relatedCatalogItem","infraspecificEpithet","relationshipType","individualCount","fieldNumber"
"12","2021-03-15 16:37:00-03","NY","NYBG","484221","PreservedSpecimen","Plantae","Acanthaceae","Dicliptera","squarrosa","Dicliptera squarrosa","W. Hoehne","s.n.","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=410037' target='other'> <mi>dwc_moreinfo</mi></a>","NY00484221","1948","07","12","Magnoliophyta","Lamiales","M. H. Nee","São Paulo","Limeira: Mata da S.A.F.B. Fazenda Morro Azul.",NA,NA,"Limeira","Nees",NA,"NY00484221_01","-47.4","-22.56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","484222","PreservedSpecimen","Plantae","Acanthaceae","Dicliptera","squarrosa","Dicliptera squarrosa","R. Seidel","661","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=410035' target='other'> <mi>dwc_moreinfo</mi></a>","NY00484222","1986","06","20","Magnoliophyta","Lamiales","M. H. Nee","Santa Cruz","San Ignacio 6 km hacia San Antonio del Cerro.","400","400","José Miguel de Velasco","Nees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","309923","PreservedSpecimen","Plantae","Acanthaceae","Dicliptera","squarrosa","Dicliptera squarrosa","M. H. Nee","49912","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=586764' target='other'> <mi>dwc_moreinfo</mi></a>","NY00309923","1998","06","26","Magnoliophyta","Lamiales","M. H. Nee","Tarija","19 km SSE (by air) of Entre Ríos, on road from Comunidad El Puesto to Chiquiacá.","1550","1700","Burnet O'Connor","Nees",NA,NA,"-64.13","-21.65",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","484232","PreservedSpecimen","Plantae","Acanthaceae","Dicliptera","squarrosa","Dicliptera squarrosa","W. G. F. Herter","1331","South America","Uruguay","sheet",NA,"Ex Herb.Hert.N.°8 5606 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=678153' target='other'> <mi>dwc_moreinfo</mi></a>","NY00484232","1930","02",NA,"Magnoliophyta","Lamiales","M. H. Nee","Colonia","Loc. Dict. San Luis.","100","100",NA,"Nees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","484223","PreservedSpecimen","Plantae","Acanthaceae","Dicliptera","squarrosa","Dicliptera squarrosa","E. Hassler","6874","South America","Paraguay","sheet",NA,"Herb.DC. 1902 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=410036' target='other'> <mi>dwc_moreinfo</mi></a>","NY00484223","1900","12",NA,"Magnoliophyta","Lamiales","M. H. Nee",NA,"Florula Cordillerae Centralis. In regione cursus superioris fluminis Y - acá.",NA,NA,NA,"Nees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","930156","PreservedSpecimen","Plantae","Acanthaceae","Dicliptera","squarrosa","Dicliptera squarrosa","L. Riedel","34","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1001548' target='other'> <mi>dwc_moreinfo</mi></a>","NY00930156","1824","01",NA,"Magnoliophyta","Lamiales",NA,"Minas Gerais",NA,NA,NA,NA,"Nees",NA,"NY00930156_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","484220","PreservedSpecimen","Plantae","Acanthaceae","Dicliptera","squarrosa","Dicliptera squarrosa","T. Morong","200","South America","Paraguay","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=318087' target='other'> <mi>dwc_moreinfo</mi></a>","NY00484220","1888",NA,NA,"Magnoliophyta","Lamiales","M. H. Nee",NA,"Central Paraguay",NA,NA,NA,"Nees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","484226","PreservedSpecimen","Plantae","Acanthaceae","Dicliptera","squarrosa","Dicliptera squarrosa","Y. E. J. Mexia","5010","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=560195' target='other'> <mi>dwc_moreinfo</mi></a>","NY00484226","1930","08","27","Magnoliophyta","Lamiales","D. C. Wasshausen","Minas Gerais","Districto Ilheu. Fazenda da Tabunha; old road through forest.","210","210",NA,"Nees",NA,"NY00484226_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","930157","PreservedSpecimen","Plantae","Acanthaceae","Dicliptera","squarrosa","Dicliptera squarrosa","H. S. Irwin","17871","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1001556' target='other'> <mi>dwc_moreinfo</mi></a>","NY00930157","1966","06","27","Magnoliophyta","Lamiales","M. H. Nee","Goiás","Ca. 50 km. S. of Caiapônia, road to Jataí. Serra do Caiapó.","900","900","Caiapônia","Nees",NA,"NY00930157_01","-51.77","-17.35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","484224","PreservedSpecimen","Plantae","Acanthaceae","Dicliptera","squarrosa","Dicliptera squarrosa","G. G. Hatschbach","23918","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=560196' target='other'> <mi>dwc_moreinfo</mi></a>","NY00484224","1970","02","26","Magnoliophyta","Lamiales","M. H. Nee","Paraná","Vila Parolim.",NA,NA,"Curitiba","Nees",NA,"NY00484224_01","-49.2731","-25.4281",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","1549911","PreservedSpecimen","Plantae","Acanthaceae","Dicliptera","squarrosa","Dicliptera squarrosa","P. K. H. Dusén","8217","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1804581' target='other'> <mi>dwc_moreinfo</mi></a>","NY01549911","1909","06","05","Magnoliophyta","Lamiales","M. H. Nee","Paraná","Serra do Mar, Itupara.",NA,NA,NA,"Nees",NA,"NY01549911_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","390587","PreservedSpecimen","Plantae","Acanthaceae","Dicliptera","squarrosa","Dicliptera squarrosa","M. H. Nee","49716","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=586770' target='other'> <mi>dwc_moreinfo</mi></a>","NY00390587","1998","06","10","Magnoliophyta","Lamiales","M. H. Nee","Santa Cruz","Barrio MacDonald.","420","420","Andrés Ibáñez","Nees",NA,NA,"-63.18","-17.77",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","1549910","PreservedSpecimen","Plantae","Acanthaceae","Dicliptera","squarrosa","Dicliptera squarrosa","G. T. Prance","6539","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1804580' target='other'> <mi>dwc_moreinfo</mi></a>","NY01549910","1968","07","27","Magnoliophyta","Lamiales","M. H. Nee","Pando","West bank of Rio Madeira, 3 km above Ribeirão.",NA,NA,NA,"Nees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","948619","PreservedSpecimen","Plantae","Acanthaceae","Dicliptera","squarrosa","Dicliptera squarrosa","H. S. Irwin","6192","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1014663' target='other'> <mi>dwc_moreinfo</mi></a>","NY00948619","1964","09","13","Magnoliophyta","Lamiales","D. C. Wasshausen","Distrito Federal","ca. 55 km. E. of Brasília, on rd. to Planaltina.","700","1000","Brasília","Nees",NA,"NY00948619_01","-47.55","-15.53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","309676","PreservedSpecimen","Plantae","Acanthaceae","Dicliptera","squarrosa","Dicliptera squarrosa","M. H. Nee","49820","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=586763' target='other'> <mi>dwc_moreinfo</mi></a>","NY00309676","1998","06","21","Magnoliophyta","Lamiales","M. H. Nee","Santa Cruz","Junction of Río Salado and Río Piraí near Tarumá and bridge over Río Piraí of Santa Cruz-Samaipata highway.","575","575","Andrés Ibáñez","Nees",NA,NA,"-63.45","-18.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","484231","PreservedSpecimen","Plantae","Acanthaceae","Dicliptera","squarrosa","Dicliptera squarrosa","J. C. Solomon","18633","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=678150' target='other'> <mi>dwc_moreinfo</mi></a>","NY00484231","1988","07","02","Magnoliophyta","Lamiales","M. H. Nee","Santa Cruz","5.8 km al este de La Bélgica (surtidor de gasolina) por el camino entre La Bélgica y Buena Vista (cerca Estancia Salsipuedes).","400","400","Andrés Ibáñez","Nees",NA,NA,"-63.25","-17.57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","306244","PreservedSpecimen","Plantae","Acanthaceae","Dicliptera","squarrosa","Dicliptera squarrosa","M. H. Nee","48971","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=586761' target='other'> <mi>dwc_moreinfo</mi></a>","NY00306244","1998","04","11","Magnoliophyta","Lamiales","M. H. Nee","Santa Cruz","Valley along small stream (Quebrada Yunga), along road from Mairana to Yunga de Mairana, 11.8 km (by road), 5 km (by air) NE from the main square at Mairana.","1700","1700","Florida","Nees",NA,NA,"-63.92","-18.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","484219","PreservedSpecimen","Plantae","Acanthaceae","Dicliptera","squarrosa","Dicliptera squarrosa","A. C. Brade","18162","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=318086' target='other'> <mi>dwc_moreinfo</mi></a>","NY00484219","1946","05","13","Magnoliophyta","Lamiales","M. H. Nee","Espírito Santo","Jatiboca",NA,NA,"Itaguaçu","Nees",NA,"NY00484219_01","-40.884085","-19.954583",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2016-10-21 18:46:00-02","NY","NYBG","484230","PreservedSpecimen","Plantae","Acanthaceae","Dicliptera","tweediana","Dicliptera tweediana","E. M. Zardini","38341","South America","Paraguay","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=678151' target='other'> <mi>dwc_moreinfo</mi></a>","NY00484230","1994","02","16","Magnoliophyta","Lamiales","D. C. Wasshausen","Presidente Hayes","Between Puerto Galileo and Fortín Nowak, 10 km W of Puerto Galileo.",NA,NA,NA,NA,NA,NA,"-57.9","-25.03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-06-29 11:28:40-03","UFRJ","RFA","8521","PreservedSpecimen","Plantae","Acanthaceae","Dicliptera","squarrosa","Dicliptera squarrosa","P. Occhioni","3603",NA,"Brasil",NA,NA,"Subarbusto, flor amarelada.","RFA27600","1967","12","20",NA,NA,"D. Wasshausen","Rio Grande do Sul","Campo seco.",NA,NA,"Alegrete","Nees",NA,NA,"-55.7919006347656","-29.7831001281738","1975","05","14","89305","auto",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-30 12:33:03-03","EAO","IAN","90524","PreservedSpecimen","Plantae","Acanthaceae","Dicliptera","pohliana","Dicliptera pohliana","Magalhães, MG","1132","Southern America","Brasil",NA,NA,"Subarbusto de terra frescas, flores vermelhas-alaranjadas.","IAN090524","1948","07","07","Dicotiledônea",NA,NA,"Minas Gerais","Fazenda Santa Terezinha.",NA,NA,"Ituiutuba","Nees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-30 12:33:03-03","EAO","IAN","59029","PreservedSpecimen","Plantae","Acanthaceae","Dicliptera","sericea","Dicliptera sericea","Pires, JM","2610","Southern America","Brasil",NA,NA,"Flores alaranjadas.","IAN059029","1950","07","11","Dicotiledônea",NA,NA,"São Paulo","Dois Córregos.",NA,NA,NA,"Nees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-30 12:33:03-03","EAO","IAN","14730","PreservedSpecimen","Plantae","Acanthaceae","Dicliptera","sericea","Dicliptera sericea","Magalhães, MG","585","Southern America","Brasil",NA,NA,"Arbusto de 1m de altura; flores vermelhas.","IAN014730","1941","06","29","Dicotiledônea",NA,"Barreto, M","Minas Gerais","Brejo, colônia Affonso Pena, muito frequente.",NA,NA,"Belo Horizonte","Nees",NA,"IAN014730 IAN014730_e","-43.937801361084","-19.9207992553711",NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-30 12:33:03-03","EAO","IAN","104641","PreservedSpecimen","Plantae","Acanthaceae","Dicliptera","squarrosa","Dicliptera squarrosa","Magalhães, MG","9362","Southern America","Brasil",NA,NA,"Erva de 0,80-1m de altura, flor rósea.","IAN104641","1944","07","25","Dicotiledônea",NA,"Rizzini, CT","Minas Gerais","Mata secundária na estrada para Braga.",NA,NA,NA,"Nees",NA,NA,NA,NA,"1948",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-12-04 15:24:39-03","PUCPR","HUCP","5509","S","Plantae","Acanthaceae","Dicliptera","squarrosa","Dicliptera squarrosa","Costa, ACD","047",NA,"Brasil",NA,NA,NA,"HUCP00006050","1991","03",NA,"Eudicotiledonea",NA,"Acra, LA","Paraná","Caximba",NA,NA,"Rio Branco do Sul","Naud.",NA,"HUCP00006050","-49.3142013549805","-25.1900005340576",NA,NA,NA,"37352","auto",NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-02-08 09:29:07-03","NBC","NL-BOTANY","U.1046457","PreservedSpecimen","Plantae","Acanthaceae","Dicliptera","pohliana","Dicliptera pohliana","Steinbach RF",NA,"Southern America","Bolivia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1046457 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1046457","1966","07","03",NA,"Lamiales",NA,NA,"Angostura - Prov. Cercado de Santa Cruz.",NA,NA,NA,"Nees",NA,"NL-U1046457",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"38","2020-02-08 09:29:07-03","NBC","NL-BOTANY","U.1046477","PreservedSpecimen","Plantae","Acanthaceae","Dicliptera","pohliana","Dicliptera pohliana","Meyer T",NA,"Southern America","Argentina",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1046477 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1046477","1944","01","31",NA,"Lamiales",NA,NA,"Flora of Argentina, Rpov de Corrientes, Dep. Ituzaingó, Ituzaingó.",NA,NA,NA,"Nees",NA,"NL-U1046477",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"39","2020-02-08 09:29:07-03","NBC","NL-BOTANY","U.1046479","PreservedSpecimen","Plantae","Acanthaceae","Dicliptera","pohliana","Dicliptera pohliana","Herter WG",NA,"Southern America","Uruguay",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1046479 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1046479",NA,NA,NA,NA,"Lamiales",NA,NA,"Plantæ uruguayenses exsiccatæ, Dep. de Colonia, Loc. Dict. San Luis.",NA,NA,NA,"Nees",NA,"NL-U1046479",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"40","2020-02-08 09:29:07-03","NBC","NL-BOTANY","U.1046480","PreservedSpecimen","Plantae","Acanthaceae","Dicliptera","pohliana","Dicliptera pohliana","Ibarrola TS",NA,"Southern America","Argentina",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1046480 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1046480","1944","04","13",NA,"Lamiales",NA,NA,"Provincia Borrientes, Dep. Cap. Puente Pesoo.",NA,NA,NA,"Nees",NA,"NL-U1046480",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"41","2020-02-08 09:29:07-03","NBC","NL-BOTANY","U.1046481","PreservedSpecimen","Plantae","Acanthaceae","Dicliptera","pohliana","Dicliptera pohliana","Rojas T",NA,"Southern America","Argentina",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1046481 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1046481","1940","02","01",NA,"Lamiales",NA,NA,"Flora Argenita, Loc. Clorinda, Barranca del Rio Pilcomayo, provincia Chaco.",NA,NA,NA,"Nees",NA,"NL-U1046481",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"42","2020-02-08 09:29:07-03","NBC","NL-BOTANY","U.1046504","PreservedSpecimen","Plantae","Acanthaceae","Dicliptera","pohliana","Dicliptera pohliana","Brade AC; Altamiro; Apparicio",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1046504 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1046504","1946","05","13",NA,"Lamiales",NA,NA,"Espiritó Santo, Kum de Sta - Guassü - Jali boca.",NA,NA,NA,"Nees",NA,"NL-U1046504",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"43","2020-02-08 09:29:07-03","NBC","NL-BOTANY","U.1046505","PreservedSpecimen","Plantae","Acanthaceae","Dicliptera","pohliana","Dicliptera pohliana","Mexia YEJ",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1046505 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1046505","1930","08","27",NA,"Lamiales",NA,NA,"Plants of Brazil, State of Minas Geraes, Districto Ilheu. Fazenda da Tabunha.",NA,NA,NA,"Nees",NA,"NL-U1046505",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"44","2020-02-08 09:29:07-03","NBC","NL-BOTANY","U.1046459","PreservedSpecimen","Plantae","Acanthaceae","Dicliptera","sericea","Dicliptera sericea","Prance GT; et al.",NA,"Southern America","Bolivia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1046459 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1046459","1968","07","27",NA,"Lamiales",NA,NA,"Plants of Bolivian amazonia, State of Pando, W. band of Rio Madeira, 3km above Riberão.",NA,NA,NA,"Nees",NA,"NL-U1046459",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
