"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","typeStatus","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"14","2021-03-15 16:37:00-03","NY","NYBG","1738387","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","excoriata","Marlierea excoriata","Mart.","B. S. Amorim","R. M. Déda","84","2012","04","16","Brazil","Sergipe","Santa Luzia do Itanhy","RPPN Mata do Crasto.","-37.41906","-11.4067",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2007567' target='other'> <mi>dwc_moreinfo</mi></a>","NY01738387","NY01738387_01",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","02714789","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","excoriata","Marlierea excoriata","Mart.","M. Sobral","J. G. Jardim","2465","2000","01","14","Brazil","Bahia","Jussari","Entrada a 7,5km na Rod. Jussari/Palmira. Faz. Teimoso, 1,7km da entrada. Reserva Particular do Patrimônio Natural (RPPN) Serra do Teimoso. Parcela 35.","-39.5361","-15.1603",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=623396' target='other'> <mi>dwc_moreinfo</mi></a>","NY02714789","NY02714789_01",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","565304","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","excoriata","Marlierea excoriata","Mart.",NA,"A. M. Amorim","2144","1998","01","25","Brazil","Bahia","Lençóis","Rodovia de acesso ao municipio, a partir da BR. Coletas efetuadas a 8 km do municipio","-41.3897","-12.5633",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=90121' target='other'> <mi>dwc_moreinfo</mi></a>","NY00565304","NY00565304_01",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","405294","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","excoriata","Marlierea excoriata","Mart.",NA,"Martii Herbar. Florae Brasil.","59","1837","08",NA,"Brazil","Rio de Janeiro",NA,"Corcovado prope Rio Janeiro","-43.212076","-22.951842",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=313971' target='other'> <mi>dwc_moreinfo</mi></a>","NY00405294","NY00405294_01","type","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","1114039","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","parviflora","Marlierea parviflora brachybotrya","D.Legrand","C. M. D. E. Legrand","G. G. Hatschbach","19279","1968","05","30","Brazil","Paraná","Morretes","Rio Sagrado de Cima","-48.8342","-25.4769",NA,NA,"150","150","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1257032' target='other'> <mi>dwc_moreinfo</mi></a>","NY01114039","NY01114039_01",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales","brachybotrya",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","405300","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","parviflora","Marlierea parviflora","O.Berg",NA,"L. Riedel","13",NA,NA,NA,"Brazil",NA,NA,"Serra de Estrella",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=684321' target='other'> <mi>dwc_moreinfo</mi></a>","NY00405300","NY00405300_01","probable isotype","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","615494","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","parviflora","Marlierea parviflora","O.Berg","M. Sobral","P. I. Oliveira","681","1982","10","15","Brazil","Paraná","Sao José dos Pinhais","Guaricana","-49.2064","-25.5347",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=684312' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615494","NY00615494_01",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","615495","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","parviflora","Marlierea parviflora","O.Berg","M. L. Kawasaki","O. Handro","s.n.","1931","10","28","Brazil","São Paulo","Sao Paulo","Sao Paulo, nativa no Jardim Botânico","-46.618358","-23.646109",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=684315' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615495","NY00615495_01",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","615496","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","parviflora","Marlierea parviflora","O.Berg","M. Sobral","J. M. Silva","2197","1997","11","11","Brazil","Paraná","Tunas do Paraná","Estrada para o Parque das Lauráceas, Chácara Paraíso","-49.0856","-24.9744",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=684313' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615496","NY00615496_01",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","615498","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","parviflora","Marlierea parviflora","O.Berg","C. M. D. E. Legrand","R. Reitz","6318","1958","01","28","Brazil","Santa Catarina","Vidal Ramos","Sabiá, Vidal Ramos","-49.3556","-27.3919",NA,NA,"750","750","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=684319' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615498","NY00615498_01",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","615490","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","parviflora","Marlierea parviflora","O.Berg","C. M. D. E. Legrand","R. Reitz","7336","1958","10","18","Brazil","Santa Catarina","Rio do Sul","Matador, Rio do Sul","-49.6431","-27.2144",NA,NA,"350","350","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=684320' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615490","NY00615490_01",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","615491","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","parviflora","Marlierea parviflora","O.Berg","M. L. Kawasaki","O. Handro","s.n.","1931","10","28","Brazil","São Paulo","Sao Paulo","Nativa no Jardim Botânico","-46.618358","-23.646109",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=684314' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615491","NY00615491_01",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","1551126","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","parviflora","Marlierea parviflora","O.Berg","M. Sobral","J. M. A. Braga","2429","1995","05","31","Brazil","Rio de Janeiro","Itatiaia","Parque Nacional de Itatiaia. Taquaral, encosta a direita (descendo) do rio Campo Belo.","-44.65833","-22.35833",NA,NA,"660",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1911861' target='other'> <mi>dwc_moreinfo</mi></a>","NY01551126","NY01551126_01",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","615493","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","parviflora","Marlierea parviflora","O.Berg","C. M. D. E. Legrand","R. M. Klein","1745","1955","11","03","Brazil","Santa Catarina","Itajaí","Morro da Fazenda, Itajaí","-48.6617","-26.9081",NA,NA,"100","100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=684317' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615493","NY00615493_01",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","615499","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","parviflora","Marlierea parviflora","O.Berg","C. M. D. E. Legrand","R. Reitz","2215","1954","10","28","Brazil","Santa Catarina","Itajaí","Morro da Fazenda, Itajaí","-48.6617","-26.9081",NA,NA,"100","100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=684318' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615499","NY00615499_01",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2017-01-12 10:58:00-02","NY","NYBG","615497","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","parviflora","Marlierea parviflora",NA,"C. M. D. E. Legrand","R. M. Klein","58","1949","11","10","Brazil","Santa Catarina","Brusque","Mata da Azambuja, Brusque","-48.910147","-27.126635",NA,NA,"50","50","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=684316' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615497","NY00615497_01",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","615492","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","parviflora","Marlierea parviflora parviflora","O.Berg","G. G. Hatschbach","G. G. Hatschbach","35507","1974","11","20","Brazil","Paraná","Guaraqueçaba","Picada Praia Deserte - Rio Paciencia","-48.3289","-25.3069",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=209147' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615492","NY00615492_01",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales","parviflora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-06-29 11:31:38-03","UFRJ","RFA","39667","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","excoriata","Marlierea excoriata","Mart.","Marcelo Sousa","Finotti R.; Caruzo J.","111",NA,NA,NA,"Brasil","Rio de Janeiro","Cachoeiras de Macacu","Interior de fragmento florestal cujo o entorno é ocupado por propriedades particulares pequenas e pela Fazenda Recanto","-42.795278","-22.499722","42º47'43''W","22º29'59''S","50","50","Arvore de 8 metros de altura e PAP de 34,3cm.","RFA24691",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-06-29 11:31:38-03","UFRJ","RFA","5390","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","excoriata","Marlierea excoriata","Mart.","M.C. Souza; A.O. Giaretta","P. Occhioni","263","1945","05","27","Brasil","Rio de Janeiro","Rio de Janeiro","Serra da carioca","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"Árvore pequena; fruto maduro de cor encarnada","RFA46796",NA,NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-06-29 11:31:38-03","UFRJ","RFA","15247","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","excoriata","Marlierea excoriata","Mart.","M.C. Souza","P. Occhioni","6038","1974","08","00","Brasil","Rio de Janeiro","Teresópolis","Serra dos Orgãos, mata próximo rio Soberbo","-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,"Arvoreta; fruto maduro","RFA13309",NA,NA,NA,NA,NA,NA,NA,NA,"38539","auto","2011","06","07",NA,NA,NA,NA,NA
"34","2020-06-29 11:31:39-03","UFRJ","RFA","16180","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","parviflora","Marlierea parviflora","O.Berg","M. Sobral","P. Occhioni","6965","1975","02",NA,"Brasil","Rio de Janeiro","Magé",NA,"-43.040599822998","-22.6527996063232",NA,NA,NA,NA,"Arbusto de flor creme","RFA46664",NA,NA,NA,NA,NA,NA,NA,NA,"20531","auto","2001",NA,NA,NA,NA,NA,NA,NA
"35","2020-11-13 09:20:23-03","UFRJ","RFA","19734","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","parviflora","Marlierea parviflora","O.Berg","G.G. Hatschbach","G.G. Hatschbach","35507","1974","11","20","Brasil","Paraná","Guaraqueçaba","Picada Praia Deserta - Rio Paciência","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"Arbusto 3 m de altura; flor alva","RFA16545",NA,NA,NA,NA,NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-06-29 11:31:39-03","UFRJ","RFA","6626","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","parviflora","Marlierea parviflora","O.Berg","D. Legrand","R. Klein","2202","1957","01","26","Brasil","Santa Catarina","Ibirama","Horto Florestal I.N.P.","-49.5177993774414","-27.0569000244141",NA,NA,"100","100","Árvore de 10 m de altura. Fruto imaturo verde","RFA26497",NA,NA,NA,NA,NA,NA,NA,NA,"18533","auto","1957",NA,NA,NA,NA,NA,NA,NA
"37","2020-06-29 11:31:39-03","UFRJ","RFA","16151","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","parviflora","Marlierea parviflora","O.Berg","M. Sobral","P. Occhioni","6962","1975","02","18","Brasil","Rio de Janeiro","Magé",NA,"-43.040599822998","-22.6527996063232",NA,NA,NA,NA,"Arbusto de 4 a 5 m de altura; flor verde","RFA46665",NA,NA,NA,NA,NA,NA,NA,NA,"20531","auto","2001",NA,NA,NA,NA,NA,NA,NA
"38","2020-06-29 11:31:38-03","UFRJ","RFA","16096","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","parviflora","Marlierea parviflora","O.Berg","M. Sobral","P. Occhioni","6922","1975","02","15","Brasil","Rio de Janeiro","Teresópolis","Serra dos Órgãos, Soberbo","-42.9655990600586","-22.4122009277344",NA,NA,"1000","1000","Arbusto; flor verde","RFA46662",NA,NA,NA,NA,NA,NA,NA,NA,"38539","auto","2001",NA,NA,NA,NA,NA,NA,NA
"39","2013-07-03 11:16:14-03","EBDA","BAH","7885","S","Plantae","Myrtaceae","Marlierea","excoriata","Marlierea excoriata","Mart.","M. Sobral","A. M. de Carvalho","1128","1982","01","08","Brasil","Bahia","Valença","Estrada Valença/ Guaimbim, km 10. ap.","-39.0731","-13.3703",NA,NA,NA,NA,"Arbusto com 3,0m de altura, flores alvas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"43634","auto","1988",NA,NA,NA,NA,NA,NA,NA
"40","2019-12-12 15:31:46-03","UFABC","HUFABC","001214","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","excoriata","Marlierea excoriata","Mart.",NA,"Hortal, E","146","2014","02","06","Brasil","São Paulo","Itapevi",NA,"-46.9300003051758","-23.5400009155273",NA,NA,NA,NA,"Doação do herbário municipal (Pq do Ibirapuera).","HUFABC001214",NA,NA,NA,NA,NA,"Angiospermas",NA,NA,"12129","auto",NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-10-09 11:21:18-03","UFBA","ALCB","75105","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","excoriata","Marlierea excoriata","Mart.","Santos, MF dos","Guaré, F; et al.","s/n","2006","02","11","Brasil","Bahia","Rio de Contas","Chapada Diamantina, Serrano","-41.383333","-12.55","-41.383333","-12.55",NA,NA,"Folhas cartáceas, discolores. Frutos imaturos.","ALCB058562",NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,"2012","02","07",NA,NA,NA,NA,NA
"42","2019-10-09 11:21:18-03","UFBA","ALCB","129143","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","excoriata","Marlierea excoriata","Mart.","Faria, JEG","Faria, JEQ; Vasconcelos, TNC; Stadnik, AMS","6257","2016","07","11","Brasil","Minas Gerais","São Sebastião do Rio Preto","Margem da estrada de terra de Morro do Pilar para Itambé do Mato Dentro.","-43.296667","-19.309722","-43.296667","-19.309722","697","697","ca 4,5 m de altura, caule liso soltando finas placas de ritidoma, botões florais verdes.; Floresta estacional semidecidual","ALCB045535","ALCB045535",NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,"2016","07",NA,NA,NA,NA,NA,NA
"43","2019-10-09 11:21:18-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Myrtaceae","Marlierea","excoriata","Marlierea excoriata","Mart.","Sobral, M","Jardim, JG; Sant'Ana, SC de; Juchum, FdoS; Paixão, JL da","2465","2000","11","14","Brasil","Bahia","Jussari","Litoral Sul, entrada a 7,5 km na Rod. Jussari/Palmira. Faz. Teimoso, 1,7 km da entrada. Reserva Particular do Patrimônio Natural (RPPN) Serra do Teimoso","-39.536111","-15.160278","-39.536111","-15.160278",NA,NA,"Parcela 32, Ind. 980, DAP: 7 cm . Frutos imaturos verdes. Folhas verde-brilhantes, vermelhas quando jovens. Caule avermelhado.",NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,"2003",NA,NA,NA,NA,NA,NA,NA
"44","2019-10-09 11:21:18-03","UFBA","ALCB","024931","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","excoriata","Marlierea excoriata","Mart.","Lima, L",NA,"159","1993","12","19","Brasil","Bahia","Mata de São João",NA,"-38.2991981506348","-12.5303001403809",NA,NA,NA,NA,"Árvore +- 3,0 m de altura. Botões amarronzados.","ALCB058563",NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,"47329","auto","2011","09","26",NA,NA,NA,NA,NA
"45","2019-10-09 11:21:18-03","UFBA","ALCB","08492","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","excoriata","Marlierea excoriata","Mart.","Lima, L","Guedes, ML","020","1980","11","23","Brasil","Bahia","Jacuruna","Piemonte da Diamantina",NA,NA,NA,NA,NA,NA,"Arbusto com inflorescências terminais.","ALCB058561",NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,"2011","09","26",NA,NA,NA,NA,NA
