"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","county","decimalLongitude","decimalLatitude","imagecode","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","previousCatalogNumber","typeStatus"
"11","2019-10-09 11:12:17-03","UFBA","ALCB","040063","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cabombaceae","Cabomba","caroliniana",NA,"Cabomba caroliniana","A. Gray","Schinini, A","Arbo, MM; Schinini, A; Marunak, V; Paniagua Risueno, E","7887","1998","08","24","Southern America","Argentina","Corrientes","Estancia Rincon del Diablo. Macrosistema Ibera. Laguna Yacare",NA,"Sumergida. Flores blancas flotantes con centro amarillo.","ALCB002105","Mercedes","-58.016667","-28.7","ALCB002105","-58.016667","-28.7","1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2019-10-09 11:12:17-03","UFBA","ALCB","106285","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cabombaceae","Cabomba","caroliniana",NA,"Cabomba caroliniana","A. Gray","Lima, CT de","Guedes, ML; Alunos de Microbiologia Vegetal UFBA","19981","2012","04","27","Southern America","Brasil","Bahia","Chapada Diamantina, Marimbus",NA,"aquática, rizometosa. Folhas simples, multipartidas, flutuantes. Flores solitárias, emersas, vistosas. Flores alvas. Fruto esquizocarpo, frutículos deiscentes.","ALCB002106","Lençóis","-41.383333","-12.55","ALCB002106","-41.383333","-12.55","2013","07","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2019-10-09 11:12:17-03","UFBA","ALCB","54309","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cabombaceae","Cabomba","caroliniana",NA,"Cabomba caroliniana","A. Gray","Lima, CT de","Guedes, ML; Oliveira, ALPC de; Silva, LB da; Santos, OM dos","8964","2001","10","11","Southern America","Brasil","Bahia","Região Metropolitana Salvador, Lagoa do Abaeté",NA,"Aquática. Folhas imersas, filamentosas. Flores alvas.; Dunas.","ALCB002108","Salvador","-38.5","-12.966667","ALCB002108","-38.5","-12.966667","2013","07","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-10-09 11:12:17-03","UFBA","ALCB","83275","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cabombaceae","Cabomba","caroliniana",NA,"Cabomba caroliniana","A. Gray","Lima, CT de","Jesus, NG de; Oliveira, JLM de; Bastos, NG","2285","2007","09","04","Southern America","Brasil","Bahia","Litoral Norte, Fazenda Pimentel, lagoa de Dona Maria",NA,"aquática. Folhas capilares, glabras. Corola de base branca e ápice lilás. Comum.","ALCB002107","Alagoinhas","-38.4192008972168","-12.1356000900269","ALCB002107",NA,NA,"2013","07","29","24621","auto",NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-02-08 10:08:39-03","NBC","NL-BOTANY","U.1447058","PreservedSpecimen","Plantae",NA,"Nymphaeales","Cabombaceae","Cabomba","australis",NA,"Cabomba australis","Speg.",NA,"Schinini A; Vanni RO; Norrmann G",NA,"1979","11","23","Southern America","Argentina",NA,"Argentina, Prov. Corrientes, Depto Goya, Colonia Carolina, 39 Km E de Goya, ruta 24.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1447058 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1447058",NA,NA,NA,"NL-U1447058",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"16","2020-02-08 10:08:39-03","NBC","NL-BOTANY","L.1708402","PreservedSpecimen","Plantae",NA,"Nymphaeales","Cabombaceae","Cabomba","caroliniana",NA,"Cabomba caroliniana","A.Gray",NA,"Fiebrig K",NA,"1908","01","25","Southern America","Paraguay",NA,"N. Paraguay: Zwischen Rio Apa und Rio Aquidaban.",NA,"Uferwald, lagunenrand, mitten im Wasser.<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1708402 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1708402",NA,"-5.883333","-22.366667","NL-L1708402","-5.883333","-22.366667",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"17","2020-02-08 10:08:39-03","NBC","NL-BOTANY","U.1447059","PreservedSpecimen","Plantae",NA,"Nymphaeales","Cabombaceae","Cabomba","caroliniana",NA,"Cabomba caroliniana","A.Gray","Wiersema JH","Pedersen TM",NA,"1960","12","21","Southern America","Argentina","Corrientes","Estancia 'Santa Teresa'",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1447059 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1447059",NA,"-58.25","-28.05","NL-U1447059","-58.25","-28.05",NA,NA,NA,NA,NA,"Magnoliopsidae","L 0859699",NA,NA,NA,NA,NA,NA
"18","2020-02-08 10:08:39-03","NBC","NL-BOTANY","U.1447046","PreservedSpecimen","Plantae",NA,"Nymphaeales","Cabombaceae","Cabomba","caroliniana","caroliniana","Cabomba caroliniana caroliniana",NA,"Wiersema JH","Lima D de Andrade; Vianna EC; Ferreira A; Irgang BE",NA,NA,NA,NA,"Southern America","Brazil","Rio Grande do Sul",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1447046 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1447046",NA,NA,NA,"NL-U1447046",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0020024",NA,NA,NA,NA,NA,NA
"19","2020-02-08 10:08:39-03","NBC","NL-BOTANY","U.1447060","PreservedSpecimen","Plantae",NA,"Nymphaeales","Cabombaceae","Cabomba","caroliniana","caroliniana","Cabomba caroliniana caroliniana",NA,"Ørgaard M","Pedersen TM",NA,"1973","01","03","Southern America","Argentina","Corrientes","Prov. Corrientes, Dep. Concepcion, Carambola",NA,"Running water 3-5 ft. deep.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1447060 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1447060",NA,NA,NA,"NL-U1447060",NA,NA,"2000","08","01",NA,NA,"Magnoliopsidae","U 0119592",NA,NA,NA,NA,NA,NA
"20","2020-02-08 10:08:39-03","NBC","NL-BOTANY","U.1447061","PreservedSpecimen","Plantae",NA,"Nymphaeales","Cabombaceae","Cabomba","caroliniana","caroliniana","Cabomba caroliniana caroliniana",NA,"Wiersema JH","Tressens SG; et al.",NA,"1989","02","24","Southern America","Argentina","Corrientes","Laguna Iberá. Paso Picada. reserva natural Provincial del Iberá",NA,"en espajo de agua<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1447061 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1447061",NA,"-57.152778","-28.499722","NL-U1447061","-57.152778","-28.499722",NA,NA,NA,NA,NA,"Magnoliopsidae","L 0859700",NA,NA,NA,NA,NA,NA
"21","2020-02-08 10:08:39-03","NBC","NL-BOTANY","U.1447062","PreservedSpecimen","Plantae",NA,"Nymphaeales","Cabombaceae","Cabomba","caroliniana","caroliniana","Cabomba caroliniana caroliniana",NA,"Wiersema JH","Arbo MM; et al.",NA,"1976","11","12","Southern America","Argentina","Corrientes","Esteros del Iberá, laguna San Nicolás",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1447062 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1447062",NA,"-56.733333","-27.566667","NL-U1447062","-56.733333","-27.566667",NA,NA,NA,NA,NA,"Magnoliopsidae","L 0859701",NA,NA,NA,NA,NA,NA
"22","2020-02-08 10:08:39-03","NBC","NL-BOTANY","L.1708404","PreservedSpecimen","Plantae",NA,"Nymphaeales","Cabombaceae","Cabomba","caroliniana","flavida","Cabomba caroliniana flavida","Ørgaard",NA,"Hassler E",NA,"1913","01","01","Southern America","Paraguay",NA,"Paraguaria Centralis: In regione lacus Ypacaray.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1708404 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1708404",NA,NA,NA,"NL-L1708404",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"23","2020-02-08 10:08:39-03","NBC","NL-BOTANY","U.1447045","PreservedSpecimen","Plantae",NA,"Nymphaeales","Cabombaceae","Cabomba","caroliniana","flavida","Cabomba caroliniana flavida","Ørgaard",NA,"Woolston AL",NA,"1956","01","23","Southern America","Paraguay",NA,"Depto. San Pedro, Alto Paraguay: Primavera, Rio Tapiracuai.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1447045 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1447045",NA,NA,NA,"NL-U1447045",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"24","2020-02-08 10:08:39-03","NBC","NL-BOTANY","U.1447063","PreservedSpecimen","Plantae",NA,"Nymphaeales","Cabombaceae","Cabomba","caroliniana","flavida","Cabomba caroliniana flavida","Ørgaard","Ørgaard M","Pedersen TM",NA,"1972","06","01","Southern America","Argentina","Corrientes","Prov. Corrientes, Dep. Empedrado, Ea. ' La Yela'",NA,"Low, generally flooded land, in up to 30 cm deep water.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1447063 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1447063",NA,NA,NA,"NL-U1447063",NA,NA,"2000","08","01",NA,NA,"Magnoliopsidae","U 0119591",NA,NA,NA,NA,NA,NA
"25","2020-11-04 11:04:11-03","ESALQ","ESA","51108","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cabombaceae","Cabomba","caroliniana",NA,"Cabomba caroliniana",NA,"Dressano, G.F.","Dressano, G.F.",NA,"2004","11","12",NA,"Brasil","São Paulo",NA,NA,NA,"ESA051108","Piracicaba","-47.6399993896484","-22.7199993133545","ESA051108",NA,NA,NA,NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-01-14 15:26:37-03","MN","R","127983","PreservedSpecimen","Plantae",NA,NA,"Cabombaceae","Cabomba","australis",NA,"Cabomba australis","Speg.",NA,"Schinini, A.","6731","1973","06","18",NA,"Paraguay","Cordillera","Cnia",NA,"Plantas de Paraguay","R010060995","Altos",NA,NA,"R010060995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-01-14 15:26:37-03","MN","R","207910","PreservedSpecimen","Plantae",NA,NA,"Cabombaceae","Cabomba","caroliniana","var.pulcherrima","Cabomba caroliniana var.pulcherrima","R.M. Harper","Souza, R.C.O.S.","Costa, W.J.E.M.","427","1999","06","13",NA,"Brasil","Mato Grosso",NA,NA,NA,"R010060998",NA,NA,NA,"R010060998",NA,NA,"2002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-01-14 15:26:37-03","MN","R","214041","PreservedSpecimen","Plantae",NA,NA,"Cabombaceae","Cabomba","caroliniana",NA,"Cabomba caroliniana","A. Gray","Bove, C.P.","Costa, W.J.E.M.",NA,"1999","04","01",NA,"Brasil","Goiás",NA,NA,NA,"R010060999","Jataí","-51.7144012451172","-17.8813991546631","R010060999",NA,NA,"1999",NA,NA,"75073","auto",NA,NA,NA,NA,NA,NA,NA,NA
"29","2014-11-19 13:21:12-02","FEMACT","MIRR","5676","S","Plantae",NA,NA,"Cabombaceae","Cabomba","caroliniana","flavida","Cabomba caroliniana flavida","Orgaard","Santos, J.L. dos","Ferreira, C.A.C.; Lima, J.; Maduro, C.B.; Erazo, ND de C; Bacelar-Lima, C.G.","12400","2002","08","30",NA,"Brasil","Roraima","Parque Nacional do Viruá, km 7, próximo a entrada do Parque, lado esquerdo. Habitat: água. Solo arenoso.",NA,"Erva aquática. Flores e botões azuis.",NA,"Caracaraí","-60.997222","1.402222",NA,"-60.997222","1.402222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-06-05 10:53:19-03","IPA","IPA","30797","S","Plantae","Plantae",NA,"Cabombaceae","Cabomba","caroliniana",NA,"Cabomba caroliniana","A. Gray",NA,"Moreland, D.; Morelander, J.; Parks, B.; Morelander, J.; Parks, B.","210","1974","06","29","Northern America","USA","Louisiana","Flora of Louisiana, Bienville - Flora of Louisiana. T16N, R10W, Sec.2. collected along shore of lake.",NA,NA,"IPA0030797","Bienville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-08-27 13:31:45-03","IAP","PACA-AGP","39226","PreservedSpecimen","Plantae","Magnoliophyta","Nymphaeales","Nymphaeaceae","Cabomba","caroliniana",NA,"Cabomba caroliniana","A. Gray","L.V. Francisco","Rambo, B.",NA,"1948","12","20",NA,"Brasil","RS","Itapoã",NA,"Habitat: in palustre Fenofase: estéril","PACA039226","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,"2006","09","14","29946","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"32","2019-08-27 13:31:45-03","IAP","PACA-AGP","63337","PreservedSpecimen","Plantae","Magnoliophyta","Nymphaeales","Nymphaeaceae","Cabomba","caroliniana",NA,"Cabomba caroliniana","A. Gray","L.V. Francisco","Sacco","744","1957","12","02",NA,"Brasil","RS",NA,NA,"Habitat: In stagno Fenofase: flor","PACA063337","Pelotas","-52.3424987792969","-31.771900177002",NA,NA,NA,"2006","09","14","51462","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"33","2019-08-27 13:31:45-03","IAP","PACA-AGP","31449","PreservedSpecimen","Plantae","Magnoliophyta","Nymphaeales","Nymphaeaceae","Cabomba","caroliniana",NA,"Cabomba caroliniana","A. Gray","L.V. Francisco","Rambo, B.",NA,"1946","02","01",NA,"Brasil","SC","Sombrioperto de Araranguá",NA,"Habitat: In palustre Fenofase: flor","PACA031449","Sombrio","-49.61669921875","-29.113899230957",NA,NA,NA,"2006","09","14","16515","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"34","2020-12-21 16:37:26-03","IAP","PACA-AGP","66629","PreservedSpecimen","Plantae","Magnoliophyta","Nymphaeales","Nymphaeaceae","Cabomba","caroliniana","var. caroliniana","Cabomba caroliniana var. caroliniana","A. Gray","L.V. Francisco","Krapovickas, A.","20264","1971","10","31",NA,"Argentina",NA,"San Martin, Prov. Corrientes - carlos Pellegrini, costa W de la Laguna Iberá.",NA,"flores blancas, em embalsado","PACA066629",NA,NA,NA,NA,NA,NA,"2006","09","14",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"35","2019-11-22 13:44:15-03","IAP","PACA-AGP","66641","PreservedSpecimen","Plantae","Magnoliophyta","Nymphaeales","Nymphaeaceae","Cabomba","caroliniana","var. caroliniana","Cabomba caroliniana var. caroliniana","A. Gray","L.V. Francisco","J. Irigoyen","25","1971","10","12",NA,"Argentina",NA,"San Martin, Carlos Pellegrini, estero Miriñay",NA,"Fenofase: flor branca","PACA066641",NA,NA,NA,NA,NA,NA,"2006","09","14",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"36","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0064223","PreservedSpecimen","Plantae","Magnoliophyta","Nymphaeales","Cabombaceae","Cabomba","australis",NA,"Cabomba australis","Speg.",NA,"A. Krapovickas; A. Schinini, S. Caceres","37513","1981","11","27",NA,"Argentina","Corrientes","Dep. Mercedes. Iberá.",NA,NA,NA,NA,"-57.825395","-29.035929",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0064222","PreservedSpecimen","Plantae","Magnoliophyta","Nymphaeales","Cabombaceae","Cabomba","australis",NA,"Cabomba australis","Speg.","G. L. de Affur","S. G. Tressens; S. Cáceres, R. Vanni , C. Zamudio","3697","1989","2","24",NA,"Argentina","Corrientes","Dep. Mercedes. Laguna Iberá. Paso Picada. Reserva Natural Provincial del Iberá.",NA,"Flores emergentes, blancas, tépalos internos con dos máculas amarillas en la base.",NA,NA,"-57.168787","-28.552899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0066855","PreservedSpecimen","Plantae","Magnoliophyta","Nymphaeales","Cabombaceae","Cabomba","australis",NA,"Cabomba australis","Speg.",NA,"A. Krapovickas; A. Schinini, E. J. Caceras","37545","1981","11","28",NA,"Argentina","Corrientes","Dep. San Cosme. Ruta 12, en el límite con el Dep. Itati.",NA,NA,NA,NA,"-58.407704","-27.368113",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0064224","PreservedSpecimen","Plantae","Magnoliophyta","Nymphaeales","Cabombaceae","Cabomba","caroliniana","flavida","Cabomba caroliniana flavida","Orgaard",NA,"C. L. Cristóbal; A. Schinini","1854","1981","11","23",NA,"Argentina","Corrientes","Dep. San Cosme. 20 km E de Corrientes.",NA,"Flores amarillas.",NA,NA,"-58.53153","-27.35525",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-01 16:27:12-03","UNICAMP","UEC","102512","S","Plantae","Magnoliopsida",NA,"Cabombaceae","Cabomba","australis",NA,"Cabomba australis","Speg.","Schinini, A","Arbo, MM; et al.","7886","1998","08","24",NA,"Argentina","Corrientes","Estancia Rincon del Diablo, Macrosistema Ibera, Canal de acesso a Laguna Yacare. En el canal.",NA,"Sumergida, flores amarillas amergentes, erguidas, con flotadores","UEC112336","Bella Vista","-58.016667","-28.7","UEC112336","-58.016667","-28.7","1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-01 16:27:12-03","UNICAMP","UEC","154108","S","Plantae","Magnoliopsida",NA,"Cabombaceae","Cabomba","caroliniana",NA,"Cabomba caroliniana","A.Gray","Fanton, JCM","Fanton, JCM","s.n.","2011","04","08",NA,"Brazil","São Paulo","Sul do Estado de São Paulo, Rio raso com manguezal associado no Mar Pequeno, na altura da Rua do Mar, próximo ao Morro do Espia e próximo da ponte que liga os municípios de Iguape e Ilha Comprida (Vale do Ribeira). Parte das águas do Rio Ribeira de I",NA,"Aquática, flutuadora, flores emersas com corola branca, pétalas com pontos amarelos na base (apêndices basais tipo nectário)","UEC112342","Iguape","-47.555","-24.707778","UEC112342","-47.555","-24.707778","2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-01 16:27:12-03","UNICAMP","UEC","154108","S","Plantae","Magnoliopsida",NA,"Cabombaceae","Cabomba","caroliniana",NA,"Cabomba caroliniana","A.Gray","Fanton, JCM","Fanton, JCM","s.n.","2011","04","08",NA,"Brazil","São Paulo","Sul do estado de São Paulo, Rio raso com manguezal associado no Mar Pequeno, na altura da Rua do Mar, próximo ao Morro do Espia e próximo da ponte que liga os municípios de Iguape e Ilha Comprida (Vale do Ribeira). Parte das águas do Rio Ribeira de I",NA,"Aquática, flutuadora. Flores emersas com corola branca, pétalas com pontos amarelos na base (apêndices basais tipo nectário).",NA,"Iguape","-47.555","-24.707778",NA,"-47.555","-24.707778","2011","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-08-20 10:08:42-03","UNICAMP","UEC","180743","S","Plantae","Magnoliopsida",NA,"Cabombaceae","Cabomba","caroliniana",NA,"Cabomba caroliniana","A.Gray","Hick, PML","Subilis, R; Di Fulvio, TE","1948","1973","11","05",NA,"Argentina","Corrientes","Dpto. San Martín, Ruta provincial nº41: Laguna Iberá, en la unión con el Río Miriñay.",NA,NA,"UEC031195","San Martín",NA,NA,"UEC031195",NA,NA,"2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-01 16:27:12-03","UNICAMP","UEC","122266","S","Plantae","Magnoliopsida",NA,"Cabombaceae","Cabomba","caroliniana",NA,"Cabomba caroliniana","A.Gray","Feres, FR","Garcia, RJF","1695","1998","07","21",NA,"Brazil","Bahia","Várzea inundada do rio Santo Antônio.",NA,"Erva aquática, flores verdes. Frequente","UEC112344","Lençóis","-41.3899993896484","-12.563099861145","UEC112344",NA,NA,"1999",NA,NA,"47385","auto",NA,NA,NA,NA,NA,NA,NA,NA
