"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","dayIdentified","recordNumber","year","month","day","verbatimLongitude","verbatimLatitude","barcode","minimumElevationInMeters","maximumElevationInMeters","imagecode","continentOcean","fieldNumber","preparationType"
"11","2019-08-20 10:00:53-03","UNICAMP","UEC","153147","S","Plantae","Liliopsida",NA,NA,"Orchidaceae","Heterotaxis","valenzuelana","Heterotaxis valenzuelana","(A.Rich.) F.Barros",NA,NA,NA,"Bicalho, HD; Targa, H","Brazil","Minas Gerais","Camanducaia","Bairro do Jaguari de Cima.","-46.1446990966797","-22.7553005218506","22140",NA,NA,"auto",NA,"IBA457D","1961","07","13",NA,NA,"UEC034844",NA,NA,"UEC034844",NA,NA,NA
"12","2019-08-20 10:00:54-03","UNICAMP","UEC","86638","S","Plantae","Liliopsida",NA,NA,"Orchidaceae","Maxillaria","valenzuelana","Maxillaria valenzuelana","(A.Rich.) Nash","Borba, EL","1998","03","Leitão Filho, HF; Rodrigues, RR; et al.","Brazil","São Paulo","Pariquera-Açu","Estrada para Cananéia, Vegetação: transição restinga de encosta.","-47.850833","-24.879444",NA,NA,"Epífita. Pétala alaranjados.",NA,NA,"32837","1995","02","07","-47.850833","-24.879444","UEC027416",NA,NA,"UEC027416",NA,NA,NA
"13","2019-08-20 10:00:54-03","UNICAMP","UEC","137417","S","Plantae","Liliopsida",NA,NA,"Orchidaceae","Maxillaria","valenzuelana","Maxillaria valenzuelana","(A.Rich.) Nash","Koehler, S",NA,NA,"s/ coletor","Brazil","São Paulo","Assis","Orquidário Bela Vista","-50.4099998474121","-22.6599998474121","23972",NA,"Data de floração: 03/03/2005. Material coletado para extração de DNA total.","auto",NA,"s.n.",NA,NA,NA,NA,NA,"UEC027419",NA,NA,"UEC027419",NA,NA,NA
"14","2020-10-14 10:04:10-03","FURB","FURB","22771","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Heterotaxis","valenzuelana","Heterotaxis valenzuelana","(A.Rich.) Ojeda & Carnevali","Ceolin, LM","2010","04","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","Brasil","Santa Catarina","Florianópolis","Pântano do Sul (Parque Municipal da Lagoinha do Leste).","-48.4925","-27.7752778",NA,NA,"Epífita IFFSC e8006a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; mata ciliar Habito: epífita; Fruto seco;",NA,"05","1665","2010","03","16","-48.4925000","-27.7752778","FURB02791","46","46","FURB02791",NA,NA,NA
"15","2020-10-14 10:04:10-03","FURB","FURB","36597","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Heterotaxis","valenzuelana","Heterotaxis valenzuelana","(A.Rich.) Ojeda & Carnevali","Cadorin, TJ","2011","10","Cadorin, T.J.","Brasil","Santa Catarina","Pomerode","Ouro Preto Mineração Ltda.","-49.1275","-26.82",NA,NA,NA,NA,"06","3297","2011","10","06","-49.1275000","-26.8200000","FURB35437","328","328","FURB35437",NA,NA,NA
"16","2020-06-29 09:31:42-03","UFRRJ","RBR","10620","S","Plantae",NA,NA,NA,"Orchidaceae","Maxillaria","valenzuelana","Maxillaria valenzuelana","(A.Rich.) Nash.",NA,NA,NA,"L.F.T. Menezes","Brasil","Rio de Janeiro","Mangaratiba","Ilha da Marambaia, Praia da Armação.","-44.040599822998","-22.9596996307373","17272",NA,NA,"auto",NA,"547","1999","09","27",NA,NA,"RBR00010620",NA,NA,NA,NA,NA,NA
"17","2020-12-21 16:38:37-03","MBM","MBM","49968","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Maxillaria","valenzuelana","Maxillaria valenzuelana","(A. Rich.) Nash","Pabst, G.",NA,NA,"Hatschbach, G.","Brazil","Paraná","Cerro Azul","Estrada do Turvo, Rio Ribeira","-49.261100769043","-24.823600769043","32006",NA,NA,"auto",NA,"3266","1953","12","19",NA,NA,"MBM049968",NA,NA,"MBM049968","Southern America",NA,NA
"18","2016-01-06 23:33:53-02","MNHN","RECOLNAT_MNHN_P","P00463384","PreservedSpecimen",NA,NA,NA,NA,"Orchidaceae","Heterotaxis","valenzuelana","Heterotaxis valenzuelana","(A.Rich.) I.Ojeda & Carnaveli","Batista",NA,NA,"Glaziou, A.","Brésil",NA,NA,"Cascadura, Serra da Bica",NA,NA,NA,NA,"Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00463384' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"1893","7","11",NA,NA,"P00463384",NA,NA,"P00463384_01",NA,"15642","hb"
"19","2015-10-27 15:06:50-02","MNHN","RECOLNAT_MNHN_P","P00463385","PreservedSpecimen",NA,NA,NA,NA,"Orchidaceae","Heterotaxis","valenzuelana","Heterotaxis valenzuelana","(A.Rich.) I.Ojeda & Carnaveli","Batista",NA,NA,"Regnell, A.F.","Brésil",NA,NA,NA,NA,NA,NA,NA,"Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00463385' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"1878","3","5",NA,NA,"P00463385",NA,NA,"P00463385_01",NA,"III 1718","hb"
"20","2013-10-31 14:10:37-02","MNHN","RECOLNAT_MNHN_P","P00463386","PreservedSpecimen",NA,NA,NA,NA,"Orchidaceae","Heterotaxis","valenzuelana","Heterotaxis valenzuelana","(A.Rich.) I.Ojeda & Carnaveli","Batista",NA,NA,"Weddell, H.A.","Brésil",NA,NA,"Brésil central",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00463386' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"1844",NA,NA,NA,NA,"P00463386",NA,NA,"P00463386_01",NA,"27","hb"
"21","2020-12-11 11:44:43-03","UFMG","BHCB","92477","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Heterotaxis","valenzuelana","Heterotaxis valenzuelana","(A.Rich.) F.Barros",NA,NA,NA,"Mota, RC da","Brasil","Minas Gerais","Raul Soares","PCH Granada","-42.4524993896484","-20.101900100708","33728",NA,"mata ciliar, epífita; flores amarelo-esverdeadas.","auto",NA,"2598","2002","06","19",NA,NA,NA,NA,NA,NA,"Southern America",NA,NA
"22","2021-02-11 17:20:57-03","UFPR","UPCB","65178","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Heterotaxis","valenzuelana","Heterotaxis valenzuelana","(A.Rich.) Ojeda & Carnevali","Baptista, D.H.","2008","12","Bonnet, A.","Brasil","Paraná","Telêmaco Borba","Salto Mauá, margens do Rio Tibagi.","-50.6156005859375","-24.3239002227783","35037",NA,"Epífita, ecótono (FOM e FES)..","auto","07","550168","2008","06","24",NA,NA,NA,"550","550",NA,NA,NA,NA
"23","2008-05-27 22:02:00-03","MO","MOBOT","648674","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Heterotaxis","valenzuelana","Heterotaxis valenzuelana","(A. Rich.) Ojeda & Carnevali","Mario Blanco(FLAS)",NA,NA,"G. A. Suárez","Ecuador","Napo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Suárez 175",NA,NA,NA,NA,NA,NA,"450.00000000",NA,NA,"South America",NA,NA
"24","2013-10-05 06:32:00-03","MO","MOBOT","1304754","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Maxillaria","valenzuelana","Maxillaria valenzuelana","(A. Rich.) Nash","E.Christenson",NA,NA,"Ronald L. Liesner|Ángel C. González|Basil Stergios","Venezuela","Portuguesa",NA,"30 km west of Guanare by air. Along Río Tucupido.","-70.01666","9.03333",NA,NA,NA,NA,NA,"Liesner 12590","1982","3","13",NA,NA,NA,"200.00000000","300.00000000",NA,"South America","63",NA
"25","2011-11-08 05:06:00-02","MO","MOBOT","1807013","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Maxillaria","valenzuelana","Maxillaria valenzuelana","(A. Rich.) Nash","G. Romero",NA,NA,"Ricardo Callejas|Julio C. Betancur B.|Omar D. Escobar","Colombia","Antioquia","Barbosa","sitio El Iracal. en la via a Cisneros. Orillas del Rio Medellin.","-75.25","6.46666",NA,NA,NA,NA,NA,"Callejas Posada 8900","1989","12","4",NA,NA,NA,"1050.00000000",NA,NA,"South America",NA,NA
"26","2009-06-25 21:28:00-03","MO","MOBOT","2830348","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Maxillaria","valenzuelana","Maxillaria valenzuelana","(A. Rich.) Nash","L.A. Garay",NA,NA,"Anonymous","Ecuador",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anonymous 0153",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA
"27","2020-07-10 09:48:24-03","MBML","MBML-HERBARIO","14188",NA,"Plantae",NA,NA,NA,"Orchidaceae","Maxillaria","valenzuelana","Maxillaria valenzuelana","Nash","G.B. Bortolan/Jan.-2020",NA,NA,"L. Kollmann; et al","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,NA,"Epífita no galho caído, flores amarelas.",NA,NA,"3084","2000","08","23","40W31'49","19S58'17","MBML014188",NA,NA,"MBML014188",NA,NA,NA
"28","2020-07-10 09:48:24-03","MBML","MBML-HERBARIO","22119",NA,"Plantae",NA,NA,NA,"Orchidaceae","Maxillaria","valenzuelana","Maxillaria valenzuelana","Nash","G.B. Bortolan/Jan.-2020",NA,NA,"L. Kollmann","Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,NA,"Flores amarela. Labelo amarelo com pintas vermelhas. Floração em cultivo.",NA,NA,"6530","2004","03","05","40W33'11","19S54'27","MBML022119",NA,NA,"MBML022119",NA,NA,NA
"29","2019-06-10 10:11:20-03","FZB-BH","BHZB","6388","S","Plantae",NA,NA,NA,"Orchidaceae","Heterotaxis","valenzuelana","Heterotaxis valenzuelana",NA,NA,NA,NA,"Santos, J.L.","Brasil","MG","Belo Horizonte","Jardim Botânico da FZB/BH - Coleção","-43.937801361084","-19.9207992553711","17082",NA,"Coleção viva 2002 126. Exemplar proveniente de espécie coletada em Porto Estrela/MG, na área diretamente afetada pela UHE Porto Estrela. Doação: Tameirão, E em 07/05/2002. Epífita.Cultivado","auto",NA,NA,"2007","02","22",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-09-12 05:00:02-03","US","US","1953107","PreservedSpecimen","Plantae",NA,"Monocotyledonae","Orchidales","Orchidaceae","Heterotaxis","valenzuelana","Heterotaxis valenzuelana","(A. Rich.) Ojeda & Carnevali","Carnevali, Germán, (CICY)",NA,NA,"E. P. Killip & A. C. Smith","Colombia","Santander",NA,NA,NA,NA,NA,"1",NA,NA,NA,"16408","1927","1","3",NA,NA,NA,"1500","1800",NA,"South America - Neotropics",NA,NA
"31","2019-07-09 12:46:48-03","F","FMNH-SEEDPLANTS","V0433622F","PreservedSpecimen","Plantae","Spermatophyta","Monocotyledoneae",NA,"Orchidaceae","Maxillaria","valenzuelana","Maxillaria valenzuelana",NA,"RRC ID Flag",NA,NA,"J. A. Steyermark","Venezuela","Mérida",NA,NA,NA,NA,NA,NA,NA,NA,NA,"56331","1944","5","6",NA,NA,"V0433622F",NA,NA,"V0433622F_01 V0433622F_02","South America","56331",NA
"32","2019-07-09 12:44:18-03","F","FMNH-SEEDPLANTS","V0460114F","PreservedSpecimen","Plantae","Spermatophyta","Monocotyledoneae",NA,"Orchidaceae","Maxillaria","valenzuelana","Maxillaria valenzuelana",NA,NA,NA,NA,"J. A. Steyermark","Venezuela",NA,NA,NA,"-65.9119","7.0758",NA,NA,NA,NA,NA,"61082","1945","2","21",NA,NA,"V0460114F",NA,NA,"V0460114F_01","South America",NA,NA
"33","2019-07-09 12:44:16-03","F","FMNH-SEEDPLANTS","V0460115F","PreservedSpecimen","Plantae","Spermatophyta","Monocotyledoneae",NA,"Orchidaceae","Maxillaria","valenzuelana","Maxillaria valenzuelana",NA,NA,NA,NA,"J. A. Steyermark & V. Carreño Espinoza","Venezuela",NA,NA,NA,"-65.9119","7.0758",NA,NA,NA,NA,NA,"108808","1973","12","27",NA,NA,"V0460115F",NA,NA,"V0460115F_01","South America",NA,NA
"34","2020-11-04 17:30:10-03","UEM","HUEM","22058","S","Plantae",NA,NA,NA,"Orchidaceae","Heterotaxis","valenzuelana","Heterotaxis valenzuelana","(A.Rich.) F.Barros","Milaneze-Gutierre, MA","2011","06","Milaneze-Gutierre, MA","Brasil","Paraná","Telêmaco Borba","Área de alagamento da UHE Mauá, Reestinga","-50.583333","-24.35",NA,NA,"Epífita; flores de coloração amarela.",NA,NA,"s.n.","2011","06","20","-50.583333","-24.35","HUEM000009529",NA,NA,"HUEM000009529",NA,NA,NA
"35","2020-11-04 17:30:10-03","UEM","HUEM","24245","S","Plantae",NA,NA,NA,"Orchidaceae","Heterotaxis","valenzuelana","Heterotaxis valenzuelana","(A.Rich.) F.Barros","Milaneze-Gutierre, MA","2013",NA,"Milaneze-Gutierre, MA","Brasil","Paraná","Telêmaco Borba","Área de alagamento da UHE Mauá","-50.6156005859375","-24.3239002227783","35037",NA,"Epífita; flores amarelas","auto",NA,"s.n.","2013","04",NA,NA,NA,"HUEM000009530",NA,NA,"HUEM000009530",NA,NA,NA
"36","2020-08-20 20:37:53-03","UFSC","FLOR","2448","PreservedSpecimen","Plantae",NA,NA,"Asparagales","Orchidaceae","Heterotaxis","valenzuelana","Heterotaxis valenzuelana","(A.Rich.) Ojeda & Carnevali","Pabst, G.","1971",NA,"Bresolin, A.","Brasil","Santa Catarina","Florianópolis","Tapera, Caieira, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335","27000",NA,"epífito, flor amarela. Floresceu no Horto Botânico.","auto",NA,"137","1971","02","04",NA,NA,"FLOR0002448","300","300",NA,NA,NA,NA
"37","2020-08-20 20:37:56-03","UFSC","FLOR","23251","PreservedSpecimen","Plantae",NA,NA,"Asparagales","Orchidaceae","Maxillaria","iridifolia","Maxillaria iridifolia","Rchb.f.","Falkenberg, D.B.","1994",NA,"Falkenberg, D.B.","Brasil","Santa Catarina","Florianópolis","Área da Habitasul, junto à antiga estrada para Daniela, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335","27000",NA,"epífita sobre tronco, a 3 m do solo, flor perianto amarelo-claro, ovário verde-amarelado. Planta pendente, folhas de 15 a 40 cm de comprimento","auto",NA,"6354","1994","01","04",NA,NA,"FLOR0023251","5","5",NA,NA,NA,NA
"38","2017-09-11 17:12:01-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,NA,"Orchidaceae","Maxillaria","iridifolia","Maxillaria iridifolia","(Bateman ex Rchb.f.) Rchb.f.",NA,NA,NA,"Poeppig, EF","Brazil","Pará ",NA,"in prov. Pará",NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,"P03P6N0017","Southern America",NA,NA
"39","2017-09-11 17:12:01-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,NA,"Orchidaceae","Maxillaria","iridifolia","Maxillaria iridifolia","(Bateman ex Rchb.f.) Rchb.f.",NA,NA,NA,"Regnell, AF","Brazil","Minas Gerais",NA,"ad Pico do Teneriffo prope Caldas",NA,NA,NA,NA,NA,NA,NA,"1718?",NA,NA,NA,NA,NA,NA,NA,NA,"P03P6N0017","Southern America",NA,NA
"40","2017-09-11 17:12:01-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,NA,"Orchidaceae","Maxillaria","iridifolia","Maxillaria iridifolia","(Bateman ex Rchb.f.) Rchb.f.",NA,NA,NA,"Poeppig, EF","Brazil","Pará ",NA,"in prov. Pará",NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,"P03P6N0017","Southern America",NA,NA
"41","2017-09-11 17:12:01-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,NA,"Orchidaceae","Maxillaria","iridifolia","Maxillaria iridifolia","(Bateman ex Rchb.f.) Rchb.f.",NA,NA,NA,"Weddell, HA","Brazil",NA,NA,"in Brasilia centrali loco accurato haud indicato",NA,NA,NA,NA,NA,NA,NA,"27?",NA,NA,NA,NA,NA,NA,NA,NA,"P03P6N0017","Southern America",NA,NA
"42","2017-09-11 17:12:01-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,NA,"Orchidaceae","Maxillaria","iridifolia","Maxillaria iridifolia","(Bateman ex Rchb.f.) Rchb.f.",NA,NA,NA,"Weddell, HA","Brazil",NA,NA,"in Brasilia centrali loco accurato haud indicato",NA,NA,NA,NA,NA,NA,NA,"27",NA,NA,NA,NA,NA,NA,NA,NA,"P03P6N0017","Southern America",NA,NA
"43","2017-09-11 17:12:01-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,NA,"Orchidaceae","Maxillaria","iridifolia","Maxillaria iridifolia","(Bateman ex Rchb.f.) Rchb.f.",NA,NA,NA,"Barbosa Rodrigues, J","Brazil","Minas Gerais",NA,"Habitat in syvlis humidis umbrosisque supra arbores prov. Minas Geraes",NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,"P03P6N0017","Southern America",NA,NA
"44","2017-09-11 17:12:01-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,NA,"Orchidaceae","Maxillaria","iridifolia","Maxillaria iridifolia","(Bateman ex Rchb.f.) Rchb.f.",NA,NA,NA,"Regnell, AF","Brazil","Minas Gerais",NA,"ad Pico do Teneriffo prope Caldas",NA,NA,NA,NA,NA,NA,NA,"1718",NA,NA,NA,NA,NA,NA,NA,NA,"P03P6N0017","Southern America",NA,NA
"45","2017-09-11 17:12:01-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,NA,"Orchidaceae","Maxillaria","iridifolia","Maxillaria iridifolia","(Bateman ex Rchb.f.) Rchb.f.",NA,NA,NA,"Glaziou, AFM","Brazil",NA,NA,"in Brasilia austro-orientali loco haud indicato",NA,NA,NA,NA,NA,NA,NA,"15642",NA,NA,NA,NA,NA,NA,NA,NA,"P03P6N0017","Southern America",NA,NA
"46","2017-09-11 17:12:01-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,NA,"Orchidaceae","Maxillaria","iridifolia","Maxillaria iridifolia","(Bateman ex Rchb.f.) Rchb.f.",NA,NA,NA,"Glaziou, AFM","Brazil",NA,NA,"in Brasilia austro-orientali loco haud indicato",NA,NA,NA,NA,NA,NA,NA,"15642?",NA,NA,NA,NA,NA,NA,NA,NA,"P03P6N0017","Southern America",NA,NA
"47","2017-09-11 17:12:01-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,NA,"Orchidaceae","Maxillaria","iridifolia","Maxillaria iridifolia","(Bateman ex Rchb.f.) Rchb.f.",NA,NA,NA,"Barbosa Rodrigues, J","Brazil","Minas Gerais",NA,"Habitat in syvlis humidis umbrosisque supra arbores prov. Minas Geraes",NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,"P03P6N0017","Southern America",NA,NA
"48","2017-09-11 17:12:01-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,NA,"Orchidaceae","Maxillaria","iridifolia","Maxillaria iridifolia","(Bateman ex Rchb.f.) Rchb.f.",NA,NA,NA,"Purdie, W","Colombia",NA,NA,"Etiam in Columbia ad Serra Nevada prope Santa Martha",NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,"P03P6N0017","Southern America",NA,NA
"49","2017-09-11 17:12:01-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,NA,"Orchidaceae","Maxillaria","iridifolia","Maxillaria iridifolia","(Bateman ex Rchb.f.) Rchb.f.",NA,NA,NA,"Purdie, W","Colombia",NA,NA,"Etiam in Columbia ad Serra Nevada prope Santa Martha",NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,"P03P6N0017","Southern America",NA,NA
"50","2017-09-11 17:12:01-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,NA,"Orchidaceae","Maxillaria","iridifolia","Maxillaria iridifolia","(Bateman ex Rchb.f.) Rchb.f.",NA,NA,NA,"Wright, C","Cuba",NA,NA,"in Cuba orientalis",NA,NA,NA,NA,"Floret Februario - Junio",NA,NA,"3314",NA,NA,NA,NA,NA,NA,NA,NA,"P03P6N0017","Southern America",NA,NA
"51","2017-09-11 17:12:01-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,NA,"Orchidaceae","Maxillaria","iridifolia","Maxillaria iridifolia","(Bateman ex Rchb.f.) Rchb.f.",NA,NA,NA,"Wright, C","Cuba",NA,NA,"in Cuba orientalis",NA,NA,NA,NA,"Floret Februario - Junio",NA,NA,"3314?",NA,NA,NA,NA,NA,NA,NA,NA,"P03P6N0017","Southern America",NA,NA
"52","2019-11-21 10:13:30-03","IBt","SP","38375","S","Plantae",NA,NA,NA,"Orchidaceae","Heterotaxis","valenzuelana","Heterotaxis valenzuelana","(A.Rich.) Ojeda & Carnevali","Mamede, MCH","2011","07","Gehrt, A","Brasil","São Paulo",NA,"Cachoeira do Marimbondo. Cultivada em São Paulo (Pinheiros), fl. 21/V/1937",NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2019-11-21 10:13:30-03","IBt","SP","46222","S","Plantae",NA,NA,NA,"Orchidaceae","Heterotaxis","valenzuelana","Heterotaxis valenzuelana","(A.Rich.) Ojeda & Carnevali","Mamede, MCH","2011","03","Heringer, EP","Brasil","Minas Gerais","Coronel Pacheco",NA,"-43.2655982971191","-21.5877990722656","10350",NA,NA,"auto","18","876","1941","12","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
