"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","typeStatus","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","1015538","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Stryphnodendron","polyphyllum",NA,"Stryphnodendron polyphyllum","Mart.",NA,"D. S. Farias","106","1994","01","23","South America","Brazil","Rio de Janeiro","Silva Jardim","Reserva Biológica de Poço das Antas. Estr. p/ Juturnaiba, prox., entrada da trilha p/ o Morro do Calc. Rio.","-42.3917","-22.6508",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1107500' target='other'> <mi>dwc_moreinfo</mi></a>","NY01015538","NY01015538_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00934422","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Stryphnodendron","polyphyllum","polyphyllum","Stryphnodendron polyphyllum polyphyllum","Mart.","V. R. Scalon","H. S. Irwin","20785","1968","02","24","South America","Brazil","Minas Gerais",NA,"Serra do Espinhaço, at Lapinha, ca. 19km N. of Sêrro on road (MG 2) to Diamantina.","-43.55","-18.55","1200","1200","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=939960' target='other'> <mi>dwc_moreinfo</mi></a>","NY00934422","NY00934422_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00934445","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Stryphnodendron","polyphyllum","polyphyllum","Stryphnodendron polyphyllum polyphyllum","Mart.","V. R. Scalon","H. S. Irwin","2719","1959","02","23","South America","Brazil","Minas Gerais","Viçosa","State Agricultural School, Viçosa.","-42.868031","-20.7613428",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=940108' target='other'> <mi>dwc_moreinfo</mi></a>","NY00934445","NY00934445_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00934633","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Stryphnodendron","polyphyllum","villosum","Stryphnodendron polyphyllum villosum","Benth.","V. R. Scalon","R. M. Harley","11001","1968","11","10","South America","Brazil","Mato Grosso",NA,"Vale de Sonhos, S. of Xavantina","-52.23","-14.63",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=943291' target='other'> <mi>dwc_moreinfo</mi></a>","NY00934633","NY00934633_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00934630","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Stryphnodendron","polyphyllum","villosum","Stryphnodendron polyphyllum villosum","Benth.","V. R. Scalon","E. P. Heringer","11540","1967","08","15","South America","Brazil","Minas Gerais","João Pinheiro","Joao Pinheiro. 1000 m a N. do Mar.","-46.1725","-17.7428",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=943175' target='other'> <mi>dwc_moreinfo</mi></a>","NY00934630","NY00934630_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00934425","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Stryphnodendron","polyphyllum","polyphyllum","Stryphnodendron polyphyllum polyphyllum","Mart.","V. R. Scalon","H. S. Irwin","30292","1971","01","13","South America","Brazil","Minas Gerais",NA,"Serra do Espinhaço, base of Serra da Piedade, ca. 35 km E. of Belo Horizonte, road to Caeté","-43.676328","-19.820266","1600","1600","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=940090' target='other'> <mi>dwc_moreinfo</mi></a>","NY00934425","NY00934425_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00934628","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Stryphnodendron","polyphyllum","villosum","Stryphnodendron polyphyllum villosum","Benth.","V. R. Scalon","S. G. da Fonsêca","1582","1968","10","15","South America","Brazil","Goiás",NA,"Margem do Rio Verdao",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=943143' target='other'> <mi>dwc_moreinfo</mi></a>","NY00934628","NY00934628_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00934626","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Stryphnodendron","polyphyllum","villosum","Stryphnodendron polyphyllum villosum","Benth.","V. R. Scalon","B. M. T. Walter","2466","1995","07","22","South America","Brazil","Goiás","Niquelândia","Margem direita do Rio Bagagem. 8 km da Barra do Bagagem/ Tocantins (Maranhao). Bacia de inundaçao do AHE Serra da Mesa","-48.27","-14.05","360","360","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=943097' target='other'> <mi>dwc_moreinfo</mi></a>","NY00934626","NY00934626_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00934423","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Stryphnodendron","polyphyllum","polyphyllum","Stryphnodendron polyphyllum polyphyllum","Mart.","V. R. Scalon","H. S. Irwin","22306","1969","01","20","South America","Brazil","Minas Gerais",NA,"Ca. 20km SW of Diamantina. Serra do Espinhaço.","-43.7","-18.37","1200","1200","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=939973' target='other'> <mi>dwc_moreinfo</mi></a>","NY00934423","NY00934423_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","459638","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Stryphnodendron","polyphyllum","polyphyllum","Stryphnodendron polyphyllum polyphyllum","Mart.","E. Forero","A. F. M. Glaziou","12638",NA,NA,NA,"South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=201722' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459638","NY00459638_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00933053","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Stryphnodendron","polyphyllum",NA,"Stryphnodendron polyphyllum","Mart.","V. R. Scalon","R. de Mello-Silva","2659","2004","09","09","South America","Brazil","Minas Gerais","Santos Dumont","Perobas. Estrada para o Patrimônio dos Paiva. Rio das Perobas, 2 ª cachoeira a montante","-43.5525","-21.4569",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1008011' target='other'> <mi>dwc_moreinfo</mi></a>","NY00933053","NY00933053_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","1184123","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Stryphnodendron","polyphyllum",NA,"Stryphnodendron polyphyllum","Mart.","R. D. Ribeiro; E. S. Lima","R. C. Forzza","4933","2007","11","20","South America","Brazil","Minas Gerais","Botumirim","São Domings. Encostas do ribeirão São Domingos, em trilha para o alto da Serra da Canastra.","-43.02681","-16.85736","1039","1122","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1462624' target='other'> <mi>dwc_moreinfo</mi></a>","NY01184123","NY01184123_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00934424","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Stryphnodendron","polyphyllum","polyphyllum","Stryphnodendron polyphyllum polyphyllum","Mart.","V. R. Scalon","H. S. Irwin","28076","1970","03","22","South America","Brazil","Minas Gerais","Diamantina","Serra do Espinhaço, ca. 10 km N. of São João da Chapada, road to Inhaí","-43.7296","-18.0062","1050","1050","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=940002' target='other'> <mi>dwc_moreinfo</mi></a>","NY00934424","NY00934424_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","459593","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Stryphnodendron","polyphyllum","villosum","Stryphnodendron polyphyllum villosum","Benth.","R. S. Cowan","W. R. Anderson","9669","1973","05","04","South America","Brazil","Mato Grosso",NA,"Ca. 35km (straight line) ENE of Barra do Garças",NA,NA,"500","500","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=350566' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459593","NY00459593_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","459596","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Stryphnodendron","polyphyllum","villosum","Stryphnodendron polyphyllum villosum","Benth.","G. P. Lewis","S. A. Mori","14325","1981","06","11","South America","Brazil","Bahia","Lençóis","Vicinity of Lençois, 2-5km N of Lençois on trail to Barro Branco","-41.3897","-12.5633",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=350565' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459596","NY00459596_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00934608","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Stryphnodendron","polyphyllum","villosum","Stryphnodendron polyphyllum villosum","Benth.","V. R. Scalon","R. Goodland","476","1966","07","06","South America","Brazil","Goiás","Rio Verde","S side of road, 40 km W of Rio Verde, towards station","-50.9281","-17.7983",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=943251' target='other'> <mi>dwc_moreinfo</mi></a>","NY00934608","NY00934608_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2016-11-01 11:13:00-02","NY","NYBG","00934448","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Stryphnodendron","polyphyllum","polyphyllum","Stryphnodendron polyphyllum polyphyllum","Mart.","V. R. Scalon","G. Davidse","11444","1976","03","27","South America","Brazil","Minas Gerais",NA,"Ca. 19 km S of the intersection of Highways BR-116 and BR-262, just N of the village of São João do Manhuaçu",NA,NA,"800","800","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=940644' target='other'> <mi>dwc_moreinfo</mi></a>","NY00934448","NY00934448_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00934627","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Stryphnodendron","polyphyllum","villosum","Stryphnodendron polyphyllum villosum","Benth.","V. R. Scalon","B. A. S. Pereira","3074","1996","07","27","South America","Brazil","Goiás","Pirenópolis","Km 5 da estrada Pirenópolis/Corumbá de Goiás. Serra do Bicame","-48.9592018127441","-15.852499961853","1350","1350","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=943136' target='other'> <mi>dwc_moreinfo</mi></a>","NY00934627","NY00934627_01","40887","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00934609","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Stryphnodendron","polyphyllum","villosum","Stryphnodendron polyphyllum villosum","Benth.","V. R. Scalon","G. Eiten","9474","1969","11","21","South America","Brazil","Mato Grosso","Barra do Garças","70 km north of Xavantina. (4 km north of crossing of Córrego Beiracaia.)","-52.17","-14.18",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=943345' target='other'> <mi>dwc_moreinfo</mi></a>","NY00934609","NY00934609_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2017-05-17 10:21:00-03","NY","NYBG","02714026","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Stryphnodendron","polyphyllum",NA,"Stryphnodendron polyphyllum",NA,NA,"S. J. da Silva Neto","1385","2000","04","18","South America","Brazil","Rio de Janeiro","Duque de Caxias","Trilha para a estrada Rio-Petropolis. Reserva da Petrobras","-43.266667","-22.55",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3005723' target='other'> <mi>dwc_moreinfo</mi></a>","NY02714026","NY02714026_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","459641","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Stryphnodendron","polyphyllum","polyphyllum","Stryphnodendron polyphyllum polyphyllum","Mart.","V. R. Scalon","G. G. Hatschbach","48675","1984","12","06","South America","Brazil","Espírito Santo","Domingos Martins","Rod. BR 262, prox. entrada para Domingos Martins","-40.6592","-20.3633",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=276615' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459641","NY00459641_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00934446","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Stryphnodendron","polyphyllum","polyphyllum","Stryphnodendron polyphyllum polyphyllum","Mart.","V. R. Scalon","A. P. Duarte","7973","1962",NA,NA,"South America","Brazil","Minas Gerais",NA,"Entre Juiz de Fora e Santos Dumont, km 116 mais ou menos, BR-3",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=940129' target='other'> <mi>dwc_moreinfo</mi></a>","NY00934446","NY00934446_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00934601","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Stryphnodendron","polyphyllum","polyphyllum","Stryphnodendron polyphyllum polyphyllum","Mart.","V. R. Scalon","E. P. Heringer","15016","1975","09","17","South America","Brazil","Minas Gerais","Marliéria","Parque Estadual Do Rio Doce. On peninsula at Lake Helvécio. Near hotel","-42.6","-19.77","450","450","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=942064' target='other'> <mi>dwc_moreinfo</mi></a>","NY00934601","NY00934601_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00934449","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Stryphnodendron","polyphyllum","polyphyllum","Stryphnodendron polyphyllum polyphyllum","Mart.","V. R. Scalon","Y. E. J. Mexia","4366","1930","02","19","South America","Brazil","Minas Gerais","Viçosa","Viçosa, Agricultural College lands. Hill northwest of main buildings","-42.8819007873535","-20.7539005279541","690","690","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=942018' target='other'> <mi>dwc_moreinfo</mi></a>","NY00934449","NY00934449_01","13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00934450","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Stryphnodendron","polyphyllum","polyphyllum","Stryphnodendron polyphyllum polyphyllum","Mart.","V. R. Scalon","Y. E. J. Mexia","4858","1930","07","14","South America","Brazil","Minas Gerais","Viçosa","Viçosa, Agricultural College lands. Hill northwest of main buildings","-42.8819007873535","-20.7539005279541","690","690","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=942063' target='other'> <mi>dwc_moreinfo</mi></a>","NY00934450","NY00934450_01","13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00934603","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Stryphnodendron","polyphyllum","villosum","Stryphnodendron polyphyllum villosum","Benth.","V. R. Scalon","H. S. Irwin","7540","1964","10","29","South America","Brazil","Goiás","Jataí","Ca. 60 km. S. of Caiapônia on rd. to Jataí. Serra do Caiapó.","-51.75","-17.4","800","1000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=942069' target='other'> <mi>dwc_moreinfo</mi></a>","NY00934603","NY00934603_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00934607","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Stryphnodendron","polyphyllum","villosum","Stryphnodendron polyphyllum villosum","Benth.","V. R. Scalon","E. P. Heringer","17813","1980","05","14","South America","Brazil","Goiás","Caldas Novas","Termas do Rio Quente","-48.6247","-17.7419",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=943188' target='other'> <mi>dwc_moreinfo</mi></a>","NY00934607","NY00934607_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00934604","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Stryphnodendron","polyphyllum","villosum","Stryphnodendron polyphyllum villosum","Benth.","V. R. Scalon","H. S. Irwin","16700","1966","06","07","South America","Brazil","Mato Grosso",NA,"Ca. 2 km. N.E. of Xavantina. Drainage of the Upper Rio Araguaia.","-52.33687","-14.65392","400","400","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=943049' target='other'> <mi>dwc_moreinfo</mi></a>","NY00934604","NY00934604_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00934631","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Stryphnodendron","polyphyllum","villosum","Stryphnodendron polyphyllum villosum","Benth.","V. R. Scalon","E. P. Heringer","8870","1962","02","15","South America","Brazil","Distrito Federal","Brasília","Horto do Guará.","-47.9294","-15.7797",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=943177' target='other'> <mi>dwc_moreinfo</mi></a>","NY00934631","NY00934631_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","00934610","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Stryphnodendron","polyphyllum","villosum","Stryphnodendron polyphyllum villosum","Benth.","V. R. Scalon","S. Tsugaru","B-128","1987","07","11","South America","Brazil","Goiás","Caldas Novas","Near Caldas Novas","-48.6247","-17.7419","730","730","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=943376' target='other'> <mi>dwc_moreinfo</mi></a>","NY00934610","NY00934610_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","459595","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Stryphnodendron","polyphyllum","villosum","Stryphnodendron polyphyllum villosum","Benth.","G. P. Lewis","G. P. Lewis","915","1981","12","20","South America","Brazil","Bahia","Lençóis","Ca. 8km NW de Lençois. Estrada para Barro Branco","-41.33","-12.53","600","600","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=350564' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459595","NY00459595_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
