"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","year","stateProvince","month","day","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","county","coordinatePrecision","geoFlag","class","fieldNumber","verbatimLongitude","verbatimLatitude","individualCount"
"11","2020-11-04 12:15:57-03","ESALQ","ESA","137444","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Pteris","congesta","Pteris congesta","I. Prado","C.M. Mynssen","35.0",NA,"Brasil","Mariane",NA,NA,"ESA137444",NA,"C. Mynssen","1993","Rio de Janeiro","08","04","-43.2075004577637","-22.9027996063232",NA,NA,"1994","10","25","Rio de Janeiro","57442","auto",NA,NA,NA,NA,NA
"12","2019-08-27 13:36:22-03","IAP","PACA-AGP","71528","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Pteridaceae","Pteris","congesta","Pteris congesta","J. Prado","Occhioni",NA,NA,"Brasil","Gavea",NA,"Herb. VIC 3413","PACA071528",NA,"J. Prado","1933","RJ","08","30","-43.2075004577637","-22.9027996063232",NA,NA,"1994","01","05","Rio de Janeiro","57442","auto","Filicopsida",NA,NA,NA,NA
"13","2019-08-27 13:36:22-03","IAP","PACA-AGP","71527","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Pteridaceae","Pteris","congesta","Pteris congesta","J. Prado","Carauta","1757",NA,"Brasil","Pedra da Gavea - Caminho das Furnas",NA,"Herb. FEEMA 10316 Habitat: local sombrio e umido","PACA071527",NA,"J. Prado","1974","RJ","11","10","-43.2075004577637","-22.9027996063232",NA,NA,"1994","01","05","Rio de Janeiro","57442","auto","Filicopsida",NA,NA,NA,NA
"14","2020-12-20 21:19:11-03","UFV","VIC","003413","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Pteris","congesta","Pteris congesta","J.Prado","Occhioni.","s.n.",NA,"Brasil","Gávea",NA,NA,"VIC003413","VIC003413",NA,"1933","Rio de Janeiro","08","30","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,"Rio de Janeiro","57442","auto",NA,NA,NA,NA,NA
"15","2019-11-21 14:54:30-03","UFJF","CESJ","3384","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Pteridaceae","Pteris","congesta","Pteris congesta","J.Prado","Occhioni","s.n.","América do Sul","Brasil","Jardim Botânico do Rio de Janeiro, Espontânea.",NA,NA,"CESJ003384",NA,"J.Prado","1933","Rio de Janeiro","08","30","-43.2075004577637","-22.9027996063232",NA,NA,"1994",NA,NA,"Rio de Janeiro","57442","auto",NA,NA,NA,NA,NA
"16","2016-03-09 17:11:53-03","MNHN","RECOLNAT_MNHN_P","P00846372","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Pteris","congesta","Pteris congesta","J. Prado","Mynssen, C.M.|Marquete, R.|Prado, J.",NA,NA,"Brasil","Mata de encosta do Jardim Botânico do Rio de Janeiro, nos arredores da Pedra do Marinheiro","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00846372' target='other'> <mi>dwc_moreinfo</mi></a>","P00846372","P00846372_01",NA,"2014","Rio de Janeiro","9","9","-43.23111","-22.96611",NA,NA,NA,NA,NA,"Rio de Janeiro",NA,NA,NA,"1440",NA,NA,NA
"17","2016-03-09 17:11:54-03","MNHN","RECOLNAT_MNHN_P","P00846373","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Pteris","congesta","Pteris congesta","J. Prado","Mynssen, C.M.|Marquete, J.Prado.R.",NA,NA,"Brasil","Mata de Encosta do Jardim Botânico do Rio de Janeiro, nos arredores da Pedra do Marinheiro.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00846373' target='other'> <mi>dwc_moreinfo</mi></a>","P00846373","P00846373_01",NA,"2014","Rio de Janeiro","9","9","-43.23111","-22.96611",NA,NA,NA,NA,NA,"Rio de Janeiro",NA,NA,NA,"1440",NA,NA,NA
"18","2020-07-10 09:49:01-03","MBML","MBML-HERBARIO","29875",NA,"Plantae",NA,NA,"Pteridaceae","Pteris","congesta","Pteris congesta","J.Prado","L. Kollmann","9662",NA,"Brasil","Moitão, Pedra do coração",NA,"Erva 1m na sombra.","MBML029875","MBML029875","P. Labiak/Agosto.2014","2007","Espírito Santo","04","25","-41.203889","-21.3425",NA,NA,NA,NA,NA,"Atílio Vivácqua",NA,NA,NA,NA,"41W12'14","21S20'33",NA
"19","2020-09-12 05:00:02-03","US","US","828137","PreservedSpecimen","Plantae",NA,"Polypodiales","Pteridaceae","Pteris","congesta","Pteris congesta","J. Prado","E. H. Ule","887","South America - Neotropics","Brazil","In einen Walde bei Rio de Janeiro.",NA,NA,"US01479196","US01479196_01",NA,"1887","Rio de Janeiro","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,"1"
"20","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Polypodiales","Pteridaceae","Pteris","congesta","Pteris congesta","J. Prado","R. Rathbun","s.n.","South America","Brazil","Corcovado.",NA,NA,NA,NA,NA,"1891",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,"1"
"21","2020-09-12 05:00:02-03","US","US","762966","PreservedSpecimen","Plantae",NA,"Polypodiales","Pteridaceae","Pteris","congesta","Pteris congesta","J. Prado","J. N. Rose & P. G. Russell","20173","South America - Neotropics","Brazil","Near Corcovado.",NA,NA,"US01479200","US01479200_01",NA,"1915","Rio de Janeiro","7","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,"1"
"22","2020-09-12 05:00:02-03","US","US","2675295","PreservedSpecimen","Plantae",NA,"Polypodiales","Pteridaceae","Pteris","congesta","Pteris congesta","J. Prado","A. F. M. Glaziou","5337","South America","Brazil","Serra de Jacuripaqua. Province de R.J. Bresil.",NA,NA,"US01479195","US01479195_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,"1"
"23","2020-09-12 05:00:02-03","US","US","1497927","PreservedSpecimen","Plantae",NA,"Polypodiales","Pteridaceae","Pteris","congesta","Pteris congesta","J. Prado","L. Smith","1353","South America - Neotropics","Brazil","Southern slope of Pedra Dois Irmaos. Federal District.",NA,NA,"US01479197","US01479197_01",NA,"1928","Rio de Janeiro","11","26","-43.25","-22.98","100","400",NA,NA,NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,"1"
"24","2020-09-12 05:00:02-03","US","US","1095537","PreservedSpecimen","Plantae",NA,"Polypodiales","Pteridaceae","Pteris","congesta","Pteris congesta","J. Prado","C. Osten","5534","South America - Neotropics","Brazil","Corcovado. Walliza Bunquillon. [interpreted]",NA,NA,"US01479198","US01479198_01",NA,"1911","Rio de Janeiro","8","31",NA,NA,"400","500",NA,NA,NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,"1"
"25","2020-02-11 18:26:33-03","UFMG","BHCB-SL","108222","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Pteris","congesta","Pteris congesta","J.Prado","Kollmann, RL","9662","América","Brasil","Moitão, Pedra do Coração",NA,"Erva de 1 m na sombra.","BHCB002311","BHCB002311","Salino, A","2007","Espírito Santo","04","25","-41.198299407959","-20.9141998291016","700","700","2007","08",NA,"Atílio Vivacqua","17154","auto",NA,NA,NA,NA,NA
"26","2021-02-08 12:46:58-03","UFRGS","ICN","187654","S","Plantae","Fern",NA,"Pteridaceae","Pteris","congesta","Pteris congesta","J. Prado","?","s.n.","América do Sul","Brasil",NA,NA,"Material encontrado junto com coletas de Dutra, J. porém sem dados de coletor",NA,NA,"Gonzatti, F",NA,"RJ",NA,NA,"-43.2075004577637","-22.9027996063232",NA,NA,"2016","07","26","Rio de Janeiro","57442","auto",NA,NA,NA,NA,NA
