"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","phylum","order","monthIdentified","coordinatePrecision","individualCount","geoFlag","infraspecificEpithet","recordNumber","continentOcean","preparationType","minimumElevationInMeters","maximumElevationInMeters","dayIdentified","class","typeStatus"
"19","2020-11-04 11:03:43-03","ESALQ","ESA","75552","PreservedSpecimen","Plantae","Bromeliaceae","Canistropsis","microps","Canistropsis microps",NA,NA,NA,"Souza, F.M.; Duarte, A.R.; Sampaio, D.; Bernhardt, R.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E.","2001","04","13","Brasil","São Paulo","São Paulo","BLOQUEADO","-46.6300010681152","-23.5400009155273",NA,NA,"Epífita. Folhas com face adaxial verde com base ligeiramente vinácea, abaxial vinácea, brácteas vermelhas, flores alvas.","ESA075552","ESA075552","Magnoliophyta",NA,NA,"53584",NA,"auto",NA,"109.0",NA,NA,"750","750",NA,NA,NA
"20","2021-01-14 15:25:46-03","MN","R","212388","PreservedSpecimen","Plantae","Bromeliaceae","Canistropsis","microps","Canistropsis microps","(E. Morren ex Mez) Leme","Costa, A.F.","2011","Costa, A.F. 906; Uribbe, F.P.; Neves, B.F.S, & Correia, R.L.","2011","04","06","Brasil","Rio de Janeiro","Magé",NA,"-43.032222","-22.510278","43°1'56W","22°30'37S",NA,"R010005421","R010005421",NA,NA,"04",NA,NA,NA,NA,NA,NA,NA,NA,NA,"06",NA,NA
"21","2021-01-14 15:25:46-03","MN","R","212390","PreservedSpecimen","Plantae","Bromeliaceae","Canistropsis","microps","Canistropsis microps","(E. Morren ex Mez) Leme","Costa, A.F.","2011","Costa, A.F. 917; Uribbe, F.P.; Neves, B.F.S, & Correia, R.L.","2011","04","08","Brasil","Rio de Janeiro","Guapimirim",NA,"-43.013333","-22.494444","43°0'48W","22°29'40S",NA,"R010005420","R010005420",NA,NA,"04",NA,NA,NA,NA,NA,NA,NA,"490","490","08",NA,NA
"22","2021-01-14 15:25:46-03","MN","R","46339","PreservedSpecimen","Plantae","Bromeliaceae","Canistropsis","microps","Canistropsis microps","(E. Morren ex Mez) Leme",NA,NA,"Schwacke, C.A.W.",NA,NA,NA,"Brasil","Rio de Janeiro","Fabrica das Chitas",NA,NA,NA,NA,NA,NA,"R010005423","R010005423",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-31 13:36:31-03","MN","R","188785","PreservedSpecimen","Plantae","Bromeliaceae","Canistropsis","microps","Canistropsis microps","(E. Morren ex Mez) Leme",NA,NA,"Costa, A.F.","1996","05","17","Brasil","Rio de Janeiro","Angra dos Reis",NA,"-44.3180999755859","-23.0067005157471",NA,NA,NA,"R010005419","R010005419",NA,NA,NA,"32988",NA,"auto",NA,"643",NA,NA,NA,NA,NA,NA,NA
"24","2021-01-14 15:25:46-03","MN","R","233036","PreservedSpecimen","Plantae","Bromeliaceae","Canistropsis","microps","Canistropsis microps","(E. Morren ex Mez) Leme",NA,NA,"Kessous, I.M.","2014","11","18","Brasil","Rio de Janeiro","Guapimirim",NA,"-42.9818992614746","-22.5372009277344",NA,NA,NA,"R010044084",NA,NA,NA,NA,"21463",NA,"auto",NA,"171",NA,NA,NA,NA,NA,NA,NA
"25","2021-01-14 15:25:46-03","MN","R","233604","PreservedSpecimen","Plantae","Bromeliaceae","Canistropsis","microps","Canistropsis microps","(E. Morren ex Mez) Leme",NA,NA,"Kessous, I.M.","2014","11","18","Brasil","Rio de Janeiro","Guapimirim",NA,"-42.9818992614746","-22.5372009277344",NA,NA,NA,"R010049110",NA,NA,NA,NA,"21463",NA,"auto",NA,"170",NA,NA,NA,NA,NA,NA,NA
"26","2021-01-14 15:25:46-03","MN","R","212487","PreservedSpecimen","Plantae","Bromeliaceae","Canistropsis","microps","Canistropsis microps","(E. Morren ex Mez) Leme",NA,NA,"Gonçalves, L.F. 33","2011","11","04","Brasil","Rio de Janeiro","Guapimirim",NA,"-42.9818992614746","-22.5372009277344",NA,NA,NA,"R010005417","R010005417",NA,NA,NA,"21463",NA,"auto",NA,"33",NA,NA,NA,NA,NA,NA,NA
"27","2021-03-31 13:36:31-03","MN","R","188792","PreservedSpecimen","Plantae","Bromeliaceae","Canistropsis","microps","Canistropsis microps","(E. Morren ex Mez) Leme",NA,NA,"Costa, A.F.","1995",NA,NA,"Brasil","Rio de Janeiro","Mangaratiba",NA,"-44.040599822998","-22.9596996307373",NA,NA,NA,"R010005418","R010005418",NA,NA,NA,"17272",NA,"auto",NA,"506",NA,NA,NA,NA,NA,NA,NA
"28","2021-03-31 13:36:31-03","MN","R","203871","PreservedSpecimen","Plantae","Bromeliaceae","Canistropsis","microps","Canistropsis microps","(E. Morren ex Mez) Leme",NA,NA,"Costa, A.F.","2000","04","01","Brasil","Rio de Janeiro","Rio das Ostras",NA,"-41.9449996948242","-22.5268993377686",NA,NA,NA,"R010005425","R010005425",NA,NA,NA,"17620",NA,"auto",NA,"718",NA,NA,NA,NA,NA,NA,NA
"29","2021-01-14 15:25:46-03","MN","R","216636","PreservedSpecimen","Plantae","Bromeliaceae","Canistropsis","microps","Canistropsis microps","(E. Morren ex Mez) Leme","Almeida, M.M. & Costa, A.F.","2013","Almeida, M.M. 82; Santos, A. & Silva, K.","2013","04","22","Brasil","Rio de Janeiro","Cachoeiras de Macacu","Guapiaçú","-42.6530990600586","-22.4624996185303","23K 734016.481","23K 7523248.477",NA,"R010031691,R010031696","R010031691 R010031696",NA,NA,"04","32671",NA,"auto",NA,NA,NA,NA,"580","580","25",NA,NA
"30","2021-01-14 15:25:46-03","MN","R","46412","PreservedSpecimen","Plantae","Bromeliaceae","Canistropsis","microps","Canistropsis microps","(E. Morren ex Mez) Leme",NA,NA,"Ule, E.H.G.","1897","10",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Tijuca.","-43.2075004577637","-22.9027996063232",NA,NA,NA,"R010005422","R010005422",NA,NA,NA,"57442",NA,"auto",NA,"4037",NA,NA,NA,NA,NA,NA,NA
"31","2019-08-20 09:59:13-03","UNICAMP","UEC","122016","S","Plantae","Bromeliaceae","Canistropsis","microps","Canistropsis microps",NA,NA,NA,"Souza, FM; Souza, VC; Sampaio, D; Rodrigues, RR; Tamashiro, JY; Duarte, AR; Bernhardt, R","2001","04","13","Brazil","São Paulo","São Paulo","Parque Estadual da Serra do Mar, núcleo","-46.775556","-23.989167","-46.775556","-23.989167","flor, Epífita. Folhas com face adaxial verde com base ligeiramente vinácea, abaxial vinácea, brácteas vermelhas, flores alvas.","UEC005068","UEC005068","Liliopsida",NA,NA,NA,NA,NA,NA,"109",NA,NA,"750","750",NA,NA,NA
"32","2021-03-01 16:19:09-03","UNICAMP","UEC","67851","S","Plantae","Bromeliaceae","Nidularium","microps","Nidularium microps microps","E.Morren ex Mez","Leme, EMC","1995","Barros, F","1993","11","10","Brazil","São Paulo","Ubatuba","Núcleo Picinguaba, Trilha do Corisco. Mata de encosta.","-45.0699996948242","-23.4300003051758",NA,NA,"Epífita. Brácteas vináceas, frutos imaturos verdes.","UEC005015","UEC005015","Liliopsida",NA,"04","34265",NA,"auto","microps","29825",NA,NA,NA,NA,NA,NA,NA
"33","2020-10-14 10:00:04-03","FURB","FURB","12640","PreservedSpecimen","Plantae","Bromeliaceae","Canistropsis","microps","Canistropsis microps","(E.Morren ex Mez) Leme","Hoeltgebaum, MP","2009","Verdi, M.; Korte, A. & Hasckel, R.P.","2009","05","26","Brasil","Santa Catarina","Orleans","Três Barras, Parque Nacional de São Joaquim.","-49.4958333","-28.1722223","-49.4958333","-28.1722223","Florística IFFSC 141(Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita;","FURB19457","FURB19457",NA,NA,"09",NA,NA,NA,NA,"2222",NA,NA,"928","928","18",NA,NA
"34","2019-11-08 08:50:40-03","FURB","FURB","16682","PreservedSpecimen","Plantae","Bromeliaceae","Canistropsis","microps","Canistropsis microps","(E.Morren ex Mez) Leme","Cadorin, TJ","2009","Cadorin, T.J.; Clemes, S.M. & Oliveira, C.P.L.","2009","10","28","Brasil","Santa Catarina","Angelina",NA,"-49.05","-27.45","-49.0500000","-27.4500000",NA,"FURB19453","FURB19453",NA,NA,"10",NA,NA,NA,NA,"296",NA,NA,"822","822","28",NA,NA
"35","2020-10-14 10:00:04-03","FURB","FURB","19712","PreservedSpecimen","Plantae","Bromeliaceae","Canistropsis","microps","Canistropsis microps","(E.Morren ex Mez) Leme","Cadorin, TJ","2010","Verdi, M.; Klettenberg, D.H. & Klemz, G.","2010","01","30","Brasil","Santa Catarina","Treviso","Nova Brasília.","-49.4986111","-28.4436111","-49.4986111","-28.4436111","Florística IFFSC 74 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita;","FURB19454","FURB19454",NA,NA,"03",NA,NA,NA,NA,"3538",NA,NA,"555","555","05",NA,NA
"36","2020-10-14 10:00:04-03","FURB","FURB","23983","PreservedSpecimen","Plantae","Bromeliaceae","Canistropsis","microps","Canistropsis microps","(E.Morren ex Mez) Leme","Cadorin, TJ","2010","Korte, A.; Kniess, A.","2010","01","27","Brasil","Santa Catarina","Mirim Doce",NA,"-50.1308334","-27.1802778","-50.1308334","-27.1802778","Florística IFFSC 508 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita; flor vermelha","FURB19456","FURB19456",NA,NA,"04",NA,NA,NA,NA,"2909",NA,NA,"596","596","29",NA,NA
"37","2020-10-14 10:00:04-03","FURB","FURB","26112","PreservedSpecimen","Plantae","Bromeliaceae","Canistropsis","microps","Canistropsis microps","(E.Morren ex Mez) Leme","Cadorin, TJ","2010","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","2010","05","25","Brasil","Santa Catarina","Doutor Pedrinho","Forcação.","-49.585","-26.7275","-49.5850000","-26.7275000","Epífita IFFSC e801b (Acima de 4m). Forófito 1. Habitat: Floresta Ombrófila Densa Alto Montana; Estágio Avançado; interior do fragmento Habito: epífita; flor brácteas vermelhas","FURB19452","FURB19452",NA,NA,"05",NA,NA,NA,NA,"2340",NA,NA,"785","785","25",NA,NA
"38","2020-10-14 10:00:04-03","FURB","FURB","27269","PreservedSpecimen","Plantae","Bromeliaceae","Canistropsis","microps","Canistropsis microps","(E.Morren ex Mez) Leme","Cadorin, TJ","2010","Cadorin, T.J.; Grosch, B. & Lopes, C.P.","2010","07","10","Brasil","Santa Catarina","Antônio Carlos","RPPN Caraguatá.","-48.87","-27.45","-48.8700000","-27.4500000","Epífita IFFSC e388b (Abaixo de 4m) Habitat: Floresta Ombrófila Densa Montana; Estágio Avançado; interior do fragmento Habito: epífita de arbórea; flor brácteas vermelhas com ápice verde","FURB19455","FURB19455",NA,NA,"07",NA,NA,NA,NA,"3007",NA,NA,"710","710","10",NA,NA
"39","2020-10-14 10:00:04-03","FURB","FURB","28201","PreservedSpecimen","Plantae","Bromeliaceae","Canistropsis","microps","Canistropsis microps","(E.Morren ex Mez) Leme","Cadorin, TJ","2010","Cadorin, T.J.; Grosch, B. & Lopes, C.P.","2010","07","13","Brasil","Santa Catarina","Blumenau","Área Virgem Parque Nacional da Serra do Itajaí.","-49.1391666","-27.0969444","-49.1391666","-27.0969444","Epífita IFFSC e578b (Acima de 4m). Forófito 7. Habitat: Floresta Ombrófila Densa; Estágio Primário; interior do fragmento Habito: epífita; flor bráctea vermelha","FURB01106","FURB01106",NA,NA,"07",NA,NA,NA,NA,"3076",NA,NA,"660","660","13",NA,NA
"40","2020-06-29 09:29:55-03","UFRRJ","RBR","44584","S","Plantae","Bromeliaceae","Canistropsis","microps","Canistropsis microps","(E.Morren ex Mez) Leme",NA,NA,"A.F. Nunes-Freitas; A.S. Dias, C.V. Ariani","2004","01",NA,"Brasil","Rio de Janeiro","Angra dos Reis","Ilha Grande.","-44.3180999755859","-23.0067005157471",NA,NA,NA,"RBR00044584",NA,NA,NA,NA,"32988",NA,"auto",NA,"61",NA,NA,NA,NA,NA,NA,NA
"41","2020-06-29 09:29:55-03","UFRRJ","RBR","44583","S","Plantae","Bromeliaceae","Canistropsis","microps","Canistropsis microps","(E.Morren ex Mez) Leme",NA,NA,"A.F. Nunes-Freitas; A.S. Dias","2004","02",NA,"Brasil","Rio de Janeiro","Angra dos Reis","Ilha Grande. Mata da Jararaca, Vila Dois Rios.","-44.3180999755859","-23.0067005157471",NA,NA,NA,"RBR00044583","RBR00044583 RBR00044583_1",NA,NA,NA,"32988",NA,"auto",NA,"802",NA,NA,NA,NA,NA,NA,NA
"42","2020-06-29 09:29:55-03","UFRRJ","RBR","44227","S","Plantae","Bromeliaceae","Canistropsis","microps","Canistropsis microps","(E.Morren ex Mez) Leme",NA,NA,"A.F. Nunes-Freitas","2000","01","27","Brasil","Rio de Janeiro","Angra dos Reis","Ilha Grande. Trilha da Jararaca, Vila Dois Rios. Parque Estadual da Ilha Grande","-44.3180999755859","-23.0067005157471",NA,NA,NA,"RBR00044227",NA,NA,NA,NA,"32988",NA,"auto",NA,"14",NA,NA,NA,NA,NA,NA,NA
"43","2020-06-29 09:29:55-03","UFRRJ","RBR","44228","S","Plantae","Bromeliaceae","Canistropsis","microps","Canistropsis microps","(E.Morren ex Mez) Leme",NA,NA,"A.F. Nunes-Freitas","2000","01","27","Brasil","Rio de Janeiro","Angra dos Reis","Ilha Grande. Trilha da Jararaca, Vila Dois Rios. Parque Estadual da Ilha Grande","-44.3180999755859","-23.0067005157471",NA,NA,NA,"RBR00044228",NA,NA,NA,NA,"32988",NA,"auto",NA,"15",NA,NA,NA,NA,NA,NA,NA
"44","2020-06-29 09:29:55-03","UFRRJ","RBR","44589","S","Plantae","Bromeliaceae","Canistropsis","microps","Canistropsis microps","(E.Morren ex Mez) Leme",NA,NA,"T.C. Rocha-Pessôa; A.F. Nunes-Freitas, L. , Souza. Souza","2002","04","27","Brasil","Rio de Janeiro","Angra dos Reis","Ilha Grande. Grid da Jararaca, Vila Dois Rios.","-44.3180999755859","-23.0067005157471",NA,NA,NA,"RBR00044589",NA,NA,NA,NA,"32988",NA,"auto",NA,"45",NA,NA,NA,NA,NA,NA,NA
"45","2020-06-29 09:29:55-03","UFRRJ","RBR","44226","S","Plantae","Bromeliaceae","Canistropsis","microps","Canistropsis microps","(E.Morren ex Mez) Leme",NA,NA,"A.F. Nunes-Freitas","2000","01","27","Brasil","Rio de Janeiro","Angra dos Reis","Ilha Grande. Trilha da Jararaca, Vila Dois Rios. Parque Estadual da Ilha Grande","-44.3180999755859","-23.0067005157471",NA,NA,NA,"RBR00044226",NA,NA,NA,NA,"32988",NA,"auto",NA,"16",NA,NA,NA,NA,NA,NA,NA
"46","2020-06-29 09:29:55-03","UFRRJ","RBR","44587","S","Plantae","Bromeliaceae","Canistropsis","microps","Canistropsis microps","(E.Morren ex Mez) Leme",NA,NA,"A.F. Nunes-Freitas","2000","01","27","Brasil","Rio de Janeiro","Angra dos Reis","Ilha Grande. Vila Dois Rios. 'Jararaca'.","-44.3180999755859","-23.0067005157471",NA,NA,NA,"RBR00044587",NA,NA,NA,NA,"32988",NA,"auto",NA,"12",NA,NA,NA,NA,NA,NA,NA
"47","2020-06-29 09:29:55-03","UFRRJ","RBR","44588","S","Plantae","Bromeliaceae","Canistropsis","microps","Canistropsis microps","(E.Morren ex Mez) Leme",NA,NA,"A.F. Nunes-Freitas","2000","01","28","Brasil","Rio de Janeiro","Angra dos Reis","Ilha Grande. Vila Dois Rios. 'Jararaca'.","-44.3180999755859","-23.0067005157471",NA,NA,NA,"RBR00044588",NA,NA,NA,NA,"32988",NA,"auto",NA,"13",NA,NA,NA,NA,NA,NA,NA
"48","2020-06-29 09:29:55-03","UFRRJ","RBR","44586","S","Plantae","Bromeliaceae","Canistropsis","microps","Canistropsis microps","(E.Morren ex Mez) Leme",NA,NA,"A.F. Nunes-Freitas","2000","01","27","Brasil","Rio de Janeiro","Angra dos Reis","Ilha Grande. Vila Dois Rios. 'Jararaca'.","-44.3180999755859","-23.0067005157471",NA,NA,NA,"RBR00044586",NA,NA,NA,NA,"32988",NA,"auto",NA,"11",NA,NA,NA,NA,NA,NA,NA
"49","2020-06-29 09:29:55-03","UFRRJ","RBR","44585","S","Plantae","Bromeliaceae","Canistropsis","microps","Canistropsis microps","(E.Morren ex Mez) Leme",NA,NA,"A.F. Nunes-Freitas","2002",NA,NA,"Brasil","Rio de Janeiro","Angra dos Reis","Ilha Grande. Vila Dois Rios. 'Jararaca'.","-44.3180999755859","-23.0067005157471",NA,NA,NA,"RBR00044585",NA,NA,NA,NA,"32988",NA,"auto",NA,"10",NA,NA,NA,NA,NA,NA,NA
"50","2020-12-21 16:19:25-03","MBM","MBM","352583","PreservedSpecimen","Plantae","Bromeliaceae","Nidularium","microps","Nidularium microps microps","E. Morren ex Mez","Martinelli, G.","1996","Fontoura, T.; et al.; et al.","1991","11","22","Brazil","Rio de Janeiro","Guapimirim","Estação Ecológica Estadual de Paraíso. Caminho para o morro do Pirulito","-42.9818992614746","-22.5372009277344",NA,NA,"Rupícola, folhas verdes, bainhas verde claras; brácteas primárias vermelhas; sépalas vermelhas, pétalas brancas com ápice azul claro","MBM352583","MBM352583",NA,NA,"10","21463",NA,"auto","microps","248","Southern America",NA,NA,NA,"10",NA,NA
