"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","identifiedBy","county","typeStatus","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","dayIdentified","maximumElevationInMeters","fieldNumber","individualCount","relatedCatalogItem"
"11","2019-11-19 15:44:39-03","UNEB","HUNEB","5694","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Myrtaceae","Calycolpus","legrandii","Calycolpus legrandii","Soeiro, R.","3HRB27862","1991","01","05",NA,"Brasil","Bahia",NA,"-38.3272018432617","-12.8943996429443",NA,NA,NA,"HUNEB0005694",NA,"Mattos",NA,"Lauro de Freitas",NA,"11011","auto",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"12","2019-11-19 15:44:39-03","UNEB","HUNEB","5635","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Myrtaceae","Calycolpus","legrandii","Calycolpus legrandii","Ferreira, M.C.","534HRB30855","1993","03","15",NA,"Brasil","Bahia","Itapoan, Abaeté","-38.510799407959","-12.9710998535156",NA,NA,NA,"HUNEB0005635",NA,"Mattos",NA,"Salvador",NA,"26018","auto",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"13","2019-11-19 15:44:39-03","UNEB","HUNEB","5726","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Myrtaceae","Calycolpus","legrandii","Calycolpus legrandii","Costa, J.","103HRB38030","1997","12","21",NA,"Brasil","Bahia","Stella Maris, Codom~inio Petromar","-38.510799407959","-12.9710998535156",NA,NA,NA,"HUNEB0005726",NA,"Mattos",NA,"Salvador",NA,"26018","auto",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"14","2021-03-30 12:45:44-03","EAO","IAN","118688","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Myrtaceae","Calycolpus","legrandii","Calycolpus legrandii","Belém, RP; Mendes, JM","258","1965","01","24","Southern America","Brasil","Bahia","Lagoa Abaeté, restinga.","-38.510799407959","-12.9710998535156",NA,NA,"Lenhosa, 1m de altura, em touceira.","IAN118688",NA,"Mattos","Amorim, GS","Salvador",NA,"26018","auto","2019","11",NA,NA,NA,"18",NA,NA,NA,NA
"15","2021-03-30 12:45:43-03","EAO","IAN","105618","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Myrtaceae","Calycolpus","legrandii","Calycolpus legrandii","Magalhães, MG","7414","1956","01","31","Southern America","Brasil","Bahia","Local Lagoa Abaeté. Dunas.","-38.510799407959","-12.9710998535156",NA,NA,"Arbusto, ramos virgados.","IAN105618",NA,"Mattos","Amorim, GS","Salvador",NA,"26018","auto","2019","11",NA,NA,NA,"18",NA,NA,NA,NA
"16","2019-10-09 11:21:01-03","UFBA","ALCB","028683","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Calycolpus","legrandii","Calycolpus legrandii","Guedes, ML","3864","1996","04","21","Southern America","Brasil","Bahia",NA,"-37.883333","-12.383333",NA,NA,"Arbusto: de ca. 1,80 m de altura. Folhas discolores. Cálice persistente de cor verde.","ALCB057520",NA,"Mattos Silva",NA,"Entre Rios",NA,NA,NA,NA,NA,"-37.883333","-12.383333",NA,NA,NA,NA,NA,NA
"17","2019-10-09 11:21:01-03","UFBA","ALCB","045597","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Calycolpus","legrandii","Calycolpus legrandii","Guedes, ML; Cabral, L","6857","1996","02","23","Southern America","Brasil","Bahia","Região Metropolitana Salvador, Itapoã, dunas atr s do Motel Sky","-38.5","-12.966667",NA,NA,"de ca. 2 m. Folhas cartáceas, discolores. Cálice persistente de cor verde quando jovem, e vermelho quando senescente.; arbustiva-arbórea, com solo arenoso.","ALCB057517",NA,"Mattos Silva",NA,"Salvador",NA,NA,NA,"2000","03","-38.5","-12.966667",NA,NA,NA,NA,NA,NA
"18","2019-10-09 11:21:01-03","UFBA","ALCB","125507","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Calycolpus","legrandii","Calycolpus legrandii","Guedes, ML; Alunos de Botânica BIOC05","24848","2016","05","28","Southern America","Brasil","Bahia","Litoral Norte, Baixio, Caminho para Lagoa Azul.","-37.933333","-11.783333",NA,NA,"Folhas coriáceas. Frutos com cálice acrescente verde, quando maduros vermelhos.","ALCB031087","ALCB031087","Mattos Silva","Guedes, ML","Esplanada",NA,NA,NA,"2016","12","-37.933333","-11.783333",NA,NA,NA,NA,NA,NA
"19","2019-10-09 11:21:01-03","UFBA","ALCB","15905","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Calycolpus","legrandii","Calycolpus legrandii","s.col.","s/n","1975","02","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALCB057439",NA,"Mattos Silva","Lughadha, EN",NA,NA,NA,NA,"1995",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-10-09 11:21:01-03","UFBA","ALCB","03025","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Calycolpus","legrandii","Calycolpus legrandii","Magalhães, G","s/n","1970","06",NA,"Southern America","Brasil","Bahia",NA,"-38.2969017028809","-12.6125001907349",NA,NA,NA,"ALCB057416",NA,"Mattos Silva","Lughadha, EN","Dias D'Avila",NA,"17295","auto","1995",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-10-09 11:21:01-03","UFBA","ALCB","93909","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Calycolpus","legrandii","Calycolpus legrandii","Roque, N; Oliveira, RB; Teixeira, SR; Alves, M","2538","2009","11","22","Southern America","Brasil","Bahia","Litoral Norte, Fazenda Experimental. Escola de Medicina Veterinária(UFBA). Reserva Florestal do Povoado de Aguazinha","-38.084400177002","-11.9419002532959",NA,NA,"Ca. de 5,0 m de alt., folhas discolores, brácteas verdes, cálice verde, corola e estames alvos.","ALCB057422",NA,"Mattos Silva","Oliveira, RB","Entre Rios",NA,"52418","auto","2010","03",NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-10-09 11:21:01-03","UFBA","ALCB","04607","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Calycolpus","legrandii","Calycolpus legrandii","Costa, AL","849",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALCB057407",NA,"Mattos Silva","Lughadha, EN",NA,NA,NA,NA,"1995",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-10-09 11:21:01-03","UFBA","ALCB","052609","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Calycolpus","legrandii","Calycolpus legrandii","Fonseca, MR; Silva, MCR","97","2001","01","12","Southern America","Brasil","Bahia",NA,"-37.89","-12.329167",NA,NA,"Arbusto. Folhas cartáceas, lisas, discolores. Flores alvas com brácteas; estames brancos. Ocasional.","ALCB057432",NA,"Mattos Silva",NA,"Entre Rios",NA,NA,NA,NA,NA,"-37.89","-12.329167",NA,NA,NA,NA,NA,NA
"24","2019-10-09 11:21:01-03","UFBA","ALCB","058336","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Calycolpus","legrandii","Calycolpus legrandii","Guedes, ML; Alunos de Botânica III","9569","2002","04","20","Southern America","Brasil","Bahia","Litoral Norte, Subauma","-38.083333","-11.933333",NA,NA,"de ca. 1,80 m. Folhas coriáceas, discolores, aromáticas. Flores com cálice colorido, persistente no fruto, pétalas e estames alvos.; área antropizada.","ALCB057426",NA,"Mattos Silva","Guedes, ML","Entre Rios",NA,NA,NA,"2002","04","-38.083333","-11.933333",NA,NA,NA,NA,NA,NA
"25","2019-10-09 11:21:01-03","UFBA","ALCB","09769","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Calycolpus","legrandii","Calycolpus legrandii","Guedes, ML; Pananucci, L","s/n","1982","05","29",NA,NA,NA,NA,NA,NA,NA,NA,"Arbusto arbóreo de +- 3,0 m de altura, folhas discolor. Flores alvas vistosas.","ALCB057438",NA,"Mattos Silva","Graziela, GM",NA,NA,NA,NA,"1992","02",NA,NA,NA,"25",NA,NA,NA,NA
"26","2019-10-09 11:21:01-03","UFBA","ALCB","104383","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Calycolpus","legrandii","Calycolpus legrandii","Guedes, ML; Gomes, FS","19366","2012","03","01","Southern America","Brasil","Bahia","Litoral Norte, Caminho para Marcanaí","-37.542222","-11.649167","36",NA,"de ca 4m de altura. Folhas coriáceas. Frutos imaturos com cálice persiste, verde passando a vermelho. Fotos 96,97 e 98.","ALCB057410",NA,"Mattos Silva","Guedes, ML","Jandaíra",NA,NA,NA,"2012","03","-37.542222","-11.649167",NA,NA,"36",NA,NA,NA
"27","2019-10-09 11:21:01-03","UFBA","ALCB","109789","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Calycolpus","legrandii","Calycolpus legrandii","Oliveira, DSC de; Mattos Andrade, PE de; Duplat, VS; Guedes, ML","163","2012","11","06","Southern America","Brasil","Bahia",NA,"-38.5","-12.983333",NA,NA,NA,NA,NA,"Mattos Silva","Oliveira, DSC de","Salvador",NA,NA,NA,"2013","03","-38.5","-12.983333",NA,NA,NA,NA,NA,NA
"28","2019-10-09 11:21:01-03","UFBA","ALCB","109789","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Calycolpus","legrandii","Calycolpus legrandii","Oliveira, D; Guedes, ML; et al.","111","2013","04","10","Southern America","Brasil","Bahia","Região Metropolitana de Salvad, APA das Lagoas e Dunas do Abaeté.","-38.5","-12.983333",NA,NA,"Folhas cartáceas, discolores, face adaxial brilhante. Inflorescência axilar, sépalas acrescente no fruto.","ALCB057428",NA,"Mattos Silva","Guedes, ML","Salvador",NA,NA,NA,"2013","06","-38.5","-12.983333",NA,NA,NA,NA,NA,NA
"29","2019-10-09 11:21:01-03","UFBA","ALCB","111908","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Calycolpus","legrandii","Calycolpus legrandii","Guedes, ML; Gomes, FS; Costa, TF","21080","2013","12","17","Southern America","Brasil","Bahia","Região Metropolitana de Salvad, UNIDUNAS.","-38.336111","-12.936111",NA,NA,"ca de 1,80m de altura. Flores com bracteas e cálice amarelo esverdeado, pétalas e estames alvos.","ALCB057423",NA,"Mattos Silva","Guedes, ML","Salvador",NA,NA,NA,"2013","12","-38.336111","-12.936111",NA,NA,NA,NA,NA,NA
"30","2019-10-09 11:21:01-03","UFBA","ALCB","126557","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Calycolpus","legrandii","Calycolpus legrandii","Fraga, CN","3278","2011","05","12","Southern America","Brasil","Bahia","BA-099, ca. 1 Km após o Rio Imbassaí, sentido Mata de São João - Conde.","-37.944722","-12.434444","11",NA,"ca. 3 m. Brácteas cordiformes, verde-rosado. Flores com sépalas rosa, persistentes. Estilete verde.; Floresta de Tabuleiro.","ALCB038648",NA,"Mattos Silva",NA,NA,NA,NA,NA,NA,NA,"-37.944722","-12.434444",NA,NA,"11",NA,NA,NA
"31","2019-10-09 11:21:01-03","UFBA","ALCB","126969","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Calycolpus","legrandii","Calycolpus legrandii","Melo, JDO; Stadnik, A; Roque, N; Lara, P","29","2017","01","28","Southern America","Brasil","Bahia","Restinga da Lagoa Jauara.","-38.005278","-12.522222","28",NA,"caule liso, acizentado. Folhas discolores. Flores com sépalas e bractéolas verdes. Botões verdes.; Restinga Arbustiva.","ALCB040797",NA,"Mattos Silva","Stadnik, A; Melo, JDO","Mata de São João",NA,NA,NA,"2017","01","-38.005278","-12.522222",NA,NA,"28",NA,NA,NA
"32","2019-10-09 11:21:01-03","UFBA","ALCB","15644","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Calycolpus","legrandii","Calycolpus legrandii","Araújo, A; Pinto, GCP; Arouck Ferreira, JDC; Bautista, HP","366","1982","12","08","Southern America","Brasil","Bahia",NA,"-37.866667","-12.216667",NA,NA,"Arvoreta, flores longas, grandes, amarelo-esverdeado.","ALCB057434",NA,"Mattos Silva",NA,"Entre Rios",NA,NA,NA,"1992","02","-37.866667","-12.216667",NA,"25",NA,NA,NA,NA
"33","2019-10-09 11:21:01-03","UFBA","ALCB","51860","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Calycolpus","legrandii","Calycolpus legrandii","Fonseca, MR; Silva, MCR","s/n","2001","03","28","Southern America","Brasil","Bahia","Litoral Norte, Massarandupió, a 20 km de Porto de Sauípe.","-37.89","-12.329167",NA,NA,"1,80 m. Folhas coriáceas, discolores, aromáticas. Flores com pétalas e estames alvos.","ALCB057425",NA,"Mattos Silva","Guedes, ML","Entre Rios",NA,NA,NA,"2001","07","-37.89","-12.329167",NA,NA,NA,NA,NA,NA
"34","2019-11-25 16:51:16-03","UFBA","ALCB","52165","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Calycolpus","legrandii","Calycolpus legrandii","Guedes, ML; Guaré, F; Cerqueira, MD de","8216a","2001","02","12","Southern America","Brasil","Bahia","Região Metropolitana Salvador, Dunas de Itapoã, atr s do motel sky","-38.5","-12.966667",NA,NA,"3,0 m. Folhas coriáceas. Flores alvas, vistosas, brácteas avermelhadas.","ALCB057431",NA,"Mattos Silva","Guedes, ML","Salvador",NA,NA,NA,"2001","04","-38.5","-12.966667",NA,NA,NA,NA,NA,NA
"35","2019-10-09 11:21:01-03","UFBA","ALCB","59152","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Calycolpus","legrandii","Calycolpus legrandii","Guedes, ML; et al.","9638","2001","08","15","Southern America","Brasil","Bahia","Recôncavo, Área próxima a Caraíba","-38.4","-12.583333",NA,NA,"de ca. 1,60 m. Folhas cartáceas discolores, com a face adaxial verde brilhante , Cálice persistente, colorído.","ALCB057424",NA,"Mattos Silva","Guedes, ML","São Sebastião do Passé",NA,NA,NA,"2002","11","-38.4","-12.583333",NA,NA,NA,NA,NA,NA
"36","2019-10-09 11:21:01-03","UFBA","ALCB","63870","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Calycolpus","legrandii","Calycolpus legrandii","Viana, BF; Neves, MF; Vieira, OJZ","2","1996","01","10","Southern America","Brasil","Bahia",NA,NA,NA,NA,NA,NA,"ALCB057503",NA,"Mattos Silva",NA,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-10-09 11:21:01-03","UFBA","ALCB","68098","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Calycolpus","legrandii","Calycolpus legrandii","Freire, L; Guedes, ML","99","2005","05","02","Southern America","Brasil","Bahia",NA,NA,NA,NA,NA,"Arbusto: folhas crassas, discolores. Flores vermelhas.","ALCB057522",NA,"Mattos Silva","Guedes, ML","Litoral Norte",NA,NA,NA,"2005","05",NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-10-09 11:21:01-03","UFBA","ALCB","80423","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Calycolpus","legrandii","Calycolpus legrandii","Jost, T; Ribeiro, T; Bezerra, N","599","2004","04","15","Southern America","Brasil","Bahia","Litoral Norte, Massarandupió","-37.827778","-12.311389",NA,NA,"2 m de altura; folhas cartáceas, levemente discolores; inflorescência com flores de pétalas brancas, estames brancos, cálice verde-claro; fruto maduro roseo.","ALCB057514",NA,"Mattos Silva","Queiroz, EP","Entre Rios",NA,NA,NA,"2006","06","-37.827778","-12.311389",NA,NA,NA,NA,NA,NA
"39","2020-08-11 00:16:16-03","UFBA","ALCB","83417","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Calycolpus","legrandii","Calycolpus legrandii","Cairo, JPLF; Queiroz, F","s/n","2008","05","05","Southern America","Brasil","Bahia","Região Metropolitana Salvador, Dunas do Abaeté","-38.5","-12.966667",NA,NA,"folhas cartáceas, levemente discolores. Inflorescência com flores de pétalas branco-rosadas, estames brancos, cálice verde-claro.","ALCB057516",NA,"Mattos Silva","Guedes, ML","Salvador",NA,NA,NA,"2008","05","-38.5","-12.966667",NA,NA,NA,NA,NA,NA
"40","2019-10-09 11:21:01-03","UFBA","ALCB","88959a","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Calycolpus","legrandii","Calycolpus legrandii","Gomes, FS; Guedes, ML; Prates, ARS; Lisboa, MS; Oliveira, CIF","240","2009","02","17","Southern America","Brasil","Bahia","Litoral Norte, Diogo","-37.941111","-12.459444","11",NA,"ca. 3 m alt. Folhas cartáceas, discolores. Flores com cálice vermelho.","ALCB057511",NA,"Mattos Silva","Guedes, ML; Gomes, FS","Mata de São João",NA,NA,NA,"2009","07","-37.941111","-12.459444",NA,NA,"11",NA,NA,NA
"41","2019-10-09 11:21:01-03","UFBA","ALCB","89152","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Calycolpus","legrandii","Calycolpus legrandii","Silva, FO da; Paz, JRL da; Moreira, ALC","126","2008","07","05","Southern America","Brasil","Bahia","Região Metropolitana Salvador, Dunas do Flamengo, APA das Dunas e Lagoas do Abaeté","-38.5","-12.966667",NA,NA,"ca. 1,5m de altura. Folhas opostas, cartáceas, concolores, margem lisa, glabra. Flor axilar, vistosa, actinomorfa, dialipétala e dialissépala.","ALCB057512",NA,"Mattos Silva","Oliveira, RB","Salvador",NA,NA,NA,"2009","07","-38.5","-12.966667",NA,NA,NA,NA,NA,NA
"42","2019-10-09 11:21:01-03","UFBA","ALCB","89161","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Calycolpus","legrandii","Calycolpus legrandii","Silva, FO da; Paz, JRL da; Moreira, ALC","10","2008","05","01","Southern America","Brasil","Bahia","Região Metropolitana Salvador, Dunas do Flamengo, APA das Dunas e Lagoas do Abaeté","-38.5","-12.966667",NA,NA,"folhas membranáceas, discolores: adaxial verde-escuro fosco e abaxial verde-claro. Flores axilares.","ALCB057523",NA,"Mattos Silva","Guedes, ML","Salvador",NA,NA,NA,"2009","07","-38.5","-12.966667",NA,NA,NA,NA,NA,NA
"43","2019-10-09 11:21:01-03","UFBA","ALCB","97588","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Calycolpus","legrandii","Calycolpus legrandii","Silva, FO da","s/n","2009","12","22","Southern America","Brasil","Bahia","Região Metropolitana Salvador, Parque das Dunas","-38.5","-12.966667",NA,NA,"1,70 m alt. Folhas alternas, coriáceas, discolores, glabra, margem inteira. Inflorescência axilar, flor solitária, vistosa, bissexuada, actinomorfa, pétalas livres, brancas, sépalas verdes; estames numerosos. Fruto globoso.","ALCB057518",NA,"Mattos Silva","Guedes, ML","Salvador",NA,NA,NA,"2010","12","-38.5","-12.966667",NA,NA,NA,NA,NA,NA
"44","2019-10-09 11:21:02-03","UFBA","ALCB","99564","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Calycolpus","legrandii","Calycolpus legrandii","Guedes, ML; Costa, MA; Alunos do PARFOR","18210","2011","06","11","Southern America","Brasil","Bahia","Região Metropolitana Salvador, Parque das Dunas, Praia do Flamengo","-38.5","-12.966667",NA,NA,"de ca 1,70 m de altura. Folhas coriáceas, discolores. Fruto jovem com sépalas vermelhas, persistentes.","ALCB057510",NA,"Mattos Silva","Guedes, ML; Costa, MA","Salvador",NA,NA,NA,"2011","07","-38.5","-12.966667",NA,NA,NA,NA,NA,NA
"45","2019-10-09 11:21:01-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Calycolpus","legrandii","Calycolpus legrandii","Jost, T; Ribeiro, T; Bezerra, N","599","2004","04","15","Southern America","Brasil","Bahia","Litoral Norte, Massarandupió","-37.827778","-12.311389",NA,NA,"2 m de altura; folhas cartáceas, levemente discolores; inflorescência com flores de pétalas brancas, estames brancos, cálice verde-claro; fruto maduro roseo.",NA,NA,"Mattos Silva","Queiroz, EP","Entre Rios",NA,NA,NA,"2006","06","-37.827778","-12.311389",NA,NA,NA,NA,NA,NA
"46","2019-10-09 11:21:01-03","UFBA","ALCB","113787","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Calycolpus","legrandii","Calycolpus legrandii","Guedes, ML; Camargo, S da S; Alunos de Botânica BIOC05; Fernandes, I; Costa, TF","21523","2014","04","26","Southern America","Brasil","Bahia","Diogo.","-37.6","-11.8",NA,NA,"Folhas cartáceas, discolores. Frutos axilares, com brácteas e cálice avermelhadas, persistentes no fruto.","ALCB057429",NA,"Mattos Silva","Guedes, ML","Camaçari",NA,NA,NA,"2014","05","-37.6","-11.8",NA,NA,NA,NA,NA,NA
