"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","fieldNumber","typeStatus","individualCount","verbatimLongitude","verbatimLatitude","class","minimumElevationInMeters","maximumElevationInMeters","sex"
"11","2015-09-04 06:04:49-03","MNHN","RECOLNAT_MNHN_P","P02410267","PreservedSpecimen",NA,NA,NA,"Asteraceae","Campuloclinium","parvulum","Campuloclinium parvulum","(Glaz. ex Robinson) R.M.King & H.Rob.","M.Dupré",NA,NA,NA,NA,NA,"Brasil",NA,"Brésil Méridional. Brasil, América do Sul",NA,NA,"hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02410267' target='other'> <mi>dwc_moreinfo</mi></a>","P02410267","P02410267_01","Nakijima",NA,NA,NA,NA,NA,NA,"1842",NA,NA,NA,NA,NA,NA,NA,NA
"12","2015-09-04 06:08:02-03","MNHN","RECOLNAT_MNHN_P","P02407867","PreservedSpecimen",NA,NA,NA,"Asteraceae","Eupatorium","parvulum","Eupatorium parvulum","Glaz.","Glaziou, A.",NA,"1873","1","24",NA,"Brasil","Rio de Janeiro","Brésil (Rio janeiro) Campo Feio (Itatiaia). Itatiaia, Rio de Janeiro, Sudeste, Brasil, América do Sul","-44.5633010864258","-22.4960994720459","hb",". . Herbier de A. Glaziou, donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02407867' target='other'> <mi>dwc_moreinfo</mi></a>","P02407867","P02407867_01","Nakajima","Itatiaia","19648","auto",NA,NA,NA,"6379",NA,NA,NA,NA,NA,NA,NA,NA
"13","2015-09-04 06:08:02-03","MNHN","RECOLNAT_MNHN_P","P02407868","PreservedSpecimen",NA,NA,NA,"Asteraceae","Eupatorium","parvulum","Eupatorium parvulum","Glaz.","Glaziou, A.",NA,"1873","1","24",NA,"Brasil","Rio de Janeiro","Brésil. Rio Janeiro, Campo Frio (Itatiaia). Itatiaia, Rio de Janeiro, Sudeste, Brasil, América do Sul","-44.5633010864258","-22.4960994720459","hb",". . Donné par Mme SIMARD, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02407868' target='other'> <mi>dwc_moreinfo</mi></a>","P02407868","P02407868_01","Nakajima","Itatiaia","19648","auto",NA,NA,NA,"6579",NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-04-05 15:05:00-03","MO","MOBOT","101123664","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Campuloclinium","parvulum","Campuloclinium parvulum","(Glaz. ex B.L. Rob.) R.M. King & H. Rob.","Auguste F.M. Glaziou","Glaziou 15150","1884","3",NA,"South America","Brazil","Minas Gerais","entre Ouro Preto et Queluz","-43.5833333","-20.45",NA,NA,NA,NA,"fide Calvo & Roque",NA,NA,NA,NA,NA,NA,NA,"Lectotype","1",NA,NA,NA,NA,NA,NA
"15","2019-04-05 15:42:00-03","MO","MOBOT","101123672","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Campuloclinium","parvulum","Campuloclinium parvulum","(Glaz. ex B.L. Rob.) R.M. King & H. Rob.","Auguste F.M. Glaziou","Glaziou 6579","1873","1","24","South America","Brazil","Rio de Janeiro","Itatiaia, campo Feio","-44.65","-22.3833333",NA,NA,NA,NA,"fide Calvo & Roque",NA,NA,NA,NA,NA,NA,NA,"Lectotype","1",NA,NA,NA,NA,NA,NA
"16","2019-05-23 11:07:46-03","UFLA","ESAL","26585","S","Plantae",NA,NA,"Asteraceae","Campuloclinium","parvulum","Campuloclinium parvulum","(Glaz.) R.M.King & H.Rob.","Melo, P HA; Torres, DM","3438",NA,NA,NA,NA,"Brasil","Minas Gerais","Limite do lago de inundação à barragem","-44.603333","-21.976111",NA,"erva; 1079; ;",NA,NA,"Mansanares, ME","Aiuruoca",NA,NA,"2016","05","16",NA,NA,NA,"-44.603333","-21.976111",NA,NA,NA,NA
"17","2020-11-18 11:39:44-03","UERJ","HRJ","10946","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Campuloclinium","parvulum","Campuloclinium parvulum","(Glaz.) R.M.King & H.Rob.","?","s.n.","2005","05","12",NA,"Brasil","Rio de Janeiro","Maromba.","-44.5633010864258","-22.4960994720459",NA,NA,"HRJ00010946",NA,NA,"Itatiaia","19648","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-09-12 05:00:02-03","US","US","2853648","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Campuloclinium","parvulum","Campuloclinium parvulum","(Glaz. ex B.L. Rob.) R.M. King & H. Rob.","A. P. Duarte","7680","1963","3",NA,"South America - Neotropics","Brazil","Rio de Janeiro","Rio de Janeiro, Sogeado, Serra da Bocaina [interpreted]",NA,NA,NA,NA,"US01643923","US01643923_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"Dicotyledonae",NA,NA,NA
"19","2019-10-07 09:11:26-03","UEFS","HUEFS","144156","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Eupatorium","parvulum","Eupatorium parvulum","Glaz. ex B.L.Rob.","Roth, P.L.","1803","1957","02","14",NA,"Brasil","Minas Gerais","Serra do Curral - BR 3. Km 435.","-43.937801361084","-19.9207992553711",NA,NA,"HUEFS0144156","HUEFS0144156",NA,"Belo Horizonte","17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,"Asteranae",NA,NA,NA
"20","2019-09-04 19:34:25-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Asteraceae","Eupatorium","parvulum","Eupatorium parvulum",NA,"A. Glaziou","15150",NA,NA,NA,"South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Type [status unknown]",NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"21","2019-05-06 11:52:48-03","UFU","HUFU","26056","S","Plantae",NA,NA,"Asteraceae","Campuloclinium","parvulum","Campuloclinium parvulum","(Glaz.) R.M.King & H.Rob.","Roth, P.L.","1803","1957","02","14",NA,"Brasil","Minas Gerais","Serra do Curral, BR 3, KM 435.","-43.937801361084","-19.9207992553711",NA,"Herbácea. Flores roxas.","HUFU00043901","HUFU00043901","Nakajima, J.N.","Belo Horizonte","17082","auto","2016","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-02-08 12:36:01-03","UFRGS","ICN","140207","S","Plantae","Dicotyledon",NA,"Asteraceae","Campuloclinium","parvulum","Campuloclinium parvulum","(Glaz. ex B.L. Rob.) R.M.King & H.Rob.","Hagelund, K","6351","1972","07","24","América do Sul","Brasil","MG","Curvado, 86 Km.","-43.6002998352051","-18.2493991851807",NA,"Doação do Karner Hagelund",NA,NA,"Christ, AL","Diamantina","101169","auto","2019","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-02-08 12:36:01-03","UFRGS","ICN","019670","S","Plantae","Dicotyledon",NA,"Asteraceae","Campuloclinium","parvulum","Campuloclinium parvulum","(Glaz. ex B.L. Rob.) R.M.King & H.Rob.","Loefgren - J.B.S.P.","16383","1994","04","01","América do Sul","Brasil","SP",NA,"-48.5099983215332","-22.1299991607666",NA,NA,NA,NA,"Christ, AL","Bocaina","18396","auto","2019","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-11-21 10:00:13-03","IBt","SP","313771","S","Plantae",NA,NA,"Asteraceae","Campuloclinium","parvulum","Campuloclinium parvulum","(B.L.Rob.) R.M.King & H.Rob.","Koch, I; Kinoshita, LS","444","1995","04","04",NA,"Brasil","Minas Gerais","Campo do Muro.","-44.9125","-22.408889",NA,NA,"SP031930","SP031930","Esteves, RL","Passa Quatro",NA,NA,"2001",NA,NA,NA,NA,NA,"-44.9125","-22.408889",NA,"2100","2100",NA
"25","2019-11-21 10:00:13-03","IBt","SP","7941","S","Plantae",NA,NA,"Asteraceae","Campuloclinium","parvulum","Campuloclinium parvulum","(B.L.Rob.) R.M.King & H.Rob.","Kizan, JF","s.n.","1922","04","02",NA,"Brasil","Minas Gerais",NA,"-44.9667015075684","-22.3903007507324",NA,NA,"SP031927","SP031927","Robinson, BL","Passa Quatro","17293","auto","1987",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-11-21 10:00:13-03","IBt","SP","16383","S","Plantae",NA,NA,"Asteraceae","Campuloclinium","parvulum","Campuloclinium parvulum","(B.L.Rob.) R.M.King & H.Rob.","Loefgren, A","CGG2333","1894","04","01",NA,"Brasil","São Paulo",NA,"-48.5099983215332","-22.1299991607666",NA,NA,"SP050475","SP050475","Esteves, RL","Bocaina","18396","auto","2007","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-11-21 10:00:13-03","IBt","SP","312895","S","Plantae",NA,NA,"Asteraceae","Campuloclinium","parvulum","Campuloclinium parvulum","(B.L.Rob.) R.M.King & H.Rob.","Simão Bianchini, R; Bianchini, S","1114","1997","05","03",NA,"Brasil","São Paulo","Serra da Bocaina, Alto do Pico da Vista Bonita, campo rico em copostas.","-44.5699996948242","-22.6399993896484",NA,NA,"SP031929","SP031929","Esteves, RL","São José do Barreiro","30784","auto","2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2010-08-16 16:37:23-03","GH","HU-HERB","GH 00257123","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Campuloclinium","parvulum","Campuloclinium parvulum","(Glaziou ex B. L. Robinson) R. M. King & H. Robinson","Dupré",NA,"1842",NA,NA,"South America","Brazil",NA,NA,NA,NA,"Sheet",NA,NA,NA,"R.M. King & H. Robinson (US)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"undetermined"
"29","2010-08-16 16:37:23-03","GH","HU-HERB","GH 00257124","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Campuloclinium","parvulum","Campuloclinium parvulum","(Glaziou ex B. L. Robinson) R. M. King & H. Robinson","A. F. C. P. Saint-Hilaire","784 (Cat. D. 532)",NA,NA,NA,"South America","Brazil","Minas Gerais",NA,NA,NA,"Sheet",NA,NA,NA,"R.M. King & H. Robinson (US)",NA,NA,NA,NA,NA,NA,"784 (Cat. D. 532)",NA,NA,NA,NA,NA,NA,NA,"undetermined"
"30","2010-08-16 16:36:03-03","GH","HU-HERB","GH 00007880","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eupatorium","parvulum","Eupatorium parvulum","Glaziou ex B. L. Robinson","A. F. M. Glaziou","15150",NA,NA,NA,"South America","Brazil","Rio de Janeiro",NA,NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15150","Isotype",NA,NA,NA,NA,NA,NA,"undetermined"
