"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","geoFlag","individualCount","continentOcean","preparationType","barcode","imagecode","class","fieldNumber"
"21","2019-06-10 10:11:45-03","FZB-BH","BHZB","8542","S","Plantae",NA,NA,"Velloziaceae","Vellozia","cf. metzgerae","Vellozia cf. metzgerae",NA,NA,NA,NA,NA,"Ferreira Junior, C.A. et al.","470","2012","05","17","Brasil","MG","Santana do Riacho","RPPN Brumas do Espinhaço e Ermo dos Gerais","-43.704722","-19.025","43W 42' 17","19S 01' 30",NA,"1223","1223","Folhas trísticas. Ponto 88 (636319 7895899 1223m)",NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-06-10 10:11:47-03","FZB-BH","BHZB","11066","S","Plantae",NA,NA,"Velloziaceae","Vellozia","metzgerae","Vellozia metzgerae",NA,NA,NA,NA,NA,"Soares, K.P.",NA,"2016","01","12","Brasil","MG","Diamantina","Trecho rod. entre Diamantina /Milho Verde","-43.6002998352051","-18.2493991851807",NA,NA,"101169",NA,NA,"com duplicata. Ameaçada.","auto",NA,NA,NA,NA,NA,NA,NA
"23","2019-06-10 10:11:47-03","FZB-BH","BHZB","9688","S","Plantae",NA,NA,"Velloziaceae","Vellozia","metzgerae","Vellozia metzgerae",NA,"Renato Mello-Silva confirmada por","2015","12",NA,"Ferreira Junior, C.A. et al.","848","2012","11","29","Brasil","MG","Santana do Riacho","RPPN Brumas do Espinhaço e Ermo do Gerais","-43.717222","-19.033056","43W 43' 02","19S 01' 59",NA,"1355","1355","Ponto 103 . 635004 7895005 1355m , Folhas pilosas. Cespitoso.Doação de duplicata para Herbario SPF em março 2014. Com duplicata.",NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-06-10 10:11:47-03","FZB-BH","BHZB","10174","S","Plantae",NA,NA,"Velloziaceae","Vellozia","metzgerae","Vellozia metzgerae",NA,"R, Mello-Silva confirmada por","2015","12",NA,"Ferreira Junior, C.A. et al.","917","2013","01","29","Brasil","MG","Santana do Riacho","RPPN Brumas do Espinhaço e Ermo do Gerais, Brumas","-43.72","-19.025833","43W 43' 12","19S 01' 33",NA,"1223","1223","Ponto 97,634720 7895813 1223m , Doação de duplicata para Herbario SPF em março 2014",NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-09-12 05:00:02-03","US","US","3741322","PreservedSpecimen","Plantae",NA,"Liliales","Velloziaceae","Vellozia","metzgerae","Vellozia metzgerae","L.B. Sm.","Mello-Silva, R. de",NA,NA,NA,"G. Martinelli, T. Lima & L. Moraes",NA,NA,NA,NA,"Brazil","Minas Gerais",NA,"Brasil, Minas Gerais, Diamantina. Parque Estadual do Rio Preto. Pico Dois Irmaos. Campos Rupestres.","-43.3125","-18.2322",NA,NA,NA,"1605",NA,NA,NA,"1","South America - Neotropics",NA,"US03460621",NA,"Monocotyledonae",NA
"26","2019-11-13 11:32:36-03","USP","SPF","207338","PreservedSpecimen","Plantae",NA,NA,"Velloziaceae","Vellozia","metzgerae","Vellozia metzgerae","L.B.Sm.","Mello-Silva, R","1989","11",NA,"Menezes, NL","177","1971","10","09","Brasil","Minas Gerais",NA,"Serra do Cipó, Km 120-121, à esquerda da estrada Lagoa Santa - Conceição do Mato Dentro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPF00207338",NA,NA,NA
"27","2021-03-15 18:30:17-03","USP","SPF","211004","PreservedSpecimen","Plantae",NA,NA,"Velloziaceae","Vellozia","metzgerae","Vellozia metzgerae","L.B.Sm.","Mello-Silva, R","2010","11",NA,"Zappi, DC","2569","2009","11","24","Brasil","Minas Gerais","Santana de Pirapama","Serra do Cipó, Capela de São José. Trilha da Senhorinha, caminho a Congonhas do Norte.","-43.74844","-18.918667","-43.74844","-18.918667",NA,"1344","1344","Plantas em touceiras pequenas, corola roxa, anteras e estigma amarelos.; Campo limpo com afloramentos.",NA,NA,NA,NA,"SPF00211004",NA,NA,NA
"28","2021-03-15 18:30:17-03","USP","SPF","211025","PreservedSpecimen","Plantae",NA,NA,"Velloziaceae","Vellozia","metzgerae","Vellozia metzgerae","L.B.Sm.","Mello-Silva, R","2010","11",NA,"Zappi, DC","1878","2009","03","08","Brasil","Minas Gerais","Santana de Pirapama","Serra do Cipó, Trilha da Senhorinha, primeiro platô.","-43.755227","-18.967377","-43.755227","-18.967377",NA,NA,NA,"Ervas em touceiras ramificadas, baixas, folhas híspidas verde-claras, frutos castanhos secos.; Campo com solo de cascalho quartzítico.",NA,NA,NA,NA,"SPF00211025",NA,NA,NA
"29","2019-11-13 11:32:36-03","USP","SPF","228777","PreservedSpecimen","Plantae",NA,NA,"Velloziaceae","Vellozia","metzgerae","Vellozia metzgerae","L.B.Sm.","Mello-Silva, R","2017","05",NA,"Martinelli, G","18933","2016","01","27","Brasil","Minas Gerais","Serro",NA,"-43.460556","-18.476944","-43.460556","-18.476944",NA,"1160","1160",NA,NA,NA,NA,NA,"SPF00228777",NA,NA,NA
"30","2019-11-13 11:32:36-03","USP","SPF","228816","PreservedSpecimen","Plantae",NA,NA,"Velloziaceae","Vellozia","metzgerae","Vellozia metzgerae","L.B.Sm.","Mello-Silva, R","2017","05",NA,"Verdi, M","6903","2014","02","12","Brasil","Minas Gerais","Serro","Monumento Natural Estadual Várzea do Lajeado e Ser","-43.488611","-18.471944","-43.488611","-18.471944",NA,"1068","1068",NA,NA,NA,NA,NA,"SPF00228816",NA,NA,NA
"31","2019-11-13 11:32:36-03","USP","SPF","228846","PreservedSpecimen","Plantae",NA,NA,"Velloziaceae","Vellozia","metzgerae","Vellozia metzgerae","L.B.Sm.","Mello-Silva, R","2017","05",NA,"Costa, FN","1294","2010","04","23","Brasil","Minas Gerais","Serro","Capivari","-43.368636","-18.390286","-43.368636","-18.390286",NA,"1362","1362",NA,NA,NA,NA,NA,"SPF00228846",NA,NA,NA
"32","2019-11-13 11:32:36-03","USP","SPF","228870","PreservedSpecimen","Plantae",NA,NA,"Velloziaceae","Vellozia","metzgerae","Vellozia metzgerae","L.B.Sm.","Mello-Silva, R","2017","05",NA,"Rapini, A","1737","2008","02","08","Brasil","Minas Gerais","Diamantina",NA,"-43.723889","-18.283333","-43.723889","-18.283333",NA,"1350","1350",NA,NA,NA,NA,NA,"SPF00228870",NA,NA,NA
"33","2019-11-13 11:32:36-03","USP","SPF","228884","PreservedSpecimen","Plantae",NA,NA,"Velloziaceae","Vellozia","metzgerae","Vellozia metzgerae","L.B.Sm.","Mello-Silva, R","2017","05",NA,"Coan, AI","169","2013","02","04","Brasil","Minas Gerais","Serro","São Gonçalo do Rio das Pedras","-43.474456","-18.432803","-43.474456","-18.432803",NA,"1106","1106",NA,NA,NA,NA,NA,"SPF00228884",NA,NA,NA
"34","2019-11-13 11:32:36-03","USP","SPF","228926","PreservedSpecimen","Plantae",NA,NA,"Velloziaceae","Vellozia","metzgerae","Vellozia metzgerae","L.B.Sm.","Mello-Silva, R","2015","12",NA,"Ferreira Jr, CA","848","2012","11","29","Brasil","Minas Gerais","Santana do Riacho","RPPN Brumas do Espinhaço","-43.7144012451172","-19.1688995361328",NA,NA,"26557","1355","1355",NA,"auto",NA,NA,NA,"SPF00228926",NA,NA,NA
"35","2019-11-13 11:32:36-03","USP","SPF","227406","PreservedSpecimen","Plantae",NA,NA,"Velloziaceae","Vellozia","metzgerae","Vellozia metzgerae","L.B.Sm.","Mello-Silva, R","2015","12",NA,"Ferreira Jr, CA","917","2013","01","29","Brasil","Minas Gerais","Santana do Riacho","RPPN Brumas do Espinhaço e Ermo dos Gerais","-43.7144012451172","-19.1688995361328",NA,NA,"26557",NA,NA,NA,"auto",NA,NA,NA,"SPF00227406",NA,NA,NA
"36","2019-10-07 09:20:32-03","UEFS","HUEFS","104790","PreservedSpecimen","Plantae","Angiospermae","Pandanales","Velloziaceae","Vellozia","metzgerae","Vellozia metzgerae","L.B.Sm.","R.Mello-Silva","2007","08",NA,"Santos, A.K.A.","682","2006","01","13","Brasil","Minas Gerais","Diamantina","Diamantina-Gouveia, ca. 5 km da saída principal de Diamantina. Ca. De 1 km após a Estação de Tratamento de Água, área da Reserva Mannancial Pau de Fruta.","-43.653611","-18.248333","43W39'13''","18S14'54''",NA,"1352","1352","Afloramento rochoso do lado esquerdo da rodovia.",NA,NA,NA,NA,"HUEFS0104790","HUEFS0104790","Lilianae",NA
"37","2021-03-04 11:15:55-03","UEFS","HUEFS","139965","PreservedSpecimen","Plantae","Angiospermae","Pandanales","Velloziaceae","Vellozia","metzgerae","Vellozia metzgerae","L.B.Sm.","R.Mello-Silva","2017","05",NA,"Rapini, A.","1737","2008","02","08","Brasil","Minas Gerais","Diamantina","Estrada conselheiro Mata, ca. Km 185.","-43.723889","-18.283333","43W43'26''","18S17'0''",NA,"1350","1350","Campo rupestre.",NA,NA,NA,NA,"HUEFS0139965","HUEFS0139965","Lilianae",NA
"38","2019-11-01 15:17:30-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Velloziaceae","Vellozia","metzgerae","Vellozia metzgerae","L.B. Sm.","Mello-Silva, R","1988","02","02","Maria, J","98A","1969","10","21","Brasil","Minas Gerais","Serra do Cipó","Km 135",NA,NA,NA,NA,NA,NA,NA,"Planta de formação de arenito",NA,NA,"Southern America",NA,"UB0028336","UB0028336",NA,NA
"39","2019-11-01 15:17:30-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Velloziaceae","Vellozia","metzgerae","Vellozia metzgerae","L.B. Sm.",NA,NA,NA,NA,"Maria, J","98","1969","10","21","Brasil","Minas Gerais","Serra do Cipó","Km 137",NA,NA,NA,NA,NA,NA,NA,"Planta de flores vermelhas; Encosta de rocha, local onde corre água",NA,NA,"Southern America",NA,"UB0028338","UB0028338",NA,NA
"40","2019-11-01 15:17:30-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Velloziaceae","Vellozia","metzgerae","Vellozia metzgerae","L.B. Sm.","Mello-Silva, R","1992","10",NA,"Menezes, NL","539","1975","12","12","Brasil","Minas Gerais",NA,"Estrada Conceição do Mato Dentro - Datas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,"UB0028335","UB0028335",NA,NA
"41","2019-11-01 15:17:30-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Velloziaceae","Vellozia","metzgerae","Vellozia metzgerae","L.B. Sm.","Mello-Silva, R","1988","02","02","Magalhães, M","s.n.","1942","12","20","Brasil","Minas Gerais","Jaboticatubas",NA,"-43.7449989318848","-19.513599395752",NA,NA,"31264",NA,NA,"Subarb. 0,10-0,20m alt; Campo rupestre da Serra do Cipó","auto",NA,"Southern America",NA,"UB0028337","UB0028337",NA,NA
