"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","continentOcean","country","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","year","month","day","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","infraspecificEpithet","previousCatalogNumber","typeStatus","eventTime","fieldNumber","individualCount","sex"
"11","2020-11-13 09:20:02-03","UFRJ","RFA","26102","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Vitex","sellowiana","Vitex sellowiana","Cham.","F.M.B. Pereira","47/57",NA,"Brasil",NA,"Árvore 8 m de altura, 12 cm de DAP, folha verde, fruto verde, comum no local","RFA43671",NA,"M. Roschel","2000","12","15","Minas Gerais","São Pedro dos Ferros","Fazenda Sossego","-42.519444","-20.206667","573","573","2001","08","13","42º31'10''W","20º12'24''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2019-09-10 21:43:16-03","UNEMAT","TANG","3797","S","Plantae",NA,NA,"Lamiaceae","Vitex","sellowiana","Vitex sellowiana","Cham.","Zanin, MAS; Santos, JR; Ferreira, RNR; Silva, IN","s.n.",NA,"Brasil",NA,NA,"TANG000003797",NA,"Ferneda Rocha, LC","2014","08","19","Mato Grosso","Colider","Lote B de supressão, Resgate da flora da UHE Colider","-55.4508018493652","-10.8177995681763",NA,NA,"2015","09","08",NA,NA,"78569","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-30 12:50:19-03","EAO","IAN","102538","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Verbenaceae","Vitex","sellowiana","Vitex sellowiana","Cham.","Magalhães, MG","2609","Southern America","Brasil",NA,NA,"IAN102538",NA,NA,"1942","11","14","Minas Gerais","União-Caeté","Serra do Quibumgo, capoeirinha.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-30 12:50:19-03","EAO","IAN","138657","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Verbenaceae","Vitex","sellowiana","Vitex sellowiana","Cham.","Irwin, HS; Harley, RM","29195","Southern America","Brasil",NA,NA,"IAN138657",NA,"Moldenke, HN","1971","01","26","Minas Gerais",NA,"Cerrado, base of Serra da Caraça, gray sandy soil, ca. 10km W of Barão de Cocais.",NA,NA,"1500","1500","1972",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-30 12:50:19-03","EAO","IAN","138841","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Verbenaceae","Vitex","sellowiana","Vitex sellowiana","Cham.","Irwin, HS; Harley, RM","30479","Southern America","Brasil",NA,NA,"IAN138841",NA,"Moldenke, HN","1971","01","16","Minas Gerais",NA,"Middle slopes of Serra das Piedade, with low dense woodland on iron-rich soil interspersed with many outcrops, ca. 40km E of Belo Horizante, near BR-31.",NA,NA,"1800","1800","1972",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-30 12:50:19-03","EAO","IAN","94213","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Verbenaceae","Vitex","sellowiana","Vitex sellowiana","Cham.","Glaziou, AFM","5957","Southern America","Brasil",NA,NA,"IAN094213",NA,NA,"1878","01","10","Rio de Janeiro",NA,"Santo QAntônio (Petropolis.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-30 12:50:19-03","EAO","IAN","102475","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Verbenaceae","Vitex","sellowiana","Vitex sellowiana","Cham.","Magalhães, MG","1384","Southern America","Brasil",NA,NA,"IAN102475",NA,NA,NA,NA,NA,"Minas Gerais","Ouro Preto","base da Serra do Itatiaai.","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-30 12:50:19-03","EAO","IAN","102463","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Verbenaceae","Vitex","sellowiana","Vitex sellowiana","Cham.","Magalhães, MG","1123","Southern America","Brasil",NA,NA,"IAN102463",NA,NA,"1942","01","13","Minas Gerais","Ouro Preto","Seramemba.","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-10-09 11:18:06-03","UFBA","ALCB","024693","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lamiaceae","Vitex","sellowiana","Vitex sellowiana","Cham.","Mileski, E","335","Southern America","Brasil",NA,"Caule castanho. Frequência mediana. 0,40cm de diâmetro do fuste, 3m de diâmetro da copa. Altura 4m.; Vegetação: Área de Tensão Ecológica. Solo: Arenoso.",NA,NA,"França, F","1983","11","13","Goias","São Sebastião do Tocantins",NA,"-48.25","-5.25",NA,NA,"2004","10",NA,"-48.25","-5.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-02-08 09:33:06-03","NBC","NL-BOTANY","WAG.1700867","PreservedSpecimen","Plantae",NA,"Lamiales","Labiatae","Vitex","sellowiana","Vitex sellowiana","Cham.","Irwin HS; Harley RM; Onishi E",NA,"Southern America","Brazil",NA,"With low dense woodland on iron rich soil interspersed with many outcrops.<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1700867 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1700867","NL-WAG1700867","Moldenke HN","1971","01","16","Minas Gerais",NA,"Serra do Espinhaço, on middle slopes of Serra da Pieda. c. 40km E of belo Horizonte, near Br-31.","-43.726389","-19.833056",NA,NA,NA,NA,NA,"-43.726389","-19.833056",NA,NA,"Magnoliopsidae","WAG0303619",NA,NA,NA,NA,NA,NA,NA
"21","2020-11-04 11:11:50-03","ESALQ","ESA","123603","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lamiaceae","Vitex","sellowiana","Vitex sellowiana",NA,"Colletta, G.D. ; Souza, V.C.","991.0",NA,"Brasil",NA,"Árvore, 4m","ESA123603","ESA123603","Ivanauskas, N.M.","2013","04","29","São Paulo","Tapiraí","Reserva Particular da Votorantim (CBA). UHE da Barra.","-47.5","-23.9599990844727",NA,NA,"2013","04","29",NA,NA,"41034","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-01-14 15:31:20-03","MN","R","5979","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Vitex","sellowiana","Vitex sellowiana","Cham.","Freire Allemão, F.; Cysneiros, M.","1173",NA,"Brasil",NA,"M.N. Plantas da Comm. Scient. da Prov. do Ceará","R000005979","R000005979_001 R000005979_002",NA,NA,NA,NA,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-01-14 15:33:58-03","MN","R","5982","PreservedSpecimen","Plantae",NA,NA,"Verbenaceae","Vitex","sellowiana","Vitex sellowiana","Cham.","Glaziou, A.F.M.","5957",NA,"Brasil",NA,"Plantas do Brasil Central","R000005982","R000005982_001",NA,"1872","03","22","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2015-07-02 14:02:27-03","JBP","HPL","3797","S","Plantae",NA,NA,"Lamiaceae","Vitex","sellowiana","Vitex sellowiana","Cham","E.R. Salviani & H. Lorenzi","2251",NA,"Brasil",NA,NA,NA,NA,"H. Lorenzi","2000","07","10","AM","Manaus","Coletado nas proximidades da cidade em área de mata.","-60.025","-3.10194",NA,NA,"2000","07","10",NA,NA,"138090","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-02-15 11:51:56-02","IPA","IPA","10151","S","Plantae","Plantae",NA,"Verbenaceae","Vitex","sellowiana","Vitex sellowiana","Cham.","Koscinski, M.","ipa-10151","Southern America","Brasil",NA,"Fruto em maio. Herb. Mus. Flor.3","IPA0010151",NA,NA,"1930","11",NA,"São Paulo",NA,"Serra da Cantareira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-02-15 11:51:56-02","IPA","IPA","75590","S","Plantae","Plantae",NA,"Verbenaceae","Vitex","sellowiana","Vitex sellowiana parviflora","Schauer","Lima, D.P.","13333","Southern America","Brasil",NA,NA,"IPA0075590",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"parviflora",NA,NA,NA,NA,NA,NA
"27","2019-02-15 11:51:56-02","IPA","IPA","75590","S","Plantae","Plantae",NA,"Verbenaceae","Vitex","sellowiana","Vitex sellowiana parviflora","Schauer","Lima, D.P.","13333","Southern America","Brasil",NA,NA,"IPA0075590",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"parviflora",NA,NA,NA,NA,NA,NA
"28","2020-12-20 21:18:01-03","UFV","VIC","014370","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Vitex","sellowiana","Vitex sellowiana","Cham","Lisboa, M.L.G.; Silveira, R.G.","s.n.",NA,"Brasil",NA,"Árvore jovem de cerca de 4 m.","VIC014370","VIC014370",NA,"1993","08",NA,"Minas Gerais","Juiz de Fora","Mata do Morro do Redentor","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,NA,NA,NA,"36144","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-12-20 21:18:01-03","UFV","VIC","020557","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Vitex","sellowiana","Vitex sellowiana","Cham","Meira, Neto J A","s.n.",NA,"Brasil",NA,"Árvore de 5 m de altura.","VIC020557","VIC020557",NA,"1994","05",NA,"Minas Gerais","Viçosa","Mata da Sivicultura","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-12-20 21:18:01-03","UFV","VIC","016916","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Vitex","sellowiana","Vitex sellowiana","Cham","Proj Jaiba","106",NA,"Brasil",NA,"Arbusto de 1,5 de altura de flores lilases.","VIC016916","VIC016916",NA,"1996","10","17","Minas Gerais","Mocambinho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-12-20 21:19:42-03","UFV","VIC","16916","PreservedSpecimen","Plantae",NA,NA,"Verbenaceae","Vitex","sellowiana","Vitex sellowiana","Cham","Proj Jaiba","106",NA,"Brasil",NA,"Arbusto de 1,5 m de altura, flores lilazes.","VIC016916","VIC016916",NA,"1996","10","17","Minas Gerais","Mocambinho","No CAM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-02-27 16:44:04-03","UFSC","CTBS","2444","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Vitex","sellowiana","Vitex sellowiana","Cham.","Mendonça, M.P. et al.",NA,NA,"Brasil",NA,"Bioma Cerrado; Hábito arbóreo.",NA,NA,NA,"2003","06","04","Minas Gerais","Nova Lima","Capão Xavier","-43.8466987609863","-19.9855995178223",NA,NA,NA,NA,NA,NA,NA,"29211","auto",NA,NA,NA,"BHZB 4256",NA,NA,NA,NA,NA
"33","2019-11-21 14:38:09-03","UFJF","CESJ","50320","PreservedSpecimen","Plantae","Angiosperma",NA,"Lamiaceae","Vitex","sellowiana","Vitex sellowiana","Cham.","F.R.G. Salimena; I.A. Costa; P.H. Nobre","2694","América do Sul","Brasil",NA,NA,"CESJ050320",NA,NA,"2008","03","02","Minas Gerais","Lima Duarte","Serra Negra, Fazenda Serra Negra, Cachoeira da Mamãe Oxum,","-43.836722","-21.935167","961","961",NA,NA,NA,"-43.836722","-21.935167",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-06-30 18:32:26-03","UFJF","CESJ","66405","PreservedSpecimen","Plantae","Angiosperma",NA,"Lamiaceae","Vitex","sellowiana","Vitex sellowiana","Cham.","B. Moreira; L.C.D. Dias","51","América do Sul","Brasil",NA,"Árvore, ca. 10m, flores brancas/roxas","CESJ066405",NA,"B. Moreira","2014","11","15","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Nanofloresta nebular, próxima a gruta do monjolinho","-43.9075","-21.718056","1450","1450","2014","12","12","-43.9075","-21.718056",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-06-30 18:32:26-03","UFJF","CESJ","66421","PreservedSpecimen","Plantae","Angiosperma",NA,"Lamiaceae","Vitex","sellowiana","Vitex sellowiana","Cham.","B. Moreira; F.R.G. Salimena; P.H. Nobre; M. Alvez","67","América do Sul","Brasil",NA,"Árvore, ca. 5m, frutos imaturos verdes","CESJ066421",NA,"B. Moreira","2014","12","13","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Nanofloresta nebular, próxima a gruta do monjolinho","-43.9075","-21.718056","1450","1450","2015","01","10","-43.9075","-21.718056",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-06-30 18:32:26-03","UFJF","CESJ","51882","PreservedSpecimen","Plantae","Angiosperma",NA,"Lamiaceae","Vitex","sellowiana","Vitex sellowiana","Cham.","R.C. Forzza; et al.","4397","América do Sul","Brasil",NA,"Mata estacional ao lado da gurita de entrada do Parque, seguindo o aceiro. Árvore,ca.10m.alt. Frutos verdes.","CESJ051882",NA,"F.R.G. Salimena","2007","01","23","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,"2008","08",NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-06-30 18:32:26-03","UFJF","CESJ","51883","PreservedSpecimen","Plantae","Angiosperma",NA,"Lamiaceae","Vitex","sellowiana","Vitex sellowiana","Cham.","F.M. Ferreira; et al.","1218","América do Sul","Brasil",NA,"Mata baixa com candeia em frente a Casa do Pesquisador. Árvore ca. 13m.alt. em mata de candeia. Frutos verdes. Corola e cálice alvos.","CESJ051883",NA,"F.R.G. Salimena","2007","01","23","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,"2008","08",NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-11-21 14:38:09-03","UFJF","CESJ","41319","PreservedSpecimen","Plantae","Angiosperma",NA,"Lamiaceae","Vitex","sellowiana","Vitex sellowiana","Cham.","F.R.G. Salimena; P.H. Nobre; O.J. Bastos Neto","1202","América do Sul","Brasil",NA,"Arvoreta no campo rupestre. Flores alvas-amareladas.","CESJ041319",NA,"F.R.G. Salimena","2003","11","15","Minas Gerais","Rio Preto","Serra Negra, Serra da Caveira D'Anta, Fazenda da Tiririca.","-43.8278007507324","-22.0891990661621",NA,NA,"2010","07",NA,NA,NA,"20815","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-11-21 14:38:09-03","UFJF","CESJ","53319","PreservedSpecimen","Plantae","Angiosperma",NA,"Lamiaceae","Vitex","sellowiana","Vitex sellowiana","Cham.","J. Miloski; F.S. Souza; J..H.C. Ribeiro; J.A. Oliveira; S.A. Roman","28","América do Sul","Brasil",NA,"Arvoreta em borda de mata, folhas verdes descolores, frutos verdes lustrosos.","CESJ053319",NA,"F.R.G. Salimena","2009","04","04","Minas Gerais","Lima Duarte","Serra Negra, RPPN Fazenda Serra Negra","-43.793098449707","-21.8425006866455",NA,NA,"2010","07",NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-11-21 14:38:09-03","UFJF","CESJ","49726","PreservedSpecimen","Plantae","Angiosperma",NA,"Lamiaceae","Vitex","sellowiana","Vitex sellowiana","Cham.","L. Menini Neto; F.S. Souza; J.A. Oliveira; S.A. Roman; I.C.Almeida; T. Mota; S.M. Dutra; F.R.G","468","América do Sul","Brasil",NA,"Arvoreta, na transição do campo rupestre com a mata, ca. 4m alt., frutos imaturos verdes.","CESJ049726","CESJ049726","F.R.G. Salimena","2007","12","09","Minas Gerais","Rio Preto","R.P.P.N. São Lourenço do Funil, 22º01'08,3 S, 43º54'12,9 W. ca. 1100 m.s.m. Areial.","-43.8278007507324","-22.0891990661621",NA,NA,"2010","07",NA,NA,NA,"20815","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-11-21 14:38:09-03","UFJF","CESJ","41831","PreservedSpecimen","Plantae","Angiosperma",NA,"Lamiaceae","Vitex","sellowiana","Vitex sellowiana","Cham.","K. Antunes; A.J. Fernandes Júnior; A.S.M. Valente; C.N. Matozinhos; L.C.S. Assis; F.R.G. Sa","45","América do Sul","Brasil",NA,"Árvore, ca. 6m alt., interior de mata. Frutos verdes com pontuações brancas.","CESJ041831",NA,"F.R.G. Salimena","2004","02","24","Minas Gerais","Rio Preto","Serra Negra, Serra da Caveira D'Anta, Fazenda da Tiririca.","-43.8278007507324","-22.0891990661621",NA,NA,"2010","07",NA,NA,NA,"20815","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-11-21 14:38:09-03","UFJF","CESJ","72131","PreservedSpecimen","Plantae","Angiosperma",NA,"Lamiaceae","Vitex","sellowiana","Vitex sellowiana","Cham.","s.col.;","s.n.","América do Sul","Brasil",NA,"Flor branca e azul, árvore pequena.","CESJ072131",NA,"M. Nadruz",NA,NA,NA,"Rio de Janeiro","Rio de Janeiro","Jardim Botânico do Rio de Janeiro, seção XI, cant. A, placa 4456, piq. 6","-43.2075004577637","-22.9027996063232",NA,NA,"1986","05","25",NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-11-06 09:55:59-03","UFOP","OUPR","11241","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Vitex","sellowiana","Vitex sellowiana","Cham.","Pereira, F.M.B.","47/57",NA,"Brasil",NA,"Árvore, 8m de altura, 12cm de DAP. Folha e fruto verdes. Comum no local. Luminositade média. Mata de enconsta sobre solo argiloso.",NA,NA,"Roschel, M.B.","2000","12","15","Minas Gerais","São Pedro dos Ferros","Fazenda Sossego, Coletas organizadas pela Extracta Moléculas Naturais Ltda, Projeto de Bioprospecção.","-42.519444","-20.206667","573","573",NA,NA,NA,"-42.519444","-20.206667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-11-06 09:55:59-03","UFOP","OUPR","29845","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Vitex","sellowiana","Vitex sellowiana","Cham.","Godoy, D.","s.n.",NA,"Brasil",NA,"Arbusto. Flores azuis. Campo.",NA,NA,"Salimena-Pires, F.R.G.",NA,NA,NA,"Minas Gerais","Ouro Preto/ Mariana","Serra do Itacolomi",NA,NA,NA,NA,"1989","07","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-11-06 09:56:00-03","UFOP","OUPR","30097","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Vitex","sellowiana","Vitex sellowiana","Cham.","Lisboa, M.A.","s.n.",NA,"Brasil",NA,"Beira de rio.",NA,NA,"Lisboa, M.A.","1974","10","27","Minas Gerais",NA,"Entre Passagem e Ouro Preto",NA,NA,NA,NA,"1974","11","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-11-06 09:56:00-03","UFOP","OUPR","9571","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Vitex","sellowiana","Vitex sellowiana","Cham.","Aglio, F.J.C.","65",NA,"Indisponível",NA,"Arvore",NA,NA,"Messias, M.C.T.B.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2000","06","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-11-06 09:56:00-03","UFOP","OUPR","30096","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Vitex","sellowiana","Vitex sellowiana","Cham.","Damazio, L.B.","s.n.",NA,"Brasil",NA,NA,NA,NA,"Damazio, L.B.","1906",NA,NA,"Minas Gerais","Ouro Preto","Cachoeira do Campo, Estrada antiga de Cachoeira do Campo","-43.5080986022949","-20.2875003814697",NA,NA,"1906",NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
