"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","infraspecificEpithet","scientificNameAuthorship","identifiedBy","recordNumber","stateProvince","locality","decimalLongitude","decimalLatitude","imagecode","county","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","typeStatus","sex"
"1081","2019-10-07 09:37:33-03","UEFS","HUEFS","78912","PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana","Queiroz, L.P.de","2003","11","27",NA,"Brasil",NA,NA,"Caatinga arbustiva, árborea aberta sobre relevo plano.","HUEFS0078912","Angiospermae","Santalales",NA,"L.",NA,"7993","Bahia","Ca. ? Km para Casa Nova, entrada para Lagoinha, ca. 100m da entrada.","-41.379722","-9.439444","HUEFS0078912","Remanso","546","546",NA,NA,NA,"41W22'47''","9S26'22''",NA,NA,"Santalanae",NA,NA,NA,NA,NA
"1082","2019-10-07 09:37:33-03","UEFS","HUEFS","99271","PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana","Queiroz, L.P.de","2005","08","19",NA,"Brasil",NA,NA,"Floresta Estacional.","HUEFS0099271","Angiospermae","Santalales",NA,"L.","D.Cardoso","10775","Bahia","Serra 1, Faz. Gameleira, entrando entre a Faz. Monte Verde e a Faz. Leão dos Brejos.","-40.536667","-12.412222","HUEFS0099271","Itaberaba","783","783","2007","03",NA,"40W32'12''","12S24'44''",NA,NA,"Santalanae",NA,NA,NA,NA,NA
"1083","2019-10-07 09:37:33-03","UEFS","HUEFS","161562","PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana","van den Berg, C.","2004","03","06",NA,"Brasil",NA,NA,NA,"HUEFS0161562","Angiospermae","Santalales",NA,"L.",NA,"1598","Bahia","Fazenda Marion, parcela do estudo do de sequestro de carbono.","-41.8114013671875","-13.5789003372192","HUEFS0161562","Rio de Contas",NA,NA,NA,NA,NA,NA,NA,"49773","auto","Santalanae",NA,NA,NA,NA,NA
"1084","2019-10-07 09:37:33-03","UEFS","HUEFS","31099","PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana","Harley, R.M.","1992","02","13",NA,"Brasil",NA,NA,NA,"HUEFS0031099","Angiospermae","Santalales",NA,"L.","D.Cardoso","51549","Bahia","Morro da Gregória","-41.6636009216309","-13.2496995925903","HUEFS0031099","Abaíra","1000","1000","2007","07",NA,NA,NA,"26531","auto","Santalanae",NA,NA,NA,NA,NA
"1085","2019-10-07 09:37:33-03","UEFS","HUEFS","50818","PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana","Queiroz, L.P.de","1992","02","13",NA,"Brasil",NA,NA,"Carrasco.","HUEFS0050818","Angiospermae","Santalales",NA,"L.","D.Cardoso","H51549","Bahia","Morro da Gregória.","-41.6636009216309","-13.2496995925903","HUEFS0050818","Abaíra","1000","1000","2007","03",NA,NA,NA,"26531","auto","Santalanae",NA,NA,NA,NA,NA
"1086","2019-10-07 09:37:33-03","UEFS","HUEFS","158381","PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana var. americana","Popovkin, A.V.","2010","01","12",NA,"Brasil",NA,NA,NA,"HUEFS0158381","Angiospermae","Santalales","var. americana","L.",NA,"646","Bahia","Fazenda Rio do Negro. Residual stands of the Atlantic Forest of the Rio do Negro valley, ca. 15 km southeast of Entre Rios.","-38.033333","-12.016667","HUEFS0158381","Entre Rios",NA,NA,NA,NA,NA,"38W2'","12S1'",NA,NA,"Santalanae",NA,NA,NA,NA,NA
"1087","2019-10-07 09:37:33-03","UEFS","HUEFS","158386","PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana var. americana","Popovkin, A.V.","2010","01","18",NA,"Brasil",NA,NA,NA,"HUEFS0158386","Angiospermae","Santalales","var. americana","L.",NA,"651","Bahia","Fazenda Rio do Negro. Residual stands of the Atlantic Forest of the Rio do Negro valley, ca. 15 km southeast of Entre Rios.","-38.033333","-12.016667","HUEFS0158386","Entre Rios",NA,NA,NA,NA,NA,"38W2'","12S1'",NA,NA,"Santalanae",NA,NA,NA,NA,NA
"1088","2019-10-07 09:37:33-03","UEFS","HUEFS","158381","PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana var. americana","Popovkin, A.V.","2010","01","12",NA,"Brasil",NA,NA,NA,"HUEFS0158381","Angiospermae","Santalales","var. americana","L.",NA,"646","Bahia","Fazenda Rio do Negro. Residual stands of the Atlantic Forest of the Rio do Negro valley, ca. 15 km southeast of Entre Rios.","-38.033333","-12.016667","HUEFS0158381","Entre Rios",NA,NA,NA,NA,NA,"38W2'","12S1'",NA,NA,"Santalanae",NA,NA,NA,NA,NA
"1089","2019-10-07 09:37:33-03","UEFS","HUEFS","158386","PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana var. americana","Popovkin, A.V.","2010","01","18",NA,"Brasil",NA,NA,NA,"HUEFS0158386","Angiospermae","Santalales","var. americana","L.",NA,"651","Bahia","Fazenda Rio do Negro. Residual stands of the Atlantic Forest of the Rio do Negro valley, ca. 15 km southeast of Entre Rios.","-38.033333","-12.016667","HUEFS0158386","Entre Rios",NA,NA,NA,NA,NA,"38W2'","12S1'",NA,NA,"Santalanae",NA,NA,NA,NA,NA
"1090","2019-12-16 13:37:27-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana",NA,"1995","9","18","South America","Bolivia",NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,"I. G. Vargas C.",NA,"Santa Cruz",NA,"-61.5","-17.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1091","2019-06-11 12:39:01-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana","I. G. Vargas C.","1991","7","3","South America","Bolivia",NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,"RRC ID Flag","1016","Santa Cruz",NA,"-61.5","-17.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"1016",NA,NA,NA
"1092","2019-06-11 12:52:26-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana","A. H. Gentry","1991","10","25","South America","Bolivia",NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,"RRC ID Flag","75192","Santa Cruz",NA,"-61.5","-17.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"75192",NA,NA,NA
"1093","2015-03-07 09:06:05-03","F","FMNH-SEEDPLANTS","V0177206F","PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana",NA,NA,NA,NA,"South America","Bolivia",NA,NA,NA,"V0177206F","Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"-64.435","-16.7261","V0177206F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1094","2015-03-07 09:06:05-03","F","FMNH-SEEDPLANTS","V0177197F","PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana",NA,NA,NA,NA,"South America","Venezuela",NA,NA,NA,"V0177197F","Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"-65.9119","7.0758","V0177197F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1095","2015-03-07 09:06:05-03","F","FMNH-SEEDPLANTS","V0177204F","PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0177204F","Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339","V0177204F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1096","2015-03-07 09:06:05-03","F","FMNH-SEEDPLANTS","V0177207F","PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana",NA,NA,NA,NA,"South America","Bolivia",NA,NA,NA,"V0177207F","Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"-64.435","-16.7261","V0177207F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1097","2015-03-07 09:06:05-03","F","FMNH-SEEDPLANTS","V0177208F","PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0177208F","Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339","V0177208F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1098","2015-03-07 09:06:05-03","F","FMNH-SEEDPLANTS","V0177209F","PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana",NA,NA,NA,NA,"South America","Peru",NA,NA,NA,"V0177209F","Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"-74.14","-9.1839","V0177209F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1099","2015-03-07 09:06:05-03","F","FMNH-SEEDPLANTS","V0177210F","PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0177210F","Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339","V0177210F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1100","2015-03-07 09:06:05-03","F","FMNH-SEEDPLANTS","V0177211F","PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0177211F","Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339","V0177211F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1101","2019-06-11 12:43:17-03","F","FMNH-SEEDPLANTS","V0354775F","PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana","S. G. Beck","1985","9","27","South America","Bolivia",NA,NA,NA,"V0354775F","Spermatophyta",NA,NA,NA,"RRC ID Flag","11644","Tarija",NA,"-64","-21.5","V0354775F_01 V0354775F_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"11644",NA,NA,NA
"1102","2019-06-11 12:44:03-03","F","FMNH-SEEDPLANTS","V0354777F","PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana","J. R. Pirani","1994","12","8","South America","Brazil",NA,NA,NA,"V0354777F","Spermatophyta",NA,NA,NA,"RRC ID Flag","3507","Espírito Santo",NA,"-40.75","-20","V0354777F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"3507",NA,NA,NA
"1103","2018-04-24 13:17:32-03","F","FMNH-SEEDPLANTS","V0354778F","PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana","T. Plowman","1984","4","26","South America","Venezuela",NA,NA,NA,"V0354778F","Spermatophyta",NA,NA,NA,"RRC ID Flag","13738","Amazonas",NA,"-66","3.5","V0354778F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"13738",NA,NA,NA
"1104","2019-06-11 12:44:16-03","F","FMNH-SEEDPLANTS","V0354779F","PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana","A. Schinini","1976","10","10","South America","Argentina",NA,NA,NA,"V0354779F","Spermatophyta",NA,NA,NA,"RRC ID Flag","13667","Corrientes",NA,"-58","-29","V0354779F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"13667",NA,NA,NA
"1105","2019-06-11 13:10:00-03","F","FMNH-SEEDPLANTS","V0354780F","PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana","J. Steinbach","1928","10","8","South America","Bolivia",NA,NA,NA,"V0354780F","Spermatophyta",NA,NA,NA,"RRC ID Flag","8162","Santa Cruz",NA,"-61.5","-17.5","V0354780F_01 V0354780F_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"8162",NA,NA,NA
"1106","2015-03-07 09:06:05-03","F","FMNH-SEEDPLANTS","V0177192F","PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana americana",NA,NA,NA,NA,"South America","Colombia",NA,NA,NA,"V0177192F","Spermatophyta",NA,"americana",NA,NA,NA,NA,NA,"-72.8667","3.8811","V0177192F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1107","2015-03-07 09:06:05-03","F","FMNH-SEEDPLANTS","V0177189F","PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana americana",NA,NA,NA,NA,"South America","Bolivia",NA,NA,NA,"V0177189F","Spermatophyta",NA,"americana",NA,NA,NA,NA,NA,"-64.435","-16.7261","V0177189F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1108","2015-03-07 09:06:04-03","F","FMNH-SEEDPLANTS","V0177186F","PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana americana",NA,NA,NA,NA,"South America","Colombia",NA,NA,NA,"V0177186F","Spermatophyta",NA,"americana",NA,NA,NA,NA,NA,"-72.8667","3.8811","V0177186F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1109","2015-03-07 09:06:04-03","F","FMNH-SEEDPLANTS","V0177187F","PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana americana",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0177187F","Spermatophyta",NA,"americana",NA,NA,NA,NA,NA,"-52.8731","-10.8339","V0177187F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1110","2015-03-07 09:06:04-03","F","FMNH-SEEDPLANTS","V0177188F","PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana americana",NA,NA,NA,NA,"South America","Colombia",NA,NA,NA,"V0177188F","Spermatophyta",NA,"americana",NA,NA,NA,NA,NA,"-72.8667","3.8811","V0177188F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1111","2015-03-07 09:06:05-03","F","FMNH-SEEDPLANTS","V0177190F","PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana americana",NA,NA,NA,NA,"South America","Venezuela",NA,NA,NA,"V0177190F","Spermatophyta",NA,"americana",NA,NA,NA,NA,NA,"-65.9119","7.0758","V0177190F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1112","2015-03-07 09:06:05-03","F","FMNH-SEEDPLANTS","V0177191F","PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana americana",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0177191F","Spermatophyta",NA,"americana",NA,NA,NA,NA,NA,"-52.8731","-10.8339","V0177191F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1113","2015-03-07 09:06:05-03","F","FMNH-SEEDPLANTS","V0177193F","PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana americana",NA,NA,NA,NA,"South America","Colombia",NA,NA,NA,"V0177193F","Spermatophyta",NA,"americana",NA,NA,NA,NA,NA,"-72.8667","3.8811","V0177193F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1114","2015-03-07 09:06:05-03","F","FMNH-SEEDPLANTS","V0177194F","PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana americana",NA,NA,NA,NA,"South America","Venezuela",NA,NA,NA,"V0177194F","Spermatophyta",NA,"americana",NA,NA,NA,NA,NA,"-65.9119","7.0758","V0177194F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1115","2015-03-07 09:06:05-03","F","FMNH-SEEDPLANTS","V0177195F","PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana americana",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0177195F","Spermatophyta",NA,"americana",NA,NA,NA,NA,NA,"-52.8731","-10.8339","V0177195F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1116","2015-03-07 09:06:05-03","F","FMNH-SEEDPLANTS","V0177196F","PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana americana",NA,NA,NA,NA,"South America","Colombia",NA,NA,NA,"V0177196F","Spermatophyta",NA,"americana",NA,NA,NA,NA,NA,"-72.8667","3.8811","V0177196F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1117","2015-03-07 09:06:05-03","F","FMNH-SEEDPLANTS","V0177198F","PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana americana",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0177198F","Spermatophyta",NA,"americana",NA,NA,NA,NA,NA,"-52.8731","-10.8339","V0177198F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1118","2015-03-07 09:06:05-03","F","FMNH-SEEDPLANTS","V0177199F","PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana americana",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0177199F","Spermatophyta",NA,"americana",NA,NA,NA,NA,NA,"-52.8731","-10.8339","V0177199F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1119","2015-03-07 09:06:05-03","F","FMNH-SEEDPLANTS","V0177200F","PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana americana",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0177200F","Spermatophyta",NA,"americana",NA,NA,NA,NA,NA,"-52.8731","-10.8339","V0177200F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1120","2015-03-07 09:06:05-03","F","FMNH-SEEDPLANTS","V0177201F","PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana americana",NA,NA,NA,NA,"South America","Suriname",NA,NA,NA,"V0177201F","Spermatophyta",NA,"americana",NA,NA,NA,NA,NA,"-55.625","4.1006","V0177201F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1121","2015-03-07 09:06:05-03","F","FMNH-SEEDPLANTS","V0177202F","PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana americana",NA,NA,NA,NA,"South America","Colombia",NA,NA,NA,"V0177202F","Spermatophyta",NA,"americana",NA,NA,NA,NA,NA,"-72.8667","3.8811","V0177202F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1122","2015-03-07 09:06:05-03","F","FMNH-SEEDPLANTS","V0177205F","PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana americana",NA,NA,NA,NA,"South America","Venezuela",NA,NA,NA,"V0177205F","Spermatophyta",NA,"americana",NA,NA,NA,NA,NA,"-65.9119","7.0758","V0177205F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1123","2019-06-11 12:44:22-03","F","FMNH-SEEDPLANTS","V0354776F","PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana americana","B. Maguire","1963","8","29","South America","Brazil",NA,NA,NA,"V0354776F","Spermatophyta",NA,"americana","L.","RRC ID Flag","56391","Mato Grosso",NA,NA,NA,"V0354776F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"56391",NA,NA,NA
"1124","2019-06-11 12:44:23-03","F","FMNH-SEEDPLANTS","V0354781F","PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana americana","J. A. Steyermark","1970","8","5","South America","Venezuela",NA,NA,NA,"V0354781F","Spermatophyta",NA,"americana","L.","RRC ID Flag","103642","Lara",NA,"-69.8333","10.1667","V0354781F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"103642",NA,NA,NA
"1125","2019-06-11 12:44:31-03","F","FMNH-SEEDPLANTS","V0354783F","PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana americana","R. Espina",NA,NA,NA,"South America","Colombia",NA,NA,NA,"V0354783F","Spermatophyta",NA,"americana","L.","RRC ID Flag","65","Magdalena",NA,"-74.5","10","V0354783F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"65",NA,NA,NA
"1126","2015-03-07 09:06:05-03","F","FMNH-SEEDPLANTS","V0177203F","PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana argentinensis",NA,NA,NA,NA,"South America","Argentina",NA,NA,NA,"V0177203F","Spermatophyta",NA,"argentinensis",NA,NA,NA,NA,NA,"-64.9208","-35.3869","V0177203F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1127","2019-06-11 13:09:30-03","F","FMNH-SEEDPLANTS","V0354782F","PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana argentinensis","S. Venturi","1928","1","11","South America","Argentina",NA,NA,NA,"V0354782F","Spermatophyta",NA,"argentinensis",NA,"RRC ID Flag","7208","Catamarca",NA,"-67","-27","V0354782F_01 V0354782F_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"7208",NA,NA,NA
"1128","2015-03-07 09:06:05-03","F","FMNH-SEEDPLANTS","V0177192F","PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana americana",NA,NA,NA,NA,"South America","Colombia",NA,NA,NA,"V0177192F","Spermatophyta",NA,"americana",NA,NA,NA,NA,NA,"-72.8667","3.8811","V0177192F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1129","2015-03-07 09:06:05-03","F","FMNH-SEEDPLANTS","V0177189F","PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana americana",NA,NA,NA,NA,"South America","Bolivia",NA,NA,NA,"V0177189F","Spermatophyta",NA,"americana",NA,NA,NA,NA,NA,"-64.435","-16.7261","V0177189F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1130","2015-03-07 09:06:04-03","F","FMNH-SEEDPLANTS","V0177186F","PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana americana",NA,NA,NA,NA,"South America","Colombia",NA,NA,NA,"V0177186F","Spermatophyta",NA,"americana",NA,NA,NA,NA,NA,"-72.8667","3.8811","V0177186F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1131","2015-03-07 09:06:04-03","F","FMNH-SEEDPLANTS","V0177187F","PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana americana",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0177187F","Spermatophyta",NA,"americana",NA,NA,NA,NA,NA,"-52.8731","-10.8339","V0177187F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1132","2015-03-07 09:06:04-03","F","FMNH-SEEDPLANTS","V0177188F","PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana americana",NA,NA,NA,NA,"South America","Colombia",NA,NA,NA,"V0177188F","Spermatophyta",NA,"americana",NA,NA,NA,NA,NA,"-72.8667","3.8811","V0177188F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1133","2015-03-07 09:06:05-03","F","FMNH-SEEDPLANTS","V0177190F","PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana americana",NA,NA,NA,NA,"South America","Venezuela",NA,NA,NA,"V0177190F","Spermatophyta",NA,"americana",NA,NA,NA,NA,NA,"-65.9119","7.0758","V0177190F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1134","2015-03-07 09:06:05-03","F","FMNH-SEEDPLANTS","V0177191F","PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana americana",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0177191F","Spermatophyta",NA,"americana",NA,NA,NA,NA,NA,"-52.8731","-10.8339","V0177191F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1135","2015-03-07 09:06:05-03","F","FMNH-SEEDPLANTS","V0177193F","PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana americana",NA,NA,NA,NA,"South America","Colombia",NA,NA,NA,"V0177193F","Spermatophyta",NA,"americana",NA,NA,NA,NA,NA,"-72.8667","3.8811","V0177193F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1136","2015-03-07 09:06:05-03","F","FMNH-SEEDPLANTS","V0177194F","PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana americana",NA,NA,NA,NA,"South America","Venezuela",NA,NA,NA,"V0177194F","Spermatophyta",NA,"americana",NA,NA,NA,NA,NA,"-65.9119","7.0758","V0177194F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1137","2015-03-07 09:06:05-03","F","FMNH-SEEDPLANTS","V0177195F","PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana americana",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0177195F","Spermatophyta",NA,"americana",NA,NA,NA,NA,NA,"-52.8731","-10.8339","V0177195F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1138","2015-03-07 09:06:05-03","F","FMNH-SEEDPLANTS","V0177196F","PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana americana",NA,NA,NA,NA,"South America","Colombia",NA,NA,NA,"V0177196F","Spermatophyta",NA,"americana",NA,NA,NA,NA,NA,"-72.8667","3.8811","V0177196F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
