"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","fieldNumber","individualCount","infraspecificEpithet","typeStatus","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","495973","PreservedSpecimen","Plantae","Primulaceae","Myrsine","venosa","Myrsine venosa","A.DC.","Y. B. Harvey",NA,NA,NA,"R. M. Harley","27409","1988","12","20","Brazil","Bahia","Rio de Contas","Pico das Almas. Vertente leste. Abaixo da Faz.Silvina ao longo do riacho","-41.92","-13.53",NA,NA,"1350","1400","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=685068' target='other'> <mi>dwc_moreinfo</mi></a>","NY00495973","NY00495973_01","South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","823106","PreservedSpecimen","Plantae","Primulaceae","Myrsine","venosa","Myrsine venosa","A.DC.","M. F. Freitas",NA,NA,NA,"J. G. Jardim","2313","1999","12","15","Brazil","Bahia","Andaraí","Ca. 1 km S do Distrito de Igatú.","-41.32","-12.88",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=936949' target='other'> <mi>dwc_moreinfo</mi></a>","NY00823106","NY00823106_01","South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","884960","PreservedSpecimen","Plantae","Primulaceae","Myrsine","venosa","Myrsine venosa","A.DC.","J. M. Ricketson",NA,NA,NA,"L. P. de Queiroz","3161","1993","05","07","Brazil","Bahia","Castro Alves","Serra da Jibóia (=Serra da Pioneira), ca. 10 km do Povoado de Pedra Branca.","-39.4719","-12.8531",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=969755' target='other'> <mi>dwc_moreinfo</mi></a>","NY00884960","NY00884960_01","South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","1039442","PreservedSpecimen","Plantae","Primulaceae","Myrsine","venosa","Myrsine venosa","A.DC.","E. Foresto",NA,NA,NA,"E. Foresto","318","2006","06","24","Brazil","Minas Gerais","São Gonçalo do Rio Preto","Parque Estadual do Rio Preto. Mata ciliar do córrego do Capão Azul.","-43.3908","-18.0042",NA,NA,"1000",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1486290' target='other'> <mi>dwc_moreinfo</mi></a>","NY01039442","NY01039442_01","South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","1582967","PreservedSpecimen","Plantae","Primulaceae","Myrsine","venosa","Myrsine venosa","A.DC.","T. T. Carrijo",NA,NA,NA,"H. S. Irwin","28634","1970","03","30","Brazil","Minas Gerais","Diamantina","Serra do Espinhaço, ca. 7 km N. of São João da Chapada, road to Inhaí.","-43.6002998352051","-18.2493991851807",NA,NA,"1150",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1410830' target='other'> <mi>dwc_moreinfo</mi></a>","NY01582967","NY01582967_01","South America","sheet",NA,"Magnoliophyta","Ericales","101169","auto",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","495939","PreservedSpecimen","Plantae","Primulaceae","Myrsine","venosa","Myrsine venosa","A.DC.","J. M. Ricketson",NA,NA,NA,"G. Davidse","11874","1976","04","03","Brazil","Bahia","Morro do Chapéu","34 km E of Morro do Chapéu along Highway BA-052, Chapada da Diamantina","-41.1558","-11.5503",NA,NA,"910","910","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=647281' target='other'> <mi>dwc_moreinfo</mi></a>","NY00495939","NY00495939_01","South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","495972","PreservedSpecimen","Plantae","Primulaceae","Myrsine","venosa","Myrsine venosa","A.DC.","Y. B. Harvey",NA,NA,NA,"R. M. Harley","25882","1988","11","03","Brazil","Bahia","Rio de Contas","Pico das Almas. Vertente leste. Campo do Quieroz","-41.95","-13.53",NA,NA,"1500","1500","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=685067' target='other'> <mi>dwc_moreinfo</mi></a>","NY00495972","NY00495972_01","South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","495883","PreservedSpecimen","Plantae","Primulaceae","Myrsine","venosa","Myrsine venosa","A.DC.","J. M. Ricketson",NA,NA,NA,"S. A. Mori","14330","1981","06","11","Brazil","Bahia","Lençóis","2-5 km N of Lençois on trail to Barro Branco","-41.3897","-12.5633",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=101439' target='other'> <mi>dwc_moreinfo</mi></a>","NY00495883","NY00495883_01","South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1281782","PreservedSpecimen","Plantae","Primulaceae","Myrsine","venosa","Myrsine venosa","A.DC.",NA,NA,NA,NA,"R. C. Forzza","4096","2005","07","19","Brazil","Bahia","Rio de Contas","Ponte de Coronel. Campo rupestre arbustivo próximo ao Rio Brumado.","-41.8689","-13.4936",NA,NA,"1080",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1742421' target='other'> <mi>dwc_moreinfo</mi></a>","NY01281782","NY01281782_01","South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","1019338","PreservedSpecimen","Plantae","Primulaceae","Myrsine","venosa","Myrsine venosa","A.DC.","C. A. Sothers",NA,NA,NA,"D. S. Pimentel","18","1996","02","28","Brazil","Pernambuco","Caruaru","Distrito de Murici, Brejo dos Cavalos.","-36","-8.405",NA,NA,"1100","1100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1280657' target='other'> <mi>dwc_moreinfo</mi></a>","NY01019338","NY01019338_01","South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","592251","PreservedSpecimen","Plantae","Primulaceae","Myrsine","venosa","Myrsine venosa","A.DC.",NA,NA,NA,NA,"W. Ganev","3575","1994","07","18","Brazil","Bahia","Abaíra","Bem-Querer - Garimpo da CIA","-41.88","-13.28",NA,NA,"1200","1200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=685071' target='other'> <mi>dwc_moreinfo</mi></a>","NY00592251","NY00592251_01","South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","1039436","PreservedSpecimen","Plantae","Primulaceae","Myrsine","venosa","Myrsine venosa","A.DC.","E. Foresto",NA,NA,NA,"E. Foresto","267","2006","04","24","Brazil","Minas Gerais","São Gonçalo do Rio Preto","Parque Estadual do Rio Preto. Mata ciliar do córrego do Capão Azul.","-43.3908","-18.0042",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1486277' target='other'> <mi>dwc_moreinfo</mi></a>","NY01039436","NY01039436_01","South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","495871","PreservedSpecimen","Plantae","Primulaceae","Myrsine","venosa","Myrsine venosa","A.DC.","J. M. Ricketson",NA,NA,NA,"R. M. Harley","25882","1988","11","03","Brazil","Bahia","Rio de Contas","Pico das Almas. Vertente leste. Campo do Queiroz","-41.95","-13.53",NA,NA,"1500","1500","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=101444' target='other'> <mi>dwc_moreinfo</mi></a>","NY00495871","NY00495871_01","South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","495974","PreservedSpecimen","Plantae","Primulaceae","Myrsine","venosa","Myrsine venosa","A.DC.",NA,NA,NA,NA,"C. Jaster","s.n.","1993","05","02","Brazil","Paraná","Guaraqueçaba","Ilha do Superagui","-48.32","-25.27",NA,NA,"5","5","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=685063' target='other'> <mi>dwc_moreinfo</mi></a>","NY00495974","NY00495974_01","South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","01806052","PreservedSpecimen","Plantae","Primulaceae","Myrsine","venosa","Myrsine venosa","A.DC.","J. M. Ricketson",NA,NA,NA,"J. L. Paixão","21","1997","08","17","Brazil","Bahia","Almadina","Rod. Almadina/Ibitupá, entrada a 7 km, Serra dos Sete-Paus, ca. 12 km da entrada. Fazenda Cruzeiro do Sul","-39.7","-14.73",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2128916' target='other'> <mi>dwc_moreinfo</mi></a>","NY01806052","NY01806052_01","South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","495945","PreservedSpecimen","Plantae","Primulaceae","Myrsine","venosa","Myrsine venosa","A.DC.","J. M. Ricketson",NA,NA,NA,"L. Coradin","6404","1983","07","04","Brazil","Bahia","Barra da Estiva","Estrada Barra da Estiva-Mucuje km 7","-41.37","-13.63",NA,NA,"1220","1220","Material Coletado Exsicatas <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=647288' target='other'> <mi>dwc_moreinfo</mi></a>","NY00495945","NY00495945_01","South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","886489","PreservedSpecimen","Plantae","Primulaceae","Myrsine","venosa","Myrsine venosa","A.DC.","J. M. Ricketson",NA,NA,NA,"P. Fiaschi","1500","2003","04","23","Brazil","Bahia","Floresta Azul","Entrada a ca. 12 km à esq. Na estrada de Floresta Azul para Itapetinga, Haras Binau. Ca. 9 km da entrada, acesso para a torre da COELBA","-39.7","-14.93",NA,NA,"700","700","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1026514' target='other'> <mi>dwc_moreinfo</mi></a>","NY00886489","NY00886489_01","South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","495970","PreservedSpecimen","Plantae","Primulaceae","Myrsine","venosa","Myrsine venosa","A.DC.","Y. B. Harvey",NA,NA,NA,"R. M. Harley","26685","1988","11","29","Brazil","Bahia","Rio de Contas","Pico das Almas. Vertente leste. Campo e mata ao NW do Campo do Queiroz","-41.97","-13.52",NA,NA,"1500","1550","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=685062' target='other'> <mi>dwc_moreinfo</mi></a>","NY00495970","NY00495970_01","South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","495946","PreservedSpecimen","Plantae","Primulaceae","Myrsine","venosa","Myrsine venosa","A.DC.","J. M. Ricketson",NA,NA,NA,"L. Coradin","6518","1983","07","05","Brazil","Bahia","Lençóis","Rodovia Brasilia-Fortaleza (BR-242) 8 km Leste da Estrada para Lencois","-41.42","-12.47",NA,NA,"830","830","Material Coletado Exsicatas <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=647289' target='other'> <mi>dwc_moreinfo</mi></a>","NY00495946","NY00495946_01","South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","495969","PreservedSpecimen","Plantae","Primulaceae","Myrsine","venosa","Myrsine venosa","A.DC.","Y. B. Harvey",NA,NA,NA,"R. M. Harley","19592","1977","02","17","Brazil","Bahia",NA,"Serra das Almas. Lower N.E. slopes of the Pico das Almas, ca. 25 km. W.N.W. of the Vila do Rio de Contas","-41.95","-13.55",NA,NA,"1500","1500","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=685061' target='other'> <mi>dwc_moreinfo</mi></a>","NY00495969","NY00495969_01","South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","02703776","PreservedSpecimen","Plantae","Primulaceae","Myrsine","venosa","Myrsine venosa","A.DC.",NA,NA,NA,NA,"Samor, O. J. M.","14055","2014","04","01","Brazil","Rio de Janeiro","Santa Maria Madalena","conglomerado 192-1-10-85. UTM E(806751m) N(7568625m). Fuso do GPS (23K).","-42.0080986022949","-21.9552993774414",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2988743' target='other'> <mi>dwc_moreinfo</mi></a>","NY02703776","NY02703776_01","South America","sheet",NA,"Magnoliophyta","Ericales","30526","auto",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","04205940","PreservedSpecimen","Plantae","Primulaceae","Myrsine","venosa","Myrsine venosa","A.DC.","J. M. Ricketson",NA,NA,NA,"M. M. M. Lopes","349","2005","11","21","Brazil","Bahia","Barro Preto","Serra da Pedra Lascada. 13.7 km de Barro Preto, na estrada que passa pela Fazenda São Miguel, em direção à serra. Alto da encosta.","-39.2028","-14.7703",NA,NA,"600","900","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4536862' target='other'> <mi>dwc_moreinfo</mi></a>","NY04205940",NA,"South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-11-13 09:20:46-03","UFRJ","RFA","24909","PreservedSpecimen","Plantae","Primulaceae","Myrsine","venosa","Myrsine venosa","A.DC.","Maria de Fátima Freitas","2001","03","15","Flávio Brito Pereira","46/25","2000","08","10","Brasil","Rio de Janeiro","Sapucaia","3° distrito. Fazendas Selo Verde.","-42.845833","-22.086389","42º50'45''W","22º5'11''S","761","761","Arbusto, 2,40 m de altura, 7 cm de DAP, folha verde, frutos verde e vinho, comum no local.","RFA41916",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-06-29 11:32:10-03","UFRJ","RFA","4175","PreservedSpecimen","Plantae","Primulaceae","Myrsine","venosa","Myrsine venosa","A.DC.","M.F. Freitas","2001","03","15","P. Occhioni","252","1945","06","09","Brasil","Rio de Janeiro","Rio de Janeiro","Serra da Carioca","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"Árvore pequena; flor verde masculina","RFA46227",NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-06-29 11:32:10-03","UFRJ","RFA","5379","PreservedSpecimen","Plantae","Primulaceae","Myrsine","venosa","Myrsine venosa","A.DC.","M.F. Freitas","2001","02","14","E. Pereira","4314","1958","09","23","Brasil","Rio de Janeiro","Rio de Janeiro","Estrada do Corcovado","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"Arbusto com frutos","RFA46297",NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-06-29 11:32:10-03","UFRJ","RFA","4176","PreservedSpecimen","Plantae","Primulaceae","Myrsine","venosa","Myrsine venosa","A.DC.","M.F. Freitas","2001","03","15","P. Occhioni","251","1945","06","13","Brasil","Rio de Janeiro","Rio de Janeiro","Morro Queimado","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"Árvore pequena; flor verde","RFA46229",NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-11-13 09:20:46-03","UFRJ","RFA","25006","PreservedSpecimen","Plantae","Primulaceae","Myrsine","venosa","Myrsine venosa","A.DC.","M. F. Freitas","2001","03","15","A. Quinet","(462) 03/27","2000","08","11","Brasil","Rio de Janeiro","Nova Friburgo","Lumiar (5° distrito), localidade de Sta. Luzia.","-42.236667","-22.386944","42º14'12''W","22º23'13''S","550","550","Árvore com ca. de 5 m de altura, 28 cm de DAP, frutos verdes, folhas discolores verdes, comum no local.","RFA41915",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-11-13 09:20:46-03","UFRJ","RFA","24446","PreservedSpecimen","Plantae","Primulaceae","Myrsine","venosa","Myrsine venosa","A.DC.","M. F. Freitas","2001","11","22","F. M. de B. Pereira","60/011","2000","05","10","Brasil","Rio de Janeiro","Sapucaia","3° distrito, fazenda Solo Verde.","-42.9143981933594","-21.9950008392334","42º50'93''W","22º3'78''S","772","772","Árvore com 5,0 m de altura e DAP de 10 cm, flores brancas, folhas verdes de aroma suave e caule cinza com cheiro de querosene, comum no local.","RFA41914",NA,NA,NA,NA,NA,NA,"27567","auto",NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-06-29 11:32:10-03","UFRJ","RFA","22820","PreservedSpecimen","Plantae","Primulaceae","Rapanea","venosa","Rapanea venosa","(A.DC.) Mez","L.B. Smith",NA,NA,NA,"F. Segadas-Vianna; L. Dau; W.T. Ormond; G.C. Machline","1309","1953","02",NA,"Brasil","Rio de Janeiro","Itatiaia","Serra do Itatiaia, Plateau on the south side","-44.5633010864258","-22.4960994720459",NA,NA,"2100","2100",NA,"RFA46305",NA,NA,NA,NA,NA,NA,"19648","auto",NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-06-29 11:32:10-03","UFRJ","RFA","22821","PreservedSpecimen","Plantae","Primulaceae","Rapanea","venosa","Rapanea venosa","(A.DC.) Mez","L.B. Smith",NA,NA,NA,"F. Segadas-Vianna; A.C. Brade 20334","5036","1950","05",NA,"Brasil","Rio de Janeiro","Itatiaia","Serra do Itatiaia","-44.5633010864258","-22.4960994720459",NA,NA,"2500","2500","Árvore na fímbria da mata","RFA46289",NA,NA,NA,NA,NA,NA,"19648","auto",NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-11-19 15:44:38-03","UNEB","HUNEB","9736","PreservedSpecimen","Plantae","Myrsinaceae","Myrsine","venosa","Myrsine venosa","A. DC.",NA,NA,NA,NA,"Queiroz, E.P.","262HBR 48158","2003","09","29","Brasil","Bahia","Salvador","Jardim Botânico de Salvador - JBSSA.","-38.510799407959","-12.9710998535156",NA,NA,NA,NA,NA,"HUNEB0009736",NA,NA,NA,NA,"Angiospermae","Florideophycidae","26018","auto","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"42","2019-11-19 15:44:38-03","UNEB","HUNEB","10443","PreservedSpecimen","Plantae","Myrsinaceae","Rapanea","venosa","Rapanea venosa",NA,NA,NA,NA,NA,"Santos, J.S.","ALCB 74050","2006","08","03","Brasil","Bahia","Miguel Calmon","Piemonte da Diamantina, Sete Passagens, Trilha para Grota de Dona Antônia.","-40.516667","-11.333333","40W31'0''","11S20'0''",NA,NA,NA,"HUNEB0010443",NA,NA,NA,NA,"Angiospermae","Florideophycidae",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"43","2021-03-30 12:47:18-03","EAO","IAN","116348","PreservedSpecimen","Plantae","Primulaceae","Rapanea","venosa","Rapanea venosa","(DC.) Mez",NA,NA,NA,NA,"Segadas-Vianna, F; Lam, L","1309",NA,NA,NA,"Brasil","Rio de Janeiro","Itatiaia",NA,"-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,NA,"IAN116348",NA,"Southern America",NA,NA,"Dicotiledônea",NA,"19648","auto",NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-12-04 15:25:43-03","PUCPR","HUCP","22404","S","Plantae","Primulaceae","Myrsine","venosa","Myrsine venosa","A. DC.","Selusniaki, M",NA,NA,NA,"Ariati, V; Rozano, E","429","2010","05","29","Brasil","Paraná","Paranaguá","Ilha do Mel","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,"HUCP00014514","HUCP00014514",NA,NA,NA,"Eudicotiledonea",NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA
