"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","country","individualCount","occurrenceRemarks","recordedBy","recordNumber","year","month","day","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","continentOcean","preparationType","previousCatalogNumber","barcode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","imagecode","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","class","typeStatus","relatedCatalogItem","fieldNumber","sex"
"11","2021-02-07 08:35:14-03","MN","R","214117","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","fosteriana","Vriesea fosteriana","L.B. Sm.","Brasil",NA,NA,"Moura, R.","479","2008","01","18","Espírito Santo","Castelo",NA,"-41.184700012207","-20.6035995483398","23588","auto",NA,NA,NA,"R010013393",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2019-11-21 14:32:59-03","UFJF","CESJ","55651","PreservedSpecimen","Plantae","Angiosperma",NA,"Bromeliaceae","Vriesea","fosteriana","Vriesea fosteriana","L.B. Sm.","Brasil",NA,"Folhas verdes com bandas castanhas em ambas as faces. Bainha com face adaxial branca e abaxial castanha. Brácteas do escapo semelhantes às folhas. Inflorescência passada.","F.C. Favoreto; A.P.G. de Faria; D.R. Couto","38","2008","04","14","Espírito Santo","Cachoeiro do Itapemirim","Burarama, Canta Galo",NA,NA,NA,NA,"América do Sul",NA,NA,"CESJ055651","F.C. Favoreto; A.P.G. de Faria","2008","04","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-04-27 16:09:08-03","UFES","VIES","21324","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","fosteriana","Vriesea fosteriana","L.B.Sm.","Brasil",NA,NA,"Couto, D.R.; Dias, H.M. & Silva, C.","2026","2011","06","09","Espírito Santo","Mimoso do Sul","Pedra dos Pontões.","-41.3664016723633","-21.0641994476318","29430","auto",NA,NA,NA,"VIES021324","Couto, D.R.","2011","06","09","VIES021324",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-12-21 16:19:33-03","MBM","MBM","156958","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","fosteriana","Vriesea fosteriana","L.B.Sm.","Brazil",NA,NA,"Hatschbach, G.","58543","1993","01","30","Espírito Santo","Venda Nova do Imigrante","Venda Nova dos Imigrantes","-41.1347007751465","-20.3397006988525","15909","auto","Southern America",NA,NA,"MBM156958","Leme, E.M.C.",NA,NA,NA,"MBM156958 MBM156958_1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-02-11 17:18:25-03","UFPR","UPCB","69515","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","fosteriana","Vriesea fosteriana","L.B.Sm.","Brasil",NA,NA,"Kollmann, L.","11086","2008","07","16","Espírito Santo","Castelo","BLOQUEADO",NA,NA,NA,NA,NA,NA,NA,NA,"Kollmann, L.","2008","07","16",NA,"9999","9999","1110","1400",NA,NA,NA,NA,NA
"16","2020-07-10 09:44:44-03","MBML","MBML-HERBARIO","15132",NA,"Plantae",NA,NA,"Bromeliaceae","Vriesea","fosteriana","Vriesea fosteriana","L.B.Smith","Brasil",NA,"Rupícola. Bainhas foliares marrons. Folhas verdes claras com listras verdes um pouco mas escuras. Brácteas escapais e florais verde com pintas vináceas. Sépalas verdes com pintas vináceas, pétalas amarelas com ápice avermelhado.","L. Kollmann; et al","2347","1999","03","31","Espírito Santo","Santa Teresa","Vale do Canaã","-40.601944","-19.906111",NA,NA,NA,NA,NA,"MBML015132","L. Kollmann/31-03-1999",NA,NA,NA,"MBML015132_1 MBML015132_2 MBML015132_3","40W36'7","19S54'22",NA,NA,NA,NA,NA,NA,NA
"17","2020-07-10 09:44:44-03","MBML","MBML-HERBARIO","24973",NA,"Plantae",NA,NA,"Bromeliaceae","Vriesea","fosteriana","Vriesea fosteriana","L.B.Smith","Brasil",NA,"Frutos. Folhas listradas vermelhas e brancas.","L. Kollmann; et al","8092","2005","07","15","Espírito Santo","Castelo","Rio Manso","-41.12","-20.526389",NA,NA,NA,NA,NA,"MBML024973","L. Kollmann/15-07-2005",NA,NA,NA,"MBML024973_1 MBML024973_2","41W7'12","20S31'35",NA,NA,NA,NA,NA,NA,NA
"18","2020-07-10 09:44:44-03","MBML","MBML-HERBARIO","25791",NA,"Plantae",NA,NA,"Bromeliaceae","Vriesea","fosteriana","Vriesea fosteriana","L.B.Smith","Brasil",NA,"Rupestre no sol. Inflorescência seca, folhas verde com listras vináceas.","L. Kollmann; et al","8918","2006","04","29","Espírito Santo","Castelo","Parque Estadual do Forno Grande","-41.100556","-20.519167",NA,NA,NA,NA,NA,"MBML025791","L. Kollmann/29-04-2006",NA,NA,NA,"MBML025791_1 MBML025791_2","41W6'2","20S31'9",NA,NA,NA,NA,NA,NA,NA
"19","2020-07-10 09:44:44-03","MBML","MBML-HERBARIO","28700",NA,"Plantae",NA,NA,"Bromeliaceae","Vriesea","fosteriana","Vriesea fosteriana","L.B.Smith","Brasil",NA,"Terrestre. Frutos verdes. Folhas com manchas vináceas. Mata em estágio de regeneração.","L. F. S. Magnago; V. Demuner, T. Cruz e Elias Bausen","994","2006","05","17","Espírito Santo","Santa Leopoldina","Bragança, propr.: Assunta Salvador.","-40.546389","-20.123056",NA,NA,NA,NA,NA,"MBML028700","T.S. Coser & T. Wendt/30-08-2008",NA,NA,NA,"MBML028700_1 MBML028700_2","40W32'47","20S7'23","400","400",NA,NA,NA,NA,NA
"20","2020-07-10 09:44:44-03","MBML","MBML-HERBARIO","33572",NA,"Plantae",NA,NA,"Bromeliaceae","Vriesea","fosteriana","Vriesea fosteriana","L.B.Sm.","Brasil",NA,"Herbácea, heliófila, rupestre, folha verde clara com listras verde escuro, base amarronzada com pintas vermelhas, inflorescência + brácteas + cálice verde amarelado com pintas vináceas e corola amarela.","C. Esgario; et al","86","2006","08","27","Espírito Santo","São Roque do Canaã","Alto Misterioso","-40.775278","-19.796944",NA,NA,NA,NA,NA,"MBML033572","A.P. Fontana/28-08-2006",NA,NA,NA,"MBML033572","40W46'31","19S47'49",NA,NA,NA,NA,NA,NA,NA
"21","2020-07-10 09:44:44-03","MBML","MBML-HERBARIO","35396",NA,"Plantae",NA,NA,"Bromeliaceae","Vriesea","fosteriana","Vriesea fosteriana","L.B.Smith","Brasil",NA,"Holoepífita facultativa. Brácteas escapais verde com manchas transversais vinho e máculas vinho, bráctea floral verde-claro com pequenas maculas vinho. Planta vegetando sobre Bombacaceae e tambem encontrada como saxícola, de alta lumin","V.C. Manhães","30","2007","05","27","Espírito Santo","Mimoso do Sul","Pedra dos Pontões","-41.550556","-20.939444",NA,NA,NA,NA,NA,"MBML035396","Ludovic Kollmann","2007","09","05","MBML035396_1 MBML035396_2","41W33'2","20S56'22",NA,NA,NA,NA,NA,NA,NA
"22","2020-07-10 09:44:44-03","MBML","MBML-HERBARIO","35398",NA,"Plantae",NA,NA,"Bromeliaceae","Vriesea","fosteriana","Vriesea fosteriana","L.B.Smith","Brasil",NA,"Holoepífita facultativa. Brácteas escapais verde com manchas transversais vinho e máculas vinho, bráctea floral verde-claro com pequenas maculas vinho. Planta vegetando sobre Bombacaceae e tambem encontrada como saxícola, de alta lumin","V.C. Manhães","8","2006","06","03","Espírito Santo","Mimoso do Sul","Pedra dos Pontões - Fragmento do Toti","-41.550556","-20.939444",NA,NA,NA,NA,NA,"MBML035398","Ludovic Kollmann","2007","09","05","MBML035398","41W33'2","20S56'22","700","700",NA,NA,NA,NA,NA
"23","2020-10-29 16:35:19-03","MBML","MBML-HERBARIO","35655",NA,"Plantae",NA,NA,"Bromeliaceae","Vriesea","fosteriana","Vriesea fosteriana","L.B.Smith","Brasil",NA,"Terrestre, folhas verdes-amareladas com listras vináceas. Inflor. com frutos marrom. Em cultivo CE","A. P. Fontana; L. Kollmann & K. A. brahim","3174","2008","04","25","Espírito Santo","Atílio Vivácqua","Moitão do sul, Serra das Torres, Pedra do Coração","-41.121417","-21.003361",NA,NA,NA,NA,NA,"MBML035655","A. P. Fontana","2008","04","25","MBML035655_1 MBML035655_2","41W7'17,1","21S0'12,1","930","930",NA,NA,NA,NA,NA
"24","2020-07-10 09:44:44-03","MBML","MBML-HERBARIO","36448",NA,"Plantae",NA,NA,"Bromeliaceae","Vriesea","fosteriana","Vriesea fosteriana","L.B.Smith","Brasil",NA,NA,"L. Kollmann; et al","11086","2008","07","16","Espírito Santo","Castelo","Parque Estadual do Forno Grande","-41.083611","-20.516111",NA,NA,NA,NA,NA,"MBML036448","L. Kollmann/16-07-2008",NA,NA,NA,"MBML036448_1 MBML036448_2","41W5'1","20S30'58",NA,NA,NA,NA,NA,NA,NA
"25","2020-07-10 09:44:44-03","MBML","MBML-HERBARIO","45331",NA,"Plantae",NA,NA,"Bromeliaceae","Vriesea","fosteriana","Vriesea fosteriana","L.B. Smith","Brasil",NA,"Rupícola, heliófila, folhas amarelas rajadas de marrom, flores amarelas","A. P. Fontana; L. Kollmann & R.C. de Britto","1714","2005","09","16","Espírito Santo","São Roque do Canaã","Alto Misterioso, trilha subida.","-40.7775","-19.8025",NA,NA,NA,NA,NA,"MBML045331","A.P. Fontana/IX-2005",NA,NA,NA,"MBML045331_1 MBML045331_2","40W46'39","19S48'9","1050","1050",NA,NA,NA,NA,NA
"26","2020-07-10 09:44:44-03","MBML","MBML-HERBARIO","42716",NA,"Plantae",NA,NA,"Bromeliaceae","Vriesea","fosteriana","Vriesea fosteriana","L.B. Sm.","Brasil",NA,"Folhas fortemente rajadas de marrom a vináceo, brácteas escapais inferiores semelhante as folhas, superiores verdes com pintas vináceas, escapo e raquis verde, brácteas florais verdes com pintas vináceas, sépalas verde a creme com pint","T.S. Coser; D.M.T. Francino","574","2012","02","24","Espírito Santo","Domingos Martins","Propriedade Roberto Kautsky","-40.6591987609863","-20.3633003234863","48150","auto",NA,NA,NA,"MBML042716","T.S. Coser",NA,NA,NA,"MBML042716",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-09-12 05:00:02-03","US","US","1906416","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Vriesea","fosteriana","Vriesea fosteriana","L.B. Sm.","Brazil","1",NA,"M. B. Foster & R. C. Foster","947","1940","8","16","Espírito Santo",NA,"Vargem Alta, Morro do Sal.",NA,NA,NA,NA,"South America - Neotropics",NA,NA,"US00479248",NA,NA,NA,NA,"US00479248_01",NA,NA,"1000","1000","Monocotyledonae","Isotype",NA,NA,NA
"28","2020-09-12 05:00:02-03","US","US","1906417","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Vriesea","fosteriana","Vriesea fosteriana","L.B. Sm.","Brazil","1",NA,"M. B. Foster & R. C. Foster","947","1940","8","16","Espírito Santo",NA,"Vargem Alta, Morro do Sal.",NA,NA,NA,NA,"South America - Neotropics",NA,NA,"US00479249",NA,NA,NA,NA,"US00479249_01",NA,NA,"1000","1000","Monocotyledonae","Isotype",NA,NA,NA
"29","2021-03-15 18:26:13-03","USP","SPF","64958","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","fosteriana","Vriesea fosteriana","L.B.Sm.","Brasil",NA,"Grows in full sun.","Foster, MB; Foster, RC","947","1940","08","16","Espírito Santo",NA,"Vargem Grande. Morro do Sal.",NA,NA,NA,NA,NA,NA,NA,"SPF00064958",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype",NA,NA,NA
"30","2020-07-23 12:01:04-03","CEPLAC","CEPEC","129986","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","fosteriana","Vriesea fosteriana",NA,"Brasil",NA,NA,"L. Kollmann","11086","2008","07","16","Espírito Santo","castelo","Parque Estadual do Forno Grande.","-41.083611","-20.516111",NA,NA,NA,NA,NA,NA,"L. Kollmann",NA,NA,NA,NA,"41W5'1","20S30'58",NA,NA,NA,NA,"16/07/2008",NA,NA
"31","2020-07-23 12:01:04-03","CEPLAC","CEPEC","66360","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","fosteriana","Vriesea fosteriana",NA,"Brasil",NA,NA,"G. Hatschbach","58543","1993","01","30","Espírito Santo","CONCEIÇÃO DO CASTELO","Reserva Biológica de Sapitanduva. Venda Nova do Imigrante, arredores.","-41.2439002990723","-20.3682994842529","17824","auto",NA,NA,NA,NA,"E. M. C. Leme",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1994",NA,NA
"32","2019-11-21 10:02:51-03","IBt","SP","44759","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","fosteriana","Vriesea fosteriana","L.B.Sm.","Brasil",NA,"Grows in full sun","Foster, MB; Foster, R","947","1940","08","16","Espírito Santo","Vargem Alta","Morro do Sal","-41.0069007873535","-20.6714000701904","27188","auto",NA,NA,NA,"SP001824","Smith, LB","1943",NA,NA,"SP001824",NA,NA,NA,NA,NA,"Isotype",NA,NA,NA
"33","2010-08-16 16:37:16-03","GH","HU-HERB","GH 00029479","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","fosteriana","Vriesea fosteriana","L. B. Smith","Brazil",NA,NA,"M. B. Foster & R. Foster","947","1940","8","16","Espirito Santo",NA,"Vargem Alta, Morro do Sal",NA,NA,NA,NA,"South America","Sheet,Sheet,Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1000",NA,NA,"Type",NA,"947","undetermined"
"34","2012-07-16 14:07:14-03","GH","HU-HERB","GH 00029480","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","fosteriana","Vriesea fosteriana","L. B. Smith","Brazil",NA,NA,"M. B. Foster & R. Foster","947","1940","8","16","Espirito Santo",NA,"Vargem Alta, Morro do Sal",NA,NA,NA,NA,"South America","Sheet,Sheet,Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1000",NA,NA,"Holotype",NA,"947","undetermined"
"35","2012-07-16 14:08:40-03","GH","HU-HERB","GH 00029481","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","fosteriana","Vriesea fosteriana","L. B. Smith","Brazil",NA,NA,"M. B. Foster & R. Foster","947","1940","8","16","Espirito Santo",NA,"Vargem Alta, Morro do Sal",NA,NA,NA,NA,"South America","Sheet,Sheet,Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1000",NA,NA,"Holotype",NA,"947","undetermined"
