"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","occurrenceRemarks","continentOcean","preparationType","previousCatalogNumber","phylum","order","typeStatus","coordinatePrecision","geoFlag","class","fieldNumber","individualCount","relatedCatalogItem"
"11","2016-09-28 16:31:00-03","NY","NYBG","628753","PreservedSpecimen","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata",NA,"E. J. Judziewicz","M. A. Chase","9605","1925","04","19","Brazil","Minas Gerais",NA,"East of Araponga",NA,NA,NA,NA,"1300","1300","NY00628753",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=214398' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00861418","PreservedSpecimen","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Döll) McClure","T. R. Soderstrom","H. S. Irwin","18312","1966","07","21","Brazil","Goiás","Planaltina","Near São Gabriel, ca. 50 km N. of Planaltina, on road to Veadeiros.","-47.55","-15.23",NA,NA,NA,NA,"NY00861418","NY00861418_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=933332' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA
"13","2016-09-29 21:17:00-03","NY","NYBG","884661","PreservedSpecimen","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata",NA,NA,"L. G. Clark","671","1990","02","12","Brazil","Rio de Janeiro",NA,"Parque Nacional de Itatiaia, Maromba, trails to Veu de Noiva and Itaporani","-44.62","-22.42",NA,NA,"1150","1150","NY00884661","NY00884661_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=963295' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA
"14","2016-09-30 19:18:00-03","NY","NYBG","880237","PreservedSpecimen","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata",NA,NA,"P. L. Viana","4290","2009","07","05","Brazil","Bahia",NA,"Amargosa, Timbó","-39.6597","-13.1217",NA,NA,"884",NA,"NY00880237","NY00880237_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2537499' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA
"15","2016-09-28 16:31:00-03","NY","NYBG","628751","PreservedSpecimen","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata",NA,"E. J. Judziewicz","M. A. Chase","9605II","1925","04","19","Brazil",NA,NA,"Serra da Gramma",NA,NA,NA,NA,NA,NA,"NY00628751",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=214397' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","884663","PreservedSpecimen","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Döll) McClure","L. G. Clark","G. G. Hatschbach","27145","1971","10","07","Brazil","Paraná","Sengés","Rio do Funil.","-49.4633","-24.1131",NA,NA,NA,NA,"NY00884663","NY00884663_01 NY00884663_02",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=963304' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","884659","PreservedSpecimen","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Döll) McClure",NA,"F. A. McClure","21293","1943","11","12","Brazil","Rio de Janeiro",NA,"Collected in the Parque Nacional do Itatiaia.","-44.637876","-22.374281",NA,NA,NA,NA,"NY00884659","NY00884659_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=963293' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA
"18","2021-03-30 12:53:00-03","EAO","IAN","149087","PreservedSpecimen","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Döll) McClure","Soderstrom, TR","Irwin, HS; Souza, R","9524","1965","10","25","Brasil","Distrito Federal",NA,"Gallery shade. Ca. 25 km E of Brasília, road to Planaltina. Cerrado and margin of small creek.",NA,NA,NA,NA,"1000","1000","IAN149087",NA,"1973",NA,NA,"Decumbent, the stems to 1m long.","Southern America",NA,NA,"Monocotiledônea",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-30 12:53:00-03","EAO","IAN","90790","PreservedSpecimen","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Döll) McClure","Clark, LG","Macêdo, A","4372","1956","02","17","Brasil","Goiás","Pirinópolis","Pirineus. Em pedras.",NA,NA,NA,NA,NA,NA,"IAN090790",NA,NA,NA,NA,NA,"Southern America",NA,NA,"Monocotiledônea",NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-30 12:53:00-03","EAO","IAN","64754","PreservedSpecimen","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Döll) McClure","Londoño, X","Regnell, AF","11315",NA,NA,NA,"Brasil","Minas Gerais","Poços de Caldas",NA,"-46.5614013671875","-21.7877998352051",NA,NA,NA,NA,"IAN064754",NA,"1992","04",NA,NA,"Southern America",NA,NA,"Monocotiledônea",NA,NA,"23696","auto",NA,NA,NA,NA
"21","2021-03-30 12:53:00-03","EAO","IAN","67435","PreservedSpecimen","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Döll) McClure","Londoño, X","Porto, PC","1832","1928","10","25","Brasil","Rio de Janeiro","Itatiaia","Maromba.","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,"IAN067435",NA,"1992","04",NA,NA,"Southern America",NA,NA,"Monocotiledônea",NA,NA,"19648","auto",NA,NA,NA,NA
"22","2021-03-30 12:53:00-03","EAO","IAN","67446","PreservedSpecimen","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Döll) McClure","Londoño, X","Góes, OC","1031","1941","12",NA,"Brasil","Rio de Janeiro","Petrópolis","Carangola.","-43.1786003112793","-22.5049991607666",NA,NA,NA,NA,"IAN067446",NA,"1992","04",NA,NA,"Southern America",NA,NA,"Monocotiledônea",NA,NA,"36524","auto",NA,NA,NA,NA
"23","2019-10-09 11:28:49-03","UFBA","ALCB","003007","PreservedSpecimen","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Doell.) McClure","Söderstrom, TR","Pinto, GCP","s/n","1980","05",NA,"Brasil","Bahia","Ibicoara","Chapada Diamantina","-41.283333","-13.4","-41.283333","-13.4",NA,NA,"ALCB020674","ALCB020674","1983","10",NA,"Mata.","Southern America",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-02-08 10:16:15-03","NBC","NL-BOTANY","U.1493121","PreservedSpecimen","Plantae","Gramineae","Aulonemia","aristulata","Aulonemia aristulata","(Döll) McClure",NA,"Hatschbach GG; Silva JM",NA,"1987","11","24","Brazil",NA,NA,"Serra das Furnas, Rio Lambari (mun. Jaguariaiva Parana).",NA,NA,NA,NA,NA,NA,"NL-U1493121","NL-U1493121",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1493121 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Poales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"25","2020-02-08 10:16:15-03","NBC","NL-BOTANY","U.1493122","PreservedSpecimen","Plantae","Gramineae","Aulonemia","aristulata","Aulonemia aristulata","(Döll) McClure",NA,"Hatschbach GG; Silva JM",NA,"1987","11","24","Brazil",NA,NA,"Serra das Furnas, Rio Lambari (mun. Jaguariaiva Parana).",NA,NA,NA,NA,NA,NA,"NL-U1493122","NL-U1493122",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1493122 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Poales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"26","2020-02-08 10:16:15-03","NBC","NL-BOTANY","U.1493123","PreservedSpecimen","Plantae","Gramineae","Aulonemia","aristulata","Aulonemia aristulata","(Döll) McClure",NA,"Irwin HS; Reis dos Santos R",NA,"1965","10","25","Brazil",NA,NA,"Plants of the Planalto do Brasil, Distrito Federal, Gallery shade, Ca. 25 km E. of Brasilia, road to Planaltina, D.F.",NA,NA,NA,NA,NA,NA,"NL-U1493123","NL-U1493123",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1493123 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Poales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"27","2020-11-04 12:18:35-03","ESALQ","ESA","106272","PreservedSpecimen","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata",NA,"Ferreira, F.M.","Oliveira, R.C.","53.0","1991","11","03","Brasil","Minas Gerais","São Tomé das Letras",NA,"-44.9852981567383","-21.7222003936768",NA,NA,NA,NA,"ESA106272","ESA106272",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"16076","auto",NA,NA,NA,NA
"28","2020-11-04 12:18:35-03","ESALQ","ESA","69984","PreservedSpecimen","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Döll) Mc.Clure","Viana, P.L.","Krieger, L. et al.",NA,"1988","09","17","Brasil","Minas Gerais","Caparaó",NA,"-41.9043998718262","-20.523099899292",NA,NA,NA,NA,"ESA069984","ESA069984",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"15056","auto",NA,NA,NA,NA
"29","2020-11-04 12:18:35-03","ESALQ","ESA","53409","PreservedSpecimen","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Döll) Mc.Clure","Shirasuna, R.T.","Lucas, E.J. et al.","409.0","2006","11","17","Brasil","São Paulo","Cunha",NA,"-44.9599990844727","-23.0699996948242",NA,NA,NA,NA,"ESA053409","ESA053409","2011",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"38855","auto",NA,NA,NA,NA
"30","2020-11-04 12:18:35-03","ESALQ","ESA","53330","PreservedSpecimen","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata",NA,"Ferreira, F.M.","Lucas, E.J. et al.","330.0","2006","11","16","Brasil","São Paulo","Cunha",NA,"-44.9599990844727","-23.0699996948242",NA,NA,NA,NA,"ESA053330","ESA053330","2009",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"38855","auto",NA,NA,NA,NA
"31","2021-01-14 15:33:00-03","MN","R","232236","PreservedSpecimen","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Döll) McClure",NA,"Alves, R.J.V.","4931 a","1996","05","01","Brasil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos","-42.9655990600586","-22.4122009277344",NA,NA,"100","100","R010035708,R010035709,R010035710","R010035708 R010035709 R010035710",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38539","auto",NA,NA,NA,NA
"32","2020-12-20 21:18:54-03","UFV","VIC","51302","PreservedSpecimen","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Doll) McClure","Viana, P.L.","Viana, P.L.","3766","2006","09","15","Brasil","São Paulo","São Paulo","Parque Estadual das Fontes do Ipiranga","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"VIC051302","VIC051302","2008","12",NA,"Muito comum, em densas formações. Proliferação por rizomas anfipodiais. Presença de espiguetas subterrâneas. Floração gregária.",NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA
"33","2020-12-20 21:18:54-03","UFV","VIC","51301","PreservedSpecimen","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Doll) McClure","Viana, P.L.","Viana, P.L.","et al.","2006","02","22","Brasil","Minas Gerais","Nova Lima","Clube Campestre","-43","-20","-43","-20","1102","1102","VIC051301","VIC051301","2007","06",NA,"Bambu escandente em mata ribeirinha. Colmos delgados, não ultrapassando 3-4cm de diâmetro. Todos indivíduos observados em densa floração, com inflorescências presentes em quase todas as ramificações, inclusive subterrâneas. Espiguetas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-12-20 21:18:54-03","UFV","VIC","51290","PreservedSpecimen","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Doll) McClure",NA,"Costa, C.J.","et al.","2016","04","27","Brasil","Minas Gerais","Realeza","600m do trevo de Realeza em direção à Caratinga","-39","-19","-39","-19","735","735","VIC051290","VIC051290",NA,NA,NA,"Ereto e escandente. Bambu em borda de mata, ca. 4M de altura. Folhas do colmo sem distinção entre folhas dos ramos. Bainhas maculadas e pubescentes. Fímbrias longas, achatadas, eretas, vináceas a marrons no ápice da bainha. Pseudopecío",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-12-20 21:18:54-03","UFV","VIC","51305","PreservedSpecimen","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Doll) McClure","Shirasuna, R.T.","Garcia, R.J.F.","et al.","2007","08","14","Brasil","São Paulo","São Conçalo do Rio Preto","Sítio Maravilha",NA,NA,NA,NA,NA,NA,"VIC051305","VIC051305","2009","07","07","Trepadeira, espiguetas verdes. Projeto FEMA-Bugio.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-12-20 21:18:54-03","UFV","VIC","51304","PreservedSpecimen","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Doll) McClure","Viana, P.L.","Viana, P.L.","et al.","2008","06","20","Brasil","Minas Gerais","Santa Bárbara","RPPN Capivari","-43","-20","-43","-20","1350","1350","VIC051304","VIC051304","2009","10",NA,"Em beira de córrego. Colmos escandentes, proliferantes. Comum.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-12-20 21:18:54-03","UFV","VIC","51303","PreservedSpecimen","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Doll) McClure","Viana, P.L.","Mota, N.F.O.","et al.","2007","05","22","Brasil","Minas Gerais","São Conçalo do Rio Preto","Parque Estadual do Rio Preto","-43","-18","-43","-18","1352","1352","VIC051303","VIC051303","2007","05","22","Terrestre na beira de riacho na mata de galeria. Fímbrias lilases.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-12-20 21:18:54-03","UFV","VIC","045104","PreservedSpecimen","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Doll) McClure",NA,"Costa, C.J.; et al.","61","2015","08","15","Brasil","Minas Gerais","Alto Caparaó","Vale Verde, Próximo de Ribeirão.","-41.8683013916016","-20.4333000183105",NA,NA,NA,NA,"VIC045104","VIC045104",NA,NA,NA,"Inicialmente ereto a apoiante.",NA,NA,NA,NA,NA,NA,"21645","auto",NA,NA,NA,NA
"39","2020-12-20 21:18:54-03","UFV","VIC","045106","PreservedSpecimen","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Doll) McClure",NA,"Costa, C.J.; et al.","63","2015","08","15","Brasil","Minas Gerais","Alto Caparaó","Vale Verde, Vale verde próximo ao Ribeirão.","-41.8683013916016","-20.4333000183105",NA,NA,NA,NA,"VIC045106","VIC045106",NA,NA,NA,"Inicialmente ereto a apoiante.",NA,NA,NA,NA,NA,NA,"21645","auto",NA,NA,NA,NA
"40","2020-12-20 21:18:54-03","UFV","VIC","43822","PreservedSpecimen","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Doll) McClure","Pianissola, E.M.","Picanço, M.M.; Machado, E.P.; Parma, D.F.","38","2013","09","11","Brasil","Minas Gerais","Araponga","PESB","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,"VIC043822","VIC043822","2015","03","08","indivíduo de 2,5m de altura",NA,NA,NA,NA,NA,NA,"16385","auto",NA,NA,NA,NA
"41","2020-12-20 21:18:54-03","UFV","VIC","43821","PreservedSpecimen","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Doll) McClure","Silva, A.P.","Picanço, M.M.; Machado, E.P.; Parma, D.F.","39","2013","09","11","Brasil","Minas Gerais","Araponga","PESB","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,"VIC043821","VIC043821",NA,NA,NA,"Plântula",NA,NA,NA,NA,NA,NA,"16385","auto",NA,NA,NA,NA
"42","2020-12-20 21:18:54-03","UFV","VIC","045154","PreservedSpecimen","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Doll) McClure",NA,"Costa, C.J.; et al.","79","2015","08","26","Brasil","Minas Gerais","Araponga","PESB, Trilha Pico do Grama.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,"VIC045154","VIC045154",NA,NA,NA,"Bambu cespitoso. Ereto a apoiante sobre vegetação. Folha de colmo e ramos sem diferenciação nítida. Pseudopecíolo pubescente a vináceo. Fimbrias vináceas quando jovens.",NA,NA,NA,NA,NA,NA,"16385","auto",NA,NA,NA,NA
"43","2020-11-09 19:01:10-03","UFJF","CESJ","25533","PreservedSpecimen","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Doel) McClure","R.C. Oliveira","R.C. Oliveira","53","1991","11","03","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Próximo à entrada para o alojamento.","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"CESJ025533",NA,"1992","01","10","A beira da mata, formando densa população","América do Sul",NA,NA,"Angiosperma",NA,NA,"30417","auto",NA,NA,NA,NA
"44","2019-11-21 14:42:08-03","UFJF","CESJ","49712","PreservedSpecimen","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Doel) McClure","F.M. Ferreira","L. Menini Neto; J.A. Oliveira; F.S. Souza; I.C.Almeida; T. Mota; S.M. Dutra; F.R.G. Salimena; S","453","2007","12","08","Brasil","Minas Gerais","Rio Preto","R.P.P.N. São Lourenço do Funil, 18º36'01,6 S, 43º57'04,2 W. 1139 m.s.m.","-43.951167","-18.600444","-43.951167","-18.600444","1134","1134","CESJ049712",NA,"2008","09","20","Erva terrestre, interior de mata, ambiente úmido, borda de curso d'água, abundante.","América do Sul",NA,NA,"Angiosperma",NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-11-21 14:42:08-03","UFJF","CESJ","23150","PreservedSpecimen","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Doel) McClure","P.L. Viana","L. Krieger; et alii","CESJ23150","1988","11","19","Brasil","Minas Gerais",NA,"Parque Nacional do Caparaó, Vale Verde.",NA,NA,NA,NA,NA,NA,"CESJ023150","CESJ023150","2010","04",NA,"Perto de ribeirão, formando conjuntos densos, quase intransponíveis. Caule fino, longo, ascendente, apoiado em outras plantas. Folhas um tanto plicadas.","América do Sul",NA,NA,"Angiosperma",NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-11-21 14:42:08-03","UFJF","CESJ","23325","PreservedSpecimen","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Doel) McClure","P.L. Viana","R.C. Oliveira","s.n.","1988","12","17","Brasil","Minas Gerais",NA,"Parque Nacional do Caparaó, À beira do riacho.",NA,NA,NA,NA,NA,NA,"CESJ023325","CESJ023325","2010","04",NA,"Em local úmido, sobre húmus.","América do Sul",NA,NA,"Angiosperma",NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-11-21 14:42:08-03","UFJF","CESJ","23974","PreservedSpecimen","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Doel) McClure","P.L. Viana","L. Krieger; R.C. Oliveira","CESJ23974","1989","04","30","Brasil","Minas Gerais",NA,"Parque Nacional do Caparaó, Vale Verde. A beira da mata, ao longo do ribeirão.",NA,NA,NA,NA,NA,NA,"CESJ023974","CESJ023974","2010","04",NA,NA,"América do Sul",NA,NA,"Angiosperma",NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-11-09 19:01:10-03","UFJF","CESJ","24817","PreservedSpecimen","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Doel) McClure","P.L. Viana","R.C. Oliveira","22","1991","06","20","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"CESJ024817",NA,"2010","04",NA,"Na mata, em local úmido, subindo em outras plantas.","América do Sul",NA,NA,"Angiosperma",NA,NA,"30417","auto",NA,NA,NA,NA
