"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","infraspecificEpithet","scientificNameAuthorship","stateProvince","locality","imagecode","identifiedBy","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","county","coordinatePrecision","geoFlag","typeStatus","class","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","individualCount","fieldNumber","relatedCatalogItem","sex"
"42","2016-09-29 13:01:00-03","NY","NYBG","418870","PreservedSpecimen","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula acutistipula","L. Coradin","6314","1983","07","01","South America","Brazil","sheet",NA,"Germoplasma obtido de 5 plantas <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=436780' target='other'> <mi>dwc_moreinfo</mi></a>","NY00418870","Magnoliophyta","Fabales","acutistipula","(Mart.) Benth.","Bahia","Estrada Ibotirama-Bom Jesus da Lapa km 8.","NY00418870_01","R. C. Barneby","-43.2206001281738","-12.1852998733521","520","520","Ibotirama","71086","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","01912626","PreservedSpecimen","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula ferrea","R. de S. Secco","128","1982","05","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2198614' target='other'> <mi>dwc_moreinfo</mi></a>","NY01912626","Magnoliophyta","Fabales","ferrea","Barneby","Pará","Marabá, Alto da Serra, arredores do N5","NY01912626_01","R. C. Barneby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","01344765","PreservedSpecimen","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula ferrea","D. C. Daly","1754","1981","12","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1314838' target='other'> <mi>dwc_moreinfo</mi></a>","NY01344765","Magnoliophyta","Fabales","ferrea","Barneby","Pará","Serra dos Carajás, 25-30 Km NW of Serra Norte mining camp","NY01344765_01","R. C. Barneby","-50.433333","-5.916667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","00932596","PreservedSpecimen","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula ferrea","M. F. F. da Silva","1174","1983","04","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1006520' target='other'> <mi>dwc_moreinfo</mi></a>","NY00932596","Magnoliophyta","Fabales","ferrea","Barneby","Maranhão","Rodovia a 6 km da cidade de Grajaú","NY00932596_01","R. C. Barneby","-46.1383","-5.8194",NA,NA,"Grajaú",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-15 16:37:00-03","NY","NYBG","01344769","PreservedSpecimen","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula ferrea","C. R. Sperling","5594","1982","05","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1594250' target='other'> <mi>dwc_moreinfo</mi></a>","NY01344769","Magnoliophyta","Fabales","ferrea","Barneby","Pará","Serra dos Carajás, Serra Norte, AMZA camp N-5","NY01344769_01","R. C. Barneby","-50.13","-6.07","700","750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-15 16:37:00-03","NY","NYBG","2651","PreservedSpecimen","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula ferrea","J. M. Pires","13207","1973","08","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=132130' target='other'> <mi>dwc_moreinfo</mi></a>","NY00002651","Magnoliophyta","Fabales","ferrea","Barneby","Mato Grosso","Serra Norte [between Rios Juruena and Arijmana]","NY00002651_01",NA,NA,NA,NA,NA,NA,NA,NA,"holotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-15 16:37:00-03","NY","NYBG","01344764","PreservedSpecimen","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula ferrea","N. A. Rosa","4491","1983","01","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1594251' target='other'> <mi>dwc_moreinfo</mi></a>","NY01344764","Magnoliophyta","Fabales","ferrea","Barneby","Pará","Serra Norte (Serra dos Carajás), arrededores do alojamento N1","NY01344764_01","R. C. Barneby","-50.2921486","-6.0253411","700",NA,"Marabá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-03-15 16:37:00-03","NY","NYBG","01344763","PreservedSpecimen","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula ferrea","A. S. L. da Silva","1822","1984","03","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1382620' target='other'> <mi>dwc_moreinfo</mi></a>","NY01344763","Magnoliophyta","Fabales","ferrea","Barneby","Pará","Serra dos Carajás. N-4, mina piloto para exploração de ferro. Local onde foi realizado o inventário em 05/83.","NY01344763_01","R. C. Barneby","-50.1736164","-6.0551244","700","700","Marabá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-02-19 11:35:10-03","UFPI-MRV","HDELTA","413","PreservedSpecimen","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula","Castro, K. N. C.; Leite, S. R.; Wolsech, D.","13","2013","01","25",NA,"Brasil",NA,NA,"Arbusto <ll>dwc_commonname:</ll> Jurema Preta","HDELTA000413",NA,NA,NA,"(Mart.) Benth.","Piauí","Baixa Verde",NA,"Andrade, I.M.","-41.8669013977051","-3.17499995231628",NA,NA,"Buriti dos Lopes","21335","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2019-11-19 15:44:34-03","UNEB","HUNEB","3064","PreservedSpecimen","Plantae","Mimosaceae","Mimosa","acutistipula","Mimosa acutistipula","Nascimento, A.","46400","2000","02","28",NA,"Brasil",NA,NA,NA,"HUNEB0003064","Angiospermae","Florideophycidae",NA,"Benth .","Bahia","Saída de Remanso para Pilão Arcado.",NA,"L.P.de Queiroz","-42.396944","-9.738056",NA,NA,"Remanso",NA,NA,NA,"Dicotyledoneae","2000","12","42W23'49''","9S44'17''",NA,NA,NA,NA,NA
"52","2019-11-19 15:44:34-03","UNEB","HUNEB","3874","PreservedSpecimen","Plantae","Mimosaceae","Mimosa","acutistipula","Mimosa acutistipula","Guedes, M.L.","7315","2000","03","26",NA,"Brasil",NA,NA,"Solo Litólico.","HUNEB0003874","Angiospermae","Florideophycidae",NA,"Benth .","Bahia","Serra do Mulato.",NA,NA,"-40.6775","-9.744444",NA,NA,"Juazeiro",NA,NA,NA,"Dicotyledoneae",NA,NA,"40W40'39''","9S44'40''",NA,NA,NA,NA,NA
"53","2019-11-19 15:44:34-03","UNEB","HUNEB","3259","PreservedSpecimen","Plantae","Mimosaceae","Mimosa","acutistipula","Mimosa acutistipula var. acutistipula","Miranda Silva, E.B.","44351","2000","03","30",NA,"Brasil",NA,NA,"Vegetação arbustivo-arbórea com muitos cipós na beira da estrada.","HUNEB0003259","Angiospermae","Florideophycidae","var. acutistipula","(Mart.) Benth.","Bahia","3 km na estrada para localidade de Mato Grosso a partir da rodoviária.",NA,NA,"-45.223889","-11.031111","545","545","Formosa do Rio Preto",NA,NA,NA,"Dicotyledoneae",NA,NA,"45W13'26''","11S1'52''",NA,NA,NA,NA,NA
"54","2021-04-08 17:40:04-03","EAO","IAN","173122","PreservedSpecimen","Plantae","Leguminosae-Caesalp.","Mimosa","acutistipula","Mimosa acutistipula","sc","s.n.",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,"IAN173122","Dicotiledônea",NA,NA,"(Mart.) Benth.","Pará","Serra dos CarajásJazida N5, próx. ao ETA, em canga.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-04-08 17:40:04-03","EAO","IAN","176303","PreservedSpecimen","Plantae","Leguminosae-Caesalp.","Mimosa","acutistipula","Mimosa acutistipula","Cordeiro, MR","MC-06-10100300","2001","10","07","Southern America","Brasil",NA,NA,"Arbusto. Fruto verde.","IAN176303","Dicotiledônea",NA,NA,"(Mart.) Benth.","Pará","Fazenda Cafarnaum e Fazenda Costa Pinto. Solo argiloso, capoeira, luminosidade intensa, freqüência rara.",NA,"Cordeiro, MR","-47.964444","-2.011111",NA,NA,"Concórdia do Pará",NA,NA,NA,NA,"2001",NA,"-47.964444","-2.011111",NA,NA,NA,NA,NA
"56","2021-04-08 17:40:04-03","EAO","IAN","152890","PreservedSpecimen","Plantae","Leguminosae-Caesalp.","Mimosa","acutistipula","Mimosa acutistipula ferrea","Ribeiro, BGS","1335","1976","06","24","Southern America","Brasil",NA,NA,"Arvore de 3m. Frutos averdeados.","IAN152890","Dicotiledônea",NA,"ferrea","Barneby","Pará","Serra dos Carajás. Margem da estrada 1-4 - Mata alta terra firme.",NA,"Barneby, RC",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1988",NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-04-08 17:40:04-03","EAO","IAN","152938","PreservedSpecimen","Plantae","Leguminosae-Caesalp.","Mimosa","acutistipula","Mimosa acutistipula ferrea","Ribeiro, BGS","1383","1976","06","28","Southern America","Brasil",NA,NA,"Arvore de 5m. Frutos avermelhados.","IAN152938","Dicotiledônea",NA,"ferrea","Barneby","Pará","Serra dos Carajás",NA,"Barneby, RC",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1991",NA,NA,NA,NA,NA,NA,NA,NA
"58","2021-04-08 17:40:04-03","EAO","IAN","187226","PreservedSpecimen","Plantae","Leguminosae-Caesalp.","Mimosa","acutistipula","Mimosa acutistipula ferrea","Giorni, VT; Viana, PL; Versieux, LM; Garcia, LC; Costa-Silva, LV","197","2009","03","17","Southern America","Brasil",NA,NA,"Arvoreta","IAN187226","Dicotiledônea",NA,"ferrea","Barneby","Pará","S11 - D; Mata Baixa.",NA,NA,"-50.370278","-6.398333",NA,NA,"Canaã dos Carajás",NA,NA,NA,NA,NA,NA,"-50.370278","-6.398333",NA,NA,NA,NA,NA
"59","2021-04-08 17:40:04-03","EAO","IAN","195335","PreservedSpecimen","Plantae","Leguminosae-Caesalp.","Mimosa","acutistipula","Mimosa acutistipula ferrea","Cavalcante, P","2085","1969","05","21","Southern America","Brasil",NA,NA,"Árvore fina de 4 m de altura, fruto maduro vermelho. Frequente na vegetação tipo caatinga.","IAN195335","Dicotiledônea",NA,"ferrea","Barneby","Pará","Serra de Carajás. Platô. Rocha de minério de ferro sobre escassa camada de humus.",NA,"Lima, HC de","-49.976944","-6.262778","214","214","Marabá",NA,NA,NA,NA,"2009","01","-49.976944","-6.262778","19",NA,NA,NA,NA
"60","2021-04-08 17:40:04-03","EAO","IAN","165206","PreservedSpecimen","Plantae","Leguminosae-Caesalp.","Mimosa","acutistipula","Mimosa acutistipula","Ferreira, GC; Freitas, JC","154","1997","07","09","Southern America","Brasil",NA,NA,"Árvore de 3m de altura; caule com acúleos; inflorescência em espiga; flores de corola rosada, cálice branco, numerosos estames, exalando perfume; frutos, vagem imatura.","IAN165206","Dicotiledônea",NA,NA,"(Mart.) Benth.","Pará","Margem da rodovia PA-150.",NA,NA,"-48.7689018249512","-1.88389003276825",NA,NA,"Moju","186920","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-04-08 17:40:04-03","EAO","IAN","173237","PreservedSpecimen","Plantae","Leguminosae-Caesalp.","Mimosa","acutistipula","Mimosa acutistipula ferrea","Martins-da-Silva, RCV","42","2001","03","13","Southern America","Brasil",NA,NA,"Arbusto de 30cm de altura; flores brancas.","IAN173237","Dicotiledônea",NA,"ferrea","Barneby","Pará","Serra dos Carajás. Mina de ferro. Vegetação de Canga.",NA,NA,"-49.9021987915039","-6.06750011444092",NA,NA,"Parauapebas","147801","auto",NA,NA,"2001","03",NA,NA,NA,NA,NA,NA,NA
"62","2021-04-08 17:40:04-03","EAO","IAN","187618","PreservedSpecimen","Plantae","Leguminosae-Caesalp.","Mimosa","acutistipula","Mimosa acutistipula","Lima, HC de","7109",NA,NA,NA,"Southern America","Brasil",NA,NA,"Arvoreta com 2-3m de alt., inflorescência vinosas. Muito frequente. Material DNA.","IAN187618","Dicotiledônea",NA,NA,"(Mart.) Benth.","Pará","Serra dos Carajás, Núcleo urbano de Carajás, mina N1, ca 8km da estrada do Manganês, área da parcela de testemunho de canga, restauração de área degradada.",NA,"Lima, HC de","-49.9021987915039","-6.06750011444092",NA,NA,"Parauapebas","147801","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2013-07-03 10:59:30-03","EBDA","BAH","8635","S","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula","Edson Ruy da S. Felix,","55","1988","02","03",NA,"Brasil",NA,NA,"Árvore de 10m de altura. Forrageira.IMPORT. PLANTA: Forrageira.",NA,NA,NA,NA,"Benth.","Bahia","Jaguararí - Faz. Experimental da Caraíbas Metais, Bahia - Brasil.",NA,"Oliveira, E.L.P.G. de","-40.1958","-10.2639",NA,NA,"Jaguararí","60045","auto",NA,NA,"1988","04",NA,NA,NA,NA,NA,NA,NA
"64","2013-07-03 10:59:30-03","EBDA","BAH","8371","S","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula","Salim Jordy Filho,","187","1984","05","23",NA,"Brasil",NA,NA,"Arvoreta com 3m de altura, diâmetro à altura do peito 0,2m, diâmetro da copa 2,5m; fanerófita. Caule escuro, flor branca. Uso: estacas, mourões, carvão, lenha, IMPORT. PLANTA: Estacas, mourões, carvão, lenha,",NA,NA,NA,NA,"Benth.Ouaff","Ceará","Brasil, Ceará, Mun. de Quitaius, estrada que liga Quitaius/Juazeiro a 15 Km da 1a.",NA,"M. P. M. de Lima",NA,NA,NA,NA,"Quitaius",NA,NA,NA,NA,"1986","05",NA,NA,NA,NA,NA,NA,NA
"65","2013-07-03 10:59:30-03","EBDA","BAH","9476","S","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Benth.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2019-10-09 11:16:31-03","UFBA","ALCB","54728","PreservedSpecimen","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula","Queiroz, LP de; Harley, RM; Andrade, BS; Carneiro, AS; Silva, MB da","PFB6561","2001","04","26","Southern America","Brasil",NA,NA,"Arvoreta, ca. 3,0 m alt. Virgada com acúleos vináceos. Folíolos cartáceos. Flores com cálice, corola e filetes creme. Frutos imaturos atrovináceos, brilhantes.; Caatinga baixa, aberta, solo arenoso vermelho em relevo plano.","ALCB023717","Dicotyledon",NA,NA,"Benth.","Bahia","ca. 47 km LE de rodelas, na estrada Paulo Afonso - Juazeiro.","ALCB023717","Queiroz, LP de","-38.398889","-9.068056","360","360","Paulo Afonso",NA,NA,NA,NA,"2001","04","-38.398889","-9.068056",NA,NA,NA,NA,NA
"67","2019-10-09 11:16:31-03","UFBA","ALCB","82966","PreservedSpecimen","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula","Queiroz, LP de; Costa, AL; Nunes, TS; Nascimento, JG","10128","2005","03","11","Southern America","Brasil",NA,NA,"ca. 4,0 m alt. Folíolos papiráceos. Flores com cálice verde-amarelado. DNA.","ALCB023627","Dicotyledon",NA,NA,"Benth.","Piauí","ca. 40 km de São Braz do Piauí, na estrada para Caracol","ALCB023627","Silva, JS","-43.101667","-8.930278","614","614","São Braz do Piauí",NA,NA,NA,NA,"2011","10","-43.101667","-8.930278",NA,NA,NA,NA,NA
"68","2019-10-09 11:16:31-03","UFBA","ALCB","109478","PreservedSpecimen","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula","Guedes, ML; Mattos Andrade, PE de; Leite, KRB; et al.","20678","2013","04","10","Southern America","Brasil",NA,NA,"espinescente, de ca 3 m de altura. Folíolos pequenos. Inflorescência espiciforme. Fruto craspédio.","ALCB023613","Dicotyledon",NA,NA,"Benth.","Bahia","Piemonte da Diamantina, Ponto 08, depois de Lapão","ALCB023613 ALCB023613_1","Pétala G. Ribeiro","-41.808611","-11.445556","811","811","Lapão",NA,NA,NA,NA,"2013","07","-41.808611","-11.445556",NA,NA,NA,NA,NA
"69","2019-10-09 11:16:31-03","UFBA","ALCB","16987","PreservedSpecimen","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula","Oliveira, ELPG de","662","1985","03","29","Southern America","Brasil",NA,NA,"5m. Flor branca. Invasora. Frequente.","ALCB023609","Dicotyledon",NA,NA,"Benth.","Bahia","Paraguaçu","ALCB023609","Silva, JS","-40.133333","-11.7",NA,NA,"Mairi",NA,NA,NA,NA,"2011","10","-40.133333","-11.7",NA,NA,NA,NA,NA
"70","2019-10-09 11:16:31-03","UFBA","ALCB","46814","PreservedSpecimen","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula","Guedes, ML; Cavalcanti, G; Fonseca, MR; Jesus, NG de; et al.","7315","2000","03","26","Southern America","Brasil",NA,NA,"Espinescente. Folíolos membranáceos, discolores. Inflorescência em espiga. Botões esverdeados. Frutos maduros marrons.; Litólico.","ALCB023628","Dicotyledon",NA,NA,"Benth.","Bahia","Baixo Médio São Francisco, Morro do Mulato. Serrote Olha D'água","ALCB023628","Silva, JS","-40.6775","-9.744444",NA,NA,"Juazeiro",NA,NA,NA,NA,"2011","10","-40.6775","-9.744444",NA,NA,NA,NA,NA
"71","2019-10-09 11:16:31-03","UFBA","ALCB","47864","PreservedSpecimen","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula","Miranda Silva, EB; Harley, RM; França, F; Rios, L","343","2000","03","30","Southern America","Brasil",NA,NA,"até 6m alt. DAP 15cm. Casca lisa com fendas rasas verticais. Folíolo cartáceo, discolor. Flor com cáliceverde, corola e filetes brancos. Anteras marrons. Ovário roxo. Estilete branco.; Muitos cipós na beira da estrada.","ALCB023629","Dicotyledon",NA,NA,"Benth.","Bahia","Oeste, 3 Km na estrada para localidade de Mato Gorsso a partir da rodoviária","ALCB023629","Silva, JS","-45.223889","-11.031111","545","545","Formosa do Rio Preto",NA,NA,NA,NA,"2011","10","-45.223889","-11.031111",NA,NA,NA,NA,NA
"72","2019-10-09 11:16:31-03","UFBA","ALCB","66941","PreservedSpecimen","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula","Almeida, AMM","03","2004","06","15","Southern America","Brasil",NA,NA,"folhas estipuladas. flores branco-amareladas.","ALCB023610","Dicotyledon",NA,NA,"Benth.","Bahia","Nordeste, estação da EBDA.","ALCB023610","Ribeiro, PG","-38.483333","-11.233333",NA,NA,"Nova Soure",NA,NA,NA,NA,"2011","07","-38.483333","-11.233333",NA,NA,NA,NA,NA
"73","2019-10-09 11:16:31-03","UFBA","ALCB","82963","PreservedSpecimen","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula","Queiroz, LP de; Costa, AL; Nunes, TS; Nascimento, JG","10064","2005","03","10","Southern America","Brasil",NA,NA,"ca. 3,0 m alt., ramificada. Folíolos cartáceos. Flores com perianto creme-rosado e estames branco. Foto. DNA.","ALCB023631","Dicotyledon",NA,NA,"Benth.","Bahia","Baixo Médio São Francisco, ca. 5 km N de Remanso na estrada para São Raimundo Nonato (PI)","ALCB023631","Silva, JS","-42.153889","-9.56","450","450","Remanso",NA,NA,NA,NA,"2011","09","-42.153889","-9.56",NA,NA,NA,NA,NA
"74","2019-10-09 11:16:31-03","UFBA","ALCB","93261","PreservedSpecimen","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula","Gomes, FS; Guedes, ML; Melo, E; et al.","333","2009","12","11","Southern America","Brasil",NA,NA,"de ca 3 m de altura, espinescente. Folhas com folíolos membranáceos. Inflorescência com flores brancas.","ALCB023718","Dicotyledon",NA,NA,"Benth.","Bahia","Serra Geral, Lagoa da Vereda","ALCB023718","Silva, JS","-42.466389","-14.569722","738","738","Licínio de Almeida",NA,NA,NA,NA,"2011","10","-42.466389","-14.569722","10",NA,NA,NA,NA
"75","2019-10-09 11:16:31-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula","Guedes, ML; Santos, JJ dos; Gouveia, EP de","7246","2000","06","17","Southern America","Brasil",NA,NA,"de ca. 4 m. espinescente. Flores alvas. Frutos imaturos esverdeados.; com elementos arbóreos&nf;'angico','imburana-de-cambão','turco','juremas'e outras.","ALCB023612","Dicotyledon",NA,NA,"Benth.","Bahia","Irecê, Empreendimento 'Brasil 2000'do Empreendedor-TOC Agricola SA","ALCB023612","Guedes, ML","-42.689167","-10.678889",NA,NA,"Xique-Xique",NA,NA,NA,NA,"2000","06","-42.689167","-10.678889",NA,NA,NA,NA,NA
"76","2019-10-09 11:16:31-03","UFBA","ALCB","82968","PreservedSpecimen","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula","Carvalho-Sobrinho, JG de; Miranda, EB; Castro, RM de; Araújo, A","398","2005","04","06","Southern America","Brasil",NA,NA,"ca. 2,50 m alt. Folíolos membranáceos. Flores amarelas. Frutos imaturos marrons. DNA.","ALCB023626","Dicotyledon",NA,NA,"Benth.","Bahia","Oeste, estrada para o aterro sanitário","ALCB023626","Silva, JS","-44.910833","-13.780278","600","600","Riachão das Neves",NA,NA,NA,NA,"2011","10","-44.910833","-13.780278","10",NA,NA,NA,NA
"77","2019-10-09 11:16:31-03","UFBA","ALCB","024104","PreservedSpecimen","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula","Bandeira, FP","89","1992","12","05","Southern America","Brasil",NA,NA,"folhas membranáceas. Inflorescências alvas. Frutos maduros marrons, cuticulados e imaturos verdes.","ALCB023611","Dicotyledon",NA,NA,"Benth.","Bahia","Nordeste, Brejo do Burgo, Baixa do Jatobazinho","ALCB023611","Silva, JS","-38.2146987915039","-9.40610980987549",NA,NA,"Paulo Afonso","44772","auto",NA,NA,"2011","10",NA,NA,"10",NA,NA,NA,NA
"78","2019-10-09 11:16:31-03","UFBA","ALCB","80445","PreservedSpecimen","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula acutistipula","Tourinho, R; Ferreira, MC; Jost, T","37","2002","05","07","Southern America","Brasil",NA,NA,"Projeto Instituto Milênio; Subarbusto, espinescente, ca. 2,5 m alt. Frutos jovens, verdes, maduros marrons.","ALCB023716","Dicotyledon",NA,"acutistipula","(Mart.) Benth.","Bahia","a 47 km de Gentio do Ouro","ALCB023716",NA,"-42.725278","-11.18",NA,NA,"Gentio do Ouro",NA,NA,NA,NA,"2002","05","-42.725278","-11.18",NA,NA,NA,NA,NA
