"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","infraspecificEpithet","dayIdentified","typeStatus","fieldNumber","individualCount","relatedCatalogItem"
"16","2020-02-08 10:44:31-03","NBC","NL-BOTANY","L.3544728","PreservedSpecimen","Plantae",NA,"Polypodiales","Lomariopsidaceae","Elaphoglossum","tectum","Elaphoglossum tectum","(Humb. & Bonpl. ex Willd.) T.Moore",NA,"Eggers HFA von",NA,"1891","06","22","Southern America","Venezuela",NA,NA,"Flora Americae tropicae. Serro del Geli oan Venezuele.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3544728 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3544728","NL-L3544728",NA,NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA
"17","2020-02-08 10:44:31-03","NBC","NL-BOTANY","L.3544730","PreservedSpecimen","Plantae",NA,"Polypodiales","Lomariopsidaceae","Elaphoglossum","tectum","Elaphoglossum tectum","(Humb. & Bonpl. ex Willd.) T.Moore",NA,"Landsbergen",NA,NA,NA,NA,"Southern America","Venezuela",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3544730 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3544730","NL-L3544730",NA,NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA
"18","2020-02-08 10:44:31-03","NBC","NL-BOTANY","L.3544731","PreservedSpecimen","Plantae",NA,"Polypodiales","Lomariopsidaceae","Elaphoglossum","tectum","Elaphoglossum tectum","(Humb. & Bonpl. ex Willd.) T.Moore",NA,"Lechler W",NA,"1854","06","01","Southern America","Peru",NA,NA,"Agapata b. montanis.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3544731 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3544731","NL-L3544731",NA,NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA
"19","2020-02-08 10:44:31-03","NBC","NL-BOTANY","L.3544732","PreservedSpecimen","Plantae",NA,"Polypodiales","Lomariopsidaceae","Elaphoglossum","tectum","Elaphoglossum tectum","(Humb. & Bonpl. ex Willd.) T.Moore",NA,"Landsbergen",NA,NA,NA,NA,"Southern America","Venezuela",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3544732 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3544732","NL-L3544732",NA,NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA
"20","2020-02-08 10:44:31-03","NBC","NL-BOTANY","L.3544733","PreservedSpecimen","Plantae",NA,"Polypodiales","Lomariopsidaceae","Elaphoglossum","tectum","Elaphoglossum tectum","(Humb. & Bonpl. ex Willd.) T.Moore",NA,"Lansberge JG van",NA,NA,NA,NA,"Southern America","Venezuela",NA,NA,"Caracas.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3544733 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3544733","NL-L3544733",NA,NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA
"21","2020-02-08 10:44:31-03","NBC","NL-BOTANY","L.3544734","PreservedSpecimen","Plantae",NA,"Polypodiales","Lomariopsidaceae","Elaphoglossum","tectum","Elaphoglossum tectum","(Humb. & Bonpl. ex Willd.) T.Moore",NA,"Landsbergen",NA,NA,NA,NA,"Southern America","Venezuela",NA,NA,"Caracas.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3544734 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3544734","NL-L3544734",NA,NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA
"22","2020-02-08 10:44:31-03","NBC","NL-BOTANY","L.3544735","PreservedSpecimen","Plantae",NA,"Polypodiales","Lomariopsidaceae","Elaphoglossum","tectum","Elaphoglossum tectum","(Humb. & Bonpl. ex Willd.) T.Moore",NA,"Vink R",NA,"1985","05","15","Southern America","Colombia",NA,NA,"in valley in dry hills around laguna 'De La Herrera'. Depto. Cundinamarca.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3544735 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3544735","NL-L3544735",NA,NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA
"23","2020-02-08 10:44:31-03","NBC","NL-BOTANY","L.3727176","PreservedSpecimen","Plantae",NA,"Polypodiales","Lomariopsidaceae","Elaphoglossum","tectum","Elaphoglossum tectum","(Humb. & Bonpl. ex Willd.) T.Moore",NA,"Vink R; Wijninga VM",NA,"1985","05","21","Southern America","Colombia",NA,NA,"Depto. Cundinamarca region de la Laguna de 'La herrera'.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3727176 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3727176","NL-L3727176",NA,NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA
"24","2020-02-08 10:44:31-03","NBC","NL-BOTANY","U.1021132","PreservedSpecimen","Plantae",NA,"Polypodiales","Lomariopsidaceae","Elaphoglossum","tectum","Elaphoglossum tectum","(Humb. & Bonpl. ex Willd.) T.Moore",NA,"Tryon RM; Tryon AF",NA,"1956","09","11","Southern America","Peru",NA,NA,"Dept. Huanuco, Prov. Huanuco, Within 5 km of Carpish, pass on the Huanuco-Tingo Maria road, about half way between Acomayo and Chinchao, 35 km ne. of Huanuco.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1021132 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1021132","NL-U1021132",NA,NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA
"25","2020-02-08 10:44:31-03","NBC","NL-BOTANY","U.1021135","PreservedSpecimen","Plantae",NA,"Polypodiales","Lomariopsidaceae","Elaphoglossum","tectum","Elaphoglossum tectum","(Humb. & Bonpl. ex Willd.) T.Moore",NA,"Breteler FJ",NA,"1964","08","11","Southern America","Venezuela",NA,NA,"State of Trujillo. 14 km from Boconó along road to Biscucuy. Roadside.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1021135 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1021135","NL-U1021135",NA,NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA
"26","2020-02-08 10:44:31-03","NBC","NL-BOTANY","U.1021136","PreservedSpecimen","Plantae",NA,"Polypodiales","Lomariopsidaceae","Elaphoglossum","tectum","Elaphoglossum tectum","(Humb. & Bonpl. ex Willd.) T.Moore",NA,"Farenholtz H",NA,"1934","07","03","Southern America","Venezuela",NA,NA,"Reise, n.v. ofsl. Juita mg Motatán tirlab Jinnrúf lunyb nin Zurglab.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1021136 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1021136","NL-U1021136",NA,NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA
"27","2020-02-08 10:44:31-03","NBC","NL-BOTANY","WAG.1729367","PreservedSpecimen","Plantae",NA,"Polypodiales","Lomariopsidaceae","Elaphoglossum","tectum","Elaphoglossum tectum","(Humb. & Bonpl. ex Willd.) T.Moore",NA,"Breteler FJ",NA,"1964","08","11","Southern America","Venezuela",NA,NA,"State of Trujillo. 14 km from Boconó along road to Biscucuy. Roadside.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1729367 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1729367","NL-WAG1729367",NA,NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA
"28","2020-02-08 10:44:31-03","NBC","NL-BOTANY","L.3544736","PreservedSpecimen","Plantae",NA,"Polypodiales","Lomariopsidaceae","Elaphoglossum","tectum","Elaphoglossum tectum ssp.",NA,NA,"Landsbergen",NA,NA,NA,NA,"Southern America","Venezuela",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3544736 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3544736","NL-L3544736",NA,NA,NA,NA,NA,NA,"Pteropsida","ssp.",NA,NA,NA,NA,NA
"29","2020-11-04 11:21:13-03","ESALQ","ESA","27587","PreservedSpecimen","Plantae","Pteridophyta",NA,"Dryopteridaceae","Elaphoglossum","tectum","Elaphoglossum tectum",NA,"Dittrich, V.A.O.","Souza, V.C.; Souza, J.P.; Scalon, V.R.; Campos, F.J.","9971.0","1996","01","10",NA,"Brasil","Minas Gerais","Santa Bárbara","Parque do Caraça. Serra de Catas Altas. Campo rupestre com mata nos trechos mais baixos.","-43.4152984619141","-19.959400177002",NA,NA,NA,"Entre rochas.","ESA027587",NA,"33136","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-07-26 11:39:51-03","IPA","IPA","15026","S","Plantae","Plantae",NA,"Dryopteridaceae","Elaphoglossum","sehnemii","Elaphoglossum sehnemii","Brade","Novelino, R.F.","Pontual, I.","389","1967","02","02","Southern America","Brasil","Rio de Janeiro","Rio de Janeiro","Parque Nacional do Itatiaia, planalto. Entre o Abrigo Rebouças e o inicio da escalada das Agulhas Negras.","-43.2075004577637","-22.9027996063232",NA,NA,NA,"Planta ca. 15cm de altura, vivendo sobre rochas, lugares mais ou menos seco. Fronde inteiras, pecíolo ca. 7-8cm e a lâmina da fronde também com 7-8 cm de comprimento. Soros distribuidos em todo dorso da lâmina, apresentando pelos no d","IPA0015026",NA,"57442","auto","2002","07",NA,NA,NA,NA,"17",NA,NA,NA,NA
"31","2019-08-27 13:35:20-03","IAP","PACA-AGP","79256","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","sehnemii","Elaphoglossum sehnemii","Brade","A. Sehnem SJ","Krieger","9451","1970","10","01",NA,"Brasil","MG",NA,"Serra de Ibitipoca",NA,NA,NA,NA,NA,"parece não estar esporulado Habitat: chão de mata perto do rio","PACA079256",NA,NA,NA,"1980","06",NA,NA,"Filicopsida",NA,"01",NA,NA,NA,NA
"32","2019-08-27 13:35:20-03","IAP","PACA-AGP","68771","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","sehnemii","Elaphoglossum sehnemii","Brade","A.C. Brade","Sehnem, A.","6732","1955","01","23",NA,"Brasil","RJ","Nova Friburgo","Duas Pedras","-42.5311012268066","-22.2819004058838","1000","1000",NA,"Habitat: ad rupes graniticas","PACA068771","PACA068771","33190","auto",NA,NA,NA,NA,"Filicopsida",NA,NA,"Isotipo",NA,NA,NA
"33","2019-08-27 13:35:20-03","IAP","PACA-AGP","116106","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","tectum","Elaphoglossum tectum","(Humb. & Bonpl. Ex Willd.) T. Moore",NA,"Damazio, L.","3358",NA,NA,NA,NA,"Brasil","MG","Ouro Preto","Serra do Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"PACA116106",NA,"44599","auto",NA,NA,NA,NA,"Filicopsida",NA,NA,NA,NA,NA,NA
"34","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0003344","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Lomariopsidaceae","Elaphoglossum","tectum","Elaphoglossum tectum","(H.B.Willd.) Moore","R.F. Nolevino,","G. Hatschbach; J. M. Silva, J. M. Cruz","68285","1998","9","2",NA,"Brazil","Parana",NA,"Anhanguera (Mun. Tomazina) Parana","-49.9667","-23.7667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Polypodiopsida",NA,NA,NA,NA,NA,NA
"35","2019-11-21 14:52:34-03","UFJF","CESJ","65228","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Dryopteridaceae","Elaphoglossum","tectum","Elaphoglossum tectum","(Humb. & Bonpl. ex Willd.) & T.Moore","V.A.O. Dittrich","V.A.O. Dittrich; A.M. Souza; D. Clivati","1609","2010","04","02","América do Sul","Brasil","Bahia","Piatã","Serra de Santana, Altitude aproximada","-41.765167","-13.155222","1264","1264",NA,"Rupícola à beira-rio em mata ciliar em domínio de campo rupestre","CESJ065228",NA,NA,NA,"2010","07","-41.765167","-13.155222",NA,NA,NA,NA,NA,NA,NA
"36","2019-11-21 14:52:34-03","UFJF","CESJ","26646","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Dryopteridaceae","Elaphoglossum","tectum","Elaphoglossum tectum","(Humb. & Bonpl. ex Willd.) & T.Moore","A.C. Brade","A.C. Brade","13922","1934","06",NA,"América do Sul","Brasil","Minas Gerais","Diamantina","Sobre pedra na sombra.","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,"CESJ026646",NA,"101169","auto","1935",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-11-21 14:52:34-03","UFJF","CESJ","26625","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Dryopteridaceae","Elaphoglossum","tectum","Elaphoglossum tectum","(Humb. & Bonpl. ex Willd.) & T.Moore","L.C.N. Melo","Amoroso Macedo","1114","1948","06","25","América do Sul","Brasil","Minas Gerais","Ituiutaba","vertente do Córrego do Carmo","-49.4650001525879","-18.968900680542",NA,NA,NA,NA,"CESJ026625",NA,"50022","auto","2011","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-06-30 18:33:17-03","UFJF","CESJ","27167","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Dryopteridaceae","Elaphoglossum","tectum","Elaphoglossum tectum","(Humb. & Bonpl. ex Willd.) & T.Moore","R.F. Novelino","R.F. Novelino; J.E.Z. Oliveira; P.B. Pita","1000","1993","05","01","América do Sul","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Cachoeira dos Macacos. Próximo ao trilho à esquerda do Rio Salto.","-43.793098449707","-21.8425006866455",NA,NA,NA,"Terrestre. População. Boa luminosidade.","CESJ027167",NA,"30417","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-06-30 18:33:17-03","UFJF","CESJ","27540","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Dryopteridaceae","Elaphoglossum","tectum","Elaphoglossum tectum","(Humb. & Bonpl. ex Willd.) & T.Moore","R.F. Novelino","R.F. Novelino","s.n.","1994","07","29","América do Sul","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Na mata próximo ao Lago das Miragens.","-43.793098449707","-21.8425006866455",NA,NA,NA,"População fértil bem maior que estéril. Frondes claras escamosas, escamas claras, rizoma rasteiro com escamas cúpreas.","CESJ027540",NA,"30417","auto","1994","07",NA,NA,NA,NA,"29",NA,NA,NA,NA
"40","2020-06-30 18:33:17-03","UFJF","CESJ","26033","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Dryopteridaceae","Elaphoglossum","tectum","Elaphoglossum tectum","(Humb. & Bonpl. ex Willd.) & T.Moore","R.F. Novelino","J.E.Z. Oliveira; D. Graçano","232","1992","10","21","América do Sul","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Sobre rocha com húmus e líquens. Paraíso das Cladônias. Estéril. Numa clareira, a 200m subindo a mata de galeria, partindo do trilho da Ponte de Pedra.","-43.793098449707","-21.8425006866455",NA,NA,NA,"Estéril","CESJ026033",NA,"30417","auto","1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-11-21 14:52:34-03","UFJF","CESJ","53293","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Dryopteridaceae","Elaphoglossum","tectum","Elaphoglossum tectum","(Humb. & Bonpl. ex Willd.) & T.Moore","A. Salino","J.H.C. Ribeiro; F.S. Souza; S.A. Roman; J. Miloski; J.A. Amaral","69","2009","04","04","América do Sul","Brasil","Minas Gerais","Lima Duarte","Serra Negra, RPPN Fazenda Serra Negra.","-43.793098449707","-21.8425006866455",NA,NA,NA,"Erva terrestre na borda de mata próximo ao campo rupestre.","CESJ053293",NA,"30417","auto","2009","06",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-11-21 14:52:34-03","UFJF","CESJ","24114","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Dryopteridaceae","Elaphoglossum","tectum","Elaphoglossum tectum","(Humb. & Bonpl. ex Willd.) & T.Moore","R.F. Novelino","L. Krieger; R.F. Novelino; Jorge","CESJ24114","1989","09","18","América do Sul","Brasil","Minas Gerais","Ouro Preto","Camarinhas, Na mata, entre pedras.","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"CESJ024114",NA,"44599","auto","1989","09",NA,NA,NA,NA,"27",NA,NA,NA,NA
