"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","preparationType","occurrenceRemarks","barcode","imagecode","locality","decimalLongitude","decimalLatitude","county","minimumElevationInMeters","maximumElevationInMeters","typeStatus","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","infraspecificEpithet","monthIdentified","class","relatedCatalogItem","dayIdentified","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","533260","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Neomitranthes","obscura","Neomitranthes obscura","(DC.) N.Silveira",NA,"A. M. Amorim","1458","1993","11","10","South America","Brazil","Bahia","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=289316' target='other'> <mi>dwc_moreinfo</mi></a>","NY00533260","NY00533260_01","Reserva Biológica do Mico-leao (Ibama). Entrada no km 46 da Rod. BA-001 Ilhéus/Una. Regiao da Mata Higrófila Sul Baiana. Coletas efetuadas na Picada da Bandeira.","-39.08","-15.15","Una",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","616875","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Neomitranthes","obscura","Neomitranthes obscura","(DC.) N.Silveira","G. M. Barroso","G. B. Fontenelle","s.n.","1988","08","16","South America","Brazil","Rio de Janeiro","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=289307' target='other'> <mi>dwc_moreinfo</mi></a>","NY00616875","NY00616875_01",NA,"-42.8183","-22.9194","Maricá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00907852","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Neomitranthes","obscura","Neomitranthes obscura","(DC.) N.Silveira","M. Sobral","P. Fiaschi","2599","2004","10","30","South America","Brazil","Bahia","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=989259' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907852","NY00907852_01","RPPN Fazenda Agua Branca. Distrito de Jequiriça. Estrada de Valença para Guaibim, ca. 2 km, entrada à esq., 8 km, rumo à sede da reserva","-39.0903","-13.3289","Valença","220","220",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","616881","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Neomitranthes","obscura","Neomitranthes obscura","(DC.) N.Silveira","C. E. B. Proença","D. S. D. de Araújo","2134","1978","07","13","South America","Brazil","Rio de Janeiro","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=289310' target='other'> <mi>dwc_moreinfo</mi></a>","NY00616881","NY00616881_01","Nas proximidades da Lagoa Vermelha","-42.3431","-22.8731","Araruama","3","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","616960","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Neomitranthes","obscura","Neomitranthes obscura","(DC.) N.Silveira","M. Sobral","D. S. D. de Araújo","3791","1980","06","09","South America","Brazil","Rio de Janeiro","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=581713' target='other'> <mi>dwc_moreinfo</mi></a>","NY00616960","NY00616960_01","Restinga de Garapebus","-41.7867","-22.3708","Macaé",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","616878","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Neomitranthes","obscura","Neomitranthes obscura","(DC.) N.Silveira","M. Sobral","D. S. D. de Araújo","3276","1979","10","10","South America","Brazil","Rio de Janeiro","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=289311' target='other'> <mi>dwc_moreinfo</mi></a>","NY00616878","NY00616878_01","A ± 3 km da Quiçama","-41.7867","-22.3708","Macaé",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","616874","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Neomitranthes","obscura","Neomitranthes obscura","(DC.) N.Silveira","C. E. B. Proença","A. P. Duarte","4819","1959","06","09","South America","Brazil","Rio de Janeiro","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=289313' target='other'> <mi>dwc_moreinfo</mi></a>","NY00616874","NY00616874_01","Distrito Federal, Restinga de Jacarepaguá","-43.397161","-23.010952",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","616873","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Neomitranthes","obscura","Neomitranthes obscura","(DC.) N.Silveira","C. E. B. Proença","D. S. D. de Araújo","4395","1981","05","05","South America","Brazil","Rio de Janeiro","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=289309' target='other'> <mi>dwc_moreinfo</mi></a>","NY00616873","NY00616873_01","Restinga Cabuínas, próx. ao Canal Macaé","-41.7867","-22.3708","Macaé",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","533261","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Neomitranthes","obscura","Neomitranthes obscura","(DC.) N.Silveira",NA,"A. M. V. de Carvalho","4305","1993","07","27","South America","Brazil","Bahia","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=289317' target='other'> <mi>dwc_moreinfo</mi></a>","NY00533261","NY00533261_01","Reserva Biológica do Mico-leao (Ibama). Entrada no km 46 da Rod. BA-001 Ilhéus/Una. Regiao da Mata Higrófila Sul Baiana. Picada da Bandeira.","-39.08","-15.15","Una",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","616880","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Neomitranthes","obscura","Neomitranthes obscura","(DC.) N.Silveira",NA,"L. R. Landrum","4168","1982","01","21","South America","Brazil","Rio de Janeiro","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=289315' target='other'> <mi>dwc_moreinfo</mi></a>","NY00616880","NY00616880_01","Restinga de Marica between ocean and Lagoa de marica, ca. 40 km E of Rio de Janeiro","-42.865151","-22.958935","Maricá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","616876","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Neomitranthes","obscura","Neomitranthes obscura","(DC.) N.Silveira","C. E. B. Proença","B. D. Sucre","3735","1968","11","20","South America","Brazil","Rio de Janeiro","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=289314' target='other'> <mi>dwc_moreinfo</mi></a>","NY00616876","NY00616876_01","Restinga de Palmares, Cabo Frio","-42.032149","-22.874703",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00616953","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Neomitranthes","wilsoniana","Neomitranthes wilsoniana","Mattos",NA,"W. Hoehne","5977","1965","05","20","South America","Brazil","Rio de Janeiro","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=581715' target='other'> <mi>dwc_moreinfo</mi></a>","NY00616953","NY00616953_01","Guanabara: Rio de Janeiro, Barra da Tijuca","-43.369099","-22.995332","Rio de Janeiro",NA,NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-06-29 11:31:39-03","UFRJ","RFA","8644","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Mitranthes","obscura","Mitranthes obscura","(DC.)Legrand","G.M. Barroso","P. Occhioni","3652","1968","09","07",NA,"Brasil","Rio de Janeiro",NA,"Arbusto, frequente","RFA46835",NA,"Restinga de Maricá","-42.8185997009277","-22.9193992614746","Maricá",NA,NA,NA,"20726","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-06-29 11:31:41-03","UFRJ","RFA","39390","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obscura","Neomitranthes obscura","(DC.) N.Silveira",NA,"A.C.M. Vieira","23","2009","07","09",NA,"Brasil","Rio de Janeiro",NA,"Arbusto com botões florais; flores brancas e galhas entomógenas nas gemas apicais e axilares","RFA46893",NA,"APA de Maricá, segundo cordão arenoso, próximo à Aeronáutica","-42.8185997009277","-22.9193992614746","Maricá",NA,NA,NA,"20726","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-06-29 11:31:41-03","UFRJ","RFA","21292","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obscura","Neomitranthes obscura","(DC.) N.Silveira","M. Sobral","P. Occhioni","9259","1982","04",NA,NA,"Brasil","Rio de Janeiro",NA,"Arbusto de 2 m, flores alvas, muito frequente","RFA46743",NA,"Barra de Maricá","-42.8185997009277","-22.9193992614746","Maricá",NA,NA,NA,"20726","auto","2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-06-29 11:31:41-03","UFRJ","RFA","28363","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obscura","Neomitranthes obscura","(DC.) N.Silveira","M. C. Souza","H. M. Dias; A. de C. Borges","16","2003","04","06",NA,"Brasil","Rio de Janeiro",NA,"Arbusto de mais ou menos 2,5m de altura; folhas opostas com estípulas; heliófilo; com glândulas translúcidas; ind. raro; estéril. Coletada como dados estruturais para monografia de bacharelado do coletor principal.","RFA53502",NA,"Restinga da Marambaia. As margens da estrada que leva à linha 2, na área do Exército.","-43.373333","-23.028333","Rio de Janeiro",NA,NA,NA,NA,NA,"2003","43º22'24''W","23º1'42''S",NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-06-29 11:31:41-03","UFRJ","RFA","22450","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obscura","Neomitranthes obscura","(DC.) N.Silveira","C. Proença","Cezio Pereira",NA,"1988","09","26",NA,"Brasil","Rio de Janeiro",NA,"Com fruto","RFA46887",NA,"Barra de Maricá, área B2","-42.8185997009277","-22.9193992614746","Maricá",NA,NA,NA,"20726","auto","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-06-29 11:31:41-03","UFRJ","RFA","9478","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obscura","Neomitranthes obscura","(DC.) N.Silveira","M. Sobral","P. Occhioni","3876","1970","05",NA,NA,"Brasil","Rio de Janeiro",NA,"Arbusto","RFA46830",NA,"Restinga da Marambaia","-43.2075004577637","-22.9027996063232","Rio de Janeiro",NA,NA,NA,"57442","auto","2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-06-29 11:31:41-03","UFRJ","RFA","7971","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obscura","Neomitranthes obscura","(DC.) N.Silveira","M. Sobral","P. Occhioni","2287","1966","06","20",NA,"Brasil","Rio de Janeiro",NA,"Arbusto copado; flor creme. Frequente","RFA46831",NA,"Restinga da Tijuca","-43.2075004577637","-22.9027996063232","Rio de Janeiro",NA,NA,NA,"57442","auto","2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-06-29 11:31:41-03","UFRJ","RFA","7474","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obscura","Neomitranthes obscura","(DC.) N.Silveira","M. Sobral","A.P. Duarte","4819","1959","06","09",NA,"Brasil","Rio de Janeiro",NA,"Subarbusto","RFA46836",NA,"Restinga de Jacarepaguá","-43.2075004577637","-22.9027996063232","Rio de Janeiro",NA,NA,NA,"57442","auto","2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-06-29 11:31:41-03","UFRJ","RFA","10058","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obscura","Neomitranthes obscura","(DC.) N.Silveira","M. Sobral","P. Occhioni","3768","1969","06","13",NA,"Brasil","Rio de Janeiro",NA,"Arbusto; flor creme","RFA46834",NA,"Restinga de Sernambetiba","-43.2075004577637","-22.9027996063232","Rio de Janeiro",NA,NA,NA,"57442","auto","2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-06-29 11:31:41-03","UFRJ","RFA","23267","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obscura","Neomitranthes obscura","(DC.) N.Silveira",NA,"Gerusa",NA,"1987","10","07",NA,"Brasil","Rio de Janeiro",NA,NA,"RFA46894",NA,NA,"-42.8185997009277","-22.9193992614746","Maricá",NA,NA,NA,"20726","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-06-29 11:31:41-03","UFRJ","RFA","22441","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obscura","Neomitranthes obscura","(DC.) N.Silveira","C. Proença","Cezio Pereira",NA,"1988","07","04",NA,"Brasil","Rio de Janeiro",NA,"Com fruto","RFA46888",NA,"Barra de Maricá, área 1º estrada","-42.8185997009277","-22.9193992614746","Maricá",NA,NA,NA,"20726","auto","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-06-29 11:31:41-03","UFRJ","RFA","6752","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obscura","Neomitranthes obscura","(DC.) N.Silveira","M. Sobral","Antonio Aleixo",NA,"1962","11","05",NA,"Brasil","Rio de Janeiro",NA,"Arbusto; fruto comestível","RFA46832",NA,"Restinga junto a praia","-42.0186004638672","-22.8794002532959","Cabo Frio",NA,NA,NA,"40069","auto","2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-06-29 11:31:41-03","UFRJ","RFA","22673","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obscura","Neomitranthes obscura","(DC.) N.Silveira","G.M. Barroso","Gerusa B. Fontenelle",NA,"1987","07","23",NA,"Brasil","Rio de Janeiro",NA,"Arbusto ca. 3 m de altura","RFA46900",NA,NA,"-42.8185997009277","-22.9193992614746","Maricá",NA,NA,NA,"20726","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-06-29 11:31:41-03","UFRJ","RFA","23265","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obscura","Neomitranthes obscura","(DC.) N.Silveira",NA,"Gerusa",NA,"1987","09","23",NA,"Brasil","Rio de Janeiro",NA,NA,"RFA46895",NA,NA,"-42.8185997009277","-22.9193992614746","Maricá",NA,NA,NA,"20726","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-06-29 11:31:41-03","UFRJ","RFA","23266","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obscura","Neomitranthes obscura","(DC.) N.Silveira",NA,"Gerusa","25","1987","09","30",NA,"Brasil","Rio de Janeiro",NA,NA,"RFA46897",NA,NA,"-42.8185997009277","-22.9193992614746","Maricá",NA,NA,NA,"20726","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-06-29 11:31:41-03","UFRJ","RFA","23268","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obscura","Neomitranthes obscura","(DC.) N.Silveira",NA,"Gerusa","27","1987","07","23",NA,"Brasil","Rio de Janeiro",NA,NA,"RFA46891",NA,NA,"-42.8185997009277","-22.9193992614746","Maricá",NA,NA,NA,"20726","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-06-29 11:31:41-03","UFRJ","RFA","23269","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obscura","Neomitranthes obscura","(DC.) N.Silveira",NA,"Ricardo Monteiro",NA,"1987","07","07",NA,"Brasil","Rio de Janeiro",NA,NA,"RFA46898",NA,NA,"-42.8185997009277","-22.9193992614746","Maricá",NA,NA,NA,"20726","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-06-29 11:31:41-03","UFRJ","RFA","22444","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obscura","Neomitranthes obscura","(DC.) N.Silveira",NA,"Cezio Pereira",NA,"1988","06","13",NA,"Brasil","Rio de Janeiro",NA,"Com flor","RFA46889",NA,"Barra de Maricá, área B","-42.8185997009277","-22.9193992614746","Maricá",NA,NA,NA,"20726","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-06-29 11:31:41-03","UFRJ","RFA","22452","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obscura","Neomitranthes obscura","(DC.) N.Silveira","C. Proença","Cezio Pereira",NA,"1988","09","13",NA,"Brasil","Rio de Janeiro",NA,"Com fruto","RFA46890",NA,"Barra de Maricá, área B2","-42.8185997009277","-22.9193992614746","Maricá",NA,NA,NA,"20726","auto","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-30 12:45:44-03","EAO","IAN","40485","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Myrtaceae","Calyptranthes","maschalantha","Calyptranthes maschalantha rotundifolia","Berg",NA,"Vauthier","s.n.",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,"IAN040485",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rotundifolia",NA,NA,NA,NA,NA,NA,NA
"43","2021-03-30 12:45:44-03","EAO","IAN","40485","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Myrtaceae","Calyptranthes","maschalantha","Calyptranthes maschalantha rotundifolia","Berg",NA,"Vauthier","s.n.",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,"IAN040485",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rotundifolia",NA,NA,NA,NA,NA,NA,NA
"44","2021-03-30 12:45:56-03","EAO","IAN","112492","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Myrtaceae","Mitranthes","obscura","Mitranthes obscura","(DC.) Legrand","Legrand, CDR","Segadas-Vianna, F; Lau, L","639","1953","08","02","Southern America","Brasil","Rio de Janeiro",NA,NA,"IAN112492",NA,"Praia do Pontal.","-42.0186004638672","-22.8794002532959","Cabo Frio",NA,NA,NA,"40069","auto","1960",NA,NA,NA,"05",NA,NA,NA,NA,NA,NA
"45","2020-11-26 18:08:58-03","CPAN-UFMS","COR","4325","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obscura","Neomitranthes obscura","(DC.) N.Silveira","Proença, C.","Proença, C.","646","1992","09","26",NA,"Brasil","Rio de Janeiro",NA,"Arbusto com 1,5m de altura; frutos maduros com até 3 cm de diâmetro, atro-purpúreos, lustrosos, com gosto e textura de jamelão; embrião verde, tipo ervilha Habito: Arbusto",NA,NA,"À 300 m da praia de Itaúna na restinga arbórea","-42.5102996826172","-22.9200000762939","Saquarema",NA,NA,NA,"17036","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-10-09 11:21:41-03","UFBA","ALCB","131474","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Neomitranthes","obscura","Neomitranthes obscura","(DC.) N. Silveira","Peron, M","Farney, C; Caruso, J","1256","1986","11","22","Southern America","Brasil","Rio de Janeiro",NA,"heliófilo, ca 80 cm, folhas levemente coriáceas discolores verdes, frutos maduros nigrescentes: em maturação amarelo/ avermelhadas.; Mata de restinga.","ALCB048184","ALCB048184","próximo ao Loteamento Vilatur Saquarema.",NA,NA,"Saquerema",NA,NA,NA,NA,NA,"1989",NA,NA,NA,"10",NA,NA,NA,NA,NA,NA
