"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","class","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","individualCount","typeStatus","fieldNumber","sex"
"24","2019-08-27 13:28:21-03","IAP","PACA-AGP","10913","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Alternanthera","micrantha","Alternanthera micrantha","R. E. Fr.","Emrich-Rambo","P. Buck SJ",NA,"1943","01",NA,NA,"Brasil","RS","São Luiz","Cerro Largo",NA,NA,NA,NA,NA,"Habitat: In silva primaeva Fenofase: flor e fruto","PACA010913",NA,"Magnoliatae",NA,NA,"1954","05","01",NA,NA,NA,NA,NA,NA
"25","2019-08-27 13:28:21-03","IAP","PACA-AGP","109257","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Alternanthera","micrantha","Alternanthera micrantha","R. E. Fr.","M. S. Marchioretto","M. Verdi et al",NA,"2009","03","05",NA,"Brasil","SC","Mondaí","Linha Cascalho","-53.416111","-27.0475","380","380",NA,"Fenofase: flor branca Hábito: herbáceo Ecossistema: Floresta Estacional Decidual","PACA109257",NA,"Magnoliatae",NA,NA,"2011","08",NA,"53°24'58,00W","27°02'51,00S",NA,NA,NA,NA
"26","2019-08-27 13:28:21-03","IAP","PACA-AGP","107096","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Alternanthera","micrantha","Alternanthera micrantha","R. E. Fr.","M.S. Marchioretto","Marchioretto, M. S.","471","2010","04","10",NA,"Brasil","RS","São Luiz Gonzaga","Estrada para Bossoroca","-54.963533","-28.52715",NA,NA,NA,"Habitat: beira de mata","PACA107096",NA,"Magnoliatae",NA,NA,"2010","04",NA,"54°57.812'W","28°31.629'S",NA,NA,NA,NA
"27","2019-08-27 13:28:21-03","IAP","PACA-AGP","116317","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Alternanthera","micrantha","Alternanthera micrantha","R. E. Fr.","Marchioretto, M.S.","Grasel, D.","16","2017","02","15",NA,"Brasil","SC","Iporã do Oeste","propriedade de Herbert Knorr","-53.475792","-26.999077",NA,NA,NA,"Habitat: floresta ribeirinha","PACA116317",NA,"Magnoliatae",NA,NA,"2017","04","19","53º28'32,85042''W","26º59'56,67648''S",NA,NA,NA,NA
"28","2019-08-27 13:28:21-03","IAP","PACA-AGP","116318","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Alternanthera","micrantha","Alternanthera micrantha","R. E. Fr.","Marchioretto, M.S.","Grasel, D.","7","2017","12","27",NA,"Brasil","SC","São João do Oeste","Propriedade José Keil","-53.603813","-27.117537",NA,NA,NA,"Habitat: floresta ribeirinha","PACA116318",NA,"Magnoliatae",NA,NA,"2017","04","19","53º36'13,72742''W","27º07'03,13156''S",NA,NA,NA,NA
"29","2019-08-27 13:28:21-03","IAP","PACA-AGP","33002","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Alternanthera","micrantha","Alternanthera micrantha","R. E. Fr.","sem det.","Henz, E.",NA,"1945","12","28",NA,"Brasil","RS","Montenegro","Pareci","-51.4611015319824","-29.6886005401611",NA,NA,NA,"Habitat: In dumetosis. Fenofase: flor e fruto","PACA033002",NA,"Magnoliatae","21601","auto","1954","05","03",NA,NA,NA,NA,NA,NA
"30","2019-08-27 13:28:21-03","IAP","PACA-AGP","115676","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Alternanthera","micrantha","Alternanthera micrantha","R. E. Fr.","Marchioretto, M. S.","Senna, R. M.","1512","2015","04","05",NA,"Brasil","RS","Muitos Capões","Fazenda da família Duarte","-51.1817016601562","-28.3141994476318",NA,NA,NA,"Erva gregária; infl. Branca; beira do rio Saltinho. Habitat: em solo inundável","PACA115676",NA,"Magnoliatae","41750","auto","2015","05","04",NA,NA,NA,NA,NA,NA
"31","2019-08-27 13:28:21-03","IAP","PACA-AGP","28116","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Alternanthera","micrantha","Alternanthera micrantha","R. E. Fr.","Emrich-Rambo","Rambo, B.",NA,"1945","03",NA,NA,"Brasil","RS","Nonoai","Ad fl. Uruguay.","-52.7714004516602","-27.3617000579834",NA,NA,NA,"Habitat: In silva campestri. Fenofase: flor e fruto","PACA028116",NA,"Magnoliatae","35080","auto","1954","05","01",NA,NA,NA,NA,NA,NA
"32","2019-08-27 13:28:21-03","IAP","PACA-AGP","56072","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Alternanthera","micrantha","Alternanthera micrantha","R. E. Fr.","Emrich-Rambo","J. Pivetta","528","1953","11","28",NA,"Brasil","RS","Santa Maria",NA,"-53.8069000244141","-29.6842002868652",NA,NA,NA,"sicher, 11.04.1955. fl. SEM MATERIAL Habitat: in umbrosis","PACA056072",NA,"Magnoliatae","37819","auto","1955","04","11",NA,NA,NA,NA,NA,NA
"33","2019-08-27 13:28:21-03","IAP","PACA-AGP","58835","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Alternanthera","micrantha","Alternanthera micrantha","R. E. Fr.","Emrich-Rambo","Camargo, O. R.","131","1956","03","01",NA,"Brasil","RS","Santa Maria","Estação Exp. de Silvicultura","-53.8069000244141","-29.6842002868652",NA,NA,NA,"Habitat: In silva Fenofase: fruto","PACA058835",NA,"Magnoliatae","37819","auto","1957","05","07",NA,NA,NA,NA,NA,NA
"34","2019-08-27 13:28:21-03","IAP","PACA-AGP","36021","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Alternanthera","micrantha","Alternanthera micrantha","R. E. Fr.","Emrich-Rambo","A. Spies",NA,"1947","02",NA,NA,"Brasil","RS","Santa Rosa","Campinas","-54.4813995361328","-27.8708000183105",NA,NA,NA,"Habitat: In silva primaeva. Fenofase: flor e fruto","PACA036021",NA,"Magnoliatae","19818","auto","1954","05","01",NA,NA,NA,NA,NA,NA
"35","2019-08-27 13:28:21-03","IAP","PACA-AGP","9318","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Alternanthera","micrantha","Alternanthera micrantha","R. E. Fr.","Emrich-Rambo","Rambo, B.",NA,"1942","01","25",NA,"Brasil","RS","Tupanciretã","Ad flumen Toropi.","-53.8358001708984","-29.0806007385254",NA,NA,NA,"Habitat: In silva primaeva","PACA009318",NA,"Magnoliatae","59498","auto","1954","05","01",NA,NA,NA,NA,NA,NA
"36","2019-08-27 13:28:21-03","IAP","PACA-AGP","9292","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Alternanthera","micrantha","Alternanthera micrantha","R. E. Fr.","Emrich-Rambo","Rambo, B.",NA,"1942","01","25",NA,"Brasil","RS","Tupanciretã","Ad flumen Toropí","-53.8358001708984","-29.0806007385254",NA,NA,NA,"Habitat: In silva primaeva. Fenofase: flor","PACA009292",NA,"Magnoliatae","59498","auto","1954","05","01",NA,NA,NA,NA,NA,NA
"37","2019-08-27 13:28:21-03","IAP","PACA-AGP","53700","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Alternanthera","micrantha","Alternanthera micrantha","R. E. Fr.","Smith","Rambo, B.",NA,"1953","01","17",NA,"Brasil","SC","Itapiranga","ad fl Uruguay","-53.7122001647949","-27.1693992614746",NA,NA,NA,"Bestimmung sicher, 01.05.1954; fl. SEM MATERIAL Habitat: in silva primaeva","PACA053700",NA,"Magnoliatae","18767","auto","1954","05","01",NA,NA,NA,NA,NA,NA
"38","2019-08-27 13:28:21-03","IAP","PACA-AGP","49915","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Alternanthera","micrantha","Alternanthera micrantha","R. E. Fr.","Emrich-Rambo","Rambo, B.",NA,"1951","02","06",NA,"Brasil","SC","Itapiranga","ad fl. Uruguay","-53.7122001647949","-27.1693992614746",NA,NA,NA,"Bestimmung sicher, 01.05.1954; fl.fr. SEM MATERIAL Habitat: in silva primaeva","PACA049915",NA,"Magnoliatae","18767","auto","1954","05","01",NA,NA,NA,NA,NA,NA
"39","2021-03-01 16:21:15-03","UNICAMP","UEC","163466","S","Plantae","Magnoliopsida",NA,"Amaranthaceae","Alternanthera","micrantha","Alternanthera micrantha","R.E.Fr.","Vidal, CV","Coelho, RLG; Delfini-Feliciano, C; Pinho-Ferreira, MA; Shimizu, GH; Barbosa, TDM","199","2007","04","08",NA,"Brazil","Santa Catarina","Urupema","Fazenda Farofa, trilha da fazenda do Mário até o campo de altitude.","-49.879722","-27.919722","1426","1426",NA,"Erva 0,4m. Flores rosas.; Vegetação secundária de Floresta Ombrófila Mista.","UEC028075","UEC028075",NA,NA,NA,"2007","04","11","-49.879722","-27.919722",NA,NA,NA,NA
"40","2021-03-01 16:21:15-03","UNICAMP","UEC","169011","S","Plantae","Magnoliopsida",NA,"Amaranthaceae","Alternanthera","micrantha","Alternanthera micrantha","R.E.Fr.","Vieira, LT","Vieira, LT","85","2005","08","10",NA,"Brazil","São Paulo","Campinas","Souzas, Mata Ribeirão Cachoeira, Floresta Estacional Semidecídua.","-46.916667","-22.833333","700","700",NA,"Herbácea, ca. 1 m.","UEC053233","UEC053233",NA,NA,NA,NA,NA,NA,"-46.916667","-22.833333",NA,NA,NA,NA
"41","2019-01-17 11:24:56-02","PUCRS","MPUC","2446","S","Plantae",NA,"Caryophyllales","Amaranthaceae","Alternanthera","micrantha","Alternanthera micrantha","R.E. Fr.","V.R. Leite",NA,NA,"1972","08","08","South America","Brasil","RS","Porto Alegre","Morro Santana","-51.2372222222","-30.0191388889",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,"1972","01","01","-51.2372222222","-30.0191388889","1",NA,NA,NA
"42","2019-01-17 11:24:56-02","PUCRS","MPUC","7331","S","Plantae",NA,"Caryophyllales","Amaranthaceae","Alternanthera","micrantha","Alternanthera micrantha","R.E. Fr.","N.I. Matzenbacher",NA,NA,"1988","05","23","South America","Brasil","SC","Concórdia","Engenho Velho, rio Jacutinga","-52.0277778","-27.2344444",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,"-52.0277778000","-27.2344444000","1",NA,NA,NA
"43","2020-10-14 09:58:01-03","FURB","FURB","11303","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","micrantha","Alternanthera micrantha","R.E.Fr.","Funez, L.A.","Gasper, A.L. de; Dreveck, S. & Carneiro, F.E.","1228","2009","01","21",NA,"Brasil","Santa Catarina","Concórdia","Linha Vitória.","-52.0197223","-27.2719445","702","702",NA,"Florística IFFSC 435(Erva Terrícola) Habitat: Floresta Estacional Decidual; local sombreado Habito: herbácea; flor branca","FURB13982","FURB13982",NA,NA,NA,"2016","11","22","-52.0197223","-27.2719445",NA,NA,NA,NA
"44","2020-10-14 09:58:01-03","FURB","FURB","13165","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","micrantha","Alternanthera micrantha","R.E.Fr.","Marchioretto, MS","Verdi, M.; Hasckel, R.P. & Klemz, G.","2643","2009","03","06",NA,"Brasil","Santa Catarina","Mondaí","Linha Cascalho.","-53.4161111","-27.0475","292","292",NA,"Herbácea IFFSC 2287/L/2 Habitat: Floresta Estacional Decidual; Estágio médio de regeneração Habito: herbácea; flor branca","FURB00433","FURB00433",NA,NA,NA,"2011","08",NA,"-53.4161111","-27.0475000",NA,NA,NA,NA
"45","2019-11-08 08:48:43-03","FURB","FURB","18894","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","micrantha","Alternanthera micrantha","R.E.Fr.","Funez, L.A.","Funez, L.A.; Zermiani, A.E.","1363","2013","01","15",NA,"Brasil","Santa Catarina","Urubici","Cascata do Avencal.","-49.6175","-28.045","1184","1184",NA,NA,"FURB14151","FURB14151",NA,NA,NA,"2016","11","22","-49.6175000","-28.0450000",NA,NA,NA,NA
"46","2020-10-14 09:58:01-03","FURB","FURB","4165","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","micrantha","Alternanthera micrantha","R.E.Fr.","Funez, L.A.","Grippa, C.R.","32","2007","03","22",NA,"Brasil","Santa Catarina","Cerro Negro","Rio Tijolos.","-50.9341666","-27.9261111",NA,NA,NA,"Grupo de estudos / reófitas UHBG. Habitat: fenda de rochas dentro do rio Habito: reófita; flor brácteas brancas","FURB13981","FURB13981",NA,NA,NA,"2016","11","22","-50.9341666","-27.9261111",NA,NA,NA,NA
"47","2019-11-08 08:48:43-03","FURB","FURB","51074","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","micrantha","Alternanthera micrantha","R.E.Fr.","Funez, L.A.","Funez, L.A.; Hassemer, G.","5228","2016","02","10",NA,"Brasil","Santa Catarina","Urubici","Cascata do Avencal.","-49.6219445","-28.0291667","1162","1162",NA,NA,"FURB51074","FURB51074",NA,NA,NA,"2016","11","22","-49.6219445","-28.0291667",NA,NA,NA,NA
