"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","coordinatePrecision","occurrenceRemarks","geoFlag","phylum","order","recordNumber","continentOcean","preparationType","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","class","relatedCatalogItem","relationshipType","typeStatus","fieldNumber","individualCount","previousCatalogNumber","sex"
"1051","2020-09-12 05:00:02-03","US","US","2704076","PreservedSpecimen","Plantae","Heliotropiaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"J. Schunke Vigo","1961","10","25","Peru","Huánuco",NA,"Jacintillo.",NA,NA,NA,NA,"US02896941",NA,NA,NA,NA,NA,"Boraginales","5718","South America - Neotropics",NA,"670",NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"1052","2020-09-12 05:00:02-03","US","US","1855692","PreservedSpecimen","Plantae","Heliotropiaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"E. P. Killip & T. Lasser","1943","5","20","Venezuela","Aragua",NA,"Parque Nacional; near Rancho Grande.",NA,NA,NA,NA,"US02896972",NA,NA,NA,NA,NA,"Boraginales","37818","South America - Neotropics",NA,"1000",NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"1053","2020-09-12 05:00:02-03","US","US","1850473","PreservedSpecimen","Plantae","Heliotropiaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"J. Cuatrecasas","1941","11","18","Colombia","Norte de Santander",NA,"Cordillera Oriental, Departamento Norte de Santander ; región del Sarare : Hoya del río Cubugón, vertientes de El Caraño.",NA,NA,NA,NA,"US02896906",NA,NA,NA,NA,NA,"Boraginales","13331","South America - Neotropics",NA,"500","700",NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"1054","2020-09-12 05:00:02-03","US","US","2324080","PreservedSpecimen","Plantae","Heliotropiaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"A. Lawrence","1933","3","13","Colombia","Boyacá",NA,NA,NA,NA,NA,NA,"US02896909",NA,NA,NA,NA,NA,"Boraginales","668","South America - Neotropics",NA,"1067",NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"1055","2020-09-12 05:00:02-03","US","US","3350423","PreservedSpecimen","Plantae","Heliotropiaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"M. Rimachi Y.","1994","9","21","Peru","Loreto",NA,"Maynas. Dtto. Iquitos. Río Itaya, carretera de caserío de San Antonio, frente al puerto de Venezia, zona baja de Belén.",NA,NA,NA,NA,"US02896932",NA,NA,NA,NA,NA,"Boraginales","11119","South America - Neotropics",NA,"90",NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"1056","2020-09-12 05:00:02-03","US","US","1199640","PreservedSpecimen","Plantae","Heliotropiaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"-- Netto, Glaziou, -- & et al.","1880","11","29","Brazil","Rio de Janeiro",NA,"Rio Janeiro.",NA,NA,NA,NA,"US02897004","US02897004_01",NA,NA,NA,NA,"Boraginales","14838","South America - Neotropics",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"1057","2020-09-12 05:00:02-03","US","US","1708789","PreservedSpecimen","Plantae","Heliotropiaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"O. L. Haught","1944","1","21","Colombia","Magdalena",NA,"Dept. Magdalena. Qu. Potrerillo, near Valledupar.",NA,NA,NA,NA,"US02896908",NA,NA,NA,NA,NA,"Boraginales","3968","South America - Neotropics",NA,"200",NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"1058","2020-09-12 05:00:02-03","US","US","1900873","PreservedSpecimen","Plantae","Heliotropiaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"J. Cuatrecasas","1946","8","5","Colombia","Valle del Cauca",NA,"Departamento del Valle. Cordillera Occidental, vertiente oriental: Hoya del río Cali: río Pichindé, entre Los Cárpatos y El Olivo.",NA,NA,NA,NA,"US02896910",NA,NA,NA,NA,NA,"Boraginales","21930","South America - Neotropics",NA,"2025","2920",NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"1059","2020-09-12 05:00:02-03","US","US","2829964","PreservedSpecimen","Plantae","Heliotropiaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"A. Bresolin","1972","11","13","Brazil","Santa Catarina",NA,"Canto da Lagoa, Ilha de S. Catarina, Florianópolis.",NA,NA,NA,NA,"US02897023","US02897023_01",NA,NA,NA,NA,"Boraginales","634","South America",NA,"100",NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"1060","2020-09-12 05:00:02-03","US","US","2756376","PreservedSpecimen","Plantae","Heliotropiaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"F. Hallé","1962","8","26","French Guiana",NA,NA,"Guyane Francaise. Riv. Mana. Entre Saut Fraccs et Saut CONTINENT.",NA,NA,NA,NA,"US00480633",NA,NA,NA,NA,NA,"Boraginales","691","South America - Neotropics",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"1061","2020-09-12 05:00:02-03","US","US","1140983","PreservedSpecimen","Plantae","Heliotropiaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"F. W. Pennell","1922","9","15","Colombia","Caldas",NA,"Department of Caldas. Anserma. Cordillera Occidental. On hills west of A.",NA,NA,NA,NA,"US02896917",NA,NA,NA,NA,NA,"Boraginales","10644","South America - Neotropics",NA,"1500","1700",NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"1062","2020-09-12 05:00:02-03","US","US","1498234","PreservedSpecimen","Plantae","Heliotropiaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"Ll. Williams","1930","1",NA,"Peru","San Martin",NA,"San Roque. Dept. San Martin.",NA,NA,NA,NA,"US02896947","US02896947_01",NA,NA,NA,NA,"Boraginales","7783","South America - Neotropics",NA,"1350","1500",NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"1063","2020-09-12 05:00:02-03","US","US","2440059","PreservedSpecimen","Plantae","Heliotropiaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"C. Feddema","1962","3","20","Colombia","Antioquia",NA,"In the rain forest near Río León approx. 20 to 30 km. upstream and south of the river mouth and approx. 15 km. west of Chigorodó.","-76.83","7.75",NA,NA,"US02896897","US02896897_01",NA,NA,NA,NA,"Boraginales","1981","South America - Neotropics",NA,"100",NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"1064","2020-09-12 05:00:02-03","US","US","3357264","PreservedSpecimen","Plantae","Heliotropiaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","Feuillet, C.",NA,NA,NA,"F. Billiet, G. Cremers, B. Bordenave, J.-J. de Granville & B. Jadin","1994","11","16","French Guiana",NA,NA,"Piste de Bélizon, pk 21.8",NA,NA,NA,NA,"US00879811",NA,NA,NA,NA,NA,"Boraginales","6249","South America - Neotropics",NA,"100",NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"1065","2020-09-12 05:00:02-03","US","US","2746481","PreservedSpecimen","Plantae","Heliotropiaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"J. Schunke Vigo","1967","12","13","Peru","Tumbes",NA,"Dpto. Tumbes: Prov. Zarumilla. Campoverde a 68 km. de Tumbes, dtto. Matapalo.",NA,NA,NA,NA,"US02896942",NA,NA,NA,NA,NA,"Boraginales","2399","South America - Neotropics",NA,"700","800",NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"1066","2020-09-12 05:00:02-03","US","US","2584177","PreservedSpecimen","Plantae","Heliotropiaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"J. A. Steyermark & Cora Steyermark","1966","4","2","Venezuela","Carabobo",NA,"Selva siempre verde a lo largo del Río San Gián, entre arriba de la Planta Eléctrica y 2 Kms. debajo de la Planta Eléctrica, al sur de Borburata.",NA,NA,NA,NA,"US02896964","US02896964_01",NA,NA,NA,NA,"Boraginales","95452","South America - Neotropics",NA,"350","550",NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"1067","2020-09-12 05:00:02-03","US","US","2123264","PreservedSpecimen","Plantae","Heliotropiaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"R. Reitz","1950","1","18","Brazil","Santa Catarina",NA,"Rio Minador, Orleães.",NA,NA,NA,NA,"US02896993","US02896993_01",NA,NA,NA,NA,"Boraginales","3395","South America",NA,"250",NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"1068","2020-09-12 05:00:02-03","US","US","2837726","PreservedSpecimen","Plantae","Heliotropiaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"J. Bruijn","1967","11","7","Venezuela","Zulia",NA,"Near 'Campo Rio de Oro', along Rio de Oro, ± 115 km W.N.W. of Santa Barbara-San Carlos del Zulia.",NA,NA,NA,NA,"US02896963",NA,NA,NA,NA,NA,"Boraginales","1444","South America - Neotropics",NA,"75",NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"1069","2020-09-12 05:00:02-03","US","US","1663109","PreservedSpecimen","Plantae","Heliotropiaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"Y. Mexia","1932","1","27","Peru","Loreto",NA,"Departamento de Loreto. Distrito de Iquitos. Rio Napo, near Mazán.",NA,NA,NA,NA,"US02896945","US02896945_01",NA,NA,NA,NA,"Boraginales","6455","South America - Neotropics",NA,"110",NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"1070","2020-09-12 05:00:02-03","US","US","3440828","PreservedSpecimen","Plantae","Heliotropiaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","Feuillet, C.",NA,NA,NA,"H. D. Clarke","1996","11","19","Guyana","U. Takutu-U. Essequibo",NA,"Essequibo R., 0-1 km E of camp on Essequibo, 4 km N of abandoned Konashen Village & Konashen Rapids","-58.6289","1.58972",NA,NA,"US00742388",NA,NA,NA,NA,NA,"Boraginales","3361","South America - Neotropics",NA,"250",NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"1071","2020-09-12 05:00:02-03","US","US","1444336","PreservedSpecimen","Plantae","Heliotropiaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"P. Jörgensen","1929","2",NA,"Paraguay",NA,NA,"Iliati [interpreted].",NA,NA,NA,NA,"US02896923","US02896923_01",NA,NA,NA,NA,"Boraginales","3738*","South America",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"1072","2020-09-12 05:00:02-03","US","US","3700504","PreservedSpecimen","Plantae","Heliotropiaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","Meier, W.",NA,NA,NA,"W. Meier","2004","3",NA,"Venezuela","Yaracuy","San Felipe","Distrito San Felipe, Valle del rio Yaracuy: al sureste de San Felipe: al pie de la Montana El Zapatero: Reserva Privada Guaquira: parte plana.","-68.6583","10.3","68 39 30 O","10 18 N","US01908307",NA,NA,NA,NA,NA,"Boraginales","10534","South America - Neotropics",NA,"100","150",NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"1073","2020-09-12 05:00:02-03","US","US","2143598","PreservedSpecimen","Plantae","Heliotropiaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","Smith, L. B., (US), NMNH",NA,NA,NA,"L. Aristeguieta","1953","2",NA,"Venezuela","Barinas","Barinas","Barinas Barinas","-70.2","8.6333",NA,NA,"US00401923","US00401923_01",NA,NA,NA,NA,"Boraginales","1576","South America - Neotropics",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"1074","2020-09-12 05:00:02-03","US","US","2427344","PreservedSpecimen","Plantae","Heliotropiaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"R. Reitz","1954","9","18","Brazil","Santa Catarina",NA,"Limoeiro, Brusque.",NA,NA,NA,NA,"US02896994","US02896994_01",NA,NA,NA,NA,"Boraginales","5862","South America",NA,"30",NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"1075","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae","Heliotropiaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"B. A. Krukoff","1936","9","11","Brazil","Amazonas",NA,"Brazilian Amazonia. Basin of Rio Solimoes. Municipality São Paulo de Olivença, near Palmares.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boraginales","8459","South America - Neotropics",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"1076","2020-09-12 05:00:02-03","US","US","2687348","PreservedSpecimen","Plantae","Heliotropiaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"G. Eiten & W. D. Clayton","1965","2","14","Brazil","São Paulo",NA,"Município de Registro: 15 km due NW of Registro (or 1 km due S of Sete Barras).","-47.92","-24.4",NA,NA,"US02896992","US02896992_01",NA,NA,NA,NA,"Boraginales","6058","South America - Neotropics",NA,"50",NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"1077","2020-09-12 05:00:02-03","US","US","3523395","PreservedSpecimen","Plantae","Heliotropiaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","Granville, J. J. de, (CAY), Institut de Recherche pour le Developpement (IRD) (FRENCH GUIANA)",NA,NA,NA,"B. Bordenave, J.-J. de Granville, F. Van Troon & J. Behari-Ramdas","2005","10","1","Suriname",NA,NA,"Mts Bakhuis, concession BMS: Zone 1 Sud, site 009","-56.77","4.57",NA,NA,"US00943312",NA,NA,NA,NA,NA,"Boraginales","8079","South America - Neotropics",NA,"421",NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"1078","2020-09-12 05:00:02-03","US","US","1124934","PreservedSpecimen","Plantae","Heliotropiaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"Bro. Ariste-Joseph",NA,NA,NA,"Colombia",NA,NA,NA,NA,NA,NA,NA,"US02896915",NA,NA,NA,NA,NA,"Boraginales","s.n.","South America - Neotropics",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"1079","2020-09-12 05:00:02-03","US","US","3087856","PreservedSpecimen","Plantae","Heliotropiaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"R. Kummrow & J. Cordeiro","1986","1","2","Brazil","Paraná",NA,"Estação Eng. Lange (mun. Morretes).",NA,NA,NA,NA,"US02897017","US02897017_01",NA,NA,NA,NA,"Boraginales","2698","South America",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"1080","2020-09-12 05:00:02-03","US","US","944801","PreservedSpecimen","Plantae","Heliotropiaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"E. H. Ule","1888","9",NA,"Brazil","Santa Catarina",NA,"Pr. St. Catharina.",NA,NA,NA,NA,"US02896988","US02896988_01",NA,NA,NA,NA,"Boraginales","950","South America",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"1081","2020-09-12 05:00:02-03","US","US","3019449","PreservedSpecimen","Plantae","Heliotropiaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"C. A. Cid Ferreira & J. Lima","1982","10","16","Brazil","Paraná",NA,"Município de Tefé, Paraná de Tefé, rio Solimões, 20 minutos de motor de popa antes de chegar na cidade, lugar Santa Missões.","-64.67","-3.37",NA,NA,"US02897019","US02897019_01",NA,NA,NA,NA,"Boraginales","3263","South America",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"1082","2020-09-12 05:00:02-03","US","US","1470077","PreservedSpecimen","Plantae","Heliotropiaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"Ll. Williams","1929","7",NA,"Peru","Loreto",NA,"Near Iquitos, Dept. Loreto.",NA,NA,NA,NA,"US02896957",NA,NA,NA,NA,NA,"Boraginales","1395","South America - Neotropics",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"1083","2020-09-12 05:00:02-03","US","US","1950532","PreservedSpecimen","Plantae","Heliotropiaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"Bro. Gines","1947","12",NA,"Venezuela","Zulia",NA,"Ayapa, Sierra Perijá, west of Machiques.",NA,NA,NA,NA,"US02896967","US02896967_01",NA,NA,NA,NA,"Boraginales","170","South America - Neotropics",NA,"1320",NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"1084","2020-09-12 05:00:02-03","US","US","1457195","PreservedSpecimen","Plantae","Heliotropiaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"G. Klug","1932","12",NA,"Peru","Loreto",NA,"Dept. Loreto: Fortaleza, near Yurimaguas.",NA,NA,NA,NA,"US02896944",NA,NA,NA,NA,NA,"Boraginales","2809","South America - Neotropics",NA,"140",NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"1085","2020-09-12 05:00:02-03","US","US","1458842","PreservedSpecimen","Plantae","Heliotropiaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"G. Klug","1932","2",NA,"Peru","Loreto",NA,"Dept. Loreto: Mishuyacu, near Iquitos.",NA,NA,NA,NA,"US02896943",NA,NA,NA,NA,NA,"Boraginales","2505","South America - Neotropics",NA,"100",NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"1086","2020-09-12 05:00:02-03","US","US","1470080","PreservedSpecimen","Plantae","Heliotropiaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"Ll. Williams","1929","7",NA,"Peru","Loreto",NA,"Near Iquitos, Dept. Loreto.",NA,NA,NA,NA,"US02896956",NA,NA,NA,NA,NA,"Boraginales","1538","South America - Neotropics",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"1087","2020-09-12 05:00:02-03","US","US","2688098","PreservedSpecimen","Plantae","Heliotropiaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"G. Eiten & W. D. Clayton","1965","2","19","Brazil","São Paulo",NA,"Município de Iguape: northern outskirts of city of Iguape, ½ Km NNW from its center.","-47.57","-24.7",NA,NA,"US02896982","US02896982_01",NA,NA,NA,NA,"Boraginales","6206","South America - Neotropics",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"1088","2020-09-12 05:00:02-03","US","US","2047322","PreservedSpecimen","Plantae","Heliotropiaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"Bro. Gines","1911","1","2","Venezuela","Zulia",NA,"Perija.",NA,NA,NA,NA,"US02896971",NA,NA,NA,NA,NA,"Boraginales","2083","South America - Neotropics",NA,"1010",NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"1089","2020-09-12 05:00:02-03","US","US","2428274","PreservedSpecimen","Plantae","Heliotropiaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"A. J. Gilmartin",NA,NA,NA,"Ecuador","Cotopaxi",NA,"34 km. e. of Quevedo.",NA,NA,NA,NA,"US02896974",NA,NA,NA,NA,NA,"Boraginales","782","South America - Neotropics",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"1090","2020-09-12 05:00:02-03","US","US","1195599","PreservedSpecimen","Plantae","Heliotropiaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"A. S. Hitchcock","1923","9","2","Ecuador","El Oro",NA,"Between Portovelo (Gold Mine near Zaruma) and El Tambo.",NA,NA,NA,NA,"US02896961","US02896961_01",NA,NA,NA,NA,"Boraginales","21307","South America - Neotropics",NA,"600","1000",NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"1091","2020-09-12 05:00:02-03","US","US","1186120","PreservedSpecimen","Plantae","Heliotropiaceae","Tournefortia","bicolor","Tournefortia bicolor bicolor","Sw.","Feuillet, C.",NA,NA,NA,"J. S. de la Cruz","1923","3","19","Guyana","Barima-Waini",NA,"Barima R., NW District","-59.83","8.33",NA,NA,"US00879834",NA,NA,NA,NA,NA,"Boraginales","3372","South America - Neotropics",NA,NA,NA,"bicolor","Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"1092","2020-09-02 16:22:20-03","Cenargen","CEN","6017","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","J. S. Miller","2006",NA,NA,"Lídio Coradin","1979","09","18","Brasil","PA","PARAGOMINAS","BR - 010, km 355, Belém - Brasília.","-47.3527984619141","-2.99583005905151",NA,NA,"CEN00006017","CEN00006017 CEN00006017_1","186685",NA,"auto",NA,NA,"2143",NA,"Unicata",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"1093","2020-09-02 16:22:20-03","Cenargen","CEN","15865","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","L. Cavalheiro","2002","04",NA,"Roberto Fontes Vieira","1990","12","06","Brasil",NA,NA,"ENTRADA A ESQUERDA NA RODOVIA PASSA-QUATRO PARA SAO PAULO. ESTRADA DE TERRA EM DIRECAO A SERRA",NA,NA,"-4496667.0","-2238333.0","CEN00015865","CEN00015865",NA,NA,NA,NA,NA,"664",NA,"Exsicatas","1100","1100",NA,NA,NA,NA,NA,NA,"5",NA,NA
"1094","2020-09-02 16:22:20-03","Cenargen","CEN","32371","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","B. M. T. Walter","2014","08",NA,"Roberto Fontes Vieira","1986","02","04","Brasil","DF","BRASILIA","Sain-Parque Rural - Coleção de Plantas Medicinais do CENARGEN/EMBRAPA.","-47.903055","-15.730833","-47.903055","-15.730833","CEN00032371","CEN00032371",NA,NA,NA,NA,NA,"143",NA,"Exsicatas","1100","1100",NA,NA,NA,NA,NA,NA,"4",NA,NA
"1095","2020-09-02 16:22:20-03","Cenargen","CEN","98758","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","Elsie F. Guimarães & T. S. Mendes","2015",NA,NA,"Alexandre Quinet","2010","12","03","Brasil","MS","BONITO","Parque Nacional da Serra do Bodoquena. Taquaral, trilha ao lado do rio Taquaral.","-56.631388","-21.108888","-56.631388","-21.108888","CEN00098758","CEN00098758",NA,"Folhas discolores verdes, cartáceas. Frutos imaturos verdes. Doação Jardim Botânico do Rio de Janeiro - RB 455291",NA,NA,NA,"2276",NA,"Exsicatas","429","429",NA,NA,NA,NA,NA,NA,"1",NA,NA
"1096","2020-09-02 16:22:20-03","Cenargen","CEN","48986","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","A. A. Silva","2003","09",NA,"Carlos Augusto Ferreira Silva - Pau Brasil","2001","11","06","Brasil","BA","PORTO SEGURO","Fazenda Bom Sossego.","-39.0647010803223","-16.4496994018555","-3907444.0","-1637972.0","CEN00048986","CEN00048986","68835","CAP 20 cm. Doação do Banco Genético do Pau Brasil. Registro nº 635. Coleção de Referência. EMBRAPA, CEPLAC, VERACEL.","auto",NA,NA,"17",NA,"Exsicatas","58","58",NA,NA,NA,NA,NA,NA,"2",NA,NA
"1097","2020-09-02 16:22:20-03","Cenargen","CEN","79134","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","J. B. Pereira","2016","06",NA,"Herbário - UEG/ Morrinhos","2007","08","11","Brasil","GO","MORRINHOS","Parque Ecológico Jatobá Centenário.","-49.0993995666504","-17.7311000823975",NA,NA,"CEN00079134","CEN00079134","45214","flores penâmeros. Exsicata sem coletor.","auto",NA,NA,NA,NA,"Exsicatas",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"1098","2019-12-09 17:29:36-03","UFPR","EFC","5084","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"Lima, R.X.","1995","05","03","Brasil","Paraná","Guaraqueçaba","Salto do Morato","-48.2977","-25.1752","-48.2977","-25.1752","EFC005084",NA,NA,NA,NA,NA,NA,"332",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1099","2019-12-09 17:29:36-03","UFPR","EFC","7112","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","Hatschbach, G.",NA,NA,NA,"Tiepolo, G.; Svolenski, A.C.","1997","01","13","Brasil","Paraná","Campo Largo","Caverna de Pinheirinho","-49.6366","-25.0036","-49.6366","-25.0036","EFC007112",NA,NA,"Trepadeira em capoeira, com frutos amarelos e sementes pretas.",NA,NA,NA,"669",NA,NA,"510","510",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1100","2019-11-13 11:17:04-03","USP","SPF","101643","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","Rozza, A",NA,NA,NA,"Leitão Filho, HF","1995","02","08","Brasil","São Paulo","Barra do Turvo",NA,"-48.471417","-24.79375","-48.471417","-24.79375","SPF00101643","SPF00101643",NA,NA,NA,NA,NA,"33117",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1101","2019-11-13 11:17:04-03","USP","SPF","101646","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","Kim, AC",NA,NA,NA,"Leitão Filho, HF","1995","02","09","Brasil","São Paulo","Eldorado","Parque Estadual de Jacupiranga","-48.392083","-24.646639","-48.392083","-24.646639","SPF00101646","SPF00101646",NA,NA,NA,NA,NA,"32775",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1102","2019-11-13 11:17:04-03","USP","SPF","107192","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","Mori, S; et al.; Gracie, C","1995","07",NA,"Oliveira, AA","1995","07","02","Brasil",NA,NA,"Amazônia","-61.185833","-2.01","-61.185833","-2.01","SPF00107192","SPF00107192",NA,NA,NA,NA,NA,"2636",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
