"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","typeStatus","individualCount","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","02694871","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Simaroubaceae","Simaba","cuneata","Simaba cuneata","A.St.-Hil. & Tul.","M. F. Devecchi","M. F. Devecchi","188","2013","07","11","South America","Brazil","Espírito Santo","Linhares","Reserva Natural Vale. Estrada Flamengo.","-40.46864","-19.21033","17","17","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2978320' target='other'> <mi>dwc_moreinfo</mi></a>","NY02694871","NY02694871_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","02694873","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Simaroubaceae","Simaba","cuneata","Simaba cuneata","A.St.-Hil. & Tul.","M. F. Devecchi","M. F. Devecchi","191","2013","07","12","South America","Brazil","Espírito Santo","Pinheiros","Patrimônio de Nova Lima, em direção a Pinheiros. Na margem direita da ES 313, propriedade do Sr. João Madruga.","-40.00525","-18.50711","33","33","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2978322' target='other'> <mi>dwc_moreinfo</mi></a>","NY02694873","NY02694873_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1184779","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Simaroubaceae","Simaba","cuneata","Simaba cuneata","A.St.-Hil. & Tul.","J. R. Pirani","A. M. Amorim","7550","2008","07","18","South America","Brazil","Espírito Santo","Nova Venécia","Área de Proteção Ambiental da Pedra do Elefante. Trilha principal na mata do Fuxíco.","-40.4439","-18.7769","168",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1478558' target='other'> <mi>dwc_moreinfo</mi></a>","NY01184779","NY01184779_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","1551332","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Simaroubaceae","Simaba","cuneata","Simaba cuneata","A.St.-Hil. & Tul.","J. R. Pirani","A. M. Amorim","7550","2008","07","18","South America","Brazil","Espírito Santo","Nova Venécia","Área de Proteção Ambiental da Pedra do Elefante. Trilha principal na mata do Fuxíco.","-40.4439","-18.7769","168",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1157313' target='other'> <mi>dwc_moreinfo</mi></a>","NY01551332","NY01551332_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","538409","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Simaroubaceae","Simaba","cuneata","Simaba cuneata","A.St.-Hil. & Tul.","J. R. Pirani","J. R. Pirani","2476","1988","02","25","South America","Brazil","Espírito Santo","Piúma","Ca. 3 km S do Morro do Aghá. Rodovia ES-60 (Vila Velha a Marataízes)","-40.77","-20.87",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=269351' target='other'> <mi>dwc_moreinfo</mi></a>","NY00538409","NY00538409_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","02694865","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Simaroubaceae","Simaba","cuneata","Simaba cuneata","A.St.-Hil. & Tul.","M. F. Devecchi","M. F. Devecchi","197","2013","07","13","South America","Brazil","Espírito Santo","Linhares","Reserva Natural Vale. Inicio da estrada Flamengo, logo após o prédio do herbário a cerca de 300 m do estacionamento para ônibus.","-40.06842","-19.15103","55","55","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2978326' target='other'> <mi>dwc_moreinfo</mi></a>","NY02694865","NY02694865_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","02695275","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Simaroubaceae","Simaba","cuneata","Simaba cuneata","A.St.-Hil. & Tul.","M. F. Devecchi","J. G. Kuhlmann","6502","1943","11","20","South America","Brazil","Espírito Santo",NA,"Gortacazes, Rio Doce.",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2970979' target='other'> <mi>dwc_moreinfo</mi></a>","NY02695275","NY02695275_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","02694874","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Simaroubaceae","Simaba","cuneata","Simaba cuneata","A.St.-Hil. & Tul.","M. F. Devecchi","M. F. Devecchi","189","2013","07","11","South America","Brazil","Espírito Santo","Linhares","Reserva Natural Vale. Estrada Peroba Osso.","-40.46864","-19.22703","17","17","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2978321' target='other'> <mi>dwc_moreinfo</mi></a>","NY02694874","NY02694874_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-06-29 11:32:37-03","UFRJ","RFA","28330","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Simaba","cuneata","Simaba cuneata","A.St.-Hil. & Tul.","C.F.C. Sá","H.M. Dias; A. de C. Borges","7","2003","05","25",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Restinga da Marambaia as margens da estrada que leva à linha 2, na área do Exército","-43.4","-22.816667",NA,NA,NA,"Arbusto ca. 5 m de altura, pouco frequente na comunidade;heliófila; estéril; folha composta; trifoliada no final do ramo","RFA48971",NA,NA,NA,"2003","10","13","43º24'W","22º49'S",NA,NA,NA,NA
"20","2021-04-08 17:44:12-03","EAO","IAN","22958","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Simaroubaceae","Simaba","cuneata","Simaba cuneata","A.St.-Hil. & Tul.",NA,"Riedel, L","1000",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN022958","IAN022958_f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-10-09 11:25:03-03","UFBA","ALCB","63743","PreservedSpecimen","Plantae","Dicotyledon",NA,"Simaroubaceae","Homalolepis","cuneata","Homalolepis cuneata","(A.St.-Hil. & Tul.) Devecchi & Pirani","Anjos, BA dos","Anjos, BA dos; Guedes, ML; Xavier, AB","98","2003","09","22","Southern America","Brasil","Bahia","Luis Eduardo Magalhães","Oeste","-45.833056","-12.224167",NA,NA,NA,"Arbusto procumbente. Folhas com folíolos coriáceos e discolores. Inflorescência axilar e flores com pétalas esverdeadas. Ocasional.; Fazenda Savaí a cerca de 40 km da cidade. Cerrado antropizado com espécies arbóreas.","ALCB063753",NA,NA,NA,"2004","01",NA,"-45.833056","-12.224167",NA,NA,NA,NA
"22","2019-10-09 11:25:03-03","UFBA","ALCB","80145","PreservedSpecimen","Plantae","Dicotyledon",NA,"Simaroubaceae","Homalolepis","cuneata","Homalolepis cuneata","(A.St.-Hil. & Tul.) Devecchi & Pirani","Guedes, ML","Guedes, ML; Valadão, RM","13681","2007","07","21","Southern America","Brasil","Bahia","Feira da Mata","Médio São Francisco, a 1 km da margem do Rio Carinhanha.","-44.2125","-14.229167",NA,NA,NA,"de ca 1,30 m. Folhas com folíolos coriáceos, discolores com a face abaxial viloso. Inflorescência com botões esverdeados e flores com pétalas e tubo estaminal de cor creme. Fora das parcelas.","ALCB063752",NA,NA,NA,"2007","07",NA,"-44.2125","-14.229167",NA,NA,NA,NA
"23","2020-08-11 00:16:44-03","UFBA","ALCB","81018","PreservedSpecimen","Plantae","Dicotyledon",NA,"Simaroubaceae","Homalolepis","cuneata","Homalolepis cuneata","(A.St.-Hil. & Tul.) Devecchi & Pirani","Guedes, ML","Oliveira, ALPC de; Cairo, JPLF; Guedes, ML","s/n","2007","10","15","Southern America","Brasil","Bahia","Salvador","Região Metropolitana Salvador, Dunas do Abaeté","-38.5","-12.966667",NA,NA,NA,"folhas cartáceas, discolores. Inflorescência amarelo-esverdeada.","ALCB063796",NA,NA,NA,"2007","11",NA,"-38.5","-12.966667",NA,NA,NA,NA
"24","2019-10-09 11:25:03-03","UFBA","ALCB","81716","PreservedSpecimen","Plantae","Dicotyledon",NA,"Simaroubaceae","Homalolepis","cuneata","Homalolepis cuneata","(A.St.-Hil. & Tul.) Devecchi & Pirani","Guedes, ML","Guedes, ML; Gomes, FS","14086","2007","12","28","Southern America","Brasil","Bahia","Carinhanha","Médio São Francisco, a 1 km do Rio Carinhanha","-43.809722","-14.311111",NA,NA,NA,"de ca 1,60 m. Folhas com folíolos coriáceos, discolores, com a face adaxial verde intenso, abaxial viloso. Material estéril. Freqüente. T01P02 ind. nº 48.","ALCB063754",NA,NA,NA,"2008","01",NA,"-43.809722","-14.311111",NA,NA,NA,NA
"25","2021-01-14 15:33:39-03","MN","R","7961","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Simaba","cuneata","Simaba cuneata","A. St. -Hil. & Tul.",NA,"Glaziou, A.F.M.","12525","1881","09","20",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"Plantas do Brasil Central","R000007961","R000007961_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-02-15 11:50:42-02","IPA","IPA","14453","S","Plantae","Plantae",NA,"Simaroubaceae","Homalolepis","cuneata","Homalolepis cuneata","(A. St.-Hil.Tul.) Devecchi & Pirani","Devecchi, M.F.","Duarte, A.P.;","5953","1961","08","23","Southern America","Brasil","Bahia",NA,"entre Ajuda e Porto Seguro.",NA,NA,NA,NA,NA,"Árvore de 10-12m.; Mais ou menos restinga arenosa, mata alta daquele tipo de formação, não longe do mar.","IPA0014453",NA,NA,NA,"2018","10","29",NA,NA,NA,NA,NA,NA
"27","2019-02-15 11:50:42-02","IPA","IPA","44323","S","Plantae","Plantae",NA,"Simaroubaceae","Homalolepis","cuneata","Homalolepis cuneata","(A. St.-Hil.Tul.) Devecchi & Pirani","Devecchi, M.F.","Pinheiro, R.S.","2207","1973","07","27","Southern America","Brasil","Bahia","Maiquinique","a 20 km Noroeste, Mata.","-40.2661018371582","-15.6211004257202",NA,NA,NA,"Árvore de 12m de altura, 40cm de diâmetro. Flor amarela, cálice verde, perfumada.","IPA0044323",NA,"26103","auto","2018","10","29",NA,NA,NA,NA,NA,NA
"28","2019-02-15 11:50:43-02","IPA","IPA","76604","S","Plantae","Plantae",NA,"Simaroubaceae","Simaba","cuneata","Simaba cuneata","A. St.-Hil. & Tul.","Neves, M.A.","Monteiro, M.T.","23064","1968","12","14","Southern America","Brasil","Alagoas","Sâo Miguel dos Campos","Fábrica Sebastião Ferreira","-36.0936012268066","-9.78110980987549",NA,NA,NA,"Frutos pequenos, arredondados de cor esverdeada.","IPA0076604",NA,"30539","auto","1969","10","03",NA,NA,NA,NA,NA,NA
"29","2019-11-29 11:33:22-03","IPA","IPA","93632","S","Plantae","Plantae",NA,"Simaroubaceae","Simaba","cuneata","Simaba cuneata","A. St.-Hil. & Tul.","Cano, O.","Torres, A.M.; Santos, B.Y.M.; Camurça, L.M.; Costa, K.M.; Dantas, J.I.M.; Santos, B.Y.M.; Camurça, L.M.; Costa, K.M.; Dantas, J.I.M.","140","2019","01","18","Southern America","Brasil","Rio Grande do Norte","Extremoz","APA de Jenipabu.","-35.307201385498","-5.70556020736694",NA,NA,NA,"Material Botânico em estudo na UFRPE, para Levantamento Florístico dos quatro substratos em áreas de dunas e restingas da APA Jenipabu #?# RN - PPGB - Deptº de Botânica sob a orientação da Profa. Dra. Ana Virginia Leite.; Arbusto.; Em d","IPA0093632",NA,"13555","auto","2019","07","31",NA,NA,NA,NA,NA,NA
"30","2021-03-24 17:10:04-03","UFES","SAMES","7796","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Simaba","cuneata","Simaba cuneata","A.St.-Hil. & Tul.","Wandekoken,D.T.","Wandekoken,D.T.; Lourenço-Junior,J;Pereira,O.J.","91","2015","05","25",NA,"Brasil","Espírito Santo","Guarapari",NA,"-40.5110015869141","-20.6580009460449",NA,NA,NA,"Pétalas esverdeadas. Habito: Árvore","SAMES07796",NA,"28401","auto","2016","10","15","-407102778.0","-210044444.0",NA,NA,NA,NA
"31","2020-12-23 17:06:43-03","UFCG","CSTR","1539","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Simaba","cuneata","Simaba cuneata","A.St.-Hil. & Tul.","Lucena, M.F.A.","Lucena, M.F.A.","1983","2010","12","11",NA,"Brasil","Paraíba","Maturéia","Brejo de altitude; Sustrato(solo): areno-argiloso rico em serra pilheira","-37.766667","-8","931","931",NA,"Árvore ca. de 11m de alt.; folhas cartáceas; flores cremes; frutos verdes rugosos.; Parque Estadual Pico do Jabre; Interior da floresta em direção a borda.",NA,NA,NA,NA,"2010","12","11","-37.766667","-8",NA,NA,NA,NA
"32","2021-03-01 16:41:15-03","UNICAMP","UEC","187189","S","Plantae","Magnoliopsida",NA,"Simaroubaceae","Simaba","cuneata","Simaba cuneata","St.-Hil. & Tul.",NA,"Conceição, GM","249","1998","08","20",NA,"Brazil","Maranhão","Mirador","Parque Estadual do Mirador.","-44.3630981445312","-6.37083005905151",NA,NA,NA,"Árvore.","UEC116679","UEC116679","176498","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-05-21 14:11:34-03","UFPB","JPB","3399","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Simaroubaceae","Simaba","cuneata","Simaba cuneata",NA,NA,"Xavier, LP","JPB3399","1972","12","03","Southern America","Brasil","Paraíba","Cabedelo",NA,"-34.833889","-6.981111","3","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-34.833889","-6.981111",NA,NA,NA,NA
"34","2020-09-25 10:57:41-03","UFPE","UFP-CARPOTECA","373","S","Plantae",NA,NA,"Simaroubaceae","Simaba","cuneata","Simaba cuneata","A.St.Hil.L.Tul.","Fonseca, CF da","Fonseca, CF da; Cavalcanti, L","s.n.","2010","02","21",NA,"Brasil","Pernambuco","Buíque","Tupanantinga- Comunidade indígena Kapinawa. Caatinga","-37.1557998657227","-8.62306022644043",NA,NA,NA,NA,NA,NA,"38964","auto","2010","06","01",NA,NA,NA,NA,NA,NA
"35","2020-09-25 10:57:41-03","UFPE","UFP-CARPOTECA","202","S","Plantae",NA,NA,"Simaroubaceae","Simaba","cuneata","Simaba cuneata","A.St.Hil.L.Tul.","Bernadete, M","Lima, JA","s.n.","2006","12",NA,NA,"Brasil","Pernambuco","Paulista",NA,"-34.8731002807617","-7.94083023071289",NA,NA,NA,NA,NA,NA,"17375","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-04-27 16:11:44-03","UFES","VIES","14784","S","Plantae",NA,NA,"Simaroubaceae","Homalolepis","cuneata","Homalolepis cuneata","(A.St.-Hil. & Tul.) Devecchi & Pirani","Assis, A.M.","Assis, A.M.","532","1998","07","31",NA,"Brasil","Espírito Santo","Guarapari","Parque Estadual Paulo César Vinha.","-40.5110015869141","-20.6580009460449",NA,NA,NA,NA,"VIES014784","VIES014784","28401","auto","1998","07","31",NA,NA,NA,NA,NA,NA
"37","2020-04-27 16:11:44-03","UFES","VIES","44884","S","Plantae",NA,NA,"Simaroubaceae","Homalolepis","cuneata","Homalolepis cuneata","(A.St.-Hil. & Tul.) Devecchi & Pirani","Pereira, O.J.","Firmino, A.D.; Gudin, G.; Penha, J.; Pereira, O.J.","1299","2019","08","20",NA,"Brasil","Espírito Santo","Linhares","Cacimbas, ponto de amostragem 6.","-39.739444","-19.478333","6","6",NA,NA,"VIES044884","VIES044884",NA,NA,"2019","08","20","39º44'22''W","19º28'42''S",NA,NA,NA,NA
"38","2019-12-06 19:30:22-03","UFES","VIES","39395","S","Plantae",NA,NA,"Simaroubaceae","Simaba","cuneata","Simaba cuneata","A.St.-Hil. & Tul.","Wandekoken, D.T.","Wandekoken, D.T.; Lourenço-Junior, J. & Pereira, O.J.","91","2015","05","25",NA,"Brasil","Espírito Santo","Guarapari","Parque Estadual Paulo Cesar Vinha.","-40.423889","-20.5975",NA,NA,NA,"Floresta não inundável.","VIES039395","VIES039395",NA,NA,"2016","10","15","40º25'26''W","20º35'51''S",NA,NA,NA,NA
"39","2019-06-27 10:26:54-03","UFES","VIES","15480","S","Plantae",NA,NA,"Simaroubaceae","Simaba","cuneata","Simaba cuneata","A.St.-Hil. & Tul.","Fabris, L.C.","Fabris, L.C.","710","1992","09","24",NA,"Brasil","Espírito Santo","Guarapari","Setiba.","-40.5110015869141","-20.6580009460449",NA,NA,NA,NA,"VIES015480","VIES015480","28401","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-06-27 10:26:54-03","UFES","VIES","4384","S","Plantae",NA,NA,"Simaroubaceae","Simaba","cuneata","Simaba cuneata","A.St.-Hil. & Tul.","Pirani, J.R.","Vinha, P.C.","890","1990","05","09",NA,"Brasil","Espírito Santo","Itapemirim","Itaoca.","-40.8339004516602","-21.011100769043",NA,NA,NA,NA,"VIES004384","VIES004384","28626","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-06-27 10:26:54-03","UFES","VIES","10761","S","Plantae",NA,NA,"Simaroubaceae","Simaba","cuneata","Simaba cuneata","A.St.-Hil. & Tul.","Zambom, O.","Zambom, O.; Fernandes, M.","296","1996","06","20",NA,"Brasil","Espírito Santo","Vila Velha","Interlagos.","-40.2924995422363","-20.3297004699707",NA,NA,NA,NA,"VIES010761","VIES010761","27156","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-04-27 16:11:44-03","UFES","VIES","7482","S","Plantae",NA,NA,"Simaroubaceae","Simaba","cuneata","Simaba cuneata","A.St.-Hil. & Tul.","Devecchi, M.F.","Pereira, O.J.","5019","1992","07","28",NA,"Brasil","Espírito Santo","Conceição da Barra",NA,"-39.7322006225586","-18.5932998657227",NA,NA,NA,NA,"VIES007482","VIES007482","41644","auto","2016","09","29",NA,NA,NA,NA,NA,NA
"43","2020-04-27 16:11:44-03","UFES","VIES","27621","S","Plantae",NA,NA,"Simaroubaceae","Simaba","cuneata","Simaba cuneata","A.St.-Hil. & Tul.","Devecchi, M.F.","Farney, C.; Ribeiro, R.D.; Menezes, L.F.T.; Ribeiro, R.D. & Silva, J.C.","4747","2007","07","05",NA,"Brasil","Espírito Santo","Conceição da Barra","Lajinha.","-39.7322006225586","-18.5932998657227",NA,NA,NA,NA,"VIES027621","VIES027621 VIES027621_1","41644","auto","2016","09","29",NA,NA,NA,NA,NA,NA
"44","2020-04-27 16:11:44-03","UFES","VIES","14785","S","Plantae",NA,NA,"Simaroubaceae","Simaba","cuneata","Simaba cuneata","A.St.-Hil. & Tul.","Assis, A.M.","Assis, A.M.; Pereira, O.J.; Peixoto, L. & Selma, S.","605","1998","09","03",NA,"Brasil","Espírito Santo","Guarapari","Parque Estadual Paulo César Vinha.","-40.5110015869141","-20.6580009460449",NA,NA,NA,NA,"VIES014785","VIES014785","28401","auto","1998","09","03",NA,NA,NA,NA,NA,NA
"45","2020-04-27 16:11:44-03","UFES","VIES","4398","S","Plantae",NA,NA,"Simaroubaceae","Simaba","cuneata","Simaba cuneata","A.St.-Hil. & Tul.","Pirani, J.R.","Vinha, P.C.","926","1990","05","11",NA,"Brasil","Espírito Santo","Guarapari","Parque Estadual Paulo César Vinha.","-40.5110015869141","-20.6580009460449",NA,NA,NA,NA,"VIES004398","VIES004398","28401","auto","1991","08",NA,NA,NA,NA,NA,NA,NA
"46","2019-06-27 10:26:54-03","UFES","VIES","15449","S","Plantae",NA,NA,"Simaroubaceae","Simaba","cuneata","Simaba cuneata","A.St.-Hil. & Tul.","Fabris, L.C.","Fabris, L.C.","755","1992","07","08",NA,"Brasil","Espírito Santo","Guarapari","Setiba.","-40.5110015869141","-20.6580009460449",NA,NA,NA,NA,"VIES015449",NA,"28401","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
