"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","typeStatus","individualCount","relatedCatalogItem"
"95","2021-03-15 18:30:07-03","USP","SPF","204526","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Homalolepis","cuneata","Homalolepis cuneata","(A.St.-Hil. & Tul.) Devecchi & Pirani","Devecchi, MF","Folli, DA","5379","2006","08","28",NA,"Brasil","Espírito Santo","Linhares","Fazenda Três Marias.","-40.0722007751465","-19.3910999298096",NA,NA,NA,"Árvore 18m. Botões e flores amarelo claro.","SPF00204526",NA,"48094","auto","2017","06",NA,NA,NA,NA,NA,NA,NA
"96","2021-03-15 18:30:07-03","USP","SPF","38260","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Homalolepis","cuneata","Homalolepis cuneata","(A.St.-Hil. & Tul.) Devecchi & Pirani","Devecchi, MF","Pirani, JR","1114","1985","01","12",NA,"Brasil","Espírito Santo","Linhares","Margem do Rio Doce. Estrada para Marilândia e Colatina.","-40.0722007751465","-19.3910999298096",NA,NA,NA,"Árvore 8 m alt., folhagem verde-brilhante. Estéril.; Floresta pluvial tropícal (mancha remanescente entre plantações de cadau e banana).","SPF00038260",NA,"48094","auto","2017","06","15",NA,NA,NA,NA,NA,NA
"97","2021-03-15 18:30:07-03","USP","SPF","204527","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Homalolepis","cuneata","Homalolepis cuneata","(A.St.-Hil. & Tul.) Devecchi & Pirani","Devecchi, MF","Folli, DA","923","1989","05","22",NA,"Brasil","Espírito Santo","Linhares","Reserva Biológica de Comboios, Regência. Est. da mata que liga à fazenda Cata-vento, lado esquerdo.","-40.0722007751465","-19.3910999298096",NA,NA,NA,"Árvore em floresta alta, ca. 15 m de altura e fuste de ca. 8 m, DAP 25, 1 cm, 0 da copa ca 5 m. Com flor creme e botão verde. Fuste cilíndrico e casaca sulcada.","SPF00204527",NA,"48094","auto","2017","06",NA,NA,NA,NA,NA,NA,NA
"98","2021-03-15 18:30:07-03","USP","SPF","98008","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Homalolepis","cuneata","Homalolepis cuneata","(A.St.-Hil. & Tul.) Devecchi & Pirani","Devecchi, MF","Folli, DA","923","1989","05","22",NA,"Brasil","Espírito Santo","Linhares","Reserva Biológica de Comboios, Regência. Est. da mata que liga à fazenda Cata-vento, lado esquerdo.","-40.0722007751465","-19.3910999298096",NA,NA,NA,"Árvore em floresta alta, ca. 15 m de altura e fuste de ca. 8 m, DAP 25, 1 cm, 0 da copa ca 5 m. Com flor creme e botão verde. Fuste cilíndrico e casaca sulcada.","SPF00098008",NA,"48094","auto","2017","06",NA,NA,NA,NA,NA,NA,NA
"99","2021-03-15 18:30:07-03","USP","SPF","204529","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Homalolepis","cuneata","Homalolepis cuneata","(A.St.-Hil. & Tul.) Devecchi & Pirani","Devecchi, MF","Farias, GL","301","1989","08","28",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale","-40.0722007751465","-19.3910999298096",NA,NA,NA,"Árvore 11m. Frutos amarelos.","SPF00204529",NA,"48094","auto","2017","06",NA,NA,NA,NA,NA,NA,NA
"100","2021-03-15 18:30:07-03","USP","SPF","204528","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Homalolepis","cuneata","Homalolepis cuneata","(A.St.-Hil. & Tul.) Devecchi & Pirani","Devecchi, MF","Spada, J","29973","1973","08","15",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale","-40.0722007751465","-19.3910999298096",NA,NA,NA,"Árvore 16m. Botões verde claro. Flores amarelas.","SPF00204528",NA,"48094","auto","2017","06",NA,NA,NA,NA,NA,NA,NA
"101","2021-03-15 18:30:07-03","USP","SPF","204524","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Homalolepis","cuneata","Homalolepis cuneata","(A.St.-Hil. & Tul.) Devecchi & Pirani","Devecchi, MF","Folli, DA","458","1983","08","30",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale","-40.0722007751465","-19.3910999298096",NA,NA,NA,"Árvore 22m. Botões verde claro. Flores creme.","SPF00204524",NA,"48094","auto","2017","06",NA,NA,NA,NA,NA,NA,NA
"102","2021-03-15 18:30:07-03","USP","SPF","204522","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Homalolepis","cuneata","Homalolepis cuneata","(A.St.-Hil. & Tul.) Devecchi & Pirani","Devecchi, MF","Luz, AA","443","2007","06","06",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale","-40.0722007751465","-19.3910999298096",NA,NA,NA,"Árvore 6m. Botões verdes. Flor branca.","SPF00204522",NA,"48094","auto","2017","06",NA,NA,NA,NA,NA,NA,NA
"103","2021-03-15 18:30:07-03","USP","SPF","204521","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Homalolepis","cuneata","Homalolepis cuneata","(A.St.-Hil. & Tul.) Devecchi & Pirani","Devecchi, MF","Folli, DA","592","1986","07","26",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale","-40.0722007751465","-19.3910999298096",NA,NA,NA,"Árvore 25m. Botões verdes, flores creme.","SPF00204521",NA,"48094","auto","2017","06",NA,NA,NA,NA,NA,NA,NA
"104","2021-03-15 18:30:07-03","USP","SPF","204123","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Homalolepis","cuneata","Homalolepis cuneata","(A.St.-Hil. & Tul.) Devecchi & Pirani","Devecchi, MF","Saimer, FZ","6","2003","07","23",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale","-40.0722007751465","-19.3910999298096",NA,NA,NA,"Árvore 8m. Botões verde claro, flores creme.","SPF00204123",NA,"48094","auto","2017","06",NA,NA,NA,NA,NA,NA,NA
"105","2021-03-15 18:30:07-03","USP","SPF","204523","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Homalolepis","cuneata","Homalolepis cuneata","(A.St.-Hil. & Tul.) Devecchi & Pirani","Devecchi, MF","Vinha, PC","844","1990","05","08",NA,"Brasil","Espírito Santo","Presidente Kennedy","Praia das Neves.","-41.0466995239258","-21.0988998413086",NA,NA,NA,"Árvore.","SPF00204523",NA,"24088","auto","2017","06",NA,NA,NA,NA,NA,NA,NA
"106","2021-03-15 18:30:07-03","USP","SPF","70179","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Homalolepis","cuneata","Homalolepis cuneata","(A.St.-Hil. & Tul.) Devecchi & Pirani","Devecchi, MF","Vinha, PC","1038","1990","06","04",NA,"Brasil","Espírito Santo","Vitória","Reserva Ecológica Restinga de Camburí, Restinga.","-40.3377990722656","-20.3194007873535",NA,NA,NA,"Arbórea.","SPF00070179",NA,"15291","auto","2017","06",NA,NA,NA,NA,NA,NA,NA
"107","2021-03-15 18:30:07-03","USP","SPF","200795","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Homalolepis","cuneata","Homalolepis cuneata","(A.St.-Hil. & Tul.) Devecchi & Pirani","Devecchi, MF","Fernandes, DS","867","2003","08","15",NA,"Brasil","Rio de Janeiro","Cabo Frio","APA da Bacia do Rio São João/Mico-Leão-Dourado","-42.0186004638672","-22.8794002532959",NA,NA,NA,"DAP 6,1. Estéril.","SPF00200795",NA,"40069","auto","2017","06",NA,NA,NA,NA,NA,NA,NA
"108","2021-03-15 18:30:07-03","USP","SPF","152777","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Homalolepis","cuneata","Homalolepis cuneata","(A.St.-Hil. & Tul.) Devecchi & Pirani","Devecchi, MF","Oliveira, PP","10660","2002","08","31",NA,"Brasil","Rio de Janeiro","Rio das Ostras","Reserva Biológica União, Mata Atlântica.","-41.9449996948242","-22.5268993377686",NA,NA,NA,"Fruto maduro, amarelo.","SPF00152777",NA,"17620","auto","2017","06",NA,NA,NA,NA,NA,NA,NA
"109","2019-11-13 11:31:54-03","USP","SPF","204891","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Homalolepis","cuneata","Homalolepis cuneata","(A.St.-Hil. & Tul.) Devecchi & Pirani","Devecchi, MF","Nunes, GM","36","1943",NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Avelar (Vila). Fazenda Pau Grande.","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"SPF00204891",NA,"57442","auto","2017","06",NA,NA,NA,NA,NA,NA,NA
"110","2021-03-15 18:30:08-03","USP","SPF","194243","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Simaba","cuneata","Simaba cuneata","A.St.-Hil. & Tul.","Devecchi, MF","Amorim, AMA","7550","2008","07","18",NA,"Brasil","Espírito Santo","Nova Venécia","Trilha principal na mata do Fuxico. Floresta estacional semedicidual.","-40.443889","-18.776944",NA,NA,NA,"Árvore ca. 18 m alt. Folíolos verdes, a face superior escura e brilhante. Raque verde, sépalas verde-claro, corola creme na face ventral, estames cremes.","SPF00194243",NA,NA,NA,"2015","06",NA,"-40.443889","-18.776944",NA,NA,NA,NA
"111","2019-10-07 09:37:19-03","UEFS","HUEFS","126574","PreservedSpecimen","Plantae","Angiospermae","Sapindales","Simaroubaceae","Simaba","cuneata","Simaba cuneata","A.St.-Hil. & Tul.",NA,"Guedes, M.L.S.","13681","2007","07","21",NA,"Brasil","Bahia","Feira da Mata","Médio São Francisco, a 1 KM da margem do Rio Cariranha.","-44.2125","-14.229167",NA,NA,NA,"Cerrado.","HUEFS0126574","HUEFS0126574",NA,NA,NA,NA,NA,"44W12'45''","14S13'45''","Rosanae",NA,NA,NA
"112","2019-10-07 09:37:19-03","UEFS","HUEFS","177514","PreservedSpecimen","Plantae","Angiospermae","Sapindales","Simaroubaceae","Simaba","cuneata","Simaba cuneata","A.St.-Hil. & Tul.",NA,"Amorim, A.M.A.","7550","2008","07","18",NA,"Brasil","Espírito Santo","Nova Venécia","Área de Proteção Ambiental da Pedra do Elefante. Trilha principal na Mata do Fuxico.","-40.443889","-18.776944","168","168",NA,NA,"HUEFS0177514","HUEFS0177514",NA,NA,NA,NA,NA,"40W26'38''","18S46'37''","Rosanae",NA,NA,NA
"113","2019-09-04 19:05:19-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Simaroubaceae","Simaba","cuneata","Simaba cuneata",NA,NA,"L. Riedel","1000",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","Type [status unknown]",NA,NA
"114","2020-07-23 12:22:49-03","CEPLAC","CEPEC","81934","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Homalolepis","cuneata","Homalolepis cuneata",NA,"M. F. Devecchi","E. R. Silviani","162","1998","07","24",NA,"Brasil","Bahia","EUNÁPOLIS","Ca. 4Km da divisa com o município de Itabela.","-39.5802993774414","-16.3775005340576",NA,NA,NA,NA,NA,NA,"37596","auto",NA,NA,NA,NA,NA,NA,NA,NA,"30/06/2004"
"115","2017-09-11 17:14:03-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Simaroubaceae","Simaba","cuneata","Simaba cuneata","A.St.-Hil. & Tul.",NA,"Glaziou, AFM","2959",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,"in silvis arenosis a mari non procul remotis.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2017-09-11 17:14:03-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Simaroubaceae","Simaba","cuneata","Simaba cuneata","A.St.-Hil. & Tul.",NA,"Wied-Neuwied, MAP Prince","s.n",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,"pr.Caravellas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2017-09-11 17:14:03-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Simaroubaceae","Simaba","cuneata","Simaba cuneata","A.St.-Hil. & Tul.",NA,"Lund, PW","2524",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,"in silvis arenosis a mari non procul remotis.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2017-09-11 17:14:03-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Simaroubaceae","Simaba","cuneata","Simaba cuneata","A.St.-Hil. & Tul.",NA,"Claussen, P","in Hohenac2010",NA,NA,NA,"Southern America","Brazil",NA,NA,"loco haud addicto.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2017-09-11 17:14:03-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Simaroubaceae","Simaba","cuneata","Simaba cuneata","A.St.-Hil. & Tul.",NA,"Riedel, L","1000",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,"in silvis arenosis a mari non procul remotis.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2017-09-11 17:14:03-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Simaroubaceae","Simaba","cuneata","Simaba cuneata","A.St.-Hil. & Tul.",NA,"Casaretto, G","551",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,"ad Copocabana.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2019-11-21 10:19:18-03","IBt","SP","489312","S","Plantae",NA,NA,"Simaroubaceae","Simaba","cuneata","Simaba cuneata","A.St.-Hil. & Tul.","Guedes, ML","Guedes, ML; et al.","21285","2014","01","31",NA,"Brasil","Bahia","Jandaíra","Litoral norte","-37.783333","-11.55",NA,NA,NA,NA,"SP050332","SP050332",NA,NA,"2014","03",NA,"-37.783333","-11.55",NA,NA,NA,NA
"122","2014-09-23 10:59:44-03","G","G","G00342789","S","Plantae",NA,NA,"Simaroubaceae","Simaba","cuneata","Simaba cuneata","A. St.-Hil. & Tul.","Thomas, W. W.","Riedel, L.",NA,NA,NA,NA,"AMERIQUE DU SUD","Brazil",NA,NA,NA,"-53.08972222","-10.77305556",NA,NA,NA,"Coordinate uncertainty: Precision at the level of country Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=243764&base=img&lang=en","G00342789","G00342789",NA,NA,"1984","01","01","-53.08972222","-10.77305556",NA,"ISOTYPUS of Simaba cuneata A. St.-Hil. & Tul.",NA,NA
"123","2014-09-23 10:59:44-03","G","G","G00342790","S","Plantae",NA,NA,"Simaroubaceae","Simaba","cuneata","Simaba cuneata","A. St.-Hil. & Tul.","Thomas, W. W.","Riedel, L.","1032","1839",NA,"00","AMERIQUE DU SUD","Brazil","Rio de Janeiro",NA,NA,"-42.9125","-22.48222222",NA,NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=243766&base=img&lang=en","G00342790","G00342790",NA,NA,"1984","01","01","-42.9125","-22.48222222",NA,"ISOTYPUS of Simaba cuneata A. St.-Hil. & Tul.",NA,NA
"124","2014-09-23 10:59:44-03","G","G","G00342791","S","Plantae",NA,NA,"Simaroubaceae","Simaba","cuneata","Simaba cuneata","A. St.-Hil. & Tul.","Thomas, W. W.","Riedel, L.",NA,NA,NA,NA,"AMERIQUE DU SUD","Brazil",NA,NA,NA,"-53.08972222","-10.77305556",NA,NA,NA,"Coordinate uncertainty: Precision at the level of country Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=243760&base=img&lang=en","G00342791","G00342791",NA,NA,"1984","01","01","-53.08972222","-10.77305556",NA,"ISOTYPUS of Simaba cuneata A. St.-Hil. & Tul.",NA,NA
