"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","phylum","order","recordNumber","continentOcean","preparationType","occurrenceRemarks","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","class","relationshipType","relatedCatalogItem","individualCount","eventTime","fieldNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","615452","PreservedSpecimen","Plantae","Myrtaceae","Calycorectes","australis","Calycorectes australis","D.Legrand","A. Giaretta",NA,NA,NA,"D. S. D. de Araújo","1987","09","21","Brazil","Rio de Janeiro","Cabo Frio","Praia dos Conchos","-42.0183","-22.8794",NA,NA,"NY00615452","NY00615452_01",NA,NA,"Magnoliophyta","Myrtales","8150","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=521313' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","561511","PreservedSpecimen","Plantae","Myrtaceae","Calycorectes","australis","Calycorectes australis","D.Legrand","M. Sobral",NA,NA,NA,"J. M. Silva","1996","11","01","Brazil","Paraná","Guaratuba","Rio Arraial, Fazenda Bamerindus","-48.5744","-25.8831",NA,NA,"NY00561511","NY00561511_01",NA,NA,"Magnoliophyta","Myrtales","1769","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=239245' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","561508","PreservedSpecimen","Plantae","Myrtaceae","Calycorectes","australis","Calycorectes australis","D.Legrand","C. M. D. E. Legrand",NA,NA,NA,"R. Reitz","1959","10","30","Brazil","Santa Catarina","Jacinto Machado","Sanga da Areia","-49.766476","-29.084523",NA,NA,"NY00561508","NY00561508_01","200","200","Magnoliophyta","Myrtales","9285","South America","sheet","Paratypus n. sp. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=239247' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","561507","PreservedSpecimen","Plantae","Myrtaceae","Calycorectes","australis","Calycorectes australis","D.Legrand","C. M. D. E. Legrand",NA,NA,NA,"R. Reitz","1959","09","05","Brazil","Santa Catarina","Sombrio","Pirao Frio","-49.6167","-29.1142",NA,NA,"NY00561507","NY00561507_01","10","10","Magnoliophyta","Myrtales","9085","South America","sheet","Paratypus n. sp. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=239246' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","561488","PreservedSpecimen","Plantae","Myrtaceae","Calycorectes","australis","Calycorectes australis","D.Legrand","P. V. Prieto",NA,NA,NA,"R. M. Klein","1949","10","27","Brazil","Santa Catarina","Brusque","Mata S. Pedro, Brusque","-48.93331","-27.068261",NA,NA,"NY00561488","NY00561488_01","50","50","Magnoliophyta","Myrtales","86","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=467643' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","561513","PreservedSpecimen","Plantae","Myrtaceae","Calycorectes","australis","Calycorectes australis","D.Legrand","M. Sobral",NA,NA,NA,"G. G. Hatschbach","1968","02","14","Brazil","Paraná","Paranaguá","Picadao Cambará-Col. Limeira","-48.5092","-25.5203",NA,NA,"NY00561513","NY00561513_01","50","50","Magnoliophyta","Myrtales","19500","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=239243' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","561505","PreservedSpecimen","Plantae","Myrtaceae","Calycorectes","australis","Calycorectes australis impressovenosa","D.Legrand","C. M. D. E. Legrand",NA,NA,NA,"G. G. Hatschbach","1968","09","05","Brazil","Paraná","Guaratuba","Rio Sai","-48.5744","-25.8831",NA,NA,"NY00561505",NA,"10","10","Magnoliophyta","Myrtales","19674","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=529055' target='other'> <mi>dwc_moreinfo</mi></a>","impressovenosa",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","561481","PreservedSpecimen","Plantae","Myrtaceae","Calycorectes","australis","Calycorectes australis impressovenosa","D.Legrand",NA,NA,NA,NA,"R. M. Klein","1957","09","28","Brazil","Santa Catarina","Ibirama","Hôrto Florestal I.N.P., Ibirama.","-49.5178","-27.0569",NA,NA,"NY00561481","NY00561481_01","400","400","Magnoliophyta","Myrtales","2214","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=425144' target='other'> <mi>dwc_moreinfo</mi></a>","impressovenosa","isotype",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","561505","PreservedSpecimen","Plantae","Myrtaceae","Calycorectes","australis","Calycorectes australis impressovenosa","D.Legrand","C. M. D. E. Legrand",NA,NA,NA,"G. G. Hatschbach","1968","09","05","Brazil","Paraná","Guaratuba","Rio Sai","-48.5744","-25.8831",NA,NA,"NY00561505",NA,"10","10","Magnoliophyta","Myrtales","19674","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=529055' target='other'> <mi>dwc_moreinfo</mi></a>","impressovenosa",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","558076","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","brevistyla","Eugenia brevistyla","D.Legrand","M. Sobral",NA,NA,NA,"P. K. H. Dusén","1909","11","18","Brazil","Paraná",NA,"Carvalho","-48.981355","-25.49628",NA,NA,"NY00558076",NA,NA,NA,"Magnoliophyta","Myrtales","8957","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=479648' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","719993","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","neoaustralis","Eugenia neoaustralis","Sobral","L. R. Landrum",NA,NA,NA,"L. Riedel","1821",NA,NA,"Brazil","Rio de Janeiro","Magé","Mandiocca","-43.0406","-22.6531",NA,NA,"NY00719993","NY00719993_01",NA,NA,"Magnoliophyta","Myrtales","s.n.","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2527629' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","561477","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","neoaustralis","Eugenia neoaustralis","Sobral","B. K. Holst; M. L. Kawasaki",NA,NA,NA,"G. G. Hatschbach","1966","12","01","Brazil","Paraná","Morretes","Serra Marumbi, picada ao Abrelhos.","-48.8342","-25.4769",NA,NA,"NY00561477","NY00561477_01",NA,NA,"Magnoliophyta","Myrtales","15324","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=531441' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","719992","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","neoaustralis","Eugenia neoaustralis","Sobral","L. R. Landrum",NA,NA,NA,"G. G. Hatschbach","1968","05","21","Brazil","Paraná","Guaraqueçaba","Rio do Cedro","-48.3289","-25.3067",NA,NA,"NY00719992","NY00719992_01","50","50","Magnoliophyta","Myrtales","19234","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2527626' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","557911","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","neoaustralis","Eugenia neoaustralis","Sobral","F. F. Mazine",NA,NA,NA,"L. R. Landrum","1981","12","10","Brazil","Paraná","Antonina","Atonina, along road to Guaraquecaba","-48.67","-25.33",NA,NA,"NY00557911","NY00557911_01","100","100","Magnoliophyta","Myrtales","4009","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=479569' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","558093","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","neoaustralis","Eugenia neoaustralis","Sobral","L. R. Landrum",NA,NA,NA,"G. G. Hatschbach","1968","05","21","Brazil","Paraná","Guaraqueçaba","Rio do Cedro","-48.32","-25.28",NA,NA,"NY00558093","NY00558093_01","50","50","Magnoliophyta","Myrtales","19234","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=479657' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-11-13 09:20:20-03","UFRJ","RFA","14521","PreservedSpecimen","Plantae","Myrtaceae","Calycorectes","australis","Calycorectes australis","D.Legrand","D. Legrand","1972",NA,NA,"G.G. Hatschbach","1968","10","03","Brasil","Paraná","Morretes","Col. Floresta","-48.834400177002","-25.476900100708",NA,NA,"RFA12893",NA,"30","30",NA,NA,"19877",NA,NA,"Arvoreta 8 m de altura; fruto maduro vermelho",NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA
"27","2020-11-13 09:20:21-03","UFRJ","RFA","30026","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","brevistyla","Eugenia brevistyla","D.Legrand",NA,NA,NA,NA,"Flávio Brito Pereira","2002","01","15","Brasil","Rio de Janeiro","Rio Claro",NA,"-44.234722","-22.861944","44º14'5''W","22º51'43''S","RFA41983",NA,NA,NA,NA,NA,"36/141",NA,NA,"arbórea, 5m de altura, 12cm de DAP, folha verde e flor branca.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-11-13 09:20:21-03","UFRJ","RFA","13285","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","brevistyla","Eugenia brevistyla","D.Legrand","A. Giaretta",NA,NA,NA,"G.G. Hatschbach","1968","08","17","Brasil","Paraná","Morretes","Rio Sagrado de Cima","-48.834400177002","-25.476900100708",NA,NA,"RFA12122",NA,NA,NA,NA,NA,"29734",NA,NA,"Arvoreta 8 m de altura. Flor alva",NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA
"29","2020-06-29 11:31:35-03","UFRJ","RFA","6653","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","brevistyla","Eugenia brevistyla","D.Legrand","A. Giaretta",NA,NA,NA,"R. Klein","1955","09","09","Brasil","Santa Catarina","Itajaí","Morro da Fazenda","-48.6618995666504","-26.9078006744385",NA,NA,"RFA26506",NA,"100","100",NA,NA,"1552",NA,NA,"Árvore 15 m de altura. Flor branca",NA,NA,"27253","auto",NA,NA,NA,NA,NA,NA
"30","2020-11-24 17:10:53-03","UTFPR","DVPR","6564","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","brevistyla","Eugenia brevistyla","D. Legrand","Neves, BC","2018","04","24","Lima, LCP; Oliveira, A; Paredes, A; Bogado, DM; González, Y; Jesus, G; Huergo, EM; Neves,","2018","04","13","Brasil","Paraná","Foz do Iguaçú","Refúgio Biológico Bela Vista","-54.3322","-25.2656","-54.3322","-25.2656","DVPR006564",NA,"179","179","Magnoliophyta",NA,"1016",NA,NA,"Arbustiva, flor vermelha; Área úmida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-30 12:45:49-03","EAO","IAN","108115","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","brevistyla","Eugenia brevistyla","D. Legrand","Giaretta, A","2015","09",NA,"Magalhães, MG","1956","09","24","Brasil",NA,NA,"B. Hidr. Rio Doce, 30km. N. de Jambruca, Itambacurí.",NA,NA,NA,NA,"IAN108115",NA,NA,NA,"Dicotiledônea",NA,"s.n.","Southern America",NA,"Flor amarela clara.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-01-20 14:40:42-03","UPM","MACK","1398","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","brevistyla","Eugenia brevistyla","D. Legrand","M. Sobral","2010","01","25","M. Verdi; et al.","2009","09","22","Brasil","SC","Praia Grande","Fortaleza, floresta ombrofila densa.","-49.9502983093262","-29.1966991424561","S","W",NA,NA,NA,NA,NA,NA,"2625",NA,NA,NA,NA,NA,"21549","auto",NA,NA,NA,NA,NA,NA
"33","2020-01-20 14:40:42-03","UPM","MACK","1299","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","brevistyla","Eugenia brevistyla","D.Legrand","M. Sobral","2010","01","25","A. Stival-Santos","2009","09","14","Brasil","SC","Navegantes","Leiteiro, floresta ombrófila densa, entorno do fragmento.","-48.6542015075684","-26.8988990783691","S","W",NA,NA,NA,NA,NA,NA,"825",NA,NA,NA,NA,NA,"24562","auto",NA,NA,NA,NA,NA,NA
"34","2019-10-09 11:21:12-03","UFBA","ALCB","88164","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","brevistyla","Eugenia brevistyla","D.Legrand","Giaretta, A","2019","05","17","Silva, JM; Costa, EF; Saldanha, J","2007","10","16","Brasil","Paraná","Morretes","América de Baixo","-48.834400177002","-25.476900100708",NA,NA,"ALCB057956",NA,NA,NA,"Dicotyledon",NA,"6129","Southern America",NA,"4 m, flor alva.",NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA
"35","2019-10-09 11:21:12-03","UFBA","ALCB","88065","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","brevistyla","Eugenia brevistyla","D.Legrand","Giaretta, A","2015","04",NA,"Passos Júnior, LA; Paixão, JL da; Braga, AJ; Jardim, JG; Santos, JA","2001","09","28","Brasil","Bahia","Una","Litoral Sul, Reserva Biologica de Una trilha do Rio Maruim","-39.0675","-15.167778","-39.0675","-15.167778","ALCB057789",NA,"40","40","Dicotyledon",NA,"851","Southern America",NA,"Individuo nº 706. DAP. 7,4 cm. Material estéril.; Sob influência fluvial sazonal. Projeto Mata Atlântica Nordeste- Subprojeto estudos ecologicos em Mata ciliar no Sul da Bahia, Rebio de Una.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-10-09 11:21:12-03","UFBA","ALCB","111996","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","brevistyla","Eugenia brevistyla","D.Legrand","Giaretta, A","2019","05","17","Silva, MJ da; Cordeiro, J; Poliquesi, CB","2007","11","08","Brasil","Paraná","Morretes","Colônia Limeira.","-48.834400177002","-25.476900100708",NA,NA,"ALCB057957",NA,NA,NA,"Dicotyledon",NA,"6138","Southern America",NA,"8m, fruto imaturo.; Floresta Atlântica.",NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA
"37","2020-02-08 10:05:45-03","NBC","NL-BOTANY","L.1134943","PreservedSpecimen","Plantae","Myrtaceae","Calycorectes","australis","Calycorectes australis","D.Legrand",NA,NA,NA,NA,"Hatschbach GG","1958","11","15","Brazil",NA,NA,"Est. Parana, Mun Guaratuba, Garuva.",NA,NA,NA,NA,"NL-L1134943","NL-L1134943",NA,NA,NA,"Myrtales",NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1134943 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"38","2020-02-08 10:05:45-03","NBC","NL-BOTANY","L.2511191","PreservedSpecimen","Plantae","Myrtaceae","Calycorectes","australis","Calycorectes australis","D.Legrand",NA,NA,NA,NA,"Hatschbach GG","1958","11","15","Brazil",NA,NA,"Est. Parana, Mun Guaratuba, Garuva.",NA,NA,NA,NA,"NL-L2511191","NL-L2511191",NA,NA,NA,"Myrtales",NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2511191 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"39","2020-02-08 10:05:45-03","NBC","NL-BOTANY","L.2511192","PreservedSpecimen","Plantae","Myrtaceae","Calycorectes","australis","Calycorectes australis","D.Legrand",NA,NA,NA,NA,"Reitz R; Klein RM","1959","09","05","Brazil",NA,NA,"Santa Catarina, Pirão Frio, Sombrio, Mata, Árvore.",NA,NA,NA,NA,"NL-L2511192","NL-L2511192",NA,NA,NA,"Myrtales",NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2511192 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"40","2020-02-08 10:05:45-03","NBC","NL-BOTANY","L.2511193","PreservedSpecimen","Plantae","Myrtaceae","Calycorectes","australis","Calycorectes australis","D.Legrand",NA,NA,NA,NA,"Reitz R; Klein RM","1959","10","30","Brazil",NA,NA,"Santa Catarina, Sanga da Areia, Jacinto Machado, Mata, Arvore.",NA,NA,NA,NA,"NL-L2511193","NL-L2511193",NA,NA,NA,"Myrtales",NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2511193 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"41","2020-02-08 10:05:45-03","NBC","NL-BOTANY","U.1440862","PreservedSpecimen","Plantae","Myrtaceae","Calycorectes","australis","Calycorectes australis australis",NA,NA,NA,NA,NA,"Klein RM","1949","10","27","Brazil",NA,NA,"Santa Catarina. Loc. Mata S. Pedro, Brusque. Hab. Mata.",NA,NA,NA,NA,"NL-U1440862","NL-U1440862",NA,NA,NA,"Myrtales",NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1440862 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","australis",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"42","2020-02-08 10:05:45-03","NBC","NL-BOTANY","U.1440863","PreservedSpecimen","Plantae","Myrtaceae","Calycorectes","australis","Calycorectes australis australis",NA,NA,NA,NA,NA,"Klein RM","1955","09","09","Brazil",NA,NA,"Santa Catarina. Loc. Mata.",NA,NA,NA,NA,"NL-U1440863","NL-U1440863",NA,NA,NA,"Myrtales",NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1440863 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","australis",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"43","2020-02-08 10:05:45-03","NBC","NL-BOTANY","U.1440864","PreservedSpecimen","Plantae","Myrtaceae","Calycorectes","australis","Calycorectes australis impressovenosa","D.Legrand",NA,NA,NA,NA,"Reitz R; Klein RM","1957","10","06","Brazil",NA,NA,"Santa Catarina. Loc. Inferninho, Araquari. Hab. Mata.",NA,NA,NA,NA,"NL-U1440864","NL-U1440864",NA,NA,NA,"Myrtales",NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1440864 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","impressovenosa",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"44","2020-02-08 10:05:45-03","NBC","NL-BOTANY","U.1440864","PreservedSpecimen","Plantae","Myrtaceae","Calycorectes","australis","Calycorectes australis impressovenosa","D.Legrand",NA,NA,NA,NA,"Reitz R; Klein RM","1957","10","06","Brazil",NA,NA,"Santa Catarina. Loc. Inferninho, Araquari. Hab. Mata.",NA,NA,NA,NA,"NL-U1440864","NL-U1440864",NA,NA,NA,"Myrtales",NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1440864 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","impressovenosa",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"45","2020-02-08 10:05:45-03","NBC","NL-BOTANY","L.2511194","PreservedSpecimen","Plantae","Myrtaceae","Calycorectes","duarteanus","Calycorectes duarteanus","D.Legrand",NA,NA,NA,NA,"Reitz R; Klein RM","1956","06","21","Brazil",NA,NA,"Santa Catarina, Braço Joaquim, Luis Alves, Mata, Arvoreta.",NA,NA,NA,NA,"NL-L2511194","NL-L2511194",NA,NA,NA,"Myrtales",NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2511194 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
