"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","class","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","typeStatus","individualCount","relatedCatalogItem","infraspecificEpithet","fieldNumber","sex"
"11","2021-03-01 16:31:02-03","UNICAMP","UEC","163313","S","Plantae","Magnoliopsida",NA,"Fabaceae","Mimosa","selloi","Mimosa selloi","Jordão, LSB","Silva, ED","1192","2009","03","22",NA,"Brazil","São Paulo","Ubatuba","Picinguaba Parque Estadual da Serra do Mar. Estrada para a Casa da Farinha.","-44.842222","-23.344444",NA,"Arbusto escandente, flores róseas, frutos imaturos.; Floresta de Restinga.","UEC019016","UEC019016","Benth.",NA,"-44.842222","-23.344444","10","10","2017","07","11",NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-01 16:31:02-03","UNICAMP","UEC","185163","S","Plantae","Magnoliopsida",NA,"Fabaceae","Mimosa","selloi","Mimosa selloi","Jordão, LSB","Silva, ED","1197","2009","03","22",NA,"Brazil","São Paulo","Ubatuba","Picinguaba, Parque estadual da Serra do Mar, estrada da Casa da Farinha.","-44.842222","-23.344444",NA,"Subarbusto decumbente, flores róseas.","UEC106732","UEC106732","Benth.",NA,"-44.842222","-23.344444","10","10","2017","07","11",NA,NA,NA,NA,NA,NA,NA,NA
"13","2019-08-20 10:14:25-03","UNICAMP","UEC","147400","S","Plantae","Magnoliopsida",NA,"Fabaceae","Mimosa","selloi","Mimosa selloi","Jordão, LSB","Bernacci, LC; Andrade, PR; Chagas, RM","1912","1995","06","03",NA,"Brazil","São Paulo","Ubatuba","Estação Experimental do IAC, Floresta Higrófila","-45.0699996948242","-23.4300003051758",NA,"Trepadeira lenhosa,frutos maduros secos","UEC071135","UEC071135","Benth.",NA,NA,NA,NA,NA,"2017","07","11","34265","auto",NA,NA,NA,NA,NA,NA
"14","2019-08-20 10:14:25-03","UNICAMP","UEC","85953","S","Plantae","Magnoliopsida",NA,"Fabaceae","Mimosa","selloi","Mimosa selloi","Jordão, LSB","Furlan, A; Garcia, FCP; Carneiro, CE; Assis, MA; Ruffino, PHP","1531","1994","04","17",NA,"Brazil","São Paulo","Ubatuba","Estrada de Itamambuca, Km 35 da Rodovia Rio/Santos. Mata Atlântica.","-45.0699996948242","-23.4300003051758",NA,"Trepadeira espinhosa. Frutos verdes e secos.","UEC133951","UEC133951","Benth.",NA,NA,NA,NA,NA,"2017","07","11","34265","auto",NA,NA,NA,NA,NA,NA
"15","2021-03-01 16:31:02-03","UNICAMP","UEC","185179","S","Plantae","Magnoliopsida",NA,"Fabaceae","Mimosa","selloi","Mimosa selloi","Jordão, LSB","Silva, ED","1086","2008","02","22",NA,"Brazil","São Paulo","Ubatuba","Picinguaba, Parque Estadual da Serra do Mar. Praia da Fazenda. Rodovia Rio-Santos, entre a sede do núcleo e a entrada da Praia da Fazenda.","-45.0699996948242","-23.4300003051758",NA,"Arbusto escandente, flores róseas.; Floresta de Restinga.","UEC011105","UEC011105","Benth.",NA,NA,NA,NA,NA,"2017","07","11","34265","auto",NA,NA,NA,NA,NA,NA
"16","2021-03-21 19:35:40-03","UFC","EAC","13681","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Mimosa","selloi","Mimosa selloi",NA,"Tressens, S.G.; Vanni, R.; Cabral, E.; Radovancich, A.; Cáceres, S.","1701","1981","12","06","Southern America","Argentina","Corrientes","Ituzaingó","Rio Aguapey y Ruta 38, En terraplén de camino.",NA,NA,NA,"Prostrada.","EAC0013681","EAC0013681","(Benth.) Benth.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-11-25 12:12:00-03","UFSM","SMDB","1823","S","Plantae",NA,NA,"Fabaceae","Mimosa","selloi","Mimosa selloi","Alvarez, A.F.","Alvarez, A.F.","s.n.","1980","09","25",NA,"Brasil","Rio Grande do Sul","São Sepé","Cerrito","-53.565299987793","-30.1606006622314",NA,NA,"SMDB001823",NA,"(Benth.) Benth.",NA,NA,NA,NA,NA,"1980","10","09","46510","auto",NA,NA,NA,NA,NA,NA
"18","2020-12-21 16:27:32-03","MBM","MBM","99851","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","selloi","Mimosa selloi","Sobral, M.","Sobral, M.","3272",NA,NA,NA,"Southern America","Brazil","Rio Grande do Sul",NA,"Ponte do Rio Ibicuí",NA,NA,NA,NA,"MBM099851","MBM099851","(Benth.) Benth.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-12-21 16:27:32-03","MBM","MBM","42256","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","selloi","Mimosa selloi","Barneby, R.","Hatschbach, G.","1163",NA,NA,NA,"Southern America","Brazil","Paraná","Paranaguá","Matinhos","-48.5092010498047","-25.5200004577637",NA,NA,"MBM042256",NA,"(Benth.) Benth.",NA,NA,NA,NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA
"20","2020-12-21 16:27:32-03","MBM","MBM","426182","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","selloi","Mimosa selloi","Cordeiro, J.","Blum, C.T.","1340","2013","12","28","Southern America","Brazil","Rio Grande do Sul","Flores da Cunha","Área Urbana","-51.1817016601562","-29.0289001464844",NA,"Arbusto espinhoso com 1,8m, flores róseas, estágio inicial.; Floresta Ombrófila Mista.","MBM426182",NA,"Benth.",NA,NA,NA,NA,NA,"2019",NA,NA,"18321","auto",NA,NA,NA,NA,NA,NA
"21","2015-09-04 01:40:35-03","MNHN","RECOLNAT_MNHN_P","P00756029","PreservedSpecimen",NA,NA,NA,"Fabaceae","Mimosa","selloi","Mimosa selloi",NA,"Sellow, F.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Brasilia",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00756029' target='other'> <mi>dwc_moreinfo</mi></a>","P00756029","P00756029_01","(Benth.) Benth.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype",NA,NA,NA,NA,NA
"22","2020-05-28 09:14:00-03","MO","MOBOT","101121038","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","selloi","Mimosa selloi","fide Jordão et al.","F. Sellow","Sellow s.n.",NA,NA,NA,"South America","Brazil",NA,NA,"without locality",NA,NA,NA,NA,NA,NA,"(Benth.) Benth.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Holotype","1",NA,NA,NA,NA
"23","2011-06-27 08:43:00-03","MO","MOBOT","2921287","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","selloi","Mimosa selloi",NA,"F. Sellow","Sellow 243","1814",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Benth.) Benth.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-03-29 10:41:25-03","UFSM","HDCF","2310","S","Plantae",NA,NA,"Fabaceae","Mimosa","selloi","Mimosa selloi","Marchiori, J. N. C.; Sobral, M.","Sobral, M.","3272","1984","11","13","América","Brasil","Rio Grande do Sul","Uruguaiana",NA,"-57.0882987976074","-29.7546997070312",NA,"Erva de campo, flores róseas. Ponte sobre o rio Ibicuí, na divisa Uruguaiana-Itaqui",NA,NA,"(Bentham) Bentham",NA,NA,NA,NA,NA,"1986","05","15","93142","auto",NA,NA,NA,NA,NA,NA
"25","2020-09-12 05:00:02-03","US","US","2841604","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Mimosa","selloi","Mimosa selloi",NA,"R. M. Klein","1145","1955","2","8","South America","Brazil","Santa Catarina",NA,"Cunhas, Itajai",NA,NA,NA,NA,"US02207437","US02207437_01","(Benth.) Benth.","Dicotyledonae",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"26","2020-09-12 05:00:02-03","US","US","3673461","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Mimosa","selloi","Mimosa selloi",NA,"T. Sendulsky","615","1967","3","14","South America - Neotropics","Brazil","São Paulo",NA,"Brasil, Sao Paulo, 10 km south of center of city of Sao Paulo, in grounds of the Istituto de Botanica, Parque do Estado",NA,NA,NA,NA,"US02207436","US02207436_01","(Benth.) Benth.","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"27","2019-11-13 11:22:52-03","USP","SPF","78866","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Mimosa","selloi","Mimosa selloi","Handro, O","Handro, O","s.n.","1939","03","07",NA,"Brasil","São Paulo","São Paulo","Jardim Botânico de São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,"SPF00078866",NA,"(Benth.) Benth.",NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA
"28","2019-11-13 11:22:52-03","USP","SPF","97883","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Mimosa","selloi","Mimosa selloi","Jordão, LSB","Furlan, A","1531","1994","04","17",NA,"Brasil","São Paulo","Ubatuba",NA,"-45.0699996948242","-23.4300003051758",NA,NA,"SPF00097883",NA,"(Benth.) Benth.",NA,NA,NA,NA,NA,"2017","04",NA,"34265","auto",NA,NA,NA,NA,NA,NA
"29","2020-05-08 11:10:48-03","UEFS","HUEFS","198332","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Mimosa","selloi","Mimosa selloi","L.S.B.Jordão","Hoffmann, W.A.","158","1984","06","19",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia.","-40.6002998352051","-19.9356002807617",NA,"Solo arenoso.","HUEFS0198332",NA,"Benth.","Rosanae",NA,NA,NA,NA,"2017","06",NA,"23813","auto",NA,NA,NA,NA,NA,NA
"30","2020-05-08 11:10:48-03","UEFS","HUEFS","198351","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Mimosa","selloi","Mimosa selloi","L.S.B.Jordão","Boone, W.","920","1985","11","21",NA,"Brasil","Espírito Santo","Santa Teresa",NA,"-40.6002998352051","-19.9356002807617",NA,"Mata Fria.","HUEFS0198351",NA,"Benth.","Rosanae",NA,NA,NA,NA,"2017","06",NA,"23813","auto",NA,NA,NA,NA,NA,NA
"31","2020-05-08 11:10:48-03","UEFS","HUEFS","204583","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Mimosa","selloi","Mimosa selloi","L.S.B.Jordão","Boone, W.","113","1993","11","18",NA,"Brasil","Espírito Santo","Santa Teresa","Estrada para Colatina.","-40.6002998352051","-19.9356002807617",NA,NA,"HUEFS0204583",NA,"Benth.","Rosanae",NA,NA,NA,NA,"2017","06",NA,"23813","auto",NA,NA,NA,NA,NA,NA
"32","2015-03-07 09:10:16-03","F","FMNH-SEEDPLANTS","V0164748F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Mimosa","selloi","Mimosa selloi",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0164748F","V0164748F_01",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2015-03-07 09:10:23-03","F","FMNH-SEEDPLANTS","V0165163F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Mimosa","selloi","Mimosa selloi",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0165163F","V0165163F_01",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-09-04 19:14:01-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Schrankia","selloi","Schrankia selloi",NA,"F. Sellow","243",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,NA,NA,NA,NA
"35","2019-01-23 11:23:17-02","F","FMNH-SEEDPLANTS","V0058764F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Schrankia","selloi","Schrankia selloi",NA,"F. Sellow","243",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0058764F","V0058764F_01",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,NA,NA,NA,NA
"36","2019-01-25 15:41:02-02","IAC","IAC","28836","S","Plantae",NA,NA,"Fabaceae","Mimosa","selloi","Mimosa selloi","L.S.B. Jordão","L.C. Bernacci; E.G. Cardoso; O. Camargo & S.M.P. Falivene","190","1994","05","17",NA,"Brasil","São Paulo","Pariquera-Açu","IAC, Estação Experimental","-47.8811","-24.715",NA,NA,NA,NA,"Benth.",NA,"-47.8811","-24.7150",NA,NA,"2017","07","11",NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-01-25 15:41:02-02","IAC","IAC","30781","S","Plantae",NA,NA,"Fabaceae","Mimosa","selloi","Mimosa selloi","L.S.B. Jordão","L.C. Bernacci; P.R.P. Andrade & R.M. Chagas","1912","1995","06","03",NA,"Brasil","São Paulo","Ubatuba","IAC, Estação Experimental","-45.0711","-23.4339",NA,NA,NA,NA,"Benth.",NA,"-45.0711","-23.4339",NA,NA,"2017","07","11",NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-07-23 12:14:37-03","CEPLAC","CEPEC","67262","PreservedSpecimen","Plantae",NA,NA,"Mimosaceae","Mimosa","selloi","Mimosa selloi","L. S. B. Jordão","W. Boone","113","1984","05","08",NA,"Brasil","Espírito Santo","SANTA TERESA","Estrada para Colatina.","-40.6002998352051","-19.9356002807617",NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23813","auto",NA,NA,"12/6/2017",NA,NA,NA
"39","2021-03-04 15:43:20-03","IF","SPSF","18419","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Mimosa","selloi","Mimosa selloi","L.S.B. Jordão","A.Furlan et al.","1531","1994","04","17","América do Sul","Brasil","SP","Ubatuba","Estrada de Itamambuca, km 35 da Rodovia Rio/Santos","-45.0699996948242","-23.4300003051758",NA,"COLETA: Trepadeira espinhosa. Frutos verdes e secos.; GEOGRAFIA: Mata Atlântica;",NA,NA,"(Benth.) Benth.","Magnoliopsida",NA,NA,NA,NA,"2017","04","24","34265","auto",NA,NA,NA,NA,NA,NA
"40","2017-09-11 17:10:03-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Fabaceae","Mimosa","selloi","Mimosa selloi",NA,"Burchell, WJ","4762-2",NA,NA,NA,"Southern America","Brazil","São Paulo",NA,"ad S. Paulo",NA,NA,NA,NA,NA,NA,"Benth.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2017-09-11 17:10:03-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Fabaceae","Mimosa","selloi","Mimosa selloi",NA,"Sello, HL","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"in Brasilia meridionali",NA,NA,NA,NA,NA,NA,"Benth.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2017-09-11 17:10:03-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Fabaceae","Mimosa","selloi","Mimosa selloi",NA,"Burchell, WJ","4262-2","1827","02","15","Southern America","Brazil","São Paulo",NA,"along the road from the Tanque Zunica to the Convento da Luz (in the northern part of the city, abid east of the center) and thence along the Santa Anna road (goes due north from São Paulo) over the river Tiete (runs west across northern part of São","-46.666667","-23.516667",NA,NA,NA,NA,"Benth.",NA,"-46.666667","-23.516667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2017-09-11 17:10:03-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Fabaceae","Mimosa","selloi","Mimosa selloi",NA,"Burchell, WJ","4232","1827","02","15","Southern America","Brazil","São Paulo","São Paulo","IBB/ São Paulo, SP, along the road from the Tanque Zunica to the Convento da Luz (in the northern part of the city, abid esat of the center) and thence along the Santa Anna road (goes due north from São Paulo) over the river Tiete (runswest across no","-46.633333","-23.55",NA,NA,NA,NA,"Benth.",NA,"-46.633333","-23.55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2017-09-11 17:10:03-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Fabaceae","Mimosa","selloi","Mimosa selloi",NA,"Burchell, WJ","4705-14","1827","04","01","Southern America","Brazil","São Paulo",NA,"S. Paulo - Santos Road as far as church de Nossa Senhora da Gloria",NA,NA,NA,NA,NA,NA,"Benth.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2017-09-11 17:10:03-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Fabaceae","Mimosa","selloi","Mimosa selloi",NA,"Wied-Neuwied, MAP Prince","s.n.",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,"ad Campos provinciae Rio de Janeiro",NA,NA,NA,NA,NA,NA,"Benth.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-02-08 12:42:08-03","UFRGS","ICN","063393","S","Plantae","Dicotyledon",NA,"Fabaceae","Mimosa","cf. selloi","Mimosa cf. selloi","Sobral, M","Sobral, M","3272","1984","11","13","América do Sul","Brasil","RS","Uruguaiana","Ponto sobre o rio Ibicuí; divisa com Itaqui","-57.0882987976074","-29.7546997070312",NA,"Dupl. MBM; Erva; flores róseas.; Erva em campo","ICN00018504","ICN00018504","Benth.",NA,NA,NA,NA,NA,"1985","01",NA,"93142","auto",NA,NA,NA,NA,NA,NA
"47","2019-11-21 10:06:14-03","IBt","SP","310163","S","Plantae",NA,NA,"Fabaceae","Mimosa","selloi","Mimosa selloi","Jordão, LSB","Bernacci, LC; Cardoso, EG; Camargo, O; Falivene, SMP","190","1994","05","17",NA,"Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,"SP034731","SP034731","(Benth.) Benth.",NA,NA,NA,NA,NA,"2017","04","27","17990","auto",NA,NA,NA,NA,NA,NA
"48","2019-11-21 10:06:14-03","IBt","SP","1546","S","Plantae",NA,NA,"Fabaceae","Mimosa","selloi","Mimosa selloi",NA,"Usteri, A","s.n.","1908","02","25",NA,"Brasil","São Paulo","São Paulo","Arredores de São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"(Benth.) Benth.",NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA
"49","2019-11-21 10:06:14-03","IBt","SP","1698","S","Plantae",NA,NA,"Fabaceae","Mimosa","selloi","Mimosa selloi",NA,"Hoehne, FC","s.n.","1918","03","20",NA,"Brasil","São Paulo","São Paulo","Butantan","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"(Benth.) Benth.",NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA
"50","2019-11-21 10:06:14-03","IBt","SP","1702","S","Plantae",NA,NA,"Fabaceae","Mimosa","selloi","Mimosa selloi",NA,"Hoehne, FC","s.n.","1918","03","20",NA,"Brasil","São Paulo","São Paulo","Butantan","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"(Benth.) Benth.",NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA
"51","2019-11-21 10:06:14-03","IBt","SP","105717","S","Plantae",NA,NA,"Fabaceae","Mimosa","selloi","Mimosa selloi",NA,"Sendulsky, T","615","1967","03","14",NA,"Brasil","São Paulo","São Paulo","Butantan. 10 km south of center of city of São Paulo, in grounds of the Instituto de Botânica, Parque Estado","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"(Benth.) Benth.",NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA
"52","2019-11-21 10:06:14-03","IBt","SP","39989","S","Plantae",NA,NA,"Fabaceae","Mimosa","selloi","Mimosa selloi",NA,"Handro, O","s.n.","1939","03","07",NA,"Brasil","São Paulo","São Paulo","Nativa no Jardim Botânico","-46.6300010681152","-23.5400009155273",NA,NA,"SP025743","SP025743","(Benth.) Benth.",NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA
"53","2010-08-16 16:43:27-03","GH","HU-HERB","GH 00064721","PreservedSpecimen","Plantae",NA,NA,"Mimosaceae","Mimosa","selloi","Mimosa selloi leiocarpa",NA,"A. E. Burkart","15238","1945","2","9","South America","Argentina","Misiones",NA,"Loreto, sabanas",NA,NA,"Sheet",NA,NA,NA,"Burkart",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,NA,"leiocarpa","15238","undetermined"
