"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","continentOcean","preparationType","previousCatalogNumber","phylum","order","typeStatus","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relationshipType","relatedCatalogItem","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","00540973","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","crenata","Aegiphila crenata","Moldenke","H. N. Moldenke","A. J. de Sampaio","6385","1934","01","27","Brazil","Minas Gerais",NA,"Belo Horizonte - Lagôa Santa",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=694058' target='other'> <mi>dwc_moreinfo</mi></a>","NY00540973","NY00540973_01","South America","sheet",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","540975","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","crenata","Aegiphila crenata","Moldenke",NA,"M. Saldías Paz","3816","1994","04","11","Bolivia","Santa Cruz","José Miguel de Velasco","Parque Nacional Noel Kempff M. Pampa la Toledo, 10 km E del campamento Los Fieroos, sobre el camino al Aserradero Tarbo, parcela de E. Gutiérrez",NA,NA,NA,NA,"200","200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=694060' target='other'> <mi>dwc_moreinfo</mi></a>","NY00540975",NA,"South America","sheet",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00540974","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","crenata","Aegiphila crenata","Moldenke","H. N. Moldenke","M. G. da Silva","4416","1979","02","03","Brazil","Mato Grosso","Várzea Grande","Entroncamento das rodovias, Cuiabá Santarém e Porto Velho, arredores do aeroporto","-56.1324996948242","-15.6466999053955",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=694059' target='other'> <mi>dwc_moreinfo</mi></a>","NY00540974","NY00540974_01","South America","sheet",NA,"Magnoliophyta","Lamiales",NA,"37223","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00955491","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","lanata","Aegiphila lanata","Moldenke","H. N. Moldenke","H. S. Irwin","13157","1966","02","25","Brazil","Distrito Federal","Brasília","Ca. 5 km E. of Lagôa Paranoá","-47.73","-15.8",NA,NA,"1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1030003' target='other'> <mi>dwc_moreinfo</mi></a>","NY00955491","NY00955491_01","South America","sheet",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00955492","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","lanata","Aegiphila lanata","Moldenke","H. N. Moldenke","H. S. Irwin","13399","1966","03","03","Brazil","Goiás","Cristalina","Serra dos Cristais, ca. 3 km S. of Cristalina","-47.6","-16.77711",NA,NA,"1200","1200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1030005' target='other'> <mi>dwc_moreinfo</mi></a>","NY00955492","NY00955492_01","South America","sheet",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","103787","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","lanata","Aegiphila lanata","Moldenke","H. N. Moldenke","A. F. M. Glaziou","21917","1894",NA,NA,"Brazil","Goiás",NA,"Plantes recuillies sur le plateau central",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=681996' target='other'> <mi>dwc_moreinfo</mi></a>","NY00103787","NY00103787_01","South America","sheet",NA,"Magnoliophyta","Lamiales","isotype fragment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00955493","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","lanata","Aegiphila lanata","Moldenke","H. N. Moldenke","H. S. Irwin","8540","1965","09","22","Brazil","Distrito Federal","Brasília","Asa Sul.","-47.908","-15.817",NA,NA,"975","975","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1030007' target='other'> <mi>dwc_moreinfo</mi></a>","NY00955493","NY00955493_01","South America","sheet",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00955494","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","lanata","Aegiphila lanata","Moldenke","H. N. Moldenke","H. S. Irwin","11126","1965","12","09","Brazil","Distrito Federal","Brasília","Immediately E. of Lago Paranoá","-47.9294","-15.7797",NA,NA,"975","975","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1030000' target='other'> <mi>dwc_moreinfo</mi></a>","NY00955494","NY00955494_01","South America","sheet",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00955497","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","lanata","Aegiphila lanata","Moldenke","H. N. Moldenke","L. Cobra","309","1965","11","29","Brazil","Goiás","Santo Antônio do Descoberto","Estrada de Sto. Antônio do Rio Descoberto para Cideae Eclética.","-48.255","-15.9397",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1030125' target='other'> <mi>dwc_moreinfo</mi></a>","NY00955497","NY00955497_01","South America","sheet",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00955490","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","lanata","Aegiphila lanata","Moldenke","H. N. Moldenke","H. S. Irwin","13149","1966","02","25","Brazil","Distrito Federal","Brasília","Ca. 5 km E. of Lagôa Paranoá","-47.73","-15.8",NA,NA,"1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1030001' target='other'> <mi>dwc_moreinfo</mi></a>","NY00955490","NY00955490_01","South America","sheet",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00955500","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","lanata","Aegiphila lanata","Moldenke","H. N. Moldenke","E. P. Heringer","7823","1961","01","04","Brazil","Distrito Federal","Brasília","Horto do Guará","-47.9294","-15.7797",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1030181' target='other'> <mi>dwc_moreinfo</mi></a>","NY00955500","NY00955500_01","South America","sheet",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00955498","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","lanata","Aegiphila lanata","Moldenke",NA,"M. C. Garcia Kirkbride","1487","1981","02","25","Brazil","Distrito Federal","Brasília","Fazenda Agua Limpa. Campo Experimental da UnB","-47.9","-15.95",NA,NA,"1100","1100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1030169' target='other'> <mi>dwc_moreinfo</mi></a>","NY00955498","NY00955498_01","South America","sheet",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00955499","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","lanata","Aegiphila lanata","Moldenke","H. N. Moldenke","E. P. Heringer","7323/17","1961","01","04","Brazil","Distrito Federal","Brasília","Horto do Guará","-47.9294","-15.7797",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1030178' target='other'> <mi>dwc_moreinfo</mi></a>","NY00955499","NY00955499_01","South America","sheet",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00955489","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","lanata","Aegiphila lanata","Moldenke","H. N. Moldenke","H. S. Irwin","10622","1965","11","23","Brazil","Distrito Federal","Brasília","Ca. 5 km W. of Taguatinga","-48.09668","-15.83333",NA,NA,"1125","1125","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1029996' target='other'> <mi>dwc_moreinfo</mi></a>","NY00955489","NY00955489_01","South America","sheet",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00955501","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","lanata","Aegiphila lanata","Moldenke","H. N. Moldenke","E. P. Heringer","14959","1975","08","29","Brazil","Distrito Federal","Brasília","Sobradinho","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1030185' target='other'> <mi>dwc_moreinfo</mi></a>","NY00955501","NY00955501_01","South America","sheet",NA,"Magnoliophyta","Lamiales",NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","02098660","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","lhotzkiana","Aegiphila lhotzkiana","Cham.","O. Kosovsky","J. L. Paixão","750","2006","02","27","Brazil","Bahia","Rio de Contas","Pico das Almas. 25 km do centro de cidade em direção a Ponte do Coronel, ca. de 2 km em direção a distrito de Mato Grosso, após a Ponte do Coronel","-41.8336","-13.5003",NA,NA,"1300","1300","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2325219' target='other'> <mi>dwc_moreinfo</mi></a>","NY02098660","NY02098660_01","South America","sheet",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00955548","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","paraguariensis","Aegiphila paraguariensis","Briq.","H. N. Moldenke","H. S. Irwin","26010","1970","02","04","Brazil","Minas Gerais","Paracatú","Serra da Anta, summit of chapada, ca. 5 km W. of Paracatú","-46.8727778","-17.22555",NA,NA,"800","800","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1030452' target='other'> <mi>dwc_moreinfo</mi></a>","NY00955548","NY00955548_01","South America","sheet",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00955559","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","paraguariensis","Aegiphila paraguariensis","Briq.","H. N. Moldenke","E. P. Heringer","2913","1979","12","11","Brazil","Distrito Federal","Brasília","Bacia do Rio São Bartolomeu.","-47.9294","-15.7797",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1032191' target='other'> <mi>dwc_moreinfo</mi></a>","NY00955559","NY00955559_01","South America","sheet",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","02350349","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","paraguariensis","Aegiphila paraguariensis","Briq.",NA,"M. G. Vieira","688","1979","10","26","Brazil","Rondônia","Vilhena","A 16 km próximo a Vilhena","-60.17","-12.75",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2534608' target='other'> <mi>dwc_moreinfo</mi></a>","NY02350349","NY02350349_01","South America","sheet",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","541999","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","paraguariensis","Aegiphila paraguariensis","Briq.","H. N. Moldenke","W. R. Anderson","11153","1974","03","19","Brazil","Paraná","Sao Tomé","Fazenda Lagôa, ca. 20 km N of Cianorte","-52.5908012390137","-23.5377998352051",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=14982' target='other'> <mi>dwc_moreinfo</mi></a>","NY00541999","NY00541999_01","South America","sheet",NA,"Magnoliophyta","Lamiales",NA,"19703","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","541997","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","paraguariensis","Aegiphila paraguariensis","Briq.","H. N. Moldenke","J. C. Lindeman","981","1966","04","07","Brazil","Paraná","Sao Tomé","Fazenda Lagoa","-52.5906","-23.5381",NA,NA,"240","240","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=14988' target='other'> <mi>dwc_moreinfo</mi></a>","NY00541997","NY00541997_01","South America","sheet",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00955556","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","paraguariensis","Aegiphila paraguariensis","Briq.","H. N. Moldenke","E. P. Heringer","12952","1973","11","04","Brazil","Distrito Federal","Brasília","Palácio da Alvorada.","-47.9294","-15.7797",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1032196' target='other'> <mi>dwc_moreinfo</mi></a>","NY00955556","NY00955556_01","South America","sheet",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","541996","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","paraguariensis","Aegiphila paraguariensis","Briq.","R. W. Sanders","L. S. Figueiredo","44","1995","05","18","Brazil","Pernambuco","Buíque","Buíque, Estrada Buíque - Catimbau","-37.17","-8.62",NA,NA,"790","790","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=14985' target='other'> <mi>dwc_moreinfo</mi></a>","NY00541996","NY00541996_01","South America","sheet",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00955550","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","paraguariensis","Aegiphila paraguariensis","Briq.","H. N. Moldenke","H. S. Irwin","30340","1971","01","14","Brazil","Minas Gerais",NA,"Serra do Espinhaço, near base of Serra da Piedade, ca. 35 km E. of Belo Horizonte, near BR-31","-43.676328","-19.820266",NA,NA,"1600","1600","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1032124' target='other'> <mi>dwc_moreinfo</mi></a>","NY00955550","NY00955550_01","South America","sheet",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00955554","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","paraguariensis","Aegiphila paraguariensis","Briq.","H. N. Moldenke","D. Philcox","3438","1967","12","08","Brazil","Mato Grosso",NA,"E. of Km 247.5 Xavantina-Cachimbo road.","-51.77","-12.82",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1032169' target='other'> <mi>dwc_moreinfo</mi></a>","NY00955554","NY00955554_01","South America","sheet",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","541998","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","paraguariensis","Aegiphila paraguariensis","Briq.","A. C. Cervi","A. C. Cervi","3448","1992","11","15","Brazil","Paraná","Jaguariaíva","Parque Estadual do Cerrado","-49.68","-24.23",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=14983' target='other'> <mi>dwc_moreinfo</mi></a>","NY00541998","NY00541998_01","South America","sheet",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","542003","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","paraguariensis","Aegiphila paraguariensis","Briq.","N. S. Troncoso","T. M. Pedersen","9287","1969","11","14","Paraguay","Paraguarí",NA,"Chololó",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=14984' target='other'> <mi>dwc_moreinfo</mi></a>","NY00542003",NA,"South America","sheet",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00955557","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","paraguariensis","Aegiphila paraguariensis","Briq.","H. N. Moldenke","E. P. Heringer","2876","1979","12","04","Brazil","Distrito Federal","Brasília","Bacia do Rio São Bartolomeu.","-47.9294","-15.7797",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1032187' target='other'> <mi>dwc_moreinfo</mi></a>","NY00955557","NY00955557_01","South America","sheet",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00955555","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","paraguariensis","Aegiphila paraguariensis","Briq.","H. N. Moldenke","A. Macedo","434","1944","11","26","Brazil","Minas Gerais","Ituiutaba","Ituiutaba","-49.465","-18.9692",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1032173' target='other'> <mi>dwc_moreinfo</mi></a>","NY00955555","NY00955555_01","South America","sheet",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","01023579","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","paraguariensis","Aegiphila paraguariensis","Briq.","H. N. Moldenke","E. P. Heringer","12952","1973","11","04","Brazil","Distrito Federal","Brasília","Palácio da Alvorada.","-47.9294","-15.7797",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1195739' target='other'> <mi>dwc_moreinfo</mi></a>","NY01023579","NY01023579_01","South America","sheet",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","00748716","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","paraguariensis","Aegiphila paraguariensis","Briq.","H. N. Moldenke","H. S. Irwin","10677","1965","11","26","Brazil","Distrito Federal","Brasília","Ca. 12 km W. of Taguatinga on road to Brasilândia","-48.15","-15.8",NA,NA,"1250","1250","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=881146' target='other'> <mi>dwc_moreinfo</mi></a>","NY00748716","NY00748716_01","South America","sheet",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","542002","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","paraguariensis","Aegiphila paraguariensis","Briq.","H. N. Moldenke","G. T. Prance","3424","1966","11","28","Brazil","Amazonas","Humaitá","Rio Madeira. Road Humaitá to Porto Velho, km. 10","-63.0804759","-7.6396461",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=14979' target='other'> <mi>dwc_moreinfo</mi></a>","NY00542002","NY00542002_01","South America","sheet",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","01023582","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","paraguariensis","Aegiphila paraguariensis","Briq.","H. N. Moldenke","E. P. Heringer","12952","1973","11","04","Brazil","Distrito Federal","Brasília","Palácio da Alvorada.","-47.9294","-15.7797",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1195744' target='other'> <mi>dwc_moreinfo</mi></a>","NY01023582","NY01023582_01","South America","sheet",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
