"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","continentOcean","preparationType","previousCatalogNumber","phylum","order","typeStatus","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relationshipType","relatedCatalogItem","fieldNumber","individualCount","sex"
"1148","2020-09-12 05:00:02-03","US","US","1594602","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","paraguariensis","Aegiphila paraguariensis","Briq.",NA,"A. Carvalho","748","1936","10","15","Brazil","São Paulo",NA,"Arbusto, Avenida. Campinas.",NA,NA,NA,NA,NA,NA,NA,"US02778951","US02778951_01","South America - Neotropics",NA,NA,NA,"Lamiales",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"1149","2020-09-12 05:00:02-03","US","US","2631428","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","paraguariensis","Aegiphila paraguariensis","Briq.",NA,"J. C. Lindeman & J. H. Haas","3190","1966","10","20","Brazil","São Paulo",NA,"Brasiliae Australis. Km 158 in road from São Paulo to Londrina.",NA,NA,NA,NA,NA,NA,NA,"US02778939","US02778939_01","South America - Neotropics",NA,NA,NA,"Lamiales",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"1150","2020-09-12 05:00:02-03","US","US","2724072","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","paraguariensis","Aegiphila paraguariensis","Briq.",NA,"F. R. Fosberg","43326","1962","10","27","Brazil","São Paulo",NA,"Emas, near Cachoeira, Mun. de Piracicaba.",NA,NA,NA,NA,NA,NA,NA,"US02778947","US02778947_01","South America - Neotropics",NA,NA,NA,"Lamiales",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"1151","2020-09-12 05:00:02-03","US","US","2576655","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","paraguariensis","Aegiphila paraguariensis","Briq.",NA,"G. T. Prance, B. S. Pena & J. F. Ramos","3424","1966","11","28","Brazil","Amazonas",NA,"Brazilian Amazônia. Municipality of Humaitá, Rio Madeira. Road Humaitá to Porto Velho, km. 10.",NA,NA,NA,NA,NA,NA,NA,"US02778950","US02778950_01","South America - Neotropics",NA,NA,NA,"Lamiales",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"1152","2020-09-12 05:00:02-03","US","US","2573667","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","paraguariensis","Aegiphila paraguariensis","Briq.",NA,"L. Smith, R. M. Klein & G. Hatschbach","14729","1965","1","17","Brazil","Paraná",NA,"Mun. Arapoti: Campo cerrado (widely scattered scrub), by Jaguariaiva boundary.","-49.35","-24.12",NA,NA,"950",NA,NA,"US02778944","US02778944_01","South America",NA,NA,NA,"Lamiales",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"1153","2020-09-12 05:00:02-03","US","US","2514749","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","paraguariensis","Aegiphila paraguariensis","Briq.",NA,"N. Silva","57727","1963","11","8","Brazil","Goiás",NA,"New Brazilian Highways. 258 km de Anápolis para Belém.",NA,NA,NA,NA,"220",NA,NA,"US02778945","US02778945_01","South America - Neotropics",NA,NA,NA,"Lamiales",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"1154","2020-09-12 05:00:02-03","US","US","2445190","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","paraguariensis","Aegiphila paraguariensis","Briq.",NA,"I. Mimura","160","1961","12","20","Brazil","São Paulo",NA,"Municipio de São José dos Campos: uma área disjuntiva de cerrado, de várias centenas de km2, rodeada antigamenta por mata. 68-72 km ao SSE em linha reta da praça principal de São José dos Campos. Dentro de 100 m ao oeste da estrada para Paraibuna.",NA,NA,NA,NA,"635",NA,NA,"US02778949","US02778949_01","South America - Neotropics",NA,NA,NA,"Lamiales",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"1155","2020-09-12 05:00:02-03","US","US","1481611","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","paraguariensis","Aegiphila paraguariensis","Briq.",NA,"P. K. Dusén","7236","1908","11","27","Brazil","Paraná",NA,"Villa Velha, in campo.",NA,NA,NA,NA,NA,NA,NA,"US02778955","US02778955_01","South America",NA,NA,NA,"Lamiales",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"1156","2020-09-12 05:00:02-03","US","US","2586696","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","paraguariensis","Aegiphila paraguariensis","Briq.",NA,"J. Cuatrecasas","26592","1962","10","27","Brazil","São Paulo",NA,"Piraçununga: Cerrado de Cachoeira-Emas.",NA,NA,NA,NA,NA,NA,NA,"US02778946","US02778946_01","South America - Neotropics",NA,NA,NA,"Lamiales",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"1157","2020-09-12 05:00:02-03","US","US","2709827","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","paraguariensis","Aegiphila paraguariensis","Briq.",NA,"W. Anderson, M. Stieber & J. H. Kirkbride","35553","1972","2","5","Brazil","Minas Gerais",NA,"Serra do Espinhaço. Ca. 15km S of Diamantina, Municipio de Datas.",NA,NA,NA,NA,"1250",NA,NA,"US02779033","US02779033_01","South America - Neotropics",NA,NA,NA,"Lamiales",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"1158","2020-09-12 05:00:02-03","US","US","2863354","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","paraguariensis","Aegiphila paraguariensis","Briq.",NA,"H. S. Irwin, E. Onishi, S. F. Fonsêca, R. Souza & et al.","26010","1970","2","4","Brazil","Minas Gerais",NA,"Planalto do Brasil, Serra da Anta, ca. 5km W. of Paracatú.",NA,NA,NA,NA,"800",NA,NA,"US02779036","US02779036_01","South America - Neotropics",NA,NA,NA,"Lamiales",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"1159","2020-09-12 05:00:02-03","US","US","2863353","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","paraguariensis","Aegiphila paraguariensis","Briq.",NA,"H. S. Irwin, S. F. Fonsêca, R. Souza, R. Reis dos Santos & J. Ramos","28110","1970","3","23","Brazil","Minas Gerais",NA,"Serra do Espinhaço. Cut-over slope forest, ca. 15km N. of São João da Chapada.",NA,NA,NA,NA,"975",NA,NA,"US02779035","US02779035_01","South America - Neotropics",NA,NA,NA,"Lamiales",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"1160","2020-09-12 05:00:02-03","US","US","1481893","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","paraguariensis","Aegiphila paraguariensis","Briq.",NA,"P. K. Dusén","15963","1914","11","20","Brazil","Paraná",NA,"Jaguariahyva opp., in campo cerrado.",NA,NA,NA,NA,"730",NA,NA,"US02778952","US02778952_01","South America",NA,NA,NA,"Lamiales",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"1161","2020-09-12 05:00:02-03","US","US","2630568","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","paraguariensis","Aegiphila paraguariensis","Briq.",NA,"H. S. Irwin, R. Souza & R. Reis dos Santos","10144","1965","11","10","Brazil","Distrito Federal",NA,"Parque Municipal do Gama, 25 km. S. of Brasília, D.F. Gallery forest.",NA,NA,NA,NA,"1150",NA,NA,"US02778942","US02778942_01","South America - Neotropics",NA,NA,NA,"Lamiales",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"1162","2020-09-12 05:00:02-03","US","US","2687859","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","paraguariensis","Aegiphila paraguariensis","Briq.",NA,"G. Eiten, L. T. Eiten & I. Mimura","6028","1965","2","10","Brazil","São Paulo",NA,"Município de Paraguaçu Paulista: about 6 km N of city of Paraguaçu Paulista. Along entrance road to Forest Station, about 2 km E of the station.","-50.57","-22.3",NA,NA,"500",NA,NA,"US02778943","US02778943_01","South America - Neotropics",NA,NA,NA,"Lamiales",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"1163","2020-09-12 05:00:02-03","US","US","2755276","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","paraguariensis","Aegiphila paraguariensis","Briq.",NA,"H. S. Irwin, H. Maxwell & D. C. Wasshausen","18665","1968","1","16","Brazil","Goiás",NA,"Planalto do Brasil, Serra dos Pirineus, 15km N. of Corumbá de Goiás on road to Niquelândia, Goiás in valley of Rio Corumba.",NA,NA,NA,NA,"1150",NA,NA,"US02779037","US02779037_01","South America - Neotropics",NA,NA,NA,"Lamiales",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"1164","2020-09-12 05:00:02-03","US","US","1481941","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","paraguariensis","Aegiphila paraguariensis","Briq.",NA,"G. Jönsson","403a","1914","5","21","Brazil","Paraná",NA,"Jaguariahyva opp., in campo cerrado.",NA,NA,NA,NA,NA,NA,NA,"US02778953","US02778953_01","South America",NA,NA,NA,"Lamiales",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"1165","2020-09-12 05:00:02-03","US","US","2630567","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","paraguariensis","Aegiphila paraguariensis","Briq.",NA,"H. S. Irwin, R. Souza & R. Reis dos Santos","10210","1965","11","12","Brazil","Distrito Federal",NA,"Cerrado slopes, near creek, Parque Municipal do Gama.",NA,NA,NA,NA,"1150",NA,NA,"US02778941","US02778941_01","South America - Neotropics",NA,NA,NA,"Lamiales",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"1166","2020-09-12 05:00:02-03","US","US","2941336","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","paraguariensis","Aegiphila paraguariensis","Briq.",NA,"E. P. Heringer, T. S. Figueiras, R. C. de Mendonça, B. A. S. Pereira & et al.","5986","1981","1","14","Brazil","Distrito Federal",NA,"DF, Bacia do Rio São Bartolomeu.",NA,NA,NA,NA,NA,NA,NA,"US02779031","US02779031_01","South America - Neotropics",NA,NA,NA,"Lamiales",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"1167","2020-09-12 05:00:02-03","US","US","2555603","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","paraguariensis","Aegiphila paraguariensis","Briq.",NA,"I. Mimura","301","1962","2","27","Brazil","São Paulo",NA,"Municipio de São José dos Campos: uma área disjuntiva de cerrado, de várias centenas de km2, rodeada antigamenta por mata. Ca. 10.3 km SSE em linha reta da praça principal de São José dos Campos.",NA,NA,NA,NA,NA,NA,NA,"US02778948","US02778948_01","South America - Neotropics",NA,NA,NA,"Lamiales",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"1168","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","verticillata","Aegiphila verticillata","Vell.",NA,"A. Regnell","310","1862","12","18","Brazil","Minas Gerais",NA,"Prov. Minas Geraës, cidade de Caldas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Lamiales",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"1169","2020-09-12 05:00:02-03","US","US","2548342","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","verticillata","Aegiphila verticillata","Vell.",NA,"-- Reitz & Klein, --","17876","1965","12","17","Brazil","Paraná",NA,"Carambeí, Rio S. João, Castro.",NA,NA,NA,NA,"950",NA,NA,"US02779159","US02779159_01","South America",NA,NA,NA,"Lamiales",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"1170","2020-09-12 05:00:02-03","US","US","3146053","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","verticillata","Aegiphila verticillata","Vell.",NA,"G. Hatschbach & J. M. Silva","51684","1987","11","24","Brazil","Paraná",NA,"Rod. PR-11, prox. a Joaquim Murtinho (mun. Piraí do Sul).",NA,NA,NA,NA,NA,NA,NA,"US02779156","US02779156_01","South America",NA,NA,NA,"Lamiales",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"1171","2020-09-12 05:00:02-03","US","US","1110397","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","verticillata","Aegiphila verticillata","Vell.",NA,"Glaziou, --","13056",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US02779167","US02779167_01","South America",NA,NA,NA,"Lamiales",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"1172","2020-09-12 05:00:02-03","US","US","2548343","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","verticillata","Aegiphila verticillata","Vell.",NA,"-- Reitz & Klein, --","17562","1965","12","13","Brazil","Paraná",NA,"Arenitos, Vila Velha, Ponta Grossa, Paraná.",NA,NA,NA,NA,"900",NA,NA,"US02779160","US02779160_01","South America",NA,NA,NA,"Lamiales",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"1173","2020-09-12 05:00:02-03","US","US","2706091","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","verticillata","Aegiphila verticillata","Vell.",NA,"G. Hatschbach","31110","1973","1","10","Brazil","Paraná",NA,"Corrego 3 Bocas (mun. Jaguariaiva).",NA,NA,NA,NA,NA,NA,NA,"US02779158","US02779158_01","South America",NA,NA,NA,"Lamiales",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"1174","2020-09-12 05:00:02-03","US","US","3076798","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","verticillata","Aegiphila verticillata","Vell.",NA,"G. Hatschbach & F. J. Zelma","49338","1985","4","16","Brazil","Paraná",NA,"Lagoa Seca (mun. Guarapuava).",NA,NA,NA,NA,NA,NA,NA,"US02779157","US02779157_01","South America",NA,NA,NA,"Lamiales",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"1175","2020-09-12 05:00:02-03","US","US","1573974","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","verticillata","Aegiphila verticillata","Vell.",NA,"G. H. von Langsdorff","s.n.",NA,NA,NA,"Brazil","Minas Gerais",NA,"Minas Geraës.",NA,NA,NA,NA,NA,NA,NA,"US02779170","US02779170_01","South America - Neotropics",NA,NA,NA,"Lamiales",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"1176","2020-09-12 05:00:02-03","US","US","2573700","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","verticillata","Aegiphila verticillata","Vell.",NA,"L. Smith, R. M. Klein & G. Hatschbach","14508","1965","1","15","Brazil","Paraná",NA,"Mun. Castro, Rocky campo, sandstone ledge, stream margin, bog, forest, and fallow field, Carambei by Rio São João.","-50.03","-24.5",NA,NA,"950",NA,NA,"US02779161","US02779161_01","South America",NA,NA,NA,"Lamiales",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"1177","2020-09-12 05:00:02-03","US","US","2404900","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","verticillata","Aegiphila verticillata","Vell.",NA,"I. Mimura","49","1961","8","25","Brazil","São Paulo",NA,"Município de São José dos Campos, uma área disjuntiva de cerrado, de várias centenas de km2, rodeada antigamente por mata. ca. 8.0 km SW em linha reta da praça principal de São José Dos Campos.",NA,NA,NA,NA,NA,NA,NA,"US02779162","US02779162_01","South America - Neotropics",NA,NA,NA,"Lamiales",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"1178","2020-09-12 05:00:02-03","US","US","1481612","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","verticillata","Aegiphila verticillata","Vell.",NA,"P. K. Dusén","14871","1914","5","5","Brazil","Paraná",NA,"Jaguariahyva, in campo cerrado.",NA,NA,NA,NA,NA,NA,NA,"US02779165","US02779165_01","South America",NA,NA,NA,"Lamiales",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"1179","2020-09-12 05:00:02-03","US","US","1112523","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","verticillata","Aegiphila verticillata","Vell.",NA,"A. F. M. Glaziou","20428","1893","12","23","Brazil","São Paulo",NA,"Cachoeira do Campo, Brésil, S. Paulo.",NA,NA,NA,NA,NA,NA,NA,"US02779166","US02779166_01","South America - Neotropics",NA,NA,NA,"Lamiales",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"1180","2020-09-12 05:00:02-03","US","US","3715270","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","verticillata","Aegiphila verticillata","Vell.",NA,"G. Martinelli, M. Moraes, A. Bevacqua & E. Fernandez","16628","2010","11","28","Brazil","Mato Grosso do Sul","Corumbá","Mato Grosso do Sul, Corumbá. Serra do amolar, Rio Paraguai.","-57.4336","-18.2503",NA,NA,NA,NA,NA,"US01919712","US01919712_01","South America - Neotropics",NA,NA,NA,"Lamiales",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"1181","2020-09-12 05:00:02-03","US","US","2369519","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","verticillata","Aegiphila verticillata","Vell.",NA,"S. Machado","141","1959","11","25","Brazil","São Paulo",NA,"Mun. Itapetininga, Faz. Bom Retiro, SW da cid. de Itapetininga, próximo ao rio Paranapanema-Vegetação original desconhecida.",NA,NA,NA,NA,NA,NA,NA,"US02779164","US02779164_01","South America - Neotropics",NA,NA,NA,"Lamiales",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"1182","2020-09-12 05:00:02-03","US","US","2404883","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","verticillata","Aegiphila verticillata","Vell.",NA,"I. Mimura","23","1961","8","10","Brazil","São Paulo",NA,"Município de São José dos Campos, uma área disjuntiva de cerrado, de várias centenas de km2, rodeada antigamente por mata. 6.8-7.2 km ao SSE em linha reta da praça principal de São José dos Campos, Dentro de 100 m ao oeste da estrada para Paraibuna, Cerrado aberto.",NA,NA,NA,NA,"635",NA,NA,"US02779163","US02779163_01","South America - Neotropics",NA,NA,NA,"Lamiales",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"1183","2020-09-12 05:00:02-03","US","US","3713785","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","verticillata","Aegiphila verticillata","Vell.","Guimarães, E. F.; Mendes, T. S.","L. M. Borges, N. Pougy & T. Serrano","1071","2010","11","29","Brazil","Mato Grosso do Sul","Corumbá","Povoado do Amolar. Capoeirinha.","-57.5042","-18.0228",NA,NA,NA,NA,NA,"US01944765","US01944765_01","South America - Neotropics",NA,NA,NA,"Lamiales",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"1184","2020-09-12 05:00:02-03","US","US","1323306","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","verticillata","Aegiphila verticillata","Vell.",NA,"A. Regnell","I310","1867","11","30","Brazil","Minas Gerais",NA,"Prov. Minas Geraes.",NA,NA,NA,NA,NA,NA,NA,"US02779168","US02779168_01","South America - Neotropics",NA,NA,NA,"Lamiales",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"1185","2020-09-02 16:29:55-03","Cenargen","CEN","42494","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","crenata","Aegiphila crenata","Moldenke",NA,"Flávio França","1558","1996","03","23","Brasil","BA","RIO DE CONTAS","Chapada Diamantina.","-41.8114013671875","-13.5789003372192",NA,NA,"980","980","Folha discolor. Doação do Herbário da Universidade Estadual de Feira de Santana - HUEFS (22681). Feira de Santana - Bahia.","CEN00042494","CEN00042494",NA,"Exsicatas",NA,NA,NA,NA,"49773","auto",NA,NA,NA,NA,NA,NA,NA,"1",NA
"1186","2020-09-02 16:29:55-03","Cenargen","CEN","86223","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","verticillata","Aegiphila verticillata","Vell.","B. M. T. Walter","Alba Cordeiro","22","2012","01","02","Brasil","DF","BRASILIA","Gama - Embrapa CTZL","-48.123611","-15.950555","-48.123611","-15.950555",NA,NA,"Ramo com fruto. Doação","CEN00086223","CEN00086223",NA,"Exsicatas",NA,NA,NA,NA,NA,NA,"2014","11",NA,NA,NA,NA,NA,"1",NA
"1187","2020-09-02 16:29:55-03","Cenargen","CEN","111597","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","verticillata","Aegiphila verticillata","Vell.",NA,"Mateus Boldrin - IFN","3073","2018","10","17","Brasil","GO","CHAPADAO DO CEU","Conglomerado: GO-780. Subunidade 1, subparcela 1, indivíduo 4.","-52.74","-18.18","-52.74","-18.18",NA,NA,"Inventário Florestal Nacional (IFN). Árvore com 5,5 m de altura e 7,3 cm de DAP, base reta. Fuste de casca externa cinza, interna amarelo, espessura externa grossa do tipo fissurada, com despendimento indeiscente odor de corte fético.","CEN00111597","CEN00111597",NA,"Exsicatas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA
"1188","2020-09-02 16:29:55-03","Cenargen","CEN","23016","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","verticillata","Aegiphila verticillata","Vell.","F. França","Taciana Barbosa Cavalcanti","493","1990","07","12","Brasil","DF","BRASILIA","Chapada da Contagem - DF - 001, km 11,3 do posto Colorado.","47.8786111","-15.670277","47.8786111","-15.670277","1160","1160","Flores velhas, marrons.Trifurcada. 15; 10 e 7cm de diâmetro.","CEN00023016","CEN00023016",NA,"Exsicatas",NA,NA,NA,NA,NA,NA,"2004","04",NA,NA,NA,NA,NA,"4",NA
"1189","2020-09-02 16:29:55-03","Cenargen","CEN","75797","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","verticillata","Aegiphila verticillata","Vell.","J. Roveratti","Juliene Roveratti Santos","278","2006","03","02","Brasil","DF","BRASILIA","DF 001 - Borda do Parque Nacional de Brasília - Brazlândia. Ca. 5 km antes do portão 9","-48.078888","-15.640833","-48.078888","-15.640833","1272","1272",NA,"CEN00075797","CEN00075797",NA,"Exsicatas",NA,NA,NA,NA,NA,NA,"2006","04",NA,NA,NA,NA,NA,"2",NA
"1190","2020-09-02 16:29:55-03","Cenargen","CEN","20104","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","verticillata","Aegiphila verticillata","Vell.","F. França","Glocimar Pereira-Silva","2016","1994","07","13","Brasil","DF","BRASILIA","Reserva Ecológica do Guará.","-47.966666","-15.8","-47.966666","-15.8","1035","1035",NA,"CEN00020104","CEN00020104",NA,"Exsicatas",NA,NA,NA,NA,NA,NA,"2004","04",NA,NA,NA,NA,NA,"3",NA
"1191","2020-09-02 16:29:55-03","Cenargen","CEN","20223","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","verticillata","Aegiphila verticillata","Vell.","F. França","Glocimar Pereira-Silva","2260","1994","02","15","Brasil","DF","BRASILIA","Reserva Ecológica do Guará.","-47.966666","-15.8","-47.966666","-15.8","1035","1035",NA,"CEN00020223","CEN00020223",NA,"Exsicatas",NA,NA,NA,NA,NA,NA,"2004","04",NA,NA,NA,NA,NA,"5",NA
"1192","2020-09-02 16:29:55-03","Cenargen","CEN","102791","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","verticillata","Aegiphila verticillata","Vell.","J. B. Pereira","Anderson Cássio Sevilha","6128","2016","12","04","Brasil","MG","SALINAS","Sítio 6 - Ponto 2. Em ravina.","-41.91","-16.017222","-41.91","-16.017222","920","920","Botão floral. Projeto Bem Diverso.","CEN00102791","CEN00102791",NA,"Exsicatas",NA,NA,NA,NA,NA,NA,"2017","07",NA,NA,NA,NA,NA,"4",NA
"1193","2020-09-02 16:29:55-03","Cenargen","CEN","103709","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","verticillata","Aegiphila verticillata","Vell.","B. M. T. Walter","Anderson Cássio Sevilha","6761","2017","03","21","Brasil","MG","MONTEZUMA","Sítio 17. Ponto 1.","-42.444444","-15.353055","-42.444444","-15.353055","995","995","Projeto Bem Diverso.","CEN00103709","CEN00103709",NA,"Exsicatas",NA,NA,NA,NA,NA,NA,"2018","03",NA,NA,NA,NA,NA,"4",NA
"1194","2020-09-02 16:29:55-03","Cenargen","CEN","106309","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","verticillata","Aegiphila verticillata","Vell.","B. M. T. Walter","Arnildo Pott","9685","2002","04","20","Brasil","MS","NOVA ANDRADINA","Rodovia MS - 134 km 154, entre Ivinhena e Nova Andradina","-53.503611","-22.350277","-53.503611","-22.350277",NA,NA,"Perturbada, com gado. Pioneira, colonizadora. Doação Herbário Mato Grosso do Sul - HMS - Campo Grande, MS -Brasil - HMS nº 3621.","CEN00106309","CEN00106309",NA,"Exsicatas",NA,NA,NA,NA,NA,NA,"2018","09",NA,NA,NA,NA,NA,"1",NA
"1195","2020-09-02 16:29:55-03","Cenargen","CEN","18504","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","verticillata","Aegiphila verticillata","Vell.","F. França","Bruno Machado Teles Walter","2298","1994","12","02","Brasil","DF","BRASILIA","Fazenda Água Limpa/UnB. Coletado no bordo da porção central da Mata.","-47.916666","-15.95","-47.916666","-15.95","1060","1060","Casca com cortiça mole. Cálice verde-claro, piloso. Pétalas creme. Anteras alaranjadas. Folhas discolores (verde-claro na face abaxial, verde escuro na adaxial). Espécie rara para a mata, comum no campo sujo adjacente. Doação da Flora do Brasil - Distrito Federal.","CEN00018504","CEN00018504",NA,"Exsicatas",NA,NA,NA,NA,NA,NA,"2004","04",NA,NA,NA,NA,NA,"1",NA
"1196","2020-09-02 16:29:55-03","Cenargen","CEN","22908","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","verticillata","Aegiphila verticillata","Vell.","F. França","Bruno Machado Teles Walter","2952","1995","11","17","Brasil","BA","FORMOSA DO RIO PRETO","Projeto Ouro Verde, rodovia Anel da Soja, reservas de cerrado entre plantios de soja.","-46.071388","-11.438888","-46.071388","-11.438888","710","710","Anteras marrom, filetes creme e cálice verde.","CEN00022908","CEN00022908",NA,"Exsicatas",NA,NA,NA,NA,NA,NA,"2004","04",NA,NA,NA,NA,NA,"7",NA
"1197","2020-09-02 16:29:55-03","Cenargen","CEN","23026","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","verticillata","Aegiphila verticillata","Vell.","F. França","Taciana Barbosa Cavalcanti","503","1990","07","12","Brasil","DF","BRASILIA","Chapada da Contagem - DF - 001, km 11,3 do posto Colorado.","47.8786111","-15.670277","47.8786111","-15.670277","1160","1160","Árvore bifurcada. DAP entre 18 - 20 cm.","CEN00023026","CEN00023026",NA,"Exsicatas",NA,NA,NA,NA,NA,NA,"2004","04",NA,NA,NA,NA,NA,"4",NA
