"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","scientificNameAuthorship","recordNumber","year","month","day","county","decimalLongitude","decimalLatitude","identifiedBy","class","relatedCatalogItem","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","order","individualCount","fieldNumber","imagecode","infraspecificEpithet","coordinatePrecision","geoFlag"
"11","2021-03-15 16:37:00-03","NY","NYBG","1914861","PreservedSpecimen","Plantae","Dicranaceae","Atractylocarpus","longisetus","Atractylocarpus longisetus",NA,"R. Fonnegra G.","South America","Colombia","Antioquia","Corregimiento San Felix, Cerro San Felix (Torres de Telecomunicaciones).","3000","3100","packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2153112' target='other'> <mi>dwc_moreinfo</mi></a>","NY01914861","Bryophyta","(Hook.) E.B.Bartram","3810","1991","05","22","Bello",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","1914796","PreservedSpecimen","Plantae","Dicranaceae","Atractylocarpus","longisetus","Atractylocarpus longisetus",NA,"S. P. Churchill","South America","Colombia","Antioquia","Alto de Boqueron, ca. 8 km E de San Felix.","3000",NA,"packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2153046' target='other'> <mi>dwc_moreinfo</mi></a>","NY01914796","Bryophyta","(Hook.) E.B.Bartram","18484","1992","08","10","Medellín","-75.17","6.33","J.-P. Frahm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","518471","PreservedSpecimen","Plantae","Dicranaceae","Atractylocarpus","longisetus","Atractylocarpus longisetus",NA,"W. R. Buck","South America","Ecuador","Zamora-Chinchipe","Ca. 11 km W of Zamora, ca. 53 km E of Loja","1512","1512","packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=38518' target='other'> <mi>dwc_moreinfo</mi></a>","NY00518471","Bryophyta","(Hook.) E.B.Bartram","39410","2001","05","26",NA,"-78.98","-4.05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","1914824","PreservedSpecimen","Plantae","Dicranaceae","Atractylocarpus","longisetus","Atractylocarpus longisetus",NA,"J. L. Luteyn","South America","Venezuela","Mérida","Cordillera de Merida. Trail from La Escalera to Puente de Escalera.","2950","2550","packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2153074' target='other'> <mi>dwc_moreinfo</mi></a>","NY01914824","Bryophyta","(Hook.) E.B.Bartram","7870","1978","11","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","02514927","PreservedSpecimen","Plantae","Dicranaceae","Atractylocarpus","longisetus","Atractylocarpus longisetus",NA,"J. Muñoz","South America","Colombia","Nariño","corregimiento El Encano, Tunguragua, SW del lago La Cocha","2700",NA,"packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2745990' target='other'> <mi>dwc_moreinfo</mi></a>","NY02514927","Bryophyta","(Hook.) E.B.Bartram","98-448","1998","07","29","Pasto","-77.13","1.07","D. Cortés",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","1914816","PreservedSpecimen","Plantae","Dicranaceae","Atractylocarpus","longisetus","Atractylocarpus longisetus",NA,"S. P. Churchill","South America","Bolivia","Cochabamba","80 km de Villa Tunari, entre Locotal-Corani, carretera nuevo Cochabamba-Santa Cruz.","2600",NA,"packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2153066' target='other'> <mi>dwc_moreinfo</mi></a>","NY01914816","Bryophyta","(Hook.) E.B.Bartram","22699","2003","06","09","Chapare","-65.9761","-17.2047","S. P. Churchill",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","1914798","PreservedSpecimen","Plantae","Dicranaceae","Atractylocarpus","longisetus","Atractylocarpus longisetus",NA,"R. Callejas Posada","South America","Colombia","Antioquia","6-8 kms NE de la cabecera municipal en la via a la Vereda El Yerbal, sitio Los Patos, margen izquierda del rio Chico, Alto de Sabanazos, sitio La Laguna.","2980","3110","packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2153048' target='other'> <mi>dwc_moreinfo</mi></a>","NY01914798","Bryophyta","(Hook.) E.B.Bartram","10245","1991","07","12","Belmira","-75.53","6.58","S. P. Churchill",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","1914825","PreservedSpecimen","Plantae","Dicranaceae","Atractylocarpus","longisetus","Atractylocarpus longisetus",NA,"J. L. Luteyn","South America","Venezuela","Mérida","Cordillera de Merida. Trail from La Escalera to Puente de Escalera.","2950","2550","packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2153075' target='other'> <mi>dwc_moreinfo</mi></a>","NY01914825","Bryophyta","(Hook.) E.B.Bartram","7846","1978","11","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1914800","PreservedSpecimen","Plantae","Dicranaceae","Atractylocarpus","longisetus","Atractylocarpus longisetus",NA,"S. P. Churchill","South America","Colombia","Antioquia","ca. 3 oeste de El Chaquiro.","2650","2750","packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2153050' target='other'> <mi>dwc_moreinfo</mi></a>","NY01914800","Bryophyta","(Hook.) E.B.Bartram","17851","1991","04","30","Santa Rosa de Osos","-75.52","6.77",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","1914808","PreservedSpecimen","Plantae","Dicranaceae","Atractylocarpus","longisetus","Atractylocarpus longisetus",NA,"S. P. Churchill","South America","Colombia","Antioquia","Abajo del Paramo de Frontino, ca. 15 km directamente N de Urrao.","3150","3500","packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2153058' target='other'> <mi>dwc_moreinfo</mi></a>","NY01914808","Bryophyta","(Hook.) E.B.Bartram","13390","1985","07","01","Urrao","-76.08","6.42","W. C. Steere",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","1914793","PreservedSpecimen","Plantae","Dicranaceae","Atractylocarpus","longisetus","Atractylocarpus longisetus",NA,"N. Cardona de Hollaender","South America","Colombia","Cauca","Coconuco. Carretera que lleva a Purace, Cordillera Central de los Andes. Paramo de frailejones, camino a los termales de San Juan.","3050",NA,"packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2153043' target='other'> <mi>dwc_moreinfo</mi></a>","NY01914793","Bryophyta","(Hook.) E.B.Bartram","1443","1991","09","28","Puracé","-76.47","2.33","S. P. Churchill",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","02514929","PreservedSpecimen","Plantae","Dicranaceae","Atractylocarpus","longisetus","Atractylocarpus longisetus",NA,"J. Muñoz","South America","Colombia","Nariño","corregimiento El Encano, Tunguragua, SW del lago La Cocha","2700",NA,"packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2746014' target='other'> <mi>dwc_moreinfo</mi></a>","NY02514929","Bryophyta","(Hook.) E.B.Bartram","98-442","1998","07","29","Pasto","-77.13","1.07","D. Cortés",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","518450","PreservedSpecimen","Plantae","Dicranaceae","Atractylocarpus","longisetus","Atractylocarpus longisetus",NA,"W. R. Buck","South America","Ecuador","Azuay","Maylas Reserva Ecológica Natural, ca. 5 km SE of bridge at entrance to reserve along Gualaceo-Gral. L. Plaza Gutiérrez (Limón) Hwy","3265","3265","packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=38517' target='other'> <mi>dwc_moreinfo</mi></a>","NY00518450","Bryophyta","(Hook.) E.B.Bartram","39173","2001","05","22","Gualaceo","-78.67","-2.95",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","1914822","PreservedSpecimen","Plantae","Dicranaceae","Atractylocarpus","longisetus","Atractylocarpus longisetus",NA,"S. P. Churchill","South America","Colombia","Antioquia","Alto de Boqueron, 25 km NO de Medellin.","2800","3000","packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2153072' target='other'> <mi>dwc_moreinfo</mi></a>","NY01914822","Bryophyta","(Hook.) E.B.Bartram","14254","1986","07","08","Medellín","-75.17","6.33","S. P. Churchill",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","1914834","PreservedSpecimen","Plantae","Dicranaceae","Atractylocarpus","longisetus","Atractylocarpus longisetus",NA,"Y. E. J. Mexia","South America","Ecuador","Carchi","Trail Pun to Chingual.","2926",NA,"packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2153084' target='other'> <mi>dwc_moreinfo</mi></a>","NY01914834","Bryophyta","(Hook.) E.B.Bartram","7616a","1935","08","14","Tulcán",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","1914810","PreservedSpecimen","Plantae","Dicranaceae","Atractylocarpus","longisetus","Atractylocarpus longisetus",NA,"R. R. Ireland, Jr.","South America","Colombia","Boyacá","Paramo La Rusia.","3550",NA,"packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2153060' target='other'> <mi>dwc_moreinfo</mi></a>","NY01914810","Bryophyta","(Hook.) E.B.Bartram","23654","1988","10","26","Duitama","-73","6","R. R. Ireland, Jr.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-02-08 10:39:44-03","NBC","NL-BOTANY","U 0031879","PreservedSpecimen","Plantae","Musci","Atractylocarpus","longisetus","Atractylocarpus longisetus",NA,"Cleef AM","Southern America","Colombia","Boyacá",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200031879 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0031879",NA,"(Hook.) E.B.Bartram",NA,"1973","05","23",NA,NA,NA,"Padberg M","Musci",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-02-08 10:39:44-03","NBC","NL-BOTANY","L 0057150","PreservedSpecimen","Plantae","Musci","Atractylocarpus","longisetus","Atractylocarpus longisetus","isotype","Herzog T","Southern America","Bolivia","Cochabamba","Boliviabei Incacorral (Prov. Cochabamba)",NA,NA,NA,NA,"auf faulem holz in Bergwald<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200057150 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0057150",NA,"(Hook.) E.B.Bartram",NA,"1908","01","01",NA,NA,NA,NA,"Musci","9109025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-02-08 10:39:44-03","NBC","NL-BOTANY","U 0031852","PreservedSpecimen","Plantae","Musci","Atractylocarpus","longisetus","Atractylocarpus longisetus",NA,"Cleef AM","Southern America","Colombia","Cundinamarca",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200031852 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0031852",NA,"(Hook.) E.B.Bartram",NA,"1973","01","26",NA,NA,NA,"Frahm J-P","Musci",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-02-08 10:39:44-03","NBC","NL-BOTANY","U 0031853","PreservedSpecimen","Plantae","Musci","Atractylocarpus","longisetus","Atractylocarpus longisetus",NA,"Cleef AM","Southern America","Colombia","Meta",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200031853 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0031853",NA,"(Hook.) E.B.Bartram",NA,"1973","01","17",NA,NA,NA,"Frahm J-P","Musci",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-02-08 10:39:44-03","NBC","NL-BOTANY","U 0031854","PreservedSpecimen","Plantae","Musci","Atractylocarpus","longisetus","Atractylocarpus longisetus",NA,"Cleef AM","Southern America","Colombia","Cundinamarca",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200031854 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0031854",NA,"(Hook.) E.B.Bartram",NA,"1972","08","25",NA,NA,NA,"Frahm J-P","Musci",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-02-08 10:39:44-03","NBC","NL-BOTANY","U 0031855","PreservedSpecimen","Plantae","Musci","Atractylocarpus","longisetus","Atractylocarpus longisetus",NA,"Cleef AM; Jaramillo Mejía R","Southern America","Colombia","Cundinamarca",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200031855 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0031855",NA,"(Hook.) E.B.Bartram",NA,"1972","05","24",NA,NA,NA,"Frahm J-P","Musci",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-02-08 10:39:44-03","NBC","NL-BOTANY","U 0031857","PreservedSpecimen","Plantae","Musci","Atractylocarpus","longisetus","Atractylocarpus longisetus",NA,"Churchill SP; Arbeláez Alvarez AL","Southern America","Colombia","Nariño",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200031857 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0031857",NA,"(Hook.) E.B.Bartram",NA,"1988","11","01",NA,NA,NA,NA,"Musci",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-02-08 10:39:44-03","NBC","NL-BOTANY","U 0031858","PreservedSpecimen","Plantae","Musci","Atractylocarpus","longisetus","Atractylocarpus longisetus",NA,"Cleef AM","Southern America","Colombia","Boyacá",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200031858 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0031858",NA,"(Hook.) E.B.Bartram",NA,"1972","12","15",NA,NA,NA,"Frahm J-P","Musci",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-02-08 10:39:44-03","NBC","NL-BOTANY","U 0031861","PreservedSpecimen","Plantae","Musci","Atractylocarpus","longisetus","Atractylocarpus longisetus",NA,"Hammen T van der; Jaramillo Mejía R","Southern America","Colombia","Tolima",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200031861 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0031861",NA,"(Hook.) E.B.Bartram",NA,"1975","08","12",NA,NA,NA,NA,"Musci",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-02-08 10:39:44-03","NBC","NL-BOTANY","U 0031862","PreservedSpecimen","Plantae","Musci","Atractylocarpus","longisetus","Atractylocarpus longisetus",NA,"Ireland RR","Southern America","Colombia","Boyacá",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200031862 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0031862",NA,"(Hook.) E.B.Bartram",NA,"1988","10","26",NA,NA,NA,"Ireland RR","Musci",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-02-08 10:39:44-03","NBC","NL-BOTANY","U 0031863","PreservedSpecimen","Plantae","Musci","Atractylocarpus","longisetus","Atractylocarpus longisetus",NA,"Smeets R","Southern America","Colombia","Cundinamarca",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200031863 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0031863",NA,"(Hook.) E.B.Bartram",NA,"1986","11","01",NA,NA,NA,"Frahm J-P","Musci",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-02-08 10:39:44-03","NBC","NL-BOTANY","U 0031864","PreservedSpecimen","Plantae","Musci","Atractylocarpus","longisetus","Atractylocarpus longisetus",NA,"Cleef AM","Southern America","Colombia","Cundinamarca",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200031864 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0031864",NA,"(Hook.) E.B.Bartram",NA,"1972","02","12",NA,NA,NA,"Padberg M","Musci",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-02-08 10:39:44-03","NBC","NL-BOTANY","U 0031865","PreservedSpecimen","Plantae","Musci","Atractylocarpus","longisetus","Atractylocarpus longisetus",NA,"Hammen T van der; Jaramillo Mejía R","Southern America","Colombia","Cundinamarca",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200031865 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0031865",NA,"(Hook.) E.B.Bartram",NA,"1967","09","20",NA,NA,NA,"Florschütz PA","Musci",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-02-08 10:39:44-03","NBC","NL-BOTANY","U 0031866","PreservedSpecimen","Plantae","Musci","Atractylocarpus","longisetus","Atractylocarpus longisetus",NA,"Frahm J-P","Southern America","Peru","San Martín",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200031866 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0031866",NA,"(Hook.) E.B.Bartram",NA,"1982","09","10",NA,NA,NA,"Menzel M","Musci",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-02-08 10:39:44-03","NBC","NL-BOTANY","U 0031867","PreservedSpecimen","Plantae","Musci","Atractylocarpus","longisetus","Atractylocarpus longisetus",NA,"Cleef AM","Southern America","Colombia","Cundinamarca",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200031867 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0031867",NA,"(Hook.) E.B.Bartram",NA,"1972","05","11",NA,NA,NA,"Padberg M","Musci",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-02-08 10:39:44-03","NBC","NL-BOTANY","U 0031868","PreservedSpecimen","Plantae","Musci","Atractylocarpus","longisetus","Atractylocarpus longisetus",NA,"Frahm J-P","Southern America","Peru","San Martín",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200031868 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0031868",NA,"(Hook.) E.B.Bartram",NA,"1982","08","31",NA,NA,NA,"Frahm J-P","Musci",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-02-08 10:39:44-03","NBC","NL-BOTANY","U 0031869","PreservedSpecimen","Plantae","Musci","Atractylocarpus","longisetus","Atractylocarpus longisetus",NA,"Reenen G van","Southern America","Colombia","Risaralda",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200031869 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0031869",NA,"(Hook.) E.B.Bartram",NA,"1980","01","30",NA,NA,NA,"Reenen G van","Musci",NA,"1984","03","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
