"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","geoFlag","occurrenceRemarks","continentOcean","individualCount","barcode","phylum","class","order","monthIdentified","dayIdentified","imagecode"
"23","2017-09-11 17:12:23-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Warczewiczella","flabelliformis","Warczewiczella flabelliformis","(Sw.) Cogn.",NA,NA,"Sintenis, PEE","2192?",NA,NA,NA,"?",NA,NA,"ad saxa et in sylvis primaevis ad radices arborum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2017-09-11 17:12:23-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Warczewiczella","flabelliformis","Warczewiczella flabelliformis","(Sw.) Cogn.",NA,NA,"Sintenis, PEE","507",NA,NA,NA,"?",NA,NA,"ad saxa et in sylvis primaevis ad radices arborum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2017-09-11 17:12:23-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Warczewiczella","flabelliformis","Warczewiczella flabelliformis","(Sw.) Cogn.",NA,NA,"Sintenis, PEE","4710?",NA,NA,NA,"?",NA,NA,"ad saxa et in sylvis primaevis ad radices arborum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2017-09-11 17:12:23-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Warczewiczella","flabelliformis","Warczewiczella flabelliformis","(Sw.) Cogn.",NA,NA,"Descourtilz, ME","s.n.",NA,NA,NA,"Brazil",NA,NA,"Habitat in arboribus ad Serra de Mantiqueira inter prov. Minas Geraes et S. Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"27","2017-09-11 17:12:23-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Warczewiczella","flabelliformis","Warczewiczella flabelliformis","(Sw.) Cogn.",NA,NA,"Descourtilz, ME","s.n.",NA,NA,NA,"Brazil",NA,NA,"Habitat in arboribus ad Serra de Mantiqueira inter prov. Minas Geraes et S. Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"28","2017-09-11 17:12:23-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Warczewiczella","flabelliformis","Warczewiczella flabelliformis","(Sw.) Cogn.",NA,NA,"Swartz, OP","s.n.",NA,NA,NA,"Jamaica",NA,NA,"in Jamaica",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"29","2017-09-11 17:12:23-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Warczewiczella","flabelliformis","Warczewiczella flabelliformis","(Sw.) Cogn.",NA,NA,"Wagener, H","s.n.",NA,NA,NA,"Venezuela",NA,NA,"Etiam in Venezuelae prov. Caracas altit. 1000m",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"30","2017-09-11 17:12:23-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Warczewiczella","flabelliformis","Warczewiczella flabelliformis","(Sw.) Cogn.",NA,NA,"Swartz, OP","s.n.",NA,NA,NA,"Jamaica",NA,NA,"in Jamaica",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"31","2017-09-11 17:12:23-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Warczewiczella","wailesiana","Warczewiczella wailesiana","(Lindl.) Rchb.f. ex E.Morren",NA,NA,"Comm. Geogr.Geol. S. Paulo","3260",NA,NA,NA,"Brazil","São Paulo",NA,"terrestris et in arboribus prope S. Paulo",NA,NA,NA,NA,NA,NA,NA,NA,"Floret Februario","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"32","2017-09-11 17:12:23-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Warczewiczella","wailesiana","Warczewiczella wailesiana","(Lindl.) Rchb.f. ex E.Morren",NA,NA,"Gardner, G","s.n.",NA,NA,NA,"Brazil","Minas Gerais",NA,"Habitat in prov. Minas Geraes secus flum. Parahyba",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"33","2017-09-11 17:12:23-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Warczewiczella","wailesiana","Warczewiczella wailesiana","(Lindl.) Rchb.f. ex E.Morren",NA,NA,"Binot, PM","s.n.",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"prope Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"34","2017-09-11 17:12:23-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Warczewiczella","wailesiana","Warczewiczella wailesiana","(Lindl.) Rchb.f. ex E.Morren",NA,NA,"Gardner, G","s.n.",NA,NA,NA,"Brazil","Minas Gerais",NA,"Habitat in prov. Minas Geraes secus flum. Parahyba",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"35","2017-09-11 17:12:23-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Warczewiczella","wailesiana","Warczewiczella wailesiana","(Lindl.) Rchb.f. ex E.Morren",NA,NA,"Porte, M","s.n.",NA,NA,NA,"Brazil","Bahia",NA,"in prov. Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"36","2017-09-11 17:12:23-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Warczewiczella","wailesiana","Warczewiczella wailesiana","(Lindl.) Rchb.f. ex E.Morren",NA,NA,"Comm. Geogr.Geol. S. Paulo","3260?",NA,NA,NA,"Brazil","São Paulo",NA,"terrestris et in arboribus prope S. Paulo",NA,NA,NA,NA,NA,NA,NA,NA,"Floret Februario","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"37","2017-09-11 17:12:23-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Warczewiczella","wailesiana","Warczewiczella wailesiana","(Lindl.) Rchb.f. ex E.Morren",NA,NA,"Porte, M","s.n.",NA,NA,NA,"Brazil","Bahia",NA,"in prov. Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"38","2017-09-11 17:12:23-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Warczewiczella","wailesiana","Warczewiczella wailesiana","(Lindl.) Rchb.f. ex E.Morren",NA,NA,"Binot, PM","s.n.",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"prope Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-11-21 10:13:02-03","IBt","SP","185835","S","Plantae","Orchidaceae","Cochleanthes","flabelliformis","Cochleanthes flabelliformis","(Sw.) R.E.Schult. & Garay","Meneguzzo, TEC","2017","Barros, F","s.n.","1983","02","09","Brasil","São Paulo","Cananéia","Ilha do Cardoso","-47.9199981689453","-25.0100002288818",NA,NA,"37574",NA,NA,"auto",NA,NA,NA,"SP033152",NA,NA,NA,"01",NA,"SP033152"
"40","2019-11-21 10:13:02-03","IBt","SP","385247","S","Plantae","Orchidaceae","Cochleanthes","flabelliformis","Cochleanthes flabelliformis","(Sw.) R.E.Schult. & Garay","Meneguzzo, TEC","2017","Romanini, RP","292","2006","05","06","Brasil","São Paulo","Cananéia","Ilha do Cardoso, Cultivada no Instituto de Botânica sob n° 17.928","-47.9199981689453","-25.0100002288818",NA,NA,"37574",NA,NA,"auto",NA,NA,NA,"SP033153",NA,NA,NA,"01",NA,"SP033153"
"41","2019-11-21 10:13:02-03","IBt","SP","1562","S","Plantae","Orchidaceae","Cochleanthes","flabelliformis","Cochleanthes flabelliformis","(Sw.) R.E.Schult. & Garay","Meneguzzo, TEC","2017","Hoehne, FC","s.n.","1929",NA,NA,"Brasil","São Paulo","Eldorado","Xiririca. Cultivada em São Paulo (Capital), fl. 16/IV/1934","-48.0999984741211","-24.5200004577637",NA,NA,"38804",NA,NA,"auto",NA,NA,NA,"SP033150",NA,NA,NA,"01",NA,"SP033150"
"42","2019-11-21 10:13:02-03","IBt","SP","244631","S","Plantae","Orchidaceae","Cochleanthes","flabelliformis","Cochleanthes flabelliformis","(Sw.) R.E.Schult. & Garay","Meneguzzo, TEC","2017","Catharino, ELM; et al.","1377","1990","05","16","Brasil","São Paulo","Iguape","Estação Ecológica Juréia-Itatins, Proximidade do maçciço da Juréia, trilha para a foz do Rio Verde a partir do alojamento do IBAMA","-47.5499992370605","-24.7000007629395",NA,NA,"55628",NA,NA,"auto","Epífita a ca. 1,5m alt., perianto creme, labelo alvo com estrias púrpureas",NA,NA,"SP033151",NA,NA,NA,"01",NA,"SP033151"
"43","2019-11-21 10:13:02-03","IBt","SP","29547","S","Plantae","Orchidaceae","Cochleanthes","wailesiana","Cochleanthes wailesiana","(Lindl.) R.E.Schult. & Garay","Barros, F","1980","Loefgren, A; Edwall, G","CGG3260","1896","02","11","Brasil","São Paulo","São João da Boa Vista","Em cultivo","-46.7900009155273","-21.9599990844727",NA,NA,"17205",NA,NA,"auto",NA,NA,NA,"SP009499",NA,NA,NA,"05","23","SP009499"
"44","2019-11-21 10:13:54-03","IBt","SP","247597","S","Plantae","Orchidaceae","Warczewiczella","wailesiana","Warczewiczella wailesiana","(Lindl.) É.Morren","Meneguzzo, TEC","2017","Silva, EF","s.n.","1980","07","06","Brasil","Bahia",NA,"Sul do Estado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP033154",NA,NA,NA,"01",NA,"SP033154"
"45","2019-11-21 10:13:54-03","IBt","SP","35808","S","Plantae","Orchidaceae","Warczewiczella","wailesiana","Warczewiczella wailesiana","(Lindl.) É.Morren","Meneguzzo, TEC","2017","Mazzini, E","5","1936","07","31","Brasil","Espírito Santo","Itabapoana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP033155",NA,NA,NA,"01",NA,"SP033155"
"46","2019-11-21 10:13:54-03","IBt","SP","45304","S","Plantae","Orchidaceae","Warczewiczella","wailesiana","Warczewiczella wailesiana","(Lindl.) É.Morren","Meneguzzo, TEC","2017","Heringer, EP","489","1941","03","24","Brasil","Minas Gerais","Coronel Pacheco",NA,"-43.2655982971191","-21.5877990722656",NA,NA,"10350",NA,NA,"auto",NA,NA,NA,"SP033166",NA,NA,NA,"01",NA,"SP033166"
