"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","typeStatus","recordedBy","continentOcean","country","locality","relatedCatalogItem","occurrenceRemarks","barcode","imagecode","year","month","day","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","fieldNumber","preparationType","minimumElevationInMeters","recordNumber","stateProvince","county","maximumElevationInMeters","individualCount","phylum","sex"
"11","2015-09-03 19:45:26-03","MNHN","RECOLNAT_MNHN_P","P00331049","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Phragmipedium","lindleyanum","Phragmipedium lindleyanum","(R.H.Schomb. ex Lindl.) Rolfe","Granville",NA,NA,NA,NA,"Granville, J.J. de",NA,"Guyane française","Massif des Emerillons, zone centrale",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00331049' target='other'> <mi>dwc_moreinfo</mi></a>","P00331049","P00331049_01","1980","9","10",NA,NA,NA,NA,"3803","hb","400",NA,NA,NA,NA,NA,NA,NA
"12","2015-09-04 14:31:39-03","MNHN","RECOLNAT_MNHN_P","P00331050","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Phragmipedium","lindleyanum","Phragmipedium lindleyanum","(R.H.Schomb. ex Lindl.) Rolfe","Granville",NA,NA,NA,NA,"Granville, J.J. de",NA,"Guyane française","Massif des Emerillons, zone centrale",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00331050' target='other'> <mi>dwc_moreinfo</mi></a>","P00331050","P00331050_01","1980","9","10",NA,NA,NA,NA,"3803","hb","400",NA,NA,NA,NA,NA,NA,NA
"13","2016-12-21 13:55:43-02","MNHN","RECOLNAT_MNHN_P","P00331051","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Phragmipedium","lindleyanum","Phragmipedium lindleyanum","(R.H.Schomb. ex Lindl.) Rolfe","Granville",NA,NA,NA,NA,"Granville, J.J. de",NA,"Guyane française","Monts de le Trinité",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00331051' target='other'> <mi>dwc_moreinfo</mi></a>","P00331051","P00331051_01","1981","8","4",NA,NA,NA,NA,"4742","hb",NA,NA,NA,NA,NA,NA,NA,NA
"14","2015-09-03 19:30:05-03","MNHN","RECOLNAT_MNHN_P","P00331052","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Phragmipedium","lindleyanum","Phragmipedium lindleyanum","(R.H.Schomb. ex Lindl.) Rolfe","Granville",NA,NA,NA,NA,"Granville, J.J. de",NA,"Guyane française","Monts de le Trinité",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00331052' target='other'> <mi>dwc_moreinfo</mi></a>","P00331052","P00331052_01","1981","8","4",NA,NA,NA,NA,"4742","hb",NA,NA,NA,NA,NA,NA,NA,NA
"15","2015-09-03 19:30:05-03","MNHN","RECOLNAT_MNHN_P","P00331053","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Phragmipedium","lindleyanum","Phragmipedium lindleyanum","(R.H.Schomb. ex Lindl.) Rolfe","Granville",NA,NA,NA,NA,"Granville, J.J. de",NA,"Guyane française","Montagnes de le Trinité. Bassin de la Mana",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00331053' target='other'> <mi>dwc_moreinfo</mi></a>","P00331053","P00331053_01","1997","3","16","-53.36667","4.61667",NA,NA,"13402","hb","200",NA,NA,NA,NA,NA,NA,NA
"16","2015-09-03 19:30:05-03","MNHN","RECOLNAT_MNHN_P","P00331054","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Phragmipedium","lindleyanum","Phragmipedium lindleyanum","(R.H.Schomb. ex Lindl.) Rolfe","Granville",NA,NA,NA,NA,"Granville, J.J. de",NA,"Guyane française","Monts de le Trinité",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00331054' target='other'> <mi>dwc_moreinfo</mi></a>","P00331054","P00331054_01","1981","8","4",NA,NA,NA,NA,"4742","hb",NA,NA,NA,NA,NA,NA,NA,NA
"17","2015-09-03 19:45:26-03","MNHN","RECOLNAT_MNHN_P","P00331055","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Phragmipedium","lindleyanum","Phragmipedium lindleyanum","(R.H.Schomb. ex Lindl.) Rolfe","Granville",NA,NA,NA,NA,"Granville, J.J. de|Acevedo, P.|Boyer, A.|Hollenberg, L.",NA,"Brésil","Inselberg Talouakem. Massif des Tumuc-Humac",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00331055' target='other'> <mi>dwc_moreinfo</mi></a>","P00331055","P00331055_01","1993","8","10",NA,NA,NA,NA,"12189","hb","620",NA,NA,NA,NA,NA,NA,NA
"18","2015-09-03 19:34:47-03","MNHN","RECOLNAT_MNHN_P","P00340871","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Phragmipedium","lindleyanum","Phragmipedium lindleyanum","(R.H.Schomb. ex Lindl.) Rolfe",NA,NA,NA,NA,NA,"Lechat, F.|Pignal, M.",NA,"Brésil","Pedra Branca, Bahia",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00340871' target='other'> <mi>dwc_moreinfo</mi></a>","P00340871","P00340871_01","1993","10","23",NA,NA,NA,NA,"558 h","hb",NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-08-19 10:37:10-03","MNHN","RECOLNAT_MNHN_P","P00950836","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Phragmipedium","lindleyanum","Phragmipedium lindleyanum","(R.H.Schomb. ex Lindl.) Rolfe","Romero",NA,NA,NA,NA,"Wurdack, K.J.",NA,"Guyana",NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00950836' target='other'> <mi>dwc_moreinfo</mi></a>","P00950836","P00950836_01","2009","5","22","-60.70056","5.61472",NA,NA,"5142","hb","568",NA,NA,NA,NA,NA,NA,NA
"20","2019-08-19 10:37:10-03","MNHN","RECOLNAT_MNHN_P","P00950837","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Phragmipedium","lindleyanum","Phragmipedium lindleyanum","(R.H.Schomb. ex Lindl.) Rolfe","Romero",NA,NA,NA,NA,"Wurdack, K.J.",NA,"Guyana",NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00950837' target='other'> <mi>dwc_moreinfo</mi></a>","P00950837","P00950837_01","2009","5","22","-60.70056","5.61472",NA,NA,"5142","hb","568",NA,NA,NA,NA,NA,NA,NA
"21","2015-09-15 23:42:10-03","MNHN","RECOLNAT_MNHN_P","P00331044","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Selenipedium","lindleyanum","Selenipedium lindleyanum","(M.R.Schomb.) Rchb.f.",NA,NA,NA,NA,NA,"Jenman, G.S.",NA,"Guyana","Demerara",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00331044' target='other'> <mi>dwc_moreinfo</mi></a>","P00331044","P00331044_01","1882","1",NA,NA,NA,NA,NA,"879","hb",NA,NA,NA,NA,NA,NA,NA,NA
"22","2015-04-28 11:40:00-03","MO","MOBOT","100811649","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Phragmipedium","lindleyanum","Phragmipedium lindleyanum","(R.H. Schomb. ex Lindl.) Rolfe","L.M. McCook",NA,NA,NA,NA,"Julian A. Steyermark|Ronald L. Liesner|Bruce K. Holst","South America","Venezuela","Protected due to name conservation status",NA,NA,NA,NA,"1986","5","22","-62.02","5.87",NA,NA,NA,NA,"1800.00000000","Steyermark 132054","Bolívar","Piar","1825.00000000","1",NA,NA
"23","2016-10-19 05:42:00-02","MO","MOBOT","2836850","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Phragmipedium","lindleyanum","Phragmipedium lindleyanum","(R.H. Schomb. ex Lindl.) Rolfe",NA,NA,NA,NA,NA,"Germán Carnevali|Francisco G. Lorea H.|N. Warford|Barbara Ann Whitlock|Conrad Fleming","South America","Venezuela","Protected due to name conservation status",NA,NA,NA,NA,"1993","8","1","-61.42","6.4",NA,NA,NA,NA,NA,"Carnevali 3220","Bolívar",NA,NA,NA,NA,NA
"24","2013-01-01 13:46:00-02","MO","MOBOT","2837781","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Phragmipedium","lindleyanum","Phragmipedium lindleyanum","(R.H. Schomb. ex Lindl.) Rolfe","J.J. de Granville",NA,NA,NA,NA,"J.J. de Granville|Georges Cremers","South America","Guyana","Protected due to name conservation status",NA,NA,NA,NA,"1993","4","18",NA,NA,NA,NA,NA,NA,"550.00000000","Granville 11809",NA,NA,NA,NA,NA,NA
"25","2010-02-05 21:28:00-02","MO","MOBOT","2837989","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Phragmipedium","lindleyanum","Phragmipedium lindleyanum","(R.H. Schomb. ex Lindl.) Rolfe","G. arnevali",NA,NA,NA,NA,"Brian M. Boom|Gary Samuels","South America","Guyana","Protected due to name conservation status",NA,NA,NA,NA,"1989","7","6","-59.83","5.08",NA,NA,NA,NA,"1650.00000000","Boom 9109",NA,NA,NA,NA,NA,NA
"26","2008-05-27 22:02:00-03","MO","MOBOT","2839709","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Phragmipedium","lindleyanum","Phragmipedium lindleyanum","(R.H. Schomb. ex Lindl.) Rolfe","G. Carnevali & I. Ramírez",NA,NA,NA,NA,"N. Ramírez","South America","Venezuela","Protected due to name conservation status",NA,NA,NA,NA,"1993","8","17",NA,NA,NA,NA,NA,NA,NA,"Ramírez 4456","Bolívar",NA,NA,NA,NA,NA
"27","2009-11-13 09:05:00-02","MO","MOBOT","2840057","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Phragmipedium","lindleyanum","Phragmipedium lindleyanum","(R.H. Schomb. ex Lindl.) Rolfe","L.M. McCook",NA,NA,NA,NA,"William J. Hahn|Emmet J. Judziewicz|S. Tiwari|Doorjoohan Gopaul","South America","Guyana","Protected due to name conservation status",NA,NA,NA,NA,"1988","4","16","-59.48","5.17",NA,NA,NA,NA,"500.00000000","Hahn 4646",NA,NA,NA,NA,NA,NA
"28","2008-05-27 22:02:00-03","MO","MOBOT","667419","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Phragmipedium","lindleyanum","Phragmipedium lindleyanum","(R.H. Schomb. ex Lindl.) Rolfe","G.Carnevali & I.Ramirez (FVG 2003)",NA,NA,NA,NA,"Ronald L. Liesner|Bruce K. Holst","South America","Venezuela","Protected due to name conservation status",NA,NA,NA,NA,"1986","5","9","-62.22","5.92",NA,NA,"86-23",NA,"700.00000000","Liesner 20728","Bolívar",NA,"950.00000000","3",NA,NA
"29","2020-09-12 05:00:02-03","US","US","3317951","PreservedSpecimen","Plantae","Monocotyledonae","Orchidales","Orchidaceae","Phragmipedium","lindleyanum","Phragmipedium lindleyanum","Lindl.","McCook, Lucile M.",NA,NA,NA,NA,"W. Hahn, E. J. Judziewicz, S. Tiwari & D. Gopaul","South America - Neotropics","Guyana",NA,NA,NA,NA,NA,"1988","4","16",NA,NA,NA,NA,NA,NA,"500","4646","Potaro-Siparuni",NA,NA,"1",NA,NA
"30","2020-09-12 05:00:02-03","US","US","3106649","PreservedSpecimen","Plantae","Monocotyledonae","Orchidales","Orchidaceae","Phragmipedium","lindleyanum","Phragmipedium lindleyanum","Lindl.",NA,NA,NA,NA,NA,"L. P. Kvist, X. Londoño, O. C. Steele & S. Tiwari","South America - Neotropics","Guyana",NA,NA,NA,NA,NA,"1987","10","18",NA,NA,NA,NA,NA,NA,NA,"369","Potaro-Siparuni",NA,NA,"1",NA,NA
"31","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae","Monocotyledonae","Orchidales","Orchidaceae","Phragmipedium","lindleyanum","Phragmipedium lindleyanum","Lindl.","Romero, Gustavo A.",NA,NA,NA,NA,"K. J. Wurdack, K. M. Redden, C. Perry, E. Zimmerman, D. Hunter, T. Hunter & V. Roland","South America - Neotropics","Guyana",NA,NA,NA,NA,NA,"2009","5","7",NA,NA,NA,NA,NA,NA,"496","4891","Cuyuni-Mazaruni",NA,NA,"1",NA,NA
"32","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae","Monocotyledonae","Orchidales","Orchidaceae","Phragmipedium","lindleyanum","Phragmipedium lindleyanum","Lindl.","Granville, J. J. de, (CAY), Institut de Recherche pour le Developpement (IRD) (FRENCH GUIANA)",NA,NA,NA,NA,"J.-J. de Granville, P. Acevedo-Rodriguez, A. Boyer & L. Hollenberg","South America - Neotropics","Brazil",NA,NA,NA,NA,NA,"1993","8","10",NA,NA,NA,NA,NA,NA,NA,"12189","Amapá",NA,NA,"1",NA,NA
"33","2020-09-12 05:00:02-03","US","US","2249454","PreservedSpecimen","Plantae","Monocotyledonae","Orchidales","Orchidaceae","Phragmipedium","lindleyanum","Phragmipedium lindleyanum","Lindl.",NA,NA,NA,NA,NA,"E. Foldats","South America - Neotropics","Venezuela",NA,NA,NA,NA,NA,"1956","12","29",NA,NA,NA,NA,NA,NA,NA,"2667","Bolivar",NA,NA,"1",NA,NA
"34","2020-09-12 05:00:02-03","US","US","3303618","PreservedSpecimen","Plantae","Monocotyledonae","Orchidales","Orchidaceae","Phragmipedium","lindleyanum","Phragmipedium lindleyanum","Lindl.",NA,NA,NA,NA,NA,"J.-J. de Granville, P. Acevedo-Rodriguez, A. Boyer & L. Hollenberg","South America - Neotropics","Brazil",NA,NA,NA,NA,NA,"1993","8","10",NA,NA,NA,NA,NA,NA,NA,"12189","Amapá",NA,NA,"1",NA,NA
"35","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae","Monocotyledonae","Orchidales","Orchidaceae","Phragmipedium","lindleyanum","Phragmipedium lindleyanum","Lindl.","Romero, Gustavo A.",NA,NA,NA,NA,"K. J. Wurdack, K. M. Redden, C. Perry, E. Zimmerman, D. Hunter, T. Hunter & V. Roland","South America - Neotropics","Guyana",NA,NA,NA,NA,NA,"2009","5","22",NA,NA,NA,NA,NA,NA,"568","5142","Cuyuni-Mazaruni",NA,NA,"1",NA,NA
"36","2020-09-12 05:00:02-03","US","US","2677906","PreservedSpecimen","Plantae","Monocotyledonae","Orchidales","Orchidaceae","Phragmipedium","lindleyanum","Phragmipedium lindleyanum","Lindl.",NA,NA,NA,NA,NA,"R. S. Cowan & T. R. Soderstrom","South America - Neotropics","Guyana",NA,NA,NA,NA,NA,"1962","3","13",NA,NA,NA,NA,NA,NA,NA,"2160",NA,NA,NA,"1",NA,NA
"37","2019-07-09 12:44:42-03","F","FMNH-SEEDPLANTS","V0434719F","PreservedSpecimen","Plantae","Monocotyledoneae",NA,"Orchidaceae","Phragmipedium","lindleyanum","Phragmipedium lindleyanum",NA,NA,NA,NA,NA,NA,"J. A. Steyermark","South America","Venezuela",NA,NA,NA,"V0434719F","V0434719F_01","1944","11","14","-65.9119","7.0758",NA,NA,NA,NA,NA,"60104",NA,NA,NA,NA,"Spermatophyta",NA
"38","2019-07-09 12:46:46-03","F","FMNH-SEEDPLANTS","V0434720F","PreservedSpecimen","Plantae","Monocotyledoneae",NA,"Orchidaceae","Phragmipedium","lindleyanum","Phragmipedium lindleyanum",NA,"RRC ID Flag",NA,NA,NA,NA,"E. A. Christenson","South America","Suriname",NA,NA,NA,"V0434720F","V0434720F_01 V0434720F_02","1988","12","26",NA,NA,NA,NA,"1750",NA,NA,"1750",NA,NA,NA,NA,"Spermatophyta",NA
"39","2019-07-09 12:44:42-03","F","FMNH-SEEDPLANTS","V0434721F","PreservedSpecimen","Plantae","Monocotyledoneae",NA,"Orchidaceae","Phragmipedium","lindleyanum","Phragmipedium lindleyanum",NA,NA,NA,NA,NA,NA,"J. A. Steyermark","South America","Venezuela",NA,NA,NA,"V0434721F","V0434721F_01","1944","11","14","-65.9119","7.0758",NA,NA,NA,NA,NA,"60104",NA,NA,NA,NA,"Spermatophyta",NA
"40","2019-07-09 12:44:42-03","F","FMNH-SEEDPLANTS","V0434722F","PreservedSpecimen","Plantae","Monocotyledoneae",NA,"Orchidaceae","Phragmipedium","lindleyanum","Phragmipedium lindleyanum",NA,NA,NA,NA,NA,NA,"R. S. Cowan & T. R. Soderstrom","South America","British Guiana [Guyana]",NA,NA,NA,"V0434722F","V0434722F_01","1962","3","13","-59","5",NA,NA,NA,NA,NA,"2160",NA,NA,NA,NA,"Spermatophyta",NA
"41","2019-07-09 12:44:43-03","F","FMNH-SEEDPLANTS","V0434723F","PreservedSpecimen","Plantae","Monocotyledoneae",NA,"Orchidaceae","Phragmipedium","lindleyanum","Phragmipedium lindleyanum",NA,NA,NA,NA,NA,NA,"R. H. Schomburgk","South America","British Guiana [Guyana]",NA,NA,NA,"V0434723F","V0434723F_01","1842",NA,NA,"-59","5",NA,NA,NA,NA,NA,"727",NA,NA,NA,NA,"Spermatophyta",NA
"42","2017-09-11 17:12:18-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Selenipedium","kaieteurium","Selenipedium kaieteurium","N.E.Br.",NA,NA,NA,NA,NA,"Jenman, GS","Southern America","Guyana","in Guiana anglica secus flum. Potato cataractam Kaieteur in fissuris rupium.",NA,"potato infra cataractam kaieteur in fissuris rupium.; HABITAT: potato infra cataractam kaieteur in fissuris rupium.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"879",NA,NA,NA,NA,NA,NA
"43","2017-09-11 17:12:18-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Selenipedium","lindleyanum","Selenipedium lindleyanum","(M.R.Schomb. ex Lindl.) Rchb.f.",NA,NA,NA,NA,NA,"Burke, D","Southern America","Guyana","Habitat in guiana anglica ad mont Roraima altit. 1800-2000m.",NA,NA,NA,"P03P4N0001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA
"44","2017-09-11 17:12:18-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Selenipedium","lindleyanum","Selenipedium lindleyanum","(M.R.Schomb. ex Lindl.) Rchb.f.",NA,NA,NA,NA,NA,"Thurn, EF","Southern America","Guyana","Habitat in guiana anglica ad mont Roraima altit. 1800-2000m.",NA,NA,NA,"P03P4N0001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53",NA,NA,NA,NA,NA,NA
"45","2017-09-11 17:12:18-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Selenipedium","lindleyanum","Selenipedium lindleyanum","(M.R.Schomb. ex Lindl.) Rchb.f.",NA,NA,NA,NA,NA,"Schomburgk, RH","Southern America","Guyana","habitat in guiana anglica ad mont Roraima altit. 1800-2000m.",NA,NA,NA,"P03P4N0001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1097",NA,NA,NA,NA,NA,NA
"46","2017-09-11 17:12:18-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Selenipedium","lindleyanum","Selenipedium lindleyanum","(M.R.Schomb. ex Lindl.) Rchb.f.",NA,NA,NA,NA,NA,"Schomburgk, RH","Southern America","Guyana","habitat in guiana anglica ad mont Roraima altit. 1800-2000m.",NA,NA,NA,"P03P4N0001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"727",NA,NA,NA,NA,NA,NA
"47","2021-03-03 22:00:02-03","FLAS","FLAS","223198","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Phragmipedium","lindleyanum","Phragmipedium lindleyanum","(R.H. Schomb. ex Lindl.) Rolfe",NA,NA,NA,NA,NA,"Mark Whitten",NA,"Brazil",NA,NA,"[Label note:] Voucher for DNA sequencing.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Preserved herbarium specimen",NA,"3643",NA,NA,NA,NA,NA,NA
"48","2019-06-25 15:30:30-03","AMES","HU-HERB","AMES 01952481","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Phragmipedium","lindleyanum","Phragmipedium lindleyanum","(Lindley) Rolfe",NA,NA,NA,NA,NA,"K. J. Wurdack, K. M. Redden, C. Perry, E. Zimmerman, D. Hunter, T. Hunter & V. Roland","South America","Guyana","Kako River. Forest behind base camp 2.",NA,NA,NA,NA,"2009","5","7","-60.7","5.7",NA,NA,"4891","Sheet",NA,"4891",NA,NA,NA,NA,NA,"undetermined"
