"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","imagecode","order","fieldNumber","individualCount","previousCatalogNumber"
"11","2020-12-09 17:04:57-03","IAP","PACA-BRYOPHYTES","110511","PreservedSpecimen","Plantae",NA,"Noterocladaceae","Noteroclada","confluens","Noteroclada confluens","Taylor ex Hook. f. & Wilson",NA,"Silva Junior, A.","3403","1989","10","21",NA,"Brasil","RS","Sapiranga","Picada Verão","-51.0069007873535","-29.6380996704102",NA,NA,NA,NA,"PACA110511",NA,NA,NA,NA,NA,"11711","auto",NA,NA,NA,NA,NA,NA
"12","2020-12-09 17:04:57-03","IAP","PACA-BRYOPHYTES","115580","PreservedSpecimen","Plantae",NA,"Noterocladaceae","Noteroclada","confluens","Noteroclada confluens","Taylor ex Hook. f. & Wilson",NA,"Momberger & Silva",NA,"1986","10","26",NA,"Brasil","RS","Sapiranga","Picada Verão","-51.0069007873535","-29.6380996704102",NA,NA,NA,"Habitat: Sobre rocha úmida, caverna da cascata grande.","PACA115580",NA,NA,NA,NA,NA,"11711","auto",NA,NA,NA,NA,NA,NA
"13","2020-12-09 17:04:57-03","IAP","PACA-BRYOPHYTES","117401","PreservedSpecimen","Plantae",NA,"Noterocladaceae","Noteroclada","confluens","Noteroclada confluens","Taylor ex Hook. f. & Wilson","Peralta, D. F.","Vital, D.M.","137","1963","09","29",NA,"Brasil","SP","Eldorado",NA,"-48.119444","-24.532778","100","100",NA,"sp086463 Habitat: sobre barranco junto a represa","PACA117401","2017","12",NA,"48º07'10.0W","24º31'58.0S",NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-12-09 17:04:57-03","IAP","PACA-BRYOPHYTES","106328","PreservedSpecimen","Plantae",NA,"Noterocladaceae","Noteroclada","confluens","Noteroclada confluens","Taylor ex Hook. f. & Wilson","O. Yano","Sehnem, A.","1045","1934","09",NA,NA,"Brasil","RS","São Leopoldo","Fazenda São Borja","-51.1472015380859","-29.7602996826172",NA,NA,NA,"Habitat: Ad rivum in terra.","PACA106328","2010","06",NA,NA,NA,"10287","auto",NA,NA,NA,NA,NA,NA
"15","2020-02-08 10:39:51-03","NBC","NL-BOTANY","L 0105238","PreservedSpecimen","Plantae",NA,"Musci","Noteroclada","confluens","Noteroclada confluens","Taylor ex Hook.f. & Wilson","Benavides J","Roivainen H",NA,"1969","12","03","Southern America","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200105238 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0105238","2008","12","01",NA,NA,NA,NA,"Musci",NA,NA,NA,NA,NA
"16","2019-11-21 14:50:17-03","UFJF","CESJ","56470","PreservedSpecimen","Plantae","Hepática","Pelliaceae","Noteroclada","confluens","Noteroclada confluens","Tayl. ex Hook. & Wilson","P.S.Machado; A.P. Luizi-Ponzo","P.S. Machado; A.P. Luizi-Ponzo","672","2010","08","05","América do Sul","Brasil","Minas Gerais","Juiz de Fora","Mata FAEFID/UFJF, atrás do campo de futbol","-43.3502998352051","-21.7642002105713",NA,NA,NA,"Barranco,","CESJ056470","2010",NA,NA,NA,NA,"36144","auto",NA,NA,NA,NA,NA,NA
"17","2019-11-21 14:50:17-03","UFJF","CESJ","56271","PreservedSpecimen","Plantae","Hepática","Pelliaceae","Noteroclada","confluens","Noteroclada confluens","Tayl. ex Hook. & Wilson","P.S. Machado; A.P. Luizi-Ponzo","P.S.Machado; A.P. Luizi-Ponzo","614","2010","07","13","América do Sul","Brasil","Minas Gerais","Juiz de Fora","Parque da Lajinha, Curso da cachoeira","-43.3502998352051","-21.7642002105713",NA,NA,NA,"Rocha","CESJ056271","2010",NA,NA,NA,NA,"36144","auto",NA,NA,NA,NA,NA,NA
"18","2019-11-21 14:50:17-03","UFJF","CESJ","55150","PreservedSpecimen","Plantae","Hepática","Pelliaceae","Noteroclada","confluens","Noteroclada confluens","Tayl. ex Hook. & Wilson","P.S.Machado; A.P. Luizi-Ponzo","P.S.Machado; A.P. Luizi-Ponzo","135","2009","10","26","América do Sul","Brasil","Minas Gerais","Juiz de Fora","Parque da Lajinha, perto da cachoeira","-43.3502998352051","-21.7642002105713",NA,NA,NA,"Em declive","CESJ055150","2010",NA,NA,NA,NA,"36144","auto",NA,NA,NA,NA,NA,NA
"19","2019-11-21 14:50:17-03","UFJF","CESJ","55149","PreservedSpecimen","Plantae","Hepática","Pelliaceae","Noteroclada","confluens","Noteroclada confluens","Tayl. ex Hook. & Wilson","P.S.Machado; A.P. Luizi-Ponzo","P.S.Machado; A.P. Luizi-Ponzo","134","2009","10","26","América do Sul","Brasil","Minas Gerais","Juiz de Fora","Parque da Lajinha, perto da cachoeira","-43.3502998352051","-21.7642002105713",NA,NA,NA,"Em declive","CESJ055149","2010",NA,NA,NA,NA,"36144","auto",NA,NA,NA,NA,NA,NA
"20","2019-11-21 14:50:17-03","UFJF","CESJ","55146","PreservedSpecimen","Plantae","Hepática","Pelliaceae","Noteroclada","confluens","Noteroclada confluens","Tayl. ex Hook. & Wilson","P.S.Machado; A.P. Luizi-Ponzo","P.S.Machado; A.P. Luizi-Ponzo","131","2009","10","26","América do Sul","Brasil","Minas Gerais","Juiz de Fora","Parque da Lajinha, perto da cachoeira","-43.3502998352051","-21.7642002105713",NA,NA,NA,"Em declive","CESJ055146","2010",NA,NA,NA,NA,"36144","auto",NA,NA,NA,NA,NA,NA
"21","2019-11-21 14:50:17-03","UFJF","CESJ","55973","PreservedSpecimen","Plantae","Hepática","Pelliaceae","Noteroclada","confluens","Noteroclada confluens","Tayl. ex Hook. & Wilson","P.S.Machado; A.P. Luizi-Ponzo","P.S.Machado; A.P. Luizi-Ponzo","563","2010","04","16","América do Sul","Brasil","Minas Gerais","Juiz de Fora","Parque da Lajinha, próximo a cachoeira","-43.3502998352051","-21.7642002105713",NA,NA,NA,"Barranco; associado: Sumphyogyna brasiliensis (Nees) Nees Mont.","CESJ055973","2010",NA,NA,NA,NA,"36144","auto",NA,NA,NA,NA,NA,NA
"22","2019-11-21 14:50:17-03","UFJF","CESJ","56311","PreservedSpecimen","Plantae","Hepática","Pelliaceae","Noteroclada","confluens","Noteroclada confluens","Tayl. ex Hook. & Wilson","P.S. Machado; A.P. Luizi-Ponzo","P.S.Machado; A.P. Luizi-Ponzo","654","2010","07","13","América do Sul","Brasil","Minas Gerais","Juiz de Fora","Parque da Lajinha, Próximo a cachoeira do campo de futebol","-43.3502998352051","-21.7642002105713",NA,NA,NA,"Barranco","CESJ056311","2010",NA,NA,NA,NA,"36144","auto",NA,NA,NA,NA,NA,NA
"23","2019-11-21 14:50:17-03","UFJF","CESJ","56312","PreservedSpecimen","Plantae","Hepática","Pelliaceae","Noteroclada","confluens","Noteroclada confluens","Tayl. ex Hook. & Wilson","P.S. Machado; A.P. Luizi-Ponzo","P.S.Machado; A.P. Luizi-Ponzo","655","2010","07","13","América do Sul","Brasil","Minas Gerais","Juiz de Fora","Parque da Lajinha, Próximo a cachoeira do campo de futebol","-43.3502998352051","-21.7642002105713",NA,NA,NA,"Barranco","CESJ056312","2010",NA,NA,NA,NA,"36144","auto",NA,NA,NA,NA,NA,NA
"24","2019-11-06 09:56:57-03","UFOP","OUPR","5221","PreservedSpecimen","Plantae",NA,"Pelliaceae","Noteroclada","confluens","Noteroclada confluens","Taylor ex Hook. & Wilson","Peralta, D.F.","Badini, J.","s.n.","1979","02","19",NA,"Brasil","Minas Gerais","Mariana","Passagem de Mariana","-43.4160995483398","-20.377799987793",NA,NA,NA,"Erva. Talo estreito, tendo formado eixo, apresentando lobos com forma de folhas. Barrancos úmidos.",NA,"2016","08",NA,NA,NA,"33524","auto",NA,NA,NA,NA,NA,NA
"25","2019-11-06 09:56:57-03","UFOP","OUPR","12467","PreservedSpecimen","Plantae",NA,"Pelliaceae","Noteroclada","confluens","Noteroclada confluens","Taylor ex Hook. & Wilson","Peralta, D.F.","Messias, M.C.T.B.; Cruz, L.V.","454","2001","07","03",NA,"Brasil","Minas Gerais","Ouro Preto","Estação Ecológica do Tripuí","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Erva. Barranco úmido. Beira de rio.",NA,"2016","08",NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA
"26","2019-11-06 09:56:57-03","UFOP","OUPR","12356","PreservedSpecimen","Plantae",NA,"Pelliaceae","Noteroclada","confluens","Noteroclada confluens","Taylor ex Hook. & Wilson","Peralta, D.F.","Badini, J.","s.n.","1982","02","22",NA,"Brasil","Minas Gerais","Ouro Preto","Morro da Queimada","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Barrancos úmidos.",NA,"2016","08",NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA
"27","2019-11-06 09:56:57-03","UFOP","OUPR","12355","PreservedSpecimen","Plantae",NA,"Pelliaceae","Noteroclada","confluens","Noteroclada confluens","Taylor ex Hook. & Wilson","Peralta, D.F.","Badini, J.","s.n.","1982","02","22",NA,"Brasil","Minas Gerais","Ouro Preto","Morro da Queimada","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Terrenos úmidos.",NA,"2016","08",NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA
"28","2019-11-06 09:56:57-03","UFOP","OUPR","12357","PreservedSpecimen","Plantae",NA,"Pelliaceae","Noteroclada","confluens","Noteroclada confluens","Taylor ex Hook. & Wilson","Peralta, D.F.","Badini, J.","s.n.","1982","02","17",NA,"Brasil","Minas Gerais","Ouro Preto","Morro de Santana","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Erva. Barrancos úmidos.",NA,"2016","08",NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA
"29","2020-12-09 14:47:24-03","FURB","FURB","32925","PreservedSpecimen","Plantae",NA,"Pelliaceae","Noteroclada","confluens","Noteroclada confluens","(Hook. f. & Taylor ) Spruce","Peralta, DF","Verdi, M.","5869","2010","12","28",NA,"Brasil","Santa Catarina","Bom Jardim da Serra","Serra do Rio do Rastro.","-49.5613889","-28.3991666","1340","1340",NA,"local úmido. Habitat: Floresta Ombrófila Mista; paredão rochoso Habito: erva terrícola;","FURB04936","2012","05","30","-49.5613889","-28.3991666",NA,NA,NA,"FURB04936",NA,NA,NA,NA
"30","2021-03-16 17:56:02-03","UCS","HUCS","42874","PreservedSpecimen","Plantae","Bryophyta","Noterocladaceae","Noteroclada","confluens","Noteroclada confluens","Taylor ex Hook. f. & Wilson","Peralta, D.F.","Bordin, J.","1596","2009","07","11",NA,"Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, Cachoeira Bonita, mata ao lado do Rio José Pedro","-41.799167","-20.435278","1750","1750",NA,NA,NA,"2014","07",NA,"-41.799167","-20.435278",NA,NA,NA,NA,"Pelliales",NA,NA,NA
"31","2021-03-16 17:56:02-03","UCS","HUCS","42900","PreservedSpecimen","Plantae","Bryophyta","Noterocladaceae","Noteroclada","confluens","Noteroclada confluens","Taylor ex Hook. f. & Wilson","Peralta, D.F.","Bordin, J.","1639","2009","07","11",NA,"Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, Cachoeira Bonita, mata ao lado do Rio José Pedro","-41.799167","-20.435278","1750","1750",NA,"barranco na mata, ao lado do rio, no solo",NA,"2014","07",NA,"-41.799167","-20.435278",NA,NA,NA,NA,"Pelliales",NA,NA,NA
"32","2021-03-16 17:56:02-03","UCS","HUCS","45506","PreservedSpecimen","Plantae","Bryophyta","Noterocladaceae","Noteroclada","confluens","Noteroclada confluens","Taylor ex Hook. f. & Wilson","Peralta, D.F.","Gonzatti, F.","2750","2016","09","10",NA,"Brasil","Rio Grande do Sul","Itaara","RPPN Mo'ã","-53.738","-29.629611","340","340",NA,"Tolosa, replante sobre rochas úmidas da mata de encosta",NA,"2016","11",NA,"-53.738","-29.629611",NA,NA,NA,NA,"Pelliales",NA,NA,NA
"33","2021-03-16 17:56:02-03","UCS","HUCS","46988","PreservedSpecimen","Plantae","Bryophyta","Noterocladaceae","Noteroclada","confluens","Noteroclada confluens","Taylor ex Hook. f. & Wilson","Peralta, D.F.","Vital, D.M.","1761","1971","03","08",NA,"Brasil","São Paulo","Campos do Jordão","Horto Florestal","-45.589722","-22.73","1600","1600",NA,"Sobre barrancos de uma estrada",NA,"2016","03",NA,"-45.589722","-22.73",NA,NA,NA,NA,"Pelliales",NA,NA,NA
"34","2021-03-16 17:56:02-03","UCS","HUCS","27911","PreservedSpecimen","Plantae","Bryophyta","Noterocladaceae","Noteroclada","confluens","Noteroclada confluens","Taylor ex Hook. f. & Wilson","Yano, O.","Bordin, J.","363","2006","02","01",NA,"Brasil","Rio Grande do Sul","Caxias do Sul","Ana Rech","-51.1794013977051","-29.1681003570557","780","780",NA,"sobre rochedos - na rua do cemitério",NA,"2007","03",NA,NA,NA,"49662","auto",NA,NA,"Pelliales",NA,NA,NA
"35","2021-03-16 17:56:02-03","UCS","HUCS","30404","PreservedSpecimen","Plantae","Bryophyta","Noterocladaceae","Noteroclada","confluens","Noteroclada confluens","Taylor ex Hook. f. & Wilson","Yano, O.","Bordin, J.","535","2006","12","26",NA,"Brasil","Rio Grande do Sul","Caxias do Sul","Jardim Botânico","-51.1794013977051","-29.1681003570557","780","780",NA,"barranco úmido - pequeno canyon",NA,"2007","09","18",NA,NA,"49662","auto",NA,NA,"Pelliales",NA,NA,NA
"36","2021-03-16 17:56:02-03","UCS","HUCS","27410","PreservedSpecimen","Plantae","Bryophyta","Noterocladaceae","Noteroclada","confluens","Noteroclada confluens","Taylor ex Hook. f. & Wilson","Yano, O.","Bordin, J.","278","2006","01","12",NA,"Brasil","Rio Grande do Sul","Caxias do Sul","Jardim Botânico","-51.1794013977051","-29.1681003570557","780","780",NA,"barranco - beira do riacho",NA,"2006","03","31",NA,NA,"49662","auto",NA,NA,"Pelliales",NA,NA,NA
"37","2021-03-16 17:56:02-03","UCS","HUCS","29469","PreservedSpecimen","Plantae","Bryophyta","Noterocladaceae","Noteroclada","confluens","Noteroclada confluens","Taylor ex Hook. f. & Wilson","Bordin, J.","Yano, O.","29049","2006","10","03",NA,"Brasil","Rio Grande do Sul","Caxias do Sul","Parque Cinquentenário","-51.1794013977051","-29.1681003570557","780","780",NA,"sobre paredão de pedra",NA,"2006","11",NA,NA,NA,"49662","auto",NA,NA,"Pelliales",NA,NA,NA
"38","2021-03-16 17:56:02-03","UCS","HUCS","29531","PreservedSpecimen","Plantae","Bryophyta","Noterocladaceae","Noteroclada","confluens","Noteroclada confluens","Taylor ex Hook. f. & Wilson","Bordin, J.","Yano, O.","29129","2006","10","04",NA,"Brasil","Rio Grande do Sul","Caxias do Sul","UCS","-51.1794013977051","-29.1681003570557","780","780",NA,"barranco, sobre rocha alterada",NA,"2006","11",NA,NA,NA,"49662","auto",NA,NA,"Pelliales",NA,NA,NA
"39","2021-03-16 17:56:02-03","UCS","HUCS","29526","PreservedSpecimen","Plantae","Bryophyta","Noterocladaceae","Noteroclada","confluens","Noteroclada confluens","Taylor ex Hook. f. & Wilson","Bordin, J.","Yano, O.","29124","2006","10","04",NA,"Brasil","Rio Grande do Sul","Caxias do Sul","UCS","-51.1794013977051","-29.1681003570557","780","780",NA,"barranco , no solo",NA,"2006","11",NA,NA,NA,"49662","auto",NA,NA,"Pelliales",NA,NA,NA
"40","2020-06-18 10:57:09-03","UFRRJ","RBR","44455","S","Plantae",NA,"Fossombroniaceae","Noteroclada","confluens","Noteroclada confluens","Taylor ex Hook. & Wilson",NA,NA,"73","2008","10","20",NA,"Brasil","Rio de Janeiro","Itatiaia","p.p Calypogeiaceae (calipogeia) & Prionolejeunea (Pronolejeuneaceae)","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,"RBR00044455",NA,NA,NA,NA,NA,"19648","auto",NA,NA,NA,NA,NA,NA
"41","2020-12-21 16:39:19-03","MBM","MBM","422373","PreservedSpecimen","Plantae",NA,"Pelliaceae","Noteroclada","confluens","Noteroclada confluens","Tayl.","Peralta, F.","Gonzatti, F.; Ferrarese, M.D.; Ferrarese, M.D.","2750","2016","09","10","Southern America","Brazil","Rio Grande do Sul","Itaara","RPPN Mo'Ã","-53.738056","-29.629722","340","340",NA,"Tolosa reptante.; Sobre rochas úmidas da mata de encosta.","MBM422373","2016","11",NA,"-53.738056","-29.629722",NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-12-21 16:39:19-03","MBM","MBM","143639","PreservedSpecimen","Plantae",NA,"Pelliaceae","Noteroclada","confluens","Noteroclada confluens","Tayl.","D. Griffin, I.I.I.","Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","55502","1991","06","14","Southern America","Brazil","Minas Gerais","Caparaó","Vale Verde, Rio Caparaó","-41.9043998718262","-20.523099899292",NA,NA,NA,NA,"MBM143639",NA,NA,NA,NA,NA,"15056","auto",NA,NA,NA,NA,NA,NA
"43","2020-12-21 16:39:19-03","MBM","MBM","156618","PreservedSpecimen","Plantae",NA,"Pelliaceae","Noteroclada","confluens","Noteroclada confluens","Tayl.","D. Griffin, I.I.I.","Hatschbach, G.; Barboza, E.; Barboza, E.","58220","1992","11","20","Southern America","Brazil","Paraná","Tibagi","Guartelá, Cânion do Rio Iapó, próximo a Cascata Ponte de Pedra","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,"MBM156618",NA,NA,NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA,NA
"44","2020-12-21 16:39:19-03","MBM","MBM","142829","PreservedSpecimen","Plantae",NA,"Pelliaceae","Noteroclada","confluens","Noteroclada confluens","Tayl.","D. Griffin, I.I.I.","Hatschbach, G.; Hatschbach, M.; Guimarães, D.; Hatschbach, M.; Guimarães, D.","55361","1991","04","07","Southern America","Brazil","Santa Catarina","Urubici","Rod. SC-430, descida para Águas Brancas","-49.5917015075684","-28.0149993896484",NA,NA,NA,NA,"MBM142829",NA,NA,NA,NA,NA,"30102","auto",NA,"MBM142829",NA,NA,NA,NA
"45","2019-05-02 10:55:01-03","IBt","SP-BRYOPHYTA","086522","S","Plantae",NA,"Pelliaceae","Noteroclada","confluens","Noteroclada confluens","(Hook. f. & Taylor) Spruce",NA,"Vital, D.M.","252","1964","08","20","Southern America","BRASIL","São Paulo","São Paulo","Instituto de Botânica","-46.636111","-23.5475","760","760",NA,"nos barrancos, atrás do museu, mais ou menos debaixo do capim","SP060780",NA,NA,NA,"-46.636111","-23.5475",NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-05-02 10:55:01-03","IBt","SP-BRYOPHYTA","087480","S","Plantae",NA,"Pelliaceae","Noteroclada","confluens","Noteroclada confluens","(Hook. f. & Taylor) Spruce",NA,"Vital, D.M.","1592","1969","09","03","Southern America","BRASIL","São Paulo","São Paulo","Parque do Estado","-46.636111","-23.5475","760","760",NA,"Nas bordas da valeta do encostamento, na base do barranco","SP061733",NA,NA,NA,"-46.636111","-23.5475",NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-05-02 10:55:01-03","IBt","SP-BRYOPHYTA","132100","S","Plantae",NA,"Pelliaceae","Noteroclada","confluens","Noteroclada confluens","(Hook. f. & Taylor) Spruce",NA,"Vital, D.M.","6606","1976","10","03","Southern America","BRASIL","São Paulo","Barueri","Along Highway Castelo Branco","-46.86","-23.489722","740","740",NA,"associado a Symphyogyna sp. On borders of a stream","SP068728",NA,NA,NA,"-46.86","-23.489722",NA,NA,NA,NA,NA,NA,NA,NA
"48","2019-05-02 10:55:01-03","IBt","SP-BRYOPHYTA","132748","S","Plantae",NA,"Pelliaceae","Noteroclada","confluens","Noteroclada confluens","(Hook. f. & Taylor) Spruce",NA,"Vital, D.M.","7357","1977","07","22","Southern America","BRASIL","São Paulo","Silveiras",NA,"-44.852778","-22.664444","610","610",NA,"on banks, along a stream, Serra da Bocaina","SP069374",NA,NA,NA,"-44.852778","-22.664444",NA,NA,NA,NA,NA,NA,NA,NA
"49","2019-05-02 10:55:01-03","IBt","SP-BRYOPHYTA","132793","S","Plantae",NA,"Pelliaceae","Noteroclada","confluens","Noteroclada confluens","(Hook. f. & Taylor) Spruce",NA,"Vital, D.M.","7502","1977","07","26","Southern America","BRASIL","Minas Gerais","Ressaquinha",NA,"-43.762778","-21.0625","1120","1120",NA,"on walls and borders of an irrigation ditch, along road","SP069419",NA,NA,NA,"-43.762778","-21.0625",NA,NA,NA,NA,NA,NA,NA,NA
"50","2019-05-02 10:55:01-03","IBt","SP-BRYOPHYTA","132817","S","Plantae",NA,"Pelliaceae","Noteroclada","confluens","Noteroclada confluens","(Hook. f. & Taylor) Spruce","Peralta, D.F.","Vital, D.M.","7590","1977","07","31","Southern America","BRASIL","Minas Gerais","Conceição do Mato Dentro",NA,"-43.425","-19.037222","1200","1200",NA,"on floor of a small cave along the river Santo Antonio","SP069453","2006","08",NA,"-43.425","-19.037222",NA,NA,NA,NA,NA,NA,NA,NA
