"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","day","minimumElevationInMeters","maximumElevationInMeters","county","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","806718","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Linderniaceae","Torenia","thouarsii","Torenia thouarsii","(Cham. & Schltdl.) Kuntze","P. C. Standley","G. Klug","3401","1933","12","South America","Peru","San Martín","Zepelacio, near Moyobamba.","-76.967434","-6.035259","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=806225' target='other'> <mi>dwc_moreinfo</mi></a>","NY00806718",NA,NA,"1200","1600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","755691","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Linderniaceae","Torenia","thouarsii","Torenia thouarsii","(Cham. & Schltdl.) Kuntze","N. H. Holmgren","P. G. Delprete","7953","2001","11","South America","Brazil","Acre","Rio Juruá, 2 km downstream from mouth of Rio Ouro Preto","-72.93","-8.2","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=220538' target='other'> <mi>dwc_moreinfo</mi></a>","NY00755691","NY00755691_01","19","230","230","Porto Walter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","01173170","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Linderniaceae","Torenia","thouarsii","Torenia thouarsii","(Cham. & Schltdl.) Kuntze","D. Philcox","G. T. Prance","6817","1968","08","South America","Brazil","Rondônia","Rio Bananeiras at crossing with road Guajará-Mirim to Abunã. Roadside.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1317640' target='other'> <mi>dwc_moreinfo</mi></a>","NY01173170","NY01173170_01","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2016-09-29 20:55:00-03","NY","NYBG","823203","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Linderniaceae","Torenia","thouarsii","Torenia thouarsii",NA,"N. H. Holmgren","L. Riedel","39","1824",NA,"South America","Brazil",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=937421' target='other'> <mi>dwc_moreinfo</mi></a>","NY00823203",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","569162","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Linderniaceae","Torenia","thouarsii","Torenia thouarsii","(Cham. & Schltdl.) Kuntze","C. L. F. Ichaso","Z. A. Trinta","960","1964","09","South America","Brazil","Rio de Janeiro","Entre Macaé e Rio das Ostras.","-41.870619","-22.438265","sheet","Herbarium Bradeanum Rio de Janeiro - Brasil <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=110982' target='other'> <mi>dwc_moreinfo</mi></a>","NY00569162",NA,"27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","569159","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Linderniaceae","Torenia","thouarsii","Torenia thouarsii","(Cham. & Schltdl.) Kuntze","K. A. Vincent","S. A. Mori","10986","1978","10","South America","Brazil","Bahia","CEPEC, plantaçao de cacau.","-39.2273659","-14.771874","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=110988' target='other'> <mi>dwc_moreinfo</mi></a>","NY00569159",NA,"28",NA,NA,"Ilhéus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","569158","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Linderniaceae","Torenia","thouarsii","Torenia thouarsii","(Cham. & Schltdl.) Kuntze","K. A. Vincent","S. A. Mori","10100","1978","05","South America","Brazil","Bahia","Area do CEPEC (Centro de Pesq. do Cacau), Km 22 rodovia Ilhéus/Itabuna - BR 415.","-39.2273659","-14.771874","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=110987' target='other'> <mi>dwc_moreinfo</mi></a>","NY00569158",NA,"12","50","50","Ilhéus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2016-09-29 20:55:00-03","NY","NYBG","823204","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Linderniaceae","Torenia","thouarsii","Torenia thouarsii",NA,"N. H. Holmgren","A. M. Amorim","1453","1993","11","South America","Brazil","Bahia","Reserva Biológica do Mico-leão (IBAMA). Entrada no km 46 da Rod. BA-001 Ilhéus/Una. Coletas efetuadas na Picada da Bandeira.","-39.08","-15.15","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=937422' target='other'> <mi>dwc_moreinfo</mi></a>","NY00823204",NA,"10",NA,NA,"Una",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","569160","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Linderniaceae","Torenia","thouarsii","Torenia thouarsii","(Cham. & Schltdl.) Kuntze",NA,"R. M. Harley","18209","1977","01","South America","Brazil","Bahia","20 km from Una and 10 km from Nova Colonial, W along road to Rio Branco. By the Northern tributary of the Corrego Aliança.","-39.22","-15.25","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=110990' target='other'> <mi>dwc_moreinfo</mi></a>","NY00569160",NA,"24",NA,"100","Una",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2016-09-28 14:38:00-03","NY","NYBG","569166","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Linderniaceae","Torenia","thouarsii","Torenia thouarsii",NA,"N. H. Holmgren","B. Øllgaard","35554","1980","07","South America","Ecuador","Pastaza","C. 5 km E of Mera, on road to Shell Mera.","-78.08","-1.47","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=110979' target='other'> <mi>dwc_moreinfo</mi></a>","NY00569166",NA,"30","1050","1050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","01173173","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Linderniaceae","Torenia","thouarsii","Torenia thouarsii","(Cham. & Schltdl.) Kuntze","N. H. Holmgren","H. H. Rusby","1388","1886","10","South America","Brazil","Rondônia","Falls of Madeira","-65.3465375","-10.7798649","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1387210' target='other'> <mi>dwc_moreinfo</mi></a>","NY01173173","NY01173173_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2016-09-28 14:38:00-03","NY","NYBG","569167","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Linderniaceae","Torenia","thouarsii","Torenia thouarsii",NA,"N. H. Holmgren","J. Steinbach","5450","1921","03","South America","Bolivia","Santa Cruz",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=110976' target='other'> <mi>dwc_moreinfo</mi></a>","NY00569167",NA,"25","500","500","Sara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","01173171","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Linderniaceae","Torenia","thouarsii","Torenia thouarsii","(Cham. & Schltdl.) Kuntze","D. Philcox","G. T. Prance","8686","1968","11","South America","Brazil","Rondônia","E bank of Rio Madeira between Penha Colorado and Cachoeira Araras. Rocky cliff face.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1317641' target='other'> <mi>dwc_moreinfo</mi></a>","NY01173171","NY01173171_01","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2016-09-28 14:38:00-03","NY","NYBG","592342","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Linderniaceae","Torenia","thouarsii","Torenia thouarsii",NA,"N. H. Holmgren","D. C. Daly","9648","1997","10","South America","Brazil","Acre","Basin of Rio Acre (basin of Rio Purus).","-69.4975","-10.9389","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=110978' target='other'> <mi>dwc_moreinfo</mi></a>","NY00592342","NY00592342_01","20",NA,NA,"Assis Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2016-09-28 14:38:00-03","NY","NYBG","569165","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Linderniaceae","Torenia","thouarsii","Torenia thouarsii",NA,"N. H. Holmgren","M. J. Jansen-Jacobs","nr2499","1991","02","South America","Guyana",NA,"Rupununi. Kuyuwini Landing, Kuyuwini River.","-59.25","2.17","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=110977' target='other'> <mi>dwc_moreinfo</mi></a>","NY00569165",NA,"09","200","200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","01173172","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Linderniaceae","Torenia","thouarsii","Torenia thouarsii","(Cham. & Schltdl.) Kuntze",NA,"H. H. Rusby","1388","1886","10","South America","Brazil","Rondônia","Falls of Madeira","-65.3465375","-10.7798649","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1387209' target='other'> <mi>dwc_moreinfo</mi></a>","NY01173172","NY01173172_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","929657","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Linderniaceae","Torenia","thouarsii","Torenia thouarsii","(Cham. & Schltdl.) Kuntze","O. Kosovsky","S. Tsugaru","B-1817","1987","10","South America","Brazil","Mato Grosso","River side and islet of Rio Peixe, near Fazenda Maringa. 45 km SW from Juará.","-57.1831","-11.0111","sheet","Collected by boat. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=996380' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929657",NA,"27",NA,NA,"Juará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2016-09-26 11:54:00-03","NY","NYBG","911375","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Linderniaceae","Torenia","thouarsii","Torenia thouarsii",NA,NA,"L. Riedel","39",NA,NA,"South America","Brazil",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=994066' target='other'> <mi>dwc_moreinfo</mi></a>","NY00911375","NY00911375_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","802026","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Linderniaceae","Torenia","thouarsii","Torenia thouarsii","(Cham. & Schltdl.) Kuntze","D. C. Daly","D. C. Daly","11029","2001","10","South America","Brazil","Acre","Rio Purus, downstream from Santa Rosa town","-70.5061","-9.4892","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=189359' target='other'> <mi>dwc_moreinfo</mi></a>","NY00802026","NY00802026_01","24",NA,NA,"Santa Rosa do Purus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","130726","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Linderniaceae","Torenia","thouarsii","Torenia thouarsii nivea","Pennell",NA,"F. W. Pennell","1531","1917","08","South America","Colombia","Meta","Along Río Guatiquia.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=187570' target='other'> <mi>dwc_moreinfo</mi></a>","NY00130726","NY00130726_01","26","500","500",NA,"nivea","holotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-06-29 11:31:04-03","UFRJ","RFA","35812","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Torenia","thouarsii","Torenia thouarsii","(Cham. & Schltdl.) Kuntze",NA,"Machado, N.C.; Konno, T.U.P.; Cunha, N.F.","84","2009","07",NA,"Brasil","Rio de Janeiro","Terminal Cabíunas.","-41.7868995666504","-22.3708000183105",NA,NA,"RFA33628",NA,"17",NA,NA,"Macaé",NA,NA,"47209","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-06-29 11:31:04-03","UFRJ","RFA","38513","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Torenia","thouarsii","Torenia thouarsii","(Cham. & Schltdl.) Kuntze",NA,"Machado, N.C.; Konno, T.U.P","110","2010","05",NA,"Brasil","Rio de Janeiro","PARNA Restinga de Jurubatiba. Próximo a lagoa Garças. Poça 28 (barra da lagoa)","-41.241944","-22.103611",NA,"Erva de 30 a 40 cm de alt., flores lilás","RFA33508",NA,"21",NA,NA,"Quissamã",NA,NA,NA,NA,"41º14'31''W","22º6'13''S",NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-06-29 11:31:04-03","UFRJ","RFA","38544","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Torenia","thouarsii","Torenia thouarsii","(Cham. & Schltdl.) Kuntze",NA,"N. C. Machado; T. U. P. Konno","141","2010","08",NA,"Brasil","Rio de Janeiro","PARNA Restinga de Jurubatiba, próximo a lagoa Catingosa. Poça 15 (próximo a casa abandonada)","-41.241944","-22.103611",NA,"Erva ca. de 20 cm de altura, flores liláses","RFA33539",NA,"26",NA,NA,"Quissamã",NA,NA,NA,NA,"41º14'31''W","22º6'13''S",NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-06-29 11:31:04-03","UFRJ","RFA","17772","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Torenia","thouarsii","Torenia thouarsii","(Cham. & Schltdl.) Kuntze",NA,"C. Pereira; F. V. Agarez",NA,"1975","04",NA,"Brasil","Rio de Janeiro","Estrada do Recreio dos Bandeirantes","-43.2075004577637","-22.9027996063232",NA,NA,"RFA48918",NA,"27",NA,NA,"Rio de Janeiro",NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-30 12:49:44-03","EAO","IAN","164052","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Scrophulariaceae","Torenia","thouarsii","Torenia thouarsii","(Cham. & Schltdl.) Kuntze",NA,"Harley, RM","18209","1977","01","Southern America","Brasil","Bahia","20km from Una and 10km from Nova Colonial, W along road to Rio Branco. By the Northern tributary of the Córrego Aliança. Riverside marsh.","-39.216667","-15.25",NA,NA,"IAN164052",NA,"24","100","100",NA,NA,NA,NA,NA,"-39.216667","-15.25",NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-30 12:49:44-03","EAO","IAN","93608","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Scrophulariaceae","Torenia","thouarsii","Torenia thouarsii","(Cham. & Schltdl.) Kuntze","Scatigna, AV","Glaziou, AFM","4174","1875","01","Southern America","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"IAN093608",NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015","06","08",NA,NA,NA,NA,NA
"37","2021-03-30 12:49:44-03","EAO","IAN","94055","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Scrophulariaceae","Torenia","thouarsii","Torenia thouarsii","(Cham. & Schltdl.) Kuntze","Scatigna, AV","Glaziou, AFM","4174",NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,"IAN094055",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015","06","08",NA,NA,NA,NA,NA
"38","2013-07-03 11:07:56-03","EBDA","BAH","7709","S","Plantae",NA,NA,"Linderniaceae","Torenia","thouarsii","Torenia thouarsii","(Cham. & Schltdl.) Kuntze","V.C. Souza","M.L. Guedes","965","1989","11",NA,"Brasil","Bahia","Próximo ao chacara EMATERBA.","-38.5108","-12.9711",NA,"Herbácea, com flores discolores, membranáceas. Flores simples lilás.",NA,NA,NA,NA,NA,"Salvador",NA,NA,"26018","auto",NA,NA,"1998","08",NA,NA,NA,NA,NA,NA
"39","2019-10-09 11:18:21-03","UFBA","ALCB","028169","PreservedSpecimen","Plantae","Dicotyledon",NA,"Linderniaceae","Torenia","thouarsii","Torenia thouarsii","(Cham. & Schltdl.) O. Kuntze","Souza, VC","Ribeiro, AJ; et al.","432","1994","10","Southern America","Brasil","Bahia","Margem de represa.","-39.566667","-16.366667",NA,"Decumbente. Flores azuladas.",NA,NA,"16",NA,NA,"Eunápolis",NA,NA,NA,NA,"-39.566667","-16.366667","1998","07",NA,NA,NA,NA,NA,NA
"40","2019-10-09 11:18:21-03","UFBA","ALCB","028803","PreservedSpecimen","Plantae","Dicotyledon",NA,"Linderniaceae","Torenia","thouarsii","Torenia thouarsii","(Cham. & Schltdl.) O. Kuntze","Souza, VC","Guedes, ML; Reitermajer, D; Viana, JC","4035","1996","09","Southern America","Brasil","Bahia","Litoral Norte, Santo Antônio.","-37.883333","-12.383333",NA,"Com cerca de 15cm de altura. Folhas discolores membranáceas. Flores com cálice verde e corola lilás.; Restinga arbórea com presença de áreas úmidas. Restinga com presença de dunas com ca. de 10m de altura. Substrato arenoso.",NA,NA,"21",NA,NA,"Mata de São João",NA,NA,NA,NA,"-37.883333","-12.383333","1998","07",NA,NA,NA,NA,NA,NA
"41","2019-10-09 11:18:21-03","UFBA","ALCB","031139","PreservedSpecimen","Plantae","Dicotyledon",NA,"Linderniaceae","Torenia","thouarsii","Torenia thouarsii","(Cham. & Schltdl.) O. Kuntze","Souza, VC","Ribeiro, AJ; et al.","457","1995","10","Southern America","Brasil","Bahia","Litoral Norte, Porto de Sauípe.","-38.283333","-12.516667",NA,"Folhas simples, membranáceas, discolores. Fruto cápsula. Frequência: Ocasional.; Restinga. Substrato arenoso.",NA,NA,"13",NA,NA,"Mata de São João",NA,NA,NA,NA,"-38.283333","-12.516667","1998","07",NA,NA,NA,NA,NA,NA
"42","2021-02-08 21:32:30-03","UFBA","ALCB","03414","PreservedSpecimen","Plantae","Dicotyledon",NA,"Linderniaceae","Torenia","thouarsii","Torenia thouarsii","(Cham. & Schltdl.) O. Kuntze","Noblick, LR","Gusmão, EF de","s/n","1974","11","Southern America","Brasil","Bahia","Litoral Norte, Faz. Brejo Verde.","-38.033333","-12.25",NA,NA,NA,NA,"17",NA,NA,"Itanagra",NA,NA,NA,NA,"-38.033333","-12.25","1980","09",NA,NA,NA,NA,NA,NA
"43","2019-10-09 11:18:21-03","UFBA","ALCB","03834","PreservedSpecimen","Plantae","Dicotyledon",NA,"Linderniaceae","Torenia","thouarsii","Torenia thouarsii","(Cham. & Schltdl.) O. Kuntze","Noblick, LR","Noblick, LR","1327","1979","05","Southern America","Brasil","Bahia","Lagoa do Abaeté - Itapoan.","-38.5","-12.966667",NA,"Planta decumbente. Flores azuis.",NA,NA,"12",NA,NA,"Salvador",NA,NA,NA,NA,"-38.5","-12.966667","1980","09",NA,NA,NA,NA,NA,NA
"44","2021-02-08 21:32:30-03","UFBA","ALCB","03835","PreservedSpecimen","Plantae","Dicotyledon",NA,"Linderniaceae","Torenia","thouarsii","Torenia thouarsii","(Cham. & Schltdl.) O. Kuntze","Noblick, LR","Equipe de Ecologia","s/n","1975","10","Southern America","Brasil","Bahia","Instituto de Biologia.","-38.5","-12.966667",NA,"Folhas simples, inteiras e sem espículas. Flores hermafroditas e zigomorfas.; Terrestre.",NA,NA,"10",NA,NA,"Salvador",NA,NA,NA,NA,"-38.5","-12.966667","1980","09",NA,NA,NA,NA,NA,NA
