"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","continentOcean","country","stateProvince","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","year","month","day","county","locality","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","individualCount","relatedCatalogItem","previousCatalogNumber"
"11","2016-09-29 13:38:00-03","NY","NYBG","355789","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Oreodaphne","sylvatica",NA,"Oreodaphne sylvatica",NA,"isotype","L. Riedel","480","South America","Brazil",NA,"-39.2","-14.6333","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=469707' target='other'> <mi>dwc_moreinfo</mi></a>","NY00355789","NY00355789_01",NA,"1821","11",NA,NA,"In sylvis prope Castel-novo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2019-11-19 15:44:14-03","UNEB","HUNEB","4413","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Lauraceae","Ocotea","glauca",NA,"Ocotea glauca","(Nees.& Mart.) Mez.",NA,"Lima,S. dos S.","22",NA,"Brasil","Bahia","-39.016667","-16.266667",NA,NA,"HUNEB0004413",NA,NA,"1999","03","30","Santa Cruz Cabrália","Extremo sul, Mata cara-branca, Projeto CEDRO.",NA,NA,"Dicotyledoneae","39W1'0''","16S16'0''",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-30 12:39:19-03","EAO","IAN","198035","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Lauraceae","Ocotea","glauca",NA,"Ocotea glauca","Mez",NA,"Moraes, PLR de; Vergne, MC","3708","Southern America","Brasil","Espirito Santo","-40.0722007751465","-19.3910999298096",NA,"Árvore 5 m, frutos maduros atropurpúreos, cúpula vermelha.","IAN198035",NA,"Moraes, P","2014","09","22","Linhares","Linhares-ES. Reserva Natural Vale, aceiro Catelan-João Pedro.","48094","auto",NA,NA,NA,"2014","09","22",NA,NA,NA,NA,NA,NA
"14","2021-03-30 12:39:22-03","EAO","IAN","80283","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Lauraceae","Ocotea","sylvatica",NA,"Ocotea sylvatica","(Meisn.) Mez",NA,"Andrade-Lima, D de","486","Southern America","Brasil","Pernambuco","-34.8810997009277","-8.05389022827148",NA,NA,"IAN080283",NA,"Teixeira, BC","1950","06","01","Recife","Mata Dois Irmãos, margem G.W.B.R.","18865","auto",NA,NA,NA,"1981","06",NA,NA,NA,NA,NA,NA,NA
"15","2019-10-09 11:18:11-03","UFBA","ALCB","15834","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lauraceae","Ocotea","glauca",NA,"Ocotea glauca","(Nees & Mart.) Mez",NA,"Carvalho, GM; Paixão, JL da","377","Southern America","Brasil","Bahia","-39.25","-16.5",NA,"ca.15m alt. Folhas discolores. Flores alvas.; Floresta Alta.","ALCB006995","ALCB006995","Moraes, PLR de","2010","04","17","Porto Seguro","RPPN Estação Veracel. Interior de Floresta Alta, Platô.",NA,NA,NA,"-39.25","-16.5","2018","04",NA,"100","100",NA,NA,NA,NA
"16","2019-10-09 11:18:11-03","UFBA","ALCB","55095","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lauraceae","Ocotea","glauca",NA,"Ocotea glauca","(Nees & Mart.) Mez",NA,"Carvalho, GM; Gouvêa, PMC","222","Southern America","Brasil","Bahia","-39.25","-16.5",NA,"ca. 6m alt. Folhas discolores. Flores alvas.; Floresta Alta.","ALCB006994","ALCB006994","Moraes, PLR de","2010","03","03","Porto Seguro","RPPN Estação Veracel. Borda de Floresta Alta, Platô.",NA,NA,NA,"-39.25","-16.5","2018","04",NA,"100","100",NA,NA,NA,NA
"17","2019-10-09 11:18:11-03","UFBA","ALCB","89356","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lauraceae","Ocotea","glauca",NA,"Ocotea glauca","(Nees & Mart.) Mez",NA,"Guedes, ML; Alves, L. de J.; Loureiro, DM","15209","Southern America","Brasil","Bahia","-39.733333","-14.176667",NA,"ca. 7 m alt. Folhas cartáceas, levemente discolores. Inflorescência em panícula. Flores creme.","ALCB063348","ALCB063348","Maio, HLR; Moraes, PLR de","2009","07","13","Itagibá","Litoral Sul, Mata do Laterítico",NA,NA,NA,"-39.733333","-14.176667","2018","04",NA,NA,NA,NA,NA,NA,NA
"18","2019-10-09 11:18:11-03","UFBA","ALCB","59335","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lauraceae","Ocotea","glauca",NA,"Ocotea glauca","(Nees & Mart.) Mez",NA,"Carvalho, AM de; Jardim, JG; Juchum, F; Sant'Ana, SC de; Santos, J dos","7031","Southern America","Brasil","Bahia","-40.413889","-15.771944",NA,"ca. 4m de altura. Folhas verdes com face inferior mais clara. Frutos imaturos verdes.; Sobre solo arenoso e Floresta de Encosta.","ALCB003135","ALCB003135","Moraes, PLR de","2001","08","17","Macarani","Sudoeste, Rod. para Vila das Graças 27,2 Km E, ca. 4,4 Km de Vila das Graças.",NA,NA,NA,"-40.413889","-15.771944","2010","12",NA,"600","600",NA,NA,NA,NA
"19","2019-10-09 11:18:11-03","UFBA","ALCB","027162","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lauraceae","Ocotea","glauca",NA,"Ocotea glauca","(Nees & Mart.) Mez",NA,"Guedes, ML","2295","Southern America","Brasil","Pernambuco","-34.8810997009277","-8.05389022827148",NA,"16,50m de altura, com 43cm de CAP. Folhas discolores. Estéril.","ALCB003136","ALCB003136 ALCB003136_1","Moraes, PLR de","1990","02","17","Recife","Mata de Dois Irmãos","18865","auto",NA,NA,NA,"2010","08","18",NA,NA,NA,NA,NA,NA
"20","2019-10-09 11:18:11-03","UFBA","ALCB","85275","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lauraceae","Ocotea","glauca",NA,"Ocotea glauca","(Nees & Mart.) Mez",NA,"Ramos, C.H.A.","160","Southern America","Brasil","Bahia","-39.731944","-14.176389",NA,"de ca 12 m. Folhas coriáceas, discolores. Flores cremes.","ALCB063343","ALCB063343","Moraes, PLR de","2008","05","04","Itagibá","Litoral Sul, Mata do Laterítico",NA,NA,NA,"-39.731944","-14.176389","2019",NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-10-09 11:18:11-03","UFBA","ALCB","122447","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lauraceae","Ocotea","glauca",NA,"Ocotea glauca","(Nees & Mart.) Mez",NA,"Carvalho, GM; Daneu, L; Gomes, LC; Paixão, JL da","388","Southern America","Brasil","Bahia","-39.25","-16.5",NA,"ca. 10m alt. folhas discolores. Frutos imaturos verdes.; Floresta Alta. Muito odorífera.","ALCB007014","ALCB007014","Moraes, PLR de","2010","07","08","Porto Seguro","RPPN Estação Veracel. Interior de Floresta Alta, Vale.",NA,NA,NA,"-39.25","-16.5","2010","07",NA,"100","100",NA,NA,NA,NA
"22","2019-10-09 11:18:11-03","UFBA","ALCB","117617","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lauraceae","Ocotea","glauca",NA,"Ocotea glauca","(Nees & Mart.) Mez",NA,"Aona, LYS; Biggs, N; Lucas, E","2353","Southern America","Brasil","Bahia","-39.4794006347656","-13.686900138855",NA,"3 m. alt., 2 com diâm., cálice verde, péltalas roxo-escuras a atropurpúreas.; Transição entre floresta Submontana rala e Floresta Ombrófila densa. ( amta atrlântica)","ALCB003646","ALCB003646","Moraes, PLR de","2013","03","10","Wenceslau Guimarães","Estação Ecológica, tilha do Pico do Urubu.","37469","auto",NA,NA,NA,"2018","04",NA,NA,NA,NA,NA,NA,NA
"23","2019-10-09 11:18:11-03","UFBA","ALCB","027183","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lauraceae","Ocotea","glauca",NA,"Ocotea glauca","(Nees & Mart.) Mez",NA,"Guedes, ML; et al.","2433","Southern America","Brasil","Pernambuco","-34.8810997009277","-8.05389022827148",NA,"8m de altura. Cortex castanha. Folhas coriáceas com pecíolo escuro. Folres singelas de cor creme.","ALCB003134","ALCB003134","Santos, SO","1990","06","09","Recife","Mata de Dois Irmãos","18865","auto",NA,NA,NA,"2011","05","02",NA,NA,NA,NA,NA,NA
"24","2020-02-08 09:36:24-03","NBC","NL-BOTANY","U.1415835","PreservedSpecimen","Plantae",NA,"Laurales","Lauraceae","Ocotea","glauca",NA,"Ocotea glauca","(Nees & Mart.) Mez",NA,"Ule EHG",NA,"Southern America","Brazil",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1415835 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1415835","NL-U1415835",NA,"1892","03","01",NA,"Arbusto in silv. prope Caraça. Minas Geraes.",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-11-04 11:12:03-03","ESALQ","ESA","20002","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Ocotea","glauca",NA,"Ocotea glauca",NA,NA,"Pirani, J.R. et al.",NA,NA,"Brasil","Espírito Santo","-40.2733001708984","-19.8202991485596",NA,NA,"ESA020002",NA,"Assis, L.C.S","1994","02","21","Aracruz",NA,"37987","auto",NA,NA,NA,"2006",NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-11-04 11:12:03-03","ESALQ","ESA","115460","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Ocotea","glauca",NA,"Ocotea glauca",NA,NA,"Lima, D.F.","225.0",NA,"Brasil","Espírito Santo","-40.0722007751465","-19.3910999298096",NA,NA,"ESA115460",NA,"Carnier, F.E.","2011","04","17","Linhares",NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-11-04 11:12:03-03","ESALQ","ESA","9724","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Ocotea","glauca",NA,"Ocotea glauca","(Nees) Mez",NA,"Braga, P.I.S. et al.","2222.0",NA,"Brasil","Minas Gerais","-43.6697006225586","-19.8799991607666",NA,NA,"ESA009724",NA,"Baitello, J.B.","1986","02","27","Caeté",NA,"22051","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-11-04 10:56:01-03","ESALQ","ESA","135757","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","glauca",NA,"Ocotea glauca","(Nees & Mart.) Mez",NA,"L. Quintanilha","17.0",NA,"Brasil","Rio de Janeiro","-42.2289009094238","-22.8391990661621",NA,NA,"ESA135757",NA,NA,"2012","05","04","Iguaba Grande",NA,"5839","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-11-04 11:12:03-03","ESALQ","ESA","65834","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Ocotea","glauca",NA,"Ocotea glauca","(Nees & Mart.) Mez",NA,"Rosa, L.V.","91.0",NA,"Brasil","Espírito Santo","-40.5110015869141","-20.6580009460449",NA,NA,"ESA065834",NA,"Moraes, P.L.R.","1990","12","02","Guarapari",NA,"28401","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2016-02-02 14:38:23-02","BGBM","B","B 10 0185332","S","Plantae",NA,NA,"Lauraceae","Ocotea","glauca",NA,"Ocotea glauca","Mez",NA,"F. Sellow","458","Middle and South America","Brazil",NA,NA,NA,NA,"marked as non type; ex reliquiis Sellowianis, Humboldt ded. 1836; ex Hb. Kunth; Mespilodaphne glauca Meisn. <a href=http://herbarium.bgbm.org/object/B100185332 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100185332","B100185332 B100185332_1",NA,NA,NA,NA,NA,"Inter Campos et Vittoria.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2016-02-02 14:38:23-02","BGBM","B","B 10 0185331","S","Plantae",NA,NA,"Lauraceae","Ocotea","glauca",NA,"Ocotea glauca","Mez","type","F. Sellow","434","Middle and South America","Brazil",NA,NA,NA,NA,"type determination Rohwer, 1983: Holotype? <a href=http://herbarium.bgbm.org/object/B100185331 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100185331","B100185331 B100185331_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2016-02-02 14:38:23-02","BGBM","B","B 10 0185387","S","Plantae",NA,NA,"Lauraceae","Ocotea","glauca",NA,"Ocotea glauca","Mez","holotype","F. Sellow","c 397","Middle and South America","Brazil",NA,NA,NA,NA,"Ex reliquiis Sellowianis, Humboldt ded. 1836; ex Hb. Kunth <a href=http://herbarium.bgbm.org/object/B100185387 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100185387","B100185387 B100185387_1",NA,NA,NA,NA,NA,"Brasilia meridionalis, Sa. da Piedade.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2014-09-04 12:55:56-03","UNICAP","HUCPE","1158","S","Plantae",NA,NA,"Lauraceae","Ocotea","sylvatica",NA,"Ocotea sylvatica","(Meisn.) Mez",NA,"Cunha, L. .V.","D119",NA,"Brasil","Pernambuco","-34.87481","-7.832298",NA,NA,NA,NA,"L. C. Marangon","2008","06","10","Igarassu","Mata Dedo de Deus",NA,NA,NA,"-34.87481","-7.832298","2008","12","27",NA,NA,NA,NA,NA,NA
"34","2014-09-04 12:55:56-03","UNICAP","HUCPE","1159","S","Plantae",NA,NA,"Lauraceae","Ocotea","sylvatica",NA,"Ocotea sylvatica","(Meisn.) Mez",NA,"Cunha, L. .V.","D198",NA,"Brasil","Pernambuco","-34.87481","-7.832298",NA,NA,NA,NA,"L. C. Marangon","2008","10","23","Igarassu","Mata Dedo de Deus",NA,NA,NA,"-34.87481","-7.832298","2008","12","27",NA,NA,NA,NA,NA,NA
"35","2019-02-15 11:40:53-02","IPA","IPA","76393","S","Plantae","Plantae",NA,"Lauraceae","Ocotea","glauca",NA,"Ocotea glauca","(Nees & Mart.) Mez",NA,"Monteiro, M.T.","23669","Southern America","Brasil","Bahia","-38.8828010559082","-15.8631000518799",NA,"Flores esbranquiçadas com estames amarelos. Madeira +/- mole, de cor branca.","IPA0076393",NA,"Moraes, P.L.R. de","1972","04","28","Belmonte","Fazenda Pancadinha","71281","auto",NA,NA,NA,"2014","02","10",NA,NA,NA,NA,NA,NA
"36","2019-02-15 11:40:53-02","IPA","IPA","31978","S","Plantae","Plantae",NA,"Lauraceae","Ocotea","glauca",NA,"Ocotea glauca","(Nees & Mart.) Mez",NA,"Roxana Barreto; Gallindo, F.; Lima, R.; Gallindo, F.; Lima, R.","30","Southern America","Brasil","Pernambuco","-35.3266983032227","-7.65693998336792",NA,"Arboreta em regeneração, ca. 4m. folhas lustrosas em ambas as faces. Flores com pedicelos esverdeados exteriormente (na base); lacínios creme e glândulas amarelas.; Solo argiloso bem drenado.","IPA0031978",NA,"Santos, S.O.","1983","08","23","Vicência","Engenho Jundiá, capoeira à margem da estrada de acesso à igrejinha do alto do morro.","21084","auto",NA,NA,NA,"2011","10","26",NA,NA,NA,NA,NA,NA
"37","2019-02-15 11:40:58-02","IPA","IPA","16220","S","Plantae","Plantae",NA,"Lauraceae","Ocotea","sylvatica",NA,"Ocotea sylvatica","(Meisn.) Mez",NA,"Andrade-Lima","67-5029","Southern America","Brasil","Pernambuco","-35.0638999938965","-8.39888954162598",NA,NA,"IPA0016220",NA,"Roxana Barreto","1967","06","10","Ipojuca","Engenho Maranhão, Mata.","22847","auto",NA,NA,NA,"1983","11","01",NA,NA,NA,NA,NA,NA
"38","2019-02-15 11:40:58-02","IPA","IPA","1664","S","Plantae","Plantae",NA,"Lauraceae","Ocotea","sylvatica",NA,"Ocotea sylvatica","(Meisn.) Mez",NA,"Andrade-Lima","50-486","Southern America","Brasil","Pernambuco","-34.8810997009277","-8.05389022827148",NA,"Árvore pequena, flores creme.","IPA0001664",NA,"Vattimo, I. de","1950","06","01","Recife","Dois Irmãos, mata, margem da G.W.B.R.","18865","auto",NA,NA,NA,"1961","08","08",NA,NA,NA,NA,NA,NA
"39","2019-02-15 11:40:58-02","IPA","IPA","88532","S","Plantae","Plantae",NA,"Lauraceae","Ocotea","sylvatica",NA,"Ocotea sylvatica","(Meisn.) Mez",NA,"Santos, L.D. dos","s.n.","Southern America","Brasil","Pernambuco","-36.6875","-8.975830078125",NA,"Arbusto.; Vegetação de cerrado.","IPA0088532",NA,"Rita Pereira","2013","07","23","Saloá","próximo a torre de telefonia.","26837","auto",NA,NA,NA,"2013","09",NA,"1052","1052",NA,NA,NA,NA
"40","2019-02-15 11:40:58-02","IPA","IPA","63951","S","Plantae","Plantae",NA,"Lauraceae","Ocotea","sylvatica",NA,"Ocotea sylvatica","(Meisn.) Mez",NA,"Rodrigues, M.N.; Esteves, G.L.; Marques, R.C.; Esteves, G.L.; Marques, R.C.","1238","Southern America","Brasil","Alagoas","-36.4710998535156","-9.31888961791992",NA,"Árvore ca. 3m de altura; pétalas cremes.; Mata subcaducifolia.","IPA0063951",NA,"Roxana Barreto","1987","04","08","Quebrangulo","Parque Estadual da Pedra Talhada","16583","auto",NA,NA,NA,"2003","08","25",NA,NA,NA,NA,NA,NA
"41","2020-12-20 21:18:04-03","UFV","VIC","19376","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","glauca",NA,"Ocotea glauca","(Nees) Mez",NA,"Ignácio, M.; et al.","1050",NA,"Brasil","Bahia","-39.495278","-17.261389",NA,NA,"VIC019376",NA,NA,"2006","03","21","Alcobaça","CAF Grupo Arcelor - Reserva Sombra da Tarde",NA,NA,NA,"-39.495278","-17.261389",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-24 17:09:16-03","UFES","SAMES","1765","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","glauca",NA,"Ocotea glauca","(Nees & Mart.) Mez",NA,"Rocha,T.L.","117",NA,"Brasil","Espírito Santo","-39.7322006225586","-18.5932998657227",NA,"Árvore 6m, botões brancos.","SAMES01765",NA,"Siqueira,G.S.","2011","04","09","Conceição da Barra","Floresta Nacional do Rio Preto. NULL.","41644","auto",NA,"-398461111.0","-183858333.0","2018","08","18",NA,NA,NA,NA,NA,NA
"43","2021-03-24 17:09:16-03","UFES","SAMES","7731","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","glauca",NA,"Ocotea glauca","(Nees & Mart.) Mez",NA,"Wandekoken,D.T.","27",NA,"Brasil","Espírito Santo","-40.5110015869141","-20.6580009460449",NA,"Habito: Arbusto","SAMES07731",NA,"Siqueira,G.S.","2015","04","08","Guarapari",NA,"28401","auto",NA,"-407055556.0","-210030555.0","2018","08","18",NA,NA,NA,NA,NA,NA
"44","2021-03-24 17:09:16-03","UFES","SAMES","7726","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","glauca",NA,"Ocotea glauca","(Nees & Mart.) Mez",NA,"Wandekoken,D.T.","79",NA,"Brasil","Espírito Santo","-40.5110015869141","-20.6580009460449",NA,"Habito: Arbusto","SAMES07726",NA,"Siqueira,G.S.","2016","06","10","Guarapari",NA,"28401","auto",NA,"-407016667.0","-209947222.0","2018","08","18",NA,NA,NA,NA,NA,NA
"45","2021-03-24 17:09:16-03","UFES","SAMES","2873","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","glauca",NA,"Ocotea glauca","(Nees & Mart.) Mez",NA,"Menezes,L.F.T.; Sá,C.F.C.;Ribeiro,R.;Faria,M.B.;Teotônio,F.C.","1656",NA,"Brasil","Espírito Santo","-40.0722007751465","-19.3910999298096",NA,"Arvoreta de 6 m de altura com flores brancas. Folhas masseradas com cheiro ativo.","SAMES02873",NA,"Quinet,A.","2007","03","13","Linhares","Degredo. Formação florestal sobre cordão arenoso. Fragmento florestal próximo ao sítio do Domingos.","48094","auto",NA,NA,NA,"2009","04","29",NA,NA,NA,NA,NA,NA
"46","2021-03-24 17:09:16-03","UFES","SAMES","2872","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","glauca",NA,"Ocotea glauca","(Nees & Mart.) Mez",NA,"Pereira,O.J.; Menezes,L.F.T.;Martins,R.F.A.;Giaretta,A.O.","7484",NA,"Brasil","Espírito Santo","-40.0722007751465","-19.3910999298096",NA,"Planta com 5m, flores albas.","SAMES02872",NA,NA,"2007","03","29","Linhares","Degredo. Vegetação de restinga. Mata de cordão arenoso não inundável. Sítio do Chiquinho (Fazenda Ralph).","48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
