"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","barcode","geoFlag","recordNumber","continentOcean","preparationType","previousCatalogNumber","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","typeStatus","phylum","order","imagecode","infraspecificEpithet","class","relatedCatalogItem","individualCount","fieldNumber","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","402917","PreservedSpecimen","Plantae","Bignoniaceae","Tecoma","stans","Tecoma stans","(L.) Juss. ex Kunth",NA,NA,NA,NA,"S. Tsugaru","1987","07","06","Brazil","São Paulo","Jandira","In precincts of the Oomoto Hakko-en, Fernando Pessoa, Jandira.","-46.9025","-23.5278",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=658005' target='other'> <mi>dwc_moreinfo</mi></a>","NY00402917",NA,"B48","South America","sheet",NA,NA,NA,"750","750",NA,"Magnoliophyta","Lamiales","NY00402917_01",NA,NA,NA,NA,NA,NA
"12","2016-09-29 16:50:00-03","NY","NYBG","411791","PreservedSpecimen","Plantae","Bignoniaceae","Tecoma","stans","Tecoma stans",NA,NA,NA,NA,NA,"A. H. Gentry","1974","03","06","Venezuela","Miranda",NA,"Near Cúa.",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=658016' target='other'> <mi>dwc_moreinfo</mi></a>","NY00411791",NA,"10227","South America","sheet",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
"13","2016-09-30 18:24:00-03","NY","NYBG","01025729","PreservedSpecimen","Plantae","Bignoniaceae","Tecoma","stans","Tecoma stans",NA,NA,NA,NA,NA,"Collector unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2493210' target='other'> <mi>dwc_moreinfo</mi></a>","NY01025729",NA,"s.n.","South America","sheet",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Lamiales","NY01025729_01",NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","402913","PreservedSpecimen","Plantae","Bignoniaceae","Tecoma","stans","Tecoma stans","(L.) Juss. ex Kunth","A. H. Gentry",NA,NA,NA,"S. A. Mori","1978","02","12","Brazil","Bahia","Ilhéus","Area do CEPEC (Centro de Pesq. do Cacau), Km 22 rodovia Ilhéus/ Itabuna - BR 415.","-39.2273659","-14.771874",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=658015' target='other'> <mi>dwc_moreinfo</mi></a>","NY00402913",NA,"9260","South America","sheet",NA,NA,NA,"50","50",NA,"Magnoliophyta","Lamiales","NY00402913_01",NA,NA,NA,NA,NA,NA
"15","2016-09-29 16:50:00-03","NY","NYBG","411792","PreservedSpecimen","Plantae","Bignoniaceae","Tecoma","stans","Tecoma stans stans","(L.) Juss. ex Kunth",NA,NA,NA,NA,"A. H. Gentry","1987","06","11","Peru","Lambayeque",NA,"S of Olmos on old Pan American Highway.","-79.83","-6",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=658017' target='other'> <mi>dwc_moreinfo</mi></a>","NY00411792",NA,"58340","South America","sheet",NA,NA,NA,"250","250",NA,"Magnoliophyta","Lamiales",NA,"stans",NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","1144574","PreservedSpecimen","Plantae","Bignoniaceae","Tecoma","stans","Tecoma stans","(L.) Juss. ex Kunth","A. H. Gentry",NA,NA,NA,"B. C. Bennett","1986","03","14","Peru","Puno","Sandia","Roadside, 10km south of Sandia","-69.53","-14.13",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=222947' target='other'> <mi>dwc_moreinfo</mi></a>","NY01144574",NA,"2519","South America","sheet",NA,NA,NA,"2200","2200",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","402919","PreservedSpecimen","Plantae","Bignoniaceae","Tecoma","stans","Tecoma stans","(L.) Juss. ex Kunth","A. H. Gentry",NA,NA,NA,"H. Q. B. Fernandes","1988","09","22","Brazil","Espírito Santo","Santa Teresa","Rio Cinco de Novembro, em frente à pedra da estrada para Valsugana.","-40.6003","-19.9358",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=658011' target='other'> <mi>dwc_moreinfo</mi></a>","NY00402919",NA,"2558","South America","sheet",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Lamiales","NY00402919_01",NA,NA,NA,NA,NA,NA
"18","2016-09-29 16:50:00-03","NY","NYBG","411794","PreservedSpecimen","Plantae","Bignoniaceae","Tecoma","stans","Tecoma stans stans","(L.) Juss. ex Kunth",NA,NA,NA,NA,"D. C. Daly","1982","08","07","Bolivia","Santa Cruz","Andrés Ibáñez","Small tributaries of Rio Piray. Approx. 35 km from Santa Cruz; 25 km SW on road to Samaipata, then 10 km NW.","-63.25","-17.83",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=658019' target='other'> <mi>dwc_moreinfo</mi></a>","NY00411794",NA,"2092","South America","sheet",NA,NA,NA,"700","700",NA,"Magnoliophyta","Lamiales",NA,"stans",NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","402918","PreservedSpecimen","Plantae","Bignoniaceae","Tecoma","stans","Tecoma stans","(L.) Juss. ex Kunth","A. H. Gentry",NA,NA,NA,"H. Q. B. Fernandes","1988","09","22","Brazil","Espírito Santo","Santa Teresa","Rio Cinco de Novembro, em frente à pedra da estrada para Valsugana.","-40.6003","-19.9358",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=658010' target='other'> <mi>dwc_moreinfo</mi></a>","NY00402918",NA,"2557","South America","sheet",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Lamiales","NY00402918_01",NA,NA,NA,NA,NA,NA
"20","2016-09-29 16:50:00-03","NY","NYBG","411789","PreservedSpecimen","Plantae","Bignoniaceae","Tecoma","stans","Tecoma stans",NA,NA,NA,NA,NA,"E. M. Zardini","1990","08","03","Paraguay","Central",NA,"San Antonio, on Río Paraguay.","-57.5","-25.5",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=658006' target='other'> <mi>dwc_moreinfo</mi></a>","NY00411789",NA,"22569","South America","sheet",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","423612","PreservedSpecimen","Plantae","Bignoniaceae","Tecoma","stans","Tecoma stans","(L.) Juss. ex Kunth",NA,NA,NA,NA,"M. H. Nee","1997","12","31","Bolivia","Santa Cruz","Florida","10.5 km (by road) SSE of Quirusillas on road from Mairana to Postrervalle.","-63.93","-18.4",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=138765' target='other'> <mi>dwc_moreinfo</mi></a>","NY00423612",NA,"47651","South America","sheet",NA,NA,NA,"1750","1750",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","402915","PreservedSpecimen","Plantae","Bignoniaceae","Tecoma","stans","Tecoma stans","(L.) Juss. ex Kunth","L. A. C. Santos",NA,NA,NA,"L. A. C. Santos","1978","06","10","Brazil","Rio de Janeiro","Itaguaí","Itaguaí. antiga Rod. Rio-Sao Paulo, km 47.","-43.7753","-22.8522",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=658008' target='other'> <mi>dwc_moreinfo</mi></a>","NY00402915",NA,"5","South America","sheet",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Lamiales","NY00402915_01",NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","402922","PreservedSpecimen","Plantae","Bignoniaceae","Tecoma","stans","Tecoma stans","(L.) Juss. ex Kunth","H. N. Moldenke",NA,NA,NA,"J. E. Leite","1941","10",NA,"Brazil","Rio Grande do Sul","Sao Leopoldo","Vicinity of Sao Leopoldo.","-51.143791","-29.75136",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=658013' target='other'> <mi>dwc_moreinfo</mi></a>","NY00402922",NA,"629","South America","sheet",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Lamiales","NY00402922_01",NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","402916","PreservedSpecimen","Plantae","Bignoniaceae","Tecoma","stans","Tecoma stans","(L.) Juss. ex Kunth",NA,NA,NA,NA,"S. Tsugaru","1987","11","05","Brazil","São Paulo","Jandira","Near Mirante do Paranapanema, 30 km N from the state border between Paraná, along the Rt. SP-563.","-46.9025","-23.5278",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=658004' target='other'> <mi>dwc_moreinfo</mi></a>","NY00402916",NA,"B2094","South America","sheet",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Lamiales","NY00402916_01",NA,NA,NA,NA,NA,NA
"25","2016-09-29 16:50:00-03","NY","NYBG","411793","PreservedSpecimen","Plantae","Bignoniaceae","Tecoma","stans","Tecoma stans stans","(L.) Juss. ex Kunth",NA,NA,NA,NA,"A. H. Gentry","1985","09","25","Argentina","Salta",NA,"Road from Highway 34-55 to Parque Nacional El Rey, 6 km N of highway","-64.67","-24.83",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=658018' target='other'> <mi>dwc_moreinfo</mi></a>","NY00411793",NA,"51804","South America","sheet",NA,NA,NA,"860","860",NA,"Magnoliophyta","Lamiales",NA,"stans",NA,NA,NA,NA,NA
"26","2020-01-28 13:11:06-03","MCN-PUC-MINAS","HPUC-MG","ANG4263","S","Plantae","Bignoniaceae","Tecoma","stans","Tecoma stans",NA,NA,NA,NA,NA,"H.T.S.Rodrigues; M.P.Oliveira",NA,NA,NA,"Brasil","Minas Gerais","Belo Horizonte","Jardim central da PUC Minas - Coração Eucarístico","-43.937801361084","-19.9207992553711","17082","Flor amaela tubular, fruto tipo legume. Pesquisa PET 2015.",NA,"auto","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-01-28 13:11:07-03","MCN-PUC-MINAS","HPUC-MG","ANG516","S","Plantae","Bignoniaceae","Tecoma","stans","Tecoma stans",NA,NA,NA,NA,NA,"D.M.Alves","2009","02","05","Brasil","Minas Gerais","Belo Horizonte","Na frente do prédio 10 PUC","-43.937801361084","-19.9207992553711","17082","Presença de abelhas, cor amarelo, odor azedo.",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-01-28 13:11:06-03","MCN-PUC-MINAS","HPUC-MG","ANG3763","S","Plantae","Bignoniaceae","Tecoma","stans","Tecoma stans",NA,NA,NA,NA,NA,"Marco Colombini",NA,NA,NA,"Brasil","Minas Gerais","Belo Horizonte","Parque das Mangabeiras","-43.937801361084","-19.9207992553711","17082",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-01-28 13:11:07-03","MCN-PUC-MINAS","HPUC-MG","ANG517","S","Plantae","Bignoniaceae","Tecoma","stans","Tecoma stans",NA,NA,NA,NA,NA,"Gabrielle","1999","04","10","Brasil","Minas Gerais","Belo Horizonte","Parque Municipal, Belo Horizonte","-43.937801361084","-19.9207992553711","17082","Ipezinho.",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-01-28 13:11:06-03","MCN-PUC-MINAS","HPUC-MG","ANG519","S","Plantae","Bignoniaceae","Tecoma","stans","Tecoma stans",NA,NA,NA,NA,NA,"Cunha, F.C.R.","2006","05","22","Brasil","Minas Gerais","Belo Horizonte","PUC Minas, Coração Eucarístico","-43.937801361084","-19.9207992553711","17082","Ipêcinho. Urbano.",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-10-17 12:38:53-03","MCN-PUC-MINAS","HPUC-MG","CARP422","S","Plantae","Bignoniacea","Tecoma","stans","Tecoma stans",NA,"M.F.V.Starling",NA,NA,NA,"K.Bazzoni","2006",NA,NA,"Brasil","Minas Gerais","Belo Horizonte","Campus PUC Minas","-43.992222","-19.923611",NA,"Tipo de Furto: Síliqua. Coletado no 1° semestre de 2006",NA,NA,NA,NA,NA,NA,"43° 59' 32'' W","19° 55' 25''S","939","939",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-01-28 13:11:07-03","MCN-PUC-MINAS","HPUC-MG","ANG518","S","Plantae","Bignoniaceae","Tecoma","stans","Tecoma stans",NA,NA,NA,NA,NA,"N.L.Campos","2009","02","05","Brasil","Minas Gerais","Belo Horizonte","Laboratório Eng. Civil (Prédio 10) PUC","-43.937801361084","-19.9207992553711","17082","Odor adocicado, flor amarela. Ipêzinho.",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-02-18 09:28:59-03","UNESP-IBB","BOTU","1025","PreservedSpecimen","Plantae","Bignoniaceae","Tecoma","stans","Tecoma stans","(L.) Juss. ex Kunth","Perencin, N.","1972","10","10","Perencin, N.","1972","10","10","Brasil","São Paulo","Botucatu","Bosque municipal de Botucatu","-48.375","-22.875",NA,"Árvore com aproximadamente 3 m","BOTU001025",NA,"5",NA,NA,NA,"48°22'30w","22°52'30s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-02-18 09:28:59-03","UNESP-IBB","BOTU","1020","PreservedSpecimen","Plantae","Bignoniaceae","Tecoma","stans","Tecoma stans","(L.) Juss. ex Kunth","Paschoal, M.E.S.",NA,NA,NA,"Caceres, D.R.","1971","10","20","Brasil","São Paulo","Ribeirão Preto","não tem",NA,NA,NA,"Flor de coloração amarela","BOTU001020",NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-02-18 09:28:59-03","UNESP-IBB","BOTU","1011","PreservedSpecimen","Plantae","Bignoniaceae","Tecoma","stans","Tecoma stans","(L.) Juss. ex Kunth","Paschoal, M.E.S.",NA,NA,NA,"Beduschi, J.V.F.A.","1971","01","04","Brasil","São Paulo","Botucatu","não tem",NA,NA,NA,"Ipê de jardim","BOTU001011",NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-02-18 09:28:59-03","UNESP-IBB","BOTU","4156","PreservedSpecimen","Plantae","Bignoniaceae","Tecoma","stans","Tecoma stans","(L.) Juss. ex Kunth","Amaral Jr., A.","1974","10","29","Marculim, M.","1974","09","16","Brasil","São Paulo","Botucatu","Lageado",NA,NA,NA,"Árvore","BOTU004156",NA,"31",NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-02-18 09:28:59-03","UNESP-IBB","BOTU","1029","PreservedSpecimen","Plantae","Bignoniaceae","Tecoma","stans","Tecoma stans","(L.) Juss. ex Kunth","Paschoal, M.E.S.",NA,NA,NA,"Cozzo, R.A.G.","1972","10","21","Brasil","São Paulo","PiracicaBahia","A 3 km do centro da cidade",NA,NA,NA,"Árvore com 3 m de altura, com flores amarelas","BOTU001029",NA,"31",NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-02-18 09:28:59-03","UNESP-IBB","BOTU","18573","PreservedSpecimen","Plantae","Bignoniaceae","Tecoma","stans","Tecoma stans","(L.) Juss. ex Kunth","Paschoal, M.E.S.",NA,NA,NA,"Gabriel, E.M.N.","1992","06","20","Brasil","São Paulo","Jaú","Fazenda Santo Antonio",NA,NA,NA,"Árvore com abundantes flores","BOTU018573",NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-02-18 09:28:59-03","UNESP-IBB","BOTU","1010","PreservedSpecimen","Plantae","Bignoniaceae","Tecoma","stans","Tecoma stans","(L.) Juss. ex Kunth","Paschoal, M.E.S.",NA,NA,NA,"Sartorato, A.","1971","10","11","Brasil","São Paulo","Botucatu","não tem",NA,NA,NA,"Flores amarelas, planta ornamental","BOTU001010",NA,"41",NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-02-18 09:28:59-03","UNESP-IBB","BOTU","4165","PreservedSpecimen","Plantae","Bignoniaceae","Tecoma","stans","Tecoma stans","(L.) Juss. ex Kunth","Paschoal, M.E.S.",NA,NA,NA,"Felício, C.R.","1974","11","01","Brasil","São Paulo","Pederneiras","não tem",NA,NA,NA,"Planta de grande porte, flores amarelas sem aroma característico","BOTU004165",NA,"15",NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-02-18 09:28:59-03","UNESP-IBB","BOTU","4159","PreservedSpecimen","Plantae","Bignoniaceae","Tecoma","stans","Tecoma stans","(L.) Juss. ex Kunth","Paschoal, M.E.S.",NA,NA,NA,"Manetti, M.A.","1974","09","15","Brasil","São Paulo","Botucatu","Lageado",NA,NA,NA,"Árvore","BOTU004159",NA,"13",NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-02-18 09:28:59-03","UNESP-IBB","BOTU","4160","PreservedSpecimen","Plantae","Bignoniaceae","Tecoma","stans","Tecoma stans","(L.) Juss. ex Kunth","Paschoal, M.E.S.",NA,NA,NA,"Mira, J.R.R.","1974","10","06","Brasil","São Paulo","Botucatu","Bahiairro Alto, coletada em quintal residencial",NA,NA,NA,"Flor amarela, altura de 4 m, possui cheiro, arvore","BOTU004160",NA,"15",NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-02-18 09:28:59-03","UNESP-IBB","BOTU","33961","PreservedSpecimen","Plantae","Bignoniaceae","Tecoma","stans","Tecoma stans","(L.) Juss. Ex Kunth.",NA,NA,NA,NA,"Castro Matheus, L.","2019","05","08","Brasil","São Paulo","Botucatu","Jardim Botânico do IBB","-48.833333","-23.016667",NA,NA,"BOTU033961",NA,"52",NA,NA,NA,"48°49'60w","22°60'60s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-02-18 09:28:59-03","UNESP-IBB","BOTU","4163","PreservedSpecimen","Plantae","Bignoniaceae","Tecoma","stans","Tecoma stans","(L.) Juss. ex Kunth","Paschoal, M.E.S.",NA,NA,NA,"Mira, L.R.","1974","10","27","Brasil","São Paulo","Botucatu","Vila Auxiliadora",NA,NA,NA,"Árvore de jardim, planta ornamental com 3 m de altura","BOTU004163",NA,"14",NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-02-18 09:28:59-03","UNESP-IBB","BOTU","5394","PreservedSpecimen","Plantae","Bignoniaceae","Tecoma","stans","Tecoma stans","(L.) Juss. ex Kunth","Paschoal, M.E.S.",NA,NA,NA,"Campos, C.J.","1973","03","29","Brasil","São Paulo","Botucatu","Jardim da Faculdade de Ciências Médicas e Biológicas",NA,NA,NA,"Árvore de 3 m de altura, com flores amarelas e folhas opostas","BOTU005394",NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-02-18 09:28:59-03","UNESP-IBB","BOTU","5337","PreservedSpecimen","Plantae","Bignoniaceae","Tecoma","stans","Tecoma stans","(L.) Juss. ex Kunth","Paschoal, M.E.S.",NA,NA,NA,"Casagrande, L.","1975","11","03","Brasil","São Paulo","Botucatu","A 6 km da F.C.M.B.B",NA,NA,NA,"Planta lenhosa, arborea, aproximadamente 3 m de altura, flores amarelas","BOTU005337",NA,"6",NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-02-18 09:28:59-03","UNESP-IBB","BOTU","976","PreservedSpecimen","Plantae","Bignoniaceae","Tecoma","stans","Tecoma stans","(L.) Juss. ex Kunth","Paschoal, M.E.S.",NA,NA,NA,"Isaac, L.","1972","11","11","Brasil","São Paulo","Botucatu","Estrada de São Manuel- SP 191",NA,NA,NA,"Árvore de 2 m , flor amarela em campânul, folha denteada simples","BOTU000976",NA,"11",NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
