"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","occurrenceRemarks","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","barcode","geoFlag","continentOcean","verbatimLongitude","verbatimLatitude","relatedCatalogItem","imagecode","fieldNumber","preparationType","minimumElevationInMeters","maximumElevationInMeters","individualCount","sex"
"17","2015-09-03 19:13:04-03","MNHN","RECOLNAT_MNHN_P","P02136080","PreservedSpecimen",NA,NA,NA,NA,"Araceae","Philodendron","bipennifolium","Philodendron bipennifolium","Schott","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02136080' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Engler",NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,"Brasilia, Prov. Rio Janeiro.",NA,NA,NA,"P02136080",NA,NA,NA,NA,NA,"P02136080_01","237","hb",NA,NA,NA,NA
"18","2009-06-25 21:28:00-03","MO","MOBOT","2836659","PreservedSpecimen","Plantae",NA,NA,NA,"Araceae","Philodendron","bipennifolium","Philodendron bipennifolium","Schott",NA,"S. Mayo",NA,NA,NA,"Anonymous","Anonymous s.n.",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2011-09-28 14:33:00-03","MO","MOBOT","100415009","PreservedSpecimen","Plantae",NA,NA,NA,"Araceae","Philodendron","bipennifolium","Philodendron bipennifolium","Schott",NA,"Croat T.B.",NA,NA,NA,"Georges Cremers","Cremers 13898","1995","4","5","French Guiana",NA,NA,"Mont Grand Matoury - 2, Région de Cayenne",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2011-09-28 14:33:00-03","MO","MOBOT","100415525","PreservedSpecimen","Plantae",NA,NA,NA,"Araceae","Philodendron","bipennifolium","Philodendron bipennifolium","Schott",NA,"Moonen J.",NA,NA,NA,"J.J. de Granville","Granville 14050","2000","3","23","French Guiana",NA,NA,"Commune de Montsinéry - 3, Région de Cayenne",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2011-09-28 14:33:00-03","MO","MOBOT","100415526","PreservedSpecimen","Plantae",NA,NA,NA,"Araceae","Philodendron","bipennifolium","Philodendron bipennifolium","Schott",NA,"Moonen J.",NA,NA,NA,"J.J. de Granville","Granville 14051","2000","3","23","French Guiana",NA,NA,"Savane-roche Virginie, Bassin de l'Approuague",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2011-09-28 14:33:00-03","MO","MOBOT","100415729","PreservedSpecimen","Plantae",NA,NA,NA,"Araceae","Philodendron","bipennifolium","Philodendron bipennifolium","Schott",NA,"Crozier F.",NA,NA,NA,"J.J. de Granville","Granville 13098","1995","12","13","French Guiana",NA,NA,"Savane-roche Virginie, Bassin de l'Approuague",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2011-09-28 14:33:00-03","MO","MOBOT","100415786","PreservedSpecimen","Plantae",NA,NA,NA,"Araceae","Philodendron","bipennifolium","Philodendron bipennifolium","Schott",NA,"Crozier F.",NA,NA,NA,"J.J. de Granville","Granville 16518","2004","6","28","French Guiana",NA,NA,"Inselbergs du haut Marouini - A : Inselberg de la D.Z.",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-05-02 04:38:00-03","MO","MOBOT","100415983","PreservedSpecimen","Plantae",NA,NA,NA,"Araceae","Philodendron","bipennifolium","Philodendron bipennifolium","Schott",NA,"Haigh A.",NA,NA,NA,"Anna Haigh","Haigh 4","2004","11","3","French Guiana",NA,NA,"Barrage de Petit Saut, Bassin du Sinnamary",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2011-09-28 14:33:00-03","MO","MOBOT","100416066","PreservedSpecimen","Plantae",NA,NA,NA,"Araceae","Philodendron","bipennifolium","Philodendron bipennifolium","Schott",NA,"Hequet V.",NA,NA,NA,"Vanessa Hequet","Hequet 964","2000","10","8","French Guiana",NA,NA,"Crique Bellevue-Nord, à 11 km au Sud de Montsinéry",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2009-09-24 14:05:00-03","MO","MOBOT","1180614","PreservedSpecimen","Plantae",NA,NA,NA,"Araceae","Philodendron","bipennifolium","Philodendron bipennifolium","Schott",NA,"G.S. Bunting",NA,NA,NA,"George S. Bunting","Bunting 5244","1976","3","15","Venezuela","Táchira",NA,"Cultivada en jardín del colector en San Cristóbal, de material de Bunt. 5244 recogido en agosto, 1970, en un jardín privado en Tumeremo, Edo. Bolívar, originalmente recogido en bosque de la zona.",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2011-02-23 15:09:00-03","MO","MOBOT","2836646","PreservedSpecimen","Plantae",NA,NA,NA,"Araceae","Philodendron","bipennifolium","Philodendron bipennifolium","Schott",NA,"T. Croat",NA,NA,NA,"George S. Bunting|L.A.M. Akkermans|Jan van Rooden","Bunting 3856","1969","7","6","Venezuela","Amazonas",NA,"Depto. Casiquiare: alrededores de Yavita (río Temi) y cerca de la carretera Yavita Pinichin hasta el km 5 hacia Pinichin.",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"125.00000000","140.00000000",NA,NA
"28","2009-06-25 21:28:00-03","MO","MOBOT","2836647","PreservedSpecimen","Plantae",NA,NA,NA,"Araceae","Philodendron","bipennifolium","Philodendron bipennifolium","Schott",NA,"T. Croat",NA,NA,NA,"Anonymous","Anonymous s.n.",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2009-06-25 21:28:00-03","MO","MOBOT","2836648","PreservedSpecimen","Plantae",NA,NA,NA,"Araceae","Philodendron","bipennifolium","Philodendron bipennifolium","Schott",NA,NA,NA,NA,NA,"Anonymous","Anonymous s.n.",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2009-06-25 21:28:00-03","MO","MOBOT","2836649","PreservedSpecimen","Plantae",NA,NA,NA,"Araceae","Philodendron","bipennifolium","Philodendron bipennifolium","Schott",NA,NA,NA,NA,NA,"Anonymous","Anonymous s.n.",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2014-01-22 12:04:00-02","MO","MOBOT","2836658","PreservedSpecimen","Plantae",NA,NA,NA,"Araceae","Philodendron","bipennifolium","Philodendron bipennifolium","Schott",NA,"G.S. Bunting",NA,NA,NA,"H.G.A. Engler","Engler 238",NA,NA,NA,"Brazil",NA,NA,"Patria.",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2014-03-25 16:27:00-03","MO","MOBOT","2934805","PreservedSpecimen","Plantae",NA,NA,NA,"Araceae","Philodendron","bipennifolium","Philodendron bipennifolium","Schott",NA,"F. Crozier",NA,NA,NA,"J.J. de Granville|Françoise Crozier","Granville 16518","2004",NA,NA,"French Guiana",NA,NA,"Inselbergs du haut Marouini-A: Inselberg de la D.Z. Lisière de savane-roche. Petite savane-roche isolée, à environ 300 m au sud des grandes savanes-roches.","-54.0291667","2.6083333",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"180.00000000",NA,"1",NA
"33","2012-01-24 20:41:00-02","MO","MOBOT","3133375","PreservedSpecimen","Plantae",NA,NA,NA,"Araceae","Philodendron","bipennifolium","Philodendron bipennifolium","Schott",NA,"A.M.E. Jonker-Verhoef & Jonker",NA,NA,NA,"A.M.E. Jonker|F.P. Jonker","Jonker 462","1956","1","14","Suriname",NA,NA,"Wayombo Riv. weg naar Donderskamp",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2017-04-28 05:17:00-03","MO","MOBOT","3452181","PreservedSpecimen","Plantae",NA,NA,NA,"Araceae","Philodendron","bipennifolium","Philodendron bipennifolium","Schott",NA,NA,NA,NA,NA,"Joep Moonen","Moonen 268","2000","5","26","French Guiana",NA,NA,"Savanne Roche la Virgenie; cultivated at Emerald Jungle Village.",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2014-03-25 16:25:00-03","MO","MOBOT","359406","PreservedSpecimen","Plantae",NA,NA,NA,"Araceae","Philodendron","bipennifolium","Philodendron bipennifolium","Schott",NA,"M.Nadruz (RB)",NA,NA,NA,"Thomas B. Croat","Croat 61924","1986","8","2","Brazil","Rio de Janeiro",NA,"Along BR101, between Campos & Niteroi at Km. 232; Elevation 80 m; Dwarf swamp forest with trees to 3.5 m; About 22º10'S; 42º30'W.","-42.5","-22.1666667",NA,NA,NA,"South America",NA,NA,NA,NA,"86-43",NA,"80.00000000",NA,"9",NA
"36","2011-12-14 05:48:00-02","MO","MOBOT","947938","PreservedSpecimen","Plantae",NA,NA,NA,"Araceae","Philodendron","bipennifolium","Philodendron bipennifolium","Schott",NA,"Thomas B. Croat (MO)",NA,NA,NA,"Georges Cremers|Françoise Crozier|J.J. de Granville|C. Tardy","Cremers 13898","1995","4","5","French Guiana","Cayenne",NA,"Mont Grand Matoury - Ile de Cayenne. Forêt de basse altitude sur cuirasses lateritiques Dans le sous-bois eclaire.","-52.35","4.86666",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"60.00000000",NA,"2",NA
"37","2009-06-25 21:29:00-03","MO","MOBOT","2886323","PreservedSpecimen","Plantae",NA,NA,NA,"Araceae","Philodendron","wayombense","Philodendron wayombense","A.M.E. Jonker & Jonker",NA,NA,NA,NA,NA,"Anonymous","Anonymous s.n.",NA,NA,NA,"Suriname",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2011-09-28 14:33:00-03","MO","MOBOT","100414937","PreservedSpecimen","Plantae",NA,NA,NA,"Araceae","Philodendron","wayombense","Philodendron wayombense","A.M.E. Jonker & Jonker",NA,"Croat T.B.",NA,NA,NA,"Georges Cremers","Cremers 14366","1996","4","10","French Guiana",NA,NA,"Savane-roche Virginie, Bassin de l'Approuague",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2011-02-08 17:45:00-02","MO","MOBOT","1216437","PreservedSpecimen","Plantae",NA,NA,NA,"Araceae","Philodendron","wayombense","Philodendron wayombense","A.M.E. Jonker & Jonker",NA,"Thomas B. Croat (MO)",NA,NA,NA,"Georges Cremers","Cremers 14366","1996","4","10","French Guiana","Cayenne",NA,"Savane Roche de Virginie-Bassin de l'Approuague. Savane roche.",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"40","2009-09-24 14:05:00-03","MO","MOBOT","349838","PreservedSpecimen","Plantae",NA,NA,NA,"Araceae","Philodendron","wayombense","Philodendron wayombense","A.M.E. Jonker & Jonker",NA,"T. Croat",NA,NA,NA,"George S. Bunting","Bunting 4345V","1974","11","27","Venezuela","Táchira",NA,"Cultivated in garden of collector in San Cristóbal, from propagule of Bunt. 4345, collected around Canaima, Edo. Bolívar, beside Río Carrao, just above Salto Canaima",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"400.00000000","450.00000000",NA,NA
"41","2009-08-24 12:37:00-03","MO","MOBOT","383484","PreservedSpecimen","Plantae",NA,NA,NA,"Araceae","Philodendron","wayombense","Philodendron wayombense","A.M.E. Jonker & Jonker",NA,"G. Bunting",NA,NA,NA,"Basil Stergios|Gerardo Aymard","Stergios 4146","1982","7","25","Venezuela","Amazonas",NA,"Dpto. Río Negro. Selva pluvial del bajo río Yatua.",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-01-19 14:30:51-03","MBML","MBML-HERBARIO","6122",NA,"Plantae",NA,NA,NA,"Araceae","Philodendron","aff. bipennifolium","Philodendron aff. bipennifolium","Schott","Trepadeira. Caule castanho claro-acizentado, ca. 4cm de diâmetro. Folha com nervuras, margens e pequenas estrias do pecíolo verde-claras. Péciolo ca. 70cm comprimento. Espata internamente alva com a metade inferior vermelho-clara, exte","in dupl.: M. Nadruz/1999",NA,NA,NA,"H. Q. Boudet Fernandes; et al","3026","1990","10","31","Brasil","Espírito Santo","Santa Teresa","Museu de Biologia Mello Leitão, Jardim Rupestre","-40.6","-19.936111",NA,"MBML006122",NA,NA,"40W36'0","19S56'10",NA,"MBML006122",NA,NA,NA,NA,NA,NA
"43","2021-03-01 11:53:06-03","UFPE","UFP","59501","PreservedSpecimen","Plantae",NA,NA,"Alismatales","Araceae","Philodendron","bipennifolium","Philodendron bipennifolium","Schott","Hemiepífita. folhas sagitada, c/ reentrância na 3a. nervura primária e na base dos lobos posteriormente; pecíolo, cilíndrico.","Pontes, TA","2008","07","25","Arruda, T","74","2008","07","24","Brasil","Pernambuco","Igarassu",NA,"-34.9063987731934","-7.83416986465454","24709","UFP059501","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-01 11:53:06-03","UFPE","UFP","59507","PreservedSpecimen","Plantae",NA,NA,"Alismatales","Araceae","Philodendron","bipennifolium","Philodendron bipennifolium","Schott","Hemiepífita. Pecíolo verde-escuro c/ pontos brancos, aplainado adaxialmente; Próximo a córrego em mata bastante úmida e semi-aberta.","Pontes, TA","2009","03","12","Pontes, TA; Amorim, BS; García, G","143","2009","03","12","Brasil","Pernambuco","Igarassu",NA,"-34.9063987731934","-7.83416986465454","24709","UFP059507","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-01 11:53:06-03","UFPE","UFP","59506","PreservedSpecimen","Plantae",NA,NA,"Alismatales","Araceae","Philodendron","bipennifolium","Philodendron bipennifolium","Schott","Hemiepífita escandente juvenil. Caule marrom-claro. Folha sagitada com estreitamento na porção mediana, ápice acuminado, discolor.; Sub-bosque fechado altamente úmido.","Pontes, TA","2009","01","21","Pontes, TA","125","2009","01","21","Brasil","Pernambuco","Igarassu",NA,"-34.9063987731934","-7.83416986465454","24709","UFP059506","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-01 11:53:06-03","UFPE","UFP","59505","PreservedSpecimen","Plantae",NA,NA,"Alismatales","Araceae","Philodendron","bipennifolium","Philodendron bipennifolium","Schott","Terrestre juvenil. Caule marrom-claro, anguloso.; Área de sub-bosque fechado.","Pontes, TA","2009","01","13","Pontes, TA","121","2009","01","13","Brasil","Pernambuco","Igarassu",NA,"-34.9063987731934","-7.83416986465454","24709","UFP059505","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-01 11:53:06-03","UFPE","UFP","59504","PreservedSpecimen","Plantae",NA,NA,"Alismatales","Araceae","Philodendron","bipennifolium","Philodendron bipennifolium","Schott","Hemiepífita. Caule marrom-claro, cilíndrico. Folhas pinatífida, ápice acuminado, margem irregularmente recortada.; Sub-bosque fechado, úmido, em declive, população pequena.","Pontes, TA","2008","11","20","Pontes, TA; Alves-Araújo, A; Melo, A","117","2008","11","20","Brasil","Pernambuco","Igarassu",NA,"-34.9063987731934","-7.83416986465454","24709","UFP059504","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-01 11:53:06-03","UFPE","UFP","59503","PreservedSpecimen","Plantae",NA,NA,"Alismatales","Araceae","Philodendron","bipennifolium","Philodendron bipennifolium","Schott","Hemiepífita, grande porte. Caule marrom; percíolo cilindrico, verde-escuro.","Pontes, TA","2009","01","21","Pontes, TA","123","2009","01","21","Brasil","Pernambuco","Igarassu",NA,"-34.9063987731934","-7.83416986465454","24709","UFP059503","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-03-01 11:53:06-03","UFPE","UFP","59502","PreservedSpecimen","Plantae",NA,NA,"Alismatales","Araceae","Philodendron","bipennifolium","Philodendron bipennifolium","Schott","Terrestre juvenil. Caule marrom-acinzentado, anguloso. Folhas levemente discolor, mais brilhante no lado abaxial. Ramos flageliformes s/ folhas, nem catáfilos.; Sub-bosque semi-fechado próximo a córrego","Pontes, TA","2008","11","12","Pontes, TA","106","2008","11","12","Brasil","Pernambuco","Igarassu",NA,"-34.9063987731934","-7.83416986465454","24709","UFP059502","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-09-12 05:00:02-03","US","US","936602","PreservedSpecimen","Plantae",NA,"Monocotyledonae","Arales","Araceae","Philodendron","bipennifolium","Philodendron bipennifolium","Schott",NA,NA,NA,NA,NA,"A. Engler","237",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"US01919088",NA,"South America - Neotropics",NA,NA,NA,"US01919088_01",NA,NA,NA,NA,"1",NA
"51","2019-10-07 09:19:36-03","UEFS","HUEFS","162970","PreservedSpecimen","Plantae","Angiospermae","Lilianae","Alismatales","Araceae","Philodendron","bipennifolium","Philodendron bipennifolium","Schott","Mata Atlântica.",NA,NA,NA,NA,"Pontes, T.A.","121","2009","01","13","Brasil","Pernambuco","Igarassu","Usina São José área de sub-bosque fechado, mata de piedade.","-35.0025","-7.830278",NA,"HUEFS0162970",NA,NA,"35W0'9''","7S49'49''",NA,"HUEFS0162970",NA,NA,"115","115",NA,NA
