"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","typeStatus","relatedCatalogItem"
"51","2019-10-07 09:36:58-03","UEFS","HUEFS","59698","PreservedSpecimen","Plantae","Angiospermae","Sapindales","Rutaceae","Metrodorea","maracasana","Metrodorea maracasana","Kaastra","J.R.Pirani","Oliveira, R.P.","772","2002","04","23",NA,"Brasil","Bahia","Maracás","EBDA.","-40.114444","-13.526944",NA,NA,"HUEFS0059698","HUEFS0059698","748","748","2009","40W6'52''","13S31'37''","09",NA,NA,NA,"Rosanae",NA,NA
"52","2019-01-23 11:18:35-02","F","FMNH-SEEDPLANTS","V0071297F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rutaceae","Metrodorea","maracasana","Metrodorea maracasana",NA,NA,"E. Pereira","9656","1965","1","23","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0071297F","V0071297F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","Isotype",NA
"53","2020-07-23 12:21:39-03","CEPLAC","CEPEC","102733","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Metrodorea","maracasana","Metrodorea maracasana",NA,"M. Groppo","W. W. Thomas","13812","1999","02","06",NA,"Brasil","Bahia","JEQUIÉ","10,5Km ao S de Mandacarú (junção Rod. p/ estádio c/ Rod. p/ Jequié) na Rod. p/ Serra dos Brejos.","-40.111111","-13.943611",NA,NA,NA,NA,NA,NA,NA,"40W6'40","13S56'37",NA,NA,NA,NA,NA,NA,"30/03/2011"
"54","2020-07-23 12:21:39-03","CEPLAC","CEPEC","106273","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Metrodorea","maracasana","Metrodorea maracasana",NA,"M. Groppo","W. W. Thomas","13922","2011","02","09",NA,"Brasil","Bahia","POÇÕES","Fazenda Boa Esperança (Sr. Alberto S. Vitória), 7Km de Poções, na Rod. p/ Duas Vendas.","-40.359722","-14.597222",NA,NA,NA,NA,NA,NA,NA,"40W21'35","14S35'50",NA,NA,NA,NA,NA,NA,"30/03/2011"
"55","2020-07-23 12:21:39-03","CEPLAC","CEPEC","109477","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Metrodorea","maracasana","Metrodorea maracasana",NA,"M. Groppo","W. W. Thomas","13585","2003","07","26",NA,"Brasil","Bahia","JEQUIÉ","Serra do Brejo, Fazenda do Sr. F. Brito, 10,5Km ao S de Mandacarú, Rod. p/ Serra do Brejo (Rod. de pedra p/ estádio).","-40.111111","-13.946944",NA,NA,NA,NA,NA,NA,NA,"40W6'40","13S56'49",NA,NA,NA,NA,NA,NA,"30/12/2011"
"56","2020-07-23 12:21:39-03","CEPLAC","CEPEC","121581","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Metrodorea","maracasana","Metrodorea maracasana",NA,"M. Groppo","F. M. Ferreira","1716","1977","02","03",NA,"Brasil","Bahia","ITIRUÇÚ","Trevo Itiruçu, tamal à direita da pista no sentido Marcás. 4,9Km contornando a Fazenda de café pela esquerda.","-40.141111","-13.496944",NA,NA,NA,NA,NA,NA,NA,"40W8'28","13S29'49",NA,NA,NA,NA,NA,NA,"30/03/2011"
"57","2020-07-23 12:21:39-03","CEPLAC","CEPEC","75588","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Metrodorea","maracasana","Metrodorea maracasana",NA,"R. C. Kaastra","W. W. Thomas","11247","1996","11","14",NA,"Brasil","Bahia","ITIRUÇÚ","Parque Nacional Monte Pascoal. Caminho p/ topo Monte Pascoal. Acima da rampa e topo do Monte.","-40.574722",NA,NA,NA,NA,NA,NA,NA,NA,"40W34'29","1515S5'53",NA,NA,NA,NA,NA,NA,NA
"58","2020-07-23 12:21:39-03","CEPLAC","CEPEC","88745","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Metrodorea","maracasana","Metrodorea maracasana",NA,"J. R. Pirani","W. W. Thomas","12291","2000","10","15",NA,"Brasil","Bahia","BOA NOVA","3.3Km a E de Boa Nova Rod. para Dário Meira.","-40.183333","-14.383333",NA,NA,NA,NA,NA,NA,NA,"40W11'","14S23'",NA,NA,NA,NA,NA,NA,"30/12/2002"
"59","2020-07-23 12:21:39-03","CEPLAC","CEPEC","96008","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Metrodorea","maracasana","Metrodorea maracasana",NA,"Sem Informação","Fiaschi, P.","1408","2003","03","08",NA,"Brasil","Bahia","BOA NOVA","Fazenda Cotermaia (proprietário Alipe Maia), entrada à esq., ca 1,2km e de Boa Nova, na estrada para Dario Meira.","-40.1875","-14.373611",NA,NA,NA,NA,NA,NA,NA,"40W11'15","14S22'25",NA,NA,NA,NA,NA,NA,NA
"60","2020-07-23 12:21:39-03","CEPLAC","CEPEC","15281","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Metrodorea","maracasana","Metrodorea maracasana",NA,"J. A. Kallunki","S. A. Mori","11259","1978","11","21",NA,"Brasil","Bahia","BARRA DO CHOÇA","4Km W cidade, estr. liga BR-116/Sao Sebastiao.","-40.5793991088867","-14.8810997009277",NA,"<ll>dwc_commonname:</ll> Povoacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25032","auto",NA,NA,"30/12/1981"
"61","2020-07-23 12:21:39-03","CEPLAC","CEPEC","2415","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Metrodorea","maracasana","Metrodorea maracasana",NA,"J. R. Pirani","R. P. Belém","2608","1966","09","22",NA,"Brasil","Bahia","EUNÁPOLIS","16Km ao S cidade, BR-5.","-39.5802993774414","-16.3775005340576",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37596","auto",NA,NA,"30/12/1988"
"62","2020-07-23 12:21:39-03","CEPLAC","CEPEC","1832","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Metrodorea","maracasana","Metrodorea maracasana",NA,"J. R. Pirani","R. P. Belém","2608","1966","09","22",NA,"Brasil","Bahia","EUNÁPOLIS","16Km ao S cidade, BR-5.","-39.5802993774414","-16.3775005340576",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37596","auto",NA,NA,"30/12/1988"
"63","2020-07-23 12:21:39-03","CEPLAC","CEPEC","6211","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Metrodorea","maracasana","Metrodorea maracasana",NA,"R. C. Kaastra","T. S. dos Santos","1158","1970","10","21",NA,"Brasil","Bahia","GANDÚ","Estr. a Itubera.","-39.4866981506348","-13.7439002990723",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16935","auto",NA,NA,"30/12/1981"
"64","2020-07-23 12:21:39-03","CEPLAC","CEPEC","10804","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Metrodorea","maracasana","Metrodorea maracasana",NA,"R. C. Kaastra","T. S. dos Santos","2934","1975","02","28",NA,"Brasil","Bahia","ITACARÉ","Estr. do Aeroporto.","-38.9967002868652","-14.2775001525879",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41230","auto",NA,NA,"30/12/1981"
"65","2020-07-23 12:21:39-03","CEPLAC","CEPEC","16055","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Metrodorea","maracasana","Metrodorea maracasana",NA,"J. A. Kallunki","T. S. dos Santos","3447","1979","02","13",NA,"Brasil","Bahia","ITIRUÇÚ","Km 18 Rod. Itirucu/Maracás, BA-554.","-40.1502990722656","-13.5317001342773",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22271","auto",NA,NA,"30/12/1983"
"66","2020-07-23 12:21:39-03","CEPLAC","CEPEC","8768","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Metrodorea","maracasana","Metrodorea maracasana",NA,"R. C. Kaastra","R. S. Pinheiro","1865","1993","07","09",NA,"Brasil","Bahia","jaguaquara","Rod. Jaguaquara a Rio/Bahia.","-39.9707984924316","-13.5305995941162",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34448","auto",NA,NA,"30/12/1981"
"67","2020-07-23 12:21:39-03","CEPLAC","CEPEC","15735","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Metrodorea","maracasana","Metrodorea maracasana",NA,"J. A. Kallunki","L. A. Mattos-Silva","230","1979","02","14",NA,"Brasil","Bahia","MARACÁS","Km 2 BA-026 liga Maracas/Contendas do Sincora.","-40.4308013916016","-13.4411001205444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50558","auto",NA,NA,"30/12/1983"
"68","2020-07-23 12:21:39-03","CEPLAC","CEPEC","42855","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Metrodorea","maracasana","Metrodorea maracasana",NA,"L. A. Mattos-Silva","L. A. Mattos-Silva","2261","1988","03","01",NA,"Brasil","Bahia","MARACÁS","Km 12 BA-250, trecho Maracas/Itirucu, Faz. Contendas.","-40.4308013916016","-13.4411001205444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50558","auto",NA,NA,"30/12/1988"
"69","2021-04-08 17:13:12-03","UESB","HUESB","9524","S","Plantae","Dicotyledoneae",NA,"Rutaceae","Metrodorea","maracasana","Metrodorea maracasana","Kaastra","Moreira, R.S.","Ramos, D.L.; Silva, G.S.; Silva, G.S.","8","2014","04","15",NA,"Brasil","Bahia","Jequié","Oriente Novo","-40.139444","-14.242444",NA,"Árvore, ca. 12m alt. Folhas simples, crassas. Inflorescência em botão, amarelo.; Mata Atlântica.","HUESB000009524",NA,"760","760","2014","-40.139444","-14.242444","05","13",NA,NA,NA,NA,NA
"70","2021-04-08 17:13:12-03","UESB","HUESB","1332","S","Plantae","Dicotyledoneae",NA,"Rutaceae","Metrodorea","maracasana","Metrodorea maracasana","Kaastra",NA,"Macedo, G.E.L.; A. F. Souza, MF Souza,; Souza, M.F.; A. F. Souza, MF Souza,; Souza, M.F.","213","2003","09","12",NA,"Brasil","Bahia","Jequié","Jequié, Estrada para o Brejo Novo, 9Km entrando pela rua Exupério Miranda, no bairro Mandacaru.","-41.061111","-13.944722",NA,"Fruto separado.; Arbórea. Folhas cartáceas, opostas cruzadas. Sem flores. Fruto seco deiscente, com 5 lóculos.; Floresta estacional decidual (Mata de Cipó)",NA,NA,"617","750",NA,"-41.061111","-13.944722",NA,NA,NA,NA,NA,NA,NA
"71","2021-04-08 17:13:12-03","UESB","HUESB","14318","S","Plantae","Dicotyledoneae",NA,"Rutaceae","Metrodorea","maracasana","Metrodorea maracasana","Kaastra",NA,"Souza, A.J.S.; Moreira, R.S.; Silva, G.S.; Moreira, R.S.; Silva, G.S.","13","2019","10","03",NA,"Brasil","Bahia","Itiruçu","Fazenda Lameirão","-40.1355","-13.567797",NA,"Árvore, ca, 8m. Folhas simples, opostas, crassa. Fruto em cápsula, imaturo, verde.; Mata decidual de Cipó.","HUESB000014318",NA,"829","829",NA,"-40.1355","-13.567797",NA,NA,NA,NA,NA,NA,NA
"72","2021-04-08 17:13:12-03","UESB","HUESB","6493","S","Plantae","Dicotyledoneae",NA,"Rutaceae","Metrodorea","maracasana","Metrodorea maracasana","Kaastra",NA,"Santana, A M L","1","2011","01","10",NA,"Brasil","Bahia","Maracás","Fazenda Pantanal.","-40.4308013916016","-13.4411001205444",NA,"Árvore.; Folha simples, crassas, obovada; Flor amarela , pequena;; Mata fechada.",NA,NA,"905","905",NA,NA,NA,NA,NA,"50558","auto",NA,NA,NA
