"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","individualCount","class","relatedCatalogItem"
"11","2020-11-04 11:06:12-03","ESALQ","ESA","16045","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Dioscoreaceae","Dioscorea","pseudomacrocapsa","Dioscorea pseudomacrocapsa","G.M. Barroso et al.",NA,"Rodrigues, R.R. et al.","25.0","1994","07","20",NA,"Brasil","São Paulo",NA,NA,NA,"ESA016045","ESA016045","Araújo, D.","Novo Horizonte","-49.2200012207031","-21.4599990844727","32394","auto","2012","02","15",NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-11-04 11:06:12-03","ESALQ","ESA","19592","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Dioscoreaceae","Dioscorea","pseudomacrocapsa","Dioscorea pseudomacrocapsa","G.M. Barroso et al.",NA,"Barreto, K.D. et al.","2483.0","1994","05","18",NA,"Brasil","São Paulo",NA,NA,NA,"ESA019592","ESA019592","Araújo, D.","Piracicaba","-47.6399993896484","-22.7199993133545","44778","auto","2012","02","15",NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-11-04 11:06:12-03","ESALQ","ESA","20077","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Dioscoreaceae","Dioscorea","pseudomacrocapsa","Dioscorea pseudomacrocapsa","G.M. Barroso et al.",NA,"Barreto, K.D. et al.","2703.0","1994","07","08",NA,"Brasil","São Paulo",NA,NA,NA,"ESA020077","ESA020077","Araújo, D.","Piracicaba","-47.6399993896484","-22.7199993133545","44778","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-11-04 11:06:12-03","ESALQ","ESA","65064","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Dioscoreaceae","Dioscorea","pseudomacrocapsa","Dioscorea pseudomacrocapsa","G.M. Barroso et al.",NA,"Souza, J.P.","2703.0","1998","08","28",NA,"Brasil","São Paulo","Haras Vanguarda. Borda de mata ciliar",NA,"Volúvel, frutos imaturos verdes","ESA065064","ESA065064","Araújo, D.","Monte Mor","-47.310001373291","-22.9400005340576","12206","auto","2012","02","15",NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-11-04 11:06:12-03","ESALQ","ESA","32193","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Dioscoreaceae","Dioscorea","pseudomacrocapsa","Dioscorea pseudomacrocapsa","G.M. Barroso et al.",NA,"Souza, V.C. ; Souza, J.P.","11430.0","1996","06","08",NA,"Brasil","São Paulo","Sítio Santana. Mata mesófila semidecídua.",NA,"Trepadeira; frutos avermelhados.","ESA032193","ESA032193","Araújo, D.","Oswaldo Cruz","-508.844",NA,NA,NA,"2012","02","15","-508,844","-21,714,444","400","400",NA,NA,NA,NA
"16","2020-11-04 11:06:12-03","ESALQ","ESA","63191","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Dioscoreaceae","Dioscorea","pseudomacrocapsa","Dioscorea pseudomacrocapsa","G.M. Barroso et al.",NA,"Souza, J.P.","2250.0","1998","05","14",NA,"Brasil","São Paulo","Haras Vanguarda. Borda de mata ciliar",NA,"Escandente, botões verdes","ESA063191",NA,"Araújo, D.","Monte Mor","-47.310001373291","-22.9400005340576","12206","auto","2012","02","15",NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-11-04 11:06:12-03","ESALQ","ESA","65267","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Dioscoreaceae","Dioscorea","pseudomacrocapsa","Dioscorea pseudomacrocapsa","G.M. Barroso et al.",NA,"Souza, J.P.","2346.0","1998","06","12",NA,"Brasil","São Paulo","Haras Vanguarda. Borda e interior de mata ciliar",NA,"Escandente, flores creme","ESA065267","ESA065267","Araújo, D.","Monte Mor","-47.310001373291","-22.9400005340576","12206","auto","2012","02","15",NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-11-04 10:55:25-03","ESALQ","ESA","133248","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","pseudomacrocapsa","Dioscorea pseudomacrocapsa","G.M.Barroso et al.",NA,"Barroso, R.M.; Kochanovski, F.J.; Montebeller,C.; Leme, F.M.; Bacci, L.F.; Marcelo-Peña, J.L.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.; Ivanauskas, N.M.","177.0","2015","07","06",NA,"Brasil","São Paulo","Mata do Pinheirinho. Usina Rosana",NA,"Trepadeira. Flores com pétalas verdes.","ESA133248",NA,"Barroso, R.M.","Mombuca","-47.560001373291","-22.9200000762939","13659","auto","2015","07","22","-47,662,700","-22,924,045","586","586",NA,NA,NA,NA
"19","2021-03-24 17:08:59-03","UFES","SAMES","1980","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","pseudomacrocapsa","Dioscorea pseudomacrocapsa","G.M.Barroso et al.",NA,"Giaretta,A.O.; Monteiro,M.M.;Ribeiro,M.","636","2009","09","26",NA,"Brasil","Espírito Santo","Itaúnas. Mata seca de restinga sobre cordão arenoso, próximo de uma área entre cordões, alagada, dominada por Montrichardia. Área atrás da fazenda Jequitaia.",NA,"Liana com frutos amarelos.","SAMES01980",NA,"Araújo,D.","Conceição da Barra","-39.7322006225586","-18.5932998657227","41644","auto","2012",NA,NA,"-397191667.0","-184205556.0",NA,NA,NA,NA,NA,NA
"20","2021-03-01 16:19:44-03","UNICAMP","UEC","188751","S","Plantae","Liliopsida",NA,"Dioscoreaceae","Dioscorea","pseudomacrocapsa","Dioscorea pseudomacrocapsa","G.M.Barroso, E.F.Guim. & Sucre",NA,"Barroso, RM; Kochanovski, FJ; et al.","ESA133248","2015","06","07",NA,"Brazil","São Paulo","Mata do pinheirinho. Usina Rosana.",NA,"Trepadeira. Flores com pétalas verdes.","UEC126695","UEC126695","Barroso, RM","Mombuca","-48.1075","-23.544569",NA,NA,NA,NA,NA,"-48.1075","-23.544569","586","586",NA,NA,NA,NA
"21","2020-04-27 16:09:29-03","UFES","VIES","12818","S","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","pseudomacrocapsa","Dioscorea pseudomacrocapsa","G.M.Barroso et al.",NA,"Picchi, D.G.; Assis, M.A. de","146","2002","06","12",NA,"Brasil","São Paulo","Fazenda São José.",NA,NA,"VIES012818","VIES012818","Araújo, D.","Rio Claro","-47.560001373291","-22.4099998474121","21773","auto","2012","02","14",NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-12-21 16:22:55-03","MBM","MBM","353499b","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","pseudomacrocapsa","Dioscorea pseudomacrocapsa","G.M. Barroso, Guimarães & Sucre",NA,"Sucre, D.","7505","1971","03","14","Southern America","Brazil","Rio de Janeiro","Leme, Morro da Babilônia",NA,"Destrogira, dióica, perene com a base espinhescente (espinhos reflexos). Crescendo em formação secundária de encosta com afloramento de rocga (formação similar a do Holotypus em Jacarepaguá. Fl. feminina com o ovário verde e as tépa","MBM353499b",NA,"et al.; Barroso","Rio de Janeiro","-43.2075004577637","-22.9027996063232","57442","auto","1971","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-12-21 16:22:55-03","MBM","MBM","374483","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","pseudomacrocapsa","Dioscorea pseudomacrocapsa","G.M. Barroso, Guimarães & Sucre","PARATYPE","Sucre, D.; Ichaso, C.L.F.; Guimarães, E.; Laroche, R.; Ichaso, C.L.F.; Guimarães, E.; Laroche, R.","6637","1970","04","16","Southern America","Brazil","Rio de Janeiro","Jacarepaguá",NA,"Alto volúvel destrorsa, caules vários partindo da base, perenes, espinhosos e clorofilados e áfilos.; Formação secundária de encosta com afloramento de granito. Crescendo em solo de constituição primordialmente vegetal acumulado nas","MBM374483","MBM374483","Sucre; Guimarães; Barroso","Rio de Janeiro","-43.2075004577637","-22.9027996063232","57442","auto","1970","04",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-12-21 16:22:55-03","MBM","MBM","353508","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","pseudomacrocapsa","Dioscorea pseudomacrocapsa","G.M. Barroso, Guimarães & Sucre","ISOTYPE","Sucre, D.","7351","1970","12","29","Southern America","Brazil","Rio de Janeiro","Jacarepaguá",NA,"Destrogera, dióica, perenicaule. Robusta, alto volúvel, subindo até a copa de árvores de 12m de altura. caule adulto na base ereto ou decumbente até 2,5m e espinhosos; flasos espinhosos formados por pecíolos de folhas com lâminas rud","MBM353508","MBM353508","Sucre; Guimarães; Barroso","Rio de Janeiro","-43.2075004577637","-22.9027996063232","57442","auto","1970",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-12-21 16:22:55-03","MBM","MBM","425677","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","pseudomacrocapsa","Dioscorea pseudomacrocapsa","G.M. Barroso, Guimarães & Sucre",NA,"Sem coletor","s.n.","1985","03","20","Southern America","Brazil","Rio de Janeiro","Jardim Botânico do Rio de Janeiro, Seção 34, Canteiro A, Piquete 3.",NA,"Trepadeira, flor branca. Nº719","MBM425677",NA,"Nadruz, M.","Rio de Janeiro","-43.2075004577637","-22.9027996063232","57442","auto","1985",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-12-21 16:22:55-03","MBM","MBM","353499","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","pseudomacrocapsa","Dioscorea pseudomacrocapsa","G.M. Barroso, Guimarães & Sucre","PARATYPE","Sucre, D.","7505","1971","03","14","Southern America","Brazil","Rio de Janeiro","Leme, Morro da Babilônia",NA,"Destrogira, dióica, perene com a base espinhescente (espinhos reflexos). Crescendo em formação secundária de encosta com afloramento de rocga (formação similar a do Holotypus em Jacarepaguá. Fl. feminina com o ovário verde e as tépal","MBM353499","MBM353499 MBM353499_1","et al.; Barroso","Rio de Janeiro","-43.2075004577637","-22.9027996063232","57442","auto","1971","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2018-09-13 10:34:42-03","MNHN","RECOLNAT_MNHN_P","P01817717","PreservedSpecimen",NA,NA,NA,"Dioscoreaceae","Dioscorea","pseudomacrocapsa","Dioscorea pseudomacrocapsa","G.M.Barroso, E.F. Guim. & Sucre","isotype","Sucre, D.",NA,"1970","12","29",NA,"brésil",NA,"Rio de Janeiro, formaçao rupicola de encosta em Jacarepagua","hb","RB 145909 - Code barre 00538325 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01817717' target='other'> <mi>dwc_moreinfo</mi></a>","P01817717","P01817717_01","Barroso, Guimaraes et Sucre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7351",NA,NA,NA
"28","2011-12-08 15:18:00-02","MO","MOBOT","100434837","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","pseudomacrocapsa","Dioscorea pseudomacrocapsa","G.M. Barroso, E.F. Guim. & Sucre","Isotype","Dimitri Sucre","Sucre 7351","1970","12","29","South America","Brazil","Rio de Janeiro","Rio de Janeiro. Formação rupícola de encosta em Jacarepaguá.",NA,NA,NA,NA,"Barroso, Guimarães et Sucre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"29","2020-08-31 09:20:02-03","INPA","INPA","230779","S","Plantae","Monocotyledon","Dioscoreales","Dioscoreaceae","Dioscorea","pseudomacrocapsa","Dioscorea pseudomacrocapsa","G.M.Barrosoet al.",NA,"Sucre, D","7351","1970","12","29","Southern America","Brasil","Rio de Janeiro","Formação rupícola de encosta em Jacarepaguá.",NA,NA,"INPA0230779","INPA0230779 INPA0230779_e","Sucre, D; Barroso, GM","Rio de Janeiro","-43.2075004577637","-22.9027996063232","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-07-10 09:45:42-03","MBML","MBML-HERBARIO","35645",NA,"Plantae",NA,NA,"Dioscoreaceae","Dioscorea","pseudomacrocapsa","Dioscorea pseudomacrocapsa","G.M.Barroso, E.F.Guim. & Sucre",NA,"A. M. Amorim; et al","7561","2008","07","18",NA,"Brasil","Espírito Santo","Área de Proteção Ambiental da Pedra do Elefante",NA,NA,"MBML035645","MBML035645","D. Araújo/XII-2012","Nova Venécia","-40.443889","-18.776944",NA,NA,NA,NA,NA,"40W26'38","18S46'37",NA,NA,NA,NA,NA,NA
"31","2020-07-10 09:45:42-03","MBML","MBML-HERBARIO","38993",NA,"Plantae",NA,NA,"Dioscoreaceae","Dioscorea","pseudomacrocapsa","Dioscorea pseudomacrocapsa","G.M.Barroso, E.F.Guimarães & Sucre","ISOTIPO","D. Sucre","7351","1970","12","29",NA,"Brasil","Rio de Janeiro","Formação rupícola e encosta em Jacarepaguá.",NA,"Destrogera, dióica, perenicaule. Robusta, alto volúvel, subindo até a copa de árvores de 12m de altura. Caule adulto na base ereto ou decumbente até 2,5m e espinhoso; flasos espinhos formados por pecíolos de folhas com lâminas rudiment","MBML038993","MBML038993","Barroso, Guimarães et Sucre/1970",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-06-15 15:30:14-03","UNESP-RC","HRCB","26062","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","pseudomacrocapsa","Dioscorea pseudomacrocapsa","G.M.Barroso et al.",NA,"Souza, V.C.","11429","1996","07","08",NA,"Brasil","São Paulo","Sítio Santana",NA,"Escandente; flores creme-esverdeadas",NA,NA,"Araújo, D.","Oswaldo Cruz","-50.884444","-21.714444",NA,NA,"2012","02","14","50º53'04W","21º42'52S","400","400",NA,NA,NA,NA
"33","2020-06-15 15:30:14-03","UNESP-RC","HRCB","34175","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","pseudomacrocapsa","Dioscorea pseudomacrocapsa","G.M.Barroso et al.",NA,"Udulutsch, R.G.","346","2001","05","24",NA,"Brasil","São Paulo","Faz. São José",NA,"Trepadeira rara; flores branco-esverdeadas, inflorescência com ca. 1 m",NA,NA,"Araújo, D.","Rio Claro","-47.499444","-22.355194",NA,NA,"2012","02","14","47º29'58W","22º21'18,7S",NA,NA,NA,NA,NA,NA
"34","2020-06-15 15:30:14-03","UNESP-RC","HRCB","34902","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","pseudomacrocapsa","Dioscorea pseudomacrocapsa","G.M.Barroso et al.",NA,"Udulutsch, R.G.","444","2001","10","30",NA,"Brasil","São Paulo","Faz. São José",NA,"Liana volúvel: frutos secos (já dispersados)",NA,NA,"Araújo, D.","Rio Claro","-47.499444","-22.355194",NA,NA,"2012","02","14","47º29'58W","22º21'18,7S",NA,NA,NA,NA,NA,NA
"35","2020-06-15 15:30:14-03","UNESP-RC","HRCB","36361","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","pseudomacrocapsa","Dioscorea pseudomacrocapsa","G.M.Barroso et al.",NA,"Picchi, D.G.","146","2002","06","12",NA,"Brasil","São Paulo","Faz. São José",NA,"Liana volúvel; flores verdes esbranquiçadas",NA,NA,"Araújo, D.","Rio Claro","-47.499444","-22.355194",NA,NA,"2012","02","14","47º29'58W","22º21'18,7S",NA,NA,NA,NA,NA,NA
"36","2020-06-15 15:30:14-03","UNESP-RC","HRCB","41420","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","pseudomacrocapsa","Dioscorea pseudomacrocapsa","G.M.Barroso et al.",NA,"Melo, P.H.A.","779","2003","08","09",NA,"Brasil","Minas Gerais","Fazenda Amargoso",NA,"Trepadeira, terrestre, flores verdes, frutos imaturos",NA,NA,"Araújo, D.","Pains","-45.646389","-20.393056",NA,NA,"2012","02","14","45º38'47W","20º23'35S",NA,NA,NA,NA,NA,NA
"37","2020-06-15 15:30:14-03","UNESP-RC","HRCB","49528","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","pseudomacrocapsa","Dioscorea pseudomacrocapsa","G.M.Barroso et al.",NA,"Melo, P.H.A.","627","2003","05","25",NA,"Brasil","Minas Gerais","Fazenda Amargoso",NA,"Terrestre, inflorescência verde-escuro",NA,NA,"Araújo, D.","Pains","-45.649722","-20.387222",NA,NA,"2012","02","14","45º38'59W","20º23'14S","750","750",NA,NA,NA,NA
"38","2020-06-15 15:30:14-03","UNESP-RC","HRCB","49529","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","pseudomacrocapsa","Dioscorea pseudomacrocapsa","G.M.Barroso et al.",NA,"Melo, P.H.A.","779","2003","08","09",NA,"Brasil","Minas Gerais","Fazenda Amargoso",NA,"Trepadeira, terrestre, flores verdes, frutos imaturos verdes",NA,NA,"Araújo, D.","Pains","-45.646389","-20.393056",NA,NA,"2012","02","14","45º38'47W","20º23'35S","750","750",NA,NA,NA,NA
"39","2020-06-15 15:30:14-03","UNESP-RC","HRCB","42845","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","pseudomacrocapsa","Dioscorea pseudomacrocapsa","G.M.Barroso et al.",NA,"Costa, L.V.","s.n.","1997",NA,NA,NA,"Brasil","Minas Gerais","Mineração da Cauê",NA,NA,NA,NA,"Araújo, D.","Pedro Leopoldo","-44.043098449707","-19.6180992126465","17853","auto","2012","02","14",NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-06-15 15:30:14-03","UNESP-RC","HRCB","40671","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","pseudomacrocapsa","Dioscorea pseudomacrocapsa","G.M.Barroso et al.",NA,"Moura, L.C.","67","1999","06","14",NA,"Brasil","São Paulo","Floresta Estadual Navarro de Andrade",NA,"Liana com flores de coloração verde",NA,NA,"Araújo, D.","Rio Claro","-47.560001373291","-22.4099998474121","21773","auto","2012","02","14",NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-09-12 05:00:02-03","US","US","3580466","PreservedSpecimen","Plantae",NA,"Liliales","Dioscoreaceae","Dioscorea","pseudomacrocapsa","Dioscorea pseudomacrocapsa","G.M. Barroso & et al.","Isotype","D. Sucre","7351","1970","12","29","South America - Neotropics","Brazil","Rio de Janeiro","Estado do Rio de Janeiro, formação rupícola de encosta de Jacarepaguá.",NA,NA,"US01049630","US01049630_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Monocotyledonae",NA
"42","2020-09-02 16:24:07-03","Cenargen","CEN","71897","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","pseudomacrocapsa","Dioscorea pseudomacrocapsa","G.M.Barroso, E.F.Guim. & Sucre","ISOTYPUS","Dimitri Sucre Benjamin","7351","1970","12","29",NA,"Brasil","RJ","Encosta em Jacarepaguá.","Exsicatas","ISOTYPUS. Destrogera, dióica, perenicaule. Robusta, alto volúvel, subindo até a copa de árvores de 12 m de altura. caule adulto na base ereto ou decumbente até 2,5 m e espinhoso; flasos espinhos formados por pecíolos de folhas com lâminas rudimentais e cedo caducas. Doação do Jardim Botânico do Rio de Janeiro - RB (145909). Rio de Janeiro.","CEN00071897","CEN00071897","Barroso, Guimarães et Sucre","RIO DE JANEIRO","-43.2075004577637","-22.9027996063232","57442","auto","1970",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"43","2021-03-15 18:26:38-03","USP","SPF","193234","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","pseudomacrocapsa","Dioscorea pseudomacrocapsa","G.M.Barroso, E.F.Guim. & Sucre","isotype","Sucre, D","7351","1970","12","29",NA,"Brasil","Rio de Janeiro","Jacarepaguá.",NA,"Destrogera, dióica, perenicaule. Robusta, alto volúvel, subindo até a copa de árvores de 12 m de alt. Caule adulto na base ereto ou decumbente até 2,5 m e espinhoso; espinhos formados por pecíolos de folhas com lâminas rudimentais e","SPF00193234",NA,"et al.; Barroso, GM","Rio de Janeiro","-43.2075004577637","-22.9027996063232","57442","auto","1970",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
