"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount"
"869","2020-09-02 16:39:47-03","Cenargen","CEN","74292","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","I. S. Matos",NA,NA,NA,"I. S. Matos - ASE","26","2008","06","09","Brasil","SE","ITAPORANGA D'AJUDA","Fazenda Trapsa","-37.3106002807617","-10.9981002807617",NA,NA,NA,NA,"Flores com corola verde e cálice alaranjado. Projeto: Caracterização Florística e Estrutura dos Remanescentes de Mata Atlântica em Sergipe. Doação da Universidade Federal de Sergipe. Herbarium ASE 11115","CEN00074292","CEN00074292",NA,"Exsicatas",NA,NA,NA,NA,"31945","auto",NA,NA,NA,NA,"2"
"870","2019-12-09 17:30:57-03","UFPR","EFC","15799","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","Völtz, R.R.","2017","09","19","Völtz, R.R.",NA,"2017","01","18","Brasil","Santa Catarina","São Francisco do Sul","Balneária Enseada","-48.4981","-26.2281","-48.4981","-26.2281",NA,NA,"Árvore 10 m alt.; ritidoma marrom-claro, escamoso, casca interna rosada, fibriada, látex alvo; botões florais ferrugíneos; estrato superior de Floresta Ombrófila Densa Submontana.","EFC015799",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"871","2019-12-09 17:30:57-03","UFPR","EFC","16374","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","Völtz, R.R.","2018","01","03","Völtz, R.R.; Busarello, E.","1451","2018","01","03","Brasil","Santa Catarina","São Francisco do Sul","Balneário Enseada","-48.4981","-26.2278","-48.4981","-26.2278","20","20","Árvore 12 m, ritidoma bruno-claro, escamoso, escamas papiráceas; casca interna mesclada, bruno-alaranjado com fibras laranjas; casca morta bruno claro pontuada de branco; látex alvo, abundante; frutos imaturos verde-amarronzados e madu","EFC016374",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"872","2019-12-09 17:30:57-03","UFPR","EFC","12992","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","Ribeiro, C.L.","2014","07","26","Ribeiro, C.L.","82","2014","07","22","Brasil","Santa Catarina","Palhoça",NA,"-48.6678009033203","-27.645299911499",NA,NA,NA,NA,"Indivíduo cultivado","EFC012992",NA,NA,NA,NA,NA,NA,NA,"31105","auto",NA,NA,NA,NA,NA
"873","2019-12-09 17:30:57-03","UFPR","EFC","16077","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","Völtz, R.R.","2017","07","22","Völtz, R.R.; Brotto, M.L.","1309","2017","07","22","Brasil","Paraná","Morretes","PARANA Saint-Hilaire/Lange","-48.695","-25.6191","-48.695","-25.6191","970","970","Árvore 17 m alt., latescente, látex alvo; dossel de Floresta Ombrófila Densa Montana; flores com sépalas ferrugíneas e pétalas esverdeadas. Floresta Ombrófila Densa Montana","EFC016077",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"874","2019-11-13 11:31:49-03","USP","SPF","155998","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni",NA,NA,NA,NA,"Kuhlmann, M","59","1959","08","20","Brasil","Pará",NA,"Rodovia Belém-Brasília, km 93.",NA,NA,NA,NA,NA,NA,NA,"SPF00155998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"875","2019-11-13 11:31:49-03","USP","SPF","206349","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","Anônimo",NA,NA,NA,"Cavalcanti, ACS; Laurindo, T; Chaves, F","54","2008","03","07","Brasil","Rio de Janeiro","Araruama","Praia Seca. Trilha interna na vegetação de restinga entre a praia e a lagoa da Pernambuca.","-42.293889","-22.936389","-42.293889","-22.936389",NA,NA,NA,"SPF00206349",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"876","2019-11-13 11:31:49-03","USP","SPF","206355","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","Cavalcanti, ACS","2009",NA,NA,"Cavalcanti, ACS","304","2008","11","08","Brasil","Rio de Janeiro","Araruama",NA,"-42.290556","-22.937222","-42.290556","-22.937222",NA,NA,NA,"SPF00206355",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"877","2019-11-13 11:31:49-03","USP","SPF","65171","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni",NA,NA,NA,NA,"Kuhlmann, M; Jimbo, S","26","1959","08","17","Brasil","Pará",NA,"Rodovia Belém-Brasília, km 93.",NA,NA,NA,NA,NA,NA,NA,"SPF00065171",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"878","2019-11-13 11:31:49-03","USP","SPF","131896","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","Oliveira, AA",NA,NA,NA,"Oliveira, AA","1957","1993","04",NA,"Brasil","Amazonas","Manaus",NA,"-59.763889","-2.407222","-59.763889","-2.407222","50","125",NA,"SPF00131896",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"879","2019-11-13 11:31:49-03","USP","SPF","141902","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa amazonica","T.D.Penn.","Pennington, TD","1997","08",NA,"Sothers, CA","510","1995","07","16","Brasil","Amazonas","Manaus","Reserva Florestal Adolpho Ducke","-59.966667","-2.883333","-59.966667","-2.883333",NA,NA,NA,"SPF00141902",NA,NA,NA,NA,NA,NA,"amazonica",NA,NA,NA,NA,NA,NA,NA
"880","2019-11-13 11:31:49-03","USP","SPF","71668","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","Carneiro, CE","1997","11",NA,"Kuhlmann, M","3906","1956","07","13","Brasil","São Paulo","Itanhaém",NA,"-46.7799987792969","-24.1800003051758",NA,NA,NA,NA,NA,"SPF00071668",NA,NA,NA,NA,NA,NA,NA,"26998","auto",NA,NA,NA,NA,NA
"881","2021-03-25 13:53:40-03","UNIVILLE","JOI","17777","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","Völtz, R.R","2018","07","08","Völtz, R.R; Tres, A.","1672","2018","07","08","Brasil","Paraná","Guaraqueçaba","RPPN Salto Morato.","-48.316389","-25.163889","48º18'59''W","25º9'50''S","200","200","Ritidoma escamoso, escamas papiráceas; casca interna trançada, rosada; látex alvo, abundante; botões florais com sépalas marrom-claro e pétalas esverdeadas. Habito: Árvore","JOI017777",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"882","2021-03-25 13:53:40-03","UNIVILLE","JOI","16662","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","Sobral, M.","2010","11","29","Stival-Santos, A.; Legal, E. & Silveira, S.","2922","2010","05","31","Brasil","Santa Catarina","Santo Amaro da Imperatriz","Cova da Onça","-48.780833","-27.628889","48º46'51''W","27º37'44''S","236","236","Botão floral verde Habito: Arbórea","JOI016662",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"883","2021-03-25 13:53:40-03","UNIVILLE","JOI","16133","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","Sobral","2010","07","10","A. Stival-Santos","2593","2010","04","28","Brasil","Santa Catarina","Angelina","Barra Clara.","-48.9852981567383","-27.5685997009277",NA,NA,"476","476","; HABITAT: entorno do fragmento, beira da estrada; HABITO: arbórea; TIPO VEGETACIONAL: Floresta Ombrófila Densa","JOI016133",NA,NA,NA,NA,NA,NA,NA,"25961","auto",NA,NA,NA,NA,NA
"884","2021-03-25 13:53:40-03","UNIVILLE","JOI","4121","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","L. Sevegnani","2002","09","23","Sheila Mafra",NA,"2002","08","22","Brasil","Santa Catarina","Blumenau","Bairro Progresso.","-49.0661010742188","-26.9193992614746",NA,NA,"80","80","; HABITAT: floresta; HABITO: Árvore","JOI004121",NA,NA,NA,NA,NA,NA,NA,"34291","auto",NA,NA,NA,NA,NA
"885","2019-10-07 09:12:54-03","UEFS","HUEFS","171623","PreservedSpecimen","Plantae","Sapotaceae","Lucuma","venosa","Lucuma venosa","(Mart.) Mart. & Miq.",NA,NA,NA,NA,"Cruz, A.","100","1999","02","16","Brasil","Sergipe","Barra dos Coqueiros",NA,"-37.0386009216309","-10.9089002609253",NA,NA,NA,NA,"Borda da Trilha.","HUEFS0171623","HUEFS0171623",NA,NA,NA,"Angiospermae","Ericales",NA,"26796","auto","Asteranae",NA,NA,NA,NA
"886","2019-10-07 09:12:54-03","UEFS","HUEFS","171761","PreservedSpecimen","Plantae","Sapotaceae","Lucuma","venosa","Lucuma venosa","(Mart.) Mart. & Miq.",NA,NA,NA,NA,"Landim, M.","349","2000","05","03","Brasil","Sergipe","Santa Luzia do Itanhy","Mata do Crasto.","-37.448299407959","-11.3507995605469",NA,NA,NA,NA,"Borda da mata.","HUEFS0171761","HUEFS0171761",NA,NA,NA,"Angiospermae","Ericales",NA,"26417","auto","Asteranae",NA,NA,NA,NA
"887","2019-10-07 09:13:01-03","UEFS","HUEFS","54949","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni",NA,NA,NA,NA,"Guedes, M.L.S.","8143","2001","03","30","Brasil","Bahia","Massarandupió","Litoral Norte, a 25km, próximo à região de brejos.","-38.083333","-11.933333","38W5'","11S56'",NA,NA,NA,"HUEFS0054949","HUEFS0054949",NA,NA,NA,"Angiospermae","Ericales",NA,NA,NA,"Asteranae",NA,NA,NA,NA
"888","2019-10-07 09:13:01-03","UEFS","HUEFS","54950","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni",NA,NA,NA,NA,"Guedes, M.L.S.","8081","2001","03","29","Brasil","Bahia","Massarandupió","Litoral Norte, a 25km, próximo à região de brejos.","-38.083333","-11.933333","38W5'","11S56'",NA,NA,NA,"HUEFS0054950","HUEFS0054950",NA,NA,NA,"Angiospermae","Ericales",NA,NA,NA,"Asteranae",NA,NA,NA,NA
"889","2020-07-10 11:20:40-03","UEFS","HUEFS","183055","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni",NA,NA,NA,NA,"Matos, E.N.de","282","2011","07","27","Brasil","Bahia","Conde","Sitio do Conde-Barra de Itariri.","-37.789722","-12.251944","37W47'23''","12S15'7''",NA,NA,"Campestre e moitas.","HUEFS0183055","HUEFS0183055",NA,NA,NA,"Angiospermae","Ericales",NA,NA,NA,"Asteranae",NA,NA,NA,NA
"890","2020-07-10 11:20:40-03","UEFS","HUEFS","144767","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","M.R.Fonseca","2001","07",NA,"Fonseca, M.R.","HUNEBA5376","2001","07","12","Brasil","Bahia","Entre Rios","Restinga de Massarandupió.","-37.866667","-12.329167","37W52'0''","12S19'45''",NA,NA,"Dunas de areias brancas, restinga interna.","HUEFS0144767","HUEFS0144767",NA,NA,NA,"Angiospermae","Ericales",NA,NA,NA,"Asteranae",NA,NA,NA,NA
"891","2020-07-10 11:20:40-03","UEFS","HUEFS","183062","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni",NA,NA,NA,NA,"Matos, E.N.de","863","2011","11","28","Brasil","Bahia","Conde","Faz. Fundão.","-37.586389","-11.871111","37W35'11''","11S52'16''",NA,NA,"NanoFloresta. e Moitas","HUEFS0183062","HUEFS0183062",NA,NA,NA,"Angiospermae","Ericales",NA,NA,NA,"Asteranae",NA,NA,NA,NA
"892","2020-07-10 11:20:40-03","UEFS","HUEFS","188919","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni",NA,NA,NA,NA,"Matos, E.N.de","2060","2011","11","25","Brasil","Bahia","Conde","Sítio do Conde-Fazenda Cezo","-37.601111","-11.888889","37W36'4''","11S53'20''",NA,NA,"Restinga. Floresta.","HUEFS0188919","HUEFS0188919",NA,NA,NA,"Angiospermae","Ericales",NA,NA,NA,"Asteranae",NA,NA,NA,NA
"893","2020-07-10 11:20:40-03","UEFS","HUEFS","224415","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni",NA,NA,NA,NA,"Siqueira, G.S.","1091","2015","09","13","Brasil","Espírito Santo","Pinheiros","Estrada Canal do Rio Itauninhas, Barragem.","-40.214167","-18.491111","40W12'51''","18S29'28''","74","74","Capoeirão","HUEFS0224415","HUEFS0224415",NA,NA,NA,"Angiospermae","Ericales",NA,NA,NA,"Asteranae",NA,NA,NA,NA
"894","2020-07-10 11:20:40-03","UEFS","HUEFS","206091","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni",NA,NA,NA,NA,"Uller, H.F.",NA,"2013","10",NA,"Brasil","Rio de Janeiro","Cabo Frio","Conglomerado 140-2-1-10","-36.075556","-22.900556","36W4'32''","22S54'2''",NA,NA,NA,"HUEFS0206091","HUEFS0206091",NA,NA,NA,"Angiospermae","Ericales",NA,NA,NA,"Asteranae",NA,NA,NA,NA
"895","2019-10-07 09:13:01-03","UEFS","HUEFS","68254","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni",NA,NA,NA,NA,"Kuhlmann, M.","59","1959","08","20","Brasil","Pará",NA,"Rodovia Belém-Brasília, km 93.",NA,NA,NA,NA,NA,NA,NA,"HUEFS0068254","HUEFS0068254",NA,NA,NA,"Angiospermae","Ericales",NA,NA,NA,"Asteranae",NA,NA,NA,NA
"896","2019-10-07 09:13:01-03","UEFS","HUEFS","85026","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni",NA,NA,NA,NA,"Chiea, S.A.C.","566","1987","10","22","Brasil","São Paulo","Cananéia","Ilha do Cardoso.","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,"HUEFS0085026","HUEFS0085026",NA,NA,NA,"Angiospermae","Ericales",NA,"37574","auto","Asteranae",NA,NA,NA,NA
"897","2019-10-07 09:13:01-03","UEFS","HUEFS","39763","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni",NA,NA,NA,NA,"Hatschbach, G.","61565","1995","01","16","Brasil","Espírito Santo","Venda Nova do Imigrante","Mata Fria.","-41.1347007751465","-20.3397006988525",NA,NA,"1100","1100","Mata fria.","HUEFS0039763","HUEFS0039763",NA,NA,NA,"Angiospermae","Ericales",NA,"15909","auto","Asteranae",NA,NA,NA,NA
"898","2020-07-10 11:20:40-03","UEFS","HUEFS","88701","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni",NA,NA,NA,NA,"Aguiar, O.T.","652","2000","05","26","Brasil","São Paulo","Ilhabela","Parque Estadual da Serra do Mar, parte sul da ilha, fazenda Grafite","-45.3499984741211","-23.7700004577637",NA,NA,NA,NA,NA,"HUEFS0088701","HUEFS0088701 HUEFS0088701_e1",NA,NA,NA,"Angiospermae","Ericales",NA,"23719","auto","Asteranae",NA,NA,NA,NA
"899","2019-10-07 09:13:01-03","UEFS","HUEFS","189562","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa subsp. amazonica","T.D.Penn.",NA,NA,NA,NA,"Popovkin, A.V.","1116","2012","05","09","Brasil","Bahia","Entre Rios",NA,"-38.033333","-12.016667","38W2'","12S1'",NA,NA,NA,"HUEFS0189562","HUEFS0189562",NA,NA,NA,"Angiospermae","Ericales","subsp. amazonica",NA,NA,"Asteranae",NA,NA,NA,NA
"900","2019-10-07 09:13:01-03","UEFS","HUEFS","158319","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa subsp. amazonica","T.D.Penn.",NA,NA,NA,NA,"Popovkin, A.V.","583","2009","05","14","Brasil","Bahia","Entre Rios","Road from Imbé to Porto Sauípe.","-38","-12.083333","38W0'","12S5'","144","144","Mata Atlântica.","HUEFS0158319","HUEFS0158319",NA,NA,NA,"Angiospermae","Ericales","subsp. amazonica",NA,NA,"Asteranae",NA,NA,NA,NA
"901","2019-10-07 09:13:01-03","UEFS","HUEFS","42549","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa subsp. amazonica","T.D.Penn.","C.E.Carneiro","2017","02",NA,"Melo, E.","3204","1999","12","05","Brasil","Bahia","Jaguaquara","Área do EBDA, ca. 6 km W do entroncamento da BR 116.","-40.113889","-13.526389","40W6'50''","13S31'35''","780","780","Mata de cipó antropizado.","HUEFS0042549",NA,NA,NA,NA,"Angiospermae","Ericales","subsp. amazonica",NA,NA,"Asteranae",NA,NA,NA,NA
"902","2019-10-07 09:13:01-03","UEFS","HUEFS","68253","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa subsp. amazonica","T.D.Penn.",NA,NA,NA,NA,"Kukle, P.","24","1989","11","11","Brasil","Amazonas","Manaus","Ca. 90 Km NE de Manaus. Distrito Agropecuário da Suframa.","-60.0250015258789","-3.10193991661072",NA,NA,"50","125",NA,"HUEFS0068253","HUEFS0068253",NA,NA,NA,"Angiospermae","Ericales","subsp. amazonica","138090","auto","Asteranae",NA,NA,NA,NA
"903","2019-10-07 09:13:01-03","UEFS","HUEFS","25947","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa subsp. amazonica","T.D.Penn.","C.E.Carneiro","2017","03",NA,"Costa-Neto, E.M.","63","1996","06","25","Brasil","Bahia","Conde","Praia da Siribinha.","-37.6105995178223","-11.8135995864868",NA,NA,NA,NA,"Solo arenoso.","HUEFS0025947",NA,NA,NA,NA,"Angiospermae","Ericales","subsp. amazonica","31737","auto","Asteranae",NA,NA,NA,NA
"904","2019-10-07 09:13:01-03","UEFS","HUEFS","184348","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa subsp. venosa","(Mart.) Baehni","C.E.Carneiro","2012","09",NA,"Neves, M.F.",NA,"2011","12","17","Brasil","Bahia","Cipó","Assentamento Cajueiro entre Nova Soure e Cipó.","-38.513599395752","-11.0996999740601",NA,NA,NA,NA,NA,"HUEFS0184348","HUEFS0184348",NA,NA,NA,"Angiospermae","Ericales","subsp. venosa","10455","auto","Asteranae",NA,NA,NA,NA
"905","2015-03-06 21:25:54-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa",NA,NA,NA,NA,NA,"G. T. Prance & et al.","4619",NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"906","2015-04-20 13:03:14-03","F","FMNH-SEEDPLANTS","V0325618F","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"V0325618F","V0325618F_01","South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"907","2015-04-20 13:03:16-03","F","FMNH-SEEDPLANTS","V0325620F","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"V0325620F","V0325620F_01","South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"908","2015-03-06 21:25:54-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa",NA,NA,NA,NA,NA,"H. C. Hopkins & et al.","719",NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"909","2015-04-20 13:03:08-03","F","FMNH-SEEDPLANTS","V0325601F","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Venezuela",NA,NA,NA,"-65.9119","7.0758",NA,NA,NA,NA,NA,"V0325601F","V0325601F_01","South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"910","2015-04-20 13:03:08-03","F","FMNH-SEEDPLANTS","V0325602F","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"V0325602F","V0325602F_01","South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"911","2019-06-11 13:04:30-03","F","FMNH-SEEDPLANTS","V0389419F","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa",NA,"RRC ID Flag",NA,NA,NA,"S. A. Mori","17656","1985","1","3","Brazil","Amapá",NA,NA,"-52","1",NA,NA,NA,NA,NA,"V0389419F","V0389419F_01 V0389419F_02","South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,"17656",NA
"912","2017-12-04 14:42:28-02","F","FMNH-SEEDPLANTS","V0446669F","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa",NA,NA,NA,NA,NA,"S. A. Mori","25900","2006","5","22","French Guiana",NA,NA,NA,"-52.9708","3.8558",NA,NA,NA,NA,NA,"V0446669F","V0446669F_01","South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"913","2015-04-20 13:01:21-03","F","FMNH-SEEDPLANTS","V0308286F","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Argentina",NA,NA,NA,"-64.9208","-35.3869",NA,NA,NA,NA,NA,"V0308286F","V0308286F_01","South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"914","2018-05-14 17:01:39-03","F","FMNH-SEEDPLANTS","V0325600F","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa",NA,"RRC ID Flag",NA,NA,NA,"B. K. Holst","3395",NA,NA,NA,"Venezuela","Amazonas",NA,NA,"-66","3.5",NA,NA,NA,NA,NA,"V0325600F","V0325600F_01 V0325600F_02","South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,"3395",NA
"915","2015-04-20 13:03:08-03","F","FMNH-SEEDPLANTS","V0325603F","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"V0325603F","V0325603F_01","South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"916","2015-04-20 13:03:09-03","F","FMNH-SEEDPLANTS","V0325606F","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Venezuela",NA,NA,NA,"-65.9119","7.0758",NA,NA,NA,NA,NA,"V0325606F","V0325606F_01","South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"917","2015-04-20 13:03:09-03","F","FMNH-SEEDPLANTS","V0325607F","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Suriname",NA,NA,NA,"-55.625","4.1006",NA,NA,NA,NA,NA,"V0325607F","V0325607F_01","South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"918","2015-04-20 13:03:09-03","F","FMNH-SEEDPLANTS","V0325608F","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Suriname",NA,NA,NA,"-55.625","4.1006",NA,NA,NA,NA,NA,"V0325608F","V0325608F_01","South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"919","2015-04-20 13:03:10-03","F","FMNH-SEEDPLANTS","V0325609F","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"V0325609F","V0325609F_01","South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"920","2015-04-20 13:03:10-03","F","FMNH-SEEDPLANTS","V0325610F","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"V0325610F","V0325610F_01","South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"921","2015-04-20 13:03:10-03","F","FMNH-SEEDPLANTS","V0325611F","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"V0325611F","V0325611F_01","South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"922","2015-04-20 13:03:11-03","F","FMNH-SEEDPLANTS","V0325612F","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Guyana",NA,NA,NA,"-58.7017","4.7364",NA,NA,NA,NA,NA,"V0325612F","V0325612F_01","South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
