"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","class","order","scientificNameAuthorship","imagecode","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","infraspecificEpithet","phylum","county","minimumElevationInMeters","maximumElevationInMeters","identifiedBy","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","dayIdentified","fieldNumber","individualCount","typeStatus","sex"
"103","2008-05-27 22:02:00-03","MO","MOBOT","737326","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella pulchella","Elsa M. Zardini|P. Aquino","Zardini 34754","1993","1","14","South America","Paraguay","Central","Estero del Ypoá. Puerto Guyrati - Villa Oliva. 4.5 km S of Puerto Guyrati. Savanna and patches of forest on clay soil.",NA,NA,NA,NA,NA,NA,NA,NA,"-57.61666","-25.63333",NA,NA,"pulchella",NA,NA,NA,NA,"G.M. Pedersen (CTES)",NA,NA,NA,NA,NA,"799","4",NA,NA
"104","2008-05-27 22:02:00-03","MO","MOBOT","737371","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella pulchella","Elsa M. Zardini|Leongino Guerrero","Zardini 35121","1993","2","24","South America","Paraguay","Central","Estero del Ypoá. 8 km S of Puerto Guyrati, around Arroyo Surubiy. Inundated savanna.",NA,NA,NA,NA,NA,NA,NA,NA,"-57.63333","-25.65",NA,NA,"pulchella",NA,NA,NA,NA,"G.M. Pedersen (CTES)",NA,NA,NA,NA,NA,"807","4",NA,NA
"105","2009-04-10 10:38:00-03","MO","MOBOT","100179812","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella rosea","Karl Fiebrig","Fiebrig 283",NA,NA,NA,"South America","Bolivia",NA,NA,NA,NA,NA,NA,NA,NA,"Stuchlík",NA,NA,NA,NA,NA,"rosea",NA,NA,NA,NA,"Foster's 1958 Catalog notes file",NA,NA,NA,NA,NA,NA,"1",NA,NA
"106","2020-08-31 09:17:48-03","INPA","INPA","127948","S","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","Sobral, MEG","3419","1984","11","17","Southern America","Brasil","Rio Grande do Sul","Barra do Quaraí, Espinilho, Barra do Quaraí.",NA,NA,NA,"INPA0127948",NA,"Caryophyllales","Mart.","INPA0127948 INPA0127948_e INPA0127948_e1","-57.0882987976074","-29.7546997070312",NA,NA,NA,"Dicotyledon Superasterids","Uruguaiana",NA,NA,"Vasconcelos, JM de","1985",NA,"93142","auto",NA,NA,NA,NA,NA
"107","2019-05-23 11:07:27-03","UFLA","ESAL","4232","S","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","Gavilanes, ML; et al.","s.n.",NA,NA,NA,NA,"Brasil","Rio Grande do Sul","Faz. Três Figueiras",NA,NA,"; ; ;",NA,NA,NA,"Mart.",NA,NA,NA,NA,NA,NA,NA,"Itoqui",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2020-09-12 05:00:02-03","US","US","921758","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","P. Jörgensen","1107","1916","2","12","South America","Argentina","Catamarca","Dep. de Andalgalá, Prov. de Catamarca. La funta.",NA,NA,NA,"US03638149","Dicotyledonae","Caryophyllales","Mart.",NA,NA,NA,NA,NA,NA,NA,NA,"1960",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"109","2020-09-12 05:00:02-03","US","US","1055214","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","P. Jörgensen","2557",NA,NA,NA,"South America","Argentina","Chaco","Abundante Los Palmas.",NA,NA,NA,"US03638166","Dicotyledonae","Caryophyllales","Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"110","2020-09-12 05:00:02-03","US","US","2902877","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","S. A. Renvoize, M. Wilmot-Dear & N. Tur","3623","1978","11","26","South America","Argentina","Corrientes","Sand road to Santa Ana ½ km. from Route 12.",NA,NA,NA,"US03638156","Dicotyledonae","Caryophyllales","Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"111","2020-09-12 05:00:02-03","US","US","1341206","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","K. Pflanz","4014","1925","2","12","South America - Neotropics","Bolivia",NA,"Campos de Iguaguira. Villamontes.",NA,NA,NA,"US03638175","Dicotyledonae","Caryophyllales","Mart.",NA,NA,NA,NA,NA,NA,NA,NA,"800",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"112","2020-09-12 05:00:02-03","US","US","1043703","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","S. Venturi","76","1904","1","23","South America","Argentina","Chaco","Santa Fecino, Mocovi.",NA,NA,NA,"US03638164","Dicotyledonae","Caryophyllales","Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"113","2020-09-12 05:00:02-03","US","US","701731","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","O. Kuntze","s.n.","1891","12",NA,"South America","Argentina","Cordoba",NA,NA,NA,NA,"US03638153","Dicotyledonae","Caryophyllales","Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"114","2020-09-12 05:00:02-03","US","US","1483505","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","H. Grosse","3753","1894","2",NA,"South America","Paraguay","Paraguari",NA,NA,NA,NA,"US03638151","Dicotyledonae","Caryophyllales","Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"115","2020-09-12 05:00:02-03","US","US","1934023","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","S. Sieroth","s.n.","1944","2","14","South America","Argentina","Cordoba","Alto Gracia, Estancia Los Molles.",NA,NA,NA,"US03638168","Dicotyledonae","Caryophyllales","Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"116","2020-09-12 05:00:02-03","US","US","3114881","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","T. Pederson","7746","1966","4","11","South America","Argentina","Corrientes","Paso Pucú, Dep. Concepción.",NA,NA,NA,"US03638144","Dicotyledonae","Caryophyllales","Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"117","2020-09-12 05:00:02-03","US","US","2971052","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","G. J. Schwarz","10045","1950","3","8","South America","Argentina","Corrientes","Dep. Empedrado, Arroyo Conzales.",NA,NA,NA,"US03638154","Dicotyledonae","Caryophyllales","Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"118","2020-09-12 05:00:02-03","US","US","2320714","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","A. Jiminez","40","1955","4","16","South America - Neotropics","Bolivia","Cochabamba",NA,NA,NA,NA,"US03638163","Dicotyledonae","Caryophyllales","Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"119","2020-09-12 05:00:02-03","US","US","1909103","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","T. Meyer","3925","1941","12","30","South America","Argentina","La Rioja","Dep. Capital, El Cantadero.",NA,NA,NA,"US03638167","Dicotyledonae","Caryophyllales","Mart.",NA,NA,NA,NA,NA,NA,NA,NA,"1200",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"120","2020-09-12 05:00:02-03","US","US","1057330","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","E. Hassler","12396","1913","12",NA,"South America","Paraguay","Paraguari","Paraguaria Centralis: In regione lacus Ypacaray.",NA,NA,NA,"US03638150","Dicotyledonae","Caryophyllales","Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"121","2020-09-12 05:00:02-03","US","US","1878098","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","M. Cárdenas","2489","1944","4",NA,"South America - Neotropics","Bolivia","Cochabamba","Panduro - near Rio Caíne.",NA,NA,NA,"US03638160","Dicotyledonae","Caryophyllales","Mart.",NA,NA,NA,NA,NA,NA,NA,NA,"1800",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"122","2020-09-12 05:00:02-03","US","US","1705609","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","W. Archer","4937","1937","1","9","South America","Paraguay",NA,"At Campo Grande near Jardin Botanico.",NA,NA,NA,"US03638169","Dicotyledonae","Caryophyllales","Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"123","2020-09-12 05:00:02-03","US","US","939804","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella",NA,"923","1888",NA,NA,"South America","Paraguay",NA,"Pilcomayo River.",NA,NA,NA,"US03638177","Dicotyledonae","Caryophyllales","Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"124","2020-09-12 05:00:02-03","US","US","1055212","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","P. Jörgensen","2555",NA,NA,NA,"South America","Argentina","Chaco","Coman Las Palmas.",NA,NA,NA,"US03638148","Dicotyledonae","Caryophyllales","Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"125","2020-09-12 05:00:02-03","US","US","3067755","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","Soria & G. Schmeda","1142","1986","8","26","South America","Paraguay","Concepcion","Km. 14 along Ruta Puerto Militair-Concepción from Pozo Colorado.",NA,NA,NA,"US03638155","Dicotyledonae","Caryophyllales","Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"126","2020-09-12 05:00:02-03","US","US","2122606","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","T. Pederson","891","1950","12","1","South America","Argentina","Corrientes","Estancia Santa Teresa, Dep. Mburucuyá.",NA,NA,NA,"US03638157","Dicotyledonae","Caryophyllales","Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"127","2020-09-12 05:00:02-03","US","US","2172799","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","Castillon, --","57","1908","5","20","South America","Argentina","Catamarca","Dep. Capital.",NA,NA,NA,"US03638172","Dicotyledonae","Caryophyllales","Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"128","2020-09-12 05:00:02-03","US","US","209695","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella",NA,"923","1888",NA,NA,"South America","Paraguay",NA,"Pilcomayo River.",NA,NA,NA,"US03638176","Dicotyledonae","Caryophyllales","Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"129","2020-09-12 05:00:02-03","US","US","2450250","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","Bro. Adolfo","240g","1964","3","24","South America - Neotropics","Bolivia","Cochabamba","Sipesipe a 27 kms de Cochabamba (población de Sipesipe) - Valle de Cochabamba.",NA,NA,NA,"US03638158","Dicotyledonae","Caryophyllales","Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"130","2020-09-12 05:00:02-03","US","US","2439956","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","H. H. Bartlett","19656","1943","2","12","South America","Argentina","Salta","Near Experiment Station, Coronel Moldes.",NA,NA,NA,"US03638159","Dicotyledonae","Caryophyllales","Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"131","2020-09-12 05:00:02-03","US","US","1233843","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","-. Hieronymus & Niederlein, --","749","1879","1","16","South America","Argentina",NA,"Pié de la Cuesta mas arriba del Vallecito; Sierra Famatina.",NA,NA,NA,"US03638152","Dicotyledonae","Caryophyllales","Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"132","2020-09-12 05:00:02-03","US","US","1830530","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","P. Boffa","1059","1940","2",NA,"South America","Argentina","Chaco","Villa Angela.",NA,NA,NA,"US03638146","Dicotyledonae","Caryophyllales","Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"133","2020-09-12 05:00:02-03","US","US","1344215","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","G. Herter","1022","1927","11",NA,"South America","Uruguay","Rio Negro","Dep. de Rio Negro.",NA,NA,NA,"US03638147","Dicotyledonae","Caryophyllales","Mart.",NA,NA,NA,NA,NA,NA,NA,NA,"50",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"134","2020-09-12 05:00:02-03","US","US","227530","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","E. Palmer","s.n.","1854",NA,NA,"South America","Paraguay",NA,"The River Plata.",NA,NA,NA,"US03638178","Dicotyledonae","Caryophyllales","Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"135","2020-09-12 05:00:02-03","US","US","1341293","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","K. Pflanz","4141","1925","3","7","South America - Neotropics","Bolivia",NA,"Campos de Iguaguira. Villamontes.",NA,NA,NA,"US03638174","Dicotyledonae","Caryophyllales","Mart.",NA,NA,NA,NA,NA,NA,NA,NA,"800",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"136","2020-09-12 05:00:02-03","US","US","207056","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","M. Bang","932","1891",NA,NA,"South America - Neotropics","Bolivia",NA,"Bolivian Plateau.",NA,NA,NA,"US03638173","Dicotyledonae","Caryophyllales","Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"137","2020-09-12 05:00:02-03","US","US","3249384","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","T. Pederson","7279","1964","11","23","South America","Argentina","Entre Rios","Estancia La Selmira, Dep. Uruguay.",NA,NA,NA,"US03638145","Dicotyledonae","Caryophyllales","Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"138","2020-09-12 05:00:02-03","US","US","1802586","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","Zabala","127","1941","5","8","South America","Argentina","Salta","Campo Santo.",NA,NA,NA,"US03638171","Dicotyledonae","Caryophyllales","Mart.",NA,NA,NA,NA,NA,NA,NA,NA,"700",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"139","2020-09-12 05:00:02-03","US","US","1779254","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","E. K. Balls","5914","1939","2","5","South America","Argentina","Jujuy","N. Argentina.",NA,NA,NA,"US03638170","Dicotyledonae","Caryophyllales","Mart.",NA,NA,NA,NA,NA,NA,NA,NA,"1219",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"140","2020-09-12 05:00:02-03","US","US","1043715","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","S. Venturi","95","1903","11","5","South America","Argentina","Chaco","Santa Fecino, Mocovi.",NA,NA,NA,"US03638165","Dicotyledonae","Caryophyllales","Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"141","2020-09-12 05:00:02-03","US","US","2439965","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","H. H. Bartlett","19794","1943","3","24","South America","Argentina","Santiago del Estero","Sol de Julio, Ferrocarril Central de Argentina.",NA,NA,NA,"US03638161","Dicotyledonae","Caryophyllales","Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"142","2020-09-12 05:00:02-03","US","US","2320716","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","A. Jiminez","42","1955","2","12","South America - Neotropics","Bolivia","Cochabamba",NA,NA,NA,NA,"US03638162","Dicotyledonae","Caryophyllales","Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"143","2019-11-13 11:14:14-03","USP","SPF","149868","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","Seijo, G","1830","1999","02","08","Southern America","Argentina","San Luis","Chacabuco.",NA,NA,NA,"SPF00149868",NA,NA,"Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anônimo",NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2018-04-06 15:20:34-03","F","FMNH-SEEDPLANTS","V0428752F","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","E. Hassler","12396","1913",NA,NA,"South America","Paraguay",NA,NA,NA,NA,NA,"V0428752F","Dicotyledoneae",NA,NA,"V0428752F_01","-58.1689","-23.2025",NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2018-04-06 15:20:35-03","F","FMNH-SEEDPLANTS","V0428753F","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","O. Del Puerto & E. H. Marchesi","5780","1965","12","27","South America","Uruguay",NA,NA,NA,NA,NA,"V0428753F","Dicotyledoneae",NA,NA,"V0428753F_01","-55.7933","-32.8667",NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2018-04-06 15:20:35-03","F","FMNH-SEEDPLANTS","V0428754F","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","R. F. Steinbach","3","1966","4","19","South America","Bolivia",NA,NA,NA,NA,NA,"V0428754F","Dicotyledoneae",NA,NA,"V0428754F_01","-64.435","-16.7261",NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2018-04-06 15:20:35-03","F","FMNH-SEEDPLANTS","V0428755F","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","M. Bang","932","1891",NA,NA,"South America","Bolivia",NA,NA,NA,NA,NA,"V0428755F","Dicotyledoneae",NA,NA,"V0428755F_01","-64.435","-16.7261",NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2018-04-06 15:20:35-03","F","FMNH-SEEDPLANTS","V0428756F","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","M. Sobral","3419","1984","11","17","South America","Brazil",NA,NA,NA,NA,NA,"V0428756F","Dicotyledoneae",NA,NA,"V0428756F_01","-52.8731","-10.8339",NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2018-04-06 15:20:36-03","F","FMNH-SEEDPLANTS","V0428757F","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","A. L. Cabrera & H. A. Fabris","16424","1964","12","3","South America","Argentina",NA,NA,NA,NA,NA,"V0428757F","Dicotyledoneae",NA,NA,"V0428757F_01","-64.9208","-35.3869",NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2018-04-06 15:20:36-03","F","FMNH-SEEDPLANTS","V0428758F","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","W. Lossen","168","1925","1",NA,"South America","Argentina",NA,NA,NA,NA,NA,"V0428758F","Dicotyledoneae",NA,NA,"V0428758F_01","-64.9208","-35.3869",NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2018-04-06 15:20:36-03","F","FMNH-SEEDPLANTS","V0428759F","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","B. Balegno","477","1946","11","13","South America","Argentina",NA,NA,NA,NA,NA,"V0428759F","Dicotyledoneae",NA,NA,"V0428759F_01","-64.9208","-35.3869",NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2018-04-06 15:20:36-03","F","FMNH-SEEDPLANTS","V0428760F","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","T. Meyer","3925",NA,NA,NA,"South America","Argentina",NA,NA,NA,NA,NA,"V0428760F","Dicotyledoneae",NA,NA,"V0428760F_01","-64.9208","-35.3869",NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2018-04-06 15:20:37-03","F","FMNH-SEEDPLANTS","V0428761F","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","T. Meyer","3925","1941","12","30","South America","Argentina",NA,NA,NA,NA,NA,"V0428761F","Dicotyledoneae",NA,NA,"V0428761F_01","-64.9208","-35.3869",NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2018-04-06 15:20:37-03","F","FMNH-SEEDPLANTS","V0428762F","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella",NA,"234","1911","12","27","South America","Argentina",NA,NA,NA,NA,NA,"V0428762F","Dicotyledoneae",NA,NA,"V0428762F_01","-64.9208","-35.3869",NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2018-04-06 15:20:37-03","F","FMNH-SEEDPLANTS","V0428763F","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","M. Lillo","6195","1907","4","6","South America","Argentina",NA,NA,NA,NA,NA,"V0428763F","Dicotyledoneae",NA,NA,"V0428763F_01","-64.9208","-35.3869",NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2018-04-06 15:20:37-03","F","FMNH-SEEDPLANTS","V0428764F","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","R. Schreiter","23","1923","4","28","South America","Argentina",NA,NA,NA,NA,NA,"V0428764F","Dicotyledoneae",NA,NA,"V0428764F_01","-64.9208","-35.3869",NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2018-04-06 15:20:38-03","F","FMNH-SEEDPLANTS","V0428765F","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella",NA,"127","1941","5","8","South America","Argentina",NA,NA,NA,NA,NA,"V0428765F","Dicotyledoneae",NA,NA,"V0428765F_01","-64.9208","-35.3869",NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2018-04-06 15:20:38-03","F","FMNH-SEEDPLANTS","V0428766F","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","M. R. Malvarez","573","1947","1","13","South America","Argentina",NA,NA,NA,NA,NA,"V0428766F","Dicotyledoneae",NA,NA,"V0428766F_01","-64.9208","-35.3869",NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2018-04-06 15:20:38-03","F","FMNH-SEEDPLANTS","V0428767F","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","A. Brizuela","860","1947","2","28","South America","Argentina",NA,NA,NA,NA,NA,"V0428767F","Dicotyledoneae",NA,NA,"V0428767F_01","-64.9208","-35.3869",NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","2018-04-06 15:20:38-03","F","FMNH-SEEDPLANTS","V0428768F","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","A. Garolera",NA,"1947","1","17","South America","Argentina",NA,NA,NA,NA,NA,"V0428768F","Dicotyledoneae",NA,NA,"V0428768F_01","-64.9208","-35.3869",NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","2018-04-06 15:20:39-03","F","FMNH-SEEDPLANTS","V0428769F","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","W. J. Eyerdam","24891","1939","3","17","South America","Bolivia",NA,NA,NA,NA,NA,"V0428769F","Dicotyledoneae",NA,NA,"V0428769F_01","-64.435","-16.7261",NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2018-04-06 15:20:39-03","F","FMNH-SEEDPLANTS","V0428770F","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","M. Sobral","3419","1984","11","17","South America","Brazil",NA,NA,NA,NA,NA,"V0428770F","Dicotyledoneae",NA,NA,"V0428770F_01","-52.8731","-10.8339",NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
